Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209)
0.00012056206111181029,0.11224295798003389,0.0,0.0,0.0,0.0,0.32971745188712237,0.669781409521548,7.326410218930587e-05,6.924496510400972e-05,5.702556020520934e-07,7.268191960977363e-08,1.8051926687279957e-15,3.476383052212688e-07,0.00011443323335486331,0.00017177480951232848,4.434685623522002e-05,5.276731645781798e-08,2.7929688173063683e-08,1.2370410202492033e-08,9.112279745753805e-08,5.168098074920808e-16,5.299895531586836e-06,7.388103547039105e-11,5.299707638108848e-10,8.575983985705963e-11,8.992950782179393e-08,1.7665309730687984e-18,4.9607539702476086e-17,1.323057936086208e-14,1.9225566764201327e-15,2.4299377497012255e-14,4.370435853600037e-11,2.898310571351581e-17,7.409254593547652e-18,8.199257607282707e-23,1.7450437520521823e-21,1.860842692685115e-20,2.0790642043728914e-14,8.442785014121837e-21,1.406058369646677e-20,3.749055316939807e-17,4.501680208489627e-20,2.6534710641461784e-09,1.9955201172992916e-23,1.27864542480869e-20,1.5039503201998887e-11
0.00012293193841619765,0.11224282416660719,0.0,0.0,0.0,0.0,0.3297081698035788,0.6697745565739027,7.397730421049046e-05,7.050329831396263e-05,5.758016782728323e-07,7.399903628040708e-08,1.822749800481195e-15,3.528506582289736e-07,0.00011845256669939658,0.00017828077182866108,4.645021585720014e-05,5.342354959410146e-08,2.8463171800160112e-08,1.2826491070125483e-08,9.448768911728868e-08,5.358940439357821e-16,5.617566109147365e-06,7.594250631189844e-11,5.39436709208173e-10,9.093250843503353e-11,9.777343259785256e-08,1.9004857630921513e-18,5.152064312424905e-17,1.452466141659272e-14,2.12159361911759e-15,2.6743353416550397e-14,4.9284098225096496e-11,3.2683381853591643e-17,8.43675797472473e-18,9.414090037372923e-23,2.0035782993339413e-21,2.1365332721075652e-20,2.4408954377592146e-14,9.912040306543487e-21,1.6807523954839166e-20,4.0707579783465186e-17,4.887959206166794e-20,2.71820518262651e-09,2.1667536933904338e-23,1.4332975395333867e-20,1.6931242682298687e-11
0.000125301815720585,0.1122426877959279,0.0,0.0,0.0,0.0,0.32969877461636987,0.6697676298262117,7.467267468461874e-05,7.175585690214683e-05,5.812088113528215e-07,7.53101101881542e-08,1.8398671105036788e-15,3.5801369137011984e-07,0.00012251111746088927,0.00018488370515724097,4.859322047064002e-05,5.4069564945344866e-08,2.8995345013157386e-08,1.3288018941992589e-08,9.789280346802717e-08,5.552064064013674e-16,5.9468241369150606e-06,7.800502332626392e-11,5.488352442185927e-10,9.62671312529885e-11,1.0608343247918355e-07,2.0413124444579882e-18,5.3463155387185945e-17,1.590732477212535e-14,2.3356011469469274e-15,2.9362923989908264e-14,5.541715809650989e-11,3.675059941209688e-17,9.576082921695114e-18,1.0773683974382339e-22,2.2929221717296102e-21,2.445077645274829e-20,2.855098633191387e-14,1.1593939181533049e-20,2.0008831461131734e-20,4.4113506563301335e-17,5.296919009754041e-20,2.78250944828913e-09,2.348041912274488e-23,1.6021475925250736e-20,1.9006167327572145e-11
0.00012767169302497233,0.11224254893351274,0.0,0.0,0.0,0.0,0.32968926745888205,0.6697606300751411,7.535125332944285e-05,7.300264596600108e-05,5.864850965951745e-07,7.661515302610791e-08,1.8565702248504036e-15,3.631301674909621e-07,0.00012660785848413056,0.00019158274338118623,5.077521091500684e-05,5.4705877336710814e-08,2.952620533176755e-08,1.3754889833142954e-08,1.0133736725140348e-07,5.747425092959108e-16,6.287805965508549e-06,8.006855771699566e-11,5.581704432824895e-10,1.0176395669909588e-10,1.1487383644257674e-07,2.1892005565831265e-18,5.543492230768179e-17,1.7382038126834593e-14,2.5652872309095247e-15,3.2165707865209375e-14,6.214269940564282e-11,4.121072868249975e-17,1.0836127955432994e-17,1.2291131896673148e-22,2.6158631098038862e-21,2.789448543760436e-20,3.327732798197776e-14,1.3513079463996462e-20,2.372622790515867e-20,4.7714632090129174e-17,5.729315708639614e-20,2.8464089663810485e-09,2.539720030443927e-23,1.786092662257181e-20,2.1276713005240508e-11
0.00013004157032935968,0.11224240764130103,0.0,0.0,0.0,0.0,0.32967964940548194,0.6697535580614429,7.601402234715965e-05,7.424367712339468e-05,5.916381813979576e-07,7.791418300940201e-08,1.8728833517247154e-15,3.682027157784047e-07,0.00013074181749895644,0.0001983770703494565,5.299556031880998e-05,5.5332974795427255e-08,3.0055752873130815e-08,1.4227005519106604e-08,1.0482064993938973e-07,5.944982093747262e-16,6.640645372325235e-06,8.213310831493612e-11,5.674462385431694e-10,1.0742327557740226e-10,1.2415899325640052e-07,2.3443409557249174e-18,5.743581280212439e-17,1.8952311900005394e-14,2.811374908291105e-15,3.515945322807274e-14,6.950155415893931e-11,4.6090847938517074e-17,1.222624994633807e-17,1.3980338908972667e-22,2.975362175750117e-21,3.1728035221750166e-20,3.865382144014042e-14,1.569619065458179e-20,2.8028005744207436e-20,5.1517349843979127e-17,6.185916763996996e-20,2.9099292118906686e-09,2.74212835561253e-23,1.986062024559209e-20,2.3755801887705276e-11
0.00013241144763374702,0.11224226397773238,0.0,0.0,0.0,0.0,0.32966992147448415,0.6697464144730145,7.666190752376866e-05,7.54789680011251e-05,5.966752738212195e-07,7.920722433456324e-08,1.8888293085961152e-15,3.7323383180839103e-07,0.00013491207420112154,0.00020526591740489258,5.525367344799707e-05,5.5951318954781293e-08,3.058399016713231e-08,1.4704273238862975e-08,1.0834196152900402e-07,6.144695932339825e-16,7.00547370406626e-06,8.419869757139962e-11,5.766664114068189e-10,1.1324542256533136e-10,1.3395327524806916e-07,2.5069258326458708e-18,5.946571770735682e-17,2.0621699265496813e-14,3.0746024421258936e-15,3.8352039469473744e-14,7.753625299518315e-11,5.1419161923959354e-17,1.375627648479757e-17,1.5856050841539077e-22,3.374559783995463e-21,3.598491388954959e-20,4.475186283812732e-14,1.817225643546531e-20,3.298953305349058e-20,5.552815026878696e-17,6.667501254992711e-20,2.973095724646496e-09,2.9556123566360453e-23,2.2030176083229452e-20,2.645684869684928e-11
0.00013478132493813437,0.11224211799784976,0.0,0.0,0.0,0.0,0.32966008463108765,0.6697391999479131,7.729577970114723e-05,7.670854174528342e-05,6.016031540567915e-07,8.049430666526771e-08,1.9044295585063985e-15,3.782258790277608e-07,0.00013911775737486315,0.00021224856092493771,5.754898586399055e-05,5.656134565207644e-08,3.1110921975367397e-08,1.518660540176497e-08,1.1190065036457896e-07,6.34652964959526e-16,7.382420011748391e-06,8.626536784972031e-11,5.858345866105197e-10,1.192307770615986e-10,1.44271082137876e-07,2.677148782618368e-18,6.152454863646504e-17,2.2393797680398808e-14,3.355723596911383e-15,4.1751479909295855e-14,8.629105336788192e-11,5.72250205422446e-17,1.5436518552085642e-17,1.7933882838104945e-22,3.816781838399182e-21,4.070058750817551e-20,5.164871277201011e-14,2.0972640598816023e-20,3.869379448203457e-20,5.975362241343146e-17,7.174860073941659e-20,3.035933854256008e-09,3.1805227508614116e-23,2.4379544733642463e-20,2.93937670691058e-11
0.0001371512022425217,0.11224196975341623,0.0,0.0,0.0,0.0,0.3296501397902608,0.6697319150773006,7.791645654217602e-05,7.793242655499841e-05,6.064281881863939e-07,8.177546463416934e-08,1.919704253619937e-15,3.831810910243933e-07,0.0001433580420789483,0.00021932431989808482,5.988096293325124e-05,5.716346567711407e-08,3.1636555119873315e-08,1.5673919293689728e-08,1.15496100985597e-07,6.550448339207201e-16,7.771611178259e-06,8.83331754743667e-11,5.949542203890543e-10,1.253797618643241e-10,1.55126844866408e-07,2.8552047317843428e-18,6.361223683503256e-17,2.427224872102654e-14,3.6555076482921435e-15,4.536592182786702e-14,9.581196802604407e-11,6.353893774379612e-17,1.7277782999416283e-17,2.0230348505153336e-22,4.3055459893181174e-21,4.5912566850375716e-20,5.942781519905892e-14,2.4131216401498087e-20,4.523194156669558e-20,6.420045403933255e-17,7.708795937293879e-20,3.0984685488795465e-09,3.417215509855091e-23,2.6919012394394964e-20,3.2580976036084106e-11
0.00013952107954690905,0.11224181929304473,0.0,0.0,0.0,0.0,0.3296400878195504,0.6697245604083039,7.85247045198246e-05,7.915065524031136e-05,6.111563436736014e-07,8.305073738667372e-08,1.934672284263228e-15,3.8810157475684605e-07,0.00014763214691265188,0.00022649255355319524,6.224909872419523e-05,5.775806563870066e-08,3.216089832001834e-08,1.6166136790009714e-08,1.1912773199600601e-07,6.756419026861146e-16,8.173172038588717e-06,9.040218837715482e-11,6.040286008456789e-10,1.316928423413621e-10,1.6653502935583529e-07,3.0412899218420863e-18,6.572873204840194e-17,2.6260738840068892e-14,3.974739505990716e-15,4.920364772796814e-14,1.061467937792907e-10,7.039261060200026e-17,1.929138534636497e-17,2.2762889097430486e-22,4.844567902728033e-21,5.166047424579769e-20,6.817912478022092e-14,2.7684499339605827e-20,5.270386898340665e-20,6.887543254450649e-17,8.270123494588419e-20,3.160724182759589e-09,3.6660519085893055e-23,2.96592054952057e-20,3.6033406613653837e-11
0.0001418909568512964,0.11224166666233543,0.0,0.0,0.0,0.0,0.3296299295418049,0.6697171364467773,7.912124107094053e-05,8.036326480456543e-05,6.157932061374027e-07,8.432016815510202e-08,1.9493513320207388e-15,3.9298931469694376e-07,0.00015193933137422618,0.00023375265905531439,6.465291482214916e-05,5.83455089227666e-08,3.268396203415984e-08,1.6663184082137097e-08,1.2279499401372597e-07,6.9644105539390935e-16,8.587225492923713e-06,9.247248457415072e-11,6.1306085170818e-10,1.3817052626659225e-10,1.7851014017634308e-07,3.235602018822055e-18,6.787400146238236e-17,2.8363001121061906e-14,4.31422007591748e-15,5.32730786448714e-14,1.1734514054591413e-10,7.78189385768035e-17,2.1489162973359704e-17,2.5549903192526798e-22,5.437767636402653e-21,5.798611157393217e-20,7.799944266426972e-14,3.167178333387112e-20,6.121883462490178e-20,7.378544596163044e-17,8.85966944613187e-20,3.2227244199609017e-09,3.9273985785677133e-23,3.261109570727515e-20,3.9766508491744524e-11
0.00014426083415568374,0.1122415119040187,0.0,0.0,0.0,0.0,0.32961966573779916,0.6697096436599544,7.970673686361799e-05,8.157029605142038e-05,6.203439970205709e-07,8.558380384268016e-08,1.9637579256636527e-15,3.9784617722351784e-07,0.00015627889332177713,0.00024110406927957406,6.709195908913813e-05,5.8926136712392836e-08,3.3205758311259126e-08,1.7164991407722137e-08,1.2649736769970563e-07,7.174393465736012e-16,9.013892612824436e-06,9.454414691971768e-11,6.220539248142142e-10,1.4481336103338355e-10,1.9106672408336266e-07,3.4383400175704786e-18,7.004802866115832e-17,3.0582814745852044e-14,4.674766243299096e-15,5.758277383265006e-14,1.294584606742931e-10,8.585204295959054e-17,2.388348798878526e-17,2.8610777079595417e-22,6.0892761673689505e-21,6.493352987020434e-20,8.899276070787245e-14,3.6135280334121633e-20,7.089608708334914e-20,7.893748213612443e-17,9.478272442099789e-20,3.2844921092841424e-09,4.2016274640782774e-23,3.5786004275724925e-20,4.3796256816887555e-11
0.00014663071146007108,0.11224135505810091,0.0,0.0,0.0,0.0,0.3296092971487479,0.6697020824789824,8.028181813326213e-05,8.277179321622566e-05,6.248135917811941e-07,8.684169465031181e-08,1.977907498735605e-15,4.0267391538974173e-07,0.00016065016654401887,0.0002485462506716201,6.956580439165402e-05,5.950026904749174e-08,3.3726300652650754e-08,1.7671492789826924e-08,1.3023436183159102e-07,7.386339902206597e-16,9.453292740742677e-06,9.661726187487245e-11,6.310106054181392e-10,1.51621931235574e-10,2.0421937338711855e-07,3.6497041735124485e-18,7.225081260091936e-17,3.2924005297129046e-14,5.057210906040922e-15,6.214143121366761e-14,1.425400785114825e-10,9.45272864819788e-17,2.648728036216512e-17,3.1965915099896704e-22,6.80344191349146e-21,7.254909886945978e-20,1.0127061412174643e-13,4.112026333596897e-20,8.186551593323026e-20,8.433862869033382e-17,1.0126783075982631e-19,3.3460492047789212e-09,4.489115820288224e-23,3.9195606583571995e-20,4.813915905846611e-11
0.00014900058876445843,0.11224119616201185,0.0,0.0,0.0,0.0,0.3295988244787087,0.6696944533013377,8.084706904918074e-05,8.396780362132621e-05,6.292065383183163e-07,8.809389373699378e-08,1.991814447878641e-15,4.0747417426370426e-07,0.00016505251844587852,0.0002560787012005411,7.207404731588586e-05,6.00682059093179e-08,3.424560387896809e-08,1.818262579666117e-08,1.3400551147815176e-07,7.600223494426405e-16,9.905543583144735e-06,9.869192012235817e-11,6.399335235839441e-10,1.5859685857293645e-10,2.1798272915049983e-07,3.869896170656747e-18,7.448236668826722e-17,3.5390446842178773e-14,5.462403444138858e-15,6.695789139356182e-14,1.5664522021571374e-10,1.0388129308636528e-16,2.931402160162361e-17,3.5636770426594105e-22,7.584837352352938e-21,8.0881577586978e-20,1.1495244253151777e-13,4.667521279350516e-20,9.426835569128365e-20,8.999607372641176e-17,1.0806063966535866e-19,3.4074167102528425e-09,4.7902462506581654e-23,4.2851937336924236e-20,5.281226195078323e-11
0.00015374034337323311,0.11224087235702387,0.0,0.0,0.0,0.0,0.32957756953938616,0.669678992390868,8.195022032106051e-05,8.634356702894325e-05,6.377791508059161e-07,9.058144223634362e-08,2.0189532255390196e-15,4.1699832617250377e-07,0.00017394808322317035,0.00027141254780950783,7.719222332119297e-05,6.118659938182962e-08,3.528055815415406e-08,1.9218553314954644e-08,1.4164853906984755e-07,8.033703560215316e-16,1.0849060559374578e-05,1.0284622487993984e-10,6.576877933388135e-10,1.7304843732022765e-10,2.4740038551357505e-07,4.337576921787292e-18,7.903190589656028e-17,4.071481684698984e-14,6.344511840401751e-15,7.740029244758466e-14,1.881566699664406e-10,1.2477851743182698e-16,3.569316395147545e-17,4.401688007679018e-22,9.368768411391925e-21,9.990468271872878e-20,1.47047551230022e-13,5.970588106971961e-20,1.2400022736265427e-19,1.0210910797090519e-16,1.2260446373749428e-19,3.5296620459602056e-09,5.434990165525637e-23,5.095474610410361e-20,6.321999522721348e-11
0.0001584800979820078,0.11224054074247714,0.0,0.0,0.0,0.0,0.3295559058927339,0.6696632635185926,8.302011171345301e-05,8.869801496337968e-05,6.460923597741275e-07,9.304692183391105e-08,2.0452708883316555e-15,4.2642983506523183e-07,0.00018296111886117417,0.00028710215185596803,8.244368606599069e-05,6.228335691075747e-08,3.6310761596600457e-08,2.02723367970327e-08,1.4942319357982533e-07,8.474648945855193e-16,1.1845355633654213e-05,1.0700777003154668e-10,6.753347073686097e-10,1.8817370499489766e-10,2.7943790619892944e-07,4.8430216865533805e-18,8.369700923525598e-17,4.658787709777245e-14,7.328217267497769e-15,8.898355977734789e-14,2.2447380269242393e-10,1.4886269258211946e-16,4.314050696180189e-17,5.3944913287071065e-22,1.1482389485297571e-20,1.2244346620688152e-19,1.8640595363954334e-13,7.56850608248823e-20,1.614761558954783e-19,1.1533606534523332e-16,1.384855694728152e-19,3.6513761730558243e-09,6.13902519587814e-23,6.019806554241218e-20,7.516688369158741e-11
0.0001632198525907825,0.11224020153957798,0.0,0.0,0.0,0.0,0.3295338380511647,0.6696472688696824,8.406013833763915e-05,9.103160713402138e-05,6.54172595502958e-07,9.549083378209226e-08,2.070851102988575e-15,4.357785163877317e-07,0.00019208756577013402,0.00030314444573042006,8.782593457374208e-05,6.336026553542508e-08,3.7336368639746114e-08,2.134358203777816e-08,1.573265370575516e-07,8.92289302327221e-16,1.2895319734031803e-05,1.1117723015123694e-10,6.928900220512882e-10,2.039787082423165e-10,3.142144576264224e-07,5.387890718344946e-18,8.847821775252137e-17,5.30423619270964e-14,8.420915479490523e-15,1.0178360271539071e-13,2.6610998397265823e-10,1.7647426357479718e-16,5.178549650615655e-17,6.5633509048064835e-22,1.397104661977327e-20,1.489814795823608e-19,2.3430648510168496e-13,9.513177998128235e-20,2.0831064523989688e-19,1.2973798997832462e-16,1.5577719919616368e-19,3.772691180811671e-09,6.905600558453851e-23,7.06915745314537e-20,8.880943680001162e-11
0.00016795960719955718,0.11223985494135427,0.0,0.0,0.0,0.0,0.32951137012262416,0.6696310102799623,8.507323699443538e-05,9.334482698865851e-05,6.620427197761963e-07,9.791370089195193e-08,2.095766239984579e-15,4.450529649456639e-07,0.00020132372004432917,0.000319536703321962,9.333673154904492e-05,6.441889121677265e-08,3.835754482990315e-08,2.2431932093661287e-08,1.6535590817278014e-07,9.378284853120485e-16,1.399982465118114e-05,1.1535522838077106e-10,7.103674931609045e-10,2.2046986829499377e-10,3.518502286152886e-07,5.973864790682777e-18,9.337622869110988e-17,6.011179418253381e-14,9.630276297390868e-15,1.158786865215661e-13,3.136119422484588e-10,2.0797580046287592e-16,6.176787891351567e-17,7.931520181533155e-22,1.6884340641858378e-20,1.8004764560960397e-19,2.921919859985623e-13,1.1863160362540435e-19,2.6637530615844425e-19,1.4537748396672989e-16,1.7455445695393293e-19,3.8937238782422734e-09,7.738048396956365e-23,8.255114909987653e-20,1.0431347790655376e-10
0.00017269936180833186,0.11223950111652488,0.0,0.0,0.0,0.0,0.3294885058594522,0.6696144892840924,8.606194780686162e-05,9.563817557090502e-05,6.697225058139441e-07,1.0031606151347585e-07,2.120078892777746e-15,4.542607094285864e-07,0.000210666186918192,0.0003362764979586286,9.897407024920719e-05,6.546060783677021e-08,3.9374464363051286e-08,2.353706230503539e-08,1.7350888528306626e-07,9.8406870901283e-16,1.5159724788190795e-05,1.1954232807144124e-10,7.277790960934555e-10,2.376539208013976e-10,3.924664880600164e-07,6.602644981714884e-18,9.839187646895282e-17,6.783049032942145e-14,1.0964247737051811e-14,1.3134945967173598e-13,3.6756076967996e-10,2.437526620458342e-16,7.32381534582744e-17,9.524350942787652e-22,2.0276361325870443e-20,2.1621875533559947e-19,3.616828804020748e-13,1.468421380797289e-19,3.378276981884399e-19,1.623186657431081e-16,1.948942575223519e-19,4.014576806686332e-09,8.639781566183825e-23,9.589900606594209e-20,1.218543778213863e-10
0.00017743911641710655,0.11223914021272803,0.0,0.0,0.0,0.0,0.32946524870101856,0.6695977071574091,8.702846947617187e-05,9.791216631079799e-05,6.772290685347579e-07,1.0269846447412254e-07,2.1438432398229583e-15,4.6340835391588217e-07,0.00022011184025836532,0.0003533616656792408,0.00010473614478157271,6.648662328060819e-08,4.038730800544502e-08,2.4658676002273776e-08,1.817832544752848e-07,1.0309974170548768e-15,1.6375858687457814e-05,1.2373903104848562e-10,7.451352418442365e-10,2.5553786585466176e-10,4.3618563310287e-07,7.275952563133492e-18,1.0352611630065061e-16,7.623356441810005e-14,1.243106020225666e-14,1.4827898105575374e-13,4.285729323613289e-10,2.8421366580696873e-16,8.63580331638328e-17,1.1369405308419218e-21,2.4205928489411822e-20,2.5812203903827347e-19,4.445912702698506e-13,1.804987431499787e-19,4.251423630933501e-19,1.8062717539143192e-16,2.168753317134601e-19,4.135339438382411e-09,9.614293915008263e-23,1.1086385848805237e-19,1.4161728980808324e-10
0.00018217887102588124,0.11223877235959442,0.0,0.0,0.0,0.0,0.32944160181077764,0.6695806649520882,8.797470828665816e-05,0.00010016732062652258,6.845772461322401e-07,1.0506146483499328e-07,2.1671062524687746e-15,4.725017052302879e-07,0.0002296577874648582,0.0003707902733072711,0.00011062132373934136,6.749800263124191e-08,4.139626129356082e-08,2.5796500786998556e-08,1.901769819649731e-07,1.0786030746767755e-15,1.7649050363643103e-05,1.2794577969840313e-10,7.624449800468693e-10,2.741289243644872e-10,4.831312292311683e-07,7.99552896066322e-18,1.0878001010591598e-16,8.535693166134823e-14,1.4039230683788657e-14,1.6675274676558198e-13,4.973012897639904e-10,3.2979176397042554e-16,1.0130091224425021e-16,1.3496570171578983e-21,2.873683841286293e-20,3.0643779394234254e-19,5.429355433161844e-13,2.204204518691782e-19,5.311436862670317e-19,2.0037015102815677e-16,2.4057819687412976e-19,4.256089518441058e-09,1.066515902927838e-22,1.2758106270633874e-19,1.6379738586942475e-10
0.00018691862563465593,0.1122383976713094,0.0,0.0,0.0,0.0,0.3294175681081638,0.6695633635280757,8.890232108569064e-05,0.00010240416426336047,6.917799347293846e-07,1.0740562038795474e-07,2.1899087543234653e-15,4.815458861874609e-07,0.00023930133937611486,0.0003885605909753429,0.00011662812704445789,6.849568856459526e-08,4.240151303082709e-08,2.695028535734566e-08,1.9868819048212042e-07,1.1268750348006172e-15,1.8980110459113456e-05,1.321629621807802e-10,7.797161878644628e-10,2.9343450198595764e-10,5.334280433099106e-07,8.763135737872658e-18,1.1415471453119054e-16,9.523731190601967e-14,1.5797566906943458e-14,1.8685871691296978e-13,5.74436123865593e-10,3.809447259814569e-16,1.1825234226335016e-16,1.5938174776566612e-21,3.39381170578129e-20,3.6190208443623136e-19,6.589555063537826e-13,2.675161023400643e-19,6.590409630968103e-19,2.2161623065665904e-16,2.6608515789853825e-19,4.376894452165754e-09,1.1796030330599212e-22,1.461927717401538e-19,1.8860009442644766e-10
0.00019165838024343061,0.11223801624875937,0.0,0.0,0.0,0.0,0.32939315029584126,0.6695458035793076,8.981275254486875e-05,0.00010462322428044986,6.988483784997486e-07,1.0973148879275549e-07,2.2122863396491835e-15,4.905454347910766e-07,0.0002490399846728698,0.0004066710686699737,0.00012275520582742417,6.948051907357999e-08,4.3403254039936104e-08,2.8119796828173637e-08,2.07315139343099e-07,1.1758034250084505e-15,2.036983724412628e-05,1.3639091861841205e-10,7.969557390832859e-10,3.1346215970381974e-10,5.87202070604163e-07,9.58055468144972e-18,1.196514709084637e-16,1.0591223200263072e-13,1.7715171625802013e-14,2.0868734205820885e-13,6.607061780135166e-10,4.3815582744226536e-16,1.3741051466576378e-16,1.8729111199953284e-21,3.988427958168445e-20,4.2530950942900874e-19,7.951280470107626e-13,3.2279068283071863e-19,8.124655895142701e-19,2.444355454985208e-16,2.934802979323345e-19,4.497812619399381e-09,1.301064072145148e-22,1.668480861095128e-19,2.1624133929590455e-10
0.0001963981348522053,0.11223762818150308,0.0,0.0,0.0,0.0,0.32936835088296107,0.6695279856559067,9.070726715141268e-05,0.0001068250265748844,7.057924187505679e-07,1.120396252425847e-07,2.2342701618491226e-15,4.995043902407697e-07,0.0002588713681364612,0.0004251203162445751,0.00012900132509795654,7.045324271477818e-08,4.440167612062304e-08,2.9304818465942264e-08,2.1605620761787784e-07,1.2253790520738705e-15,2.181901748967543e-05,1.4062994827105848e-10,8.141696552190826e-10,3.3421959038039456e-10,6.445805569945919e-07,1.0449587902037855e-17,1.2527159683060603e-16,1.174200292881395e-13,1.9801446917026878e-14,2.3233159101381653e-13,7.568797054290119e-10,5.01934545441159e-16,1.589867530232375e-16,2.190695783647598e-21,4.6655596368897796e-20,4.97516039197008e-19,9.541833154352976e-13,3.873518866352869e-19,9.95510439244075e-19,2.688997223824698e-16,3.2284947987904093e-19,4.618894579666163e-09,1.431280271242934e-22,1.8970320706741516e-19,2.4694777987660833e-10
0.00020113788946098,0.11223723354942364,0.0,0.0,0.0,0.0,0.3293431722050581,0.6695099101829964,9.158697649811375e-05,0.00010901009384410088,7.126207063967482e-07,1.1433058055468125e-07,2.255887606067592e-15,5.084263668265132e-07,0.0002687932721471043,0.00044390708636319145,0.00013536534889898585,7.14145316336364e-08,4.5396971183486745e-08,3.05051477751078e-08,2.2490987989250115e-07,1.2755933212128424e-15,2.3328427236757566e-05,1.448803166966012e-10,8.313632377468338e-10,3.55714601178076e-10,7.056920175606055e-07,1.1372058034904952e-17,1.31016479098059e-16,1.2979985539101964e-13,2.206609869622719e-14,2.578869801096582e-13,8.637655276680142e-10,5.728172604846035e-16,1.8320601419651734e-16,2.5512106011062608e-21,5.433836582491128e-20,5.794419243469765e-19,1.1391214172194238e-12,4.624168730514482e-19,1.2127714989610518e-18,2.9508189679664147e-16,3.5428036063290674e-19,4.7401841828180034e-09,1.570640911706181e-22,2.1492159302205617e-19,2.80957052649262e-10
0.00020587764406975468,0.11223683242412258,0.0,0.0,0.0,0.0,0.32931761644108626,0.6694915774766396,9.2452862457353e-05,0.00011117894391562452,7.193408823858826e-07,1.1660489961444246e-07,2.277162860337376e-15,5.173146170199067e-07,0.0002788036009429763,0.00046303025994518356,0.00014184622763081112,7.236499264034104e-08,4.638933053144004e-08,3.1720594880398197e-08,2.3387473424099425e-07,1.3264381678654572e-15,2.4898832477829124e-05,1.491422625585654e-10,8.485411827034129e-10,3.779550997620307e-10,7.706662524152158e-07,1.2349808437188406e-17,1.3688756782040215e-16,1.4309168050430916e-13,2.4519141255579182e-14,2.8545160327561894e-13,9.822141036212806e-10,6.513679654185631e-16,2.1030739882935192e-16,2.958788978786566e-21,6.302519408146487e-20,6.720746784774422e-19,1.353229614313905e-12,5.493192330837586e-19,1.4693918101917825e-18,3.2305672507773654e-16,3.8786240419671503e-19,4.86171957567502e-09,1.7195433700697813e-22,2.4267411618967562e-19,3.185180142008789e-10
0.00021061739867852936,0.1122364248700967,0.0,0.0,0.0,0.0,0.3292916856279858,0.6694729877573007,9.330579677230012e-05,0.00011333208839135968,7.259597302262729e-07,1.1886312012057592e-07,2.298117398417495e-15,5.261720850505567e-07,0.00028890036726036294,0.0004824888337668092,0.00014844298726274363,7.330517658724409e-08,4.7378944266950936e-08,3.295098116506062e-08,2.429494320976291e-07,1.3779060002557275e-15,2.6530989762044762e-05,1.534160038349714e-10,8.657076790217736e-10,4.0094908439012155e-10,8.396343604319329e-07,1.3384703447386788e-17,1.4288637151744742e-16,1.5733629812617255e-13,2.7170901992371905e-14,3.151261635988024e-13,1.113118609639573e-09,7.381789817275622e-16,2.405446714738088e-16,3.418071904025346e-21,7.281528174699359e-20,7.764721359668663e-19,1.600100033214234e-12,6.495161594987577e-19,1.7711077686969767e-18,3.5290039653594793e-16,4.236868946419763e-19,4.983534082582197e-09,1.8783931825976546e-22,2.731392199004947e-19,3.5989098594017444e-10
0.00021535715328730405,0.11223601094573496,0.0,0.0,0.0,0.0,0.3292653816731435,0.6694541411611956,9.414655754292906e-05,0.00011547003155775548,7.32483304337485e-07,1.2110577158329486e-07,2.3187703860961095e-15,5.350014521487542e-07,0.0002990816810060109,0.0005022819099062142,0.00015515472018003555,7.423558627225007e-08,4.836600080666363e-08,3.4196138123492005e-08,2.5213270972518604e-07,1.429989651003188e-15,2.8225646735563248e-05,1.5770174332417825e-10,8.828664921757025e-10,4.247046367682424e-10,9.127287513914308e-07,1.4478628657654362e-17,1.4901445305226396e-16,1.7257533039986504e-13,3.003202624018957e-14,3.470140061670218e-13,1.2574160312708758e-09,8.338716835344145e-16,2.741867909180929e-16,3.934021586919233e-21,8.3814717885534e-20,8.93765586843465e-19,1.8836478779793054e-12,7.645958201564615e-19,2.124297834534098e-18,3.846906539549158e-16,4.618469590432379e-19,5.105656962860716e-09,2.047604154408227e-22,3.0650307932322596e-19,4.0534800063359454e-10
