Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209)
1.907478593937949e-09,0.11224537201609099,0.0,0.0,0.0,0.0,0.3299999988498061,0.6699999989931453,1.1430004021071785e-09,9.996557802776726e-10,7.177207509523264e-12,1.5053064743386889e-10,2.2719831905912282e-20,1.5288598215815964e-14,1.4632052284435613e-14,6.734731607183084e-17,1.3779594791037597e-19,4.387559052366872e-15,3.3972788259427886e-15,8.33977832280689e-21,1.4683650136584583e-22,8.327864474724692e-31,7.272982387269551e-26,7.390574347121313e-18,1.7715140794562022e-15,1.7952255037983349e-28,2.5767846240268574e-30,2.4381036661699767e-37,7.683136226605979e-32,1.0776958903695875e-42,3.753157819528847e-46,8.952298153380291e-41,2.2680589888023118e-42,1.4740208376891998e-48,1.5671955803703424e-54,6.139152456484591e-59,1.202478985773298e-57,1.2822705590850679e-56,2.3603413783038904e-55,9.52375398347904e-62,4.708797248562962e-57,2.095125629498773e-49,2.6231582269667302e-52,1.4598868524449896e-21,1.1151780581263594e-55,7.9970335562181e-54,1.4763443193862416e-44
2.0469829128440358e-09,0.11224537201665721,0.0,0.0,0.0,0.0,0.3299999987656858,0.669999998914067,1.2264709298805547e-09,1.0780835923964482e-09,7.824001599648744e-12,1.5622199372957098e-10,2.4767294733477245e-20,1.7994030954655326e-14,1.732325369149201e-14,8.547426981040997e-17,1.7025107662591208e-19,5.135601479968492e-15,3.92680229252301e-15,1.0637863120388585e-20,2.0182349417492264e-22,1.1446471628016854e-30,1.0763339657783655e-25,8.22193415207353e-18,2.0263213546378074e-15,2.377733937860497e-28,3.6629541822938525e-30,3.351137683571576e-37,1.056035944955806e-31,1.7429193777644164e-42,6.678982092029582e-46,1.3634279575670458e-40,3.70707617642351e-42,2.41254236012775e-48,2.898317112844435e-54,1.082286012821982e-58,2.1278868752514446e-57,2.2690851343292004e-56,4.47276103413913e-55,1.8055450695421442e-61,7.79665791913252e-57,3.645493589083908e-49,4.55087070710701e-52,1.6844754257616537e-21,1.9403965451072864e-55,1.3834747244598193e-53,2.5644687366001326e-44
2.1864872317501225e-09,0.1122453720171729,0.0,0.0,0.0,0.0,0.3299999986815655,0.6699999988345379,1.3099402826643936e-09,1.1569610320490421e-09,8.471760998159269e-12,1.614636857750947e-10,2.6817813309945162e-20,2.0929776402299834e-14,2.02590239692013e-14,1.0667711167414668e-16,2.0743856554703018e-19,5.945088122870987e-15,4.4960600817396386e-15,1.3336299738181664e-20,2.7130747429450465e-22,1.538728258495656e-30,1.5503852093978868e-25,9.059553099618322e-18,2.290878065469969e-15,3.091245582651461e-28,5.087350950733458e-30,4.504892221547699e-37,1.4196160123831389e-31,2.7289266045818862e-42,1.1423414906674483e-45,2.0194078887901558e-40,5.865473454624814e-42,3.821780372681704e-48,5.1428044529862676e-54,1.837907164839736e-58,3.625504782827258e-57,3.8660797319866033e-56,8.124315790572524e-55,3.280906904031343e-61,1.2458350021442193e-56,6.1035102580513e-49,7.599877321536455e-52,1.9256261629288345e-21,3.2487316488427964e-55,2.30765243612409e-53,4.292851914426467e-44
2.3259915506562092e-09,0.11224537201764206,0.0,0.0,0.0,0.0,0.3299999985974451,0.6699999987545939,1.3934087672590725e-09,1.2362520189360245e-09,9.120179123509202e-12,1.6629180471755714e-10,2.8870417130728535e-20,2.4096125710859427e-14,2.3440804103096578e-14,1.3120716596969865e-16,2.4968042088819655e-19,6.81611547724093e-15,5.105221555785213e-15,1.646883832203099e-20,3.5770807803661276e-22,2.028752852652232e-30,2.1810693010505787e-25,9.901746785170623e-18,2.5640628692741363e-15,3.9539300043672233e-28,6.923210138020885e-30,5.939545762039536e-37,1.8717151902280527e-31,4.1532092880762937e-42,1.8872028612408555e-45,2.918817897121799e-40,9.020103779238648e-42,5.883446139081522e-48,8.800467284887281e-54,3.0201777143411115e-58,5.975343817577029e-57,6.371846209732921e-56,1.421947056101072e-54,5.744398982429861e-61,1.9298753774466327e-56,9.881267768899456e-49,1.2276124497084313e-51,2.183438201475154e-21,5.25952876370853e-55,3.728020535216752e-53,6.957018030869098e-44
2.465495869562296e-09,0.11224537201806854,0.0,0.0,0.0,0.0,0.3299999985133247,0.6699999986742693,1.4768765898456366e-09,1.3159233687629411e-09,9.769050100560933e-12,1.7073953558968674e-10,3.0924454484175676e-20,2.7493274164357856e-14,2.686981230956061e-14,1.593160320513517e-16,2.9729865440677404e-19,7.74875377524318e-15,5.7544380526206165e-15,2.0069230971294542e-20,4.636396734924413e-22,2.6295484993408543e-30,3.0050748199084387e-25,1.0747278472256212e-17,2.8448721079452434e-15,4.985103041718992e-28,9.253570818629654e-30,7.69851040381338e-37,2.426013847371836e-31,6.164420187368125e-42,3.0238586257000945e-45,4.128728691060574e-40,1.3526786091664153e-41,8.831229739296384e-48,1.4584666012007203e-53,4.8212358968164204e-58,9.563636002378137e-57,1.0198245873759982e-55,2.4084618002543166e-54,9.732802308123682e-61,2.9089214478369745e-56,1.553130659169847e-48,1.9257068809705176e-51,2.458011073764007e-21,8.266890103091455e-55,5.854704401997553e-53,1.0956418207363167e-43
2.7445045073744694e-09,0.11224537201880665,0.0,0.0,0.0,0.0,0.3299999983450838,0.6699999985125962,1.6438107506974243e-09,1.4762875657913096e-09,1.1067650386271887e-11,1.7861342704365162e-10,3.5035246297796314e-20,3.498043073945328e-14,3.447350911567106e-14,2.2727746894630614e-16,4.0995231949568877e-19,9.7990483713973e-15,7.17355968407791e-15,2.8808430783971074e-20,7.455252121378974e-22,4.2282753721877164e-30,5.407515057172968e-25,1.2445105557147925e-17,3.425888359672079e-15,7.6358743903762694e-28,1.578255727010234e-29,1.2379160271638996e-36,3.901016891413976e-31,1.2732603516120854e-41,7.180057947988473e-45,7.81428900163175e-40,2.8514982299549027e-41,1.8646197531519075e-47,3.691762343373463e-53,1.140317581749211e-57,2.2721928305144056e-56,2.422968222997429e-55,6.359462652066982e-54,2.571307392725183e-60,6.162439464500825e-56,3.557530476972054e-48,4.3959930861177274e-51,3.057839302835087e-21,1.893576300804418e-54,1.3430000283699323e-52,2.525350368959956e-43
2.9956122814054253e-09,0.11224537201935651,0.0,0.0,0.0,0.0,0.32999999819366677,0.6699999983660694,1.7940502431918005e-09,1.6216347400407493e-09,1.2236931454539308e-11,1.846804520601141e-10,3.873667090426623e-20,4.250909650856992e-14,4.217136639043151e-14,3.0320915836436293e-16,5.329583051983588e-19,1.1855389127398624e-14,8.588955471768525e-15,3.861145702397658e-20,1.0962217371294421e-21,6.2172679434764476e-30,8.716625006951204e-25,1.3977949040581322e-17,3.9669164198960905e-15,1.081483736736296e-27,2.4404722684034715e-29,1.82024262061686e-36,5.736090245842977e-31,2.298564099136534e-41,1.449774610524406e-44,1.3152148146676196e-39,5.241189063927844e-41,3.4313036831937047e-47,7.862202638825256e-53,2.3023365825686525e-57,4.602872283204597e-56,4.9083048243126635e-55,1.403846697159491e-53,5.678416725787363e-60,1.1325114887060298e-55,6.974703471919e-48,8.597112995228694e-51,3.656012672658399e-21,3.7124442023047794e-54,2.6425478572559302e-52,4.986728799471638e-43
3.2467200554363813e-09,0.11224537201981369,0.0,0.0,0.0,0.0,0.32999999804224966,0.6699999982187154,1.9442888339017664e-09,1.7678078534738604e-09,1.3406442770176595e-11,1.8992146414532885e-10,4.2438824374395254e-20,5.0786565188975376e-14,5.0682684918813605e-14,3.9465416640934995e-16,6.783917722431165e-19,1.4111771202598693e-14,1.0135801307171738e-14,5.0452679145828146e-20,1.5597197201036954e-21,8.846020574517336e-30,1.3495873340051292e-24,1.551345441198393e-17,4.52148965961303e-15,1.4891873329848227e-27,3.643155927315536e-29,2.589876952554346e-36,8.161422662814198e-31,3.951130136733852e-41,2.758433499891991e-44,2.122033105416277e-39,9.16990595263381e-41,6.009348548279053e-47,1.5721370900601355e-52,4.390416075291971e-57,8.802176068572514e-56,9.386262828416266e-55,2.9048213496830345e-53,1.1753680898658702e-59,1.9747505466941075e-55,1.2917270712588007e-47,1.5888694711177848e-50,4.3100552850362636e-21,6.875510557716637e-54,4.91839522552421e-52,9.309504775054488e-43
3.4978278294673372e-09,0.11224537202019098,0.0,0.0,0.0,0.0,0.32999999789083234,0.6699999980706498,2.094526658996104e-09,1.9146914184909556e-09,1.4576050579564517e-11,1.944519526425461e-10,4.614128330206855e-20,5.981282400915955e-14,6.001037408686008e-14,5.030823023030156e-16,8.48130721293915e-19,1.6568185301458803e-14,1.1814494744816023e-14,6.452613151859792e-20,2.15824785397147e-21,1.2240604791244704e-29,2.0194103229352884e-24,1.705063454444154e-17,5.086835258171453e-15,2.002030787360091e-27,5.278000713735207e-29,3.583730421111478e-36,1.1293332304518479e-30,6.51478406301807e-41,4.990552342105829e-44,3.3028661084757206e-39,1.5383709607730266e-40,1.009008060465002e-46,2.9799835096010424e-52,7.977905755586653e-57,1.603309453978194e-55,1.7097005917545033e-54,5.688600685012693e-53,2.3024224338850953e-59,3.2938054475370105e-55,2.2799790346686566e-47,2.799452122820789e-50,5.020560005653605e-21,1.2135706092692127e-53,8.730814719101101e-52,1.6568397775170808e-42
3.7489356034982936e-09,0.11224537202049975,0.0,0.0,0.0,0.0,0.32999999773941485,0.669999997921972,2.244763767071937e-09,2.0621861146983178e-09,1.5745708692111145e-11,1.9837123926240085e-10,4.9843901467847754e-20,6.958773767756507e-14,7.01566935267182e-14,6.299632953435113e-16,1.044053139645566e-18,1.9224558912628706e-14,1.362533307793292e-14,8.102453930665161e-20,2.9160306300350477e-21,1.6538411441936872e-29,2.9344407876759576e-24,1.858900269099842e-17,5.660738680612779e-15,2.6365035937934387e-27,7.45168355946009e-29,4.842028550806656e-36,1.525858107089411e-30,1.0363949986375635e-40,8.647565371380498e-44,4.984045158697132e-39,2.4891913769804295e-40,1.6338542165264837e-46,5.395270391481602e-52,1.3903822915943936e-56,2.8001111980981572e-55,2.985919051608158e-54,1.0626366896337457e-52,4.302021900398152e-59,5.289170567950361e-55,3.861846466667991e-47,4.73442870226016e-50,5.788123052935691e-21,2.0555554856474874e-53,1.4879801407844782e-51,2.8300606655892455e-42
4.00004337752925e-09,0.11224537202074941,0.0,0.0,0.0,0.0,0.3299999975879972,0.6699999977727674,2.3950001751623654e-09,2.2102065176994835e-09,1.6915402428073037e-11,2.017647493871058e-10,5.354663240201337e-20,8.011110349556372e-14,8.112341771113273e-14,7.767665700307681e-16,1.2680369937169984e-18,2.2080772945771722e-14,1.5568527530450445e-14,1.0013917857581142e-19,3.859271165141441e-21,2.188805330025216e-29,4.157133800690014e-24,2.012832944963669e-17,6.241437566192593e-15,3.410241438523253e-27,1.0286948760533857e-28,6.408282477305308e-36,2.0194284737599292e-30,1.5982073220355062e-40,1.4434413884571813e-43,7.321016575341226e-39,3.9030113953661765e-40,2.563516138743926e-46,9.38698063796959e-52,2.336604077907263e-56,4.71443098840915e-55,5.02726839296384e-54,1.9053429846294072e-52,7.715351923316301e-59,8.218825282134877e-55,6.311750867658181e-47,7.727475090633256e-50,6.6133439271276034e-21,3.359572767700478e-53,2.4477369214478876e-51,4.6646044360058146e-42
4.251151151560206e-09,0.11224537202094842,0.0,0.0,0.0,0.0,0.3299999974365794,0.6699999976231097,2.545235900040659e-09,2.358679146859071e-09,1.808511729359413e-11,2.047059643824237e-10,5.724943022328494e-20,9.138268406627262e-14,9.291195661561685e-14,9.449610940708927e-16,1.521960229206533e-18,2.513667308184723e-14,1.7644215455689e-14,1.2205977353132684e-19,5.016132828119639e-21,2.8449260858278547e-29,5.759804433156018e-24,2.166849375525265e-17,6.827533762766181e-15,4.342015561658457e-27,1.392368237224566e-28,8.329258438409749e-36,2.6247816810538002e-30,2.398192945334237e-40,2.331803903724013e-43,1.050233145653547e-38,5.9532363726734395e-40,3.9123480711109155e-46,1.5771941727519966e-51,3.803580408475588e-56,7.686737882207292e-55,8.19681047841892e-54,3.2958198643543054e-52,1.3348415098771246e-58,1.2410064373788579e-54,9.998716856470414e-47,1.222694846169568e-49,7.49682536192748e-21,5.322044199777198e-53,3.903407075289504e-51,7.451529680952598e-42
4.502258925591163e-09,0.11224537202110368,0.0,0.0,0.0,0.0,0.3299999972851614,0.6699999974730616,2.6954709600309503e-09,2.507540786429809e-09,1.9254837178330927e-11,2.0725810053133588e-10,6.095224393328206e-20,1.0340221358556045e-13,1.0552343329719463e-13,1.1360153102662148e-15,1.8077007681764473e-18,2.8392075134416434e-14,1.9852470826600928e-14,1.4697442697935806e-19,6.4167198809276476e-21,3.639277253140442e-29,7.82533528130444e-24,2.3209412260270317e-17,7.417917690973343e-15,5.45172221499127e-27,1.8519976676203898e-28,1.0654945628970593e-35,3.357670722426096e-30,3.51278172041883e-40,3.659665852448365e-43,1.47538470841515e-38,8.861278235962082e-40,5.826413259619221e-46,2.5695077182386986e-51,6.019062643606361e-56,1.2181745529698565e-54,1.2990096407394346e-53,5.5228103011322194e-52,2.2371793969405957e-58,1.8271347160578192e-54,1.540940580677756e-46,1.882367501947913e-49,8.43917329539289e-21,8.2020063650099385e-53,6.05607690654788e-51,1.1578735127732014e-41
4.753366699622119e-09,0.11224537202122142,0.0,0.0,0.0,0.0,0.32999999713374323,0.6699999973226783,2.845705365906002e-09,2.6567370533024904e-09,2.0424553475862996e-11,2.094755413308199e-10,6.465504628779934e-20,1.1616939392465542e-13,1.1895873583783923e-13,1.3513971047736127e-15,2.1271365087648663e-18,3.184676775779194e-14,2.2193313184687952e-14,1.7506957460294537e-19,8.093057394416243e-21,4.5900220749100824e-29,1.0447876869335713e-23,2.4751028946194663e-17,8.011706934296934e-15,6.76037222076892e-27,2.4253184601744796e-28,1.3438522851369887e-35,4.234853724436527e-30,5.035965374924806e-40,5.5980845191932664e-43,2.0343138431324671e-38,1.2905723190924083e-39,8.48954857488381e-46,4.0727677123142036e-51,9.2879558944716e-56,1.8822135875940588e-54,2.0071128053783262e-53,8.996367698073747e-52,3.6448074037619996e-58,2.6305162775111714e-54,2.3174640211405453e-46,2.828296502470666e-49,9.440996852553381e-21,1.2335228881875381e-52,9.168720260148057e-51,1.7554009652844063e-41
5.004474473653075e-09,0.11224537202130681,0.0,0.0,0.0,0.0,0.3299999969823249,0.6699999971720056,2.995939119762254e-09,2.806221166472058e-09,2.1594266217288702e-11,2.1140506806129348e-10,6.835783738528053e-20,1.2968389706134516e-13,1.3321856311377994e-13,1.5925737629232589e-15,2.4821453255018764e-18,3.550051594661785e-14,2.4666715328174762e-14,2.065299514422859e-19,1.0079070788588115e-20,5.716401591598941e-29,1.3733540676786922e-23,2.629331796945654e-17,8.608199288704687e-15,8.290080627302111e-27,3.1320964322503667e-28,1.6736324542630474e-35,5.274083240484265e-30,7.081894750419895e-40,8.368733770295273e-43,2.758410895534446e-38,1.8432545256499992e-39,1.2130122006456553e-45,6.298623452074152e-51,1.4012134313297993e-55,2.8429076572428326e-54,3.031556413395892e-53,1.4287399801394697e-51,5.789228373166774e-58,3.7121903340122817e-54,3.409983053146691e-46,4.158141994958379e-49,1.0502908328700498e-20,1.8150409786909206e-52,1.3579862158719224e-50,2.603160853276245e-41
5.255582247684032e-09,0.11224537202136446,0.0,0.0,0.0,0.0,0.3299999968309064,0.6699999970210845,3.1461722216075276e-09,2.9559528860298765e-09,2.2763977483107488e-11,2.1308692082150754e-10,7.206062381168708e-20,1.4394537374464963e-13,1.4830346734564065e-13,1.8610119118808727e-15,2.874605070451941e-18,3.9353065377298257e-14,2.7272609940670955e-14,2.4153856682381974e-19,1.2410565168526497e-20,7.038722921402688e-29,1.78010846485502e-23,2.783627445476904e-17,9.206837066774603e-15,1.0064056462994663e-26,3.994231417161117e-28,2.0607806462347236e-35,6.49409543761345e-30,9.787663420347988e-40,1.2254654782259936e-42,3.6841793532712583e-38,2.58664132244317e-39,1.7028514618885322e-45,9.52743583625105e-51,2.0712747569965164e-55,4.2068708067570486e-54,4.486029213331821e-53,2.2176809736504742e-51,8.987129173120927e-58,5.145475481611284e-54,4.919958398480839e-46,5.994865691789876e-49,1.1625523172589428e-20,2.6187596850126718e-52,1.971918621974599e-50,3.7842627958577333e-41
5.506690021714988e-09,0.11224537202139818,0.0,0.0,0.0,0.0,0.32999999667948776,0.6699999968699495,3.2964046741488495e-09,3.1058975971918507e-09,2.393368661597404e-11,2.1455571452181459e-10,7.576340348614768e-20,1.5895346020496654e-13,1.6421388796484727e-13,2.1581774730269472e-15,3.306393572714434e-18,4.340414599822333e-14,3.0010895313405166e-14,2.8027668836738587e-19,1.5125204512027416e-20,8.578347456360633e-29,2.2782591170689134e-23,2.93798975621061e-17,9.80717822214239e-15,1.2106592586758748e-26,5.035859799934661e-28,2.5115511134525744e-35,7.914599205710664e-30,1.3316276757856965e-39,1.7612472206264864e-42,4.853734635790509e-38,3.572313277924898e-39,2.352535467151817e-45,1.4125054266562516e-50,3.0056858733964882e-55,6.11066280740604e-54,6.516152825724533e-53,3.3715837272609997e-51,1.3664866553530692e-57,7.017562364740505e-54,6.973669669305152e-46,8.491430435608837e-49,1.2809459972484436e-20,3.7118942032864186e-52,2.8125218141244257e-50,5.402943533692667e-41
5.757797795745944e-09,0.11224537202141137,0.0,0.0,0.0,0.0,0.32999999652806894,0.6699999967186301,3.4466364818222487e-09,3.2560255223601993e-09,2.5103391196697723e-11,2.1584122683920135e-10,7.946616875055078e-20,1.7470777950748909e-13,1.809501747753957e-13,2.4855356333518804e-15,3.7793886371603814e-18,4.765347422640011e-14,3.288144026731378e-14,3.229238350331715e-19,1.8262490745076925e-20,1.0357678994855465e-28,2.882413749559682e-23,3.09241816150534e-17,1.0408872182300998e-14,1.4443055633984465e-26,6.283456102831801e-28,3.032503310340316e-35,9.556265208006607e-30,1.7859806030987913e-39,2.4886172421990694e-42,6.315320834776288e-38,4.862326741788282e-39,3.20305328606375e-45,2.0562462525767473e-50,4.288868021728366e-55,8.72716799928579e-54,9.306283872607329e-53,5.029935779669314e-51,2.0388212536188084e-57,9.43121130045018e-54,9.726583504935257e-46,1.1836079554458074e-48,1.4055340446807526e-20,5.177195188971594e-52,3.946522095079476e-50,7.588441834752574e-41
6.008905569776901e-09,0.11224537202140684,0.0,0.0,0.0,0.0,0.32999999637664984,0.6699999965671521,3.5968676478992262e-09,3.406311044831825e-09,2.6273089944896352e-11,2.169690745217675e-10,8.316891555176017e-20,1.912079409166012e-13,1.9851260446588743e-13,2.8445508257274527e-15,4.2954680439642715e-18,5.2100754471588095e-14,3.5884088377391893e-14,3.69657776731698e-19,2.186374278019381e-20,1.2400151853051274e-28,3.608645858915144e-23,3.2469119165133786e-17,1.1011640319425118e-14,1.7099876056348232e-26,7.765933627266885e-28,3.6304984127754936e-35,1.1440714912141152e-29,2.364272648894453e-39,3.462253929370927e-42,8.123844815542848e-38,6.530697903846232e-39,4.3033025807233203e-45,2.9438591579841284e-50,6.0264066094950306e-55,1.2272801815716903e-53,1.3087198720384496e-52,7.375409611240677e-51,2.9898154737364713e-57,1.2506555482635952e-53,1.3368225534810454e-45,1.6258209083507616e-48,1.536378943777709e-20,7.115541970044239e-52,5.4557431458409675e-50,1.0499331187398076e-40
6.260013343807857e-09,0.11224537202138712,0.0,0.0,0.0,0.0,0.32999999622523063,0.6699999964155378,3.747098173847247e-09,3.5567321280589518e-09,2.7442783362697953e-11,2.1796129413760912e-10,8.687164547929563e-20,2.0845354094840564e-13,2.1690139487267282e-13,3.2366867070203275e-15,4.856509549517836e-18,5.674568076820097e-14,3.901866159988735e-14,4.206545378108457e-19,2.5972075598920218e-20,1.473021900136998e-28,4.47456023787265e-23,3.401470688595698e-17,1.161526101235623e-14,2.0104538255321947e-26,9.51474416072421e-28,4.312695844869844e-35,1.3590509644327542e-29,3.092543790355025e-39,4.748834117257265e-42,1.034142707156352e-37,8.665012800604395e-39,5.71115542102331e-45,4.1506605445616416e-50,8.349044755044496e-55,1.701570778725683e-53,1.814483442250641e-52,1.0644384791838356e-50,4.315360119881615e-57,1.6383010299270757e-53,1.8127584257879193e-45,2.2034874687327572e-48,1.6735434905886862e-20,9.648818884824141e-52,7.439577085437308e-50,1.4328336206355338e-40
6.511121117838813e-09,0.11224537202135429,0.0,0.0,0.0,0.0,0.32999999607381125,0.6699999962638056,3.89732806078794e-09,3.7072698158443656e-09,2.8612472278062777e-11,2.188368418866557e-10,9.057436115412101e-20,2.2644416602452003e-13,2.361167178778527e-13,3.663406133895129e-15,5.464390887412139e-18,6.158793853151287e-14,4.228496339369482e-14,4.760884032581229e-19,3.0632379430090916e-20,1.7373340255289139e-28,5.499357741815309e-23,3.5560945999812216e-17,1.2219558261607081e-14,2.3485570809194478e-26,1.1563976758810853e-27,5.086549821682315e-35,1.6029139693634023e-29,4.0007965820616514e-39,6.428936096161667e-42,1.303796871183202e-37,1.1368167055861075e-38,7.494610079600228e-45,5.770397876436128e-50,1.1417294637924897e-54,2.3285155894314364e-53,2.48303107267914e-52,1.513939770901122e-50,6.13819102621182e-57,2.1221289660734777e-53,2.4279073624973186e-45,2.9497992584743754e-48,1.8170907924466046e-20,1.2923089002132916e-51,1.0017716260748336e-49,1.930765835702463e-40
6.76222889186977e-09,0.11224537202131021,0.0,0.0,0.0,0.0,0.3299999959223917,0.669999996111972,4.047557310616257e-09,3.8579078017386725e-09,2.978215672707617e-11,2.1961202420883142e-10,9.427706269046704e-20,2.451793946448883e-13,2.561587097175307e-13,4.126171141972021e-15,6.120989768415097e-18,6.662720604649676e-14,4.568278140928251e-14,5.3613192757066565e-19,3.589129904582937e-20,2.0355970532909097e-28,6.703899301514536e-23,3.710783824527602e-17,1.2824392546386636e-14,2.7272536792847844e-26,1.3950455612023442e-27,5.959805911499246e-35,1.878101347786853e-29,5.1233841903234124e-39,8.599136018429838e-42,1.6291733995802251e-37,1.4760239024925247e-38,9.733031241946097e-45,7.918669496093889e-50,1.542645439906288e-54,3.1482037849460072e-53,3.357112181581806e-52,2.124376745964922e-50,8.613825561726e-57,2.7205530479657533e-53,3.2149086456845694e-45,3.9042237045084614e-48,1.967084267481623e-20,1.7112082327223144e-51,1.3333158366380797e-49,2.5714836376431875e-40
7.013336665900726e-09,0.11224537202125642,0.0,0.0,0.0,0.0,0.3299999957709719,0.6699999959600511,4.197785925732835e-09,4.008632058345184e-09,3.095183622411438e-11,2.2030086848333858e-10,9.797974855105856e-20,2.6465879819069556e-13,2.770274783007576e-13,4.626442930630825e-15,6.828183879805343e-18,7.186315553365474e-14,4.921188980324393e-14,6.009559461223267e-19,4.1797213190086554e-20,2.370554818769255e-28,8.1107691876499e-23,3.865538313565733e-17,1.3429653227596775e-14,3.149602418868233e-26,1.6713837005792217e-27,6.940497620143571e-35,2.1871446778819185e-29,6.499416185823438e-39,1.1374306779315402e-41,2.0189947863312578e-37,1.8980499884055548e-38,1.2518480982231466e-44,1.073679044005193e-49,2.0612280850242562e-54,4.209056030381781e-53,4.488360545615569e-52,2.943866281040139e-50,1.1937490239190756e-56,3.4545526356540945e-53,4.212317155306594e-45,5.113367626580503e-48,2.1235876442385928e-20,2.2421015981396644e-51,1.755549773017383e-49,3.3879166515361833e-40
7.2644444399316824e-09,0.11224537202119435,0.0,0.0,0.0,0.0,0.32999999561955196,0.6699999958080551,4.348013908297727e-09,4.159430518620145e-09,3.212151051082527e-11,2.2091544173153426e-10,1.0168241791806409e-19,2.8488194116464114e-13,2.9872310857160425e-13,5.165681850907958e-15,7.587850885106064e-18,7.729545397473517e-14,5.2872051227925414e-14,6.707295883552992e-19,4.840021415941844e-20,2.745048342754725e-28,9.744337532424009e-23,4.0203578884911616e-17,1.4035252406537013e-14,3.618763638736709e-26,1.9896705381827423e-27,8.036943000597369e-35,2.532665205715765e-29,8.173181939976614e-39,1.4890128383828396e-41,2.4829407926791074e-37,2.4189564090891774e-38,1.595714277851089e-44,1.4396139100325753e-49,2.7257466228266494e-54,5.569141666570727e-53,5.9386988869402074e-52,4.0322892100265554e-50,1.6352153827332168e-56,4.347907134932746e-53,5.4653864365248795e-45,6.631922394950632e-48,2.2866649613811087e-20,2.909076225604606e-51,2.288451587954229e-49,4.418870753361885e-40
7.515552213962639e-09,0.1122453720211251,0.0,0.0,0.0,0.0,0.32999999546813175,0.6699999956559942,4.498241260042042e-09,4.310292801968566e-09,3.329117974636898e-11,2.2146612452329262e-10,1.0538507129531609e-19,3.058483817900428e-13,3.212456670423518e-13,5.7453473936302486e-15,8.401868424509619e-18,8.292376390157741e-14,5.666301854112507e-14,7.456202920880329e-19,5.575208755613875e-20,3.162014683167253e-28,1.163082211372361e-22,4.1752424538194967e-17,1.4641120191853318e-14,4.1379982777832697e-26,2.3544668508942694e-27,9.257741291269128e-35,2.917372785754338e-29,1.0194591456912044e-38,1.9305818646566857e-41,3.031711039946983e-37,3.0571683514440354e-38,2.0170840756591188e-44,1.9103020479520374e-49,3.569860499647616e-54,7.297636319316778e-53,7.78189320819021e-52,5.463572174282663e-50,2.215779014134737e-56,5.427441466425971e-53,7.026920173477476e-45,8.523689958436861e-48,2.4563805674315614e-20,3.7402380775632953e-51,2.9554083581237687e-49,5.70978951658097e-40
7.766659987993594e-09,0.11224537202104966,0.0,0.0,0.0,0.0,0.3299999953167114,0.6699999955038773,4.648467982612825e-09,4.461209978675956e-09,3.446084416357619e-11,2.2196184654681754e-10,1.0908770941985536e-19,3.2755767296815895e-13,3.4459520577267496e-13,6.366898177610308e-15,9.272114115406045e-18,8.874774416318696e-14,6.058453627623272e-14,8.257938185950764e-19,6.390629222717877e-20,3.624485797273093e-28,1.3798349408003589e-22,4.330192045648456e-17,1.5247201077087094e-14,4.710666942623126e-26,2.7706451771826578e-27,1.061176958511797e-34,3.3440648310905213e-29,1.2619633463865407e-38,2.48070928790038e-41,3.677088944092527e-37,3.8337188408696195e-38,2.529865626926809e-44,2.510408265596911e-49,4.6333919262327083e-54,9.476421998513322e-53,1.0105259072027372e-51,7.328304782228054e-50,2.97220023468521e-56,6.7232827185804205e-53,8.958195368838499e-45,1.0862692954225985e-47,2.6327991205149592e-20,4.7682032331101857e-51,3.783638676323431e-49,7.3135790537550926e-40
8.01776776202455e-09,0.11224537202096893,0.0,0.0,0.0,0.0,0.32999999516529094,0.6699999953517122,4.798694077848712e-09,4.61217436716297e-09,3.5630503794274195e-11,2.224102893550713e-10,1.1279033239243286e-19,3.500093630862206e-13,3.6877176554835045e-13,7.031791939212934e-15,1.0200465552485105e-17,9.47670505820302e-14,6.463634190726515e-14,9.114142683815646e-19,7.291794039515445e-20,4.135587414803152e-28,1.6277014918827013e-22,4.4852067204020234e-17,1.5853451048431093e-14,5.340228984316178e-26,3.243399158629419e-27,1.2108179530733733e-34,3.8156252737301354e-29,1.5510850583074764e-38,3.1609361096371375e-41,4.432006941463531e-37,4.772507828270336e-38,3.149864383717124e-44,3.2692323933313344e-49,5.963200710119973e-54,1.2201862695300183e-52,1.3011555022760983e-51,9.736726212547249e-50,3.94921473300957e-56,8.269128082998236e-53,1.13299605159132e-44,1.3734378926536298e-47,2.81598558810646e-20,6.030629187804079e-51,4.804648925837667e-49,9.291498675132126e-40
