Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249)
0.00023962508979367075,0.11223379304813773,0.0,0.0,0.0,0.0,0.32912492057959064,0.6693536156907532,9.828450897393966e-05,0.00012620272358100589,7.645779027456112e-07,1.3236993784103923e-07,2.4203143255279192e-15,5.801219475565893e-07,0.00035247067762621346,0.0006088327239208981,0.00019129341274846777,7.886380485130468e-08,5.3382542666944434e-08,4.0798855537664775e-08,3.008226811590485e-07,1.7061384914536739e-15,3.791013286747533e-05,1.798496312057023e-10,9.707495492283355e-10,5.584749917668115e-10,1.3571525008184032e-06,2.1086741610085e-17,1.8248633056679225e-16,2.8821975983540343e-13,4.8422337505836936e-14,5.49587661521343e-13,2.2506924547382417e-09,1.4925757982540249e-15,5.084576071776881e-16
0.00024261161378272977,0.11223350900570653,0.0,0.0,0.0,0.0,0.3291069720514405,0.6693407792255089,9.877654165106664e-05,0.00012749935980168426,7.683927507949342e-07,1.337314825955017e-07,2.4323904465395315e-15,5.856124433185166e-07,0.00035918023156219955,0.0006225465291623312,0.00019594250168442092,7.941884792273163e-08,5.399724193667608e-08,4.163681593508965e-08,3.070012025388396e-07,1.7411804408602135e-15,3.922113506244088e-05,1.8259769339605607e-10,9.815726023200275e-10,5.763950989131584e-10,1.4204375127825025e-06,2.2022477664483682e-17,1.868532911455494e-16,3.031706995787683e-13,5.116010957786827e-14,5.794275090525248e-13,2.405989777741609e-09,1.5955632284530146e-15,5.462636690455538e-16
0.0002455981377717888,0.11223322254764469,0.0,0.0,0.0,0.0,0.32908887941072157,0.6693278404982498,9.926518913621576e-05,0.0001287912168477701,7.721810368854568e-07,1.350881619247269e-07,2.4443824842877722e-15,5.910971714634374e-07,0.00036591905565537254,0.0006363916029692865,0.00020063530704244697,7.997102016023783e-08,5.461140405153731e-08,4.2480271246257926e-08,3.132200527228429e-07,1.7764511181202262e-15,4.055887725591744e-05,1.853508658690072e-10,9.923995393179162e-10,5.946399831934941e-10,1.48573158352621e-06,2.298695490910201e-17,1.9127624768752344e-16,3.1867634526415196e-13,5.401315223878797e-14,6.104535790975414e-13,2.5696465815635812e-09,1.7040943567212257e-15,5.863086364226916e-16
0.0002485846617608478,0.11223293368193345,0.0,0.0,0.0,0.0,0.3290706429549935,0.6693147994403825,9.975054852930675e-05,0.00013007840246085113,7.75943515411038e-07,1.364400897632821e-07,2.456292826831233e-15,5.9657652362559e-07,0.0003726868031311496,0.0006503678654423142,0.0002053716817729559,8.052039475336317e-08,5.522507092576522e-08,4.3329192583982245e-08,3.1947901444100746e-07,1.8119492909728185e-15,4.1923532947555524e-05,1.88109465864014e-10,1.003231715887614e-09,6.132117458703619e-10,1.5530704839074547e-06,2.3980683857118754e-17,1.9575568826578395e-16,3.3474970720554824e-13,5.698477742059783e-14,6.42697116261837e-13,2.741991976617017e-09,1.8183874369005292e-15,6.286929722136941e-16
0.0002509552641120268,0.11223270268104359,0.0,0.0,0.0,0.0,0.3290560652753675,0.6693043749871701,0.00010013353125343457,0.00013109687184051214,7.789121505654692e-07,1.3750989573196427e-07,2.4656902125396556e-15,6.009222737951285e-07,0.0003780791794305203,0.0006615551008690744,0.00020916217982163037,8.095452504913491e-08,5.571185403291958e-08,4.4006910571281453e-08,3.244755836069641e-07,1.8402877093771586e-15,4.302602535000042e-05,1.903030419635346e-10,1.0118340148276286e-09,6.281875140188306e-10,1.6080014404648265e-06,2.4790641475537558e-17,1.993518562660213e-16,3.479210640838642e-13,5.943020880788853e-14,6.69178695185275e-13,2.8852030705677186e-09,1.9133597281927497e-15,6.640702452785166e-16
0.0002533258664632058,0.11223247017166668,0.0,0.0,0.0,0.0,0.32904139730154724,0.6692938859726623,0.00010051454524617855,0.0001321125170677461,7.818653265627798e-07,1.385768317523185e-07,2.475038661493226e-15,6.052650600171835e-07,0.0003834893990585906,0.0006728249176059562,0.00021297996999544323,8.13869714080804e-08,5.619837142444198e-08,4.468804135227397e-08,3.2949718931620783e-07,1.8687681244236588e-15,4.414566966375492e-05,1.9249983683917322e-10,1.0204394384403752e-09,6.433717454905385e-10,1.6642615467977877e-06,2.5619621914939332e-17,2.0298414975652995e-16,3.6146498218338523e-13,6.19541941971749e-14,6.964633915658446e-13,3.03427388748866e-09,2.0122179707423376e-15,7.010399363073013e-16
0.0002556964688143848,0.11223223615735482,0.0,0.0,0.0,0.0,0.32902663916737723,0.6692833323551444,0.00010089363347332373,0.0001331253897642898,7.848033766380888e-07,1.396409530295245e-07,2.484339228544303e-15,6.096050608767366e-07,0.00038891729839971094,0.0006841772877371873,0.0002168249844419883,8.181776713973045e-08,5.668464312785835e-08,4.537257152260046e-08,3.3454373083629586e-07,1.897389964803527e-15,4.528255144472458e-05,1.947001825774725e-10,1.0290491426444455e-09,6.587655100373526e-10,1.721868992391619e-06,2.6467882028563338e-17,2.0665281571328692e-16,3.753881959217676e-13,6.45584649557274e-14,7.245674656911324e-13,3.1893806757207392e-09,2.1150790459242687e-15,7.396566492901912e-16
0.00025783001093044586,0.11223202426062065,0.0,0.0,0.0,0.0,0.3290132798667879,0.6692737788277048,0.00010123320068607305,0.00013403464680657878,7.874349562521736e-07,1.4059629950105352e-07,2.4926696457385442e-15,6.135088251427042e-07,0.0003938173909123469,0.0006944649836414797,0.00022030871936066541,8.22040988257679e-08,5.7122094367616624e-08,4.5991544366977745e-08,3.391068567558341e-07,1.923270077192428e-15,4.632055351884162e-05,1.966834685548807e-10,1.0368015207798534e-09,6.727999307758676e-10,1.774882773876423e-06,2.7248020705661035e-17,2.0998593118344987e-16,3.882489579760532e-13,6.697240837915107e-14,7.505752991488319e-13,3.3342860504549076e-09,2.2111749217262477e-15,7.75866054834958e-16
0.0002597501988349008,0.11223183251574181,0.0,0.0,0.0,0.0,0.3290011942214147,0.6692651358544972,0.00010153753049078063,0.0001348511236555694,7.897933147860996e-07,1.4145423028131897e-07,2.5001351658918373e-15,6.170205086215914e-07,0.00039823951130697364,0.0007037810523044171,0.00022346284989940168,8.255069573402512e-08,5.7515656187276007e-08,4.6550957497501255e-08,3.432308128166227e-07,1.946659404646718e-15,4.726680336898323e-05,1.9847079540414697e-10,1.043781584974563e-09,6.855774571480849e-10,1.8235519979551512e-06,2.7963843057292556e-17,2.1301124839041115e-16,4.000950899344188e-13,6.920285247625754e-14,7.745712207460557e-13,3.4691158729149354e-09,2.3005890646275483e-15,8.09668281635174e-16
0.00026167038673935574,0.11223163978947062,0.0,0.0,0.0,0.0,0.32898904964632625,0.6692564504146099,0.00010184066856418641,0.00013566587104899604,7.921423072699088e-07,1.4231040790560716e-07,2.507571037328884e-15,6.205306695305899e-07,0.0004026729491707377,0.0007131512454867674,0.00022663472660142364,8.289626607603209e-08,5.790909204911299e-08,4.7112578259584494e-08,3.4737095712418323e-07,1.970140544963856e-15,4.8224513736526584e-05,2.0026041665614067e-10,1.0507646599087943e-09,6.984944229079383e-10,1.8731378455174559e-06,2.8692788554693423e-17,2.1606087729897834e-16,4.1220216952078863e-13,7.148913697893574e-14,7.991342774166714e-13,3.6082309098401475e-09,2.392845003064976e-15,8.446525287878639e-16
0.0002635905746438107,0.11223144608351177,0.0,0.0,0.0,0.0,0.32897684620488654,0.6692477224821752,0.00010214263513063995,0.0001364789151424213,7.944820908924582e-07,1.4316485979021458e-07,2.5149777576398005e-15,6.240393951952355e-07,0.000407117622556389,0.0007225755546165755,0.00022982431624068216,8.324082595924525e-08,5.8302412290361796e-08,4.767640012246874e-08,3.5152724016966215e-07,1.9937132173506974e-15,4.919372945164244e-05,2.0205234854719264e-10,1.0577508789309493e-09,7.115514173303221e-10,1.9236501551523563e-06,2.943499972427575e-17,2.1913495344838238e-16,4.2457387259038763e-13,7.383222994009847e-14,8.242734812485639e-13,3.75173170136481e-09,2.4880094115336833e-15,8.808503979371983e-16
0.00026551076254826563,0.11223125139952277,0.0,0.0,0.0,0.0,0.3289645839588112,0.6692389520305582,0.00010244344989651725,0.0001372902818062134,7.968128188183768e-07,1.440176130195214e-07,2.522355811676064e-15,6.275467713661638e-07,0.00041157345056816886,0.0007320539724544184,0.00023303158617784135,8.3584391168191e-08,5.869562711669966e-08,4.8242416680817835e-08,3.5569961330357196e-07,2.017377145887999e-15,5.0174495208388494e-05,2.038466010104217e-10,1.064740352397812e-09,7.247490382421229e-10,1.9750988042756455e-06,3.0190619841547867e-17,2.2223361190383943e-16,4.3721390076690295e-13,7.623310984155116e-14,8.499979280908801e-13,3.899720366992757e-09,2.5861500119082782e-15,9.18294092942372e-16
0.0002674309504527206,0.11223105573912699,0.0,0.0,0.0,0.0,0.32895226296819846,0.6692301390323776,0.00010274313207084313,0.00013809999662635887,7.991346403253899e-07,1.44868694419018e-07,2.5297056719845696e-15,6.310528821385685e-07,0.00041604035333826073,0.0007415864930692116,0.00023625650434453872,8.392697717493506e-08,5.908874663535713e-08,4.8810621638537496e-08,3.5988802873411347e-07,2.041132059521028e-15,5.1166855567142047e-05,2.0564319141200878e-10,1.071733212867058e-09,7.380878815325453e-10,2.027493709259772e-06,3.095979275045786e-17,2.253569899448476e-16,4.501259837623072e-13,7.869276553646197e-14,8.763167990164198e-13,4.0523006205395435e-09,2.687335583351899e-15,9.57016428418487e-16
0.0002693511383571755,0.11223085910391054,0.0,0.0,0.0,0.0,0.32893988329155943,0.669221283459524,0.00010304170038394234,0.00013890808490558067,8.014477009715814e-07,1.4571813050090924e-07,2.5370277993377202e-15,6.345578101263121e-07,0.0004205182520050286,0.0007511731118154477,0.00023949903922878567,8.426859914785459e-08,5.948178087194942e-08,4.9381008813485956e-08,3.640924394917761e-07,2.064977691858685e-15,5.217085495691112e-05,2.0744213312107623e-10,1.0787295785123283e-09,7.515685459996783e-10,2.0808448255439585e-06,3.1742663043846483e-17,2.285052253753825e-16,4.633138777314439e-13,8.121219646952139e-14,9.032393604720969e-13,4.209577784624281e-09,2.791635971926669e-15,9.970508365560786e-16
0.00027319151416608546,0.11223046291518991,0.0,0.0,0.0,0.0,0.3289149481065381,0.6692034444738664,0.00010363556809401155,0.00014051948164443023,8.060481043518126e-07,1.474121713051243e-07,2.5515906426737987e-15,6.415644411037903e-07,0.00042950672644515475,0.0007705086313734001,0.0002460368357728426,8.494901021953544e-08,6.026763311933228e-08,5.0528305631608615e-08,3.725490631004195e-07,2.112940069713089e-15,5.421394790672973e-05,2.1104712741092351e-10,1.0927332989502948e-09,7.789577465884634e-10,2.1904557100339246e-06,3.3350077530669476e-17,2.3487682425055015e-16,4.905322596652623e-13,8.643443490053845e-14,9.589330511892694e-13,4.5386522964312386e-09,3.0098659971542096e-15,1.0811927426523068e-15
0.0002770318899749954,0.11223006284536007,0.0,0.0,0.0,0.0,0.32888977884115916,0.6691854348348251,0.00010422519394952045,0.0001421246688214672,8.106151239312778e-07,1.49099941708697e-07,2.56604780788074e-15,6.485672967676222e-07,0.00043853826233442283,0.0007900605188574281,0.00025264473432121457,8.562573999462313e-08,6.105326217093343e-08,5.168425984115752e-08,3.8106912426740535e-07,2.1612622384664433e-15,5.6304126947140044e-05,2.146617005498028e-10,1.1067524526313898e-09,8.069214751736041e-10,2.304011886958502e-06,3.501403360852329e-17,2.413495303100656e-16,5.18899641821722e-13,9.190803381017192e-14,1.0171548591410818e-12,4.887819216067432e-09,3.2414205632038115e-15,1.1709999180466989e-15
0.00028087226578390535,0.11222965890590923,0.0,0.0,0.0,0.0,0.3288643759091569,0.6691672542930598,0.00010481071224793066,0.00014372383877713567,8.151498030792566e-07,1.5078164335082663e-07,2.5804025978030695e-15,6.555669880530558e-07,0.0004476122629641868,0.0008098287812530276,0.00025932250145636274,8.629889975786283e-08,6.183874485184525e-08,5.284882581498146e-08,3.896522753819644e-07,2.209942226618302e-15,5.844174300201649e-05,2.1828597025952915e-10,1.120787955482544e-09,8.354646010166793e-10,2.421594417692993e-06,3.6735712647473906e-17,2.479244804817386e-16,5.484470588366871e-13,9.764137480541981e-14,1.0779820421208944e-12,5.2579805133641395e-09,3.4868978230788526e-15,1.2667628430607564e-15
0.0002847126415928153,0.11222925110790231,0.0,0.0,0.0,0.0,0.328838739701455,0.6691489025891679,0.0001053922511436611,0.00014531717944012463,8.196531373154811e-07,1.5245747328635253e-07,2.594658163814895e-15,6.625641056858492e-07,0.00045672814585153256,0.0008298134441444283,0.0002660699114265889,8.696859671648413e-08,6.262415651377013e-08,5.40219595300173e-08,3.9829818061754496e-07,2.2589781295033054e-15,6.0627145099880815e-05,2.2192005580697885e-10,1.134840703801497e-09,8.645920280094697e-10,2.543284999596646e-06,3.8516307193148115e-17,2.54602826779031e-16,5.79205988986804e-13,1.0364301477384452e-13,1.1414932744702666e-12,5.650065313679336e-09,3.746913938323097e-15,1.3687826336432415e-15
0.00028855301740172523,0.11222883946189183,0.0,0.0,0.0,0.0,0.32881287058696657,0.6691303794541501,0.00010596993306246957,0.00014690487437775897,8.241260775371678e-07,1.5412762403927583e-07,2.6088175160352554e-15,6.695592212238051e-07,0.0004658853421755884,0.0008500145511098896,0.0002728867457820163,8.763493421700896e-08,6.340957104101266e-08,5.5203618507528874e-08,4.0700651549053123e-07,2.3083681067884033e-15,6.286068043976468e-05,2.2556407770494156e-10,1.1489115750203735e-09,8.943086943538442e-10,2.6691659697587885e-06,4.0357021036089264e-17,2.6138573616407157e-16,6.112083570130477e-13,1.0992168809444172e-13,1.2077686628220554e-12,6.065030392987756e-09,4.0221034073461155e-15,1.4773712957148109e-15
0.00029239339321063517,0.11222842397804178,0.0,0.0,0.0,0.0,0.32878676891332753,0.6691116846098221,0.00010654387505476289,0.00014848710284900556,8.285695327697131e-07,1.5579228365901185e-07,2.622883532035615e-15,6.765528879602587e-07,0.00047508329626871936,0.0008704321631695537,0.0002797727930496593,8.829801193229176e-08,6.419506086171697e-08,5.6393761759537225e-08,4.157769664610188e-07,2.358110380208637e-15,6.514269445246378e-05,2.2921815755612294e-10,1.1630014286031614e-09,9.246195728121272e-10,2.799320308629768e-06,4.225906931795865e-17,2.6827439044102173e-16,6.44486538142754e-13,1.1648630900889413e-13,1.276889763734446e-12,6.503860664175635e-09,4.31311938791596e-15,1.5928519898447402e-15
0.000300074144828455,0.11222758153551235,0.0,0.0,0.0,0.0,0.3287338691767191,0.6690737786367369,0.00010768098236242972,0.00015163585622055508,8.373714288544707e-07,1.5910585967329126e-07,2.6507464467501224e-15,6.905380012807679e-07,0.000493599318156734,0.0009119172308870397,0.0002937517135973479,8.961476928734437e-08,6.576654889259888e-08,5.8799344300848547e-08,4.335030151192483e-07,2.458645000630877e-15,6.985353171357159e-05,2.365569814188462e-10,1.1912414330204242e-09,9.870440291940017e-10,3.072784251949947e-06,4.625208699417913e-17,2.8237373458099575e-16,7.15002112113681e-13,1.3050996377243695e-13,1.4240026787505931e-12,7.457199983315209e-09,4.94533871153798e-15,1.8458394514991202e-15
0.00030775489644627483,0.11222672385403763,0.0,0.0,0.0,0.0,0.32868004287307884,0.6690351822748436,0.00010880441352510656,0.00015476478964613548,8.460653503725024e-07,1.6239961853024857e-07,2.6782675625923623e-15,7.045235360207103e-07,0.0005122720115944388,0.0009542694648575605,0.0003080051096257559,9.091959892037804e-08,6.733917141516948e-08,6.123840717977339e-08,4.5147402316928953e-07,2.5605689267351196e-15,7.476238715614742e-05,2.439375140259077e-10,1.219567254187255e-09,1.0519058674770832e-09,3.364353676858679e-06,5.050531154483384e-17,2.969106069267734e-16,7.910208493649532e-13,1.45788978990362e-13,1.5835141126332578e-12,8.518544098049118e-09,5.649182816438743e-15,2.1305634937652436e-15
0.00031543564806409466,0.11222585100235509,0.0,0.0,0.0,0.0,0.32862529208576036,0.66899589300472,0.00010991494109631746,0.00015787518810816788,8.546572931232085e-07,1.6567490985235646e-07,2.705465859606671e-15,7.185133367044595e-07,0.0005310973585382416,0.0009974899299885359,0.0003225315112685429,9.221318203783996e-08,6.891345685210504e-08,6.371067120278967e-08,4.696878395051513e-07,2.66386995836356e-15,7.987196636295574e-05,2.5136074763671297e-10,1.247985176453371e-09,1.1192461087845219e-09,3.6747159546497473e-06,5.5028881494701407e-17,3.1189498701025963e-16,8.728183232482715e-13,1.6240138427302945e-13,1.756130465796008e-12,9.696836160488125e-09,6.430582470065184e-15,2.4500384701448027e-15
0.0003231163996819145,0.11222496304385,0.0,0.0,0.0,0.0,0.32856961861882256,0.668955908192,0.00011101327668756102,0.0001609682735640664,8.631527781343378e-07,1.6893301785101647e-07,2.7323588149212424e-15,7.325110195615476e-07,0.0005500715105227752,0.001041579924501486,0.0003373295345431581,9.349615484805352e-08,7.04899117849391e-08,6.621587658249876e-08,4.881424551467518e-07,2.768536701436227e-15,8.518495185025322e-05,2.5882767343282305e-10,1.2765012378004145e-09,1.1891063149887643e-09,4.004569092889638e-06,5.983312475755484e-17,3.2733708359188303e-16,9.606776388519027e-13,1.8042831493017445e-13,1.9425829886148873e-12,1.1001518217275781e-08,7.29579928825678e-15,2.807483587040758e-15
0.0003307971512997343,0.11222406003844346,0.0,0.0,0.0,0.0,0.32851302401452254,0.668915225095796,0.00011210007691293177,0.00016404520710343068,8.715568979437697e-07,1.721751635784351e-07,2.758962549255696e-15,7.465199885644642e-07,0.0005691907774264393,0.0010865409668883732,0.0003523978743452602,9.476911200683622e-08,7.206902153419041e-08,6.875378168826746e-08,5.068359939507042e-07,2.874558515266496e-15,9.070400458457963e-05,2.6633927797366323e-10,1.3051212422450524e-09,1.2615285911674933e-09,4.354621845712829e-06,6.492856168340142e-17,3.4324733259002643e-16,1.0548895675781146e-12,1.9995409262998128e-13,2.143628384095862e-12,1.2442548166606164e-08,8.251436980512308e-15,3.2063324126623382e-15
0.00033847790291755415,0.1122231420417849,0.0,0.0,0.0,0.0,0.3284555095697667,0.6688738408763762,0.00011317594865149049,0.00016710709114976178,8.798743575955141e-07,1.754025072093749e-07,2.7852919566962004e-15,7.605434490481975e-07,0.0005884516170601878,0.0011323747836423828,0.0003677352979444246,9.603260974138242e-08,7.36512507785008e-08,7.132416185499155e-08,5.257667037925798e-07,2.9819254625506385e-15,9.643176540849083e-05,2.738965372231655e-10,1.3338507617849962e-09,1.3365555717097634e-09,4.725593821592397e-06,7.032590705671554e-17,3.596363948789513e-16,1.155752635020942e-12,2.210663036331626e-13,2.3600493575546933e-12,1.403041711179033e-08,9.304452858233053e-15,3.6502423736261935e-15
0.000346158654535374,0.1122222091063679,0.0,0.0,0.0,0.0,0.3283970763515464,0.6688317526021472,0.00011424145365905927,0.0001701549716827135,8.881095105463433e-07,1.7861615035569855e-07,2.81136081835992e-15,7.745844206882115e-07,0.0006078506255423804,0.0011790832977406638,0.00038334063897009133,9.728716865428174e-08,7.523704418719447e-08,7.392680825702394e-08,5.449329481987751e-07,3.0906282619073282e-15,0.00010237085637524793,2.815004139550053e-10,1.3626951464860172e-09,1.4142304158768804e-09,5.118215587940743e-06,7.603607247563187e-17,3.7651515431699603e-16,1.2635732498951259e-12,2.4385587961109987e-13,2.5926552206955553e-12,1.577616707814152e-08,1.0462169583905587e-14,4.143104797640747e-15
0.0003538394061531938,0.11222126128160935,0.0,0.0,0.0,0.0,0.32833772521135773,0.6687889572559658,0.00011529711256159129,0.00017318984046585392,8.962663897732347e-07,1.8181713837625348e-07,2.837181900867359e-15,7.886457485642675e-07,0.0006273845284454265,0.0012266686178792057,0.00039921279187944236,9.853327622631514e-08,7.682682707287734e-08,7.656152689037883e-08,5.643331987806647e-07,3.200658244967363e-15,0.00010852388199151746,2.891518537126407e-10,1.3916595275089457e-09,1.4945968004879177e-09,5.533228772423295e-06,8.207016897473078e-17,3.938947159965902e-16,1.3786658047255562e-12,2.6841718096252664e-13,2.842282481189739e-12,1.7691409077799133e-08,1.1732287151024644e-14,4.689055074880714e-15
0.00036152015777101364,0.11222029861424955,0.0,0.0,0.0,0.0,0.3282774567987023,0.6687454517408722,0.00011634340835407426,0.00017621263726622858,9.043487350239084e-07,1.8500646268008788e-07,2.862767042605459e-15,8.027301132697294e-07,0.0006470501726262228,0.0012751330283814434,0.00041535070683971104,9.977138907204426e-08,7.842100605223618e-08,7.922813757531893e-08,5.839660278656374e-07,3.3120073145800338e-15,0.00011489343037335429,2.968517819963372e-10,1.4207488220502197e-09,1.5776989060968752e-09,5.971386160338399e-06,8.843950854776114e-17,4.117864043880207e-16,1.50135278761408e-12,2.948480769247095e-13,3.109795433467784e-12,1.97883415333499e-08,1.3122895101957039e-14,5.29248318051888e-15
0.00036920090938883347,0.11221932114865142,0.0,0.0,0.0,0.0,0.3282162715737951,0.668701232885352,0.0001173807895374744,0.00017922425205295844,9.123600172499734e-07,1.8818506300797993e-07,2.8881272310720832e-15,8.168400402599251e-07,0.0006668445186260325,0.001324478979678467,0.0004317533849450552,1.0100193501241386e-07,8.001996971106706e-08,8.192647305522623e-08,6.038301017634653e-07,3.4246679066228313e-15,0.00012148207432438932,3.04601101793295e-10,1.4499677379421874e-09,1.6635814115857024e-09,6.433451788228797e-06,9.515560683902436e-17,4.3020176176748107e-16,1.6319648907938423e-12,3.232500315605315e-13,3.3960867728600766e-12,2.207976907889949e-08,1.464248499611674e-14,5.958044480645598e-15
0.0003768816610066533,0.11221832892705969,0.0,0.0,0.0,0.0,0.3281541698195646,0.6686562974481982,0.00011840967295973477,0.0001822255271640923,9.20303460735864e-07,1.9135382968051066e-07,2.9132726729263967e-15,8.309779085993656e-07,0.0006867646335711371,0.001374709079301565,0.0004484198737270225,1.0222531499403592e-07,8.162408926878528e-08,8.46563781257047e-08,6.239241743368829e-07,3.5386329535365064e-15,0.0001282923723426098,3.124006915254075e-10,1.4793207783953207e-09,1.7522894805980804e-09,6.9202010335392365e-06,1.0223018473094777e-16,4.491525465860798e-16,1.7708411170458825e-12,3.5372818647566966e-13,3.70207819818426e-12,2.4579121741282015e-08,1.6299963130233363e-14,6.690670835121627e-15
0.00038456241262447313,0.11221732198984442,0.0,0.0,0.0,0.0,0.32809115165296665,0.6686106421230001,0.00011943044637658497,0.0001852172594339939,9.281820630457762e-07,1.945136058056745e-07,2.9382128571320074e-15,8.45145959078319e-07,0.0007068076845479493,0.0014258260833674033,0.00046534926294809433,1.0344190486094565e-07,8.323371923913642e-08,8.741770881675923e-08,6.442470809099558e-07,3.653895849775914e-15,0.00013532686955855793,3.20251403392433e-10,1.508812246885181e-09,1.8438687516853583e-09,7.432420700100333e-06,1.0967517044022798e-16,4.686507319385772e-16,1.9183288846849825e-12,3.863914466319204e-13,4.028721028029473e-12,2.730047449564239e-08,1.810466350689085e-14,7.495582003217811e-15
0.00039224316424229296,0.11221630037573142,0.0,0.0,0.0,0.0,0.32802721703564636,0.6685642635422832,0.00012044347075124885,0.00018820020227526232,9.359986129369604e-07,1.9766518943935142e-07,2.962956611662486e-15,8.593463017808392e-07,0.0007269709324281916,0.0014778328885365634,0.0004825406806660615,1.0465205698673357e-07,8.4849198084758e-08,9.021033162473044e-08,6.647977325676649e-07,3.770450419479685e-15,0.00014258809860746271,3.2815406207658377e-10,1.5384462521486393e-09,1.938365326713528e-09,7.970909099291453e-06,1.1750270130696199e-16,4.887085041030406e-16,2.074784131986384e-12,4.213525659892295e-13,4.376996819334836e-12,3.025856719326419e-08,2.0066361049925623e-14,8.378297360647521e-15
0.0003999239158601128,0.11221526412201605,0.0,0.0,0.0,0.0,0.32796236578398935,0.6685171582813358,0.00012144908233129641,0.00019117506770994935,9.437557065372983e-07,2.008093356934314e-07,2.9875121547123907e-15,8.735809231584981e-07,0.0007472517261047613,0.0015307325244112086,0.0004999932895445979,1.0585610178473874e-07,8.647084886211778e-08,9.303412279043966e-08,6.855751107964673e-07,3.888290886073762e-15,0.00015007858043928672,3.3610946376337676e-10,1.5682267132992644e-09,2.0358257598648897e-09,8.536476126880746e-06,1.2572512563100093e-16,5.093382611469627e-16,2.2405714205950916e-12,4.587282343337667e-13,4.747917992706076e-12,3.346882486562041e-08,2.219528506932185e-14,9.344647930158849e-15
0.0004076046674779326,0.11221421326475631,0.0,0.0,0.0,0.0,0.3278965975786135,0.668469322861771,0.00012244759454105178,0.00019414252834566712,9.514557620866022e-07,2.039467587869537e-07,3.0118871413616657e-15,8.878516926861899e-07,0.0007676474970974483,0.001584528146335335,0.0005177062833844741,1.0705434911417501e-07,8.809897985574214e-08,9.588896761396609e-08,7.065782623936594e-07,4.007411843399464e-15,0.00015780082507095368,3.4411837542453297e-10,1.598157365043665e-09,2.136297045770099e-09,9.129943335505222e-06,1.3435500435331351e-16,5.305526115781248e-16,2.4160640370350987e-12,4.9863916441857e-13,5.142528460442884e-12,3.694737840850354e-08,2.450213297816124e-14,1.0400788725485266e-14
0.00041528541909575245,0.11221314783894913,0.0,0.0,0.0,0.0,0.3278299119733378,0.6684207537548343,0.00012343929971251984,0.0001971032192934505,9.591010334203612e-07,2.070781340371325e-07,3.036088706259191e-15,9.021603691474394e-07,0.0007881557544993736,0.0016392230285717125,0.0005356788838586986,1.0824708959284263e-07,8.973388519948953e-08,9.877475980974702e-08,7.278062946737975e-07,4.127808228526351e-15,0.00016575733228420402,3.5218153434139955e-10,1.6282417630218001e-09,2.239826607921866e-09,9.75214400272485e-06,1.434051127343831e-16,5.523643730534135e-16,2.601644092266069e-12,5.412101800026583e-13,5.5619042594150654e-12,4.0711085646890355e-08,2.6998084262062038e-14,1.1553211411933378e-14
0.0004229661707135723,0.11221206787869495,0.0,0.0,0.0,0.0,0.32776230840365134,0.6683714473844914,0.00012442447066672382,0.00020005774002524907,9.666936222883556e-07,2.1020409978805037e-07,3.060123502618042e-15,9.165086065750384e-07,0.0008087740802442827,0.0016948205578380519,0.0005539103374414776,1.0943459582170183e-07,9.137584548383782e-08,1.0169140089906747e-07,7.492583709560604e-07,4.2494752961584515e-15,0.00017395059227189066,3.6029964785240977e-10,1.6584832892665994e-09,2.3464622868513927e-09,1.0403923194594458e-05,1.528884419437542e-16,5.747865711529896e-16,2.797702619724683e-12,5.865703043899327e-13,6.007154187761536e-12,4.477755277966434e-08,2.9694814700525506e-14,1.2808757289576015e-14
0.0004306469223313921,0.11221097341735149,0.0,0.0,0.0,0.0,0.3276937861947113,0.6683214001303025,0.00012540336215722273,0.00020300665616945602,9.742354895997264e-07,2.1332525927534992e-07,3.0839977378123795e-15,9.308979598584172e-07,0.0008295001246753766,0.0017513242271850625,0.0005723999125208198,1.1061712352666129e-07,9.302512834792499e-08,1.0463879963693288e-07,7.709337063042932e-07,4.3724085944736e-15,0.00018238308623545171,3.684733932984243e-10,1.688885157746393e-09,2.456252328463371e-09,1.1086137824751022e-05,1.6281820060934097e-16,5.978324382082026e-16,3.0046396720111584e-12,6.348528496311302e-13,6.479420446193553e-12,4.9165156204325444e-08,3.2604510840276e-14,1.4174630603675963e-14
0.00043832767394921194,0.11220986448767674,0.0,0.0,0.0,0.0,0.3276243445688933,0.6682706083301058,0.00012637621219105133,0.00020595050124327678,9.817284657132997e-07,2.1644218242562193e-07,3.1077172059520416e-15,9.453298900437605e-07,0.0008503316023941491,0.0018087376301964655,0.0005911468966823967,1.1179491262483536e-07,9.468198905556095e-08,1.0761687147184306e-07,7.928315635105433e-07,4.49660394234377e-15,0.00019105728693640195,3.767034181308864e-10,1.7194504199395162e-09,2.569245372361196e-09,1.1799656709041918e-05,1.7320781630620691e-16,6.215154121884299e-16,3.222864415932466e-12,6.861955062664284e-13,6.979879283204249e-12,5.389306472284987e-08,3.5739884721365654e-14,1.565841218449615e-14
