Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249)
6.616976577058135e-08,0.11224537199522269,0.0,0.0,0.0,0.0,0.329999960090158,0.6699999600215117,3.957503598353963e-08,3.9636561113086e-08,3.0639837826816697e-10,2.606607440254583e-10,9.699211813552268e-19,2.4440053762955844e-11,2.8238867429481234e-11,4.260334599278557e-12,5.724741190887473e-15,6.060483536161333e-12,3.949666020111218e-12,3.8165523345638453e-16,2.6596694053360417e-16,1.508451205038927e-24,5.4560106096264766e-18,4.213364257983921e-16,1.5640030269695975e-13,1.7236856358470297e-22,9.118250907903266e-23,4.417780490992674e-31,1.391764322459451e-25,6.970635393064092e-33,1.2129344891348577e-34,6.420210337222199e-32,6.200941859995116e-32,4.1100419282852676e-38,5.2351258848349676e-42
7.611722043687468e-08,0.1122453719908574,0.0,0.0,0.0,0.0,0.3299999540876623,0.6699999539724585,4.552198976249919e-08,4.562775981168878e-08,3.5270113898861303e-10,2.6689709399587327e-10,1.1164951598319862e-18,3.2050583677947e-11,3.744756404885839e-11,6.450614226934703e-12,8.713282478164653e-15,7.851075496267072e-12,5.0890939335331725e-12,5.483577345958518e-16,4.384898278575005e-16,2.4869276163941403e-24,1.0445827161452952e-17,4.892338711402749e-16,1.804460890093133e-13,2.8637194786547965e-22,1.7549133884262875e-22,7.284534709039359e-31,2.2945508179247885e-25,1.5662978770982776e-32,3.1125865094121806e-34,1.3387983042859362e-31,1.5028814808420947e-31,9.96198003650708e-38,1.47544860565425e-41
8.606467510316801e-08,0.11224537198651678,0.0,0.0,0.0,0.0,0.3299999480841777,0.6699999479218904,5.146863579966753e-08,5.161885226309714e-08,3.990014781776113e-10,2.7313334525512636e-10,1.263061472815245e-18,4.058327753765254e-11,4.7953525979934996e-11,9.268793984289988e-12,1.2594134103502566e-14,9.82579924591464e-12,6.335946598906108e-12,7.50644990555898e-16,6.761480718231356e-16,3.834824082369595e-24,1.8369222149921373e-17,5.581548840242686e-16,2.0449386138061246e-13,4.451131539192274e-22,3.104194997046572e-22,1.1234898408360243e-30,3.538181120758625e-25,3.1681716706806844e-32,7.057923467560385e-34,2.5328905470238095e-31,3.243245169749431e-31,2.1499348216246825e-37,3.626424048314805e-41
9.601212976946134e-08,0.11224537198220187,0.0,0.0,0.0,0.0,0.3299999420796206,0.6699999418698074,5.741505664312084e-08,5.7609838474515314e-08,4.453000396875202e-10,2.79369487909856e-10,1.409622158455663e-18,5.000032722282364e-11,5.97567105213425e-11,1.2785113853174999e-11,1.7483815011940583e-14,1.1971472342755178e-11,7.680580359055799e-12,9.900061295819562e-16,9.90078791557418e-16,5.615305612721464e-24,3.0241885491413036e-17,6.281002691826176e-16,2.2854395543679994e-13,6.570214084505417e-22,5.142140440141305e-22,1.6455214993752362e-30,5.180934191678798e-25,5.907061730099491e-32,1.4544452532585347e-33,4.444717368378172e-31,6.394942629981257e-31,4.239370730401706e-37,8.017116882923927e-41
9.999999999999998e-08,0.1122453719779135,0.0,0.0,0.0,0.0,0.32999993967211333,0.6699999394431407,5.979889287220749e-08,6.00115562617572e-08,4.638604732741756e-10,2.818694861377127e-10,1.4683762489398378e-18,5.401544825212796e-11,6.485279067455662e-11,1.4406049335069932e-11,1.9753525367189916e-14,1.2876880449097863e-11,8.245090907574036e-12,1.0966861957741999e-15,1.1398449167571197e-15,6.46471538770108e-24,3.636934136961045e-17,6.564287481748016e-16,2.3818620696736577e-13,7.5883151711089825e-22,6.199602425500278e-22,1.8946492667638037e-30,5.964638258936625e-25,7.441022336100415e-32,1.9011700909986526e-33,5.472328927206556e-31,8.222440547899563e-31,5.450948612217419e-37,1.0760531628870693e-40
1.0595958443575467e-07,0.1122453719779135,0.0,0.0,0.0,0.0,0.3299999360739116,0.6699999358162083,6.336133097860083e-08,6.360071844726526e-08,4.915974372721522e-10,2.856055209434313e-10,1.5561791596252703e-18,6.026419717251995e-11,7.285709260222225e-11,1.7066881940759944e-11,2.3498844356080403e-14,1.4275858270331662e-11,9.114217141344483e-12,1.2678076538188528e-15,1.3913817127547885e-15,7.891325137648603e-24,4.723942920615273e-17,6.990708169828305e-16,2.5259669124699333e-13,9.307019600497737e-22,8.083024426340677e-22,2.3131835662679917e-30,7.280893321352669e-25,1.03223929276505e-31,2.777676233702851e-33,7.347533353896663e-31,1.1738086876680069e-30,7.78175444271726e-37,1.6318464941450047e-40
1.15907039102048e-07,0.11224537197365246,0.0,0.0,0.0,0.0,0.3299999300669749,0.6699999297610927,6.930753372774174e-08,6.959149218020858e-08,5.378942553485556e-10,2.91841448649215e-10,1.7027343263289273e-18,7.133782503730086e-11,8.725466392821422e-11,2.2178502972872828e-11,3.075574713956074e-14,1.67275966401393e-11,1.0628864356227082e-11,1.5853357573316202e-15,1.891077855760139e-15,1.0725389204098994e-23,7.069657706560958e-17,7.710673027560658e-16,2.7665237369607527e-13,1.2748978190370095e-21,1.2173535769960306e-21,3.1450584537178767e-30,9.89572995095532e-25,1.7109035170071945e-31,4.985232771396791e-33,1.1571615889664354e-30,2.0330563627973474e-30,1.3478523764722898e-36,3.1045486783696694e-40
1.2585449376834133e-07,0.11224537196941961,0.0,0.0,0.0,0.0,0.3299999240587387,0.6699999237044603,7.525373615410577e-08,7.558215967833245e-08,5.841910498204966e-10,2.980772719082189e-10,1.8492894183111075e-18,8.318477808630027e-11,1.0294943217693039e-10,2.8181522388750146e-11,3.937105930114187e-14,1.9316141084794717e-11,1.2217245297007532e-11,1.943817494473549e-15,2.5000899411787704e-15,1.4179446844688834e-23,1.0210576970004254e-16,8.440904864798677e-16,3.0071129289241366e-13,1.698468214329146e-21,1.769322272465356e-21,4.159659729633e-30,1.3082601137599008e-24,2.713898487074631e-31,8.496726104149174e-33,1.750815928691345e-30,3.356216870329436e-30,2.22512061851407e-36,5.584737097621787e-40
1.3580194843463467e-07,0.11224537196521552,0.0,0.0,0.0,0.0,0.32999991804913403,0.6699999176463102,8.12000059651828e-08,8.157272095085165e-08,6.304883488710865e-10,3.0431298996694e-10,1.995846107564999e-18,9.576936997119934e-11,1.1994142028972096e-10,3.513467622310086e-11,4.946133201666289e-14,2.2031706926997466e-11,1.3872741627802748e-11,2.344433467179786e-15,3.22923130524747e-15,1.831482671038155e-23,1.431157160856061e-16,9.181411123427634e-16,3.2477372457750874e-13,2.2103754520507776e-21,2.495483940945603e-21,5.375430705242693e-30,1.689809155017996e-24,4.1482992423093035e-31,1.3863378148983437e-32,2.561290731922717e-30,5.3206891934179025e-30,3.527609038947884e-36,9.586007485055126e-40
1.45749403100928e-07,0.11224537196104081,0.0,0.0,0.0,0.0,0.3299999120380961,0.6699999115866417,8.714640744799852e-08,8.75631760082683e-08,6.767866540170857e-10,3.105486032267396e-10,2.142405981669964e-18,1.090567887814714e-10,1.382306655830767e-10,4.3093963449573383e-11,6.114313693431509e-14,2.4865207587528504e-11,1.558932453533036e-11,2.788331351085645e-15,4.089194494996408e-15,2.3192172387075554e-23,1.955294625832375e-16,9.932199085063617e-16,3.488399306680327e-13,2.8196715169082194e-21,3.430476251487531e-21,6.810743545754396e-30,2.1398153789615657e-24,6.143343654400409e-31,2.179241288944339e-32,3.6410693135329205e-30,8.149369786803448e-30,5.403116385289384e-36,1.5796800548322853e-39
1.5569685776722133e-07,0.11224537195689609,0.0,0.0,0.0,0.0,0.3299999060255632,0.6699999055254546,9.309300158702295e-08,9.355352486280019e-08,7.23086441026141e-10,3.16784112693896e-10,2.2889705466951076e-18,1.2301317924080314e-10,1.5781721903283696e-10,5.21127153434632e-11,7.453307024043e-14,2.780820570802922e-11,1.736150302952975e-11,3.2766336769013894e-15,5.0905453402228405e-15,2.887140877434867e-23,2.613026894054555e-16,1.0693275873604195e-15,3.7291015972469345e-13,3.535490716348001e-21,4.612330859253702e-21,8.483907291861155e-30,2.6638077368467982e-24,8.852612516690585e-31,3.3170964547197517e-32,5.049927452147243e-30,1.2117013505416648e-29,8.033829485508897e-36,2.514446317169059e-39
1.6564431243351466e-07,0.11224537195278175,0.0,0.0,0.0,0.0,0.32999990001147655,0.6699998994627482,9.903984618191184e-08,9.954376752983986e-08,7.693881608331481e-10,3.230195184073484e-10,2.4355412301000705e-18,1.3760570025992422e-10,1.7870114460722634e-10,6.224167018479299e-11,8.974775628229531e-14,3.0852869742484805e-11,1.918427918581954e-11,3.810441753758852e-15,6.243720912559165e-15,3.5411730510154973e-23,3.425419645870261e-16,1.1464648453199821e-15,3.969846474226422e-13,4.3670459390034e-21,6.082501455711224e-21,1.0413183106780716e-29,3.2672478031226703e-24,1.2456167898009523e-30,4.909060443188975e-32,6.855300533329232e-30,1.755684895776716e-29,1.1640710180224018e-35,3.883611960444974e-39
1.8553922176610132e-07,0.11224537194464619,0.0,0.0,0.0,0.0,0.32999988797842356,0.6699998873327754,1.1093450274236474e-07,1.1152393437187117e-07,8.619990840888921e-10,3.354900202441024e-10,2.7287062867958815e-18,1.6857308211304672e-10,2.2436142906110043e-10,8.602066450047799e-11,1.261180448880492e-13,3.721865507497126e-11,2.2963853234299983e-11,5.018886098605e-15,9.046650682034206e-15,5.130875697481257e-23,5.605883953578308e-16,1.303830803962686e-15,4.45147279940212e-13,6.414597307339105e-21,1.0070880725582798e-20,1.5112989869556144e-29,4.733980447390112e-24,2.321311589427156e-30,1.00108860659859e-31,1.1966098497222735e-29,3.4522315653452885e-29,2.2889833585945362e-35,8.580803530271835e-39
2.0543413109868798e-07,0.11224537193663725,0.0,0.0,0.0,0.0,0.32999987593852775,0.6699998751967192,1.2283078047222795e-07,1.2350367669621546e-07,9.546225707490346e-10,3.4796011026375107e-10,3.0219111136502782e-18,2.0171800992336893e-10,2.7521226570204026e-10,1.1478810395823957e-10,1.711876887106079e-13,4.391048099370101e-11,2.6896369497351836e-11,6.422134874329544e-15,1.2578895442856563e-14,7.134214823898008e-23,8.694693468503071e-16,1.465323038656044e-15,4.933294745307908e-13,9.037520938606759e-21,1.5796743959392388e-20,2.105599767005364e-29,6.5823532592491355e-24,4.0473090257219895e-30,1.8871470882773092e-31,1.9681689196159783e-29,6.316296635653248e-29,4.188061697299327e-35,1.742702689109608e-38
2.2532904043127464e-07,0.1122453719287574,0.0,0.0,0.0,0.0,0.3299998638914233,0.669999863054575,1.3472903962310748e-07,1.3548299469057358e-07,1.0472614317060086e-09,3.604297925183945e-10,3.315164608700518e-18,2.3681774165783645e-10,3.312545682911131e-10,1.4886506809374929e-10,2.2589102934831457e-13,5.088347429497517e-11,3.0955578524379015e-11,8.028430597675756e-15,1.691932156529904e-14,9.59592008624836e-23,1.2912812625343022e-15,1.630946558167154e-15,5.415327029112305e-13,1.2312173602931331e-20,2.3717754151219554e-20,2.838850753420304e-29,8.853635935259747e-24,6.68675658354901e-30,3.338288798249894e-31,3.0859409882216805e-29,1.0903195140594427e-28,7.229541123256794e-35,3.306410981394343e-38
2.452239497638613e-07,0.11224537192100864,0.0,0.0,0.0,0.0,0.3299998518367836,0.6699998509063393,1.4662960120550498e-07,1.4746188856997495e-07,1.1399181717785833e-09,3.7289906901742645e-10,3.60847470109056e-18,2.7366772735133135e-10,3.924893994321586e-10,1.8853941684377256e-10,2.911631464214163e-13,5.8098964334826506e-11,3.511971885687425e-11,9.845802898233581e-15,2.2144797131332232e-14,1.2559587796252064e-22,1.850357811743618e-15,1.8007061359629407e-15,5.897582777060948e-13,1.6316075537562843e-20,3.434897862466667e-20,3.725795969384949e-29,1.1588052506064132e-23,1.0567581856390334e-29,5.603517863388334e-31,4.6519179749619385e-29,1.794064750951124e-28,1.1895984050114786e-34,5.931372077887191e-38
2.6511885909644796e-07,0.11224537191339276,0.0,0.0,0.0,0.0,0.3299998397743179,0.6699998387520083,1.5853275063140994e-07,1.5944035857254721e-07,1.2325950181017024e-09,3.853679411937862e-10,3.901848440940673e-18,3.120811421841453e-10,4.589179543174577e-10,2.3406860070064836e-10,3.6793992594673225e-13,6.552363555135678e-11,3.9370761005623596e-11,1.1882076313980145e-14,2.833024376801786e-14,1.6067710319065242e-22,2.5732132545635793e-15,1.9746063218386074e-15,6.380073671384153e-13,2.1127920608180052e-20,4.826375576720172e-20,4.7813604720740916e-29,1.4824808460643375e-23,1.6090222514077824e-29,9.001230251970385e-31,6.785713743647758e-29,2.8359995123394393e-28,1.8804980752190668e-34,1.015208855685587e-37
2.850137684290346e-07,0.11224537190591093,0.0,0.0,0.0,0.0,0.3299998277037675,0.669999826591578,1.7043874112736654e-07,1.7141840495568635e-07,1.325293946732437e-09,3.978364112367587e-10,4.195292083570079e-18,3.5188816827471965e-10,5.305415460442171e-10,2.856823563081797e-10,4.571581180319556e-13,7.312879545492875e-11,4.369377740127132e-11,1.4144879209030628e-14,3.5548685299389596e-14,2.0161703666560744e-22,3.4884875212630113e-15,2.1526514543688084e-15,6.862810088096955e-13,2.682758171164093e-20,6.609456977747979e-20,6.020714471256277e-29,1.8602116205715605e-23,2.3735472920508363e-29,1.3928926585189769e-30,9.625966542665934e-29,4.332984501176037e-28,2.8731460803632105e-34,1.6696690913379697e-37
3.049086777616213e-07,0.11224537189856437,0.0,0.0,0.0,0.0,0.3299998156249033,0.669999814425045,1.82347796930035e-07,1.8339602799490073e-07,1.4180167075638357e-09,4.103044809732453e-10,4.488811168363128e-18,3.929351298864773e-10,6.073615922411983e-10,3.4358527317689785e-10,5.597553861330613e-13,8.088973186585759e-11,4.807640610944394e-11,1.664165169320026e-14,4.387129592146658e-14,2.4881934820149684e-22,4.626892490123174e-15,2.3348456743026095e-15,7.345801226139612e-13,3.349611350968337e-20,8.853393375990186e-20,7.459335870511049e-29,2.2957220275577145e-23,3.40724746600318e-29,2.087308504269662e-30,1.3331773174914032e-28,6.42923072321125e-28,4.263172387792182e-34,2.6534253716269024e-37
3.2480358709420794e-07,0.1122453718913538,0.0,0.0,0.0,0.0,0.32999980353752184,0.6699998022524054,1.942601162626968e-07,1.9537322798182693e-07,1.5107648475342358e-09,4.2277215179427365e-10,4.782410592239682e-18,4.350835025696219e-10,6.89379602972877e-10,4.0795922578575367e-10,6.766703485314719e-13,8.878515525406028e-11,5.250840297294739e-11,1.9379650125593007e-14,5.336745035808462e-14,3.0267750177038957e-22,6.0211594345140864e-15,2.521192938291658e-15,7.829055227778841e-13,4.1215756863828095e-20,1.1633527551674287e-19,9.113070544065093e-29,2.7926423578464e-23,4.77668598533359e-29,3.041913813384924e-30,1.8084137765586684e-28,9.300193855081901e-28,6.166926526139032e-34,4.092944759952737e-37
3.446984964267946e-07,0.11224537188428006,0.0,0.0,0.0,0.0,0.32999979144144337,0.6699997900736564,2.0617587407676387e-07,2.07350005221891e-07,1.6035397320072492e-09,4.352394251547768e-10,5.076094677334646e-18,4.782088284177166e-10,7.765971699335742e-10,4.789656520679315e-10,8.08842612463321e-13,9.679672323284637e-11,5.698127707250671e-11,2.2365950278714653e-14,6.410477366040632e-14,3.6357503794398783e-22,7.705987903555501e-15,2.7116970324961196e-15,8.312579289595544e-13,5.0069943647357504e-20,1.503138238540073e-19,1.0998190496393737e-28,3.35451134564403e-23,6.558904032988767e-29,4.326153562767869e-30,2.4087436135279655e-28,1.3156739900523865e-27,8.724240044389306e-34,6.1504995458516724e-37
3.6459340575938126e-07,0.11224537187734357,0.0,0.0,0.0,0.0,0.32999977933650854,0.6699997778887942,2.1809522455085564e-07,2.1932636003282e-07,1.696342564263361e-09,4.477063024278945e-10,5.369867232699721e-18,5.221996012644582e-10,8.690159568422153e-10,5.567476585777683e-10,9.572128019315406e-13,1.0490863507056777e-10,6.14879934683365e-11,2.5607451776569202e-14,7.614918797249974e-14,4.318858391281291e-22,9.7179961286545e-15,2.9063615859401036e-15,8.796379763733437e-13,6.014329876410694e-20,1.9134749659749153e-19,1.3131449419208254e-28,3.9847786157655454e-23,8.842264542038117e-29,6.021391897904054e-30,3.1570905779742937e-28,1.8249580931765516e-27,1.2101368080575353e-33,9.031221739814404e-37
3.844883150919679e-07,0.1122453718705448,0.0,0.0,0.0,0.0,0.3299997672225773,0.6699997656978156,2.3001830335801142e-07,2.3130229274330163e-07,1.7891744031845046e-09,4.6017278478834606e-10,5.663731610284913e-18,5.669561759381653e-10,9.666376908824937e-10,6.414319481556048e-10,1.122722580467696e-12,1.131072815145816e-10,6.602272553048645e-11,2.911088348486451e-14,8.95649567783534e-14,5.079743805130642e-22,1.2095672801498023e-14,3.105190083333635e-15,9.280462249807508e-13,7.152163946018267e-20,2.4037779041465276e-19,1.5530135742328614e-28,4.6868069990657305e-23,1.1727310691185496e-28,8.221938974375898e-30,4.079016123532891e-28,2.4873984663616668e-27,1.6494112525317767e-33,1.29910420844543e-36
4.043832244245546e-07,0.11224537186388407,0.0,0.0,0.0,0.0,0.3299997550995255,0.6699997535007175,2.419452297198362e-07,2.4327780369155583e-07,1.8820361792777264e-09,4.72638873340182e-10,5.957690755662343e-18,6.123897215904374e-10,1.0694641550609096e-09,7.331305795823719e-10,1.3063146697743303e-12,1.2138094057927856e-10,7.058064671417638e-11,3.288280824500472e-14,1.0441472842773139e-13,5.921959769336232e-22,1.4879330062514074e-14,3.3081858772925317e-15,9.764831678214998e-13,8.429197424726711e-20,2.984106707232524e-19,1.821212358236428e-28,5.463874810131841e-23,1.5327638876578803e-28,1.1036086145953602e-29,5.202872805848737e-28,3.337476432836306e-27,2.2131131069856892e-33,1.8345566877893457e-36
4.2427813375714125e-07,0.11224537185736161,0.0,0.0,0.0,0.0,0.3299997429672438,0.6699997412974967,2.538761082631571e-07,2.5525289322416184e-07,1.9749287091592778e-09,4.851045691322812e-10,6.25174725387645e-18,6.584212206930532e-10,1.1774971814062579e-09,8.319425704147392e-10,1.5089328647932148e-12,1.2971951485252916e-10,7.515775757230447e-11,3.6929626702250735e-14,1.2075957922897529e-13,6.848970272732879e-22,1.8111057676521884e-14,3.51535219992856e-15,1.024949238547416e-12,9.854250255270589e-20,3.665174605248543e-19,2.119592183043661e-28,6.319178102313707e-23,1.9770786475394115e-28,1.458715172545866e-29,6.559959480247709e-28,4.4151553638169935e-27,2.9277435312960293e-33,2.5479941454902553e-36
4.441730430897279e-07,0.11224537185097753,0.0,0.0,0.0,0.0,0.3299997308256361,0.6699997290881499,2.658110306903281e-07,2.672275616950721e-07,2.0678527085858354e-09,4.975698731191802e-10,6.545903370695038e-18,7.049805189386898e-10,1.2907386449479158e-09,9.37955350092964e-10,1.7315220456473549e-12,1.3811430623968217e-10,7.975074385043102e-11,4.1257581124001095e-14,1.3865905518873803e-13,7.86415251194238e-22,2.1834678432735387e-14,3.7266921737279975e-15,1.073444818203452e-12,1.1436261448038023e-19,4.458357284751372e-19,2.4500721410040356e-28,7.255832851948356e-23,2.519913451208173e-28,1.901453924029377e-29,8.184678761376886e-28,5.76643697123505e-27,3.8238079834703926e-33,3.485976252939552e-36
4.6406795242231457e-07,0.11224537184473203,0.0,0.0,0.0,0.0,0.32999971867461747,0.6699997168726739,2.777500772748564e-07,2.79201809464681e-07,2.16080880412359e-09,5.100347861870335e-10,6.840161089548445e-18,7.52005437118503e-10,1.4091904583963796e-09,1.0512460695213256e-09,1.97502818696961e-12,1.4655782264246912e-10,8.435685974084526e-11,4.587275961231516e-14,1.5817121202589368e-13,8.970799160792534e-22,2.6095704754392534e-14,3.942208821694794e-15,1.1219702413021917e-12,1.3184289013463736e-19,5.375701767824601e-19,2.814644074649959e-28,8.276877052273306e-23,3.1770824984306005e-28,2.44748085106686e-29,1.0114696890888976e-27,7.443946719165338e-27,4.936204437389067e-33,4.7043101409702824e-36
4.839628617549013e-07,0.1122453718386252,0.0,0.0,0.0,0.0,0.32999970651411326,0.6699997046510662,2.896933181970339e-07,2.9117563689900397e-07,2.253797543569491e-09,5.224993091735698e-10,7.134522144518566e-18,7.994409521168955e-10,1.5328545674429897e-09,1.1718827764279612e-09,2.240398365126361e-12,1.5504361115196904e-10,8.897383074104867e-11,5.0781100291659714e-14,1.7935265396243273e-13,1.0172120570371982e-21,3.094129645132749e-14,4.16190507676316e-15,1.1705258012506115e-12,1.5107509888514732e-19,6.429935289233677e-19,3.2153769606293843e-28,9.38527274333992e-23,3.966069279744106e-28,3.114275967551847e-29,1.2391105784734369e-27,9.507548788583753e-27,6.304631199146862e-33,6.269369654693543e-36
5.03857771087488e-07,0.11224537183265708,0.0,0.0,0.0,0.0,0.3299996943440578,0.6699996924233236,3.0164081473521955e-07,3.031490443689766e-07,2.3468194052465727e-09,5.349634428628403e-10,7.428988049763727e-18,8.472384461576728e-10,1.6617329466068221e-09,1.299925468307129e-09,2.5285807637334165e-12,1.635661138468931e-10,9.359977256640765e-11,5.598839511711781e-14,2.0225857171522418e-13,1.1471246923761645e-21,3.64202195599467e-14,4.385783790478522e-15,1.2191117551920263e-12,1.72152199126032e-19,7.634474169768611e-19,3.6544211495490066e-28,1.0583908000107994e-22,4.9061212470362345e-28,3.921253109753494e-29,1.5058587187167531e-27,1.202499105040051e-26,7.974014623701471e-33,8.25953746283162e-36
5.237526804200747e-07,0.11224537182682758,0.0,0.0,0.0,0.0,0.329999682164393,0.6699996801894427,3.135926203267344e-07,3.1512203224982384e-07,2.439874806282217e-09,5.474271879911045e-10,7.723560125724002e-18,8.953550199718068e-10,1.7958275955714492e-09,1.4354270342637815e-09,2.8405246777487648e-12,1.721205434960441e-10,9.823312394388482e-11,6.15002934593517e-14,2.2694277956359464e-13,1.2871230338350365e-21,4.25828062495536e-14,4.6138477409699e-15,1.267728328319506e-12,1.951683385639534e-19,9.003432687704337e-19,4.134012474217477e-28,1.187559887217797e-22,6.018345968936807e-28,4.889871261870043e-29,1.816557912582707e-27,1.5072580461714148e-26,9.994957006997866e-33,1.0766776228242527e-35
5.436475897526614e-07,0.11224537182113678,0.0,0.0,0.0,0.0,0.3299996699750682,0.6699996679494211,3.255487815103183e-07,3.270946009205018e-07,2.532964109962507e-09,5.598905452570503e-10,8.018239522401808e-18,9.437528668349193e-10,1.935140535961217e-09,1.5784340953082286e-09,3.1771805163791223e-12,1.8070277671061123e-10,1.0287259124091258e-10,6.73223057268682e-14,2.5345775125477253e-13,1.4375046902239228e-21,4.9480915781509814e-14,4.846099640253924e-15,1.3163757177090278e-12,2.20218854781247e-19,1.0551631952985473e-18,4.656476232906172e-28,1.3263091262709056e-22,7.325808766971577e-28,6.043747521356582e-29,2.176444480373642e-27,1.8735889291929593e-26,1.242420492323486e-32,1.3898335267935238e-35
5.635424990852481e-07,0.11224537181558462,0.0,0.0,0.0,0.0,0.3299996577760384,0.6699996557032557,3.375093387612929e-07,3.3906675076321167e-07,2.626087632249545e-09,5.723535153246454e-10,8.313027239992866e-18,9.923987056683736e-10,2.0796738085080614e-09,1.7289877517762191e-09,3.539499805026872e-12,1.8930926203016316e-10,1.075171027284051e-10,7.345980700850075e-14,2.818546548019446e-13,1.5985598647839564e-21,5.71678964925749e-14,5.0825421409045264e-15,1.3650540957173324e-12,2.474002759962555e-19,1.2294608787429352e-18,5.224231053675105e-28,1.4749062749388143e-22,8.853631831478012e-28,7.408771730992772e-29,2.5911643880277366e-27,2.311049261114593e-26,1.5325138294030938e-32,1.777859915446065e-35
5.834374084178349e-07,0.11224537181017105,0.0,0.0,0.0,0.0,0.3299996455672641,0.6699996434509435,3.4947432723043e-07,3.510384821629733e-07,2.7192456475474855e-09,5.848160988261686e-10,8.60792414713888e-18,1.041263270440211e-09,2.229429470562439e-09,1.8871242466546993e-09,3.928435186481896e-12,1.9793694067643298e-10,1.1216577057940246e-10,7.99180405782689e-14,3.121833863778434e-13,1.7705715474173276e-21,6.569854876564046e-14,5.3231778421204875e-15,1.4137636129888723e-12,2.768103221305622e-19,1.4248624612323333e-18,5.839792647448533e-28,1.6336124358068056e-22,1.0629094824558829e-27,9.013222792158627e-29,3.0667906093837678e-27,2.830273748818808e-26,1.8768280486173007e-32,2.2551084711416272e-35
6.033323177504216e-07,0.11224537180489602,0.0,0.0,0.0,0.0,0.3299996333487105,0.6699996311924817,3.614437773969725e-07,3.6300979550724734e-07,2.8124383937987462e-09,5.972782963671722e-10,8.902930997059885e-18,1.0903208515666225e-09,2.3844095939075285e-09,2.0528755535254436e-09,4.344940421520826e-12,2.065831781924729e-10,1.1681785926771812e-10,8.670212123154464e-14,3.4449260337187567e-13,1.953815702173281e-21,7.512908895785387e-14,5.5680092952285516e-15,1.4625044011141012e-12,3.08547906232779e-19,1.643067434487434e-18,6.505777457596064e-28,1.802682229263396e-22,1.2681736978691351e-27,1.0887886716320498e-28,3.609840728944743e-27,3.443054434248922e-26,2.2831829732527412e-32,2.838059300297991e-35
6.232272270830083e-07,0.11224537179975946,0.0,0.0,0.0,0.0,0.329999621120347,0.6699996189278677,3.7341771564514115e-07,3.749806911856056e-07,2.905666076983217e-09,6.097401085297504e-10,9.198048441796755e-18,1.139548884671854e-09,2.5446162628417692e-09,2.22626989709064e-09,4.7899703890370274e-12,2.1524570555204318e-10,1.2147275939570805e-10,9.381703854134485e-14,3.7882975654994776e-13,2.148561449644982e-21,8.551711426392957e-14,5.817039008662788e-15,1.5112765749769208e-12,3.427131361811347e-19,1.8858495305890967e-18,7.224906211964446e-28,1.9823639617914178e-22,1.504346069521243e-27,1.3066176486028285e-28,4.227294793036732e-27,4.1624240894226527e-26,2.7602212170821873e-32,3.5455523102972663e-35
6.43122136415595e-07,0.11224537179476128,0.0,0.0,0.0,0.0,0.32999960888214636,0.6699996066570983,3.853961647723426e-07,3.869511695894428e-07,2.998928875084544e-09,6.22201535874961e-10,9.493277044766677e-18,1.1889275826914407e-09,2.710051572498876e-09,2.4073322132736842e-09,5.264481085802474e-12,2.2392256848022454e-10,1.2612996607616418e-10,1.0126766008115018e-13,4.152411212980547e-13,2.3550712441698918e-21,9.692156849230065e-14,6.07026945246153e-15,1.5600802348245672e-12,3.794073165824068e-19,2.15505761410584e-18,8.000007381319586e-28,2.17289978946446e-22,1.7748636645129042e-27,1.5584253760744596e-28,4.926613410389565e-27,5.0027429165967524e-26,3.31746568008815e-32,4.3990354528208005e-35
6.630170457481817e-07,0.1122453717899014,0.0,0.0,0.0,0.0,0.32999959663408485,0.6699995943801708,3.973791444365141e-07,3.9892123111172263e-07,3.092226941581474e-09,6.346625789455907e-10,9.788617291815215e-18,1.238439607799319e-09,2.8807176273771293e-09,2.596084555201315e-09,5.769429625950794e-12,2.3261208382106755e-10,1.3078906104301142e-10,1.0905873457677597e-13,4.5377182801743985e-13,2.573601046218203e-21,1.0940270872847e-13,6.327703062321392e-15,1.6089154680900617e-12,4.187329508503853e-19,2.4526165757370437e-18,8.834020547229729e-28,2.374525877003498e-22,2.083421037751321e-27,1.84811524279626e-28,5.715756100492991e-27,5.979788599532896e-26,3.9653792665044064e-32,5.422830528762809e-35
6.829119550807684e-07,0.11224537178517978,0.0,0.0,0.0,0.0,0.32999958437614113,0.6699995820970825,4.0936667154946663e-07,4.108908761467561e-07,3.1855604085178093e-09,6.47123238268519e-10,1.008406960093441e-17,1.2880697796405227e-09,3.0566165400524664e-09,2.79254645094874e-09,6.30577424025775e-12,2.4131280193753687e-10,1.3544969780375238e-10,1.1719489495162055e-13,4.944658917367462e-13,2.8044004903403855e-21,1.23022072859967e-13,6.589342243244249e-15,1.657782350995052e-12,4.607937434640603e-19,2.7805282275773426e-18,9.729999682474912e-28,2.587472552736063e-22,2.4339810442918887e-27,2.179890400232988e-28,6.603199891206441e-27,7.110849751828454e-26,4.715426855656792e-32,6.644417261399458e-35
