Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282)
7.545300901805767e-05,0.11224490655574423,0.0,0.0,0.0,0.0,0.329870530398428,0.6698962122419985,5.454370131348624e-05,4.425239136258158e-05,4.246086676203466e-07,4.651275491777896e-08,1.3441224949391007e-15,2.3473079044738104e-07,4.726899401472934e-05,6.80199917636352e-05,1.295713162554608e-05,3.748184270520142e-08,1.755287739315457e-08,4.9170854922008054e-09,3.614955498398742e-08,2.0502492313464573e-16,1.2557218799162433e-06,3.534854954733696e-11,3.3156346805454284e-10,1.7927977375917792e-11,1.0419480551210803e-08,2.826424259910573e-19,1.9208308543993774e-17,1.2277891449692777e-15,1.5039683748627573e-16,2.005549511327027e-15,2.03279927298834e-12,1.3480766018054545e-18,2.5481593922489267e-19,2.4371670733123167e-24,5.188950863130578e-23,5.533283211126529e-22,3.677362599836825e-16
7.693494558090313e-05,0.11224486399516351,0.0,0.0,0.0,0.0,0.329866284603754,0.6698929704032025,5.536662280190896e-05,4.510117814464022e-05,4.310130346456882e-07,4.740198591191955e-08,1.3643958776053003e-15,2.389791562611021e-07,4.912793307158895e-05,7.076621167372833e-05,1.3694534634399206e-05,3.809334822260516e-08,1.7898813197578052e-08,5.118272469377783e-09,3.763258574679824e-08,2.1343604377997124e-16,1.334684235334279e-06,3.655937902518348e-11,3.3873504331872786e-10,1.9248525725216246e-11,1.1452263233744036e-08,3.058503948105347e-19,2.0008632927341058e-17,1.3698522448108562e-15,1.6829650525219359e-16,2.2402915372912107e-15,2.323222365221687e-12,1.5406743739831639e-18,2.9561549010353443e-19,2.838787538178547e-24,6.044023371997944e-23,6.445097271899934e-22,4.377064443722125e-16
7.84168821437486e-05,0.11224481977624891,0.0,0.0,0.0,0.0,0.32986198040908865,0.6698896881991127,5.617244937832458e-05,4.5948451952748576e-05,4.3728424541638086e-07,4.828959295587947e-08,1.3842477467226004e-15,2.4318544868358174e-07,5.1015342097524176e-05,7.356155199881094e-05,1.4453826173806976e-05,3.86960604813203e-08,1.8244546703745747e-08,5.322909285717932e-09,3.9141136161052644e-08,2.2199190105029899e-16,1.4168484692736364e-06,3.7777629732935905e-11,3.4586206972670713e-10,2.0628155953923677e-11,1.2560062502057952e-08,3.3039111035058783e-19,2.0823773818059505e-17,1.5242308672028053e-15,1.878253834482598e-16,2.4958376162863596e-15,2.647188112184417e-12,1.755516386970499e-18,3.4174125010871924e-19,3.2954147447007078e-24,7.016193815834851e-23,7.48177974147761e-22,5.190593630727855e-16
7.989881870659406e-05,0.1122447739150619,0.0,0.0,0.0,0.0,0.3298576184212436,0.6698863661533694,5.696139597146218e-05,4.6794161282561646e-05,4.4342397425254377e-07,4.917552157006941e-08,1.4036834024449481e-15,2.47349896854052e-07,5.2930646845657044e-05,7.640553200583112e-05,1.5234851502637818e-05,3.929007103682412e-08,1.8590058446310092e-08,5.530940259465076e-09,4.067479420275106e-08,2.3069015812049785e-16,1.5022687664490534e-06,3.9002727508721445e-11,3.529435767625896e-10,2.2067400270946198e-11,1.3746174428217226e-08,3.563065464876082e-19,2.1653569105695675e-17,1.6916061355956673e-15,2.0908342192459829e-16,2.7733991509775634e-15,3.0076256891489338e-12,1.9945451610481248e-18,3.937263616283073e-19,3.81302823620772e-24,8.118188170103261e-23,8.656901075281065e-22,6.13332912084688e-16
8.138075526943952e-05,0.11224472642910896,0.0,0.0,0.0,0.0,0.32985319924217704,0.6698830047840515,5.773370413836477e-05,4.763825628131555e-05,4.4943410278285477e-07,5.005971927901673e-08,1.4227088011731174e-15,2.514728192508114e-07,5.487327893237621e-05,7.929767415783689e-05,1.603744236800836e-05,3.987548514558359e-08,1.8935329453812694e-08,5.742309966457887e-09,4.223314963996336e-08,2.3952848832929387e-16,1.5909984313669343e-06,4.023412852134301e-11,3.599787973612063e-10,2.3566735679622155e-11,1.5013922859254253e-08,3.836387609279194e-19,2.249785811862928e-17,1.8726712157877623e-15,2.3217333206048144e-16,3.0742152689262528e-15,3.407631769117067e-12,2.2598142947859074e-18,4.52140064400839e-19,4.398081420833158e-24,9.363740573682494e-23,9.985106792624089e-22,7.222296854774253e-16
8.286269183228498e-05,0.11224467733717793,0.0,0.0,0.0,0.0,0.32984872346789335,0.6698796046026393,5.8489639256211905e-05,4.848068883635645e-05,4.5531669807680753e-07,5.0942135685470664e-08,1.4413304863311476e-15,2.555546160457363e-07,5.6842676781476275e-05,8.223750510122589e-05,1.6861418498661845e-05,4.0452420395775693e-08,1.928034129110193e-08,5.9569633637299995e-09,4.381579495507802e-08,2.485045804098749e-16,1.6830898931619109e-06,4.1471319136370714e-11,3.669671562318763e-10,2.512658730894674e-11,1.6366656429049094e-08,4.1242989181287434e-19,2.3356482080190284e-17,2.068130631852732e-15,2.5720053082175465e-16,3.3995518852252374e-15,3.850474227972159e-12,2.5534909221630534e-18,5.175888175009766e-19,5.057523871497237e-24,1.0767640783824273e-22,1.1482168080719816e-21,8.476298016179454e-16
8.434462839513044e-05,0.11224462665918034,0.0,0.0,0.0,0.0,0.3298441916874442,0.6698761661130825,5.922948780698037e-05,4.9321412649584964e-05,4.6107399150023083e-07,5.182272252976977e-08,1.4595555214323081e-15,2.5959576162053363e-07,5.883828647587758e-05,8.522455656561449e-05,1.7706589045596936e-05,4.102100537974446e-08,1.962507609627942e-08,6.174845902903536e-09,4.542232619153202e-08,2.5761614329218397e-16,1.7785947123265743e-06,4.2713815619798335e-11,3.73908258035514e-10,2.6747331832480968e-11,1.7807745758110986e-08,4.427221561271163e-19,2.4229284526295997e-17,2.2786996208174605e-15,2.8427308663057847e-16,3.750700807567837e-15,4.339595722737364e-12,2.8778580855369668e-18,5.907174015061586e-19,5.798823800503701e-24,1.234578201294841e-22,1.3165032805866857e-21,9.916043190053643e-16
8.58265649579759e-05,0.11224457441600032,0.0,0.0,0.0,0.0,0.32983960448202965,0.669872689810967,5.9953554766631884e-05,5.016038329856622e-05,4.6670835838506795e-07,5.270143373539242e-08,1.477391425722653e-15,2.635967972856525e-07,6.085956251962569e-05,8.825836617843526e-05,1.857275396417579e-05,4.1581378414266253e-08,1.9969516612421286e-08,6.395903633516348e-09,4.7052343725997203e-08,2.6686091048243163e-16,1.8775635891736578e-06,4.3961163695955506e-11,3.8080187551519853e-10,2.8429300934391555e-11,1.9340580845007807e-08,4.745578497093957e-19,2.511611168514375e-17,2.5051035290333328e-15,3.1350166750483504e-16,4.128978889119486e-15,4.878617149123217e-12,3.235317028561198e-18,6.722100021791257e-19,6.629990691899562e-24,1.4115209112737509e-22,1.5051876894980853e-21,1.1564292459665363e-15
8.730850152082136e-05,0.11224452062935039,0.0,0.0,0.0,0.0,0.3298349624241949,0.6698691761827742,6.066216110835087e-05,5.099755828508555e-05,4.7222229858754017e-07,5.357822544162802e-08,1.494846112636794e-15,2.675583242367185e-07,6.29059685132824e-05,9.133847819680999e-05,1.9459705333066473e-05,4.213368631362521e-08,2.0313646214336405e-08,6.620083296489471e-09,4.870545296749591e-08,2.7623664402818346e-16,1.9800463738726155e-06,4.521293797615212e-11,3.8764793767095834e-10,3.017278478570369e-11,2.0968568651032685e-08,5.079793486694395e-19,2.6016812819747844e-17,2.7480772523655643e-15,3.4499949184910404e-16,4.535727233416631e-15,5.471340985205109e-12,3.628389413588946e-18,7.627912772292382e-19,7.55959807726789e-24,1.6094167076315392e-22,1.7162156056317303e-21,1.3446001480649609e-15
8.879043808366682e-05,0.11224446532163461,0.0,0.0,0.0,0.0,0.32983026607711935,0.6698656257052309,6.135564142731705e-05,5.18328970719496e-05,4.776184179929536e-07,5.44530560243126e-08,1.51192783125034e-15,2.714809967775633e-07,6.497697774616249e-05,9.446444415961272e-05,2.036722860643039e-05,4.2678083219492816e-08,2.065744893063529e-08,6.847332407998708e-09,5.038126498535041e-08,2.85741138079822e-16,2.086092077906148e-06,4.646874127414218e-11,3.944465180601189e-10,3.1978035497611796e-11,2.269513087774741e-08,5.430291120206307e-19,2.6931240534326034e-17,3.0083647215616667e-15,3.7888228220625747e-16,4.972310454434859e-15,6.121754528576013e-12,4.059719468433259e-18,8.63227407892983e-19,8.596806443060653e-24,1.830214983442733e-22,1.9516657813705876e-21,1.5588473567403385e-15
9.027237464651228e-05,0.11224440851581984,0.0,0.0,0.0,0.0,0.3298255159939953,0.6698620388447487,6.203434169260193e-05,5.2666361108842515e-05,4.828994110106417e-07,5.532588610556987e-08,1.5286451108666556e-15,2.753655158334399e-07,6.707207370914577e-05,9.763582346294225e-05,2.1295103796744845e-05,4.321472949066347e-08,2.100090946139202e-08,7.07759933406339e-09,5.2079397068240717e-08,2.9537222206128595e-16,2.1957488867967015e-06,4.772820382395443e-11,4.0119782329524114e-10,3.384527052250526e-11,2.452370193530202e-08,5.797496853464078e-19,2.785925104572894e-17,3.2867184334585147e-15,4.152682222095401e-16,5.440115993958413e-15,6.8340330346809106e-12,4.53207606759458e-18,9.74327137203037e-19,9.751386259903166e-24,2.0759949326425055e-22,2.2137553833825158e-21,1.802151782423801e-15
9.175431120935774e-05,0.11224435023531447,0.0,0.0,0.0,0.0,0.3298207127174891,0.6698584160569439,6.269861713003523e-05,5.349791384804801e-05,4.880680440889671e-07,5.6196678553485064e-08,1.5450067088326802e-15,2.792126227728938e-07,6.919075053200814e-05,0.00010085218386246424,2.2243106586548578e-05,4.3743790654829436e-08,2.1344013191685627e-08,7.310833356206549e-09,5.379947321695631e-08,3.05127763464748e-16,2.3090641739582213e-06,4.899098241497108e-11,4.079021818025679e-10,3.5774675977146674e-11,2.6457727097902847e-08,6.181837053278334e-19,2.880070442126062e-17,3.583899028054021e-15,4.542779169102182e-16,5.940553497456754e-15,7.612542764267572e-12,5.0483547532176036e-18,1.0969427968986753e-18,1.1033741126490223e-23,2.3489704831447225e-22,2.504845253093909e-21,2.077761335160991e-15
9.32362477722032e-05,0.1122442905038553,0.0,0.0,0.0,0.0,0.32981585677928377,0.6698547577862339,6.33488302383e-05,5.432752075084191e-05,4.931271402679457e-07,5.706539847262145e-08,1.5610215616393957e-15,2.8302309355201137e-07,7.133251334936962e-05,0.00010411310190626949,2.3211009368211853e-05,4.4265436423784546e-08,2.1686746201309307e-08,7.546984728574173e-09,5.55411245736814e-08,3.1500567028533874e-16,2.426084515534196e-06,5.025675945837251e-11,4.1456003289510076e-10,3.776640986613398e-11,2.850066084148105e-08,6.583739049705067e-19,2.975546478436653e-17,3.900674910906424e-15,4.960343565961323e-16,6.475054248835769e-15,8.46184394799551e-12,5.611579701110469e-18,1.2319713249719145e-18,1.2454931022730972e-23,2.6514952549445486e-22,2.8274451938058504e-21,2.389207955617855e-15
9.471818433504866e-05,0.11224422934540222,0.0,0.0,0.0,0.0,0.32981094869969546,0.6698510644655084,6.398534893909072e-05,5.5155149285346776e-05,4.980795647759619e-07,5.793201318626184e-08,1.576698739327422e-15,2.867977331904302e-07,7.349687859946124e-05,0.00010741816330202745,2.4198582211562494e-05,4.4779839772731e-08,2.202909527093438e-08,7.786004726927496e-09,5.730398979085296e-08,3.2500389311315293e-16,2.5468557060893863e-06,5.1525241998226746e-11,4.211719162060406e-10,3.9820605187319365e-11,3.065596535749562e-08,7.003631193802111e-19,3.072340048976426e-17,4.237821919833825e-15,5.406628841619463e-16,7.0450706636855485e-15,9.386693676243585e-12,6.224905637158454e-18,1.3803552758477422e-18,1.402669566867169e-23,2.98606754256104e-22,3.1842192837654173e-21,2.7403252592378363e-15
9.620012089789412e-05,0.11224416678404123,0.0,0.0,0.0,0.0,0.32980598898736163,0.6698473365158681,6.460854486089956e-05,5.598076891662126e-05,5.029282116671667e-07,5.879649221122772e-08,1.5920474031869586e-15,2.9053737058455855e-07,7.568337425996715e-05,0.00011076696322229952,2.520559375984468e-05,4.5287176083725035e-08,2.2371047885012155e-08,8.027845689941904e-09,5.90877153427817e-08,3.3512042690063136e-16,2.6714227750292642e-06,5.27961606796054e-11,4.2773846152037893e-10,4.1937372904239286e-11,3.292710923587931e-08,7.441942919491814e-19,3.1704384269666326e-17,4.5961230344675e-15,5.882911660435072e-16,7.652075839996256e-15,1.0392048722059491e-11,6.8916197093998094e-18,1.5430838251674379e-18,1.576147798742525e-23,3.355335321528707e-22,3.57799121488182e-21,3.135266796259598e-15
9.768205746073958e-05,0.11224410284389463,0.0,0.0,0.0,0.0,0.3298009781389942,0.6698435743464275,6.52187917548853e-05,5.680435108973377e-05,5.076759914875027e-07,5.965880722609242e-08,1.6070767667138917e-15,2.942428536599269e-07,7.78915400252104e-05,0.00011415910655191795,2.62318120550515e-05,4.5787622352733316e-08,2.2712592231691227e-08,8.272461053259598e-09,6.089195578333146e-08,3.453533124240087e-16,2.7998300036281727e-06,5.4069268685180996e-11,4.342603790350171e-10,4.411680477374657e-11,3.531756630939175e-08,7.899104808266026e-19,3.269829335279617e-17,4.9763681268640124e-15,6.390491666853909e-16,8.297563164753868e-15,1.1483068305014242e-11,7.615143320911958e-18,1.7211937710861872e-18,1.767244767186107e-23,3.7621012789631206e-22,4.0117496571141056e-21,3.578524930286754e-15
9.916399402358504e-05,0.11224403754903953,0.0,0.0,0.0,0.0,0.3297959166391949,0.6698397783541752,6.581646404031698e-05,5.762586920654199e-05,5.123258199498017e-07,6.051893203356791e-08,1.6217960597601872e-15,2.9791504486146997e-07,8.012092742892548e-05,0.00011759420808134176,2.727700529415789e-05,4.6281356459283846e-08,2.3053717200020056e-08,8.519805376751004e-09,6.271637395301484e-08,3.557006374578719e-16,2.9321209425543126e-06,5.534434065081131e-11,4.407384500709047e-10,4.63589760199635e-11,3.783081465106904e-08,8.3755486555970025e-19,3.370500955792721e-17,5.379353751098829e-15,6.930691264736915e-16,8.983045974359864e-15,1.266511680347422e-11,8.399033928490124e-18,1.9157705339140798e-18,1.9773524856155598e-23,4.2093278685040615e-22,4.488653648854071e-21,4.074950338120663e-15
9.999999999999998e-05,0.1122439709234332,0.0,0.0,0.0,0.0,0.3297930391234145,0.6698376221416507,6.614822260206745e-05,5.808839281710966e-05,5.149068143061803e-07,6.100317941217701e-08,1.6299663423149344e-15,2.999722816864391e-07,8.138779100759571e-05,0.0001195508651834672,2.7874915288558098e-05,4.6556992896454437e-08,2.3245967302117145e-08,8.660527145444314e-09,6.375436218228981e-08,3.615876658641441e-16,3.008479953801755e-06,5.606443631205267e-11,4.443739004240355e-10,4.7651557141402873e-11,3.930410193323901e-08,8.652995482652874e-19,3.427853645647958e-17,5.617025723227173e-15,7.250332060915942e-16,9.387970669112168e-15,1.3374200077168378e-11,8.869271589215382e-18,2.033228157088179e-18,2.1048188615605366e-23,4.4806451894835415e-22,4.777975250989251e-21,4.380411581628943e-15
0.0001006459305864305,0.1122439709234332,0.0,0.0,0.0,0.0,0.32979080496032676,0.6698359489238906,6.640193547626574e-05,5.844529859686942e-05,5.168806075920335e-07,6.137684251780134e-08,1.6362144957964992e-15,3.015548169778087e-07,8.237109991680179e-05,0.00012107189264986853,2.834094251819163e-05,4.6768556497275247e-08,2.3394412374695642e-08,8.76983436544312e-09,6.456064113889048e-08,3.661605376820299e-16,3.0683384297869147e-06,5.662117156966586e-11,4.471735182543715e-10,4.866394784834185e-11,4.04703357160393e-08,8.871707538039986e-19,3.472441936368664e-17,5.805882969545453e-15,7.504855430344547e-16,9.7100572664371e-15,1.3943766422494502e-11,9.2469868118956e-18,2.1279491558280884e-18,2.2079403894478e-23,4.700142390181428e-22,5.012038013885772e-21,4.629772133619409e-15
0.00010212786714927596,0.11224390299084576,0.0,0.0,0.0,0.0,0.32978564356243734,0.6698320864281082,6.697557795553346e-05,5.926261648473692e-05,5.21343250387453e-07,6.223251659727794e-08,1.6503412421880604e-15,3.051630492932408e-07,8.464163287289476e-05,0.00012459179524252465,2.9423394236421116e-05,4.7249400165155904e-08,2.373466802860882e-08,9.022504884571341e-09,6.642443719063932e-08,3.76731197339849e-16,3.20852460882818e-06,5.789957569351034e-11,4.5356648117908894e-10,5.103176979601641e-11,4.323961361869531e-08,9.38801588013092e-19,3.575641395635898e-17,6.256765213383674e-15,8.114351557716769e-16,1.0480149460282683e-14,1.532479982418162e-11,1.0162836818215109e-17,2.358915302265732e-18,2.4605577250090663e-23,5.237842095955262e-22,5.585418805722855e-21,5.248618618426181e-15
0.00010360980371212142,0.11224383377479992,0.0,0.0,0.0,0.0,0.32978043289323117,0.6698281912271294,6.753776041624793e-05,6.007780195027224e-05,5.257166212710349e-07,6.308593417398053e-08,1.6641853933711462e-15,3.087406240591457e-07,8.693211360389081e-05,0.00012815356104436945,3.052413298821474e-05,4.7724064213393254e-08,2.4074475113425587e-08,9.277774969206163e-09,6.83074505961621e-08,3.8741084966700945e-16,3.3527209471197675e-06,5.917938543884405e-11,4.5991828255491456e-10,5.346248191679382e-11,4.6142134536063786e-08,9.924909520299868e-19,3.680088925740431e-17,6.732816174773089e-15,8.760569334975712e-16,1.129489420300246e-14,1.6814212726982205e-11,1.1150560085612986e-17,2.6099062664829277e-18,2.736835949898804e-23,5.825899321853376e-22,6.21249878030849e-21,5.937538662513873e-15
0.00010509174027496688,0.11224376329851679,0.0,0.0,0.0,0.0,0.329775173388084,0.6698242636690734,6.80888478661108e-05,6.0890835887884186e-05,5.300035625431468e-07,6.393707707941364e-08,1.6777559468064692e-15,3.1228842327483926e-07,8.924214128508018e-05,0.00013175684545584465,3.164293384534307e-05,4.81927239469202e-08,2.4413825248431948e-08,9.535603828897587e-09,7.020937851997871e-08,3.9819777710929006e-16,3.500968254580716e-06,6.04604503046974e-11,4.662299048452642e-10,5.595611680101401e-11,4.918138622817148e-08,1.0482825775132502e-18,3.7857745932372385e-17,7.234857728069355e-15,9.444920649913915e-16,1.21558822182058e-14,1.841821647993599e-11,1.2214275750480583e-17,2.882211978622835e-18,3.038491145288937e-23,6.4679666477703645e-22,6.897172898212231e-21,6.703023717615932e-15
0.00010657367683781234,0.1122436915848687,0.0,0.0,0.0,0.0,0.32976986547009834,0.6698203040899678,6.862920051394587e-05,6.170170096125156e-05,5.34206879108757e-07,6.47859290180556e-08,1.6910617815775198e-15,3.158073257665444e-07,9.157132687174393e-05,0.00013540131407267724,3.277957485765696e-05,4.865555278006409e-08,2.475271070785718e-08,9.795951847768416e-09,7.212992680762792e-08,4.090903113475223e-16,3.6533067021906127e-06,6.174263580804374e-11,4.725023623905716e-10,5.851270143215594e-11,5.2360857666268035e-08,1.1062203501412497e-18,3.892688938284967e-17,7.76371787744375e-15,1.0168839523104674e-15,1.3064723194041855e-14,2.014324061749656e-11,1.3358247641698938e-17,3.1771760205024727e-18,3.367326440695172e-23,7.167882086102432e-22,7.643533857576228e-21,7.552030466752137e-15
0.0001080556134006578,0.11224361865633692,0.0,0.0,0.0,0.0,0.32976450955019304,0.6698163128138698,6.915917300295223e-05,6.251038155563974e-05,5.383293325086066e-07,6.563247550875834e-08,1.704111639495903e-15,3.1929820455206903e-07,9.391929297950224e-05,0.00013908664263370606,3.39338374451879e-05,4.911272184133038e-08,2.509112440687796e-08,1.0058780580473979e-08,7.406880995916572e-08,4.2008683314728356e-16,3.809775840548566e-06,6.302582244197257e-11,4.787366950118548e-10,6.113225888347744e-11,5.5684038759908935e-08,1.166348315548063e-18,4.0008229723023695e-17,8.320230728287259e-15,1.0933782066691622e-15,1.4023045707319566e-14,2.1995935400078606e-11,1.4586885965435774e-17,3.4961966471826094e-18,3.725234451798827e-23,7.929674300475686e-22,8.455877659151855e-21,8.492004113208866e-15
0.00010953754996350326,0.11224354453497566,0.0,0.0,0.0,0.0,0.3297591060272253,0.669812290153019,6.967911373990894e-05,6.331686372802059e-05,5.423736356975203e-07,6.647670382457273e-08,1.7169141085717926e-15,3.2276192447795195e-07,9.628567373699922e-05,0.00014281251693985456,3.5105506739786034e-05,4.956439962532158e-08,2.542905988649279e-08,1.0324052744430123e-08,7.602575107474644e-08,4.3118577205025668e-16,3.9704146183450435e-06,6.43099046610073e-11,4.849339620853258e-10,6.381480985915736e-11,5.915442017411899e-08,1.2287106849534146e-18,4.110168174238837e-17,8.90523647983261e-15,1.1741226466963873e-15,1.503249718046006e-14,2.398317434504387e-11,1.5904748983601786e-17,3.8407278162464525e-18,4.1141997319278626e-23,8.757567855884297e-22,9.338709204830532e-21,9.530902312492854e-15
0.00011101948652634872,0.11224346924238114,0.0,0.0,0.0,0.0,0.3297536552881413,0.6698082364080169,7.018936431449443e-05,6.412113515543535e-05,5.463424485244071e-07,6.731860293143493e-08,1.7294776087056204e-15,3.2619934011524517e-07,9.867011461412414e-05,0.00014657863274731626,3.6294371879442715e-05,5.001075168901879e-08,2.576651129744313e-08,1.059173220869396e-08,7.800048177514338e-08,4.423856059234567e-16,4.135261400689919e-06,6.559478989724185e-11,4.910952370763902e-10,6.656037408537494e-11,6.277549322813213e-08,1.2933518404572732e-18,4.220716485604803e-17,9.519581436506605e-15,1.2592672988803975e-15,1.6094743868077896e-14,2.611205675239496e-11,1.7316544688797346e-17,4.2122802255761795e-18,4.5363012378251105e-23,9.655988501591224e-22,1.0296747931111206e-20,1.067721975094297e-14
0.00011398335965203963,0.112243315227449,0.0,0.0,0.0,0.0,0.32974261365098145,0.6698000368110453,7.118212454950105e-05,6.572300426237455e-05,5.540639559406612e-07,6.899537747341507e-08,1.7539204746680403e-15,3.32998615140756e-07,0.00010349181408837701,0.00015423042081823444,3.872286763171078e-05,5.088812475991489e-08,2.6439941461831693e-08,1.1134174180628995e-08,8.200228034855916e-08,4.650821078865609e-16,4.477729629498242e-06,6.816665861800828e-11,5.033141470066572e-10,7.224062360679515e-11,7.048368288431162e-08,1.429648925279113e-18,4.4453924760919946e-17,1.083970496691783e-14,1.4433684099582881e-15,1.8384382284420457e-14,3.082429322839141e-11,2.0441524838289695e-17,5.042781571502547e-18,5.488715673072902e-23,1.1683151932735032e-21,1.2458431415142641e-20,1.3328929983402531e-14
0.00011665084546516145,0.11224317281483007,0.0,0.0,0.0,0.0,0.3297325183430398,0.6697925536508335,7.204573980807521e-05,6.715703336495021e-05,5.607806085106852e-07,7.049643043466545e-08,1.7751824162476635e-15,3.3903630394636967e-07,0.00010788977756538024,0.00016125180266342052,4.096529820845824e-05,5.166113885537635e-08,2.704432629066956e-08,1.1630265484570821e-08,8.566221752276045e-08,4.858397171814037e-16,4.800715976616981e-06,7.048339111486302e-11,5.141989625315498e-10,7.756857276758018e-11,7.797145773790693e-08,1.5605586588754574e-18,4.6516438955112213e-17,1.2136772643148732e-14,1.6256585320089768e-15,2.064271891766433e-14,3.562565899739456e-11,2.3625612248874598e-17,5.898999705383374e-18,6.482091543464554e-23,1.3797508664054131e-21,1.471309423868629e-20,1.617996407104307e-14
0.00011931833127828327,0.11224302691986308,0.0,0.0,0.0,0.0,0.3297222755488996,0.6697849739441569,7.28829152841769e-05,6.858377637140059e-05,5.672912648542906e-07,7.198983595388684e-08,1.7957922653188895e-15,3.4500141447407304e-07,0.00011234123831495532,0.00016839927470901943,4.3260369362707414e-05,5.241931434080656e-08,2.764707779774391e-08,1.2133645422922837e-08,8.937599587430845e-08,5.069026907691865e-16,5.1379081281870615e-06,7.28017823931126e-11,5.249840159804758e-10,8.31010648094525e-11,8.600180399939026e-08,1.6995501797594864e-18,4.861688469607264e-17,1.354234433502561e-14,1.8246398969746376e-15,2.309888997916258e-14,4.1006944800601324e-11,2.719428110816397e-17,6.868966086512382e-18,7.619739465466182e-23,1.6218963705814733e-21,1.7295234035945913e-20,1.953842993552275e-14
0.0001219858170914051,0.11224287764985504,0.0,0.0,0.0,0.0,0.3297118871219857,0.6697772990537421,7.369534804385157e-05,7.000321286318557e-05,5.736091388305221e-07,7.347558270423671e-08,1.8157918510913862e-15,3.508983639019816e-07,0.00011684450965465554,0.00017567140142376792,4.5607020374098004e-05,5.316348431917451e-08,2.824818157917454e-08,1.264414252897478e-08,9.314234087406617e-08,5.28263800061984e-16,5.489511052647232e-06,7.512164572625142e-11,5.35675512039611e-10,8.883831364332786e-11,9.459511645649711e-08,1.8468890742359012e-18,5.075494930726673e-17,1.5061583061426854e-14,2.04126801309218e-15,2.5763300804759417e-14,4.7018051599505336e-11,3.118062388450833e-17,7.96368324218154e-18,8.917528213476097e-23,1.8981312103793256e-21,2.024088845005081e-20,2.3476766349338062e-14
0.00012465330290452691,0.11224272510542378,0.0,0.0,0.0,0.0,0.32970135480913904,0.6697695302402082,7.44846422120336e-05,7.141533508906402e-05,5.797467204658802e-07,7.49536722168885e-08,1.835220711442453e-15,3.567313674772495e-07,0.00012139800478588196,0.00018306683723614897,4.800424302003598e-05,5.389443918615581e-08,2.8847628179669054e-08,1.3161595747869808e-08,9.696005516901127e-08,5.499162541820184e-16,5.855724957494596e-06,7.7442864648669e-11,5.462795071402737e-10,9.478058929517006e-11,1.0377180860329181e-07,2.002842996280996e-18,5.293036180892862e-17,1.6699720497937514e-14,2.2765221160199007e-15,2.8646559826219184e-14,5.3711453732621506e-11,3.5619439614645055e-17,9.19483536887602e-18,1.0392519948308468e-22,2.2120895188234926e-21,2.3588810376880313e-20,2.8075240351268068e-14
0.00012732078871764872,0.11224256938199682,0.0,0.0,0.0,0.0,0.3296906802558359,0.6697616686675375,7.525230848807316e-05,7.28201469638484e-05,5.857157722013105e-07,7.642411779274453e-08,1.8541160810366612e-15,3.625044306133541e-07,0.00012600023157773455,0.00019058432225966423,5.045108166970934e-05,5.4612926109003714e-08,2.944541273966703e-08,1.3685853930581472e-08,1.0082801484347807e-07,5.718536787570108e-16,6.236745579597977e-06,7.976538187790213e-11,5.568018721581391e-10,1.0092822559703611e-10,1.1355231846294104e-07,2.167681732971134e-18,5.514289089691723e-17,1.846205920589781e-14,2.531405451565006e-15,3.17594817655352e-14,6.114224816931242e-11,4.0547266567012907e-17,1.0574809998051558e-17,1.2063019734159955e-22,2.5676707036548707e-21,2.738058149249121e-20,3.342252489079642e-14
0.00012998827453077053,0.11224241056882167,0.0,0.0,0.0,0.0,0.32967986501150925,0.6697537154086056,7.599976492707641e-05,7.421766310026687e-05,5.915273349968888e-07,7.788694345816614e-08,1.8725129106505712e-15,3.682213449378033e-07,0.00013064978729004093,0.00019822267789516975,5.294663272580326e-05,5.5319649145665466e-08,3.004153464882358e-08,1.4216775306469352e-08,1.0474516552587754e-07,5.940700938391467e-16,6.632764460526398e-06,8.208918873086513e-11,5.672482617771214e-10,1.0728162436641234e-10,1.2395711498153574e-07,2.3416772412690943e-18,5.73923428601449e-17,2.0353974420018324e-14,2.806945551332276e-15,3.5113090446645825e-14,6.936820429421924e-11,4.6002415256944105e-17,1.2116719813479782e-17,1.3948625875922697e-22,2.969050275171725e-21,3.1660727716748915e-20,3.9616300433960193e-14
