Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282)
7.0203251964156415e-09,0.11224537202125476,0.0,0.0,0.0,0.0,0.3299999957667576,0.6699999959558216,4.201966899728617e-09,4.012827575886357e-09,3.098438895698663e-11,2.203192978633497e-10,9.808279890540014e-20,2.6521155614058666e-13,2.776200984024319e-13,4.640916138154632e-15,6.8486078727015695e-18,7.201168446012535e-14,4.931198350266976e-14,6.028300378283694e-19,4.197129251668401e-20,2.3804278414484645e-28,8.153053180381752e-23,3.8698460822685836e-17,1.3446492690298872e-14,3.1620105041726005e-26,1.679654833845785e-27,6.969403940006665e-35,2.1962538639792545e-29,6.750834880050519e-39,1.146145207206888e-41,2.03085867475206e-37,1.911105971462372e-38,1.2604659506434803e-44,1.0149063358833686e-49,2.0775482480884254e-54,4.242509217985828e-53,4.5240336258123326e-52,2.8019854633730334e-50
7.3525195736163725e-09,0.11224537202117073,0.0,0.0,0.0,0.0,0.3299999955664417,0.6699999957547269,4.400705674514697e-09,4.2123377262625155e-09,3.2531768232891954e-11,2.2111578605273183e-10,1.0298111936930777e-19,2.921512242002346e-13,3.065286535616877e-13,5.364319205201402e-15,7.867080263052018e-18,7.924726077837688e-14,5.418683874988976e-14,6.964060357427162e-19,5.089085548070234e-20,2.886306702341188e-28,1.0375840658776288e-22,4.074675599693168e-17,1.4247721195324645e-14,3.7950104369330955e-26,2.112086673035395e-27,8.450520610232633e-35,2.6629950388497306e-29,9.13072649870244e-39,1.6328249992485087e-41,2.6652033705781527e-37,2.628477128306712e-38,1.7340400271355707e-44,1.4936126537236719e-49,2.9965442866037495e-54,6.129733626576903e-53,6.5364909811770684e-52,4.2434666777897915e-50
7.651494513097031e-09,0.1122453720210849,0.0,0.0,0.0,0.0,0.3299999953861571,0.6699999955736489,4.579569628707684e-09,4.391988132567996e-09,3.39244020788668e-11,2.2174125361686148e-10,1.0738961864086247e-19,3.1750894699187887e-13,3.3378374489878283e-13,6.076543352817612e-15,8.865893908089229e-18,8.605242313645603e-14,5.876982211772668e-14,7.883575095661558e-19,6.006341483846125e-20,3.406534459812691e-28,1.2767539532730448e-22,4.25911947677387e-17,1.4969201489503354e-14,4.441170636129001e-26,2.573078236314326e-27,9.973649155693402e-35,3.142975273418708e-29,1.1839672430928103e-38,2.2137690305404707e-41,3.3683539936761825e-37,3.4590743742492983e-38,2.2824667864511656e-44,2.0826862459548975e-49,4.104858116387812e-54,8.416258336402857e-53,8.97474603169278e-52,6.067231037450451e-50
7.943002566700701e-09,0.11224537202099347,0.0,0.0,0.0,0.0,0.3299999952103749,0.6699999953970226,4.75396560635795e-09,4.5672210030125345e-09,3.528224817044627e-11,2.2228178304579405e-10,1.1168790974046675e-19,3.4324696749794546e-13,3.614869354639573e-13,6.8292073582594416e-15,9.9178712563862e-18,9.295445215970524e-14,6.34163470064258e-14,8.853423864527303e-19,7.014177953358895e-20,3.978135602853863e-28,1.5504685906609797e-22,4.4390456279585344e-17,1.5672920726344192e-14,5.146623231337416e-26,3.096415317645953e-27,1.164719000107756e-34,3.670354639472256e-29,1.5100609359455933e-38,2.9436065562717033e-41,4.195039244197108e-37,4.474724140674222e-38,2.953192437518315e-44,2.843406275149576e-49,5.536635274098862e-54,1.132758748969316e-52,1.2079264514261169e-51,8.482984938425718e-50
8.234510620304371e-09,0.1122453720208955,0.0,0.0,0.0,0.0,0.3299999950345924,0.6699999952203376,4.928360740452981e-09,4.742511170639507e-09,3.664008769466502e-11,2.2276492438711917e-10,1.159862266882927e-19,3.6998505950521253e-13,3.9030470081900827e-13,7.641661857945647e-15,1.1049932397808133e-17,1.0011938676207719e-13,6.8238202153053e-14,9.898217854537145e-19,8.142922672996252e-20,4.618310701415234e-28,1.8691334594578459e-22,4.61905943382651e-17,1.6376834513880336e-14,5.932105426876373e-26,3.701191156433746e-27,1.3521503619746265e-34,4.2610030219265075e-29,1.9083667103998448e-38,3.8719466721005613e-41,5.182612586998077e-37,5.734296276942496e-38,3.7851299622812376e-44,3.836785786133407e-49,7.367436171893134e-54,1.5080894804564313e-52,1.608163448035709e-51,1.1715751403214793e-49
8.52601867390804e-09,0.11224537202079223,0.0,0.0,0.0,0.0,0.3299999948588096,0.6699999950436031,5.10275503385691e-09,4.917849428309492e-09,3.7997920692046474e-11,2.231998847417261e-10,1.2028452297732651e-19,3.977225052926201e-13,4.2023708194093625e-13,8.516184965120719e-15,1.2265014737247628e-17,1.0754668195598798e-13,7.323496133314476e-14,1.102047872361937e-18,9.401651250661206e-20,5.332207052599266e-28,2.238029565479122e-22,4.7991608791369226e-17,1.7080896863757645e-14,6.803301121875129e-26,4.396463112042303e-27,1.561166040252984e-34,4.919669537380707e-29,2.3912448112819715e-38,5.04215856433981e-41,6.3547747095336175e-37,7.2842777931666e-38,4.809026976211901e-44,5.1211508039992345e-49,9.704850798203685e-54,1.9875096053002916e-52,2.1193970317202986e-51,1.5996519373746679e-49
8.81752672751171e-09,0.11224537202068442,0.0,0.0,0.0,0.0,0.32999999468302654,0.6699999948668269,5.277148489477958e-09,5.093228042935799e-09,3.9355747147052693e-11,2.235943971605309e-10,1.2458279855489585e-19,4.264585809039883e-13,4.5128410920273183e-13,9.45505316399645e-15,1.3566055655610331e-17,1.1523578957633354e-13,7.840619044246652e-14,1.2222698852333792e-18,1.0799729474612771e-19,6.1251365315148605e-28,2.662826126075729e-22,4.979349926068505e-17,1.7785072469247788e-14,7.766068856013794e-26,5.191919355644284e-27,1.793321271502902e-34,5.65125515102479e-29,2.972587250736884e-38,6.504918793317476e-41,7.73766403411355e-37,9.177864253233725e-38,6.060071636986137e-44,6.766473021986229e-49,1.2663746876528658e-53,2.59464253057446e-52,2.766818219293709e-51,2.1609745143914258e-49
9.10903478111538e-09,0.11224537202057282,0.0,0.0,0.0,0.0,0.3299999945072432,0.6699999946900157,5.451541110201215e-09,5.268640525416532e-09,4.071356705675302e-11,2.2395495071256656e-10,1.2888105341331884e-19,4.561925567453506e-13,4.834458045601045e-13,1.0460541276568494e-14,1.495599248525369e-17,1.2318615896223506e-13,8.375144893496575e-14,1.3507341681885599e-18,1.234680925920467e-19,7.002573291870894e-28,3.1495927617910667e-22,5.159626544538014e-17,1.8489334445417952e-14,8.82643991448019e-26,6.0978979488782306e-27,2.0502188061161686e-34,6.460810553968697e-29,3.66793997134649e-38,8.319106183908689e-41,9.360004832445967e-37,1.1475640499302169e-37,7.578343569770442e-44,8.856149125088501e-49,1.637960320921685e-53,3.357390463097055e-52,3.5801807632322736e-51,2.8903245607552522e-49
9.40054283471905e-09,0.11224537202045799,0.0,0.0,0.0,0.0,0.3299999943314596,0.6699999945131743,5.6259328988739685e-09,5.444081430075534e-09,4.2071380446718016e-11,2.2428699104417401e-10,1.3317928763310049e-19,4.869236981423023e-13,5.167221835166405e-13,1.1534922448014397e-14,1.6437762507155416e-17,1.3139723755507789e-13,8.927029107263434e-14,1.487684207385226e-18,1.4052824665318146e-19,7.9701515089343345e-28,3.7048114846214717e-22,5.339990718926297e-17,1.9193662347172016e-14,9.990616468334285e-26,7.12540566262765e-27,2.3335082475735535e-34,7.353534080784939e-29,4.494628446772272e-38,1.0552759670568292e-40,1.1253257292088048e-36,1.4246298021354523e-37,9.40928908774682e-44,1.1488946326819523e-48,2.1011404369137957e-53,4.308499328238739e-52,4.594403556031654e-51,3.829939821661324e-49
9.69205088832272e-09,0.11224537202034056,0.0,0.0,0.0,0.0,0.3299999941556757,0.669999994336308,5.800323858325396e-09,5.619546198527126e-09,4.342918735227326e-11,2.245950765143416e-10,1.3747750132609983e-19,5.186512658013285e-13,5.511132566214267e-13,1.268046814153533e-14,1.801430295727402e-17,1.3986847136751277e-13,9.496226689658482e-14,1.6333606646984088e-18,1.5927988328603658e-19,9.033663353780247e-28,4.335387458910245e-22,5.520442439990626e-17,1.9898040691510022e-14,1.126496990396584e-25,8.28613492168964e-27,2.6448854594756517e-34,8.33476984045764e-29,5.471876902834822e-38,1.328402348611312e-40,1.3451756250186804e-36,1.7567323489326597e-37,1.1604177327064702e-43,1.478099990331963e-48,2.6744803256667735e-53,5.486209784620282e-52,5.850264845160634e-51,5.030672085857173e-49
9.98355894192639e-09,0.11224537202022086,0.0,0.0,0.0,0.0,0.32999999397989155,0.6699999941594199,5.974713991386759e-09,5.7950309887356785e-09,4.4786987799322546e-11,2.24883049135038e-10,1.4177569457451304e-19,5.513745163162892e-13,5.86619030961797e-13,1.3899448131409787e-14,1.9688551032928554e-17,1.4859930549636174e-13,1.0082692328966173e-13,1.7880014206510404e-18,1.7982786934452932e-19,1.0199056426887682e-27,5.048662619271934e-22,5.700981696445819e-17,2.060245748511317e-14,1.2656038702831926e-25,9.592485308219158e-27,2.9860918142645235e-34,9.410005348496806e-29,6.620962805697787e-38,1.6602411501893417e-40,1.599289130068408e-36,2.1525922863577107e-37,1.4220712467299311e-43,1.8868451687831202e-48,3.37948220161556e-53,6.934853001550468e-52,7.395037547266095e-51,6.553619328149806e-49
9.999999999999999e-09,0.11224537201997606,0.0,0.0,0.0,0.0,0.3299999939699773,0.6699999941494428,5.984549572634045e-09,5.804928861270586e-09,4.4863567570533983e-11,2.2489876003125236e-10,1.420181121229163e-19,5.532497547135012e-13,5.886547646942294e-13,1.3970432585615816e-14,1.978594938237198e-17,1.4909944693422068e-13,1.0116282493092009e-13,1.7969950267808955e-18,1.810424739007066e-19,1.0267943555814998e-27,5.091511867794938e-22,5.711166720384172e-17,2.0642187549559926e-14,1.2738108114019473e-25,9.67076605779714e-27,3.006260744229235e-34,9.473563215640778e-29,6.691358556213629e-38,1.680907894322038e-40,1.6147231655835347e-36,2.177012412739907e-37,1.4382131616227213e-43,1.9125804097089405e-48,3.4236572971216427e-53,7.025639456848146e-52,7.491848437090319e-51,6.650540564704848e-49
1.0566575049133732e-08,0.11224537201997606,0.0,0.0,0.0,0.0,0.3299999936283224,0.6699999938055922,6.3234917896384166e-09,6.146048312357819e-09,4.7502569414007044e-11,2.2541097781283626e-10,1.5037202004082856e-19,6.198050732586072e-13,6.609746976567176e-13,1.6566781598253974e-14,2.334191864707254e-17,1.6683755210236066e-13,1.1307245285177306e-13,2.125113639206494e-18,2.2674585298322066e-19,1.2860042086060414e-27,6.75492410411929e-22,6.062322774397073e-17,2.2011372586299816e-14,1.58153020598661e-25,1.2695282159473793e-26,3.765181555718515e-34,1.1865131890214436e-28,9.530799361568145e-38,2.5422235466254608e-40,2.226877140612672e-36,3.1758068832580295e-37,2.0984899051091593e-43,3.008957301261246e-48,5.28791292369842e-53,1.0858141431348355e-51,1.1578668767619648e-50,1.0871513967318475e-48
1.1055921221610239e-08,0.1122453720197664,0.0,0.0,0.0,0.0,0.329999993333237,0.6699999935085703,6.616230884846504e-09,6.440707015888699e-09,4.9781833952426026e-11,2.2581643711276835e-10,1.5758715940186589e-19,6.803088799827015e-13,7.26825872444287e-13,1.9052551590962326e-14,2.673624101400195e-17,1.8294214996427203e-13,1.23879651726667e-13,2.4378182360152042e-18,2.7265717448784727e-19,1.5463934372620796e-27,8.51617288803042e-22,6.365879374906787e-17,2.3193979362452206e-14,1.8888717658812584e-25,1.5873213863568805e-26,4.527555927361596e-34,1.4267583020404673e-28,1.273487726397905e-37,3.5678347355443526e-40,2.89879237209441e-36,4.329457411605287e-37,2.8612574352942866e-43,4.3621793377326433e-48,7.554444259087123e-53,1.5519914810118508e-51,1.6549789654562547e-50,1.6272749132843392e-48
1.1545267394086745e-08,0.11224537201955408,0.0,0.0,0.0,0.0,0.32999999303815075,0.6699999932115198,6.908967688525386e-09,6.735390526391714e-09,5.2061080546092564e-11,2.2619683252991293e-10,1.648022419585801e-19,7.436085247040876e-13,7.958182200907077e-13,2.177511529329276e-14,3.0444620423045755e-17,1.9977095855938718e-13,1.3516741018826025e-13,2.77881758946251e-18,3.2511371186894043e-19,1.8439043248238283e-27,1.0624735761058959e-21,6.66968250476071e-17,2.437661554862359e-14,2.2383413519716806e-25,1.9653242556723703e-26,5.398616641869069e-34,1.701253389474575e-28,1.6793267407437628e-37,4.930399967081675e-40,3.729445099062871e-36,5.821933668241091e-37,3.848180142144669e-43,6.218523580342799e-48,1.0623360255139773e-52,2.1834766343228773e-51,2.328368432878274e-50,2.3928187089882272e-48
1.2034613566563251e-08,0.11224537201933944,0.0,0.0,0.0,0.0,0.3299999927430637,0.6699999929144468,7.201702213904148e-09,7.030092429763287e-09,5.434030932509612e-11,2.2655857811777127e-10,1.720172681206737e-19,8.097003988792434e-13,8.679517293716891e-13,2.474516072504963e-14,3.4480949839866484e-17,2.1732135255524353e-13,1.4693354848663898e-13,3.1491612951506263e-18,3.8468585831997847e-19,2.18177189832322e-27,1.3128881522777531e-21,6.973732146718615e-17,2.555926966439758e-14,2.633490220947081e-25,2.4115915549654077e-26,6.387835450329927e-34,2.0129832298865087e-28,2.187939454969329e-37,6.717609911228229e-40,4.7468049175613214e-36,7.731236741626937e-37,5.110889993609207e-43,8.729352649789294e-48,1.4724576218977917e-52,3.0277056706895256e-51,3.228619131441206e-50,3.4615515364320323e-48
1.2523959739039757e-08,0.11224537201912352,0.0,0.0,0.0,0.0,0.3299999924479758,0.6699999926173564,7.494434474191816e-09,7.324808016374616e-09,5.66195204054956e-11,2.269063834656677e-10,1.792322382564738e-19,8.785808731345567e-13,9.432263842956717e-13,2.797336205808405e-14,3.88591219088685e-17,2.3559071116470503e-13,1.5917588647787e-13,3.549878870951072e-18,4.519636685711586e-19,2.5633426966995795e-27,1.6080976547460655e-21,7.278028289316336e-17,2.6741935152153018e-14,3.077992372128226e-25,2.9348403725672385e-26,7.5050106154474975e-34,2.365035488005785e-28,2.8191701601461474e-37,9.034494786705116e-40,5.9822064780346104e-36,1.014875377524622e-36,6.709884601775467e-43,1.208177937080525e-47,2.013936217216864e-52,4.142730178052525e-51,4.417634864380564e-50,4.932968226512586e-48
1.3013305911516264e-08,0.11224537201890633,0.0,0.0,0.0,0.0,0.32999999215288695,0.6699999923202519,7.78716448259195e-09,7.619533764345379e-09,5.889871387784056e-11,2.272437704229686e-10,1.8644715265542362e-19,9.502462989026898e-13,1.021642166730981e-12,3.1470379545219913e-14,4.359302896933187e-17,2.545764196623859e-13,1.718922468004156e-13,3.981980217857273e-18,5.275563824958145e-19,2.9920720688970333e-27,1.953762718009555e-21,7.582570916345728e-17,2.7924607762469917e-14,3.575642271072805e-25,3.5444732638989635e-26,8.76025900352209e-34,2.7605982218257504e-28,3.5955923956855017e-37,1.2005870495542529e-39,7.470582924962857e-36,1.318085566152652e-36,8.715585956656315e-43,1.6504972271311353e-47,2.7208682409517238e-52,5.598971632563616e-51,5.970510172413034e-50,6.933055074787935e-48
1.3635454144101967e-08,0.11224537201862911,0.0,0.0,0.0,0.0,0.32999999177771366,0.6699999919425009,8.159334301476449e-09,7.994254669155678e-09,6.179642494929763e-11,2.276618502267777e-10,1.9562001910241539e-19,1.0453762024007941e-12,1.125874413390892e-12,3.6321347588154074e-14,5.014717663423384e-17,2.797448341782257e-13,1.8874068225705584e-13,4.578221355926693e-18,6.366604943588856e-19,3.610863707725043e-27,2.4757428079502337e-21,7.970118250427669e-17,2.9428247498207466e-14,4.291260694822652e-25,4.460284671136526e-26,1.0571979554234412e-33,3.3315201223296663e-28,4.832973492953556e-37,1.6963827974370885e-39,9.789682107097994e-36,1.8119351377017188e-36,1.198270308694209e-42,2.412052414982464e-47,3.9242306318473095e-52,8.078751947714306e-51,8.614844782402592e-50,1.0493611495064017e-47
1.425760237668767e-08,0.11224537201835091,0.0,0.0,0.0,0.0,0.32999999140253894,0.6699999915647354,8.531500528631085e-09,8.368983791424528e-09,6.469410791923742e-11,2.2807129702301528e-10,2.0479279658834953e-19,1.144994264909197e-12,1.2351839818926865e-12,4.164589054759309e-14,5.732734718196197e-17,3.060616180702308e-13,2.0634737682839409e-13,5.2287844619609586e-18,7.615544923387819e-19,4.3192088255315465e-27,3.1027696308606278e-21,8.358063971510321e-17,3.0931890181683433e-14,5.107433263281513e-25,5.554628698560931e-26,1.2645899872038198e-33,3.9850678479868963e-28,6.406700099299859e-37,2.358324429020579e-39,1.2670048034031098e-35,2.4549433769063772e-36,1.6237069911605726e-42,3.4632073925046425e-47,5.56582765027115e-52,1.1462858475931243e-50,1.2223515314287847e-49,1.5588860939916874e-47
1.4879750609273373e-08,0.11224537201807212,0.0,0.0,0.0,0.0,0.32999999102736277,0.669999991186958,8.90366319096399e-09,8.743718479139853e-09,6.759176300592871e-11,2.284747627952417e-10,2.1396548581500458e-19,1.2490928669237622e-12,1.3495708291885988e-12,4.7465817784875795e-14,6.516208865164835e-17,3.335214509008416e-13,2.247078978818021e-13,5.93561419743532e-18,9.036179756293838e-19,5.124931921372962e-27,3.849647309687003e-21,8.746408082323284e-17,3.243553381776415e-14,6.03276877693352e-25,6.851960255013826e-26,1.500492939048141e-33,4.728460630443949e-28,8.385948773754959e-37,3.230248855868385e-39,1.6212259233694995e-35,3.282197900905266e-36,2.1711031129058488e-42,4.892471348569384e-47,7.77431785029991e-52,1.6017144821677808e-50,1.7080017026715665e-49,2.276111010367991e-47
1.5501898841859077e-08,0.11224537201779299,0.0,0.0,0.0,0.0,0.329999990652185,0.6699999908091706,9.275822315321626e-09,9.118456941117574e-09,7.048939042180734e-11,2.2887403870582138e-10,2.2313808745301246e-19,1.357664347170747e-12,1.469034911529325e-12,5.3802901503999784e-14,7.36799483053788e-17,3.6211903439033215e-13,2.438178335096369e-13,6.7006089099639436e-18,1.064275571585271e-18,6.036112874958971e-27,4.732439633972927e-21,9.135150591417879e-17,3.39391774851696e-14,7.076166109767816e-25,8.378776100684672e-26,1.767272536446766e-33,5.569153327637448e-28,1.0849940029066534e-36,4.364741395037906e-39,2.0529084318412892e-35,4.334932490022802e-36,2.8677648879314256e-42,6.809576988395767e-47,1.0708089697044933e-51,2.2068993451539876e-50,2.3533457008899713e-49,3.2708623710786153e-47
1.612404707444478e-08,0.11224537201751357,0.0,0.0,0.0,0.0,0.3299999902770058,0.6699999904313743,9.647977928491612e-09,9.493197894620607e-09,7.338699037273978e-11,2.2927040747450537e-10,2.323106021368558e-19,1.4707010041729963e-12,1.5935761852251707e-12,6.067887655468362e-14,8.290947263637516e-17,3.918490933657903e-13,2.6367279458225964e-13,7.525621911337941e-18,1.2449956179459447e-18,7.061079472786598e-27,5.768509216825582e-21,9.524291507306053e-17,3.544282057539664e-14,8.246807784888237e-25,1.0163680187077546e-25,2.0673670996725303e-33,6.514829528052725e-28,1.3888863489444031e-36,5.824403555513852e-39,2.574624724108042e-35,5.6611863198337585e-36,3.7455071911860833e-42,9.349193023006755e-47,1.4559204330044388e-51,3.0015557255175433e-50,3.2007342643742393e-49,4.631743578825197e-47
1.6746195307030484e-08,0.11224537201723399,0.0,0.0,0.0,0.0,0.3299999899018249,0.6699999900535702,1.0020130057196515e-08,9.867940438366702e-09,7.628456306492109e-11,2.2966477036944108e-10,2.414830305272932e-19,1.5881950972649407e-12,1.7231946066729763e-12,6.811544022145108e-14,9.287920737806555e-17,4.227063760151299e-13,2.842684153726653e-13,8.412462866153086e-18,1.4472887320979058e-18,8.208399293600901e-27,6.976559862737553e-21,9.913830840123316e-17,3.694646275767932e-14,9.554152915148579e-25,1.2237455538311516e-25,2.4032851698076168e-33,7.573394063869628e-28,1.760480518756745e-36,7.683178355847866e-39,3.2003323898895497e-35,7.316678246361122e-36,4.841233045739345e-42,1.267518401184105e-46,1.9559312152511118e-51,4.0335978719296588e-50,4.301261162727616e-49,6.470568616078344e-47
1.7368343539616187e-08,0.11224537201695434,0.0,0.0,0.0,0.0,0.3299999895266425,0.6699999896757589,1.0392278728092532e-08,1.024268392653331e-08,7.918210870690223e-11,2.3005777320133065e-10,2.5065537330897372e-19,1.7101388474928038e-12,1.8578901324995756e-12,7.613425204934256e-14,1.036176975121948e-16,4.546856541607041e-13,3.0560035420362543e-13,9.362898935311084e-18,1.672706632847573e-18,9.486873025990081e-27,8.376671446235715e-21,1.030376860371177e-16,3.845010383269724e-14,1.1007931385708814e-24,1.4633123501834225e-25,2.7776035544577473e-33,8.752966845459818e-28,2.2112687078300617e-36,1.002777400417615e-38,3.945449081935058e-35,9.365540885990575e-36,6.197420181566409e-42,1.6985194865642104e-46,2.5987215150472577e-51,5.360683045961522e-50,5.716409710154607e-49,8.926715773126263e-47
1.8612640004787593e-08,0.11224537201639487,0.0,0.0,0.0,0.0,0.3299999887762727,0.6699999889201156,1.1136565802768294e-08,1.0992172227499448e-08,8.497711966967371e-11,2.3084120726641138e-10,2.6899980459070725e-19,1.9673440161543703e-12,2.142512324773644e-12,9.400506860909832e-14,1.2751512017205152e-16,5.219894023499679e-13,3.504559399108697e-13,1.1461419398648732e-17,2.1993221128259577e-18,1.2473610467091968e-26,1.184048555911749e-20,1.1084839490556605e-16,4.1457382705863397e-14,1.439502642267943e-24,2.0533774557079727e-25,3.6520781067818863e-33,1.1508655215326478e-27,3.4033775000434774e-36,1.6594143285687067e-38,5.863363552077799e-35,1.49473238570615e-35,9.892506558978675e-42,2.9548170145477766e-46,4.451340631711124e-51,9.18694084908143e-50,9.796572272516635e-49,1.6420019139055226e-46
1.9715523463600094e-08,0.11224537201589901,0.0,0.0,0.0,0.0,0.32999998811117603,0.669999988250329,1.1796254117819309e-08,1.1656482107478785e-08,9.011344520291529e-11,2.3153406562730926e-10,2.852591303015132e-19,2.2101206225938845e-12,2.4117646048170536e-12,1.1200288594193711e-13,1.5154640658838676e-16,5.853454067371257e-13,3.926339931135721e-13,1.3550537954437436e-17,2.7594042685005916e-18,1.5650156692508346e-26,1.5779469617762764e-20,1.1778474985276581e-16,4.412288392125876e-14,1.7987430871745413e-24,2.721243705180559e-25,4.5821282264053286e-33,1.4439469996310178e-27,4.867585678381264e-36,2.5211000912142334e-38,8.147181487846018e-35,2.2049089666784394e-35,1.4594339813594268e-41,4.681102919176714e-46,6.962267974101038e-51,1.4375312353216502e-49,1.532923646846307e-48,2.72940509437609e-46
2.0818406922412595e-08,0.1122453720154034,0.0,0.0,0.0,0.0,0.32999998744607406,0.6699999875805236,1.2455931963868699e-08,1.2320791261857985e-08,9.52496888294696e-11,2.3222634331870674e-10,3.015181967423589e-19,2.4667618978077926e-12,2.6969709079321e-12,1.3215359754019897e-13,1.784215740436795e-16,6.521498682617943e-13,4.370618491600862e-13,1.586427957133945e-17,3.4170906991112016e-18,1.938027271382094e-26,2.0686465800822536e-20,1.247336281166944e-16,4.678838233915563e-14,2.2197071972995186e-24,3.5501247616148225e-25,5.674258909307306e-33,1.7881032388894974e-27,6.818458337114743e-36,3.737085795144406e-38,1.110920371257991e-34,3.180787219912051e-35,2.1055892642957545e-41,7.215097391060858e-46,1.0614496500016017e-50,2.192379935878198e-49,2.337863001149313e-48,4.401973155794857e-46
2.1921290381225096e-08,0.11224537201490786,0.0,0.0,0.0,0.0,0.3299999867809665,0.6699999869106991,1.3115599487309891e-08,1.2985099409074903e-08,1.0038585168984777e-10,2.3291832186707395e-10,3.1777700750443275e-19,2.737223309458255e-12,2.9981310028284113e-12,1.5457657559186691e-13,2.0829961292191902e-16,7.223744568307496e-13,4.837161428546096e-13,1.8411199970010802e-17,4.182262978070959e-18,2.3720002611921967e-26,2.6723563141782646e-20,1.3169503084816967e-16,4.9453878638064567e-14,2.708652307878593e-24,4.566633382937286e-25,6.944880230526271e-33,2.1885051195812342e-27,9.375868842775236e-36,5.420225487594019e-38,1.4894093028960377e-34,4.497697143557346e-35,2.9776231637388907e-41,1.0856090890147332e-45,1.5812308088095969e-50,3.267168603940136e-49,3.483973090448417e-48,6.9123524828337076e-46
2.3024173840037597e-08,0.11224537201441254,0.0,0.0,0.0,0.0,0.3299999861158532,0.669999986240856,1.377525683383888e-08,1.364940647955914e-08,1.0552193492041644e-10,2.3361007080978783e-10,3.3403556621074357e-19,3.0214599513468277e-12,3.3152446622533558e-12,1.7939075837022803e-13,2.4133950585891336e-16,7.959911047794751e-13,5.325737817472466e-13,2.1199467038688113e-17,5.065172321971693e-18,2.872748692723694e-26,3.40707659730997e-20,1.3866895923747288e-16,5.211937345037877e-14,3.272092785928742e-24,5.800330364985482e-25,8.411016569305252e-33,2.650516951286679e-27,1.2682410333716588e-35,7.712467380139968e-38,1.9669220733419886e-34,6.248276375043538e-35,4.136912366508917e-41,1.599678096804474e-45,2.3093845199447407e-50,4.7729941136796905e-49,5.0897230044859707e-48,1.0609278681338434e-45
2.4127057298850098e-08,0.11224537201391735,0.0,0.0,0.0,0.0,0.329999985450734,0.6699999855709939,1.4434904148518538e-08,1.4313712404082723e-08,1.1065793965266763e-10,2.343016593424914e-10,3.5029387639798164e-19,3.319426590994719e-12,3.648311662640052e-12,2.067146857809972e-13,2.7770022862188254e-16,8.729719810756613e-13,5.836119192070899e-13,2.4236919042321888e-17,6.0763823454184335e-18,3.446263798939628e-26,4.292506072387389e-20,1.4565541444861672e-16,5.478486733359556e-14,3.9167644734691415e-24,7.2835824212870055e-25,1.0090211121216983e-32,3.179666517266877e-27,1.6903441363583126e-35,1.0786970326728688e-37,2.56245260720759e-34,8.543701776285116e-35,5.657120376206121e-41,2.313388608597677e-45,3.3111467654762765e-50,6.845793562355115e-49,7.300070476776879e-48,1.595805921670919e-45
2.63328242164751e-08,0.11224537201292771,0.0,0.0,0.0,0.0,0.32999998412047765,0.669999984231214,1.5754169258350728e-08,1.564232051240483e-08,1.2092971811375863e-10,2.3568465789537416e-10,3.828097655617172e-19,3.95636688418025e-12,4.362304815909186e-12,2.6936324171617823e-13,3.6102002238943685e-16,1.036916647692696e-12,6.921399099324676e-13,3.10887387485058e-17,8.527830089098306e-18,4.836620232503979e-26,6.606227419709488e-20,1.596659099531638e-16,6.011585454926275e-14,5.478109793096068e-24,1.11480784863028e-24,1.4161058194327883e-32,4.4624691588249875e-27,2.891171952783293e-35,2.0205513999728714e-37,4.20043367743432e-34,1.536925515261844e-34,1.0177982195447019e-40,4.625590238105067e-45,6.513272822315908e-50,1.3473492273461197e-48,1.4367573904060609e-47,3.462290680666463e-45
2.8538591134100103e-08,0.112245372011939,0.0,0.0,0.0,0.0,0.32999998279019616,0.6699999828913599,1.707339596561396e-08,1.6970923438211455e-08,1.3120119603075268e-10,2.3706761311008593e-10,4.1532470332609917e-19,4.647676754704691e-12,5.140108739786257e-12,3.4346310124301063e-13,4.595306798346059e-16,1.2139900799911509e-12,8.091217548826906e-13,3.902399106582878e-17,1.1626151346327904e-17,6.593855756468218e-26,9.804474075113246e-20,1.737265267397756e-16,6.544684489419422e-14,7.45027474585789e-24,1.6474660197429065e-24,1.930614006403194e-32,6.083770696965509e-27,4.723290220861016e-35,3.5841709367187287e-37,6.603388402276673e-34,2.6320406350084793e-34,1.743217525210486e-40,8.706340481911567e-45,1.209638567309157e-49,2.503472600196942e-48,2.6695994929799753e-47,7.029328162425837e-45
