Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491)
1.0102591916267484e-06,0.11224537172724117,0.0,0.0,0.0,0.0,0.32999938125573813,0.669999379106263,6.07267902858064e-07,6.077777961162865e-07,4.7263953661167026e-09,8.520939908999153e-10,1.4961668829111673e-17,2.114027843051819e-09,6.704102427618662e-09,7.142683252550224e-09,2.0490037556064393e-11,3.85391280988705e-10,2.122119890725987e-10,3.0426052931248367e-13,1.5092367639015815e-12,8.559749855993011e-21,5.698870139928159e-13,1.1500224965628452e-14,2.466411380408609e-12,1.6424090182562114e-18,1.46488049824215e-17,3.6611531196859046e-27,7.897642593084671e-22,1.708717029580754e-26,1.8914409108847096e-27,4.537365114842571e-26,7.146415907458044e-25,4.739083616618193e-31,1.006234847401535e-33,1.1767521737833747e-38,2.4832455928007193e-37,2.6480306823138973e-36,2.843512147888128e-32,1.033959630805979e-38,7.494130351372805e-39,2.941416396656488e-29,3.532199093276146e-32,1.9374562744088208e-14,1.5656358656343047e-35,1.2738643156358056e-34,2.3839919125456937e-25,3.6314524757063854e-32,1.939577396644229e-27,9.9341776791287e-35
1.0515425103169448e-06,0.1122453717225645,0.0,0.0,0.0,0.0,0.32999935544676084,0.6699993533870113,6.32315078355651e-07,6.326002334725784e-07,4.921409566334238e-09,8.779365638530733e-10,1.5578997185962828e-17,2.2188822088537285e-09,7.2652238498004644e-09,7.841836474562144e-09,2.3117712320632884e-11,4.036361249478263e-10,2.2189446242362597e-10,3.354302821038246e-13,1.6877491063762816e-12,9.57219604149496e-21,6.651460125009669e-13,1.2200962247495601e-14,2.5690076888617268e-12,1.8714716333848582e-18,1.736603078684161e-17,4.217506014877566e-27,8.831776886188045e-22,2.1097366056182061e-26,2.3541563035805006e-27,5.536353599990373e-26,9.063239929745961e-25,6.010216264022946e-31,1.328836971816336e-33,1.5533326717644183e-38,3.2783065640796244e-37,3.4958509115149796e-36,3.903999098125148e-32,1.4197136120641694e-38,1.0213874453074094e-38,3.8853243660223507e-29,4.665676704148284e-32,2.1926218015774887e-14,2.0680523791487151e-35,1.6407790379607326e-34,3.0642313711017166e-25,4.667753373553923e-32,2.3964475146626184e-27,1.4180733633010094e-34
1.092825829007141e-06,0.1122453717184736,0.0,0.0,0.0,0.0,0.3299993295945208,0.6699993276409996,6.573821900668417e-07,6.574209110616195e-07,5.11657897387835e-09,9.037775223958406e-10,1.6196816860310094e-17,2.3238283596803224e-09,7.84905791714998e-09,8.574843249168223e-09,2.596211234199879e-11,4.218925501448119e-10,2.3157656180718253e-10,3.683918808268449e-13,1.878473091037193e-12,1.0653901475046217e-20,7.714127049867323e-13,1.2919997199888683e-14,2.671742326537353e-12,2.1220867938370363e-18,2.045440636355959e-17,4.83787805863318e-27,9.829813689521052e-22,2.5840288877676792e-26,2.9047074949088513e-27,6.706145090907837e-26,1.1393188889854795e-24,7.55531225150026e-31,1.7367648166510928e-33,2.0292841095270593e-38,4.283263937771825e-37,4.5674960076604964e-36,5.296181674897224e-32,1.9261681978641909e-38,1.3757677414452002e-38,5.073487489452655e-29,6.092460905308478e-32,2.4686732398531714e-14,2.700479261156871e-35,2.093074584614585e-34,3.9007911880683814e-25,5.942223546618472e-32,2.937085887429372e-27,1.9970946496782105e-34
1.1341091476973374e-06,0.11224537171496737,0.0,0.0,0.0,0.0,0.3299993036989868,0.6699993018682032,6.82469231087474e-07,6.822398324612341e-07,5.311903535131147e-09,9.296168702842889e-10,1.681512768242496e-17,2.428858888064336e-09,8.455623873109464e-09,9.341731948046891e-09,2.90320077737709e-11,4.4015999056524706e-10,2.4125822902588345e-10,4.031701573969499e-13,2.0816426710348426e-12,1.1806193039562705e-20,8.894223167678105e-13,1.3657349211359003e-14,2.7746153281472492e-12,2.3954127334213338e-18,2.3948191160726853e-17,5.5277152599633735e-27,1.0892977323096744e-21,3.1415173443155523e-26,3.555404201941163e-27,8.068334969270702e-26,1.420549827831855e-24,9.420285257344316e-31,2.248199445703691e-33,2.6257062450826e-38,5.542706492757191e-37,5.9105136056533116e-36,7.105550511807644e-32,2.5844481555217263e-38,1.8333447277321883e-38,6.555048849927044e-29,7.871563022728321e-32,2.766322171044507e-14,3.4890740367763257e-35,2.6463133399072984e-34,4.921671676802743e-25,7.497528496401543e-32,3.572875643621201e-27,2.7775453449662098e-34
1.1753924663875337e-06,0.11224537171204482,0.0,0.0,0.0,0.0,0.32999927776013055,0.6699992760685981,7.075761923079312e-07,7.070570012473571e-07,5.507383179260506e-09,9.55454611260815e-10,1.7433929428086215e-17,2.5339682514555553e-09,9.084940955145593e-09,1.014252890374733e-08,3.233618914567801e-11,4.5843802706238007e-10,2.509394246628238e-10,4.397887513613289e-13,2.297480337926293e-12,1.303033261266968e-20,1.0199236663189974e-12,1.4413037626667658e-14,2.8776267192953164e-12,2.6926310699591384e-18,2.788345620614662e-17,6.292777512360222e-27,1.202243213448958e-21,3.793046037737434e-26,4.3197319104926005e-27,9.646386256635861e-26,1.7578002459942228e-24,1.1656751351370872e-30,2.884371908280153e-33,3.3672260549511637e-38,7.108680088829622e-37,7.580403263935974e-36,9.435343353652853e-32,3.4321380381510526e-38,2.41842473458611e-38,8.386396131675362e-29,1.0070693619943883e-31,3.086268939811049e-14,4.4638503351314485e-35,3.3181824878549802e-34,6.158598362237157e-25,9.382010557246932e-32,4.316258926122404e-27,3.8183324033923932e-34
1.21667578507773e-06,0.11224537170970489,0.0,0.0,0.0,0.0,0.329999251777925,0.6699992502421599,7.327030628812057e-07,7.318724209937755e-07,5.70301782186493e-09,9.812907490588346e-10,1.805322183011805e-17,2.6391523737384584e-09,9.737028393288527e-09,1.0977258847778832e-08,3.588346735254494e-11,4.767263549617162e-10,2.6062012343284126e-10,4.782701688561511e-13,2.526197688762121e-12,1.432752028297849e-20,1.1636785391319788e-12,1.5187081730738342e-14,2.980776518487493e-12,3.0149469113944253e-18,3.2298118729445387e-17,7.139140810838136e-27,1.3219285466353705e-21,4.550430653987958e-26,5.212415123796549e-27,1.1465723894827675e-25,2.1597838978175894e-24,1.4322496060304533e-30,3.669982431038654e-33,4.2824987520081115e-38,9.041746564384223e-37,9.641745629272301e-36,1.2409340816522807e-31,4.5143013476696844e-38,3.159204394961957e-38,1.0631832479053066e-28,1.2767068115728708e-31,3.42920291609545e-14,5.659034969268111e-35,4.1286891352454775e-34,7.647349566604488e-25,1.1650188145427185e-31,5.1807925303823835e-27,5.192520279791856e-34
1.2579591037679263e-06,0.1122453717079465,0.0,0.0,0.0,0.0,0.32999922575234447,0.6699992243888638,7.57849830763475e-07,7.566860952718459e-07,5.898807369198637e-09,1.0071252873927481e-09,1.8673004591765222e-17,2.7444081877479772e-09,1.0411905408441188e-08,1.1845945415882207e-08,3.9682673637284376e-11,4.950247459542032e-10,2.7030030815166267e-10,5.186358477044485e-13,2.76799605229183e-12,1.5698897901657163e-20,1.321460996236815e-12,1.5979500756714694e-14,3.084064739219727e-12,3.3635889553558996e-18,3.723198128936067e-17,8.07321335395171e-27,1.4484590933371556e-21,5.426506276163379e-26,6.249485969325818e-27,1.3553832650576122e-25,2.6362261137300466e-24,1.748201323888139e-30,4.6334821828159965e-33,5.404481098450579e-38,1.1411564274212654e-36,1.2168821498431404e-35,1.617520516007366e-31,5.884712295316582e-38,4.090571209383289e-38,1.3364320172587754e-28,1.6048299747903105e-31,3.795802809292085e-14,7.113463774666282e-35,5.1003831373575e-34,9.42813434124006e-25,1.4363331744374806e-31,6.181209170189677e-27,6.99022996811218e-34
1.2992424224581226e-06,0.11224537170676864,0.0,0.0,0.0,0.0,0.329999199683364,0.6699991985086857,7.830164829267542e-07,7.814980276503673e-07,6.094751719848399e-09,1.032958229963264e-09,1.9293277392000677e-17,2.8497334514306884e-09,1.1109591211704657e-08,1.2748611347755262e-08,4.374265958556687e-11,5.133330340558957e-10,2.7997996820725215e-10,5.609062079056574e-13,3.0230669745338375e-12,1.7145551836377e-20,1.4940568379906651e-12,1.6790313938864454e-14,3.187491390730743e-12,3.739809559112241e-18,4.272676573264584e-17,9.101744176070005e-27,1.5819350963232104e-21,6.435181182319886e-26,7.448356669033176e-27,1.5940358086067881e-25,3.1979398928997643e-24,2.1207009684753298e-30,5.807511654166061e-33,6.77092021096626e-38,1.4297922582082064e-36,1.5246714958429878e-35,2.0907939554995004e-31,7.607106084797687e-38,5.253841817865482e-38,1.666628059399136e-28,2.0013360059152597e-31,4.1867368735716296e-14,8.871007408836771e-35,6.258574657966276e-34,1.1545949095472792e-24,1.7590007414561492e-31,7.333481760569628e-27,9.321692344951638e-34
1.3405257411483189e-06,0.1122453717061703,0.0,0.0,0.0,0.0,0.32999917357095965,0.6699991726016017,8.082030056894249e-07,8.063082216953764e-07,6.2908507672926684e-09,1.058789580483306e-09,1.991403989362596e-17,2.955126465898523e-09,1.1830105003335676e-08,1.3685278796497459e-08,4.8072297110087067e-11,5.316510928461951e-10,2.896590963551889e-10,6.051007109722167e-13,3.2915927893727835e-12,1.8668516207499513e-20,1.6822629738417957e-12,1.761954048478985e-14,3.2910564796858844e-12,4.144884858074524e-18,4.882615288635012e-17,1.0231806293192355e-26,1.7224519782399483e-21,7.591498130239338e-26,8.827886399572487e-27,1.865720941462321e-25,3.85691518422857e-24,2.557699721349861e-30,7.229660914804452e-33,8.42535506254967e-38,1.7792853994287658e-36,1.89735656783303e-35,2.6814006387182565e-31,9.75665351702143e-38,6.693437882342555e-38,2.063032176893069e-28,2.477345258708929e-31,4.6026631919679736e-14,1.0980958602530082e-34,7.631583958899332e-34,1.4050994979066685e-24,2.1406712908534354e-31,8.654880173887159e-27,1.2321074290425865e-33
1.3818090598385152e-06,0.11224537170615044,0.0,0.0,0.0,0.0,0.3299991474151078,0.6699991466675873,8.334093847927381e-07,8.311166809701178e-07,6.4871044004758785e-09,1.0846193426565769e-09,2.0535291745090846e-17,3.0605860071070986e-09,1.2573465972490136e-08,1.4655969400944788e-08,5.268047844850992e-11,5.499788309378113e-10,2.9933768861892945e-10,6.512379031524923e-13,3.5737470341532823e-12,2.0268775245147412e-20,1.8868869632757227e-12,1.8467199490855517e-14,3.394760010551146e-12,4.5801148415070555e-18,5.557581568416322e-17,1.1470809003307651e-26,1.870100559095319e-21,8.911683310162549e-26,1.0408446888822476e-26,2.1738661635932384e-25,4.626401015353022e-24,3.0679837304287587e-30,8.942837051380542e-33,1.0417476180216144e-37,2.2001398597781498e-36,2.3461384074709629e-35,3.4135568200447913e-31,1.2421546770873895e-37,8.462239215532237e-38,2.536000230664227e-28,3.0452930298970092e-31,5.0442298351791164e-14,1.34984387839943e-34,9.250973304544276e-34,1.6999065519770085e-24,2.589846844925497e-31,1.0164032244396141e-26,1.6150437416424015e-33
1.4230923785287115e-06,0.11224537170670794,0.0,0.0,0.0,0.0,0.3299991212157849,0.6699991207066178,8.586356056226589e-07,8.559234090349551e-07,6.683512505599994e-09,1.1104475201438295e-09,2.115703258616483e-17,3.1661111353539346e-09,1.3339693296514554e-08,1.566070449368812e-08,5.7576116146091215e-11,5.683161769692173e-10,3.0901574238391765e-10,6.993354712144123e-13,3.869694986035239e-12,2.1947266331181228e-20,2.1087464232816836e-12,1.9333310066296592e-14,3.4986019857746503e-12,5.046823478937084e-18,6.302346030658155e-17,1.2826549487446644e-26,2.024967336954939e-21,1.0413191064289916e-25,1.2212008223576112e-26,2.522146293897826e-25,5.5210046221489905e-24,3.661239848641756e-30,1.0995318946326037e-32,1.2802909968589255e-37,2.7041161520808923e-36,2.8835579406594776e-35,4.3155548827039705e-31,1.5704877856209202e-37,1.0628459316654754e-37,3.09708522959381e-28,3.719052134792684e-31,5.512075144198587e-14,1.648494147412475e-34,1.1151827235925404e-33,2.0452011932986036e-24,3.1159525886942816e-31,1.1881000507936644e-26,2.100473588361922e-33
1.4643756972189078e-06,0.11224537170784181,0.0,0.0,0.0,0.0,0.32999909497296825,0.6699990947186696,8.838816532192377e-07,8.807284094472941e-07,6.88007496621031e-09,1.1362741166264506e-09,2.1779262048205015e-17,3.2717011850451744e-09,1.4128806140892443e-08,1.669950511035084e-08,6.276814305757309e-11,5.866630794599611e-10,3.1869325672537027e-10,7.494102791994966e-13,4.179594015398727e-12,2.3704882003564385e-20,2.3486686379398884e-12,2.0217891445635432e-14,3.602582406131279e-12,5.546358774966823e-18,7.121885861190913e-17,1.4307171445634283e-26,2.187134672849513e-21,1.211478164403075e-25,1.426221864072826e-26,2.9144945312796083e-25,6.5567801242810926e-24,4.3481144398978055e-30,1.3441992847461656e-32,1.564496311485312e-37,3.3045985649369905e-36,3.523887620795424e-35,5.420280113421044e-31,1.972641510248306e-37,1.3263285401676584e-37,3.759126097100703e-28,4.51403947956162e-31,6.006827847029368e-14,2.000880476680344e-34,1.3373022345852354e-33,2.447816438438786e-24,3.7294010716737754e-31,1.3827346460867844e-26,2.7116887900465853e-33
1.505659015909104e-06,0.11224537170955101,0.0,0.0,0.0,0.0,0.32999906868663487,0.6699990687037183,9.091475124327647e-07,9.055316857614573e-07,7.076791664278844e-09,1.1620991358402396e-09,2.240197975758751e-17,3.3773556302801915e-09,1.4940823658734285e-08,1.7772392135917988e-08,6.826551232731225e-11,6.050194963540798e-10,3.283702311440712e-10,8.014784212461771e-13,4.503594093655306e-12,2.5542472836457977e-20,2.6074899973558338e-12,2.112096265980021e-14,3.706701272689768e-12,6.080092904643914e-18,8.021389106638484e-17,1.59210987525764e-26,2.356681056471383e-21,1.4036590990653216e-25,1.658445475574839e-26,3.3551134527529965e-25,7.751338330910982e-24,5.140286197793537e-30,1.6345653345325094e-32,1.9016541515569668e-37,4.016999012388019e-36,4.2835620772974846e-35,6.765825463944929e-31,2.4624838672196363e-37,1.643718685242085e-37,4.536300814194145e-28,5.447279879601768e-31,6.52910735334751e-14,2.4145494194899817e-34,1.59575293527593e-33,2.9152848981598998e-24,4.441671002908793e-31,1.6026176706542779e-26,3.476421810722406e-33
1.5469423345993004e-06,0.1122453717118345,0.0,0.0,0.0,0.0,0.32999904235676225,0.6699990426617393,9.3443316789409e-07,9.30333241528839e-07,7.273662480029084e-09,1.1879225814303517e-09,2.3025185335159523e-17,3.483074108817385e-09,1.577576499084351e-08,1.8879386277248502e-08,7.407719739642404e-11,6.233853973136213e-10,3.380466660537616e-10,8.55555251450937e-13,4.8418380803643616e-12,2.746084906861404e-20,2.8860556804330776e-12,2.2042542501620266e-14,3.81095858528862e-12,6.649422264188449e-18,9.006257781423571e-17,1.7677183014286927e-26,2.5336812565060476e-21,1.6200144672858557e-25,1.9205905275235352e-26,3.848486170821816e-25,9.12394135689589e-24,6.050528891194517e-30,1.9775987221517142e-32,2.2997900666153147e-37,4.858286907214378e-36,5.180676792160275e-35,8.396113432355127e-31,3.0560247369810355e-37,2.0252369900961562e-37,5.444240736726785e-28,6.537543374106937e-31,7.079523819362023e-14,2.897821120988355e-34,1.8952679576548502e-33,3.455884076192978e-24,5.2653762882027465e-31,1.85022326360796e-26,4.427484892573799e-33
1.5882256532894967e-06,0.11224537171469115,0.0,0.0,0.0,0.0,0.329999015983328,0.6699990165927084,9.597386041296095e-07,9.551330802978173e-07,7.47068729309008e-09,1.2137444569701718e-09,2.3648878399884436e-17,3.5888563223503817e-09,1.663364926533139e-08,2.002050817121917e-08,8.021219197840707e-11,6.417607560818958e-10,3.477225619264224e-10,9.116554344267808e-13,5.194462209230823e-12,2.946078335974343e-20,3.185219117845872e-12,2.298265025742188e-14,3.9153543410524014e-12,7.255767617554441e-18,1.0082112367266937e-16,1.9584776527107862e-26,2.7182065749805194e-21,1.8628422073931128e-25,2.2155702131337604e-26,4.399388032070871e-25,1.0695623758561355e-23,7.092791696599107e-30,2.3809922630918966e-32,2.7676741437702247e-37,5.8470106696681696e-36,6.235011036034792e-35,1.0361633963839789e-30,3.771671512944921e-37,2.4835154784589743e-37,6.500196764439081e-28,7.805544770736075e-31,7.658678468416983e-14,3.4598777654407466e-34,2.2410540237453067e-33,4.0786935059612214e-24,6.214353108567319e-31,2.1281987127073376e-26,5.6035893245712676e-33
1.629508971979693e-06,0.11224537171812002,0.0,0.0,0.0,0.0,0.32999898956630946,0.669998990496602,9.850638055289342e-07,9.799312056134422e-07,7.667865981871442e-09,1.239564766278924e-09,2.4273058566853182e-17,3.694702063592868e-09,1.7514495597683328e-08,2.1195778354217574e-08,8.667951006777968e-11,6.601455528524701e-10,3.5739791970098555e-10,9.697929741067828e-13,5.561596365070664e-12,3.154301236137322e-20,3.505841685967539e-12,2.3941305137297235e-14,4.019888539349173e-12,7.90057414589262e-18,1.125479520637945e-16,2.1653300233901144e-26,2.9103249919523123e-21,2.1346029292027884e-25,2.5464946880329779e-26,5.012899201055933e-25,1.2489303971416475e-23,8.282273099080612e-30,2.853703260093342e-32,3.315769812243249e-37,7.00528737534556e-36,7.470149545807272e-35,1.2720247054513941e-30,4.630472582611222e-37,3.0266479960767036e-37,7.723019490795188e-28,9.27391957415584e-31,8.26716364377446e-14,4.110753010529531e-34,2.638825908014815e-33,4.793648236064369e-24,7.303741439378837e-31,2.439365151428702e-26,7.050209292074515e-33
1.7120756093600858e-06,0.11224537172669005,0.0,0.0,0.0,0.0,0.32999893660143026,0.6699989382230648,1.0357734409665837e-06,1.0295223300500236e-06,8.06268449681328e-09,1.2912007006970383e-09,2.5522878657118438e-17,3.906583515802227e-09,1.9345150833748245e-08,2.364884548730752e-08,1.0064727405915073e-10,6.969433955967623e-10,3.767470252948887e-10,1.0922330912009784e-12,6.339885006395316e-12,3.5957134978700783e-20,4.214946736269948e-12,2.59143312281331e-14,4.229372255656532e-12,9.311474276600605e-18,1.391515220590319e-16,2.631344614910475e-26,3.317597717214645e-21,2.775548336179746e-25,3.329652331362592e-26,6.449664841856197e-25,1.6844614274244087e-23,1.1170504688357285e-29,4.047179282090376e-32,4.698636149216054e-37,9.927862640473876e-36,1.0586663276959617e-34,1.8891215458454362e-30,6.877590049193987e-37,4.4279360786964816e-37,1.0753513280632518e-27,1.291295382924037e-30,9.574452041105008e-14,5.723802347693765e-34,3.6159420874977386e-33,6.544422800991729e-24,9.971458567724678e-31,3.173492744547716e-26,1.0978004502336528e-32
1.7946422467404786e-06,0.1122453717375361,0.0,0.0,0.0,0.0,0.32999888346194656,0.6699988858409337,1.0865619476930166e-06,1.0791066431378163e-06,8.45811703986168e-09,1.3428304139700037e-09,2.6774642487916217e-17,4.118717654082098e-09,2.1267883365959706e-08,2.623875099875057e-08,1.1605300655108342e-10,7.337788243784167e-10,3.960939930101744e-10,1.222975649750553e-12,7.177627920393368e-12,4.070845698008602e-20,5.020407697871756e-12,2.7961773373930073e-14,4.439409709783954e-12,1.0894176333543297e-17,1.703864202223693e-16,3.174205720775268e-26,3.755983020657195e-21,3.5658395773498743e-25,4.299259805441593e-26,8.20596533634532e-25,2.2415219650860327e-23,1.4864664097135408e-29,5.650102761639682e-32,6.554144543597441e-37,1.3849660982573413e-35,1.4768707288300863e-34,2.755091662211914e-30,1.0031276937712043e-36,6.35798884400513e-37,1.47242431049041e-27,1.76810213162685e-30,1.1005957065452162e-13,7.837313727468617e-34,4.883749557904927e-33,8.806863234436216e-24,1.341887016381933e-30,4.079032136550671e-26,1.674707793824642e-32
1.894818665624369e-06,0.11224537175373922,0.0,0.0,0.0,0.0,0.3299988187542028,0.6699988221406793,1.1482883224574027e-06,1.1392571752265502e-06,8.938710292688235e-09,1.4054633814882902e-09,2.829598730878738e-17,4.376434220308964e-09,2.3724543638535277e-08,2.95649928065263e-08,1.3677995468373998e-10,7.785208484211842e-10,4.1956441988729275e-10,1.3928815173877277e-12,8.275078277577513e-12,4.693272929733999e-20,6.1373076481564124e-12,3.054602332220067e-14,4.6949873193509344e-12,1.3063045156357908e-17,2.1529707386390264e-16,3.9491197879169944e-26,4.3302724159194266e-21,4.762536950674755e-25,5.773509606199644e-26,1.0842289020125224e-24,3.118843161684146e-23,2.0682643657819427e-29,8.307544038886796e-32,9.626528060923218e-37,2.0344037354690191e-35,2.169404241624218e-34,4.260118801413913e-30,1.5513085566746083e-36,9.664438349416243e-37,2.1123466752772226e-27,2.5365218282136422e-30,1.291592605803985e-13,1.1243446252268742e-33,6.910359183128778e-33,1.2407688655397398e-23,1.8905738718203064e-30,5.450846847322667e-26,2.727124138010578e-32
1.9949950845082595e-06,0.11224537177326516,0.0,0.0,0.0,0.0,0.3299987537888539,0.669998758279941,1.2101303829015939e-06,1.199397772620508e-06,9.420204177923827e-09,1.468087285351714e-09,2.982018313240207e-17,4.6345214241279555e-09,2.6317242352233358e-08,3.309319754952255e-08,1.5986163924116826e-10,8.233179591596815e-10,4.4303173566122434e-10,1.5752922905826228e-12,9.462648594714422e-12,5.3668123753087856e-20,7.41950601551535e-12,3.3240304432809906e-14,4.95137996771671e-12,1.5526194102729137e-17,2.689014490074987e-16,4.867896641374027e-26,4.951722201553966e-21,6.26952263204157e-25,7.637396092346881e-26,1.4133461530715578e-24,4.2699895657723897e-23,2.831650832832177e-29,1.198411453891789e-31,1.3872151297661702e-36,2.9319185401511005e-35,3.1264770149705007e-34,6.447285966300378e-30,2.3480597606859455e-36,1.4372944594060253e-36,2.9699446385519555e-27,3.566324569431261e-30,1.5022951062296064e-13,1.580820672429883e-33,9.609886039564795e-33,1.7182195464235136e-23,2.6181147765741004e-30,7.179097227947752e-26,4.3368404671432466e-32
2.09517150339215e-06,0.11224537179609875,0.0,0.0,0.0,0.0,0.32999868856558334,0.6699986942583752,1.2720878985936799e-06,1.2595284855598922e-06,9.902596902786298e-09,1.5307021791261388e-09,3.1347224283472587e-17,4.8929788467866195e-09,2.9046250928052573e-08,3.682365538396698e-08,1.8542949548158646e-10,8.681700451641983e-10,4.664959605537041e-10,1.770341881311928e-12,1.0741558802287899e-11,6.092155927501338e-20,8.880134220583778e-12,3.604489340063188e-14,5.208587587655384e-12,1.8307527087672546e-17,3.323494052298655e-16,5.949216439181551e-26,5.620971004521517e-21,8.146758795161981e-25,9.967443300717715e-26,1.8200360377757745e-24,5.760993063743233e-23,3.820415302340295e-29,1.6996702806815557e-31,1.965511966484143e-36,4.154517356086418e-35,4.430205970913982e-34,9.56625309530173e-30,3.484351085078847e-36,2.0900892275247124e-36,4.101567247344612e-27,4.9251741596928276e-30,1.7334446132787076e-13,2.1831525779517368e-33,1.3156357887255292e-32,2.3425734533463873e-23,3.5695198830307635e-30,9.332628557783275e-26,6.74335780088657e-32
2.1953479222760404e-06,0.1122453718222247,0.0,0.0,0.0,0.0,0.32999862308407485,0.6699986300756381,1.3341606377573028e-06,1.3196493641755137e-06,1.038588666297492e-08,1.5933081144105889e-09,3.287710505042055e-17,5.1518061534824194e-09,3.191184032607681e-08,4.0756656170233415e-08,2.1361565878495927e-10,9.13077001353014e-10,4.89957115026667e-10,1.978151538961736e-12,1.211290718175783e-11,6.869926484909905e-20,1.0532490299479391e-11,3.896006025838599e-14,5.466610099706228e-12,2.1431832132082198e-17,4.068827297797765e-16,7.213328933945209e-26,6.338593813333651e-21,1.0462145968359665e-24,1.285049505248704e-25,2.317949700047505e-24,7.669964576284824e-23,5.08635758110267e-29,2.373639123433617e-31,2.742194542338362e-36,5.796654039566616e-35,6.1813128066391685e-34,1.3942635837465503e-29,5.0789149005135505e-36,2.9842405263851223e-36,5.573546074572657e-27,6.692720929898367e-30,1.9857576769230916e-13,2.966646832138699e-33,1.7757966639601256e-32,3.149002185659649e-23,4.798389597488385e-30,1.1989559476035192e-25,1.0277384628838338e-31
2.295524341159931e-06,0.11224537185162768,0.0,0.0,0.0,0.0,0.3299985573440125,0.6699985657313869,1.3963483673433858e-06,1.3797604584895e-06,1.0870071639535859e-08,1.6559051397258252e-09,3.440981967562507e-17,5.41100302113024e-09,3.491428104361524e-08,4.489248953474861e-08,2.4455296427693064e-10,9.580387243426002e-10,5.134152196496451e-10,2.1988311036807648e-12,1.357768241369839e-11,7.700684785158971e-20,1.2390025583492235e-11,4.198605675721316e-14,5.725447433023397e-12,2.492478727643557e-17,4.9383710700735615e-16,8.681980651661159e-26,7.105108282191237e-21,1.3291593799088462e-24,1.638378477298461e-25,2.9223716348010917e-24,1.0088044542803062e-22,6.689918114955204e-29,3.267498131831328e-31,3.7708696121567276e-36,7.971742830699662e-35,8.500737791245822e-34,1.9988807854029034e-29,7.282210323400212e-36,4.200989278413123e-36,7.462006315820044e-27,8.960373078304292e-30,2.259926704997242e-13,3.971822804050472e-33,2.3659572256152528e-32,4.178781872409391e-23,6.367627928260847e-30,1.5237564576825524e-25,1.5370052580074933e-31
2.4958771789277117e-06,0.1122453719202031,0.0,0.0,0.0,0.0,0.32999842508696425,0.669998436556972,1.5210678591118288e-06,1.4999534937179936e-06,1.1841119935047494e-08,1.7810726732771548e-09,3.748372737044341e-17,5.930504156022711e-09,4.1330796081762756e-08,5.377381122411722e-08,3.1521583418660397e-10,1.0481260605014357e-09,5.60322361566015e-10,2.6791948421309727e-12,1.6791041022843133e-11,9.523165312238264e-20,1.6775071765393924e-11,4.8371627048206233e-14,6.2455662255799496e-12,3.312386595162487e-17,7.108557449829332e-16,1.2325774371764238e-25,8.786659385198762e-21,2.0846069730800413e-24,2.585400099415712e-25,4.5211431022647686e-24,1.6897198921962957e-22,1.1205442793545974e-28,5.96201783920045e-31,6.86648504518482e-36,1.4517938361462987e-34,1.5481330735338665e-33,3.936880086185429e-29,1.434579537323639e-35,7.956826041031732e-36,1.2859280809985725e-26,1.544137618973086e-29,2.876492050837728e-13,6.844645073174006e-33,4.057840662023663e-32,7.111747365855416e-23,1.0837119707979435e-29,2.391320343486014e-25,3.2790121068790295e-31
2.6962300166954926e-06,0.11224537200170104,0.0,0.0,0.0,0.0,0.3299982917919182,0.6699983067323956,1.646244483713952e-06,1.6201079891437894e-06,1.2815727068966696e-08,1.9062051876305416e-09,4.0568900770379626e-17,6.451479621461914e-09,4.8297950631436854e-08,6.346993238487252e-08,3.984947506788347e-10,1.1384312342539985e-09,6.072175505580422e-10,3.2121371434568964e-12,2.0387866459499153e-11,1.1563131937910558e-19,2.2145379847886482e-11,5.5203725474223145e-14,6.768943152689291e-12,4.312831415902703e-17,9.961195774580012e-16,1.7082823032582102e-25,1.0668888031422933e-20,3.1621810825920313e-24,3.9420297594210206e-25,6.777321140034336e-24,2.7251311251186864e-22,1.8071829991777628e-28,1.040669881006642e-30,1.196078189970744e-35,2.529197291810886e-34,2.6970316859799555e-33,7.367935862036161e-29,2.685427899469177e-35,1.4331726756143525e-35,2.1178016196629803e-26,2.5430427513323255e-29,3.5882421187721897e-13,1.1272481436838454e-32,6.685261416848184e-32,1.162935135420992e-22,1.7721528684170262e-29,3.6293929969077216e-25,6.600914934359855e-31
