Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491)
1.0145564477680052e-08,0.11224537202015356,0.0,0.0,0.0,0.0,0.3299999938821993,0.6699999940611063,6.071630912720444e-09,5.89256455111442e-09,4.5541582242469773e-11,2.2503512113310515e-10,1.4416440548358606e-19,5.699906303599544e-13,6.068332589357645e-13,1.460947849375576e-14,2.0662334810150563e-17,1.535634885036623e-13,1.0416068756254094e-13,1.8779050244475095e-18,1.9206358845237467e-19,1.0893013619268844e-27,5.483648168698167e-22,5.801354088705477e-17,2.099395529808498e-14,1.3482048770233692e-25,1.0386215652745366e-26,3.1892701973724995e-34,1.0050276511043128e-28,6.910789060015355e-38,1.8737393509874525e-40,1.7567838021349555e-36,2.4036126037050714e-37,1.5880017769647896e-43,2.2939565584164294e-48,3.837077660256066e-53,7.875345829328604e-52,8.397939879987673e-51,7.932978445896157e-49,2.8673209111286093e-55,3.785438865978067e-52,6.401417405744621e-44,7.7442097478535755e-47,4.6491209747144466e-20,3.4073000562728434e-50,3.1195677482025326e-48,6.061063463507223e-39,8.581997338771961e-46,2.3120789793878774e-39,2.5233119315343684e-53
1.0653659862839453e-08,0.11224537201993902,0.0,0.0,0.0,0.0,0.3299999935758085,0.6699999937527361,6.375588267022654e-09,6.198484400978007e-09,4.7908192308595556e-11,2.254849900409855e-10,1.5165604199731e-19,6.303677754965071e-13,6.724639254534909e-13,1.6992309290618282e-14,2.3923622592191123e-17,1.6965046474499706e-13,1.1496047247220677e-13,2.178740723107786e-18,2.3446235132769e-19,1.3297688605436878e-27,7.044960572283449e-22,6.116326138662838e-17,2.2221831254515527e-14,1.6332980434623635e-25,1.322014626001203e-26,3.893316808132154e-34,1.226892132550147e-28,9.441070727392721e-38,2.703539431006213e-40,2.3359672448953255e-36,3.3593420368728895e-37,2.219831717198414e-43,3.4244278578184995e-48,5.64121374050339e-53,1.158465084664271e-51,1.2353388129246038e-50,1.2249659021784373e-48,4.427809102234472e-55,5.181246043240929e-52,9.160466058812814e-44,1.1078002338553437e-46,5.163890248658985e-20,4.87586648466276e-50,4.5041052860396255e-48,8.755694664571138e-39,1.244141624496332e-45,3.2779385429926866e-39,4.094800921013501e-53
1.1161755247998855e-08,0.11224537201972072,0.0,0.0,0.0,0.0,0.3299999932694167,0.6699999934443278,6.679543139276912e-09,6.50443841546474e-09,5.0274782714303364e-11,2.259004174058141e-10,1.5914761627487754e-19,6.937622871824986e-13,7.414810878490808e-13,1.9620943506983776e-14,2.751118181498134e-17,1.8652054027682606e-13,1.2628027688298652e-13,2.5091340510599792e-18,2.834283571599685e-19,1.607482945126647e-27,8.941165577493568e-22,6.4315639622781e-17,2.34497546387699e-14,1.9607637286097265e-25,1.6637035780877972e-26,4.706415452620825e-34,1.4831218437524072e-28,1.2702453395626231e-37,3.8312470934204266e-40,3.064067134689589e-36,4.620991424362227e-37,3.0540284834869517e-43,5.0131236539650795e-48,8.142882629306739e-53,1.673052550432027e-51,1.7840734470099207e-50,1.8529328287710046e-48,6.698032391227804e-55,6.984875288406932e-52,1.2887564143549802e-43,1.5580170403664027e-46,5.709517911603903e-20,6.859699254637081e-50,6.388988771867187e-48,1.2425674642132622e-38,1.7713340895987196e-45,4.56671955631e-39,6.494289316313422e-53
1.1669850633158256e-08,0.11224537201949959,0.0,0.0,0.0,0.0,0.32999999296302407,0.6699999931358899,6.98349554413298e-09,6.810417567410729e-09,5.264135379687122e-11,2.2629043032359792e-10,1.6663912938396367e-19,7.601701455901887e-13,8.13884738266605e-13,2.2507357739263973e-14,3.1440564607348055e-17,2.0417077309561783e-13,1.3811766306109625e-13,2.8702783304739064e-18,3.395820678345215e-19,1.925962610934707e-27,1.1222722841599954e-21,6.74706748617889e-17,2.4677707564668622e-14,2.334465154444966e-25,2.0721274616423717e-26,5.638869290353859e-34,1.7769635645454827e-28,1.6855045883908995e-37,5.341289304057787e-40,3.9695471570185e-36,6.265038887806584e-37,4.1412123871258736e-43,7.209718712712309e-48,1.155930205549298e-52,2.3761068484612266e-51,2.5337812724795396e-50,2.75072971341142e-48,9.9438890800595e-55,9.287486946523465e-52,1.7852876820838566e-43,2.1576434712604888e-46,6.286575337700866e-20,9.502599922588412e-50,8.91782215628859e-48,1.7351357121406663e-38,2.4808164979106445e-45,6.261910307554905e-39,1.0087092158497284e-52
1.2177946018317657e-08,0.11224537201927642,0.0,0.0,0.0,0.0,0.32999999265663055,0.6699999928274294,7.287445496262936e-09,7.116415197417677e-09,5.500790582926063e-11,2.2666168813981977e-10,1.7413058218864514e-19,8.295873054781394e-13,8.896748625677488e-13,2.5663512566861408e-14,3.572732273463154e-17,2.2259822535569672e-13,1.5047019043942806e-13,3.2633431493423406e-18,4.0356721027994084e-19,2.2888588026968948e-27,1.3944731311515602e-21,7.06283677702876e-17,2.590567865868136e-14,2.7584101744637714e-25,2.5564752027661628e-26,6.701367831666058e-34,2.1117858175930977e-28,2.208377709836351e-37,7.3362096122285764e-40,5.0845827254798145e-36,8.382191512373522e-37,5.541427185736732e-43,1.0202077398162815e-47,1.6160466276818011e-52,3.323346655413081e-51,3.5438783726682477e-50,4.014105614619377e-48,1.4511632714678345e-54,1.2194986874318424e-51,2.4384532181542983e-43,2.9462326951596146e-46,6.895639028298773e-20,1.2979222133928223e-49,1.2265712761489291e-47,2.3874684364167507e-38,3.4227389645015567e-45,8.462762352547011e-39,1.5371541237759854e-52
1.2686041403477059e-08,0.11224537201905171,0.0,0.0,0.0,0.0,0.32999999235023614,0.669999992518951,7.59139301055535e-09,7.4224263800213164e-09,5.737443882956629e-11,2.2701911627772653e-10,1.8162197474620066e-19,9.020096983459109e-13,9.688514430059402e-13,2.910135245414054e-14,4.038700760210866e-17,2.417999652654207e-13,1.6333541951946648e-13,3.689474906039473e-18,4.760502121680782e-19,2.6999512141416787e-27,1.7167097950461845e-21,7.378871862344843e-17,2.713366058525181e-14,3.2367485825540017e-25,3.126712920813361e-26,7.904977570418715e-34,2.4910759154830817e-28,2.86007716135737e-37,9.939408675474078e-40,6.445332448835339e-36,1.1079190622880014e-36,7.325336347945655e-43,1.4223495167571579e-47,2.227869741876135e-52,4.5833724833186976e-51,4.887517486052235e-50,5.766268506540278e-48,2.084682977626525e-54,1.5829593755232937e-51,3.2877688388076162e-43,3.9714099258495835e-46,7.537290602412825e-20,1.749989781562967e-49,1.6644219760553633e-47,3.2408873440733e-38,4.657810189587444e-45,1.1286234402733173e-38,2.3018062682991574e-52
1.319413678863646e-08,0.11224537201882591,0.0,0.0,0.0,0.0,0.3299999920438407,0.6699999922104584,7.895338101877214e-09,7.728447478935037e-09,5.974095280201928e-11,2.273663509919117e-10,1.8911330707002252e-19,9.774332336880473e-13,1.0514144592580308e-12,3.2832805661243965e-14,4.5435170257768497e-17,2.6177306833956515e-13,1.7671091459226527e-13,4.1497973426858464e-18,5.577196508596695e-19,3.1631451626500107e-27,2.095470230112426e-21,7.695172677698844e-17,2.8361648764923513e-14,3.7737694738597334e-25,3.793610719346891e-26,9.261132836923295e-34,2.9184370771348167e-28,3.66478206756627e-37,1.3298141595981687e-39,8.092213866905e-36,1.4480747051405152e-36,9.575505509008261e-43,1.9560884775601383e-47,3.031934944045828e-52,6.239885806981708e-51,6.653954391990768e-50,8.164051272928488e-48,2.9516664003043156e-54,2.0331495538739268e-51,4.380454085429753e-43,5.290076460903379e-46,8.2121167868846e-20,2.331596372557449e-49,2.2306798866885016e-47,4.344907480074855e-38,6.258892165381596e-45,1.4869054401176692e-38,3.391726706074793e-52
1.3702232173795862e-08,0.1122453720185993,0.0,0.0,0.0,0.0,0.3299999917374443,0.6699999919019546,8.199280784911664e-09,8.034475818612317e-09,6.210744790141251e-11,2.2770606780377222e-10,1.9660457965011694e-19,1.0558537999889144e-12,1.1373638891735602e-12,3.686978415983812e-14,5.088736139492012e-17,2.825146183155784e-13,1.9059424573307267e-13,4.6454120664432444e-18,6.492857151921019e-19,3.68246853674356e-27,2.5377557028182236e-21,8.011739174062592e-17,2.958964045285445e-14,4.373898656077215e-25,4.56876897620925e-26,1.0781626864388735e-33,3.397585611407875e-28,4.649894438487124e-37,1.7586777772029278e-39,1.0070182945971275e-35,1.8731607394756337e-36,1.2387771781195755e-42,2.6563964112632154e-47,4.077274851106732e-52,8.394161583301931e-51,8.951184502984766e-50,1.1405110842747398e-47,4.123597851819341e-54,2.586059482174856e-51,5.772533059416104e-43,6.969734043499183e-46,8.920709406261542e-20,3.0725620896765952e-49,2.9554762698117027e-47,5.758404129492477e-38,8.312747616013511e-45,1.9369897461512115e-38,4.923859121682396e-52
1.4210327558955263e-08,0.1122453720183721,0.0,0.0,0.0,0.0,0.329999991431047,0.6699999915934411,8.503221074274338e-09,8.340509430054642e-09,6.447392431813209e-11,2.280402356920658e-10,2.0409579308916262e-19,1.137267265752849e-12,1.2266997096530627e-12,4.122418355173956e-14,5.675913135529033e-17,3.0402170789568964e-13,2.0498299033248153e-13,5.1773990588056504e-18,7.514796796742277e-19,4.262068813940461e-27,3.0510964580870507e-21,8.328571373437565e-17,3.0817633979113454e-14,5.041696109649989e-25,5.464644147951242e-26,1.247860306167395e-33,3.932348165635037e-28,5.8463042063692295e-37,2.3010330016575175e-39,1.2429016865882245e-35,2.3998751865742084e-36,1.5872700321061595e-42,3.5655507515904995e-47,5.422746494199594e-52,1.1167797408893253e-50,1.1908874452594412e-49,1.5736273857868524e-47,5.689746604751359e-54,3.259834541996099e-51,7.530040809021074e-43,9.089936078327762e-46,9.663665372432693e-20,4.008035590601673e-49,3.874377472249902e-47,7.550884272914904e-38,1.0921945556531888e-44,2.4971676869876964e-38,7.050119492765767e-52
1.4718422944114664e-08,0.11224537201814452,0.0,0.0,0.0,0.0,0.3299999911246486,0.6699999912849197,8.807158984636227e-09,8.646546859121231e-09,6.684038215632954e-11,2.2837030878194888e-10,2.1158694771685682e-19,1.221669480366656e-12,1.3194218972597986e-12,4.5907882990671965e-14,6.306603013231349e-17,3.2629143930247597e-13,2.1987473423744367e-13,5.746817173461719e-18,8.650533907988517e-19,4.9062101473373774e-27,3.643567006274563e-21,8.64566930741684e-17,3.2045628263845957e-14,5.781853495977609e-25,6.494574097519131e-26,1.4364546487547335e-33,4.526659037565442e-28,7.288662966197392e-37,2.9808262328491995e-39,1.52235997490797e-35,3.047372517717881e-36,2.015712910902842e-42,4.734273307503597e-47,7.138499315037663e-52,1.47057558016505e-50,1.5681606258665166e-49,2.1463152588176601e-47,7.760645490535234e-54,4.0749682562158325e-51,9.7303405979795e-43,1.1743872154996728e-45,1.044158667406885e-19,5.1791952336116e-49,5.029089704152778e-47,9.803866562447215e-38,1.4206931033684609e-44,3.1883946473352763e-38,9.965901441989197e-52
1.5226518329274066e-08,0.1122453720179166,0.0,0.0,0.0,0.0,0.32999999081824927,0.6699999909763914,9.111094530676863e-09,8.952587030088428e-09,6.920682148157476e-11,2.2869736278454887e-10,2.1907804374076434e-19,1.3090562746604738e-12,1.4155304283810171e-12,5.093274510733576e-14,6.982360737404206e-17,3.4932092463882353e-13,2.3526707254742604e-13,6.3547046230359775e-18,9.907787652679228e-19,5.619270519755364e-27,4.32380103718153e-21,8.96303296713735e-17,3.327362260670357e-14,6.599191713033398e-25,7.672802951285073e-26,1.6452275523056225e-33,5.184557549645301e-28,9.015666312893238e-37,3.825858583097331e-39,1.8514211034088817e-35,3.8375102272950205e-36,2.538580314550149e-42,6.222989939483978e-47,9.307591735322548e-52,1.9179714445978588e-50,2.0452449886254117e-49,2.8961164231799316e-47,1.0472077254344219e-53,5.054504769540683e-51,1.2463557970817929e-42,1.5040092965109943e-45,1.1255080365895262e-19,6.634012391497428e-49,6.468221368162714e-47,1.2612374064233614e-37,1.830826553330426e-44,4.03454134421884e-38,1.3920208805867022e-51
1.5734613714433467e-08,0.1122453720176885,0.0,0.0,0.0,0.0,0.3299999905118489,0.6699999906678568,9.415027727001155e-09,9.258629149256203e-09,7.157324240468281e-11,2.2902219138964778e-10,2.265690815116763e-19,1.399423461323946e-12,1.5150252792293177e-12,5.631061593690447e-14,7.70474123858342e-17,3.7310728612132323e-13,2.511576101606925e-13,7.00207945468283e-18,1.1294472998928405e-18,6.405738964102046e-27,5.101005968869427e-21,9.280662333244486e-17,3.450161659778689e-14,7.498658497597942e-25,9.014505493308529e-26,1.875493373806744e-33,5.910185484392901e-28,1.1070344575716741e-36,4.868225069465225e-39,2.2366816180004769e-35,4.795109029554246e-36,3.172309898599479e-42,8.103217959971656e-47,1.2027764340647883e-51,2.479174178647577e-50,2.6436882748712293e-49,3.8688093379995013e-47,1.3989619248473486e-53,6.224250849909713e-51,1.5834137624201463e-42,1.9104382811170305e-45,1.2104758557808573e-19,8.428080131785779e-49,8.248105013086273e-47,1.6086543829680434e-37,2.3389044269738754e-44,5.062656002946508e-38,1.922764844348947e-51
1.624270909959287e-08,0.11224537201746025,0.0,0.0,0.0,0.0,0.32999999020544757,0.6699999903593166,9.718958588153067e-09,9.564672632814531e-09,7.393964506843065e-11,2.293453783987539e-10,2.340600614815615e-19,1.4927668353376678e-12,1.6179064259451539e-12,6.205332484803428e-14,8.475299413329414e-17,3.976476562578866e-13,2.675439621693517e-13,7.689940014591891e-18,1.2818695928798014e-18,7.270212848304918e-27,5.9849771406391726e-21,9.598557414025844e-17,3.572961002826208e-14,8.485326073116385e-25,1.0535811106693558e-25,2.128598194716782e-33,6.7077845793499835e-28,1.3500361716139842e-36,6.144784084296656e-39,2.6853359376556215e-35,5.9482267650137134e-36,3.935484018675724e-42,1.0459087879253275e-46,1.5413378003824692e-51,3.17783153360246e-50,3.3887074665260216e-49,5.1198343513894455e-47,1.851379925041215e-53,7.612997551764835e-51,1.99625289370161e-42,2.4081786752087336e-45,1.2991238403856206e-19,1.0625510378503991e-48,1.0433680833047205e-46,2.0353357057502792e-37,2.9637496120452903e-44,6.303237236646688e-38,2.6282538358353784e-51
1.725889986991167e-08,0.1122453720170035,0.0,0.0,0.0,0.0,0.32999998959264154,0.6699999897422212,1.0326813363090298e-08,1.017676211786683e-08,7.86723960706284e-11,2.2998840283751362e-10,2.4904184945156073e-19,1.6883652391451058e-12,1.833827511987704e-12,7.468049064410293e-14,1.0167168201773043e-16,4.4897900465240864e-13,3.017946221880843e-13,9.191015883719058e-18,1.6313105870889099e-18,9.25209239182347e-27,8.115421023751187e-21,1.0235144755418078e-16,3.818559485874289e-14,1.0741161237388877e-24,1.4186661494181892e-25,2.7088631921329697e-33,8.536348497675351e-28,1.97021001234786e-36,9.574824904831741e-39,3.8047701731942967e-35,8.971212317587713e-36,5.936396153291813e-42,1.7007742335762643e-46,2.4734441694619597e-51,5.101997030211633e-50,5.440557678138348e-49,8.737317118119169e-47,3.1596437456775976e-53,1.1178989366758516e-50,3.106568348733168e-42,3.746578053822125e-45,1.4877096828241124e-19,1.653541712448298e-48,1.6330625625095307e-46,3.18686495965787e-37,4.653343528026594e-44,9.562782474465104e-38,4.771948557544347e-51
1.8275090640230474e-08,0.11224537201654661,0.0,0.0,0.0,0.0,0.32999998897983124,0.6699999891251072,1.0934658971508108e-08,1.0788853217591494e-08,8.340507539190064e-11,2.3062870370750817e-10,2.640234105115781e-19,1.895817505762165e-12,2.0632934977059315e-12,8.890854150592297e-14,1.207040560720635e-16,5.032922396925534e-13,3.3800018633778966e-13,1.0865541950632463e-17,2.0459510741286096e-18,1.1603755613502466e-26,1.0805771157304919e-20,1.0872795159022214e-16,4.064157683731629e-14,1.3409678187748681e-24,1.8774362721392382e-25,3.3973966688346265e-33,1.0706090796699852e-27,2.810671918076176e-36,1.45259351362664e-38,5.280358703283498e-35,1.320697205119031e-35,8.74035941672415e-42,2.6861267535259455e-46,3.860294395646223e-51,7.9660660190149525e-50,8.494682003598448e-49,1.4452029645602596e-46,5.226454828434955e-53,1.6051535547549548e-50,4.7129385749555364e-42,5.682505758091109e-45,1.6917693329367302e-19,2.5085688315929264e-48,2.4888471912365743e-46,4.8584898963236035e-37,7.111576434661695e-44,1.4137208288969878e-37,8.368465558633588e-51
1.9291281410549277e-08,0.1122453720160898,0.0,0.0,0.0,0.0,0.3299999883670166,0.669999988507976,1.1542495529051595e-08,1.1400944652967488e-08,8.813768385893162e-11,2.3126755999176535e-10,2.7900474727852806e-19,2.1150893924572176e-12,2.306304196677237e-12,1.0483150546113472e-13,1.419744960949697e-16,5.605648005020398e-13,3.7614196274868513e-13,1.2720840719270944e-17,2.532917153177951e-18,1.4365618715440894e-26,1.4156925198682227e-20,1.151150864612322e-16,4.309755598369643e-14,1.653570639258826e-24,2.446465740872433e-25,4.206032473430208e-33,1.3254301284045114e-27,3.9294618466688675e-36,2.1519606735803838e-38,7.194198978953291e-35,1.9027629836846125e-35,1.2593872224023875e-41,4.1335981092671584e-46,5.877143505562539e-51,1.2132733851117435e-49,1.2937843744187313e-48,2.3246986421685574e-46,8.407398490321567e-53,2.259329710037702e-50,6.989783263639807e-42,8.425921016929173e-45,1.9118145582965653e-19,3.7204712469465924e-48,3.704176178778124e-46,7.2330265258344125e-37,1.061049443903798e-43,2.042491555502078e-37,1.4227041240258878e-50
2.030747218086808e-08,0.11224537201563298,0.0,0.0,0.0,0.0,0.32999998775419737,0.6699999878908285,1.2150323150811988e-08,1.2013035700931982e-08,9.287022240283705e-11,2.3190569472030915e-10,2.9398586269990974e-19,2.3461464025422556e-12,2.562859424682459e-12,1.225431373153055e-13,1.6560737674076839e-16,6.207742953026783e-13,4.1620143475991445e-13,1.476396173882076e-17,3.099597005959843e-18,1.757958432090988e-26,1.8280472205765157e-20,1.2151285243901171e-16,4.5553532574110084e-14,2.0165849873991324e-24,3.14407768602025e-25,5.147039807041901e-33,1.62196412100019e-27,5.3952457421274166e-36,3.121115755503091e-38,9.64089734902578e-35,2.688925016541319e-35,1.779905656903283e-41,6.215484488904548e-46,8.751325489891498e-51,1.8072650157702503e-49,1.9271924180673795e-48,3.647829856863467e-46,1.3193035350754863e-52,3.1239801573658184e-50,1.0158451329973411e-41,1.2243220604579598e-44,2.1483650848745713e-19,5.4070669581679915e-48,5.397433518276487e-46,1.054209582380519e-36,1.5495262057733254e-43,2.8910171629565915e-37,2.353278706744364e-50
2.1323662951186882e-08,0.11224537201517629,0.0,0.0,0.0,0.0,0.32999998714137346,0.6699999872736645,1.2758141951435007e-08,1.2625126055026474e-08,9.760269195102518e-11,2.325434143228014e-10,3.0896675971148644e-19,2.5889537909726407e-12,2.832958999828748e-12,1.4213691713519686e-13,1.9172706759016485e-16,6.838985008597072e-13,4.581602604776179e-13,1.7001691039615733e-17,3.753631178229159e-18,2.1288986355070523e-26,2.3298977437462694e-20,1.2792125073547917e-16,4.800950712232924e-14,2.4348437741824527e-24,3.990394673939093e-25,6.233107110665885e-33,1.9642092411882356e-27,7.288230284151899e-36,4.4408689628492065e-38,1.2728307971534956e-34,3.7341414242384827e-35,2.4720006010832973e-41,9.15194522668778e-46,1.2772001622191329e-50,2.6384547808415412e-49,2.81353872572482e-48,5.59601014384681e-46,2.0239629447057656e-52,4.250792690533789e-50,1.4496162382586993e-41,1.746807569733062e-44,2.4019485683802753e-19,7.715912413449663e-48,7.715521886782153e-46,1.507314708252206e-36,2.219475310161706e-43,4.017179904998026e-37,3.795554413560069e-50
2.2339853721505685e-08,0.11224537201471979,0.0,0.0,0.0,0.0,0.3299999865285448,0.6699999866564845,1.3365952045163575e-08,1.323721557506863e-08,1.0233509338523095e-10,2.3318085895467565e-10,3.2394744110443896e-19,2.843476572419652e-12,3.116602742806913e-12,1.6370604808251593e-13,2.2045793325277948e-16,7.499153618152792e-13,5.020002724534954e-13,1.944056451859932e-17,4.502898793726017e-18,2.5538511856357564e-26,2.934638592780698e-20,1.3434028252677259e-16,5.0465480156013865e-14,2.9133453840241175e-24,5.00741065644124e-25,7.47731919534158e-33,2.3562885173512126e-27,9.701485235442443e-36,6.210100910922082e-38,1.657859584945499e-34,5.104139291990989e-35,3.3792181004667017e-41,1.3222283359049711e-45,1.8303977841190693e-50,3.782408400056905e-49,4.033403453507563e-48,8.409884920245974e-46,3.0417739512644915e-52,5.700694221320824e-50,2.0345977097604232e-41,2.4513232472238607e-44,2.6731005529276056e-19,1.0829609468612492e-47,1.0839257400337105e-45,2.1180030295279466e-36,3.123749629343633e-43,5.4896011825105065e-37,5.9826578958955e-50
2.3356044491824488e-08,0.11224537201426346,0.0,0.0,0.0,0.0,0.3299999859157112,0.6699999860392888,1.3973753545748427e-08,1.3849304148050778e-08,1.0706742757609003e-10,2.3381814159752566e-10,3.3892790963481353e-19,3.109679500804764e-12,3.4137904772675476e-12,1.8734341990741765e-13,2.519243328740355e-16,8.188030100847469e-13,5.477034978739455e-13,2.208685242565585e-17,5.3555311961825635e-18,3.037427834816435e-26,3.6569876358116195e-20,1.4076994861910616e-16,5.2921452105021715e-14,3.45726592387044e-24,6.219303286249177e-25,8.8931799328331e-33,2.8024569612043674e-27,1.274368363346818e-35,8.550733185669029e-38,2.1331250828115085e-34,6.878556378643885e-35,4.5543233254182814e-41,1.878461353485949e-45,2.5808226554849763e-50,5.334659982107536e-49,5.688660223024775e-48,1.2415414962593241e-45,4.490659118206372e-52,7.545540533355173e-50,2.813107670325603e-41,3.3887683605696397e-44,2.9623653915382273e-19,1.497340596793492e-47,1.4994638304639877e-45,2.93050906538675e-36,4.328498891175003e-43,7.390515965080683e-37,9.249079720064444e-50
2.5388426032462093e-08,0.11224537201335132,0.0,0.0,0.0,0.0,0.329999984690029,0.6699999848048497,1.5189331219761038e-08,1.5073478192687223e-08,1.165318977663316e-10,2.350924809639109e-10,3.688882193093487e-19,3.676983495154778e-12,4.048797230169103e-12,2.411927662916751e-13,3.2356114236683236e-16,9.651041760403939e-13,6.446287125588191e-13,2.8025448515728275e-17,7.404645513458483e-18,4.1995979168627216e-26,5.520705342884087e-20,1.536611871544037e-16,5.783339448589218e-14,4.7629537499681314e-24,9.33657886115602e-25,1.2295906381276032e-32,3.874724924405644e-27,2.1237635448444668e-35,1.5570110488135109e-37,3.42026766187735e-34,1.2048551776331013e-34,7.978478399110711e-41,3.633033580264757e-45,4.920319724262283e-50,1.0176055001097145e-48,1.0851323344729309e-47,2.5940683683123585e-45,9.383231558752727e-52,1.276753551542393e-49,5.169039011279432e-41,6.225053762654697e-44,3.5974574052167883e-19,2.7513386893062436e-47,2.7605114715516642e-45,5.3968465979200434e-36,7.992744895840755e-43,1.2889088539752142e-36,2.1206260631239243e-49
2.74208075730997e-08,0.11224537201243993,0.0,0.0,0.0,0.0,0.32999998346432585,0.6699999835703474,1.6404875875098332e-08,1.6297647862067413e-08,1.2599610955508162e-10,2.3636675909468817e-10,3.98847710999497e-19,4.290579763407863e-12,4.737977894080702e-12,3.044228400082086e-13,4.0763228272720457e-16,1.1226300881166212e-12,7.487952612207368e-13,3.486367722080697e-17,9.969755625272611e-18,5.654418821103134e-26,8.061821393467024e-20,1.6659497358503282e-16,6.27453378408633e-14,6.396020307237566e-24,1.3573910482683446e-24,1.655551834238771e-32,5.217005473508141e-27,3.394774354749286e-35,2.697825828293153e-37,5.278177088179189e-34,2.017501922190283e-34,1.3361307082577712e-40,6.652146945446102e-45,8.904270105131378e-50,1.842399049156231e-48,1.9646580238215508e-47,5.102779166655897e-45,1.8458521139832564e-51,2.073296173387354e-49,9.061130473258915e-41,1.0909928091043546e-43,4.3117230656873064e-19,4.822992981199559e-47,4.8363098239500557e-45,9.457614170713845e-36,1.40385264689578e-42,2.1442981301654625e-36,4.540314583362538e-49
2.9453189113737304e-08,0.11224537201152925,0.0,0.0,0.0,0.0,0.3299999822386009,0.6699999823357821,1.7620388406392207e-08,1.7521813086271897e-08,1.354600699242885e-10,2.3764104572253117e-10,4.2880640680700656e-19,4.950179025569115e-12,5.481331143703676e-12,3.777670530104001e-13,5.051324698959561e-16,1.2912113740822737e-12,8.600651192997578e-13,4.264461280727027e-17,1.3122562386516782e-17,7.442556224148635e-26,1.1441282379047124e-19,1.795713153293513e-16,6.765728580231964e-14,8.402740716958462e-24,1.9196690459625854e-24,2.1791101354061074e-32,6.866818613028844e-27,5.236047544566369e-35,4.480712300047557e-37,7.880469557741559e-34,3.248097934284149e-34,2.1513278324341537e-40,1.1618520182821632e-44,1.5401078067819347e-49,3.187967816206499e-48,3.399516859014174e-47,9.517234673068969e-45,3.4428466194461e-51,3.2511590747768668e-49,1.5257332793742285e-40,1.8367024346958043e-43,5.109781352899136e-19,8.121062738322312e-47,8.113602492126936e-45,1.5869947161152537e-35,2.3602121936066514e-42,3.4253194933755734e-36,9.141459544871246e-49
3.148557065437491e-08,0.11224537201061938,0.0,0.0,0.0,0.0,0.3299999810128532,0.6699999811011537,1.8835869700944535e-08,1.8745973879368575e-08,1.449237857921159e-10,2.3891532660044337e-10,4.587643286317114e-19,5.6554887524691905e-12,6.278855694570876e-12,4.619540829937507e-13,6.170563483384252e-16,1.4706812867382606e-12,9.783029611897904e-13,5.140831618753112e-17,1.693755832349562e-17,9.606259120391903e-26,1.5841947019014598e-19,1.9259021977206547e-16,7.256924198521947e-14,1.0831511511927941e-23,2.650712862168768e-24,2.8126384157995943e-32,8.863145191788868e-27,7.832931083550785e-35,7.179456090257592e-37,1.1434609963086638e-33,5.055075759107221e-34,3.3484349407158213e-40,1.9500406217122447e-44,2.563737654174169e-49,5.3087861925489446e-48,5.661069808389833e-47,1.6969394133793288e-44,6.138867467405802e-51,4.9473869724613125e-49,2.4820933173666214e-40,2.9875132006929905e-43,5.996376414553756e-19,1.321150678398394e-46,1.3115343310106595e-44,2.5657692592812166e-35,3.822178383116851e-42,5.285268576537927e-36,1.7475583457383298e-48
3.3517952195012515e-08,0.11224537200971023,0.0,0.0,0.0,0.0,0.32999997978708195,0.669999979866462,2.0051320638749737e-08,1.997013025378166e-08,1.5438726401902435e-10,2.401895891319624e-10,4.887214981907836e-19,6.406213380563502e-12,7.130550302514762e-12,5.577078466759806e-13,7.443984943555025e-16,1.660875649734935e-12,1.1033760937962228e-12,6.119212711904425e-17,2.1491728636066082e-17,1.2189190243088043e-25,2.1469276968607777e-19,2.0565169425452168e-16,7.74812099632306e-14,1.373268391186077e-23,3.5845667608027684e-24,3.5689243434988583e-32,1.1246270441400273e-26,1.1411378322797436e-34,1.1152215700295926e-36,1.618476329680831e-33,7.639566525464838e-34,5.06075134186449e-40,3.1624305851571316e-44,4.127630703047006e-49,8.550078503085177e-48,9.117449823118679e-47,2.911716563674435e-44,1.0533792265721686e-50,7.33394874191179e-49,3.9181289397813775e-40,4.715303008508606e-43,6.976375607658292e-19,2.085513334572156e-46,2.0532924964472286e-44,4.017455105153045e-35,5.993342100219955e-42,7.91578324779412e-36,3.1973579327927946e-48
