Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114)
1.3219764288742664e-08,0.11224537201880916,0.0,0.0,0.0,0.0,0.32999999202839436,0.6699999921951891,7.910833108933847e-09,7.743765072412002e-09,5.987183343762986e-11,2.2734636679476902e-10,1.7535775806612054e-19,9.745514662546144e-13,9.007175921879796e-13,3.2847855417064293e-14,4.570174565352666e-17,8.637070029632264e-14,1.7739750382273927e-13,3.594567568132932e-18,4.885868998656291e-19,2.771124019222134e-27,1.8343986364714263e-21
1.3594508298447158e-08,0.11224537201864186,0.0,0.0,0.0,0.0,0.3299999918024135,0.6699999919676727,8.135014980077986e-09,7.969466357530413e-09,6.161762034822983e-11,2.2759586140998928e-10,2.1031778361854445e-19,1.031648803549581e-12,9.539699417641344e-13,3.578598102543125e-14,4.9698441557631036e-17,9.136308606686896e-14,1.876067849467171e-13,3.903988436845252e-18,5.461795650045925e-19,3.097619830377018e-27,2.1112005675513738e-21
1.4343996317856146e-08,0.11224537201830641,0.0,0.0,0.0,0.0,0.3299999913504502,0.6699999915126263,8.583375651296759e-09,8.420876526756887e-09,6.51091635128435e-11,2.2808586352633604e-10,2.0610367276436271e-19,1.1506379220047197e-12,1.065066043672397e-12,4.2175729240101935e-14,5.837745875163722e-17,1.0175669545493232e-13,2.088499760011084e-13,4.5727381975710406e-18,6.761568496598453e-19,3.8348704704571156e-27,2.763832866287531e-21
1.5093484337265134e-08,0.11224537201796997,0.0,0.0,0.0,0.0,0.32999999089848475,0.6699999910575655,9.031732254538018e-09,8.872293167629277e-09,6.860067270691591e-11,2.2856754313712313e-10,2.1716040586537986e-19,1.2760037868196308e-12,1.182283845313725e-12,4.928130852585309e-14,6.801224043095902e-17,1.1269289637092392e-13,2.311862174675431e-13,5.310357822559432e-18,8.27554107458875e-19,4.6935307181676704e-27,3.566931177880567e-21
1.5842972356674122e-08,0.11224537201763314,0.0,0.0,0.0,0.0,0.3299999904465174,0.6699999906024933,9.480084817669202e-09,9.323713250616756e-09,7.209216037017054e-11,2.290439297530725e-10,2.2821163552246306e-19,1.4077275146628088e-12,1.3056232910669334e-12,5.714002418901825e-14,7.865270223686795e-17,1.2416866885390624e-13,2.546078032836729e-13,6.119568573863981e-18,1.002475936601424e-18,5.685612363279697e-27,4.5445525703506685e-21
1.659246037608311e-08,0.11224537201729598,0.0,0.0,0.0,0.0,0.3299999899945479,0.6699999901474116,9.928433387471228e-09,9.775134819480533e-09,7.558361987760928e-11,2.295169796026148e-10,2.392641253744772e-19,1.545790205743102e-12,1.4350843270300566e-12,6.578907077112596e-14,9.034875856049872e-17,1.3618100661159077e-13,2.7910707524346493e-13,7.00301442967115e-18,1.2031018750257792e-18,6.823476719532877e-27,5.72304837035209e-21
1.7341948395492098e-08,0.11224537201695867,0.0,0.0,0.0,0.0,0.3299999895425762,0.6699999896923219,1.0376778013612118e-08,1.022655665393751e-08,7.907504158183785e-11,2.299879129651835e-10,2.5031645186312205e-19,1.690172947090873e-12,1.5706669024616205e-12,7.526553199374666e-14,1.0315032257328054e-16,1.4872691794055553e-13,3.0467642471944943e-13,7.963264689493604e-18,1.4316837226310973e-18,8.119895058135716e-27,7.131142595023862e-21
1.8091436414901086e-08,0.11224537201662126,0.0,0.0,0.0,0.0,0.3299999890906023,0.6699999892372244,1.082511873230154e-08,1.0677978005931447e-08,8.256642917430566e-11,2.304574778976214e-10,2.6136862900820074e-19,1.840856800049008e-12,1.7123709556456955e-12,8.560638071195138e-14,1.17107306209513e-16,1.6180342642548782e-13,3.31308293927271e-13,9.002816499805768e-18,1.690542945718578e-18,9.588033748471857e-27,8.800007833051879e-21
1.8840924434310074e-08,0.11224537201628389,0.0,0.0,0.0,0.0,0.3299999886386263,0.6699999887821203,1.127345557620969e-08,1.1129398396775994e-08,8.605778975910244e-11,2.3092615308933142e-10,2.7242072619360887e-19,1.9978228103549305e-12,1.860196422460112e-12,9.684847880954005e-14,1.322696201720306e-16,1.7540757145572704e-13,3.589951768120313e-13,1.0124097293789919e-17,1.982068160951162e-18,1.1241440007696179e-26,1.076333866268741e-20
1.9590412453719062e-08,0.11224537201594652,0.0,0.0,0.0,0.0,0.32999998818664794,0.6699999883270092,1.1721788585833284e-08,1.1580817503944918e-08,8.954912247784558e-11,2.3139426107101722e-10,2.834727351626414e-19,2.161052019215781e-12,2.014143246194184e-12,1.0902857709936493e-13,1.486871739809261e-16,1.8953640847283475e-13,3.877296193775093e-13,1.1329467146544888e-17,2.3087127060472043e-18,1.3094028124150516e-26,1.3057422389521066e-20
2.033990047312805e-08,0.1122453720156092,0.0,0.0,0.0,0.0,0.32999998773466727,0.6699999878718919,1.217011780442335e-08,1.2032235115701788e-08,9.304042358657068e-11,2.3186201358458555e-10,2.9452464406865686e-19,2.330525459939997e-12,2.1742113731643665e-12,1.2218331527267007e-13,1.6640987599698137e-16,2.0418700901485503e-13,4.1750421959481086e-13,1.2621221050650387e-17,2.6729922983638664e-18,1.516006617699776e-26,1.5721207069565786e-20
2.108938849253704e-08,0.11224537201527199,0.0,0.0,0.0,0.0,0.32999998728268437,0.6699999874167681,1.2618443270591253e-08,1.2483651103728076e-08,9.653169385633454e-11,2.3232953895478588e-10,3.0557645535230837e-19,2.506224152495892e-12,2.34040074632406e-12,1.363492218601608e-13,1.8548763341024507e-16,2.193564607070231e-13,4.483116272015041e-13,1.4001591113503813e-17,3.0774827750013624e-18,1.7454163219131393e-26,1.8796367013658846e-20
2.258836453135501e-08,0.11224537201459779,0.0,0.0,0.0,0.0,0.3299999863787112,0.6699999865065022,1.3515083100410557e-08,1.3386477926651677e-08,1.0351414401647606e-10,2.3326419022932996e-10,3.276797918185306e-19,2.876221332391049e-12,2.6911430065047475e-12,1.6786009824282093e-13,2.279079375341409e-16,2.5124034849215486e-13,5.129957213193569e-13,1.7036806189854472e-17,4.017687481435221e-18,2.27866024891943e-26,2.6361512210642e-20
2.4087340570172987e-08,0.11224537201392398,0.0,0.0,0.0,0.0,0.3299999854747283,0.6699999855962115,1.4411708370092608e-08,1.4289297639936069e-08,1.1049649066277628e-10,2.3419854773040596e-10,3.4978280060597813e-19,3.2708915558638996e-12,3.0663695710284552e-12,2.038512092344144e-13,2.763473212448928e-16,2.851650940544431e-13,5.817241270823537e-13,2.0451790301317798e-17,5.151054795361622e-18,2.921457774444478e-26,3.6143119745888364e-20
2.5586316608990964e-08,0.11224537201325045,0.0,0.0,0.0,0.0,0.3299999845707352,0.6699999846858963,1.5308319398809022e-08,1.519211003342021e-08,1.1747872506045648e-10,2.351328216762562e-10,3.718854540641466e-19,3.690082752957458e-12,3.466080015445786e-12,2.446107760888262e-13,3.3120500203370267e-16,3.2110797460796034e-13,6.544398812123617e-13,2.4262349647910847e-17,6.500136175313779e-18,3.6865991273254115e-26,4.8579058742038786e-20
2.708529264780894e-08,0.11224537201257745,0.0,0.0,0.0,0.0,0.3299999836667316,0.6699999837755568,1.6204916496025715e-08,1.6094915047841068e-08,1.2446084614233052e-10,2.3606707138848756e-10,3.93987748814729e-19,4.133642777592729e-12,3.8902739170806394e-12,2.9042523778561246e-13,3.9288018050488996e-16,3.590465200778299e-13,7.310868228122484e-13,2.8483462584144885e-17,8.088261422944936e-18,4.587315979666451e-26,6.4156093452955e-20
2.8584268686626916e-08,0.11224537201190472,0.0,0.0,0.0,0.0,0.32999998276271736,0.6699999828651928,1.7101499962503118e-08,1.699771269294993e-08,1.31442859510628e-10,2.3700128717500395e-10,4.1608970259196296e-19,4.601419437239366e-12,4.33895085583123e-12,3.4157925027179155e-13,4.617720408202825e-16,3.9895851025899975e-13,8.116095814771697e-13,3.312934012305141e-17,9.939476422129419e-18,5.63724613509333e-26,8.341165542768834e-20
3.008324472544489e-08,0.11224537201123247,0.0,0.0,0.0,0.0,0.32999998185869195,0.6699999819548045,1.7998070097967658e-08,1.7900502968039362e-08,1.384247697620164e-10,2.379354698023181e-10,4.381913299468385e-19,5.093260527675766e-12,4.81211042073483e-12,3.983556859987964e-13,5.382797512759333e-16,4.408219720013704e-13,8.959535655610191e-13,3.821348263578499e-17,1.207848480126141e-17,6.850400442079354e-26,1.0693549453738311e-19
3.158222076426287e-08,0.11224537201056066,0.0,0.0,0.0,0.0,0.3299999809546553,0.6699999810443917,1.8894627203069163e-08,1.8803285855069276e-08,1.454065785313078e-10,2.388696373694454e-10,4.602926360544859e-19,5.609013858880022e-12,5.309752211602232e-12,4.610356339264072e-13,6.228024648572908e-16,4.84615176529887e-13,9.84064951449728e-13,4.3748725955911814e-17,1.4530600512947808e-17,8.241135899155091e-26,1.3537100813367473e-19
3.4580172841898814e-08,0.11224537200921826,0.0,0.0,0.0,0.0,0.3299999791465465,0.6699999792234932,2.0687703513607557e-08,2.0608829449178724e-08,1.5936989918393058e-10,2.407379433311783e-10,5.044943084606187e-19,6.711648727462888e-12,6.378480910236518e-12,6.052215086138132e-13,8.174894407995798e-16,5.779050988840841e-13,1.1713783885071456e-12,5.622086727338789e-17,2.0478120435888093e-17,1.1614315647158568e-25,2.0982832193098136e-19
3.7578124919534766e-08,0.11224537200787758,0.0,0.0,0.0,0.0,0.32999997733838865,0.6699999774024968,2.2480731255560886e-08,2.241434343701901e-08,1.7333283770872616e-10,2.4260624379173855e-10,5.4869477121970775e-19,7.908107626596163e-12,7.54513390976596e-12,7.763499371892531e-13,1.0490259052360555e-15,6.786592327064691e-13,1.3731342628644327e-12,7.063669522841533e-17,2.799517600472168e-17,1.5877669228476048e-25,3.130473192805154e-19
4.057607699717072e-08,0.11224537200653867,0.0,0.0,0.0,0.0,0.3299999755301794,0.6699999755814029,2.4273712754217215e-08,2.421982783917384e-08,1.8729541414115187e-10,2.4447451864016275e-10,5.928940877551283e-19,9.197175740634208e-12,8.80970829301927e-12,9.766054924224188e-13,1.32060458095903e-15,7.867122777096215e-13,1.588928579596738e-12,8.707893291059407e-17,3.7302180077628516e-17,2.1156205455413725e-25,4.5221855461649705e-19
4.357402907480667e-08,0.11224537200520164,0.0,0.0,0.0,0.0,0.3299999737219166,0.6699999737602118,2.6066650304561607e-08,2.6025282672766768e-08,2.0125764659026705e-10,2.4634275122554536e-10,6.370923153921234e-19,1.0577640584461695e-11,1.0172201270724139e-11,1.2081443025173883e-12,1.6354179936590854e-15,9.019025909681819e-13,1.8183686366026121e-12,1.0562321631045305e-16,4.8625667094697964e-17,2.757840504243831e-25,6.35490364692634e-19
4.657198115244262e-08,0.11224537200386643,0.0,0.0,0.0,0.0,0.3299999719135976,0.6699999719389227,2.785954617058982e-08,2.7830707933000153e-08,2.1521955207339197e-10,2.482109468179019e-10,6.81289507999965e-19,1.20482926699519e-11,1.1632610178999332e-11,1.4730941137887713e-12,1.9966584880438406e-15,1.0240721038914668e-12,2.0610727004781283e-12,1.2633902864344676e-16,6.21973340734471e-17,3.5275676699441806e-25,8.71993985918067e-19
5.256788530771452e-08,0.11224537200120176,0.0,0.0,0.0,0.0,0.3299999682967827,0.6699999682960518,3.144522174501925e-08,3.1441469720040484e-08,2.43142451807719e-10,2.519472422606098e-10,7.696810086599629e-19,1.5255340402394025e-11,1.4847165738610705e-11,2.111596505299741e-12,2.8711893189068953e-15,1.28873369398226e-12,2.5847983168856485e-12,1.745382655128082e-16,9.70318058163926e-17,5.503230636044852e-25,1.5462861093351495e-18
5.856378946298642e-08,0.11224537199854497,0.0,0.0,0.0,0.0,0.32999996467971726,0.6699999646527902,3.503075695418903e-08,3.505211317476914e-08,2.7106424960195433e-10,2.556834342718546e-10,8.580690210668773e-19,1.8808725112231676e-11,1.845335608404512e-11,2.908570431552927e-12,3.9697327851561316e-15,1.5795010395363455e-12,3.157259576963866e-12,2.32135747981905e-16,1.4373547855894627e-16,8.1520642282753215e-25,2.5684687234362947e-18
7.055559777353021e-08,0.11224537199325625,0.0,0.0,0.0,0.0,0.32999995744476623,0.669999957365095,4.2201473710682544e-08,4.227304516353572e-08,3.2690506653542935e-10,2.6315544686386635e-10,1.0348362498926524e-18,2.6916589902435015e-11,2.684057485283387e-11,5.041537812225459e-12,6.940992018458732e-15,2.2348242400802045e-12,4.437765857313934e-12,3.7710741300890305e-16,2.806396300253227e-16,1.591668539210527e-24,6.1143666968959285e-18
8.134822525301964e-08,0.11224537198852608,0.0,0.0,0.0,0.0,0.3299999509322863,0.669999950804832,4.865480397992679e-08,4.877147936848631e-08,3.771593229676148e-10,2.698798307776253e-10,1.1939189090303833e-18,3.530383251758703e-11,3.5728310967003846e-11,7.659193435643543e-12,1.0637389993192647e-14,2.9029344242646738e-12,5.731426314027541e-12,5.433235049835723e-16,4.644651180559498e-16,2.634248545847008e-24,1.1778171733313315e-17
9.214085273250906e-08,0.11224537198382546,0.0,0.0,0.0,0.0,0.32999994441874214,0.6699999442433018,5.510792892560229e-08,5.526953029591697e-08,4.2741195594781224e-10,2.7660381911849855e-10,1.3529964290397857e-18,4.466865725030742e-11,4.588473295558924e-11,1.1026079376107014e-11,1.5456657783315497e-14,3.63928529192976e-12,7.145401807256744e-12,7.4513944906908725e-16,7.179704798781904e-16,4.0720231949538026e-24,2.0798221991758434e-17
9.999999999999998e-08,0.11224537197915553,0.0,0.0,0.0,0.0,0.3299999396748873,0.6699999394644243,5.980698757087474e-08,6.000114329447771e-08,4.6400507605472375e-10,2.8149995014047134e-10,1.4688339971588452e-18,5.207356378729927e-11,5.4078868935255806e-11,1.3995383433212039e-11,1.9757775905902266e-14,4.215390107846155e-12,8.244026363230828e-12,9.15367630146479e-16,9.531740601658595e-16,5.4059979351497054e-24,3.013817287645236e-17
1.0293348021199848e-07,0.11224537197915553,0.0,0.0,0.0,0.0,0.3299999379040484,0.6699999376805035,6.156093315337682e-08,6.176719797020513e-08,4.776636260808124e-10,2.8332740951074984e-10,1.5120709011022895e-18,5.495935440112468e-11,5.7309793814846197e-11,1.522247703227856e-11,2.1547689543745344e-14,4.438590749163203e-12,8.668012109069323e-12,9.840571263963737e-16,1.0529634907578459e-15,5.971961175875585e-24,3.433984531488608e-17
1.137261076914879e-07,0.1122453719745175,0.0,0.0,0.0,0.0,0.3299999313881242,0.6699999311164364,6.801389658813133e-08,6.826448241393543e-08,5.279149566531043e-10,2.900506013633931e-10,1.6711442982661402e-18,6.612585854483131e-11,7.000346272212605e-11,2.0324373878503517e-11,2.905938718493797e-14,5.29597268594816e-12,1.0288706009730722e-11,1.2614740132403582e-15,1.4811742993411877e-15,8.400590912809608e-24,5.375024883318675e-17
1.2451873517097733e-07,0.11224537196991234,0.0,0.0,0.0,0.0,0.3299999248708933,0.6699999245511002,7.446689464607286e-08,7.476138364592854e-08,5.781665359592549e-10,2.9677339784173756e-10,1.830218482810702e-18,7.811985026783732e-11,8.396572414437845e-11,2.6403606077968682e-11,3.814066666244258e-14,6.2069300285162144e-12,1.199795416957721e-11,1.5787104256319751e-15,2.0142300341756514e-15,1.1423856543740997e-23,8.055685310183352e-17
1.3531136265046675e-07,0.11224537196534087,0.0,0.0,0.0,0.0,0.3299999183522837,0.6699999179844941,8.091999841540361e-08,8.125790168864351e-08,6.284189190771816e-10,3.0349579846572823e-10,1.9892952118661825e-18,9.089482984012693e-11,9.919657696462892e-11,3.352801090130827e-11,4.894046392968933e-14,7.167309575030735e-12,1.378715021798145e-11,1.9370292709308156e-15,2.663637146145893e-15,1.510701777421435e-23,1.1646537602616357e-16
1.4610399012995617e-07,0.11224537196080389,0.0,0.0,0.0,0.0,0.3299999118322275,0.6699999114166175,8.737327481430805e-08,8.775403656592965e-08,6.786726281151414e-10,3.102178013584031e-10,2.148376138195477e-18,1.0440615978352049e-10,1.1569603376348256e-10,4.1761561044406044e-11,6.160773964086294e-14,8.173282787970045e-12,1.5648533553948408e-11,2.3376497521923424e-15,3.440769561435947e-15,1.9514582685949436e-23,1.6335811938665436e-16
1.568966176094456e-07,0.11224537195630217,0.0,0.0,0.0,0.0,0.32999990531066115,0.66999990484747,9.382678682268893e-08,9.4249788299154e-08,7.289281543273042e-10,3.169394071187411e-10,2.3074628168911415e-18,1.186111032576625e-10,1.3346411979945874e-10,5.1164565573994236e-11,7.629148563483667e-14,9.221313894770806e-12,1.7575085118760378e-11,2.7817626378214056e-15,4.356856253848651e-15,2.4710237252296154e-23,2.2329132763942775e-16
1.6768924508893502e-07,0.11224537195183631,0.0,0.0,0.0,0.0,0.32999989878752445,0.6699998982770511,1.002805936432517e-07,1.0074515690902201e-07,7.791859601272906e-10,3.2366061700161356e-10,2.466556711749374e-18,1.3346882922158553e-10,1.525008723358715e-10,6.179381222637023e-11,9.314072903389576e-14,1.0308139753092024e-11,1.956046339557412e-11,3.270535852062861e-15,5.422977751962722e-15,3.075682552830647e-23,2.984932196726404e-16
1.7848187256842444e-07,0.11224537194740684,0.0,0.0,0.0,0.0,0.32999989226276105,0.66999989170536,1.0673475088850808e-07,1.0724014241881642e-07,8.294464795230135e-10,3.303814296789817e-10,2.625659196646503e-18,1.4894039906748443e-10,1.728063399032567e-10,7.370273286413487e-11,1.1230453657786055e-13,1.143074859780502e-11,2.1598938620594228e-11,3.805116846143424e-15,6.650066280389623e-15,3.77163504518811e-23,3.9136161586811216e-16
1.8927450004791387e-07,0.11224537194301434,0.0,0.0,0.0,0.0,0.32999988573631805,0.6699998851323966,1.1318931073466257e-07,1.13734744851013e-07,8.797101190598582e-10,3.3710184462458455e-10,2.784771558524672e-18,1.649887428191173e-10,1.9438058171235122e-10,8.694154141640102e-11,1.3393201787639372e-13,1.2586363732066344e-11,2.368534357369528e-11,4.386633211040314e-15,8.048907268210894e-15,4.5649982398985416e-23,5.044619255295415e-16
2.000671275274033e-07,0.11224537193865923,0.0,0.0,0.0,0.0,0.32999987920814555,0.6699998785581601,1.1964432210497355e-07,1.2022896422558217e-07,9.299772610823714e-10,3.438218638125822e-10,2.943895007716956e-18,1.8157862914816246e-10,2.172236669470077e-10,1.0155740027024185e-10,1.5817232928254865e-13,1.37724239950312e-11,2.581501478587559e-11,5.016194857781495e-15,9.630139703673336e-15,5.461806119532796e-23,6.405247423518905e-16
2.108597550068927e-07,0.11224537193434195,0.0,0.0,0.0,0.0,0.3299998726781972,0.6699998719826502,1.2609983083713467e-07,1.2672280056482294e-07,9.802482639960271e-10,3.505414868838709e-10,3.103030678775949e-18,1.9867662955836758e-10,2.413356741471445e-10,1.175945706245892e-10,1.8517467714967758e-13,1.4986567082824577e-11,2.798374330003193e-11,5.6948959284850836e-15,1.1404256526200512e-14,6.468009833968159e-23,8.024436539417465e-16
2.3244500996587156e-07,0.11224537192582228,0.0,0.0,0.0,0.0,0.3299998596128008,0.6699998588278083,1.3901250934637323e-07,1.3970932422808962e-07,1.0808031680494476e-09,3.639795416438344e-10,3.4213428509495782e-18,2.3427197015421986e-10,2.9336681170721274e-10,1.540963237115452e-10,2.480625762603659e-13,1.7490551422178048e-11,3.242353662069729e-11,7.20401821640148e-15,1.557239539368841e-14,8.832001185468983e-23,1.2162250415707622e-15
2.540302649248504e-07,0.11224537191745783,0.0,0.0,0.0,0.0,0.3299998465398117,0.6699998456678673,1.5192765757630635e-07,1.5269431601923168e-07,1.181377268728512e-09,3.774160059216014e-10,3.7397157911150135e-18,2.715414666686958e-10,3.504747873502585e-10,1.9674863810688765e-10,3.2379047853792564e-13,2.008281659520459e-11,3.6978497766711787e-11,8.922461289384032e-15,2.063441367542388e-14,1.1702962989867468e-22,1.7721279526454064e-15
2.7561551988382925e-07,0.1122453719092506,0.0,0.0,0.0,0.0,0.32999983345895234,0.6699998325028242,1.64845547585672e-07,1.6567777610513314e-07,1.2819726492621773e-09,3.9085088820879424e-10,4.058156093848749e-18,3.102772116393765e-10,4.126605086827675e-10,2.458161567051642e-10,4.1355411711645945e-13,2.2750160744675926e-11,4.1627212451183095e-11,1.0858456849710298e-14,2.6669188790414456e-14,1.5125631171339959e-22,2.4989411488178925e-15
2.972007748428081e-07,0.11224537190120223,0.0,0.0,0.0,0.0,0.3299998203699803,0.6699998193326758,1.7776641630678345e-07,1.7865970466908355e-07,1.38259129201759e-09,4.042841805367581e-10,4.3766700344496235e-18,3.5029457558447863e-10,4.799249837141229e-10,3.015303746405636e-10,5.185502526030133e-13,2.548135902984537e-11,4.635226421289485e-11,1.3020005893426725e-14,3.375345606763646e-14,1.91435267515172e-22,3.427853545548921e-15
3.1878602980178694e-07,0.11224537189331382,0.0,0.0,0.0,0.0,0.32999980727268435,0.669999806157419,1.906904700300306e-07,1.9164010187873417e-07,1.4832346218833347e-09,4.177158905258455e-10,4.6952621234753685e-18,3.9143013682180713e-10,5.522693085854865e-10,3.6409337208414385e-10,6.399767199724265e-13,2.826688071508147e-11,5.113953839499294e-11,1.5414896184817172e-14,4.196185961883166e-14,2.379898470237359e-22,4.5923879612849306e-15
3.403712847607658e-07,0.11224537188558645,0.0,0.0,0.0,0.0,0.32999979416688013,0.6699997929770516,2.036178877397671e-07,2.0461896791023855e-07,1.583904041628353e-09,4.3114601724920313e-10,5.0139368014694795e-18,4.3353986516861917e-10,6.296946546278772e-10,4.336813838290314e-10,7.790324788214363e-13,3.1098600347633885e-11,5.597748340970953e-11,1.805071356414748e-14,5.136700747541325e-14,2.9133185217540023e-22,6.028336773430411e-15
3.6195653971974463e-07,0.11224537187802094,0.0,0.0,0.0,0.0,0.3299997810524079,0.6699997797915699,2.165488244290929e-07,2.175963029465727e-07,1.6846010021049417e-09,4.4457455291669814e-10,5.332698661195979e-18,4.764972337263595e-10,7.122022579232954e-10,5.104479505788573e-10,9.36917651102434e-13,3.396957442162007e-11,6.085658561953686e-11,2.0934839976013458e-14,6.203953638781842e-14,3.518619046374729e-22,7.77370077823949e-15
3.835417946787235e-07,0.1122453718706178,0.0,0.0,0.0,0.0,0.3299997679291281,0.6699997666009719,2.2948341458188147e-07,2.3057210715723075e-07,1.7853263477923812e-09,4.5800150318136557e-10,5.65155037589285e-18,5.201912500644553e-10,7.997934118968631e-10,5.945265906422128e-10,1.114833540962006e-12,3.6873892869158964e-11,6.576908841924998e-11,2.4074454124703878e-14,7.404817142894435e-14,4.199697838536487e-22,9.868630140919541e-15
4.051270496377023e-07,0.11224537186337741,0.0,0.0,0.0,0.0,0.32999975479692034,0.6699997534052555,2.4242177412603564e-07,2.4354638071444225e-07,1.886080902085724e-09,4.714268709254192e-10,5.970494552058946e-18,5.645246950860479e-10,8.924694596447031e-10,6.860331967892012e-10,1.3139826495770332e-12,3.980654501439987e-11,7.070873753232683e-11,2.74765416310663e-14,8.745977527928133e-14,4.960347065683657e-22,1.2355366034611296e-14
4.2671230459668117e-07,0.11224537185630026,0.0,0.0,0.0,0.0,0.3299997416556801,0.669999740204418,2.553640026746314e-07,2.5651912379661084e-07,1.986865657269549e-09,4.848506528240935e-10,6.289534330838569e-18,6.094126075807007e-10,9.902317866006443e-10,7.850683149669047e-10,1.5355686929915357e-12,4.276327446788301e-11,7.567046823409493e-11,3.1147904666897794e-14,1.0233939724045436e-13,5.804256048108134e-22,1.5278183110830724e-14
4.4829755955566e-07,0.1122453718493865,0.0,0.0,0.0,0.0,0.3299997285053168,0.6699997269984567,2.6831018608800936e-07,2.6949033658118447e-07,2.0876813183802303e-09,4.982728464779067e-10,6.608671944061559e-18,6.54781083879053e-10,1.093081814518023e-09,8.917191075528621e-10,1.7807966216739073e-12,4.5740442404417964e-11,8.06500892222275e-11,3.5095164298418984e-14,1.1875032659490059e-13,6.735014285283607e-22,1.868333482120221e-14
4.6988281451463886e-07,0.1122453718426363,0.0,0.0,0.0,0.0,0.32999971534575206,0.6699997137873697,2.812603983926505e-07,2.8246001923831634e-07,2.188528283578993e-09,5.11693456753094e-10,6.9279086521274626e-18,7.005659016034601e-10,1.2010209962282257e-09,1.0060611527005692e-09,2.050872630999407e-12,4.873493287969346e-11,8.56441157629929e-11,3.932476239798153e-14,1.367541449673174e-13,7.756114425584882e-22,2.261899992228808e-14
4.914680694736177e-07,0.11224537183604968,0.0,0.0,0.0,0.0,0.329999702176918,0.6699997005711548,2.942147029151392e-07,2.954281719456493e-07,2.289407048053953e-09,5.251124809983802e-10,7.24724602255848e-18,7.467110828713673e-10,1.3140508116096529e-09,1.128159932846473e-09,2.34700415929104e-12,5.174410750731053e-11,9.064976445618349e-11,4.384296713946764e-14,1.5641077311343905e-13,8.87095491994823e-22,2.7135230653653566e-14
5.130533244325966e-07,0.11224537182962667,0.0,0.0,0.0,0.0,0.3299996889987561,0.6699996873498099,3.071731536187937e-07,3.083947948738197e-07,2.390318047381848e-09,5.385299235436215e-10,7.56668543423535e-18,7.931679541146924e-10,1.4321727646075481e-09,1.2580719609454635e-09,2.670399884857675e-12,5.476575468914907e-11,9.566488407753519e-11,4.865588188516296e-14,1.777785124123452e-13,1.0082842375140146e-21,3.228390277968161e-14
5.346385793915754e-07,0.11224537182336743,0.0,0.0,0.0,0.0,0.3299996758112163,0.6699996741233328,3.201357963894922e-07,3.2135988820362876e-07,2.4912617421755183e-09,5.519457785294898e-10,7.88622834519671e-18,8.398944436064971e-10,1.5553883788489436e-09,1.395846049771471e-09,3.022269737260358e-12,5.7797992803294604e-11,1.0068771835332896e-10,5.376944868892571e-14,2.0091409207936803e-13,1.1394994231470953e-21,3.8118665567472444e-14
5.562238343505542e-07,0.11224537181727175,0.0,0.0,0.0,0.0,0.3299996626142545,0.6699996608917215,3.3310267080911656e-07,3.3432345209658676e-07,2.5922382495017097e-09,5.653600593641454e-10,8.20587512625862e-18,8.868543642987066e-10,1.6836991935343386e-09,1.5415246132724429e-09,3.4038249145681946e-12,6.083917077105299e-11,1.0571666150218346e-10,5.918944801461062e-14,2.2587271885159216e-13,1.2810541580750838e-21,4.469489310876716e-14
5.778090893095331e-07,0.11224537181133976,0.0,0.0,0.0,0.0,0.3299996494078328,0.6699996476549738,3.4607381022831893e-07,3.4728548674561273e-07,2.693248093802347e-09,5.787727480238627e-10,8.52562743719826e-18,9.34016370835657e-10,1.81710676130538e-09,1.6951444904163013e-09,3.816277879087206e-12,6.388787035502785e-11,1.1075036556757278e-10,6.492150452194687e-14,2.52708116194747e-13,1.4332531389926072e-21,5.206963943820681e-14
5.993943442685119e-07,0.11224537180557136,0.0,0.0,0.0,0.0,0.32999963619191863,0.6699996344130874,3.5904924298032785e-07,3.602459923234232e-07,2.7942914886895198e-09,5.921838466650837e-10,8.845485954221927e-18,9.813531871494346e-10,1.9556126482280026e-09,1.8567374559508818e-09,4.2608423393278135e-12,6.694292137278588e-11,1.157878636030979e-10,7.097109628013099e-14,2.8147255981738696e-13,1.5963928515305933e-21,6.030159377106864e-14
6.209795992274908e-07,0.11224537179996627,0.0,0.0,0.0,0.0,0.3299996229664839,0.6699996211660612,3.720289931575216e-07,3.732049689890716e-07,2.895368261749996e-09,6.055933710868026e-10,9.165450132090019e-18,1.0288412690535129e-09,2.099218431611057e-09,2.0263308676864597e-09,4.738733248519984e-12,7.00033497867995e-11,1.2082843957606235e-10,7.73435576720509e-14,3.1221692005332493e-13,1.7707618106316674e-21,6.94510355611443e-14
6.425648541864696e-07,0.11224537179452451,0.0,0.0,0.0,0.0,0.32999960973150416,0.6699996079138922,3.850130804579079e-07,3.8616241692752436e-07,2.9964788638351247e-09,6.190013111551593e-10,9.485521397513361e-18,1.0764604716065732e-09,2.247925696255246e-09,2.203948447767443e-09,5.251166817417299e-12,7.306830693000297e-11,1.2587143753937956e-10,8.404407931224949e-14,3.449907055899536e-13,1.956640808556504e-21,7.957979134202062e-14
