Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116)
1.4488548042927552e-08,0.11224537201824758,0.0,0.0,0.0,0.0,0.3299999912632711,0.6699999914245042,8.669650261208674e-09,8.508087411578271e-09,6.576974048327685e-11,2.2822156593947638e-10,2.0819777162698634e-19,1.183113863352148e-12,1.2770525963440618e-12,4.374730729813399e-14,6.015773904281696e-17,3.16121774141869e-13,2.130751845706696e-13,5.4844952732225435e-18,8.122468224842854e-19,4.606713958634987e-27,3.328769322486483e-21,8.502173463218328e-17,3.149005297967048e-14,5.4377164005893785e-25,6.011132959744509e-26,1.3487668660238975e-33
1.511894740185642e-08,0.11224537201796495,0.0,0.0,0.0,0.0,0.32999999088311865,0.6699999910417129,9.046747304625032e-09,8.887793622867018e-09,6.870581457223614e-11,2.2862854969436358e-10,2.1749207835148174e-19,1.2903063965384385e-12,1.3949002975434479e-12,4.9839846623697396e-14,6.835455075757548e-17,3.44381998306834e-13,2.319666402575804e-13,6.22274593029338e-18,9.63151598390639e-19,5.462581082798804e-27,4.12688777351865e-21,8.895820439082407e-17,3.301363853553356e-14,6.419460007071164e-25,7.410273680867919e-26,1.599351269881671e-33
1.5749346760785285e-08,0.11224537201768195,0.0,0.0,0.0,0.0,0.3299999905029645,0.6699999906589111,9.42384072618204e-09,9.267503138917446e-09,7.1641860332948e-11,2.2903180198416632e-10,2.26786295401324e-19,1.4020882008145074e-12,1.5179607813097125e-12,5.647193475418041e-14,7.726398864771495e-17,3.7380826664205285e-13,2.516257850630904e-13,7.02145139231918e-18,1.1337230794146648e-18,6.429989351541302e-27,5.069664112103478e-21,9.289876456246047e-17,3.453722389095968e-14,7.526009438170663e-25,9.056057225347836e-26,1.882593440460151e-33
1.637974611971415e-08,0.11224537201739879,0.0,0.0,0.0,0.0,0.3299999901228089,0.6699999902761012,9.800930553725348e-09,9.6472147785273e-09,7.457787797521663e-11,2.2943250399446471e-10,2.3608042344066023e-19,1.518451248229057e-12,1.6462340022969752e-12,6.366616754961773e-14,8.691574980435747e-17,4.0439510081444123e-13,2.720480624452156e-13,7.882521862386076e-18,1.3255062770613607e-18,7.517701412349658e-27,6.175503862362445e-21,9.684341523092213e-17,3.6060808460612304e-14,8.767030347164113e-25,1.097912345000445e-25,2.2010590260939592e-33
1.7010145478643017e-08,0.11224537201711547,0.0,0.0,0.0,0.0,0.32999998974265154,0.6699999898932835,1.0178016815023624e-08,1.0026927718946393e-08,7.751386771786276e-11,2.298314784618267e-10,2.453744631621797e-19,1.639387469852104e-12,1.7797199152697874e-12,7.144510120405799e-14,9.733953052113604e-17,4.361370472043861e-13,2.932289407486777e-13,8.807821983599647e-18,1.5400903230240774e-18,8.734730143729957e-27,7.464224683816148e-21,1.0079215649268205e-16,3.758439192344154e-14,1.0152477661674653e-24,1.3212432452742378e-25,2.5573869534798586e-33
1.7640544837571883e-08,0.11224537201683206,0.0,0.0,0.0,0.0,0.32999998936249264,0.6699999895104582,1.0555099537777479e-08,1.0406641405995073e-08,8.04498297802583e-11,2.3022927955454886e-10,2.5466841526031663e-19,1.7648887566591313e-12,1.918418475139502e-12,7.983125205021196e-14,1.0856502630267708e-16,4.690286770581533e-13,3.151639136074566e-13,9.799172113140794e-18,1.7791071569717546e-18,1.009033121289231e-26,8.957094761076518e-21,1.0474498850649647e-16,3.9107974194190275e-14,1.1692589069826136e-24,1.5791330948724653e-25,2.9542872503899797e-33
1.827094419650075e-08,0.11224537201654863,0.0,0.0,0.0,0.0,0.32999998898233196,0.6699999891276264,1.093217874962408e-08,1.0786355476446325e-08,8.338576437811962e-11,2.3062627048995057e-10,2.6396228041793295e-19,1.894946960325942e-12,2.062329637068932e-12,8.88470963814566e-14,1.2062193187243144e-16,5.030645866121196e-13,3.3784850028354545e-13,1.0858349471833892e-17,2.044230342520391e-18,1.1593996360442671e-26,1.067686739505755e-20,1.0870191146659587e-16,4.0631555322318314e-14,1.3397879117000513e-24,1.8753612456968243e-25,3.394539081382321e-33
1.9531742914358484e-08,0.11224537201598175,0.0,0.0,0.0,0.0,0.32999998822200566,0.6699999883619425,1.1686326750815948e-08,1.1545783853440043e-08,8.925755203796426e-11,2.3141873597161812e-10,2.825497526267799e-19,2.1687013340138637e-12,2.3657895895347503e-12,1.088575691278217e-13,1.4734874742513924e-16,5.745477551157845e-13,3.8544872174652236e-13,1.3187087680518813e-17,2.659689283394357e-18,1.5084615974336854e-26,1.4895817339774524e-20,1.1662803101180847e-16,4.367871448309908e-14,1.7347393114578797e-24,2.599218651027189e-25,4.416544988029608e-33
2.079254163221622e-08,0.11224537201541517,0.0,0.0,0.0,0.0,0.3299999874616723,0.6699999875962336,1.2440461038388397e-08,1.2305211631427246e-08,9.512923239976712e-11,2.3221009334591317e-10,3.011368851776692e-19,2.460584649371327e-12,2.6900994213245903e-12,1.3165552136156235e-13,1.7775751968867445e-16,6.505438239756733e-13,4.3599427869619865e-13,1.5807440307457453e-17,3.400638023550028e-18,1.9286960175684402e-26,2.0334263156632218e-20,1.2457051671179669e-16,4.672587008309789e-14,2.2090421232257026e-24,3.5282010067849126e-25,5.646937591774118e-33
2.2053340350073954e-08,0.1122453720148486,0.0,0.0,0.0,0.0,0.32999998670133157,0.6699999868304998,1.319458183105845e-08,1.3064638100628186e-08,1.0100080717567564e-10,2.3300105233703297e-10,3.1972368349049953e-19,2.770530385628252e-12,3.03525878718848e-12,1.574193015863869e-13,2.120857792610576e-16,7.310104637314866e-13,4.894502597728033e-13,1.8732201504108164e-17,4.2818303902158174e-18,2.4284706396393083e-26,2.723157008127147e-20,1.3252937020718425e-16,4.97730227535744e-14,2.7720375108543633e-24,4.702037338608629e-25,7.110218254451221e-33
2.331413906793169e-08,0.1122453720142824,0.0,0.0,0.0,0.0,0.3299999859409834,0.6699999860647418,1.3948689346491274e-08,1.382406303534219e-08,1.0687227806612592e-10,2.3379183859522574e-10,3.383101529480963e-19,3.0984714574751793e-12,3.4012673476376495e-12,1.863266006630222e-13,2.505710450346791e-16,8.159057414216069e-13,5.457821650845524e-13,2.197358149113507e-17,5.318576790085941e-18,3.0164688751340677e-26,3.5854041208190486e-20,1.4050459324893244e-16,5.2820173411322795e-14,3.433454043617817e-24,6.164939436306329e-25,8.831813076140361e-33
2.4574937785789424e-08,0.11224537201371644,0.0,0.0,0.0,0.0,0.3299999851806276,0.6699999852989593,1.4702783801301949e-08,1.4583486410107998e-08,1.1274364675793612e-10,2.3458247753407287e-10,3.56896298890177e-19,3.4443402365738303e-12,3.788124769107703e-12,2.1855444583418304e-13,2.9345082448967105e-16,9.051881173667589e-13,6.049559026199094e-13,2.5543242447401676e-17,6.52670726443144e-18,3.701668850261674e-26,4.6495982554410896e-20,1.4849618761538064e-16,5.5867323066000195e-14,4.203388581052738e-24,7.965797719833971e-25,1.0838011621688637e-32
2.583573650364716e-08,0.11224537201315077,0.0,0.0,0.0,0.0,0.32999998442026385,0.6699999845331522,1.5456865410919553e-08,1.5342908176231406e-08,1.1861491492901812e-10,2.353730178011475e-10,3.7548212662826544e-19,3.808068510627977e-12,4.195830724872439e-12,2.542791121368684e-13,3.4096261263838937e-16,9.98816489239132e-13,6.669378333576284e-13,2.9452272948244566e-17,7.922592341103602e-18,4.493355232325691e-26,5.948437435429901e-20,1.5650415503641295e-16,5.891447259949681e-14,5.0923290160428695e-24,1.0158986132921092e-24,1.3156001668593284e-32
2.835733393936263e-08,0.11224537201202031,0.0,0.0,0.0,0.0,0.32999998289951177,0.6699999830014655,1.6964990949984862e-08,1.6861746684853373e-08,1.3035715638145267e-10,2.369539998372131e-10,4.1265284861449554e-19,4.588827779645532e-12,5.073786967851673e-12,3.3691997237171e-13,4.508321311832848e-16,1.1989490926259423e-12,7.991940708622376e-13,3.833003231164823e-17,1.134568949731365e-17,6.434789768268441e-26,9.398965748837765e-20,1.7256921606667765e-16,6.500877462322173e-14,7.271099158577487e-24,1.5970473432871446e-24,1.8840397734023758e-32
3.1356378314435975e-08,0.11224537201067727,0.0,0.0,0.0,0.0,0.3299999810907712,0.6699999811796379,1.8758606147182023e-08,1.866815783834269e-08,1.4432221316690528e-10,2.388343026190171e-10,4.568600168452262e-19,5.6092986147349975e-12,6.226547172693788e-12,4.562644509216108e-13,6.094932628509167e-16,1.4589527814050927e-12,9.705828839224026e-13,5.0820460287563444e-17,1.667627242404093e-17,9.458068906451899e-26,1.5367327839405297e-19,1.917613801943137e-16,7.225700349863715e-14,1.0664191663705855e-23,2.5997329884374813e-24,2.76924753688323e-32
3.435542268950932e-08,0.11224537200933597,0.0,0.0,0.0,0.0,0.3299999792819793,0.669999979357673,2.0552155118037387e-08,2.0474559303493045e-08,1.5828675151875112e-10,2.407146321906235e-10,5.010655439453506e-19,6.7286995815703105e-12,7.497262088425363e-12,6.006929922996019e-13,8.01589757018829e-16,1.7423325978442538e-12,1.1568748892182679e-12,6.552613150872098e-17,2.3606775374434522e-17,1.3388754545172098e-25,2.396054643904045e-19,2.1104623889553412e-16,7.950525751227054e-14,1.5079625949460106e-23,4.041170382242727e-24,3.920159876140705e-32
3.735446706458266e-08,0.1122453720079964,0.0,0.0,0.0,0.0,0.3299999774731333,0.6699999775355706,2.2345640664294315e-08,2.228095110865163e-08,1.722507932837584e-10,2.42594959675061e-10,5.452694990720359e-19,7.946071334696627e-12,8.885927857576837e-12,7.725146007870987e-13,1.0303171257336492e-15,2.0485698646932088e-12,1.3576527234850419e-12,8.255876332655358e-17,3.239206140692659e-17,1.837139417983144e-25,3.5914438794568724e-19,2.3042381576068665e-16,8.675354805379625e-14,2.0685312050866096e-23,6.0450397066792374e-24,5.37911449852158e-32
4.0353511439656e-08,0.11224537200665864,0.0,0.0,0.0,0.0,0.3299999756642304,0.6699999757133308,2.4139065552843088e-08,2.408733327267049e-08,1.8621436003752903e-10,2.4447526572233047e-10,5.894719505240567e-19,9.260442082685899e-12,1.0392540810868445e-11,9.740151272213295e-13,1.2988705881801551e-15,2.377157719985462e-12,1.5725110102097723e-12,1.0201957779419673e-16,4.3296344115326226e-17,2.4555838533485717e-25,5.207823246867366e-19,2.498941343069926e-16,9.400188636233471e-14,2.765703620514634e-23,8.754713181803006e-24,7.190008018228813e-32
4.635160018980269e-08,0.11224537200398864,0.0,0.0,0.0,0.0,0.32999997204624293,0.6699999720684389,2.772574419283797e-08,2.7700068655037268e-08,2.1414015301153876e-10,2.4823583397237643e-10,6.77872609894147e-19,1.217622362461715e-11,1.3759594817766225e-11,1.4750396628621964e-12,1.96823489719437e-15,3.0994334028462677e-12,2.04292344818815e-12,1.4857472073043213e-16,7.256670092830669e-17,4.1156737794112326e-25,1.0122354842418535e-18,2.8911308947657453e-16,1.0849875024960146e-13,4.644567185694678e-23,1.7004500836487075e-23,1.205120266306797e-31
5.234968893994937e-08,0.11224537200132627,0.0,0.0,0.0,0.0,0.3299999684279953,0.6699999684229967,3.131221250377126e-08,3.1312765432913303e-08,2.4206429783442235e-10,2.5199635123206886e-10,7.662680519495595e-19,1.5468082189720023e-11,1.7598398268935315e-11,2.1215973587681426e-12,2.835239605814774e-15,3.90532038220349e-12,2.5650850110102516e-12,2.0585260921775937e-16,1.1365687741455204e-16,6.44613359255219e-25,1.8051306319988945e-18,3.287032910021892e-16,1.2299593630566992e-13,7.297084896284214e-23,3.0349849112877594e-23,1.8875906837321742e-31
5.834777769009606e-08,0.11224537199867185,0.0,0.0,0.0,0.0,0.32999996480946636,0.6699999647770045,3.489849141923434e-08,3.4925423589168863e-08,2.6998695775561593e-10,2.5575683170718813e-10,8.546587934655168e-19,1.9127934512112318e-11,2.1908928063286196e-11,2.9311502186868746e-12,3.9254383387039264e-15,4.791144673138087e-12,3.136132247133136e-12,2.744197733912978e-16,1.6888117285247632e-16,9.578220516593309e-25,3.0097597430471236e-18,3.68664924373126e-16,1.374935295273691e-13,1.0883750615192387e-22,5.06952055395858e-23,2.8048987912126395e-31
6.434586644024274e-08,0.11224537199602566,0.0,0.0,0.0,0.0,0.3299999611906355,0.6699999611304621,3.848460131970792e-08,3.853804312086592e-08,2.9790829171668617e-10,2.595172758857102e-10,9.4304533758044e-19,2.3147599273519295e-11,2.6691163892108626e-11,3.920770775149134e-12,5.264381803502974e-15,5.753397925978266e-12,3.753364054592018e-12,3.5476523094270374e-16,2.4061081543198736e-16,1.364642054224001e-24,4.7568852980346846e-18,4.0899817344086027e-16,1.5199161269362427e-13,1.5571971874691827e-22,8.032043275942199e-23,3.996505393960472e-31
7.034395519038943e-08,0.11224537199338798,0.0,0.0,0.0,0.0,0.32999995757148276,0.6699999574833694,4.207056203851227e-08,4.2150624028710834e-08,3.2582845439718085e-10,2.6327768107041685e-10,1.0314281739410909e-18,2.7518827443533453e-11,3.194508815190239e-11,5.107139790283427e-12,6.877618370662121e-15,6.788729202317065e-12,4.414231729145389e-12,4.473200613044763e-16,3.3125407176650664e-16,1.878732032286882e-24,7.198076109743579e-18,4.497032204167163e-16,1.6649026638217998e-13,2.1534719598461234e-22,1.2189375381190837e-22,5.502521255151359e-31
8.23401326906828e-08,0.11224537198813905,0.0,0.0,0.0,0.0,0.3299999503321339,0.6699999501875318,4.924211273563483e-08,4.937566996738324e-08,3.8166586493380986e-10,2.7079837401393157e-10,1.2081846196225587e-18,3.728285752740399e-11,4.3867943677009166e-11,8.134992951450306e-12,1.1029157553741051e-14,9.06590718680732e-12,5.857330241084436e-12,6.706094390052403e-16,5.789875948307368e-16,3.283771183763847e-24,1.4868244742423202e-17,5.322294298216797e-16,1.954895974534102e-13,3.7994563287489857e-22,2.5346203330369e-22,9.619670554523791e-31
9.313669244094684e-08,0.11224537198344642,0.0,0.0,0.0,0.0,0.329999943815429,0.6699999436193942,5.569618637898384e-08,5.5878079208922656e-08,4.3191699662631763e-10,2.7756686275145607e-10,1.3672573872179203e-18,4.718963055630915e-11,5.6211562912457385e-11,1.1692388511269322e-11,1.5959899222738444e-14,1.1334575925923011e-11,7.282531736345619e-12,9.169276845849948e-16,8.910906445653287e-16,5.05388693920368e-24,2.608866396594382e-17,6.077763611954036e-16,2.2159171166119905e-13,5.898167507934208e-22,4.476383225103101e-22,1.4808776382633282e-30
9.999999999999998e-08,0.1122453719787848,0.0,0.0,0.0,0.0,0.3299999396721137,0.6699999394431407,5.97988922036489e-08,6.001155626335747e-08,4.638604680625774e-10,2.8186948463075207e-10,1.4683762324422316e-18,5.4015588454810904e-11,6.485279353374014e-11,1.4405521212771838e-11,1.9753522393872032e-14,1.2877023332502358e-11,8.245214673388294e-12,1.0967090913838338e-15,1.140178704779587e-15,6.466608491222625e-24,3.6012707317403357e-17,6.56428740817243e-16,2.381862042514554e-13,7.588316748971387e-22,6.205596796857283e-22,1.895184928916967e-30
1.0393325219121088e-07,0.1122453719787848,0.0,0.0,0.0,0.0,0.3299999372973936,0.6699999370494713,6.215006108784427e-08,6.238036329628012e-08,4.821665516948221e-10,2.843352264284926e-10,1.5263251639215225e-18,5.810670275226323e-11,7.008329284588281e-11,1.612890649825192e-11,2.217662957587678e-14,1.3794268320025363e-11,8.815470654352976e-12,1.2080683617873032e-15,1.302411489648387e-15,7.386723862367161e-24,4.2868481826313437e-17,6.845306715883756e-16,2.476968306847362e-13,8.695144777765349e-22,7.405165954865419e-22,2.1651022231804724e-30
1.1472981194147492e-07,0.11224537197415524,0.0,0.0,0.0,0.0,0.32999993077793,0.669999930477762,6.860383377279341e-08,6.888252223130369e-08,5.32415286071906e-10,2.911034663803131e-10,1.6853903426802476e-18,6.998650287604415e-11,8.548311797166339e-11,2.1527764962964912e-11,2.982832973323677e-14,1.6430208737638152e-11,1.0445706883907087e-11,1.5456945272996497e-15,1.827087326439495e-15,1.0362462127150907e-23,6.684938133842997e-17,7.624933562022427e-16,2.7380534884467674e-13,1.2301829068362724e-21,1.1626491175645392e-21,3.038448199107366e-30
1.2552637169173896e-07,0.11224537196955876,0.0,0.0,0.0,0.0,0.3299999242569451,0.6699999239042659,7.505759628567143e-08,7.538455602173723e-08,5.826639162595591e-10,2.978715818033245e-10,1.8444551916212284e-18,8.278230876021971e-11,1.0241104491415014e-10,2.7968232671744346e-11,3.906399488155143e-14,1.9228752033906283e-11,1.2163796341894564e-11,1.9313927413443676e-15,2.4791167497448237e-15,1.4060495818359196e-23,9.988849261188961e-17,8.416653898921326e-16,2.999176400396217e-13,1.6831233051682496e-21,1.7491066522212718e-21,4.124616277217188e-30
1.36322931442003e-07,0.11224537196499611,0.0,0.0,0.0,0.0,0.3299999177343512,0.6699999173289819,8.151143555596556e-08,8.188646467761752e-08,6.329131203884764e-10,3.046395731868022e-10,2.0035218574051178e-18,9.644843494297515e-11,1.208671014190068e-10,3.552568879940381e-11,5.0032641265550915e-14,2.2177306622897148e-11,1.3961205269340094e-11,2.3666860804507477e-15,3.2723482866834248e-15,1.8559367900649584e-23,1.4405709345607168e-16,9.220477259512147e-16,3.260340582834901e-13,2.239778391393367e-21,2.5395539663070306e-21,5.44720732831035e-30
1.4711949119226705e-07,0.11224537196046815,0.0,0.0,0.0,0.0,0.3299999112100649,0.6699999107519095,8.796543375037267e-08,8.838824821160619e-08,6.831635394584969e-10,3.114074418012411e-10,2.1625923691527692e-18,1.1094038990209025e-10,1.408513352947152e-10,4.427170658531256e-11,6.288331290314965e-14,2.5264258195709473e-11,1.583022739761295e-11,2.8530466253934664e-15,4.220470003490385e-15,2.3936711272721293e-23,2.0163875661347413e-16,1.0036412952670186e-15,3.521549383377538e-13,2.9117195247045787e-21,3.5783142797854896e-21,7.029734141363898e-30
1.5791605094253109e-07,0.11224537195597553,0.0,0.0,0.0,0.0,0.32999990468400786,0.6699999041730478,9.441966842309991e-08,9.488990664058095e-08,7.334157785076989e-10,3.1817518795018653e-10,2.3216686421460692e-18,1.262149873386685e-10,1.623638134873897e-10,5.4274140304909937e-11,7.776508696016644e-14,2.847890597925877e-11,1.7763916228257214e-11,3.391906314237798e-15,5.33700079297442e-15,3.026919935346366e-23,2.751274087074107e-16,1.0864470064056392e-15,3.7828059631119576e-13,3.7106369347098315e-21,4.914416718630358e-21,8.895633243526059e-30
1.6871261069279513e-07,0.1122453719515189,0.0,0.0,0.0,0.0,0.3299998981561057,0.6699998975923965,1.0087421275123618e-07,1.0139143998472553e-07,7.836704084439563e-10,3.2494281164816463e-10,2.4807524836258322e-18,1.4223047819210925e-10,1.8540462071440452e-10,6.559727084517246e-11,9.48270812194768e-14,3.1811372227599393e-11,1.975599080790768e-11,3.984669634816424e-15,6.635281308625815e-15,3.763249466405352e-23,3.672239847273086e-16,1.1704657459831446e-15,4.0441133060228194e-13,4.6483282920783175e-21,6.601655681491842e-21,1.1068272641842234e-29
1.7950917044305917e-07,0.1122453719470988,0.0,0.0,0.0,0.0,0.32999989162628873,0.6699998910099544,1.0732913570528698e-07,1.0789284826613989e-07,8.339279673725716e-10,3.317103138536418e-10,2.639845596994498e-18,1.5894661235864924e-10,2.0997385854058884e-10,7.830191870732811e-11,1.1421845881867925e-13,3.525254411927339e-11,2.1800776956266613e-11,4.632718047849173e-15,8.128472311199889e-15,4.6101239450474455e-23,4.808338405725822e-16,1.2556983784411978e-15,4.305474225819987e-13,5.736694553029016e-21,8.698626187095417e-21,1.357098287193246e-29
1.903057301933232e-07,0.11224537194271574,0.0,0.0,0.0,0.0,0.3299998850944909,0.6699998844257211,1.1378450224595939e-07,1.1439413150994749e-07,8.841889621287747e-10,3.3847769519003676e-10,2.7989495866673466e-18,1.7632468164475216e-10,2.360716443673098e-10,9.244558067421352e-11,1.3608843327645776e-13,3.879401293615423e-11,2.389314735987023e-11,5.337411465936051e-15,9.829556388648167e-15,5.574906543823486e-23,6.190637504944829e-16,1.342145746403818e-15,4.56689137383311e-13,6.987738456798902e-21,1.126876328862917e-20,1.6427093077031105e-29
2.0110228994358725e-07,0.11224537193837016,0.0,0.0,0.0,0.0,0.3299998785606503,0.669999877839696,1.2024037348520903e-07,1.2089528974477089e-07,9.344538695322375e-10,3.452449553355883e-10,2.958065962043727e-18,1.943275363380982e-10,2.636981106413254e-10,1.0808254578168037e-10,1.6058627225532824e-13,4.2428028382142096e-11,2.6028477745198922e-11,6.100088229818737e-15,1.175134053601019e-14,6.664860846441886e-23,7.852195035615938e-16,1.4298086712583224e-15,4.828367245489154e-13,8.413564904941798e-21,1.4380376812367228e-20,1.9659949013294265e-29
2.118988496938513e-07,0.11224537193406248,0.0,0.0,0.0,0.0,0.32999987202470826,0.6699998712518782,1.2669680687898893e-07,1.273963230007468e-07,9.84723137888556e-10,3.5201209484776204e-10,3.117196142260075e-18,2.1291960383533872e-10,2.928534039102303e-10,1.2526403438878764e-10,1.8786130206088668e-13,4.614744417787813e-11,2.820259475920693e-11,6.9220667271680184e-15,1.3906457531648904e-14,7.887151628310755e-23,9.8280309202221e-16,1.5186879530100122e-15,5.08990418806363e-13,1.0026380219447376e-20,1.8106696280808045e-20,2.32929474964494e-29
2.2269540944411533e-07,0.112245371929793,0.0,0.0,0.0,0.0,0.32999986548661037,0.6699998646622672,1.3315385640161324e-07,1.3389723130966465e-07,1.0349971883477319e-09,3.5877911488378657e-10,3.276341460490297e-18,2.320668933017783e-10,3.235376839917454e-10,1.440383266926515e-10,2.180629114297574e-13,4.994567153503583e-11,3.041173222875007e-11,7.804647060279134e-15,1.630736698513494e-14,9.248845450853235e-23,1.215510154643243e-15,1.6087843706066308e-15,5.35150440769146e-13,1.183849149367428e-20,2.2525912731147726e-20,2.7349586457067076e-29
2.442885289446434e-07,0.11224537192137002,0.0,0.0,0.0,0.0,0.3299998524037428,0.6699998514776633,1.460700034245739e-07,1.468986732290323e-07,1.1355611929854029e-09,3.7231279601330196e-10,3.5946824410632125e-18,2.718990017588261e-10,3.8949390518045435e-10,1.8654457942751354e-10,2.878437577380446e-13,5.775472372229407e-11,3.492179439053121e-11,9.75672650796469e-15,2.1895549277399548e-14,1.241822500352272e-22,1.8020287170550884e-15,1.792631631267258e-15,5.874902841393303e-13,1.6110334217074023e-20,3.378086504337411e-20,3.6828351149360935e-29
2.658816484451715e-07,0.1122453719131034,0.0,0.0,0.0,0.0,0.3299998393116721,0.6699998382858788,1.5898918348478573e-07,1.598996157998687e-07,1.2361487622850488e-09,3.8584600512621717e-10,3.9130980168909016e-18,3.1358296520137277e-10,4.6156828743521786e-10,2.3593390609654004e-10,3.7112530155837643e-13,6.581199174525854e-11,3.953520012352478e-11,1.1966384985989899e-14,2.861218661449445e-14,1.6227616322086118e-22,2.578109926334636e-15,1.9813562944851454e-15,6.398577645913476e-13,2.1329569633437212e-20,4.8871587695183747e-20,4.828702802847829e-29
2.874747679456996e-07,0.11224537190499484,0.0,0.0,0.0,0.0,0.3299998262100671,0.6699998250869094,1.7191172062730016e-07,1.729000593700574e-07,1.3367624249335503e-09,3.993787256090198e-10,4.231596192673203e-18,3.569016719601953e-10,5.397625082866521e-10,2.9250024447797493e-10,4.691052316277155e-13,7.408071505105926e-11,4.423279234044352e-11,1.4443410970186754e-14,3.6550961141894326e-14,2.0730151941032737e-22,3.580019396964943e-15,2.174963920857032e-15,6.922542098799184e-13,2.75983078686338e-20,6.860644510808932e-20,6.19194808947209e-29
3.0906788744622766e-07,0.11224537189704566,0.0,0.0,0.0,0.0,0.32999981309863746,0.6699998118807504,1.848378987808388e-07,1.8590000424892576e-07,1.4374043966524236e-09,4.1291100396655617e-10,4.550183982400328e-18,4.016602514994042e-10,6.240783901018483e-10,3.565027549800809e-10,5.829825036304509e-13,8.252966220962532e-11,4.8998991347625765e-11,1.7197323825389912e-14,4.5803019617831605e-14,2.597752643087853e-22,4.8468745266206175e-15,2.373459747636127e-15,7.446807849254876e-13,3.502030871063384e-20,9.387712541521902e-20,7.792478906982564e-29
3.3066100694675574e-07,0.11224537188925704,0.0,0.0,0.0,0.0,0.3299997999771284,0.6699997986673975,1.9776796623394784e-07,1.988994509005912e-07,1.5380766151040484e-09,4.2644275342230084e-10,4.868867519851718e-18,4.4768446382543174e-10,7.1451788212881e-10,4.2816950497948333e-10,7.139573990242314e-13,9.113231896933008e-11,5.3821154936683e-11,2.0237389730725738e-14,5.645703916125381e-14,3.2020033687618587e-22,6.420565920233414e-15,2.57684890266635e-15,7.971385097140105e-13,4.370098056908138e-20,1.256600106717588e-19,9.65042430682784e-29
3.5225412644728383e-07,0.1122453718816296,0.0,0.0,0.0,0.0,0.3299997868453169,0.6699997854468459,2.1070213967836063e-07,2.1189839961585825e-07,1.6387807714166877e-09,4.399740792178092e-10,5.187652158387451e-18,4.94819379972373e-10,8.110830440124307e-10,5.077007671526391e-10,8.632315795965033e-13,9.986612527364911e-11,5.868896220160834e-11,2.3572639554264595e-14,6.859928796120812e-14,3.8906601364501687e-22,8.345681680730995e-15,2.7851360218393488e-15,8.496282761230295e-13,5.3747373315000054e-20,1.6501754336479596e-19,1.1787065947425869e-28
3.738472459478119e-07,0.11224537187416417,0.0,0.0,0.0,0.0,0.3299997737030081,0.6699997722190916,2.2364060804800802e-07,2.2489685090940977e-07,1.7395183401276464e-09,4.535048788476761e-10,5.506542565739613e-18,5.429278624063434e-10,9.137760306637119e-10,5.952722103402095e-10,1.0320081356898615e-12,1.0871180962365866e-10,6.359390312797118e-11,2.7211865505444576e-14,8.231370417856897e-14,4.6684835621755765e-22,1.0669434441205117e-14,2.9983259185664018e-15,9.021508627120492e-13,6.526819034785854e-20,2.130995287830634e-19,1.4223483630673075e-28
3.9544036544834e-07,0.11224537186686101,0.0,0.0,0.0,0.0,0.32999976055003116,0.6699997589841304,2.365835357195127e-07,2.3789480505003e-07,1.8402906041491177e-09,4.670353099311663e-10,5.8255428030353935e-18,5.918885713623523e-10,1.0225990810611129e-09,6.910377215202958e-10,1.2214916115258722e-12,1.17652994839824e-10,6.852905593630871e-11,3.116360990353884e-14,9.768197706797076e-14,5.540106713547967e-22,1.3441593224888992e-14,3.2164225714804752e-15,9.547069489469128e-13,7.837380616962748e-20,2.711444058926213e-19,1.6983048986740098e-28
4.170334849488681e-07,0.11224537185972067,0.0,0.0,0.0,0.0,0.3299997473862378,0.6699997457419583,2.4953106540621936e-07,2.508922625417097e-07,1.9410986773539e-09,4.805653073313427e-10,6.1446563963022116e-18,6.415943233597442e-10,1.1375545078083512e-09,7.951319223540379e-10,1.4328880252813257e-12,1.2667580660844396e-10,7.348884002553036e-11,3.543618916967653e-14,1.1478359407394753e-13,6.510037780860043e-22,1.6714414014536194e-14,3.4394303092719243e-15,1.0072971255269422e-12,9.317624829794301e-20,3.404806359573997e-19,2.0088780344271764e-28
4.3862660444939616e-07,0.11224537185274333,0.0,0.0,0.0,0.0,0.32999973421149803,0.6699997324925716,2.6248332088914264e-07,2.638892238648753e-07,2.0419435258737368e-09,4.940948401692288e-10,6.463886403885831e-18,6.919507834189448e-10,1.2586446868099998e-09,9.076724904653907e-10,1.6674048917508504e-12,1.3576845104045736e-10,7.846871525806182e-11,4.0037713459324486e-14,1.336958921552175e-13,7.582662987981701e-22,2.0542570492865732e-14,3.6673533161702895e-15,1.0599219060602094e-12,1.097891818878874e-19,4.2252810056247126e-19,2.356427373591073e-28
