Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63)
3.923719263480145e-09,0.11224537202067837,0.0,0.0,0.0,0.0,0.3299999976340205,0.6699999978181845,2.3493471418745203e-09,2.1651609258430653e-09,1.6562615299885332e-11,2.0078004088349455e-10,5.242986502126363e-20,7.66241956388125e-14,6.96077081664518e-14,7.283184034664938e-16,1.1968819635622635e-18,7.242473898110178e-15,1.4963872238314104e-14,8.557635880622034e-20,3.2735723909513203e-21
4.110343862485366e-09,0.11224537202084177,0.0,0.0,0.0,0.0,0.3299999975214861,0.6699999977070985,2.4610046543058017e-09,2.2753678370742246e-09,1.743210136076282e-11,2.0310362787388546e-10,5.518227175524596e-20,8.473091069769732e-14,7.702845243901912e-14,8.459669475693018e-16,1.375783243884626e-18,7.969456276984423e-15,1.6463947704874084e-14,9.931643720082118e-20,3.990723660507057e-21
4.296968461490588e-09,0.11224537202097887,0.0,0.0,0.0,0.0,0.3299999974089516,0.6699999975957786,2.5726619777019775e-09,2.3858081746668376e-09,1.8301485729145792e-11,2.0519367586171305e-10,5.79343566359822e-20,9.324831487772118e-14,8.482889800536395e-14,9.757414170482739e-16,1.5716776582803892e-18,8.732052284907176e-15,1.8037229978949797e-14,1.144459005166809e-19,4.8197867345603264e-21
4.483593060495809e-09,0.11224537202109243,0.0,0.0,0.0,0.0,0.32999999729641705,0.6699999974842492,2.684318904300039e-09,2.496457292617751e-09,1.917097714814919e-11,2.0707483062556596e-10,6.068678022325915e-20,1.0217600883847966e-13,9.300886361706348e-14,1.118241192986955e-15,1.7853361486100683e-18,9.530285434959791e-15,1.9683741320750348e-14,1.3102871483387797e-19,5.771752325647454e-21
4.670217659501031e-09,0.11224537202118504,0.0,0.0,0.0,0.0,0.32999999718388234,0.6699999973725326,2.7959753774971733e-09,2.60729325182329e-09,2.0040633052778672e-11,2.0876903106925509e-10,6.343972497021185e-20,1.1151371661750748e-13,1.0156829864261702e-13,1.2740649594913144e-15,2.017529487012522e-18,1.0364171172478731e-14,2.1403487307070948e-14,1.4912830689297675e-19,6.85809955814015e-21
4.8568422585062525e-09,0.112245372021259,0.0,0.0,0.0,0.0,0.32999999707134753,0.6699999972606483,2.9076316418172026e-09,2.7182962477885654e-09,2.091020947701728e-11,2.102960815072738e-10,6.619241681696655e-20,1.2126141715618956e-13,1.1050741263298011e-13,1.443810310480647e-15,2.269028532782756e-18,1.1233718595292148e-14,2.3196460407055378e-14,1.688075176779782e-19,8.090792151619567e-21
5.043466857511474e-09,0.11224537202131622,0.0,0.0,0.0,0.0,0.3299999969588127,0.6699999971486146,3.019287775454541e-09,2.8294484217681287e-09,2.177962891604638e-11,2.116738405224157e-10,6.894461301022501e-20,1.314189397836275e-13,1.1982627144681014e-13,1.6280749055879386e-15,2.5406043710431513e-18,1.213893102188357e-14,2.5062641163759787e-14,1.9012876573816557e-19,9.482271960258157e-21
5.230091456516696e-09,0.11224537202135836,0.0,0.0,0.0,0.0,0.32999999684627773,0.669999997036447,3.130943573500583e-09,2.9407338764199474e-09,2.2649097200943674e-11,2.1291820531194616e-10,7.169696105329118e-20,1.4198586299311982e-13,1.2952469636000267e-13,1.8274567599506525e-15,2.8330280727936724e-18,1.3079805944431082e-14,2.7001998096311266e-14,2.131540905945029e-19,1.1045454613368255e-20
5.416716055521917e-09,0.1122453720213871,0.0,0.0,0.0,0.0,0.32999999673374264,0.6699999969241595,3.2425989233366597e-09,3.0521386147555432e-09,2.3518727780845634e-11,2.140431727369103e-10,7.444983364299726e-20,1.5296183988117292e-13,1.3960258839798953e-13,2.04255330703255e-15,3.147070404894512e-18,1.4056335211935332e-14,2.901448807956838e-14,2.3794502857429943e-19,1.2793727594983263e-20
5.603340654527139e-09,0.11224537202140392,0.0,0.0,0.0,0.0,0.32999999662120755,0.6699999968117648,3.3542540472499054e-09,3.1636501559714966e-09,2.438829889918955e-11,2.1506122348713144e-10,7.720248912436587e-20,1.6434680943128946e-13,1.5006013794969635e-13,2.2739607824736184e-15,3.4835020407146634e-18,1.506850618472125e-14,3.1100058743389773e-14,2.6456253464031874e-19,1.474094718088222e-20
5.78996525353236e-09,0.11224537202141009,0.0,0.0,0.0,0.0,0.3299999965086723,0.6699999966992742,3.465909137313438e-09,3.2752571045577842e-09,2.52576190325144e-11,2.1598375296892342e-10,7.995442817057191e-20,1.7614068133808457e-13,1.6089750930826818e-13,2.5222751190143255e-15,3.843094005724195e-18,1.611630302996016e-14,3.325865116621611e-14,2.930671114835068e-19,1.6901432157395516e-20
5.976589852537582e-09,0.11224537202140665,0.0,0.0,0.0,0.0,0.3299999963961369,0.6699999965866984,3.57756395872898e-09,3.3869491254547023e-09,2.6126923891668284e-11,2.1682109614793644e-10,8.270610084080829e-20,1.8834299238407855e-13,1.7211449796652445e-13,2.7880929308868885e-15,4.226617537446269e-18,1.7199706796776826e-14,3.5490200031811836e-14,3.2351894832814933e-19,1.92899579582176e-20
6.1632144515428035e-09,0.11224537202139453,0.0,0.0,0.0,0.0,0.32999999628360144,0.6699999964740456,3.689218286071938e-09,3.498717249047695e-09,2.6996439796900425e-11,2.1758222255712953e-10,8.545865915286145e-20,2.0095328359363996e-13,1.837109075250216e-13,3.0720104348701605e-15,4.6348434141939705e-18,1.8318694499137456e-14,3.779463172164109e-14,3.559777750125472e-19,2.1921755632056535e-20
6.349839050548025e-09,0.11224537202137479,0.0,0.0,0.0,0.0,0.32999999617106596,0.669999996361324,3.800872240286874e-09,3.610553680195109e-09,2.786604639155672e-11,2.1827492726727702e-10,8.821103869236842e-20,2.1397139276196186e-13,1.9568684085095538e-13,3.3746226058760883e-15,5.068542076549643e-18,1.947323968945962e-14,4.017186550612329e-14,3.905027512593402e-19,2.4812509609788403e-20
6.536463649553247e-09,0.11224537202134828,0.0,0.0,0.0,0.0,0.3299999960585303,0.669999996248541,3.9125260783102626e-09,3.7224512155761005e-09,2.8735487205144506e-11,2.1890641353373476e-10,9.096470449570605e-20,2.2739727377418034e-13,2.0804251830914598e-13,3.696523684998914e-15,5.52848439700505e-18,2.0663314209929e-14,4.262181718522157e-14,4.2715254363572167e-19,2.7978352067061846e-20
6.723088248558468e-09,0.11224537202131558,0.0,0.0,0.0,0.0,0.32999999594599455,0.669999996135703,4.024179672457727e-09,3.8344031218036935e-09,2.960489071792332e-11,2.1948341468225818e-10,9.371641569114947e-20,2.412305458540296e-13,2.2077782797024218e-13,4.038308470353141e-15,6.01544164154388e-18,2.188888855935845e-14,4.5144399852181704e-14,4.659855070408678e-19,3.1435856170468484e-20
6.90971284756369e-09,0.11224537202127745,0.0,0.0,0.0,0.0,0.3299999958334587,0.669999996022816,4.135832838232029e-09,3.946403453897693e-09,3.047444226694589e-11,2.200118756390107e-10,9.647114587890474e-20,2.5547077670964966e-13,2.3389260881841515e-13,4.400571507919341e-15,6.530184888368824e-18,2.3149930935739802e-14,4.7739521902474765e-14,5.070595747041386e-19,3.5202035455181495e-20
7.0963374465689114e-09,0.11224537202123444,0.0,0.0,0.0,0.0,0.3299999957209228,0.6699999959098851,4.2474856349952126e-09,4.058447192804614e-09,3.134408311256431e-11,2.2049681541188892e-10,9.921688714614867e-20,2.701177427049227e-13,2.473869105514638e-13,4.783906345639552e-15,7.073484763375004e-18,2.4446406822595308e-14,5.0407086172744973e-14,5.504321596784144e-19,3.929434110262145e-20
7.282962045574133e-09,0.11224537202118703,0.0,0.0,0.0,0.0,0.3299999956083868,0.6699999957969148,4.359138266126635e-09,4.170529969027368e-09,3.221361036859739e-11,2.2094260345832436e-10,1.0198525799475061e-19,2.851713430526997e-13,2.612609072574468e-13,5.188905774791598e-15,7.646111805337489e-18,2.57782798195729e-14,5.3146991666896186e-14,5.961601940814146e-19,4.3730656591876503e-20
7.469586644579355e-09,0.11224537202113571,0.0,0.0,0.0,0.0,0.32999999549585063,0.669999995683909,4.4707907775193554e-09,4.282647685697421e-09,3.308297876946203e-11,2.2135333660967117e-10,1.0469685417678176e-19,3.0063133976639366e-13,2.755146370748018e-13,5.6161625706372786e-15,8.248836889387789e-18,2.7145512775505708e-14,5.5959135911857516e-14,6.4430023614271e-19,4.852929236248525e-20
7.656211243584577e-09,0.11224537202108092,0.0,0.0,0.0,0.0,0.32999999538331437,0.6699999955708719,4.582443002069812e-09,4.394796451128549e-09,3.3952356228996396e-11,2.2173290651683416e-10,1.0755103854354031e-19,3.1649730935960484e-13,2.901479538425449e-13,6.066269627506573e-15,8.88243113501134e-18,2.854806799121826e-14,5.884341537963545e-14,6.949084917535393e-19,5.37089828354564e-20
7.8428358425898e-09,0.112245372021023,0.0,0.0,0.0,0.0,0.329999995270778,0.6699999954578064,4.6940948073815945e-09,4.506972807017248e-09,3.482187592068273e-11,2.220847714519379e-10,1.1004744716673111e-19,3.32768857824835e-13,3.0516074209066747e-13,6.539819346358232e-15,9.547665494606103e-18,2.998590653348991e-14,6.179972406081739e-14,7.480407324403118e-19,5.928888478514391e-20
8.029460441595022e-09,0.11224537202096228,0.0,0.0,0.0,0.0,0.32999999515824163,0.6699999953447157,4.8057462744477295e-09,4.619173878418192e-09,3.569145743963422e-11,2.2241180633425483e-10,1.1344373539808195e-19,3.494457725862439e-13,3.2055306896071445e-13,7.03740319344282e-15,1.0245310622264341e-17,3.1458987784037644e-14,6.482795252594462e-14,8.037522382145909e-19,6.528857427318441e-20
8.216085040600244e-09,0.11224537202089913,0.0,0.0,0.0,0.0,0.3299999950457051,0.6699999952316025,4.917397555414189e-09,4.731397199717975e-09,3.656094916338323e-11,2.227164767548738e-10,1.1599626859715488e-19,3.6652790449617703e-13,3.363250660748082e-13,7.559612050776187e-15,1.0976137188702038e-17,3.2967269962445125e-14,6.79279890117149e-14,8.6209785168865835e-19,7.172804064541195e-20
8.402709639605467e-09,0.11224537202083362,0.0,0.0,0.0,0.0,0.32999999493316845,0.6699999951184686,5.029048634775687e-09,4.843640422283623e-09,3.743036726478048e-11,2.2300113132551286e-10,1.181943050483395e-19,3.840149564914771e-13,3.5247671797832713e-13,8.107036802870502e-15,1.1740916076161633e-17,3.45107110050085e-14,7.109972124857491e-14,9.23132062266468e-19,7.862768288206672e-20
8.589334238610689e-09,0.11224537202076618,0.0,0.0,0.0,0.0,0.3299999948206317,0.6699999950053166,5.140699417167804e-09,4.95590135263947e-09,3.8299807843565566e-11,2.2326796350198905e-10,1.208899308478835e-19,4.019065614289076e-13,3.6900793986074563e-13,8.680268117898894e-15,1.2540418213917193e-17,3.6089268449963635e-14,7.434303622227047e-14,9.869089781333153e-19,8.600830793641488e-20
8.775958837615911e-09,0.11224537202069695,0.0,0.0,0.0,0.0,0.3299999947080948,0.6699999948921485,5.252349871801266e-09,5.068178053054912e-09,3.916930236632206e-11,2.235189109973861e-10,1.2369182185555678e-19,4.2020240856396263e-13,3.859187039505256e-13,9.279896089413087e-15,1.3375414411378168e-17,3.770289913501168e-14,7.765781954467809e-14,1.0534822811657006e-18,9.389112705979073e-20
8.962583436621134e-09,0.11224537202062612,0.0,0.0,0.0,0.0,0.32999999459555784,0.6699999947789655,5.364000060897622e-09,5.18046887313058e-09,4.003878920598137e-11,2.2375562419616823e-10,1.2715521484377139e-19,4.389022659137708e-13,4.0320906189303817e-13,9.906510166249748e-15,1.4246675386563828e-17,3.935155910221191e-14,8.104395525536526e-14,1.1229052221163639e-18,1.0229775103727039e-19
9.149208035626356e-09,0.1122453720205539,0.0,0.0,0.0,0.0,0.32999999448302075,0.6699999946657696,5.475650036645184e-09,5.2927723656566455e-09,4.0908216775676414e-11,2.2397955029511467e-10,1.2874013113395684e-19,4.580058952468199e-13,4.2087905976397657e-13,1.0560699407544861e-14,1.5154971908788933e-17,4.103520385079725e-14,8.450132634668143e-14,1.195230659368438e-18,1.112501862373034e-19
9.335832634631579e-09,0.11224537202048035,0.0,0.0,0.0,0.0,0.32999999437048355,0.669999994552562,5.587299765433482e-09,5.405087182721002e-09,4.1777619360569534e-11,2.2419203719418952e-10,1.344245082810769e-19,4.775129751084231e-13,4.389286609958958e-13,1.1243052668667039e-14,1.6101074835042377e-17,4.2753788649430555e-14,8.802981541294022e-14,1.2705110869670184e-18,1.2077083216187368e-19
9.522457233636801e-09,0.11224537202040569,0.0,0.0,0.0,0.0,0.32999999425794624,0.6699999944393435,5.698949185342378e-09,5.517412055620196e-09,4.264705957903733e-11,2.2439435358541843e-10,1.3623203314714505e-19,4.974231731625929e-13,4.573578185197312e-13,1.1954158456374802e-14,1.7085754993018372e-17,4.450726859655062e-14,9.162930477608726e-14,1.3487986177979684e-18,1.30882478855611e-19
9.709081832642023e-09,0.11224537202033001,0.0,0.0,0.0,0.0,0.3299999941454088,0.6699999943261159,5.8105983047365736e-09,5.6297458848611115e-09,4.3516529702197566e-11,2.245875989520252e-10,1.3639824991780513e-19,5.177362072083077e-13,4.761665357826839e-13,1.2694604684923303e-14,1.8109783134151106e-17,4.62955983497327e-14,9.529967592270139e-14,1.430144953345206e-18,1.4160830385157046e-19
9.895706431647246e-09,0.11224537202025345,0.0,0.0,0.0,0.0,0.3299999940328713,0.6699999942128797,5.922247165290646e-09,5.742087730961319e-09,4.438598866095424e-11,2.2477271276801035e-10,1.3892418151238272e-19,5.384518216141559e-13,4.953548432489284e-13,1.346497876817282e-14,1.9173929998026264e-17,4.8118732153244715e-14,9.904080956085122e-14,1.5146013994247346e-18,1.5297186891526222e-19
9.999999999999999e-09,0.11224537202017602,0.0,0.0,0.0,0.0,0.3299999939699806,0.669999994149595,5.984641074205391e-09,5.8048721937589185e-09,4.487186732346228e-11,2.248729335784954e-10,1.4086399858410287e-19,5.502038184142304e-13,5.062434101249293e-13,1.3908749641411921e-14,1.9786380390691386e-17,4.915271756673473e-14,1.0116228798161902e-13,1.563172783151893e-18,1.596089616991769e-19
1.0082331030652468e-08,0.11224537202017602,0.0,0.0,0.0,0.0,0.32999999392033363,0.6699999940996356,6.033895781333833e-09,5.854436762207914e-09,4.5255422754105275e-11,2.249505267388329e-10,1.4180239884553323e-19,5.595697426815226e-13,5.149227537684021e-13,1.4265867769442638e-14,2.0278966364985017e-17,4.9976623994947296e-14,1.0285258594582381e-13,1.6022188915752877e-18,1.6499711513346457e-19
1.026895562965769e-08,0.11224537202009793,0.0,0.0,0.0,0.0,0.3299999938077959,0.6699999939863848,6.145544127958378e-09,5.966792205968231e-09,4.6124857550584053e-11,2.2512181349024635e-10,1.48083610964744e-19,5.810896574099525e-13,5.348702412358559e-13,1.5097858429475375e-14,2.1425663031623723e-17,5.1869227752549636e-14,1.0673488518401676e-13,1.6930480030699568e-18,1.777083589288186e-19
1.0455580228662913e-08,0.11224537202001915,0.0,0.0,0.0,0.0,0.329999993695258,0.6699999938731277,6.257192184346733e-09,6.079153346590132e-09,4.6994314524731553e-11,2.2528728866799396e-10,1.4481897087335676e-19,6.030112721035507e-13,5.551972990823534e-13,1.596153705783497e-14,2.2614790757156394e-17,5.3796497199866816e-14,1.1068758724598601e-13,1.7871389324123383e-18,1.911302899449586e-19
1.0642204827668135e-08,0.11224537201993981,0.0,0.0,0.0,0.0,0.32999999358272003,0.6699999937598651,6.368839965628606e-09,6.191519553964424e-09,4.786377917146357e-11,2.254475823756539e-10,1.6268307834838319e-19,6.253342802731576e-13,5.759039081762479e-13,1.6857489454024146e-14,2.3847120264852853e-17,5.5758385920908604e-14,1.1471057178774126e-13,1.8845414943609754e-18,2.0528796925992084e-19
1.0828829426673358e-08,0.11224537201985993,0.0,0.0,0.0,0.0,0.32999999347018194,0.6699999936465976,6.480487498770546e-09,6.303890294849055e-09,4.873322513752522e-11,2.2560322785054568e-10,1.6058533368719989e-19,6.480584571035948e-13,5.969901313809276e-13,1.7786300967992754e-14,2.5123422298258588e-17,5.775484727572752e-14,1.1880371807930618e-13,1.985305131784575e-18,2.2020682565298567e-19
1.101545402567858e-08,0.1122453720197796,0.0,0.0,0.0,0.0,0.32999999335764374,0.6699999935333253,6.592134785139742e-09,6.416265101836177e-09,4.96026516903005e-11,2.2575469249638373e-10,2.0307271286601842e-19,6.711834497000753e-13,6.184559038078051e-13,1.8748556592646684e-14,2.6444467632334727e-17,5.978583449359605e-14,1.2296690519806932e-13,2.089478932031165e-18,2.3591265187559166e-19
1.1202078624683803e-08,0.11224537201969885,0.0,0.0,0.0,0.0,0.3299999932451054,0.6699999934200489,6.703781799415463e-09,6.528643527186148e-09,5.0472084807610084e-11,2.259024240488521e-10,7.056424464332058e-20,6.947091660390864e-13,6.403014216410742e-13,1.9744840964965948e-14,2.781102701725099e-17,6.185130081168855e-14,1.2720001231698832e-13,2.1971116306147906e-18,2.524316013545605e-19
1.1388703223689025e-08,0.11224537201961775,0.0,0.0,0.0,0.0,0.329999993132567,0.6699999933067691,6.81542853334608e-09,6.64102514537252e-09,5.134153338274818e-11,2.260468480306476e-10,4.038423885908495e-19,7.186346683856544e-13,6.625260354516522e-13,2.077573825651195e-14,2.922387114682756e-17,6.395119946734877e-14,1.3150291868851102e-13,2.308251599259652e-18,2.6979018539008556e-19
1.1575327822694247e-08,0.1122453720195363,0.0,0.0,0.0,0.0,0.32999999302002847,0.6699999931934857,6.927075010885877e-09,6.753409611783821e-09,5.221097407421049e-11,2.2618830905022276e-10,3.0014369433537853e-19,7.429605901569444e-13,6.85130667184416e-13,2.184183213723411e-14,3.068377074508535e-17,6.608548352154029e-14,1.3587550327721227e-13,2.4229468437114473e-18,2.880152701973292e-19
1.176195242169947e-08,0.11224537201945457,0.0,0.0,0.0,0.0,0.3299999929074898,0.6699999930801992,7.038721248031931e-09,6.865796635304877e-09,5.3080391503767526e-11,2.263270982202187e-10,8.260059937143685e-19,7.676855883514243e-13,7.081142626111477e-13,2.294370587498732e-14,3.2191496565668097e-17,6.825410594119161e-14,1.403176449307023e-13,2.5412450198882126e-18,3.0713407431811485e-19
1.1948577020704692e-08,0.11224537201937257,0.0,0.0,0.0,0.0,0.32999999279495107,0.66999999296691,7.1503672298562735e-09,6.978185939832403e-09,5.3949801244453236e-11,2.2646349164153186e-10,-9.46196447873424e-19,7.92812287219507e-13,7.314797349507946e-13,2.4081942391558185e-14,3.374781934901917e-17,7.045701971476421e-14,1.4482922261960723e-13,2.6631934455146764e-18,3.271741647414752e-19
1.2135201619709915e-08,0.11224537201929033,0.0,0.0,0.0,0.0,0.3299999926824122,0.6699999928536183,7.262012934171454e-09,7.090577255427852e-09,5.48192261345401e-11,2.265977592503649e-10,2.964956601448056e-18,8.183323955868065e-13,7.552190821080644e-13,2.5257124203233725e-14,3.5353509787645455e-17,7.269417787873814e-14,1.4941011549249533e-13,2.7888390956642633e-18,3.4816345341668084e-19
1.2321826218715137e-08,0.11224537201920792,0.0,0.0,0.0,0.0,0.3299999925698732,0.6699999927403243,7.3736583638294125e-09,7.202970340717426e-09,5.5688663950544533e-11,2.2673014241843985e-10,-7.031411558943037e-18,8.442652161185666e-13,7.793518959178587e-13,2.646983334021761e-14,3.700933855141541e-17,7.496553345020088e-14,1.5406020273565235e-13,2.918228594164903e-18,3.7013019487092202e-19
1.250845081772036e-08,0.11224537201912532,0.0,0.0,0.0,0.0,0.32999999245733413,0.6699999926270284,7.485303541501099e-09,7.315365000562948e-09,5.655809263202363e-11,2.2686083628227342e-10,1.8219802550777376e-17,8.705613224804117e-13,8.038290393683012e-13,2.7720651361145218e-14,3.871607634193389e-17,7.727103937366388e-14,1.587793634623292e-13,3.051408217619199e-18,3.9310298411671466e-19
1.2695075416725582e-08,0.11224537201904251,0.0,0.0,0.0,0.0,0.32999999234479493,0.6699999925137303,7.596948468843424e-09,7.42776107435069e-09,5.7427511150020106e-11,2.2699000145425024e-10,1.8226753675687112e-19,8.972989613773973e-13,8.287290487160278e-13,2.901015939471625e-14,4.0474493895189695e-17,7.961064856518814e-14,1.6356747681463796e-13,3.1884238667631786e-18,4.171107986835542e-19
1.2881700015730804e-08,0.1122453720189596,0.0,0.0,0.0,0.0,0.3299999922322555,0.6699999924004307,7.708593141157689e-09,7.540158399843229e-09,5.829692483628913e-11,2.2711780017043292e-10,1.8432853532296246e-19,9.244165092929182e-13,8.539905900671456e-13,3.033893824146252e-14,4.228536190760774e-17,8.198431399960759e-14,1.6842442211984516e-13,3.3293211727686543e-18,4.42182887897825e-19
1.3068324614736027e-08,0.1122453720188765,0.0,0.0,0.0,0.0,0.32999999211971603,0.6699999922871296,7.820237555657232e-09,7.65255682866577e-09,5.916633710832584e-11,2.2724438080438326e-10,1.87337921497264e-19,9.519317112461868e-13,8.796316981665451e-13,3.170756827507985e-14,4.414945106205624e-17,8.439198867575927e-14,1.7335007883178002e-13,3.4741454367427524e-18,4.68348830223575e-19
1.3254949213741249e-08,0.11224537201879331,0.0,0.0,0.0,0.0,0.32999999200717645,0.6699999921738269,7.931881712151627e-09,7.764956229570712e-09,6.003574878452577e-11,2.2736987460262652e-10,1.9004650466539983e-19,9.798442769927395e-13,9.056523726084216e-13,3.3116629426345534e-14,4.606753203707942e-17,8.6833625608981e-14,1.7834432651784666e-13,3.622941620320668e-18,4.956385425731279e-19
1.3628198411751692e-08,0.11224537201862668,0.0,0.0,0.0,0.0,0.3299999917820969,0.6699999919472175,8.155169255951989e-09,7.989757519001081e-09,6.177456802546816e-11,2.2761803031526914e-10,1.9555083501777002e-19,1.0368603370283569e-12,9.588324177564852e-13,3.605836188983146e-14,5.0068752142093803e-17,9.181859846877549e-14,1.885381139405111e-13,3.932627373086934e-18,5.537111616528498e-19
1.4001447609762135e-08,0.11224537201845967,0.0,0.0,0.0,0.0,0.3299999915570168,0.6699999917206033,8.37845577909001e-09,8.214561471190788e-09,6.351338103337162e-11,2.2786306424558505e-10,2.0105513934726361e-19,1.0954623622316807e-12,1.013530719068284e-12,3.9168766678966226e-14,5.429518757779067e-17,9.69388572405477e-14,1.990048235585412e-13,4.2587317539082625e-18,6.166464445357887e-19
1.4374696807772578e-08,0.11224537201829243,0.0,0.0,0.0,0.0,0.32999999133193625,0.6699999914939856,8.601741287891437e-09,8.439367449132669e-09,6.525218647943527e-11,2.281056133958699e-10,2.0655942548528945e-19,1.1556480240321958e-12,1.069747270177478e-12,4.245246817502553e-14,5.875300362709865e-17,1.0219402713580429e-13,2.0974349688227615e-13,4.601603098464214e-18,6.846950751633693e-19
1.4747946005783022e-08,0.11224537201812501,0.0,0.0,0.0,0.0,0.3299999911068552,0.6699999912673642,8.825025787816886e-09,8.664174950435134e-09,6.699098389184251e-11,2.2834618015406485e-10,2.1206368593426765e-19,1.217414991726698e-12,1.1274820640124454e-12,4.59140838052174e-14,6.34483654939316e-17,1.0758373403364992e-13,2.2075317805197787e-13,4.961584621696352e-18,7.581128557218416e-19
1.5121195203793466e-08,0.11224537201795738,0.0,0.0,0.0,0.0,0.3299999908817736,0.6699999910407396,9.048309283808934e-09,8.888983577788934e-09,6.872977330859158e-11,2.285851618267241e-10,2.175679210724991e-19,1.2807609328975837e-12,1.1867350930957202e-12,4.9558224071345865e-14,6.838743830210648e-17,1.1310760456134769e-13,2.320329139930081e-13,5.339014531720061e-18,8.371605926435083e-19
1.5867693599814353e-08,0.11224537201762183,0.0,0.0,0.0,0.0,0.32999999043160905,0.6699999905874822,9.49487328365381e-09,9.338602958698195e-09,7.220732837678773e-11,2.2905962186008538e-10,2.2857631611855297e-19,1.4121804006326514e-12,1.3097958271972675e-12,5.741248802693797e-14,7.902137686468708e-17,1.2455634696569466e-13,2.553987518197374e-13,6.147549532935924e-18,1.013211960212659e-18
1.653954215623315e-08,0.11224537201731963,0.0,0.0,0.0,0.0,0.329999990026459,0.6699999901795428,9.89677749865333e-09,9.7432616757066e-09,7.533710179850832e-11,2.2948379178885867e-10,2.3848378890897768e-19,1.5358345889329205e-12,1.4257427773943665e-12,6.515167392833867e-14,8.948725992649123e-17,1.3531532597713603e-13,2.7734209142894413e-13,6.9382004993060816e-18,1.1936259191295142e-18
1.7211390712651947e-08,0.11224537201701726,0.0,0.0,0.0,0.0,0.32999998962130733,0.6699999897715967,1.0298678536684367e-08,1.0147920709373507e-08,7.846685061886443e-11,2.2990615777230642e-10,2.48391183830187e-19,1.664568328104742e-12,1.5466086944235133e-12,7.355363053331806e-14,1.0083864289028095e-16,1.465032273989036e-13,3.001457218545872e-13,7.790428033743343e-18,1.396552894180968e-18
1.7883239269070745e-08,0.1122453720167148,0.0,0.0,0.0,0.0,0.32999998921615387,0.6699999893636442,1.0700576426647367e-08,1.0552579480568259e-08,8.159657468693141e-11,2.3032729894115628e-10,2.5829850039672473e-19,1.7983679799035093e-12,1.6723935362114874e-12,8.264499888030431e-14,1.1311147796692614e-16,1.581179060484163e-13,3.2380419502588363e-13,8.706036964103099e-18,1.623681414021916e-18
1.8555087825489542e-08,0.11224537201641242,0.0,0.0,0.0,0.0,0.32999998881099873,0.6699999889556862,1.1102471197046304e-08,1.0957237581627908e-08,8.472627416545985e-11,2.3074762295998504e-10,2.682057391171514e-19,1.9372198976512247e-12,1.8030972607599302e-12,9.245234896583654e-14,1.263417165914415e-16,1.701572268703939e-13,3.4831209602088655e-13,9.686787381419875e-18,1.8767447172602393e-18
1.922693638190834e-08,0.11224537201611,0.0,0.0,0.0,0.0,0.3299999884058417,0.6699999885477228,1.1504362876096735e-08,1.1361894734147686e-08,8.785594942252222e-11,2.3116740823636334e-10,2.7811290116659987e-19,2.081110426908553e-12,1.9387198262397878e-12,1.0300217932013286e-13,1.4056530942801443e-16,1.8261906507043477e-13,3.7366404330782683e-13,1.073439569847377e-17,2.157519693961668e-18
1.9898784938327137e-08,0.11224537201580763,0.0,0.0,0.0,0.0,0.3299999880006828,0.6699999881397541,1.1906251492003139e-08,1.1766550754186128e-08,9.098560075391774e-11,2.3158683871540674e-10,2.880199874801852e-19,2.2300259063021703e-12,2.079261191231067e-12,1.1432091673883705e-13,1.5581820637721757e-16,1.9550130620150106e-13,3.998546888592876e-13,1.185053581438613e-17,2.467825721135401e-18
2.1242482051164735e-08,0.11224537201520302,0.0,0.0,0.0,0.0,0.32999998719035956,0.6699999873238015,1.2710019647026603e-08,1.2575858976744414e-08,9.72448325823255e-11,2.324250553735899e-10,3.078339358580579e-19,2.542877038583931e-12,2.375100156003974e-12,1.3937046092708174e-13,1.8955570845255277e-16,2.2251859139794527e-13,4.547308499960591e-13,1.4294901635560626e-17,3.184513706559819e-18
2.2586179164002333e-08,0.11224537201459864,0.0,0.0,0.0,0.0,0.3299999863800286,0.6699999865078285,1.3513775887252964e-08,1.3385161703751261e-08,1.03503970855156e-10,2.332628185236731e-10,3.2764758812048483e-19,2.8756638863331003e-12,2.6906138316231954e-12,1.6781095878371772e-13,2.2784180710621517e-16,2.5119237492451287e-13,5.128984638515615e-13,1.7032472395774182e-17,4.042166806969469e-18
2.392987627683993e-08,0.11224537201399462,0.0,0.0,0.0,0.0,0.32999998556968974,0.6699999856918362,1.4317520435867389e-08,1.4194458619213419e-08,1.0976301740429222e-10,2.3410044419863307e-10,3.4746094985465314e-19,3.228276965409136e-12,3.0258018995769183e-12,1.9985123702520758e-13,2.7096407504274416e-16,2.8150611535421675e-13,5.743159454306275e-13,2.0075235213551e-17,5.056743178068926e-18
2.527357338967753e-08,0.11224537201339084,0.0,0.0,0.0,0.0,0.3299999847593428,0.6699999848758239,1.5121253514446243e-08,1.500374967635917e-08,1.1602197435009139e-10,2.3493797921234556e-10,3.6727402822359737e-19,3.6006067327249857e-12,3.38066404654393e-12,2.356989735284983e-13,3.1921007373498684e-16,3.1344343513411844e-13,6.389422318367858e-13,2.3434615074268546e-17,6.244762708340823e-18
