Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435)
9.365029935994562e-09,0.11224537202047227,0.0,0.0,0.0,0.0,0.32999999435287475,0.6699999945347196,5.6046877053639835e-09,5.422707496003071e-09,4.19059655842422e-11,2.2424743311399067e-10,1.3265565763533543e-19,4.831265726622365e-13,5.126086698519177e-13,1.1400274674733685e-14,1.6252234786452386e-17,1.3038299768237287e-13,8.858868726734815e-14,1.4705382043571424e-18,1.3836154587167193e-19,7.84726560114981e-28,3.633264289964179e-22,5.3180132573601354e-17,1.9107860399789706e-14,9.843028636742361e-26,6.993313757547436e-27,2.297529464506512e-34,7.240154971543118e-29,4.3861734296858676e-38,1.0255186460815737e-40,1.1006778208484887e-36,1.3880000341310003e-37,9.167214033583475e-44,1.1134171192106706e-48,2.0390916334232578e-53,4.181063166551309e-52,4.4585109515379296e-51,3.701689561999114e-49,1.5016151584810206e-55,1.4128254232992058e-59,6.3750825314410165e-56,7.6548743808329236e-59
9.728896240478147e-09,0.11224537202032565,0.0,0.0,0.0,0.0,0.3299999941334577,0.6699999943139513,5.8223660595177535e-09,5.641726101863433e-09,4.3600807717028205e-11,2.246320921673136e-10,1.3802077518838397e-19,5.227323906042597e-13,5.555394908579535e-13,1.2830440349190504e-14,1.8220464568888005e-17,1.4095769012754314e-13,9.569400813590651e-14,1.6524066690816968e-18,1.6177574369457655e-19,9.175217780210228e-28,4.420799029532446e-22,5.543257008124181e-17,1.9987078557093452e-14,1.1434216137590258e-25,8.442914636971435e-27,2.6863300689643907e-34,8.465373264700207e-29,5.607071095183672e-38,1.3668559608130864e-40,1.3752972344020571e-36,1.8029429790207977e-37,1.190960246905512e-43,1.524922210164007e-48,2.755661610990321e-53,5.65299935640489e-52,6.028122286527178e-51,5.2028721708038225e-49,2.110689238148776e-55,2.0883959749685285e-59,9.314653834469755e-56,1.1184567152413633e-58
9.999999999999999e-09,0.11224537202017558,0.0,0.0,0.0,0.0,0.3299999939699777,0.6699999941494433,5.984549572714508e-09,5.804929226685407e-09,4.4863567482782573e-11,2.2489839461576603e-10,1.4201811184498283e-19,5.532497590054604e-13,5.886547668656272e-13,1.3970432357736358e-14,1.978594862189529e-17,1.4909944733472577e-13,1.0116282366483504e-13,1.796994931005072e-18,1.8104253754061645e-19,1.0267947165201387e-27,5.091491522760572e-22,5.711166704139067e-17,2.0642191136486364e-14,1.2738110448759828e-25,9.670733408580323e-27,3.006261800993089e-34,9.473566545833016e-29,6.691275004978957e-38,1.680867877884568e-40,1.614698127370406e-36,2.1768943505838617e-37,1.4381349527185423e-43,1.9124368710750582e-48,3.423473948390937e-53,7.025258551392277e-52,7.491442255192518e-51,6.6493789643060735e-49,2.697602247190711e-55,2.767169590438414e-59,1.2241923453468934e-55,1.4699489909529583e-58
1.0092762544961732e-08,0.11224537202017558,0.0,0.0,0.0,0.0,0.3299999939140403,0.6699999940931505,6.040043126517543e-09,5.860775234399823e-09,4.529563994230815e-11,2.2498608261338525e-10,1.4338586137866935e-19,5.638893892511818e-13,6.002070777870179e-13,1.4375467317241953e-14,2.0341506549803337e-17,1.5193674459497352e-13,1.0306828514794811e-13,1.848288344108791e-18,1.8800989401528255e-19,1.0663105560337191e-27,5.338712964749632e-22,5.768637120575046e-17,2.0866354533728313e-14,1.3208570240579621e-25,1.0121978064624526e-26,3.121957181856831e-34,9.838154626144052e-29,7.100302670109768e-38,1.8016700158988692e-40,1.7040979670625535e-36,2.319140690807128e-37,1.5321627241747944e-43,2.063459135606579e-48,3.682263555670725e-53,7.557134776822531e-52,8.058612882039067e-51,7.220364818864584e-49,2.9292817382397207e-55,3.0413282324049833e-59,1.3418580316425596e-55,1.6112362418629737e-58
1.0456628849445316e-08,0.11224537202002279,0.0,0.0,0.0,0.0,0.3299999936946224,0.6699999938723228,6.257718911925837e-09,6.079848887735363e-09,4.699046223796911e-11,2.2531541028958066e-10,1.4875091613619107e-19,6.065961136755299e-13,6.466114376891147e-13,1.6039765693161802e-14,2.262107288128461e-17,1.6331908051605318e-13,1.1071063111773164e-13,2.058639190838443e-18,2.1727450437798766e-19,1.2322868031388055e-27,6.402377441527928e-22,5.994153632250299e-17,2.1745671857180465e-14,1.5179208534186919e-25,1.2056387012251187e-26,3.6079064017874545e-34,1.136951458209938e-28,8.912613158916764e-38,2.350453506488763e-40,2.0951368391436114e-36,2.9561474243516e-37,1.9532689989674536e-43,2.761091377510118e-48,4.8691408313156285e-53,9.997041623076241e-52,1.0660427821949391e-50,9.902426225814725e-49,4.0175660337038526e-55,4.368251071508267e-59,1.9078436425474384e-55,2.2908444863788795e-58
1.0820495153928901e-08,0.1122453720198678,0.0,0.0,0.0,0.0,0.3299999934752041,0.6699999936514732,6.4753934213892484e-09,6.298942231771832e-09,4.868527448328809e-11,2.256249052607052e-10,1.541159390787919e-19,6.508511006757303e-13,6.947525731186161e-13,1.7827741440298872e-14,2.506487561829286e-17,1.7510361679127415e-13,1.1862015469169077e-13,2.2839086177359778e-18,2.4978652482292135e-19,1.4166809674303588e-27,7.6282871641106555e-22,6.219806507402614e-17,2.2625018697319622e-14,1.7359644340311435e-25,1.4273841369568756e-26,4.14778031276224e-34,1.3070805785903542e-28,1.1096518893725e-37,3.037148311370061e-40,2.5573005935338674e-36,3.736365253279859e-37,2.469104969164296e-43,3.656296145104734e-48,6.376040955654224e-53,1.3095919243113768e-51,1.3964941771401966e-50,1.3432089713901403e-48,5.449831658252981e-55,6.193905019260426e-59,2.6795847881942563e-55,3.217514388262122e-58
1.1184361458412486e-08,0.11224537201971103,0.0,0.0,0.0,0.0,0.3299999932557852,0.6699999934306059,6.6930666603827575e-09,6.5180513786209065e-09,5.0380076716378694e-11,2.2591845538703065e-10,1.594809303271225e-19,6.966528792440017e-13,7.446304833269768e-13,1.974379634883313e-14,2.7678626719056797e-17,1.8728927243924894e-13,1.267959617966162e-13,2.5245395874348524e-18,2.857692359220897e-19,1.6207594010969773e-27,9.034093764760408e-22,6.44559568408275e-17,2.3504386405639762e-14,1.9763781423392838e-25,1.680391158458574e-26,4.745286625461169e-34,1.495371215906948e-28,1.3710756305625021e-37,3.8895610150176065e-40,3.1003549905678636e-36,4.685331340646071e-37,3.0965726062445015e-43,4.794933029069873e-48,8.2735686484386795e-53,1.699939379879212e-51,1.8127444419603724e-50,1.8033616297343912e-48,7.317104238569247e-55,8.677825803053582e-59,3.72077738078082e-55,4.467729128503566e-58
1.1548227762896071e-08,0.11224537201955283,0.0,0.0,0.0,0.0,0.32999999303636596,0.6699999932097237,6.910738634267665e-09,6.737173201242556e-09,5.207486907727635e-11,2.2619918768503767e-10,1.6484589032447408e-19,7.439999711615326e-13,7.962451650877156e-13,2.17923280147456e-14,3.0468038045616373e-17,1.9987496714382316e-13,1.3523715676169897e-13,2.7809687226453713e-18,3.2545213867361726e-19,1.845823735949137e-27,1.0638638782791207e-21,6.671521146625985e-17,2.438376874862156e-14,2.2405908772546184e-25,1.9678091578366906e-26,5.4042363494060834e-34,1.7030243129606534e-28,1.6820745864285004e-37,4.939809838274755e-40,3.7349946219411266e-36,5.832021965520753e-37,3.854851404252955e-43,6.23131451426663e-48,1.0644671254043148e-52,2.18785922455187e-51,2.333041844442035e-50,2.3979852117308604e-48,9.730132647806137e-55,1.2022285643599941e-58,5.1116394672943e-55,6.137810947652757e-58
1.1912094067379656e-08,0.11224537201939348,0.0,0.0,0.0,0.0,0.32999999281694625,0.669999992988829,7.128409348462852e-09,6.956305187329023e-09,5.376965163738549e-11,2.2646961444267487e-10,1.7021081929688152e-19,7.928908915950978e-13,8.495966134251807e-13,2.397772981990824e-14,3.343882136452566e-17,2.1285962171513785e-13,1.439428432204188e-13,3.0536264104706873e-18,3.6907084622443085e-19,2.0932102693161265e-27,1.2461986069022427e-21,6.89758291443889e-17,2.5263161356226752e-14,2.530069545494198e-25,2.2929850951914603e-26,6.12854199552308e-34,1.9312727966015874e-28,2.0499070669958384e-37,6.224803604880161e-40,4.472893383423007e-36,7.209173429295387e-37,4.765611020517372e-43,8.029383526453095e-48,1.3586264289868458e-52,2.79335069564928e-51,2.978712740836059e-50,3.160057509459497e-48,1.2822777846212357e-54,1.6481665982127145e-58,6.952423391302862e-55,8.348138401764448e-58
1.227596037186324e-08,0.11224537201923325,0.0,0.0,0.0,0.0,0.329999992597526,0.669999992767924,7.346078808456787e-09,7.175445318277244e-09,5.546442438818124e-11,2.2673175424640989e-10,1.7557571721735832e-19,8.433241494863589e-13,9.046848221835061e-13,2.6304390913611442e-14,3.6596688347441394e-17,2.262421584474124e-13,1.5291212485574116e-13,3.342936905078857e-18,4.168669773846342e-19,2.3642893601046943e-27,1.4525453629144196e-21,7.123780989598605e-17,2.614256116514405e-14,2.8463185539003033e-25,2.659468649959083e-26,6.922215808491697e-34,2.181381020504267e-28,2.4825969363383987e-37,7.786753543685425e-40,5.326755554243684e-36,8.853619985405844e-37,5.8532352035913524e-43,1.0264004043500301e-47,1.721100475110004e-52,3.539666690596731e-51,3.774553055643201e-50,4.129192117108846e-48,1.6755840110647025e-54,2.237345792361282e-58,9.367520064742011e-55,1.1248074599930379e-57
1.300369298083041e-08,0.11224537201891074,0.0,0.0,0.0,0.0,0.32999999215868414,0.6699999923260894,7.781413987553155e-09,7.613743886055823e-09,5.885394062149627e-11,2.2723730164229592e-10,1.8630542040794453e-19,9.488116834767038e-13,1.02007149208419e-12,3.139902630024699e-14,4.3496519519994264e-17,2.541965764119539e-13,1.7163789183660963e-13,3.9731832679989446e-18,5.259873920229521e-19,2.9831734293629e-27,1.946447813944347e-21,7.576586037499598e-17,2.7901374403848848e-14,3.56532973922759e-25,3.531601177690878e-26,8.73420525656849e-34,2.752387982725281e-28,3.5787806796360307e-37,1.1940259129048868e-39,7.438650929233647e-36,1.3114419490887052e-36,8.671636861733294e-43,1.6405797832695263e-47,2.7051105366180227e-52,5.56650689378617e-51,5.935891125295285e-50,6.887096534330481e-48,2.7948784204315263e-54,4.012295614388458e-58,1.6570309201856972e-54,1.9896853507699264e-57
1.3658652328900864e-08,0.11224537201861884,0.0,0.0,0.0,0.0,0.32999999176372474,0.669999991928416,8.173211413809733e-09,8.008227239734963e-09,6.19044720294565e-11,2.276771655482361e-10,1.9596204817660807e-19,1.0490101806654304e-12,1.1298591400294926e-12,3.6511249604940235e-14,5.040349127081103e-17,2.807055369974229e-13,1.89383605582849e-13,4.601491685503912e-18,6.410257723179746e-19,3.6356216890348386e-27,2.4971445965046836e-21,7.984576578674687e-17,2.9484314503038964e-14,4.319836818133037e-25,4.497731640558358e-26,1.0644466900417695e-33,3.354362829287528e-28,4.8851509470027315e-37,1.717767506504361e-39,9.886335250597369e-36,1.832967082884386e-36,1.2121849464192483e-42,2.445365990835443e-47,3.97676014445851e-52,8.186991516195478e-51,8.730266956684901e-50,1.0651123443662018e-47,4.3225785465907556e-54,6.597425595255302e-58,2.6946071863223466e-54,3.235559889301268e-57
1.4356157805063742e-08,0.11224537201830692,0.0,0.0,0.0,0.0,0.32999999134310715,0.6699999915048925,8.59045560735785e-09,8.428345936752074e-09,6.515313160688279e-11,2.2813537315876771e-10,2.0624586174575951e-19,1.1611862141130366e-12,1.252965734517881e-12,4.2534251410961255e-14,5.852409190811049e-17,3.1033551455979696e-13,2.0920575895501836e-13,5.336953999334569e-18,7.828786984776213e-19,4.44015056729141e-27,3.2126853970138067e-21,8.419555596708578e-17,3.117008513472632e-14,5.24651633942603e-25,5.745934525916144e-26,1.2999997981415607e-33,4.096653587102975e-28,6.691168564580009e-37,2.4810884913098182e-39,1.318410718218243e-35,2.572565233453074e-36,1.7015340830060655e-42,3.661496289783942e-47,5.874187965782565e-52,1.209862920452468e-50,1.2901474795398523e-49,1.6565541902011304e-47,6.723155697793598e-54,1.0914459882359351e-57,4.41070033807639e-54,5.296167541242908e-57
1.505366328122662e-08,0.11224537201799423,0.0,0.0,0.0,0.0,0.3299999909224876,0.6699999910813546,9.007695325520781e-09,8.84847114554353e-09,6.84017562202424e-11,2.2858654664231577e-10,2.165295646342014e-19,1.2789924025942807e-12,1.3824540518893037e-12,4.918424861917987e-14,6.747311967294102e-17,3.4140115676977013e-13,2.2997453246735623e-13,6.14351951565524e-18,9.465934276157697e-19,5.3686702432017014e-27,4.081994664811214e-21,8.855035383459783e-17,3.285585637347759e-14,6.3121604903688285e-25,7.25443380148637e-26,1.5718556995023078e-33,4.9533435224572795e-28,9.022093769603972e-37,3.518306841031961e-39,1.7335490159758736e-35,3.551563126754306e-36,2.3493529410412687e-42,5.373432655544813e-47,8.51379240129727e-52,1.7542347584947496e-50,1.8706429887201442e-49,2.5218597842987673e-47,1.0235442883910758e-53,1.7612592350782667e-57,7.0500465306194e-54,8.465377156347993e-57
1.57511687573895e-08,0.11224537201768109,0.0,0.0,0.0,0.0,0.3299999905018661,0.6699999906578045,9.424930606148143e-09,9.268600564690044e-09,7.165034612970359e-11,2.2903298738917398e-10,2.268131576655103e-19,1.402417937503823e-12,1.5183240301879706e-12,5.6491910310817354e-14,7.729080207357804e-17,3.738950044387538e-13,2.5168371565722235e-13,7.02384928254393e-18,1.1341911206949255e-18,6.432643881109426e-27,5.128105499154531e-21,9.291015956601305e-17,3.4541627380455795e-14,7.52939745644121e-25,9.061210855565456e-26,1.883370721554805e-33,5.935009063026988e-28,1.1992848087408467e-36,4.906483083989624e-39,2.2503303817629958e-35,4.8300784089394906e-36,3.195453725757257e-42,7.74302588755933e-47,1.2128260457176853e-51,2.4999163264910026e-50,2.665806840227129e-49,3.7647788013330265e-47,1.5280645445127036e-53,2.778336623616857e-57,1.102545907727773e-53,1.3238877428437164e-56
1.6448674233552377e-08,0.11224537201736776,0.0,0.0,0.0,0.0,0.3299999900812428,0.6699999902342437,9.842161486975391e-09,9.688732629929956e-09,7.489890160663168e-11,2.294762596384786e-10,2.3709664169870816e-19,1.5314519472150634e-12,1.660575607721658e-12,6.448784644984943e-14,8.801736540895468e-17,4.078096350159037e-13,2.7432713437761434e-13,7.980533880931714e-18,1.3477612910440883e-18,7.643922311026713e-27,6.376123768576276e-21,9.727497301058944e-17,3.622739761906627e-14,8.911300073422817e-25,1.120761146767417e-25,2.238014713709231e-33,7.0525843152057226e-28,1.573611091887732e-36,6.739100822411597e-39,2.887127619556452e-35,6.479410923938407e-36,4.287057120090631e-42,1.0973517047740773e-46,1.7007149837959262e-51,3.50678155668002e-50,3.73948611395146e-49,5.520816667729301e-47,2.2408905902509123e-53,4.2933736559455353e-57,1.690222203085462e-53,2.0295437608593327e-56
1.7146179709715256e-08,0.11224537201705427,0.0,0.0,0.0,0.0,0.32999998966061733,0.6699999898106734,1.0259388005607026e-08,1.0108866247664433e-08,7.814742295189132e-11,2.2991745697082996e-10,2.4738001768619878e-19,1.6660834988822259e-12,1.809208723258955e-12,7.320260754012195e-14,9.969303478312999e-17,4.431376631818797e-13,2.97898652189401e-13,9.01609567025863e-18,1.589459490394676e-18,9.014730904810195e-27,7.85329664229648e-21,1.016447942172909e-16,3.79131666366806e-14,1.0471374417612599e-24,1.3738461989113828e-25,2.6393672075435603e-33,8.317348955444899e-28,2.040396859218005e-36,9.128476684324988e-39,3.6645493269567885e-35,8.583448429254942e-36,5.6797240080054226e-42,1.5317196958656485e-46,2.3506811194712243e-51,4.848536761763998e-50,5.1702781678036674e-49,7.964808153432061e-47,3.233005850428331e-53,6.511043871926211e-57,2.5443603892213866e-53,3.05515585329018e-56
1.7843685185878134e-08,0.11224537201674073,0.0,0.0,0.0,0.0,0.32999998923998997,0.6699999893870946,1.0676610199543762e-08,1.0529000680618943e-08,8.139591046923905e-11,2.3035731664561997e-10,2.576632865895408e-19,1.8063015998149105e-12,1.964223315913433e-12,8.266668430483924e-14,1.1235803411926717e-16,4.798717410005476e-13,3.2239217081361095e-13,1.013299088323609e-17,1.8615051509403074e-18,1.0557657337238334e-26,9.589076361397907e-21,1.0601962348267185e-16,3.9598934206628034e-14,1.2223549089636935e-24,1.6702178548762942e-25,3.091113836320042e-33,9.74091693804634e-28,2.616957837037959e-36,1.2208333173161136e-38,4.6055815732875177e-35,1.1240135365524192e-35,7.438329023924881e-42,2.108392479372325e-46,3.2061888499928444e-51,6.615101094999453e-50,7.05406906170028e-49,1.131970261194602e-46,4.594930403498379e-53,9.70533770321233e-57,3.766641417187194e-53,4.522818271537542e-56
1.8541190662041013e-08,0.11224537201642712,0.0,0.0,0.0,0.0,0.3299999888193605,0.6699999889635074,1.109382810619771e-08,1.0949135457628243e-08,8.46443644505596e-11,2.3079630981523145e-10,2.679464493327116e-19,1.952095198771265e-12,2.1256193251414733e-12,9.291050737078273e-14,1.2605258617367152e-16,5.180045579960854e-13,3.4780163043344786e-13,1.1333611667256703e-17,2.1661794823482023e-18,1.2285639658751036e-26,1.1615182274298858e-20,1.1039946112515766e-16,4.1284700344479453e-14,1.4182164712716603e-24,2.0150874145716648e-25,3.5970428459583484e-33,1.1335225490509232e-27,3.32289136059846e-36,1.6136619526951595e-38,5.735730910590631e-35,1.4563037508023883e-35,9.638097682967381e-42,2.8650792690421932e-46,4.3197954945781523e-51,8.915233188971392e-50,9.506834496827302e-49,1.586682559794698e-46,6.4408880597292335e-53,1.423852630721881e-56,5.490878306536758e-53,6.5932081477866975e-56
1.993620161436677e-08,0.11224537201580001,0.0,0.0,0.0,0.0,0.3299999879780952,0.669999988116309,1.1928251206811705e-08,1.1789404987692445e-08,9.11411729667197e-11,2.316727527138584e-10,2.88512460015651e-19,2.26036440040577e-12,2.4675553536351722e-12,1.1585881260519385e-13,1.5669123371099577e-16,5.984373552570099e-13,4.0134432730253227e-13,1.3995289699454842e-17,2.8828359462560705e-18,1.635020834447523e-26,1.667693680191848e-20,1.1917416266084532e-16,4.465622875609853e-14,1.877808132906167e-24,2.873075218983327e-25,4.7870942520613143e-33,1.5085367113525071e-27,5.213769267294991e-36,2.7310198858973517e-38,8.678861118062924e-35,2.3749919628232784e-35,1.572045252313262e-41,5.109685004377926e-46,7.58572141928872e-51,1.5663515737790382e-49,1.6702923126621347e-48,3.0030629801403658e-46,1.2191053476812304e-52,2.936210297150148e-56,1.1194553291356151e-52,1.3441939267376252e-55
2.1331212566692526e-08,0.1122453720151731,0.0,0.0,0.0,0.0,0.3299999871368212,0.6699999872690797,1.2762657604803476e-08,1.2629673529735523e-08,9.763785078185641e-11,2.3254809370827903e-10,3.090780569571842e-19,2.5908015697228817e-12,2.835016334551767e-12,1.4228975450723534e-13,1.9193073664640646e-16,6.843783214083488e-13,4.584790413984663e-13,1.7019060205100326e-17,3.75883688545583e-18,2.1318510899912986e-26,2.3339928354536072e-20,1.27968900653303e-16,4.802775329015866e-14,2.4381700682769105e-24,3.9972909082371277e-25,6.241751544331828e-33,1.966933300851447e-27,7.922535230528841e-36,4.4520299780905887e-38,1.275393583179022e-34,3.743095399190842e-35,2.4779297974973587e-41,8.745776921778187e-46,1.2807513668849913e-50,2.645796612959949e-49,2.8213677511478995e-48,5.4377189209540746e-46,2.2075567860016058e-52,5.754464402498307e-56,2.172730398716701e-52,2.6089224433774077e-55
2.2726223519018283e-08,0.11224537201454644,0.0,0.0,0.0,0.0,0.32999998629553823,0.6699999864218203,1.3597047595891417e-08,1.3469940413691773e-08,1.0413440022149554e-10,2.3342300279196745e-10,3.296432475188935e-19,2.943316311230032e-12,3.2280018031333907e-12,1.7244458317949462e-13,2.3209283646830633e-16,7.757703204395607e-13,5.191586925635299e-13,2.0421951428712075e-17,4.814451871014894e-18,2.730550771020779e-26,3.194552343381982e-20,1.3678367740246186e-16,5.1399274956713263e-14,3.112154914959972e-24,5.443787047009567e-25,7.994676202862191e-33,2.5193190827548954e-27,1.1707466330692336e-35,7.024701942171629e-38,1.8270640165724256e-34,5.725975564680806e-35,3.791019263015183e-41,1.4442949349789793e-45,2.0895694917487684e-50,4.318446599050935e-49,4.605012376005052e-48,9.472783409434878e-46,3.845818638426818e-52,1.0787869268620708e-55,4.039331678199336e-52,4.850259672222602e-55
2.412123447134404e-08,0.11224537201392008,0.0,0.0,0.0,0.0,0.32999998545424597,0.6699999855745311,1.4431421474215391e-08,1.4310205280041288e-08,1.1063082359644511e-10,2.3429783941705036e-10,3.5020803901577117e-19,3.3178174035467936e-12,3.646511303766735e-12,2.0656355754390704e-13,2.774992573898483e-16,8.725568081070456e-13,5.833368149978048e-13,2.4220150050403885e-17,6.0707496077676065e-18,3.443069150872943e-26,4.2876907465829017e-20,1.4561849556236798e-16,5.477079465187317e-14,3.913178110438835e-24,7.275517196058548e-25,1.0080857533384188e-32,3.1767189982319377e-27,1.6882601553407173e-35,1.0772072484216034e-37,2.5593428902882083e-34,8.533022702366087e-35,5.650049025663076e-41,2.311686750745237e-45,3.3082023570092326e-50,6.839542020123709e-49,7.293404083204235e-48,1.5956530743647708e-45,6.478342846772763e-52,1.9465070140078775e-55,7.236157966474211e-52,8.688876898626743e-55
2.5516245423669797e-08,0.11224537201329408,0.0,0.0,0.0,0.0,0.32999998461294405,0.6699999847272123,1.526577953236169e-08,1.5150468093200117e-08,1.1712712317574692e-10,2.351726391038117e-10,3.707724386305958e-19,3.7142128231012786e-12,4.090544389514157e-12,2.44885938644903e-13,3.2847170668916876e-16,9.746818271969837e-13,6.509675510026581e-13,2.8429040359774364e-17,7.549557603295922e-18,4.281785863661908e-26,5.656025334174741e-20,1.5447335743374797e-16,5.81423136184069e-14,4.8551967660426695e-24,9.562552781523824e-25,1.253654585730603e-32,3.9505550597410446e-27,2.3823325082882996e-35,1.6104701954413745e-37,3.5145079530488894e-34,1.2423432472610906e-34,8.226763645329854e-41,3.59805915794548e-45,5.099027438971761e-50,1.0545604151078865e-48,1.1245395236794305e-47,2.6075203825521114e-45,1.0586827549333546e-51,3.390933991254446e-55,1.2531247003025851e-51,1.5047003136911732e-54
2.802726513785616e-08,0.11224537201216822,0.0,0.0,0.0,0.0,0.3299999830985756,0.6699999832019633,1.6767585095835973e-08,1.666293608240929e-08,1.2882015765819698e-10,2.367470856979165e-10,4.077873932015115e-19,4.482600637940835e-12,4.954121997849407e-12,3.252172630966054e-13,4.3527531167835517e-16,1.1717843520487072e-12,7.812601889810102e-13,3.708533990708882e-17,1.0845324632254897e-17,6.151004178487519e-26,8.972189408095543e-20,1.704626263009998e-16,6.421105011137071e-14,6.953277819422105e-24,1.508967197429661e-24,1.8009492378589777e-32,5.675176627235618e-27,4.230526792229626e-35,3.151926984120459e-37,5.964670726864419e-34,2.3313173280201304e-34,1.5440070602120218e-40,7.553300824094724e-45,1.0524424345747646e-49,2.177925123468373e-48,2.322449140293942e-47,5.991252689792903e-45,2.4326363009852307e-51,8.691322984066409e-55,3.208530283066034e-51,3.8526722305719204e-54
3.053828485204252e-08,0.11224537201104345,0.0,0.0,0.0,0.0,0.32999998158417343,0.6699999816766179,1.8269342026459165e-08,1.8175397401116618e-08,1.4051281149666433e-10,2.383214302293234e-10,4.448011428225906e-19,5.321077410705809e-12,5.900392133937677e-12,4.2131917180660815e-13,5.630310757088039e-16,1.3856868536903675e-12,9.22334392500491e-13,4.719868572383397e-17,1.5072333228016273e-17,8.548383034844312e-26,1.3652732445066798e-19,1.8651685812820568e-16,7.027979539802095e-14,9.643927508494187e-24,2.2871592577246934e-24,2.5028934330467866e-32,7.887102567916501e-27,7.127638358122497e-35,5.794897060971244e-37,9.647556552118616e-34,4.132388575682112e-34,2.737153220988491e-40,1.479090004001712e-44,2.033923243905805e-49,4.211041545772987e-48,4.490480345357131e-47,1.2728786070526276e-44,5.168489622105379e-51,2.030621742373318e-54,7.502463610790047e-51,9.008655442853602e-54
3.3049304566228884e-08,0.11224537200991991,0.0,0.0,0.0,0.0,0.3299999800697357,0.6699999801511759,1.977105199268001e-08,1.9687851963621278e-08,1.5220509770529215e-10,2.398957580648755e-10,4.818137286908316e-19,6.2290894549271015e-12,6.929352402677023e-12,5.345626718260363e-13,7.136148222767996e-16,1.616076584168258e-12,1.0739367112842726e-12,5.884289021774958e-17,2.0372656816574735e-17,1.155450044094506e-25,2.0058201982337622e-19,2.0263606681323453e-16,7.63485561636566e-14,1.3019687437609701e-23,3.3504890660610606e-24,3.3830854687055784e-32,1.0660677828429757e-26,1.1489968885008118e-34,1.0113987066992779e-36,1.4980441410768013e-33,6.975934913701814e-34,4.621066710644494e-40,2.731393070796171e-44,3.715071346498501e-49,7.695042779759022e-48,8.205675107913677e-47,2.5289725899798436e-44,1.026915444131282e-50,4.391434371907035e-54,1.6223801883533237e-50,1.948089213809656e-53
3.5560324280415246e-08,0.11224537200879757,0.0,0.0,0.0,0.0,0.32999997855526103,0.6699999786256379,2.1272716645636342e-08,2.1200299747770848e-08,1.638970291588388e-10,2.414700910396687e-10,5.188251915620022e-19,7.206076086837047e-12,8.041000504003122e-12,6.663074476843631e-13,8.889022165302743e-16,1.8626468441088647e-12,1.2358198778786154e-12,7.208555670085969e-17,2.6894030144418066e-17,1.52531452662054e-25,2.8603351915387575e-19,2.1882026622122327e-16,8.241733906647814e-14,1.7177592148034176e-23,4.7678116086497255e-24,4.4660660912846275e-32,1.4073209848930036e-26,1.7848953320349318e-34,1.6906660706795576e-36,2.247048688341991e-33,1.1301255767891147e-33,7.486901389481135e-40,4.807114274518692e-44,6.478977535014782e-49,1.3425086341313055e-47,1.4315956529898513e-46,4.75673750134932e-44,1.9315737266713007e-50,8.941396687500624e-54,3.293127372960989e-50,3.954256552568799e-53
4.058236370878797e-08,0.11224537200655661,0.0,0.0,0.0,0.0,0.3299999755261939,0.6699999755742725,2.427591650150014e-08,2.4225175013938966e-08,1.8727987840389272e-10,2.4461873830941235e-10,5.928449085004055e-19,9.364689803603679e-12,1.0512351623000915e-11,9.90663202340231e-13,1.3210896338098789e-15,2.4031409817500514e-12,1.5894790502443948e-12,1.0360257991299815e-16,4.4221150570866346e-17,2.50803493428071e-25,5.415055664927668e-19,2.513836921186489e-16,9.455499766296451e-14,2.8253607743196e-23,9.005008990206436e-24,7.343600493094063e-32,2.3140221965561288e-26,3.948581005012349e-34,4.275719095047878e-36,4.662981370666428e-33,2.7124080852235496e-33,1.797176173818174e-39,1.344346836801724e-43,1.7802042926568833e-48,3.6915314472468234e-47,3.936496452918202e-46,1.5303802400571677e-43,6.214739486384387e-50,3.3533215983519445e-53,1.2469960311716159e-49,1.4973440042229702e-52
4.5604403137160696e-08,0.11224537200432082,0.0,0.0,0.0,0.0,0.32999997249695884,0.669999972522522,2.7278954473220626e-08,2.725002320535833e-08,2.106614596615482e-10,2.477673640638052e-10,6.668606115537044e-19,1.1792322854246456e-11,1.3314428856651771e-11,1.4050430538433265e-12,1.8745959751742945e-15,3.0048258519384164e-12,1.9814451138228066e-12,1.4219941384740596e-16,6.831556746294664e-17,3.8745675986917195e-25,9.471998682325092e-19,2.842072459411866e-16,1.0669282347923863e-13,4.371783911297034e-23,1.574114531434009e-23,1.1345171072091977e-31,3.5748458755024194e-26,7.904773752496905e-34,9.601314089908888e-36,8.823764612920339e-33,5.823038904810552e-33,3.858610182419257e-39,3.2799273900746297e-43,4.289339719255028e-48,8.899964304968168e-47,9.490553958417254e-46,4.197127199579277e-43,1.7044763576918514e-49,1.0366007711641567e-52,3.897160445891767e-49,4.679559169092477e-52
