Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435)
1.2579250691196015e-06,0.11224537170794771,0.0,0.0,0.0,0.0,0.32999922577379204,0.6699992244101891,7.57829155113199e-07,7.566656398812328e-07,5.898646390762896e-09,1.0071039902653518e-09,1.8672495002955132e-17,2.744329068566271e-09,1.041134005666663e-08,1.1845206034516684e-08,3.9679438870342804e-11,4.950096723752615e-10,2.7029206122505105e-10,5.186018183442114e-13,2.7677914732138253e-12,1.569773761601752e-20,1.3213247814925717e-12,1.597884073660024e-14,3.0839797876312275e-12,3.363273404163512e-18,3.722749848379748e-17,8.072417554864394e-27,1.4483520392261474e-21,6.061135096141871e-26,6.248553184793126e-27,1.3551986365092986e-25,2.635775357678774e-24,1.7479024054583842e-30,4.573408036381845e-33,5.403366793679397e-38,1.1409173000289909e-36,1.2166271542575947e-35,1.524082786820003e-31,6.190903767619986e-38,1.1233714348028088e-39,4.319142829442276e-36,5.1862711004682236e-39
1.2931706865599323e-06,0.11224537170690552,0.0,0.0,0.0,0.0,0.3299992035201485,0.6699992023166953,7.793139256097169e-07,7.778489275144523e-07,6.0659240801735835e-09,1.0291589557544206e-09,1.9202021883537486e-17,2.8342466808581473e-09,1.1005548327124446e-08,1.2613709936930112e-08,4.312884204210767e-11,5.106397478902103e-10,2.785560841958894e-10,5.545691073732405e-13,2.984713051196846e-12,1.6928024673248274e-20,1.4677123126750421e-12,1.6669910245850764e-14,3.1722715349132296e-12,3.68267907792002e-18,4.188155573179301e-17,8.944289402105935e-27,1.5618648765381837e-21,7.013255105780276e-26,7.26115560976891e-27,1.5569428374120047e-25,3.109501267423508e-24,2.062053011058193e-30,5.548899546498218e-33,6.552968002513422e-38,1.3837476906431479e-36,1.475571467963287e-35,1.898794502349354e-31,7.71300389038063e-38,1.4388428110135318e-39,5.542329709927382e-36,6.655029853164863e-39
1.3284163040002631e-06,0.1122453717062858,0.0,0.0,0.0,0.0,0.3299991812348561,0.6699991802035925,8.008131813659382e-07,7.990309477202601e-07,6.233314540371596e-09,1.0512127604251452e-09,1.9731905746353845e-17,2.924213860913368e-09,1.1616393600620709e-08,1.3406994767287542e-08,4.677383885049967e-11,5.262769578332071e-10,2.868197197341526e-10,5.919368528168378e-13,3.211422747543566e-12,1.8213825780740294e-20,1.6253919135383672e-12,1.7374398976180868e-14,3.2606641883832394e-12,4.022978147702403e-18,4.697149199418248e-17,9.889386274703638e-27,1.6804997869948002e-21,8.083734706646349e-26,8.403321900976693e-27,1.7824075382481903e-25,3.652757552371853e-24,2.422312778927206e-30,6.698798319685268e-33,7.907450979395477e-38,1.6698717725124128e-36,1.7806823885215618e-35,2.352073940994563e-31,9.554250840759545e-38,1.8309752531181428e-39,7.065888231351702e-36,8.484464057910649e-39
1.3989075388809245e-06,0.11224537170631127,0.0,0.0,0.0,0.0,0.3299991365692662,0.669999135918499,8.438551132350557e-07,8.413911947199958e-07,6.5684334973008175e-09,1.095316896509101e-09,2.0792743545537222e-17,3.104293844182205e-09,1.2888042922577675e-08,1.506796111051146e-08,5.467274719166012e-11,5.575725507952363e-10,3.0334581822016027e-10,6.709198984441329e-13,3.694638658367176e-12,2.0954421191737186e-20,1.9766372249565827e-12,1.8823681778207054e-14,3.437752224629727e-12,4.769491942775306e-18,5.857265937384796e-17,1.2017729076566381e-26,1.9333619979717505e-21,1.0624880434469657e-25,1.1127047837951401e-26,2.313027026024983e-25,4.980834118341305e-24,3.3030258980441394e-30,9.627001245023787e-33,1.135408559973494e-37,2.3980074511279804e-36,2.557136246463241e-35,3.5516000969722585e-31,1.4426795691177108e-37,2.9116699928229187e-39,1.1278433340392237e-35,1.3542736533017204e-38
1.469398773761586e-06,0.11224537170801897,0.0,0.0,0.0,0.0,0.32999909177690634,0.6699990915547887,8.869548779610662e-07,8.837463986056548e-07,6.90400269494879e-09,1.1394164168824865e-09,2.1855006606895704e-17,3.284564388407175e-09,1.4226383491604824e-08,1.6828211210696135e-08,6.342053942976874e-11,5.888960996777515e-10,3.198703440696979e-10,7.556387956501004e-13,4.218259990227477e-12,2.3924178990368698e-20,2.3791335716580443e-12,2.0326784358538804e-14,3.615243909659813e-12,5.6094131228325734e-18,7.226915008753051e-17,1.4496255186989088e-26,2.2073682312682326e-21,1.378222590544607e-25,1.452968446125816e-26,2.965440989231642e-25,6.69325530694574e-24,4.43861799174189e-30,1.3599685528720204e-32,1.6025705505340507e-37,3.38503260304013e-36,3.6096591617555417e-35,5.258391636204981e-31,2.135988384941955e-37,4.52842054647984e-39,1.7606980147694837e-35,2.1141827676139129e-38
1.5398900086422473e-06,0.11224537171140364,0.0,0.0,0.0,0.0,0.32999904685766257,0.6699990471123402,9.301124004606747e-07,9.26096577077189e-07,7.240021548576922e-09,1.183511339867211e-09,2.2918693079406615e-17,3.4650226632190478e-09,1.563151067401165e-08,1.8687849269147306e-08,7.306176367383164e-11,6.202473800540236e-10,3.3639329363294405e-10,8.461745808530144e-13,4.783042138572713e-12,2.7127383458819805e-20,2.8370339711885516e-12,2.188380171970898e-14,3.793139246681525e-12,6.549544815117748e-18,8.831682630019623e-17,1.7366799369228743e-26,2.5029138328765117e-21,1.7665987111991585e-25,1.8735636459440623e-26,3.7602680162790222e-25,8.875964837242836e-24,5.886083050836447e-30,1.8914865650089441e-32,2.2270174602742153e-37,4.704493172190491e-36,5.016677495913229e-35,7.647690547246474e-31,3.106535963622646e-37,6.902244769179651e-39,2.693792813267559e-35,3.2346094083321204e-38
1.6103812435229087e-06,0.11224537171646008,0.0,0.0,0.0,0.0,0.32999900181142267,0.6699990025910331,9.733276040899818e-07,9.684417478087657e-07,7.576489461268282e-09,1.2276016837462714e-09,2.398380107349608e-17,3.6456669646847213e-09,1.7103519730593913e-08,2.064697826077843e-08,8.364114049668938e-11,6.516262467485166e-10,3.52914668791894e-10,9.426020837046327e-13,5.389680851403502e-12,3.056798058428315e-20,3.354565258731666e-12,2.349482865867558e-14,3.971438231938376e-12,7.596896378148572e-18,1.0698980622202618e-16,2.0674288874071585e-26,2.820362940240622e-21,2.2399912373286616e-25,2.3884896724705815e-26,4.720525323943732e-25,1.1629110440418924e-23,7.711834559616657e-30,2.593671706851045e-32,3.0512077467738822e-37,6.446161912176924e-36,6.873921211066365e-35,1.0943193967057944e-30,4.4451895437171545e-37,1.0329032258211125e-38,4.046326484136416e-35,4.858683150682614e-38
1.68087247840357e-06,0.1122453717231831,0.0,0.0,0.0,0.0,0.329998956638075,0.6699989579907469,1.0166004111157738e-06,1.010781928448401e-06,7.913405827607128e-09,1.27168746676653e-09,2.5050328672686742e-17,3.826496298376187e-09,1.864250581474908e-08,2.2705700377654803e-08,9.520356283123051e-11,6.830326041292931e-10,3.694344746668032e-10,1.0449904707551016e-12,6.038817455902495e-12,3.4249607702182856e-20,3.936022311493115e-12,2.5159959781030326e-14,4.1501408566619596e-12,8.758684723411903e-18,1.2858101117402133e-16,2.446679698041944e-26,3.160051217318921e-21,2.81222864881384e-25,3.0134209806734237e-26,5.871797820295587e-25,1.506866483327826e-23,9.992780459726088e-30,3.5106446378551086e-32,4.126519390893359e-37,8.718677947616687e-36,9.297238589343361e-35,1.5427517855999454e-30,6.266749586967518e-37,1.5199496492527894e-38,5.976622305994023e-35,7.176512890798893e-38
1.7513637132842315e-06,0.11224537173156736,0.0,0.0,0.0,0.0,0.3299989113375082,0.6699989133113614,1.0599307430628319e-06,1.0531171366176611e-06,8.250770036390436e-09,1.315768707140721e-09,2.61182739421813e-17,4.007510072752372e-09,2.0248563970955692e-08,2.4864117355245295e-08,1.0779409586713929e-10,7.144663837604336e-10,3.859527175564792e-10,1.153403743403829e-12,6.7310436453730954e-12,3.817562064565804e-20,4.585762758393978e-12,2.6879289499947537e-14,4.329247108478749e-12,1.0042335701115897e-17,1.534027161636756e-16,2.8795602235105107e-26,3.522288359561112e-21,3.498697021749152e-25,3.765829207737753e-26,7.242413147124581e-25,1.9328156313066553e-23,1.2817470810654617e-29,4.6954587045459003e-32,5.514660236594891e-37,1.1652531147177863e-35,1.2425778645193872e-34,2.145431157808417e-30,8.714870803139068e-37,2.2024155852729613e-38,8.692564713504806e-35,1.0437718778096e-37
1.8218549481648929e-06,0.1122453717416077,0.0,0.0,0.0,0.0,0.32999886590961197,0.6699988685527563,1.1033185209365823e-06,1.0954473899114348e-06,8.588581472366212e-09,1.3598454230487537e-09,2.7187634934365193e-17,4.1887079001121085e-09,2.1921789133625206e-08,2.712233068160621e-08,1.2145797694847833e-10,7.459275303143522e-10,4.0246940390714515e-10,1.2679011936051729e-12,7.466905860020114e-12,4.234911859149036e-20,5.308202138060755e-12,2.865291204376442e-14,4.508756972332338e-12,1.1455485494187744e-17,1.817871040051199e-16,3.371523462678705e-26,3.9073603863421405e-21,4.316447460403074e-25,4.6651080367686657e-26,8.863622406966136e-25,2.4560512778794183e-23,1.6287320670294847e-29,6.211451355841973e-32,7.289212976952437e-37,1.5403331640111532e-35,1.6425477602986568e-34,2.946220459040325e-30,1.1967727390503583e-36,3.146264242848879e-38,1.246421354170125e-34,1.4966578946152097e-37
1.8923461830455543e-06,0.11224537175329882,0.0,0.0,0.0,0.0,0.32999882035427514,0.6699988237148113,1.1467636653197816e-06,1.1377727058977723e-06,8.926839516988491e-09,1.4039176326382639e-09,2.825840969119662e-17,4.3700895060282714e-09,2.3662276126331128e-08,2.948044168835372e-08,1.3624061547126735e-10,7.774159959082153e-10,4.18984540338061e-10,1.388537818950489e-12,8.24690927714083e-12,4.6772966690773115e-20,6.1078094879296086e-12,3.048092145493145e-14,4.688670430875471e-12,1.3005982009773253e-17,2.1408682313532488e-16,3.9283523683993926e-26,4.3155317290042606e-21,5.284307107050159e-25,5.732702858687815e-26,1.0769786599222245e-24,3.09400256140374e-23,2.0517912463002006e-29,8.133747706084906e-32,9.537353835531101e-37,2.0155447005518705e-35,2.1492937445643013e-34,3.999080965698681e-30,1.6244513649943155e-36,4.4359058141764037e-38,1.7638968586386106e-34,2.1180238571440186e-37
1.962837417926216e-06,0.11224537176663543,0.0,0.0,0.0,0.0,0.32999877467138744,0.6699987787974067,1.1902660964042593e-06,1.180093102117762e-06,9.265543548665224e-09,1.4479853540247772e-09,2.933059624499123e-17,4.551654696414178e-09,2.5470119661226732e-08,3.193855158028445e-08,1.521875927797228e-10,8.089317383933183e-10,4.3549813384446385e-10,1.5153647000776819e-12,9.07152143911916e-12,5.1449816645353527e-20,6.989103333151863e-12,3.236341159043077e-14,4.868987464597849e-12,1.4701886263511067e-17,2.50675549174754e-16,4.556164071181709e-26,4.7470471293632695e-21,6.4229937541973e-25,6.992244410876955e-26,1.2998568903524995e-24,3.866443835663432e-23,2.5640381101506947e-29,1.0550919469023822e-31,1.2361743613130925e-36,2.612600451098337e-35,2.785969373686578e-34,5.3699009930587524e-30,2.181287232142705e-36,6.178391723834636e-38,2.4659695693900883e-34,2.961047503002352e-37
2.0333286528068775e-06,0.11224537178161224,0.0,0.0,0.0,0.0,0.32999872886083864,0.6699987338004223,1.2338257340179994e-06,1.2224085960854154e-06,9.604692942969808e-09,1.4920486052918501e-09,3.040419261909173e-17,4.733403330624269e-09,2.734541433846795e-08,3.449676146015994e-08,1.693446620606226e-10,8.404747195075497e-10,4.520101916502309e-10,1.6484293445649331e-12,9.941175559267111e-12,5.638212545716151e-20,7.956648031118846e-12,3.430047612214111e-14,5.0497080519381585e-12,1.655147375007428e-17,2.919485501568143e-16,5.261413808028576e-26,5.202133369634071e-21,7.75523408366624e-25,8.469686457076846e-26,1.559113282777626e-24,4.795716307449931e-23,3.180288379860268e-29,1.3566807486514476e-31,1.588260292363375e-36,3.3569283313667055e-35,3.579689928325057e-34,7.138574947367257e-30,2.899733983404433e-36,8.508350323303512e-38,3.4086254533840057e-34,4.0929547672805664e-37
2.1743111225682003e-06,0.11224537181646523,0.0,0.0,0.0,0.0,0.32999863685631636,0.6699986435672355,1.321116306499047e-06,1.3070249471836697e-06,1.0284325308934825e-08,1.580161769642863e-09,3.255560688099474e-17,5.097450469883837e-09,3.129873495707775e-08,3.991388524243626e-08,2.0747294784390621e-10,9.036422515143371e-10,4.850297288172802e-10,1.933445875346688e-12,1.1817188057598776e-11,6.702207157352071e-20,1.0168957578848833e-11,3.833870213210472e-14,5.412359791660072e-12,2.0745881144052388e-17,3.9023983741820744e-16,6.931761359925111e-26,6.18384468867911e-21,1.1102062667862672e-24,1.2194560103487033e-25,2.205099473336494e-24,7.228410332342475e-23,4.793538996100705e-29,2.1898750488103113e-31,2.5596397117046504e-36,5.410648279941395e-35,5.769692184074374e-34,1.2274263282011758e-29,4.985883941193239e-36,1.5643903899143724e-37,6.31499459580189e-34,7.582818256189167e-37
2.315293592329523e-06,0.11224537185781512,0.0,0.0,0.0,0.0,0.32999854433982717,0.6699985530142943,1.4086347349334512e-06,1.3916218987588297e-06,1.0965731569211478e-08,1.6682572697239124e-09,3.4712636504548886e-17,5.462230049173062e-09,3.552299252182902e-08,4.573262056207552e-08,2.5099493099950655e-10,9.669183044455712e-10,5.180432090661522e-10,2.243907259819669e-12,1.3877834034125714e-11,7.870918036370031e-20,1.278205002816029e-11,4.259634513172112e-14,5.776625439784155e-12,2.5659750674386186e-17,5.125763909997794e-16,8.997935054486538e-26,7.262177339203461e-21,1.5551509759967707e-24,1.7166923765014823e-25,3.0556591449402522e-24,1.0631431702888132e-22,7.050267824754928e-29,3.4346494369395723e-31,4.0083444644457205e-36,8.473851364008104e-35,9.036165623788642e-34,2.0423124679559554e-29,8.296004822384748e-36,2.7716947999884905e-37,1.1274260586116199e-33,1.3537726426957235e-36
2.456276062090846e-06,0.11224537190561892,0.0,0.0,0.0,0.0,0.3299984513104911,0.6699984621406436,1.4963803665127689e-06,1.4761995899372454e-06,1.164890663935647e-08,1.756335249058715e-09,3.6875265394664895e-17,5.827741153291442e-09,4.0018939745407396e-08,5.195377405749422e-08,3.002828120244776e-10,1.0303025899885413e-09,5.510506891447195e-10,2.5800936876532096e-12,1.6125619809517387e-11,9.145766661415552e-20,1.583378438357828e-11,4.7074147762992174e-14,6.142504756515248e-12,3.136714974195323e-17,6.62956175906146e-16,1.1524098839583274e-25,8.438443703416398e-21,2.1370625851261273e-24,2.3693091785141186e-25,4.158484051770926e-24,1.530162373288268e-22,1.0147328741622571e-28,5.25194360253202e-31,6.119732784927464e-36,1.2938671414904052e-34,1.3797265593481656e-33,3.300977005499882e-29,1.3408783153543806e-35,4.752264603152588e-37,1.9478556420231754e-33,2.3389149701172028e-36
2.5972585318521686e-06,0.11224537195983351,0.0,0.0,0.0,0.0,0.32999835776742986,0.6699983709453304,1.5843525433547695e-06,1.560758159402444e-06,1.2333845395416506e-08,1.8443958506600762e-09,3.9043477331182433e-17,6.193982849122104e-09,4.4787327497192926e-08,5.857815136454045e-08,3.557115299119241e-10,1.0937948212390251e-09,5.840522261945706e-10,2.94225229780941e-12,1.8562734287859015e-11,1.0527994485927368e-19,1.9362496432994233e-11,5.17728496353061e-14,6.509997472052031e-12,3.794571109225937e-17,8.457781536750753e-16,1.4580134405784176e-25,9.713790134825134e-21,2.88712428379261e-24,3.2131271319439006e-25,5.568977219550275e-24,2.160289823644913e-22,1.4326052707575975e-28,7.8514446514424325e-31,9.134770751684646e-36,1.93149243932008e-34,2.059663880856483e-33,5.199276311223043e-29,2.1119800650161166e-35,7.914471240606929e-37,3.2684029953223856e-33,3.9245807259277946e-36
2.7382410016134914e-06,0.11224537202041546,0.0,0.0,0.0,0.0,0.32999826370976604,0.6699982794274036,1.6725506024399322e-06,1.6452977453923363e-06,1.3020542673433696e-08,1.932439217027831e-09,4.121725596730434e-17,6.560954195690247e-09,4.982890478664115e-08,6.560655703100246e-08,4.176587581451062e-10,1.1573947127308863e-09,6.170478775763844e-10,3.3306026549315356e-12,2.119110160190406e-11,1.2018692796288937e-19,2.3406940432238354e-11,5.669318729158699e-14,6.879103286223296e-12,4.5476677624114563e-17,1.0658612604419407e-15,1.8241717593616943e-25,1.1089224507115952e-20,3.841466597858606e-24,4.289702601038078e-25,7.351033745060108e-24,2.997681727845171e-22,1.9879265167341564e-28,1.1502451307172943e-30,1.3362244496919708e-35,2.8255963984279496e-34,3.013099469469925e-33,8.002025238007834e-29,3.250475297270624e-35,1.2841304786860961e-36,5.34267591367084e-33,6.415293029281354e-36
3.020205941136137e-06,0.11224537216050634,0.0,0.0,0.0,0.0,0.3299980740471302,0.6699980954199156,1.8496216897478433e-06,1.814320517653428e-06,1.4399191940837826e-08,2.1084748114869874e-09,4.558144732227122e-17,7.297081689556575e-09,6.073461461405202e-08,8.087866620166986e-08,5.626330863560323e-10,1.2849163122243127e-09,6.830217505201951e-10,4.1866441598513766e-12,2.702820931403058e-11,1.5329252381684198e-19,3.319986538983161e-11,6.720170066212407e-14,7.622152858216298e-12,6.373911534459271e-17,1.6393025549198998e-15,2.7713676913770616e-25,1.414382275700606e-20,6.535252777245187e-24,7.339519205461795e-25,1.2332868691891753e-23,5.517055446277009e-22,3.6586649511002936e-28,2.3414720568480202e-30,2.711899212150347e-35,5.735459399124848e-34,6.116057369251224e-33,1.785165554289527e-28,7.251460710538991e-35,3.159624820283471e-36,1.3354244270840316e-32,1.6035296135358508e-35
3.273974386706518e-06,0.11224537230792318,0.0,0.0,0.0,0.0,0.32999790158204906,0.6699979287003381,2.0097514290451046e-06,1.9663774667861683e-06,1.564593780306765e-08,2.2668493209916135e-09,4.9528091071673086e-17,7.962081026486692e-09,7.149153705737329e-08,9.601338952659788e-08,7.192479428917805e-10,1.4000510065606822e-09,7.423786755161441e-10,5.048443301604693e-12,3.2950994724651006e-11,1.8688404719471957e-19,4.417307487602988e-11,7.742468238664855e-14,8.296410634556988e-12,8.432305575715369e-17,2.3404595327868577e-15,3.918984218115216e-25,1.724328171464763e-20,1.014008450906881e-23,1.1435678893766503e-24,1.8932052901147426e-23,9.138841310637396e-22,6.060476815883826e-28,4.214870872027106e-30,4.868662908176732e-35,1.0298067870811035e-33,1.0981434879765964e-32,3.463845793264051e-28,1.4070371570168357e-34,6.645096882810355e-36,2.847783651986966e-32,3.419516174588515e-35
3.5277428322768994e-06,0.11224537247528246,0.0,0.0,0.0,0.0,0.3299977274360854,0.6699977609207941,2.170602479876331e-06,2.1183750386846938e-06,1.6898299131569872e-08,2.425170180845725e-09,5.349251089362263e-17,8.629426903165347e-09,8.314515538683545e-08,1.1246962382882264e-07,9.029808716814188e-10,1.5155299074259478e-09,8.017174096036088e-10,5.997673968314134e-12,3.951526012549141e-11,2.2411377263918136e-19,5.743465322294721e-11,8.837707577761579e-14,8.975888781791951e-12,1.0942600034990376e-16,3.2585380753503444e-15,5.407722037686173e-25,2.067846300106144e-20,1.5249896485853742e-23,1.725846487017242e-24,2.8208313748804065e-23,1.4608700469987607e-21,9.68785338204092e-28,7.277092863767494e-30,8.383732005386992e-35,1.7734960458329514e-33,1.8911830435513714e-32,6.408427582194008e-28,2.6031458224960584e-34,1.3239120795158164e-35,5.753612089998742e-32,6.908730451755192e-35
3.7815112778472806e-06,0.11224537266232103,0.0,0.0,0.0,0.0,0.32999755160418154,0.6699975920758113,2.3321707875639832e-06,2.270314023093327e-06,1.8156244346623467e-08,2.5834382032878723e-09,5.747460682074887e-17,9.299111928157584e-09,9.569976832133036e-08,1.3025201645562723e-07,1.1161327469980582e-09,1.6313512266368276e-09,8.610382797776355e-10,7.035078414094488e-12,4.672706405344626e-11,2.650160615984989e-19,7.322085037410671e-11,1.0006306181927323e-13,9.660584430812943e-12,1.3965817841809061e-16,4.439414378354212e-15,7.30356116720185e-25,2.4452545430331507e-20,2.23258308640405e-23,2.534078549630968e-24,4.095987495440139e-23,2.264496703719395e-21,1.5017164534686112e-27,1.2121065295952277e-29,1.3927848706865396e-34,2.946592340754075e-33,3.1421245537169764e-32,1.1378262590598325e-27,4.621925611245311e-34,2.5195058114736865e-35,1.1093351482132909e-31,1.3320497472438847e-34
4.035279723417661e-06,0.11224537286877265,0.0,0.0,0.0,0.0,0.32999737408129914,0.6699974221599386,2.494452241946086e-06,2.422195204875275e-06,1.941974143645506e-08,2.7416541949955094e-09,6.14742775179952e-17,9.971128455306264e-09,1.0915965368250578e-07,1.4936519981765863e-07,1.3610327671800192e-09,1.7475131510684637e-09,9.203416114604232e-10,8.161324060295829e-12,5.45917490388506e-11,3.0962121463580666e-19,9.177001470618177e-11,1.1248678697001859e-13,1.035049438002113e-11,1.7567128443055081e-16,5.934969001621006e-15,9.679051769359256e-25,2.856833391137692e-20,3.1927601559692675e-23,3.632994037672527e-24,5.81511949724293e-23,3.417236925386093e-21,2.2661652542671076e-27,1.9565868123113564e-29,2.2424152112703647e-34,4.744519689280121e-33,5.059360131402574e-32,1.949173851312769e-27,7.917672722084503e-34,4.605302281072209e-35,2.053733921250802e-31,2.466049830126285e-34
4.289048168988042e-06,0.11224537309436848,0.0,0.0,0.0,0.0,0.3299971948624191,0.6699972511677493,2.6574426773519073e-06,2.5740193639675e-06,2.0688757957051743e-08,2.899818957041243e-09,6.549142028202656e-17,1.0645468536832416e-08,1.235290680645215e-07,1.6981379086651565e-07,1.64003834838163e-09,1.864013836483357e-09,9.796277279843098e-10,9.37702474050966e-12,6.311414590383844e-11,3.5795663012263125e-19,1.1332236336631368e-10,1.2565236265953542e-13,1.1045615093620029e-11,2.181593177235545e-16,7.80348535034877e-15,1.2613425117223705e-24,3.302836636055935e-20,4.4727011393887113e-23,5.100328738493132e-24,8.093522615226232e-23,5.036355461163244e-21,3.3398969906987395e-27,3.072265121329094e-29,3.512036368510397e-34,7.431439926915952e-33,7.924581063999054e-32,3.235682966600958e-27,1.3143556388451645e-33,8.124490329958185e-35,3.6690642366131685e-31,4.4056803815650464e-34
4.542816614558423e-06,0.11224537333883644,0.0,0.0,0.0,0.0,0.3299970139425423,0.6699970790938388,2.821137872600638e-06,2.7257872753363804e-06,2.1963261032151938e-08,3.057933284848456e-09,6.952593104120034e-17,1.1322123917974789e-08,1.3881224650327257e-07,1.9160239058568467e-07,1.9555350119532732e-09,1.980851405602322e-09,1.0388969509172253e-09,1.0682756134590525e-11,7.229872220123271e-11,4.1004764612123833e-19,1.3811981418473522e-10,1.3956386476680852e-13,1.1745942699938015e-11,2.678594231752362e-16,1.0110056292932803e-14,1.619269452542251e-24,3.783499138268144e-20,6.152267011628802e-23,7.028529348533678e-24,1.106775158947048e-22,7.268607647092821e-21,4.820233906595856e-27,4.707455077024856e-29,5.36758572343877e-34,1.1358700435140749e-32,1.2112449709614136e-31,5.2237197043864215e-27,2.1219089614133834e-33,1.389129144706636e-34,6.351523982499598e-31,7.626681578614974e-34
4.796585060128804e-06,0.11224537360190166,0.0,0.0,0.0,0.0,0.3299968313166902,0.6699969059328266,2.9855335509713134e-06,2.8774997089340658e-06,2.324321735301072e-08,3.2159979681457865e-09,7.357770435482407e-17,1.2001086111374104e-08,1.5501340214548377e-07,2.1473558344509707e-07,2.3099362655637316e-09,2.098023952145584e-09,1.0981496003648427e-09,1.2079066517163973e-11,8.214968560455563e-11,4.659181267688628e-19,1.6640586722869731e-10,1.5422533296628397e-13,1.2451472989229971e-11,3.2555273961649954e-16,1.2926998729568132e-14,2.050973314523786e-24,4.2990422375375414e-20,8.325549085323646e-23,9.526549113115804e-24,1.4898162525705601e-22,1.029551607754041e-20,6.827554524161408e-27,7.056832902622665e-29,8.026085972969445e-34,1.698585508551535e-32,1.8113015364985904e-31,8.22607286578733e-27,3.341483937470428e-33,2.309519385207788e-34,1.0690348308956964e-30,1.2836585800886434e-33
5.050353505699184e-06,0.11224537388328634,0.0,0.0,0.0,0.0,0.32999664697990544,0.6699967316793558,3.150625380258436e-06,3.0291574296554017e-06,2.4528593178832802e-08,3.3740137909224037e-09,7.764663341452568e-17,1.2682346442525989e-08,1.7213672591757847e-07,2.3921793692637005e-07,2.705683477905119e-09,2.2155295428494558e-09,1.157385994734812e-09,1.3566483811553724e-11,9.267105179382888e-11,5.2559084729713965e-19,1.9842552545920756e-10,1.6964077023169847e-13,1.3162201412300249e-11,3.9206523755414687e-16,1.6334276297550323e-14,2.566437741375822e-24,4.849677305868683e-20,1.1102531920211198e-22,1.2721771161233438e-23,1.977163542894454e-22,1.4339271672674735e-20,9.509207004342586e-27,1.0372566651287196e-28,1.1767654246468823e-33,2.4906113699198276e-32,2.6558852519580557e-31,1.2667820896494251e-26,5.1457499435579266e-33,3.7442372261244243e-34,1.7544501661385223e-30,2.106680666662349e-33
5.304121951269565e-06,0.11224537418270963,0.0,0.0,0.0,0.0,0.32999646092725193,0.6699965563280942,3.3164089729316995e-06,3.180761197295286e-06,2.5819354338017648e-08,3.5319815313839274e-09,8.17326100481946e-17,1.3365896032937331e-08,1.9018638619462906e-07,2.6505400113599227e-07,3.145245747076861e-09,2.3333662155488087e-09,1.216606450519615e-09,1.514552057127803e-11,1.0386669242478833e-10,5.890877660931188e-19,2.3442523728087713e-10,1.8581414235938955e-13,1.3878123079612612e-11,4.682685500897485e-16,2.0419930062103504e-14,3.1763529953886146e-24,5.435608258262585e-20,1.4610896087798256e-22,1.6762092228773725e-23,2.5904508191196803e-22,1.9669295591177965e-20,1.3043860754594938e-26,1.4977573033208866e-28,1.6949741951525906e-33,3.5876521734935725e-32,3.8257243230256987e-31,1.9118078897590625e-26,7.765884822405018e-33,5.933963921246612e-34,2.8143801324668837e-30,3.37940645482132e-33
5.557890396839946e-06,0.11224537449988797,0.0,0.0,0.0,0.0,0.32999627315381597,0.6699963798737345,3.482879886315933e-06,3.332311766506442e-06,2.7115466229562153e-08,3.6899019619078357e-09,8.583552472442293e-17,1.4051725786093222e-08,2.091665284698697e-07,2.9224830842704007e-07,3.631119762620063e-09,2.4515319779870926e-09,1.2758112824160156e-09,1.6816677785424468e-11,1.1574037177924001e-10,6.564302325645185e-19,2.746528514914576e-10,2.027493772825167e-13,1.45992327598492e-11,5.550808143066937e-16,2.5280517154405072e-14,3.89212289717476e-24,6.057033470673692e-20,1.8997901486844114e-22,2.1818101021042106e-23,3.3545655600126505e-22,2.6609504947309998e-20,1.7646324773165462e-26,2.1280432889390623e-28,2.4023045235150355e-33,5.085168582728078e-32,5.422614064442474e-31,2.832858820410214e-26,1.1507250150781506e-32,9.212267362244021e-34,4.422060045413129e-30,5.3098506820310355e-33
6.065427287980708e-06,0.11224537518636044,0.0,0.0,0.0,0.0,0.32999589242505345,0.6699960236346167,3.817865629822869e-06,3.6352563022931105e-06,2.972360166673198e-08,4.005603953250321e-09,9.409172330784692e-17,1.5430188445787548e-08,2.4993472460329117e-07,3.5072969047757963e-07,4.751926859859662e-09,2.688842661319235e-09,1.3941753246874347e-09,2.0437314561331022e-11,1.415365101277293e-10,8.027349735028039e-19,3.687899977066736e-10,2.3892095499846256e-13,1.6056993519543082e-11,7.64442264505959e-16,3.77580073912752e-14,5.6904725271645776e-24,7.407139981958945e-20,3.110696182892465e-22,3.578707031503282e-23,5.453082683092846e-22,4.6939422145134154e-20,3.1128302155002225e-26,4.115308618411755e-28,4.6230115183646955e-33,9.787225503326919e-32,1.0436693652546103e-30,5.926054435669982e-26,2.407199590416732e-32,2.1026867241711426e-33,1.0342980564984627e-29,1.2419479126393872e-32
