Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407)
1.512816367271867e-07,0.11224537195873192,0.0,0.0,0.0,0.0,0.3299999086944406,0.6699999082159259,9.045355208476017e-08,9.089469556389225e-08,7.025358646865186e-10,3.140164675363426e-10,2.223916548031084e-18,1.16738097921309e-10,1.4896352083324978e-10,4.7975442778251274e-11,6.837159459569056e-14,2.648902075177104e-11,1.6568457945799914e-11,3.054331026364809e-15,4.627975106812156e-15,2.6247907014844404e-23,2.3033913814358e-16,1.035419826289351e-15,3.6222597082855166e-13,3.2040508080088797e-21,4.054898062901856e-21,7.710750083228305e-30,2.4217514464622116e-24,7.5513965349708196e-31,2.76314085552379e-32,4.38005839466892e-30,1.0195586048527262e-29,6.759838785442437e-36,2.054128132452997e-39,2.510740698194659e-44,5.244518494008677e-43,5.592538082476102e-42,8.337339416926073e-39,3.388631662412269e-45
1.6805049742656566e-07,0.11224537195179113,0.0,0.0,0.0,0.0,0.3299998985564926,0.6699998979960146,1.0047836909864784e-07,1.0099272848124045e-07,7.805883980615252e-10,3.245277819825479e-10,2.4709962074033374e-18,1.4122733358411816e-10,1.839476223599513e-10,6.486379853683978e-11,9.371519226943082e-14,3.160387738343283e-11,1.963236381799117e-11,3.946496856631016e-15,6.5466397388217876e-15,3.7129757353280623e-23,3.6477622236445725e-16,1.1652782556612836e-15,4.028086774760278e-13,4.5866385384200094e-21,6.486557412669732e-21,1.0920393982122775e-29,3.425760840385986e-24,1.348531025537959e-30,5.376838942824651e-32,7.36005621750719e-30,1.9137491028752545e-29,1.2688761040642808e-35,4.29660669269317e-39,5.236376835424461e-44,1.0945266683462835e-42,1.167158071797501e-41,1.9411929748442668e-38,7.88985466460523e-45
1.8481935812594462e-07,0.11224537194493837,0.0,0.0,0.0,0.0,0.3299998884139364,0.6699998877717837,1.1050408846292834e-07,1.1109045970437826e-07,8.586479111548438e-10,3.350388029338651e-10,2.7180979614637407e-18,1.6741308139970614e-10,2.226187876484012e-10,8.507513890580726e-11,1.2465597149238e-13,3.6982445789007404e-11,2.2824360621489414e-11,4.971792729612302e-15,8.933006195281149e-15,5.0664213740740873e-23,5.512515340790542e-16,1.2980648603742657e-15,4.4340426369253524e-13,6.330956231235682e-21,9.899015256556883e-21,1.4922155967885272e-29,4.674511927110825e-24,2.2724902091494064e-30,9.770601691119085e-32,1.174064130136511e-29,3.3734188829217896e-29,2.2367254076675475e-35,8.35048018213371e-39,1.0151806277467708e-43,2.123278941399204e-42,2.2641770483790535e-41,4.1571567888821196e-38,1.689660581924247e-44
2.015882188253236e-07,0.11224537193817541,0.0,0.0,0.0,0.0,0.32999987826652816,0.6699998775432309,1.20530950482737e-07,1.2118788933043958e-07,9.36716278881365e-10,3.45549531902672e-10,2.9652277453602855e-18,1.9515155525401824e-10,2.6497746864861973e-10,1.0882231888171619e-10,1.6175304165556908e-13,4.259375001026133e-11,2.612564269676315e-11,6.1352817983768535e-15,1.1835474194497727e-14,6.712577882544203e-23,8.016817371512047e-16,1.4337827805376271e-15,4.840137103634306e-13,8.482060731772189e-21,1.4533875748616166e-20,1.9803355040682683e-29,6.193331613432873e-24,3.651494948407988e-30,1.6784601603710176e-31,1.7949237376776153e-29,5.647823843091498e-29,3.7448144734608296e-35,1.5282675317548235e-38,1.854167921586628e-43,3.880248061658843e-42,4.137736427205724e-41,8.310226634783862e-38,3.377677853539035e-44
2.1835707952470255e-07,0.1122453719315039,0.0,0.0,0.0,0.0,0.32999986811404586,0.6699998673103539,1.305591736460398e-07,1.312850174708826e-07,1.0147952060036289e-09,3.560599704705134e-10,3.2123909556141635e-18,2.243080899960197e-10,3.1102420203117536e-10,1.3629994595137017e-10,2.0556584060944386e-13,4.841048292641654e-11,2.952017615666229e-11,7.441903439680652e-15,1.53014188626338e-14,8.678314420408489e-23,1.1291431823515157e-15,1.5724350318304627e-15,5.246379099792089e-13,1.1085604506564699e-20,2.066124675509048e-20,2.5651549271172446e-29,8.007010656364237e-24,5.638801852900322e-30,2.7512378251644768e-31,2.648826498885147e-29,9.058137946236546e-29,6.006116822724404e-35,2.660010899045512e-38,3.2217232396180304e-43,6.74569094127737e-42,7.193326493008829e-41,1.5685644373681244e-37,6.37543244678183e-44
2.351259402240815e-07,0.11224537192492508,0.0,0.0,0.0,0.0,0.32999985795628783,0.66999985707315,1.405889562678741e-07,1.413818442503455e-07,1.0928862399416399e-09,3.665701200896851e-10,3.4595924906699713e-18,2.5475721910745995e-10,3.607596012880086e-10,1.6768558449425557e-10,2.566541712357764e-13,5.440856008724654e-11,3.299427697635199e-11,8.896494849036364e-15,1.937719524308663e-14,1.0989921599712383e-22,1.5478473158028963e-15,1.7140245097989972e-15,5.652776732538292e-13,1.4187823070621913e-20,2.8580129994890126e-20,3.255479495188506e-29,1.0139806023066178e-23,8.419612435014377e-30,4.3339878855586466e-31,3.794087391284799e-29,1.4009624754247491e-28,9.289368329314157e-35,4.4370838909090103e-38,5.365990396704974e-43,1.1240851141669107e-41,1.1986779878301273e-40,2.8203611517501907e-37,1.1463405412413086e-43
2.518948009234605e-07,0.11224537191844006,0.0,0.0,0.0,0.0,0.3299998477930712,0.6699998468316172,1.5062047806034008e-07,1.5147836980559264e-07,1.1709907830077404e-09,3.7707998192038517e-10,3.7068367896259e-18,2.8638255111966525e-10,4.1418434957531596e-10,2.0314094973701323e-10,3.1557823232870687e-13,6.056673731796638e-11,3.6536263418754755e-11,1.0503796857223537e-14,2.410815813998676e-14,1.3673122739265856e-22,2.073116350771025e-15,1.858553995465931e-15,6.059337354544566e-13,1.783553504222604e-20,3.861879245978554e-20,4.060192911468276e-29,1.2615451274908307e-23,1.2214330767945721e-29,6.598617700688392e-31,5.297672064106703e-29,2.100460282242507e-28,1.3927665192171436e-34,7.136959230326108e-38,8.619879405224446e-43,1.8065338971009177e-41,1.9264132156339666e-40,4.864451212642323e-37,1.9771708459826498e-43
2.6866366162283944e-07,0.11224537191204971,0.0,0.0,0.0,0.0,0.3299998376242302,0.6699998365857531,1.6065390163250284e-07,1.6157459428407344e-07,1.249110104097887e-09,3.875895571559805e-10,3.954127869243088e-18,3.190765094918516e-10,4.712991931527027e-10,2.4281307999227484e-10,3.8289864525014216e-13,6.686627675494126e-11,4.013616366974682e-11,1.2268450344197003e-14,2.953869088208246e-14,1.6753090178297777e-22,2.721359284321886e-15,2.0060261596261386e-15,6.466067624518099e-13,2.2076149874106435e-20,5.113513180045084e-20,4.9882863448413995e-29,1.545717161945966e-23,1.7281914148311567e-29,9.75447411434364e-31,7.235786971792344e-29,3.065628914014255e-28,2.0327644191421797e-34,1.1123604791231834e-37,1.3419548624099157e-42,2.813614361652734e-41,3.0003222771175936e-40,8.092774574308807e-37,3.2893419581969595e-43
2.854325223222184e-07,0.11224537190575486,0.0,0.0,0.0,0.0,0.3299998274496146,0.6699998263355557,1.7068937390932063e-07,1.7167051784292947e-07,1.3272453497536355e-09,3.980988469961181e-10,4.20146935896297e-18,3.5273997810853524e-10,5.321049353876815e-10,2.8683546974834855e-10,4.591764767174846e-13,7.329065487382574e-11,4.3785469524941114e-11,1.4194994595675232e-14,3.571223135231641e-14,2.0254460039326812e-22,3.510048580766161e-15,2.1564435683199583e-15,6.872973564523941e-13,2.6957675041314486e-20,6.651704329185109e-20,6.048886130129514e-29,1.8687697531631253e-23,2.392322110555832e-29,1.4052477552916447e-30,9.694482841876995e-29,4.370355354665464e-28,2.897926706493359e-34,1.6865908695481014e-37,2.0326200511050157e-42,4.2633616715680083e-41,4.54627300217813e-40,1.3045251623666724e-36,5.302310161937002e-43
3.0220138302159736e-07,0.11224537189955602,0.0,0.0,0.0,0.0,0.32999981726908895,0.6699998160810222,1.8072702747077447e-07,1.817661406483261e-07,1.4053975546031803e-09,4.0860785237502717e-10,4.4488645339590004e-18,3.8728189968602816e-10,5.966024312277872e-10,3.3532915399034694e-10,5.44973258663891e-13,7.98253017870473e-11,4.7476922605452866e-11,1.628787159705761e-14,4.267129131919974e-14,2.4201343192095593e-22,4.457697519303814e-15,2.3098086897410996e-15,7.280060614145838e-13,3.252871796147217e-20,8.518279578627912e-20,7.251279749273554e-29,2.2329274869724927e-23,3.2484402082804634e-29,1.978934023649482e-30,1.2770264823165787e-28,6.102664342377626e-28,4.046624833432644e-34,2.4959162398505763e-37,3.0052276383068136e-42,6.305668452653286e-41,6.724104704124917e-40,2.0450867025507084e-36,8.312379350637508e-43
3.189702437209763e-07,0.11224537189345378,0.0,0.0,0.0,0.0,0.32999980708253057,0.6699998058221511,1.907669818062205e-07,1.918614628743655e-07,1.4835676511424818e-09,4.191165741855605e-10,4.696316346099309e-18,4.2261884370588323e-10,6.647925821314066e-10,3.8840373636191195e-10,6.408510054009298e-13,8.645736944313127e-11,5.1204329668354063e-11,1.8551431434606777e-14,5.045747405545451e-14,2.861733524611622e-22,5.583838054262424e-15,2.466123899112027e-15,7.6873336812142e-13,3.8838485306078087e-20,1.075814116846833e-19,8.60494121214628e-29,2.6403674095256555e-23,4.3360405090972084e-29,2.7311842638272614e-30,1.657070813065393e-28,8.366387499642077e-28,5.547712414768189e-34,3.614828986202528e-37,4.3488504274770234e-42,9.12799814985135e-41,9.733720668224261e-40,3.1276663794230305e-36,1.2712615420506325e-42
3.357391044203553e-07,0.1122453718874486,0.0,0.0,0.0,0.0,0.329999796889829,0.6699997955589402,2.0080934448333178e-07,2.0195648470217e-07,1.56175647885125e-09,4.2962501340985494e-10,4.943827452803873e-18,4.5867455201494397e-10,7.366763314444733e-10,4.461583588791544e-10,7.473722283049935e-13,9.317552708958829e-11,5.496240489883675e-11,2.0989934660034542e-14,5.911149450408819e-14,3.352552798801127e-22,6.9089990753929216e-15,2.625391484002786e-15,8.09479718911547e-13,4.5936783266054605e-20,1.3419304599615045e-19,1.0119555378985774e-28,3.0932200825792943e-23,5.699849631561186e-29,3.702108386229543e-30,2.121508177125331e-28,1.1282928453302412e-27,7.481695768958648e-34,5.1353852330510786e-37,6.173451690595273e-42,1.2961849111003433e-40,1.382198118409447e-39,4.678558157180952e-36,1.9016355540061608e-42
3.5250796511973425e-07,0.11224537188154075,0.0,0.0,0.0,0.0,0.32999978669088453,0.6699997852913873,2.1085421223171967e-07,2.1205120631945387e-07,1.6399647926443438e-09,4.4013317083339575e-10,5.1914002437979434e-18,4.9537947062816e-10,8.122546602059812e-10,5.086826113610286e-10,8.650999482264797e-13,9.996978208560105e-11,5.874663678227095e-11,2.3607552550964496e-14,6.867320101768779e-14,3.8948521711118405e-22,8.454685114637556e-15,2.7876136515951837e-15,8.502455120710684e-13,5.387401916812413e-20,1.655293632626419e-19,1.1805041880626613e-28,3.593570721100912e-23,7.390180123904631e-29,4.93767927377919e-30,2.6834981626950892e-28,1.4993124170484763e-27,9.941968265615763e-34,7.170192923721498e-37,8.613536216501378e-42,1.8090452367451177e-40,1.929091214110135e-39,6.860415119743285e-36,2.788472365534813e-42
3.692768258191132e-07,0.1122453718757306,0.0,0.0,0.0,0.0,0.3299997764856072,0.6699997750194907,2.209016719440075e-07,2.2214562791979727e-07,1.718193270680119e-09,4.506410471237672e-10,5.439036865829729e-18,5.326702806436699e-10,8.915285833441087e-10,5.76057379763972e-10,9.94597705940608e-13,1.0683132248943944e-10,6.2553175275974e-11,2.6408368111656005e-14,7.918159576545081e-14,4.490843678949177e-22,1.0243355570315152e-14,2.9527925333766082e-15,8.910311058904323e-13,6.270120268547898e-20,2.0213391452962033e-19,1.3671578826062857e-28,4.143460261162468e-23,9.463296160407245e-29,6.49017168013046e-30,3.357497115849158e-28,1.9659204468926596e-27,1.303610977837655e-33,9.855628681731068e-37,1.1831889239541683e-41,2.4856673243450807e-40,2.6506130979057552e-39,9.880110869003716e-36,4.015858440988593e-42
3.860456865184922e-07,0.11224537187001833,0.0,0.0,0.0,0.0,0.3299997662739166,0.6699997647432482,2.309518015978424e-07,2.3223974970182062e-07,1.7964425215525296e-09,4.6114864306906884e-10,5.6867392454374215e-18,5.704894395301305e-10,9.744991462245918e-10,6.483556335044582e-10,1.1364295709451467e-12,1.137523780235281e-10,6.637873528824393e-11,2.93963785530933e-14,9.067485308254124e-14,5.142692408487753e-22,1.2298404444487578e-14,3.1209301894444368e-15,9.31836822400906e-13,7.246994570504582e-20,2.4458251564936756e-19,1.5729624578279104e-28,4.7448863201566034e-23,1.1981783257026588e-28,8.418598610939938e-30,4.1593228575219205e-28,2.5466851616701175e-27,1.68872525131389e-33,1.3355343476991655e-36,1.6023673533302585e-41,3.3671666291717865e-40,3.5906075954690856e-39,1.3997805070204687e-35,5.689539153544392e-42
4.0281454721787114e-07,0.11224537186440413,0.0,0.0,0.0,0.0,0.32999975605573967,0.6699997544626578,2.4100467110293563e-07,2.42333571868871e-07,1.874713090898706e-09,4.71655959358123e-10,5.934509109865919e-18,6.087847390210449e-10,1.0611674215199266e-09,7.256431534181906e-10,1.2911601488476984e-12,1.207260969679052e-10,7.02205137318105e-11,3.257549795109798e-14,1.0319033713145969e-13,5.85251749634927e-22,1.4644140532314312e-14,3.292028615566751e-15,9.726629508122939e-13,8.323246150539765e-20,2.934836262961854e-19,1.7989938662230355e-28,5.399804121007665e-23,1.5014917621932568e-28,1.0789150831337772e-29,5.106220119127024e-28,3.262736125564423e-27,2.1635514030183303e-33,1.7864230207282197e-36,2.1421293461202145e-41,4.502513136571937e-40,4.8012942793557766e-39,1.9537330663187865e-35,7.941140835119971e-42
4.195834079172501e-07,0.11224537185888815,0.0,0.0,0.0,0.0,0.32999974583101127,0.669999744177718,2.5106034307722113e-07,2.5242709462861246e-07,1.953005467454036e-09,4.821629965083372e-10,6.182348006234437e-18,6.47508881862303e-10,1.151534506375783e-09,8.079792028866318e-10,1.4593545875177006e-12,1.2774643741229797e-10,7.40761185363303e-11,3.5949559078121676e-14,1.167646199238189e-13,6.622393151721115e-22,1.73057680242356e-14,3.4660897475196418e-15,1.0135097506639076e-12,9.504156420418693e-20,3.4947872850768115e-19,2.0463603241151383e-28,6.110127435246956e-23,1.863904600045096e-28,1.3675646438096295e-29,6.216926794640569e-28,4.1379905463957254e-27,2.7439498000939817e-33,2.3612692399344905e-36,2.82993568487567e-41,5.94958031297899e-40,6.34438702714523e-39,2.6898026749702065e-35,1.0932980450461372e-41
4.3635226861662906e-07,0.1122453718534705,0.0,0.0,0.0,0.0,0.32999973559967244,0.6699997338884266,2.611188735562912e-07,2.6252031819231945e-07,2.0313200885869995e-09,4.926697551366793e-10,6.430257319057332e-18,6.866190787207532e-10,1.2456015198525032e-09,8.954171449251787e-10,1.641578582153343e-12,1.348080714855575e-10,7.794350824843166e-11,3.9522314713941635e-14,1.3143349939668413e-13,7.454349681569606e-22,2.0309367526074192e-14,3.643115463957402e-15,1.0543774547022517e-12,1.0795066865642993e-19,4.132427044535347e-19,2.316204299425831e-28,6.877729528941828e-23,2.2937972815103485e-28,1.7159980633668033e-29,7.511740999600416e-28,5.199389894869679e-27,3.447786335640435e-33,3.0871209677062154e-36,3.6979958307523554e-41,7.776261850833862e-40,8.292284872200495e-39,3.656814715029328e-35,1.4863515731682646e-41
4.53121129316008e-07,0.11224537184815124,0.0,0.0,0.0,0.0,0.3299997253616704,0.6699997235947818,2.7118031264033435e-07,2.726132427745826e-07,2.1096573453465204e-09,5.031762358606875e-10,6.6782382862218926e-18,7.260766670161874e-10,1.3433696006183357e-09,9.88005007973278e-10,1.8383983794112357e-12,1.4190630106643484e-10,8.182094070433442e-11,4.329743915406075e-14,1.4723201681517396e-13,8.350374477641611e-22,2.3681877511362045e-14,3.823107593009232e-15,1.0952662715085378e-12,1.2201379041383169e-19,4.854842138906065e-19,2.6097043954119295e-28,7.704444073363064e-23,2.8003346002342145e-28,2.1332576751747326e-29,9.012588889888858e-28,6.477146962828342e-27,4.295096266289517e-33,3.9955433135917245e-36,4.783894885634329e-41,1.0061793562603376e-39,1.0729481616836772e-38,4.913998077246392e-35,1.997349110406718e-41
4.69889990015387e-07,0.11224537184293049,0.0,0.0,0.0,0.0,0.3299997151169576,0.6699997132967819,2.812447050829072e-07,2.827058685931417e-07,2.1880175870558358e-09,5.136824391122508e-10,6.926292013530382e-18,7.658467533339743e-10,1.4448399048707973e-09,1.0857860032334403e-09,2.0503807807412486e-12,1.4903698347486116e-10,8.570692926155512e-11,4.7278530063684925e-14,1.6419447336596558e-13,9.312412957577712e-22,2.7451076198219933e-14,4.0060679163968885e-15,1.1361763878932507e-12,1.372855455000578e-19,5.66946071708346e-19,2.9280773325131377e-28,8.592066013319397e-23,3.3935050809923136e-28,2.6292848471539803e-29,1.0743093246651109e-27,8.005003493923104e-27,5.308255060994054e-33,5.123167178704061e-36,6.131232918985302e-41,1.2898105195788827e-39,1.3754007352151353e-38,6.532682636952661e-35,2.6552837366236473e-41
4.86658850714766e-07,0.11224537183780825,0.0,0.0,0.0,0.0,0.32999970486549157,0.6699997029944251,2.9131209082587765e-07,2.927981958683394e-07,2.266401125486549e-09,5.24188365364806e-10,7.17441948791319e-18,8.058978800740528e-10,1.5500136044644356e-09,1.1887989966320638e-09,2.2780931450508857e-12,1.5619646586292074e-10,8.960020535494855e-11,5.146911033043576e-14,1.8235444631604988e-13,1.0342369481368164e-21,3.164556382756085e-14,4.1919981706589164e-15,1.1771079710682967e-12,1.5382115013799514e-19,6.584056255479008e-19,3.2725797615030834e-28,9.54235241274197e-23,4.084161351320824e-28,3.214966553691103e-29,1.272864287100753e-27,9.82049851370259e-27,6.512156345245123e-33,6.512268201884822e-36,7.790286816489553e-41,1.639122033178503e-39,1.7478921252499935e-38,8.598197024607625e-35,3.494838550731333e-41
5.034277114141449e-07,0.11224537183278449,0.0,0.0,0.0,0.0,0.3299996946072339,0.6699996926877093,3.013825054847457e-07,3.028902248227969e-07,2.344808238645425e-09,5.346940151707168e-10,7.422621589416346e-18,8.462017159337425e-10,1.658891885225985e-09,1.297078938611055e-09,2.5221033908013003e-12,1.633815272931578e-10,9.349968647052471e-11,5.587262967649081e-14,2.0174480499707962e-13,1.144210825791723e-21,3.6294745325134506e-14,4.3809000530800875e-15,1.2180611706178956e-12,1.716764206585704e-19,7.606751333256958e-19,3.644509942275922e-28,1.0557023291133738e-22,4.884060437578194e-28,3.9021819219567274e-29,1.4996462811706659e-27,1.1965247482127506e-26,7.93439702229408e-33,8.211404112347644e-36,9.818797058599635e-41,2.066291496219793e-39,2.203408021273155e-38,1.1211982163639167e-34,4.5572457542336793e-41
5.201965721135238e-07,0.11224537182785929,0.0,0.0,0.0,0.0,0.3299996843421503,0.6699996823766331,3.1145598078830613e-07,3.129819556813926e-07,2.4232391742051954e-09,5.451993889248037e-10,7.670899102061761e-18,8.867327693414037e-10,1.7714759454399348e-09,1.4106572548907988e-09,2.7829799976200236e-12,1.7058932766009688e-10,9.740444882183612e-11,6.049246612412687e-14,2.2239772652964824e-13,1.2613454236857505e-21,4.142881334217454e-14,4.572775225925599e-15,1.2590361202897398e-12,1.909077736416057e-19,8.746021406565681e-19,4.04520960285878e-28,1.163776244641701e-22,5.805904559608246e-28,4.7038498891952674e-29,1.757568542316768e-27,1.448523239350039e-26,9.605469654266938e-33,1.0276102119343618e-35,1.228277310453315e-40,2.5852420523279606e-39,2.756795489393936e-38,1.449393675360895e-34,5.891240013558738e-41
5.369654328129027e-07,0.11224537182303258,0.0,0.0,0.0,0.0,0.32999967407020986,0.6699996720611944,3.215325449763803e-07,3.230733886709037e-07,2.5016941526083147e-09,5.557044869910984e-10,7.919252723672264e-18,9.274681239485668e-10,1.8877669944887357e-09,1.5295622011661453e-09,3.0612920075052182e-12,1.7781736267751358e-10,1.0131370407514037e-10,6.533192749567763e-14,2.443447111117856e-13,1.3858193975648512e-21,4.7078731672200066e-14,4.767625315982006e-15,1.3000329396127234e-12,2.1157222619131869e-19,1.0010698583412823e-18,4.476065637949763e-28,1.2786218254979193e-22,6.8633830903049785e-28,5.633977598847993e-29,2.0497422255639907e-27,1.7431102952534123e-26,1.1558962188535742e-32,1.2769577903438925e-35,1.5257303642763396e-40,3.2118139057210575e-39,3.424945870084307e-38,1.8585011514610076e-34,7.55411293650263e-41
5.537342935122816e-07,0.1122453718183044,0.0,0.0,0.0,0.0,0.32999966379138485,0.6699996617413917,3.316122231591286e-07,3.331645240196486e-07,2.580173369870772e-09,5.662093098529976e-10,8.16768307474751e-18,9.683871953251984e-10,2.0077662516327317e-09,1.6538191845349297e-09,3.3576090256887883e-12,1.8506342420075065e-10,1.052267795091533e-10,7.039425297555261e-14,2.676165968546201e-13,1.5178076480992384e-21,5.327621903605483e-14,4.965451919592342e-15,1.3410517353545605e-12,2.3372739627217345e-19,1.1409975400773031e-18,4.938511600643149e-28,1.400400444801015e-22,8.0712146262521145e-28,6.707708710108332e-29,2.3794836792930496e-27,2.0858488958014325e-26,1.3831765116522628e-32,1.5763516535393207e-35,1.882752246148914e-40,3.963967883424265e-39,4.227011848506959e-38,2.3650069631125756e-34,9.612875749380078e-41
5.705031542116605e-07,0.11224537181367471,0.0,0.0,0.0,0.0,0.32999965350565036,0.6699996514172232,3.4169503764127307e-07,3.4325536195751614e-07,2.6586770001122625e-09,5.767138578972584e-10,8.416190706473183e-18,1.0094715078791847e-09,2.13147494491605e-09,1.7834510543477825e-09,3.672501221217391e-12,1.923255652297606e-10,1.0914310107474418e-10,7.568261464306834e-14,2.9224357427072666e-13,1.6574814030551454e-21,6.00537332233528e-14,5.166256607451003e-15,1.3820926028441861e-12,2.574315031213117e-19,1.2953408604563426e-18,5.434029455156701e-28,1.5292700869673136e-22,9.44518925379126e-28,7.941372647260005e-29,2.7503218052609928e-27,2.4828324027245947e-26,1.6464286153263222e-32,1.9338915923977402e-35,2.308960552162518e-40,4.8619962506433687e-39,5.184632259341413e-38,2.9881031569164844e-34,1.214553756324439e-40
5.872720149110394e-07,0.11224537180914342,0.0,0.0,0.0,0.0,0.3299996432129839,0.669999641088687,3.517810082143576e-07,3.5334590271579576e-07,2.7372051978371337e-09,5.872181314168154e-10,8.664776107941303e-18,1.0507044908315535e-09,2.2588943101860046e-09,1.918478365060323e-09,4.006539327301517e-12,1.9960206903342232e-10,1.1306217892178332e-10,8.120011892006568e-14,3.182552004835853e-13,1.805008297884846e-21,6.744445558007951e-14,5.37004092256379e-15,1.4231556271642685e-12,2.8274336778193067e-19,1.4650922932675263e-18,5.964151195867904e-28,1.6653854220687638e-22,1.1002212013604623e-27,9.352534922675586e-29,3.1660055055342362e-27,2.9407180795542333e-26,1.950067252676384e-32,2.3586964610552958e-35,2.8151744381186633e-40,5.928728970157501e-39,6.322152033316569e-38,3.7500323107700547e-34,1.5242506888070753e-40
6.040408756104183e-07,0.1122453718047106,0.0,0.0,0.0,0.0,0.32999963291336554,0.6699996307557818,3.618701524199441e-07,3.6343614652681767e-07,2.815758099988265e-09,5.977221308215248e-10,8.913439712652298e-18,1.0920712919789205e-09,2.390025590214822e-09,2.05891961352272e-09,4.360294641474588e-12,2.0689142191730182e-10,1.1698359504321903e-10,8.694980796162605e-14,3.456804131387347e-13,1.9605524546248025e-21,7.548227583534017e-14,5.576806384056774e-15,1.4642408842167747e-12,3.097224137626118e-19,1.6512814901520802e-18,6.5304601573343705e-28,1.8088978786285643e-22,1.2760346767269806e-27,1.0960047435153528e-28,3.6305112168004845e-27,3.466761772568714e-26,2.298904096663336e-32,2.86099827692318e-35,3.4135309642299475e-40,7.189778835441075e-39,7.666883597030709e-38,4.676464605405626e-34,1.900812430657908e-40
6.375785970091762e-07,0.11224537179613997,0.0,0.0,0.0,0.0,0.32999961229320207,0.6699996100768567,3.820580219824988e-07,3.836157442417078e-07,2.972938487972213e-09,6.187293086583283e-10,9.411003020889713e-18,1.1751545682101196e-09,2.6634288958341404e-09,2.356108833178634e-09,5.129244905235296e-12,2.2150350113634135e-10,1.2483207144176967e-10,9.915759585310324e-14,4.048843312814933e-13,2.29633193040431e-21,9.363822297353382e-14,5.999286727507368e-15,1.546478359681992e-12,3.689227610670798e-19,2.077279948355935e-18,7.77823971896614e-28,2.1187040827487795e-22,1.6958266037354895e-27,1.4846270748192855e-28,4.723078030560824e-27,4.7555588150916446e-26,3.1535492832997773e-32,4.1452049853440764e-35,4.942537402122589e-40,1.0412734398068344e-38,1.1103710477450052e-37,7.145251313152094e-34,2.9042869730588634e-40
6.677625462680584e-07,0.1122453717887625,0.0,0.0,0.0,0.0,0.3299995937111156,0.6699995914508643,4.00238096183697e-07,4.0177636897616e-07,3.1144864019034734e-09,6.376348346731816e-10,9.859080858290967e-18,1.250267695819151e-09,2.922199202608853e-09,2.6422453425689334e-09,5.894475802521752e-12,2.346864988064568e-10,1.3190063406526925e-10,1.1096792836633785e-13,4.63280415092961e-13,2.6275297132160508e-21,1.125456181923538e-13,6.389729406540177e-15,1.6205687291020835e-12,4.28513334037304e-19,2.5279997901693956e-18,9.041992662983718e-28,2.424283058327611e-22,2.163070831771234e-27,1.9232672925024772e-28,5.918181017428885e-27,6.234917676660177e-26,4.1345645152016364e-32,5.695159700116875e-35,6.786832079885889e-40,1.4301017137714826e-38,1.5250014819010423e-37,1.027284795268813e-33,4.17554538194416e-40
6.979464955269405e-07,0.1122453717817031,0.0,0.0,0.0,0.0,0.32999957510627215,0.669999572810689,4.184286455591795e-07,4.199360352561131e-07,3.2561158619122694e-09,6.565394776560036e-10,1.0307416834361018e-17,1.3256455822990853e-09,3.193015682462974e-09,2.9461371204351494e-09,6.7325010544611596e-12,2.4789460773560493e-10,1.3897259065314245e-10,1.235750576210629e-13,5.266796452000875e-13,2.9871032168615635e-21,1.3410750612142306e-13,6.789853784092704e-15,1.6947319857218819e-12,4.944573511689821e-19,3.049730507181651e-18,1.045012494815696e-27,2.7560429012690107e-22,2.7293369883024426e-27,2.4612709652962065e-28,7.344523716107496e-27,8.07923078478974e-26,5.357596000983737e-32,7.71750483925528e-35,9.191881330035422e-40,1.9372365481305764e-38,2.065789152643766e-37,1.4536914453289095e-33,5.9087400281466955e-40
7.281304447858226e-07,0.11224537177496142,0.0,0.0,0.0,0.0,0.3299995564786097,0.6699995541563211,4.36629717233709e-07,4.380947444643733e-07,3.397827235964001e-09,6.754432392818522e-10,1.0756012113915e-17,1.4012446786207931e-09,3.4758857473307183e-09,3.267841369135344e-09,7.646672851235525e-12,2.6112375919072844e-10,1.4604702000401585e-10,1.3699457832736125e-13,5.952301042496703e-13,3.37589230322677e-21,1.5854526378454008e-13,7.19966812841723e-15,1.7689683469772784e-12,5.671232691116267e-19,3.649871411764468e-18,1.201392273201187e-27,3.1147585217983487e-22,3.40994515180619e-27,3.114974924825713e-28,9.034549906317944e-27,1.0357465740871836e-25,6.868379393999597e-32,1.0326921611278634e-34,1.229342788191297e-39,2.5913363530337094e-38,2.7632942065991967e-37,2.0274432824832396e-33,8.240842898757164e-40
