Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17)
1.7641571316776478e-08,0.11224537201683163,0.0,0.0,0.0,0.0,0.32999998936187397,0.6699999895098347,1.0555713539167477e-08,1.0407259858878974e-08,8.045460988039209e-11,2.3022976181734223e-10,2.546835466726859e-19,1.7650968243579392e-12,1.9186485647832112e-12,7.984541454601326e-14,1.0858397576604271e-16,4.690831677493372e-13,3.1520024123053574e-13,9.80083969027291e-18,1.7795186208555856e-18,1.009266527090748e-26,8.959642863074725e-21,1.0475142567816687e-16,3.911045524616264e-14
1.8273108709447075e-08,0.11224537201654768,0.0,0.0,0.0,0.0,0.329999988981027,0.6699999891263118,1.0933473467128855e-08,1.0787659375123811e-08,8.339584496959838e-11,2.3062750456548894e-10,2.6399419135369414e-19,1.8954013587788337e-12,2.0628327396412555e-12,8.887916331048071e-14,1.2066479762137672e-16,5.031834146275927e-13,3.379276739980044e-13,1.0862103490027425e-17,2.0451891437277985e-18,1.1599434742783136e-26,1.0683126110434423e-20,1.0871550241613148e-16,4.0636786757130915e-14
1.8904646102117673e-08,0.11224537201626375,0.0,0.0,0.0,0.0,0.32999998860017843,0.6699999887427819,1.1311229899347867e-08,1.1168059018937807e-08,8.633705262465839e-11,2.3102469143885165e-10,2.733047484762608e-19,2.0302710333358393e-12,2.2122483090684326e-12,9.856747545116428e-14,1.3360993739923762e-16,5.384266597946118e-13,3.6140294333025323e-13,1.1993187456497596e-17,2.338786107914753e-18,1.326459107372388e-26,1.2658792120145945e-20,1.1268368852917576e-16,4.2163117155362483e-14
2.0167720887458864e-08,0.11224537201569598,0.0,0.0,0.0,0.0,0.329999987838476,0.6699999879757033,1.2066732387164773e-08,1.1928858076492018e-08,9.221938643820371e-11,2.3181801031175164e-10,2.9192560505724986e-19,2.3136726890172525e-12,2.526773454780893e-12,1.1999781664395274e-13,1.6221258711679946e-16,6.123206399859396e-13,4.1057920681702696e-13,1.4471591888573675e-17,3.0168470856243337e-18,1.7110262877194953e-26,1.7472238123059886e-20,1.206323857841862e-16,4.521577486117873e-14
2.1430795672800056e-08,0.11224537201512834,0.0,0.0,0.0,0.0,0.3299999870767663,0.6699999872085994,1.2822221224471505e-08,1.26896561912434e-08,9.810161162122104e-11,2.3261055867610733e-10,3.1054611782935844e-19,2.615235196389443e-12,2.862223652363924e-12,1.4431608142984269e-13,1.9463075016706425e-16,6.907223504125692e-13,4.626937237904769e-13,1.724921462165362e-17,3.828250820934608e-18,2.17121979371933e-26,2.3627393027781522e-20,1.285974839915823e-16,4.826842992523555e-14
2.2693870458141248e-08,0.11224537201456106,0.0,0.0,0.0,0.0,0.3299999863150493,0.669999986441471,1.357769662751058e-08,1.3450452921463744e-08,1.0398373301934038e-10,2.334027782070314e-10,3.291663020646091e-19,2.934891381116935e-12,3.21859855483848e-12,1.7170125270897168e-13,2.311032399153353e-16,7.735894333666784e-13,5.177116031478896e-13,2.0338617264995114e-17,4.788119407152107e-18,2.7156162338178564e-26,3.1378449981120186e-20,1.3657900987305948e-16,5.1321082637467766e-14
2.395694524348244e-08,0.11224537201399387,0.0,0.0,0.0,0.0,0.32999998555332466,0.6699999856743178,1.4333158815037312e-08,1.4211248051923811e-08,1.098657518906601e-10,2.341948840840309e-10,3.4778616174625793e-19,3.2725735181974852e-12,3.5958978246584205e-12,2.0233164686102366e-13,2.718688581200737e-16,8.608799291563766e-13,5.755983662191661e-13,2.37517981543418e-17,5.912109925957485e-18,3.353095639217893e-26,4.1007475070818657e-20,1.4457698132239835e-16,5.437373364840498e-14
2.522002002882363e-08,0.11224537201342706,0.0,0.0,0.0,0.0,0.3299999847915922,0.6699999849071404,1.5088608005670284e-08,1.49720415384186e-08,1.1574766855720971e-10,2.3498692046473097e-10,3.6640569788829745e-19,3.6282133443222794e-12,3.994121130917893e-12,2.3638490965853646e-13,3.171663951617927e-16,9.525522729367172e-13,6.363199433427832e-13,2.750021631191093e-17,7.216389788367562e-18,4.092827478316993e-26,5.282511465522074e-20,1.525913855365135e-16,5.742638400601739e-14
2.6483094814164823e-08,0.11224537201286044,0.0,0.0,0.0,0.0,0.3299999840298516,0.6699999841399384,1.58440444155582e-08,1.5732833376791432e-08,1.2162948473962335e-10,2.3577889145965227e-10,3.85024915950439e-19,4.001742076917271e-12,4.4132681473401325e-12,2.740380104440086e-13,3.6723463034426754e-16,1.0485652905699501e-12,6.998426692720958e-13,3.1594825329564564e-17,8.717601863248775e-18,4.9442508790768005e-26,6.71715941726024e-20,1.606222172360821e-16,6.047903467027015e-14
2.7746169599506015e-08,0.11224537201229422,0.0,0.0,0.0,0.0,0.32999998326810276,0.6699999833727124,1.659946825929728e-08,1.6493623541749638e-08,1.2751120263769756e-10,2.3657082231611794e-10,4.0364382288057087e-19,4.393090435001234e-12,4.8533385532130865e-12,3.154672366323434e-13,4.2231233217440415e-16,1.1488781949803399e-12,7.661332783358112e-13,3.604610461663554e-17,1.0432832321395008e-17,5.917056391545628e-26,8.441763496524794e-20,1.6866948202139617e-16,6.353168649757884e-14
2.9009244384847206e-08,0.11224537201172825,0.0,0.0,0.0,0.0,0.32999998250634544,0.6699999826054616,1.7354879750834317e-08,1.7254412003478883e-08,1.3339282402516645e-10,2.373627428041946e-10,4.2226242430877377e-19,4.802188657468686e-12,5.314332034219353e-12,3.6084818898972985e-13,4.826382586235798e-16,1.2534505827034256e-12,8.35158899692886e-13,4.086408536676951e-17,1.2379583920441412e-17,7.021170836192705e-26,1.0496521040818805e-19,1.7673318500851675e-16,6.658434033391863e-14
3.153539395552959e-08,0.1122453720105972,0.0,0.0,0.0,0.0,0.32999998098280453,0.6699999810708871,1.8865666528582322e-08,1.8775983798665086e-08,1.4515578348595447e-10,2.389465710893883e-10,4.594987303064379e-19,5.673353387603955e-12,6.2990869946660234e-12,4.641642059086301e-13,6.199897666939221e-16,1.4752140831735936e-12,9.81285632262511e-13,5.1638226987459294e-17,1.7039547000573283e-17,9.664103139298664e-26,1.5773465747658765e-19,1.92909909283136e-16,7.268965751173254e-14
3.406154352621197e-08,0.11224537200946734,0.0,0.0,0.0,0.0,0.32999997945922716,0.6699999795362152,2.0376406440315427e-08,2.029754872974336e-08,1.5691837583502809e-10,2.4053040858963985e-10,4.967338741940235e-19,6.614669217694919e-12,7.367530633392826e-12,5.853769661448335e-13,7.811990174760502e-16,1.7135401004592828e-12,1.1379676212335917e-12,6.398942561618386e-17,2.2844929401041305e-17,1.295666852744344e-25,2.2934639540463442e-19,2.0915240118329995e-16,7.879499299548518e-14
3.6587693096894357e-08,0.11224537200833873,0.0,0.0,0.0,0.0,0.3299999779356115,0.6699999780014457,2.1887101159755703e-08,2.181910681674628e-08,1.6868061432608058e-10,2.4211423495627906e-10,5.339678979242319e-19,7.62556246510371e-12,8.519660647783093e-12,7.258661181616688e-13,9.681757214554873e-16,1.9681188598908595e-12,1.3049556533072327e-12,7.798409805562336e-17,2.9948381988663597e-17,1.698544408840135e-25,3.2420743191937504e-19,2.2546067381128537e-16,8.490035357035223e-14
3.911384266757674e-08,0.1122453720072114,0.0,0.0,0.0,0.0,0.32999997641195605,0.6699999764665788,2.3397752343565767e-08,2.334065806726308e-08,1.8044251200513253e-10,2.4369804229945245e-10,5.712008427949727e-19,8.705453363455237e-12,9.755474827668116e-12,8.869999205156553e-13,1.1828294452895796e-15,2.238646387630059e-12,1.4820063982132273e-12,9.36835708940931e-17,3.850708121440203e-17,2.183957362971176e-25,4.472841781091493e-19,2.418347427411053e-16,9.100574602099886e-14
4.1639992238259123e-08,0.11224537200608538,0.0,0.0,0.0,0.0,0.32999997488825905,0.6699999749316142,2.4908361631480644e-08,2.486220247180122e-08,1.9220408157193738e-10,2.452818398265382e-10,6.084327490080248e-19,9.853756577065315e-12,1.1074971054611452e-11,1.0701351230988743e-12,1.4270696201044371e-15,2.5248243993638576e-12,1.6688822661667767e-12,1.1114465214444278e-16,4.8682141913650714e-17,2.761043464386638e-25,6.041182777813197e-19,2.5827462206185665e-16,9.711117702310883e-14
4.66922913796239e-08,0.11224537200383722,0.0,0.0,0.0,0.0,0.329999971840734,0.6699999718613927,2.7929460992614498e-08,2.790527073377688e-08,2.1572628679883846e-10,2.484494135331689e-10,6.828936051001517e-19,1.2353234575043246e-11,1.3965001625461564e-11,1.507778376533632e-12,2.0119464337215102e-15,3.142966332938428e-12,2.0711866322921168e-12,1.5155999682260333e-16,7.454168363436837e-17,4.227686557363573e-25,1.0442009545710918e-18,2.913518664647478e-16,1.0932218087435911e-13
5.174459052098867e-08,0.11224537200159448,0.0,0.0,0.0,0.0,0.3299999687930234,0.6699999687907807,3.095041201794727e-08,3.0948311579258705e-08,2.392473295529693e-10,2.516169775143784e-10,7.5735078131963095e-19,1.511922007306906e-11,1.718973720582063e-11,2.0494160320363332e-12,2.7380792003385975e-15,3.820268198852087e-12,2.510077801346979e-12,1.9961102379574712e-16,1.0887745713068417e-16,6.17506547650215e-25,1.7007403001725147e-18,3.2469251743377305e-16,1.2153341687297115e-13
5.6796889662353444e-08,0.11224537199935743,0.0,0.0,0.0,0.0,0.32999996574511464,0.6699999657197785,3.39712272087062e-08,3.3991325023863675e-08,2.6276730742757854e-10,2.54784514415335e-10,8.318045866033517e-19,1.814687569230856e-11,2.0749164045479474e-11,2.7054785144716983e-12,3.62073927332035e-15,4.554538159600697e-12,2.9838485780069874e-12,2.556316983631477e-16,1.5307690713798572e-16,8.681870196523363e-25,2.639889269713675e-18,3.582966863186259e-16,1.3374493581501175e-13
6.184918880371822e-08,0.11224537199712617,0.0,0.0,0.0,0.0,0.32999996269699555,0.669999962648386,3.6991918793846887e-08,3.703431107516049e-08,2.8628631577464976e-10,2.5795201516250517e-10,9.062553227933519e-19,2.1431316852234282e-11,2.464326976739323e-11,3.486204204813916e-12,4.675196572609654e-15,5.343665709866286e-12,3.490871414922732e-12,3.1991938926830276e-16,2.085538995253978e-16,1.1828289187081745e-24,3.937920972123945e-18,3.9216448312653145e-16,1.4595678741524332e-13
6.690148794508298e-08,0.11224537199490078,0.0,0.0,0.0,0.0,0.3299999596486538,0.669999959576603,4.0012498731351965e-08,4.007726972563094e-08,3.098044478300395e-10,2.61119485996876e-10,9.807032850329512e-19,2.496762416621736e-11,2.8872043336814474e-11,4.401637743880948e-12,5.916719823513918e-15,6.185618581698028e-12,4.029594595149687e-12,3.9274258192799126e-16,2.7674084540522324e-16,1.5695562725601095e-24,5.681399230133544e-18,4.2629601681652546e-16,1.5816902023201053e-13
7.700608622781253e-08,0.11224537199046858,0.0,0.0,0.0,0.0,0.3299999535512558,0.6699999534318652,4.605337015600028e-08,4.6163104813721975e-08,3.568384456933353e-10,2.674543442876011e-10,1.1295920355787772e-18,3.2776071671375395e-11,3.833355634885894e-11,6.6758307857330145e-12,9.022034920708651e-15,8.020239412028454e-12,5.1962863715892716e-12,5.649663040313113e-16,4.570249950355076e-16,2.5920513048815216e-24,1.0903131149401828e-17,4.953507276878601e-16,1.825948184024466e-13
8.711068451054208e-08,0.11224537198606187,0.0,0.0,0.0,0.0,0.3299999474528295,0.6699999472855644,5.209393180423545e-08,5.224883026973753e-08,4.038700054778489e-10,2.7378910183383286e-10,1.278473068249582e-18,4.153255959203664e-11,4.9133640517236176e-11,9.604510539856346e-12,1.3058818859276893e-14,1.004360067101218e-11,6.472897916812982e-12,7.740541111518659e-16,7.055757952451389e-16,4.001725776115762e-24,1.9206414554074587e-17,5.654616756023034e-16,2.0702269739918598e-13
9.721528279327163e-08,0.11224537198168176,0.0,0.0,0.0,0.0,0.3299999413532878,0.6699999411377002,5.8134269801015076e-08,5.833444610253584e-08,4.508997989403014e-10,2.8012374725832554e-10,1.4273485095288474e-18,5.119747747337011e-11,6.127225291829685e-11,1.3260999276770009e-11,1.814920015848596e-14,1.2241984788958875e-11,7.849413167286084e-12,1.0215521476098e-15,1.034076131003616e-15,5.864840050801596e-24,3.166092623187419e-17,6.366297026679028e-16,2.314530074650839e-13
9.999999999999998e-08,0.1122453719773292,0.0,0.0,0.0,0.0,0.32999993967211344,0.6699999394431408,5.979889287300422e-08,6.00115562610996e-08,4.6386047328066196e-10,2.818694863980856e-10,1.4683762489603706e-18,5.4015450712863174e-11,6.485279065136608e-11,1.440604939652989e-11,1.9753526809736825e-14,1.2876879327933006e-11,8.245089999132816e-12,1.0967037580932131e-15,1.1402127691841063e-15,6.466801953495549e-24,3.5983927689544185e-17,6.564287481941344e-16,2.3818620696727954e-13
1.0731988107600117e-07,0.1122453719773292,0.0,0.0,0.0,0.0,0.32999993525254795,0.6699999349882718,6.417446616936381e-08,6.4419952314115e-08,4.979284658656478e-10,2.864582792144394e-10,1.5762203846916404e-18,6.173152844170825e-11,7.474936930557841e-11,1.771550015985874e-11,2.4415308192809994e-14,1.460267348961476e-11,9.316728592308476e-12,1.3088817177263033e-15,1.4541651206712382e-15,8.247406267959916e-24,4.950486762660938e-17,7.088556355208745e-16,2.5588608225887494e-13
1.1742447935873072e-07,0.11224537197300498,0.0,0.0,0.0,0.0,0.3299999291505309,0.6699999288372785,7.021459893782414e-08,7.05053489032668e-08,5.449566149095044e-10,2.9279270257604243e-10,1.7250906204713665e-18,7.309594192451263e-11,8.956498318871425e-11,2.3035129921993994e-11,3.197927925134889e-14,1.711387292577608e-11,1.0866567467209728e-11,1.6373827344853924e-15,1.9773957927160435e-15,1.1214948301350937e-23,7.414404997159002e-17,7.821402847519962e-16,2.803222393062717e-13
1.2752907764146027e-07,0.11224537196870987,0.0,0.0,0.0,0.0,0.3299999230471617,0.6699999226847198,7.62547422561927e-08,7.65906358755328e-08,5.919848244936745e-10,2.9912701833444334e-10,1.8739610478946036e-18,8.525263861048167e-11,1.0571910496650614e-10,2.9283968267359286e-11,4.096326198885151e-14,1.9764647157669028e-11,1.2491405519219158e-11,2.0083351278870648e-15,2.615215384042549e-15,1.483239001993496e-23,1.071503799866704e-16,8.5648444456645e-16,3.047617804846463e-13
1.376336759241898e-07,0.11224537196444459,0.0,0.0,0.0,0.0,0.32999991694236913,0.6699999165305951,8.229496650664338e-08,8.267581324108519e-08,6.390136436692337e-10,3.0546122558829e-10,2.0228334050132483e-18,9.8164352996124e-11,1.2321176116445197e-10,3.6523113247869085e-11,5.148942203215515e-14,2.2544862166976603e-11,1.4184409577263756e-11,2.422971627057396e-15,3.3789542799789112e-15,1.916399256016074e-23,1.5026030321592748e-16,9.318888923112881e-16,3.2920499245112243e-13
1.4773827420691933e-07,0.11224537196020976,0.0,0.0,0.0,0.0,0.3299999108360857,0.6699999103749037,8.833533845124681e-08,8.876088101136163e-08,6.860435932641819e-10,3.1179532474624116e-10,2.1717093405374728e-18,1.117947672101637e-10,1.420429934787826e-10,4.481076117609146e-11,6.367994757925726e-14,2.544511788468435e-11,1.593936421080582e-11,2.8824914453198596e-15,4.279814599709986e-15,2.427328958737264e-23,2.0537273761192482e-16,1.008354388239532e-15,3.5365214722291804e-13
1.5784287248964887e-07,0.11224537195600592,0.0,0.0,0.0,0.0,0.3299999047282473,0.6699999042176451,9.437592135998028e-08,9.484583919954268e-08,7.33075166879512e-10,3.1812931691901344e-10,2.3205904169888362e-18,1.2610859619362908e-10,1.6221285800724748e-10,5.4202282830427086e-11,7.765705374168415e-14,2.845669601981326e-11,1.7750616737682423e-11,3.388068164270029e-15,5.328864287504017e-15,3.0223053783748345e-23,2.745472586957974e-16,1.0858816758205004e-15,3.7810350269528823e-13
1.679474707723784e-07,0.11224537195183358,0.0,0.0,0.0,0.0,0.32999989861879314,0.6699998980588188,1.0041677513831369e-07,1.0093068782224116e-07,7.80108831881651e-10,3.244632021086095e-10,2.4694781138419114e-18,1.410716465517017e-10,1.8372142453323568e-10,6.475030518291036e-11,9.354298640640357e-14,3.15715137953378e-11,1.9613029707788447e-11,3.9408536586558515e-15,6.5370351879945116e-15,3.707528593211071e-23,3.6000224528293603e-16,1.1644714815214617e-15,4.0255930315297364e-13
1.7805206905510793e-07,0.11224537194769323,0.0,0.0,0.0,0.0,0.3299998925076658,0.6699998918984239,1.0645795645628078e-07,1.0701542689820964e-07,8.271450304077124e-10,3.307969803822532e-10,2.6183738307064652e-18,1.5665086204160986e-10,2.065687758289438e-10,7.650479719662978e-11,1.1146002586520177e-13,3.478208023990615e-11,2.1521936765554313e-11,4.5419803550770745e-15,7.915122828315293e-15,4.4891213680288037e-23,4.641129785603428e-16,1.244124514609134e-15,4.2701977978134416e-13
1.9826126562056703e-07,0.11224537193951004,0.0,0.0,0.0,0.0,0.3299998802801773,0.6699998795729271,1.1854151303834261e-07,1.191845764930614e-07,9.212266768528348e-10,3.4346421865355505e-10,2.9161945439058748e-18,1.8953145463105313e-10,2.5628022447797013e-10,1.0382034281902464e-10,1.5387673976505428e-13,4.1463193904471496e-11,2.5462665121522838e-11,5.8937019862396814e-15,1.1223549681602746e-14,6.365520561183817e-23,7.385751699875768e-16,1.4066230170487201e-15,4.759556241237378e-13
2.1847046218602612e-07,0.11224537193145921,0.0,0.0,0.0,0.0,0.3299998680453819,0.6699998672411502,1.3062698488063794e-07,1.3135328817066214e-07,1.0153231786201307e-09,3.561310353441491e-10,3.214062282457783e-18,2.245098250138069e-10,3.113480995119111e-10,1.3649906031638745e-10,2.058862569970251e-13,4.845035327358818e-11,2.954332214820937e-11,7.451972237428104e-15,1.5337794733072e-14,8.698945622563296e-23,1.1199985811188153e-15,1.573382526721535e-15,5.24912643857504e-13
2.386796587514852e-07,0.112245371923543,0.0,0.0,0.0,0.0,0.3299998558029232,0.6699998549030892,1.4271472251797549e-07,1.4352156214754412e-07,1.1094372708636618e-09,3.6879743213481547e-10,3.511985704645403e-18,2.6136487532421997e-10,3.717734616792076e-10,1.748546187138545e-10,2.6846839529403884e-13,5.5700841279205077e-11,3.3739538855734476e-11,9.225305060526754e-15,2.0339375348958346e-14,1.1535629742360305e-22,1.6328321857491277e-15,1.744408132561331e-15,5.738922718583742e-13
2.5888885531694426e-07,0.1122453719157633,0.0,0.0,0.0,0.0,0.3299998435524842,0.6699998425587397,1.5480503727137953e-07,1.5568939866485445e-07,1.2035713828604972e-09,3.814634110180456e-10,3.809972500481209e-18,2.9989461634353107e-10,4.3755751861627196e-10,2.1916728268124569e-10,3.426038077861849e-13,6.317793253913147e-11,3.803117284236869e-11,1.122199718113989e-14,2.6307732675352153e-14,1.4920628566825148e-22,2.303848286791011e-15,1.9197046810975634e-15,6.228957819578589e-13
2.790980518824033e-07,0.11224537190812156,0.0,0.0,0.0,0.0,0.3299998312937834,0.6699998302080982,1.668982050260731e-07,1.6785679798541658e-07,1.2977276674599986e-09,3.9412897445129796e-10,4.108029484930311e-18,3.399154378874174e-10,5.087016084668081e-10,2.696868817334218e-10,4.2927404859590717e-13,7.085006858508199e-11,4.240159267692698e-11,1.3450133055212711e-14,3.332028856582162e-14,1.8897852485196857e-22,3.1620836015112773e-15,2.0992767892602223e-15,6.71924304197164e-13
2.993072484478624e-07,0.1122453719006191,0.0,0.0,0.0,0.0,0.32999981902657144,0.6699998178511608,1.7899446976264809e-07,1.8002376039232502e-07,1.3919080286133656e-09,4.067941242336033e-10,4.406162685056756e-18,3.8126120124751126e-10,5.852071850104151e-10,3.2663563576967436e-10,5.294616285829935e-13,7.869013693053382e-11,4.6837071919465437e-11,1.5917593951769755e-14,4.145249652753051e-14,2.3510095524178428e-22,4.238781881459682e-15,2.2831288591109907e-15,7.209788390968762e-13
3.1951644501332146e-07,0.11224537189325676,0.0,0.0,0.0,0.0,0.32999980675062757,0.6699998054879235,1.9109404684667125e-07,1.9219028618624966e-07,1.4861141470231069e-09,4.1945886190396644e-10,4.704377421218375e-18,4.2378221536919103e-10,6.670758041556043e-10,3.9021082713153985e-10,6.441500627654119e-13,8.66748389850937e-11,5.1326274273552e-11,1.863206644420605e-14,5.077789172261214e-14,2.879906370659358e-22,5.567337787235279e-15,2.471265092189845e-15,7.700602709561106e-13
3.3972564157878053e-07,0.1122453718860354,0.0,0.0,0.0,0.0,0.329999794465757,0.6699997931183828,2.0319712606675887e-07,2.0435637568304532e-07,1.5803475038346115e-09,4.321231890728193e-10,5.002678382063763e-18,4.673441025469169e-10,7.543091118330122e-10,4.605873104586566e-10,7.743239096534143e-13,9.478414811100376e-11,5.5859830709771734e-11,2.1601046725312077e-14,6.136814348347389e-14,3.480540483583864e-22,7.18324213948423e-15,2.6636895044734486e-15,8.191693801490426e-13
3.599348381442396e-07,0.1122453718789555,0.0,0.0,0.0,0.0,0.3299997821717872,0.6699997807425352,2.153038744101163e-07,2.1652202921217732e-07,1.6746094022833598e-09,4.4478710716946815e-10,5.301069693057756e-18,5.11826597293856e-10,8.469088332556025e-10,5.379198424620057e-10,9.209688031582042e-13,1.0300085105658762e-10,6.042999903847882e-11,2.4831843483666505e-14,7.329310742106997e-14,4.1568738049483372e-22,9.124028743551719e-15,2.8604059409233386e-15,8.683068543686123e-13
3.8014403470969866e-07,0.11224537187201766,0.0,0.0,0.0,0.0,0.32999976986856683,0.6699997683603773,2.2741443857942824e-07,2.286872471150994e-07,1.7689009873267837e-09,4.5745061744291877e-10,5.599554978627167e-18,5.571223490272155e-10,9.448767633899005e-10,6.223452188050073e-10,1.0850714784445321e-12,1.1131015616969289e-10,6.50303852363574e-11,2.8331582593520656e-14,8.662087393742924e-14,4.912768133351774e-22,1.1429222766282737e-14,3.0614180894709712e-15,9.17473298827621e-13
4.0035323127515773e-07,0.11224537186522211,0.0,0.0,0.0,0.0,0.32999975755596206,0.6699997559719058,2.3952894726851497e-07,2.4085202974368465e-07,1.8632232633956585e-09,4.701137210870276e-10,5.8981374183538135e-18,6.031357737544155e-10,1.0482147584681795e-09,7.139842209729511e-10,1.2676197930336395e-12,1.1969935385963274e-10,6.965570967466227e-11,3.210721298580875e-14,1.0141781399267425e-13,5.751987747946246e-22,1.4140290487580682e-14,3.266729494420209e-15,9.666692454873062e-13
4.205624278406168e-07,0.11224537185856928,0.0,0.0,0.0,0.0,0.32999974523385533,0.6699997435771171,2.516475132163339e-07,2.5301637745896905e-07,1.957577110417428e-09,4.827764192115998e-10,6.1968197976972536e-18,6.49781962807593e-10,1.1569247284337459e-09,8.129433858558401e-10,1.4696027439374989e-12,1.281575223893544e-10,7.430161126805626e-11,3.6165511599254425e-14,1.1774862436575042e-13,6.678201975433351e-22,1.7300590310922897e-14,3.4763435691407354e-15,1.0158951613912512e-12
4.4077162440607586e-07,0.11224537185205921,0.0,0.0,0.0,0.0,0.32999973290214324,0.669999731176008,2.637702350545021e-07,2.6518029063003135e-07,2.051963298229769e-09,4.95438712824287e-10,6.4956045536217265e-18,6.969856464461813e-10,1.2710086302521263e-09,9.193166097760883e-10,1.692010481289841e-12,1.3667527548931229e-10,7.896448648915957e-11,4.051308721142584e-14,1.3567637261317687e-13,7.694987739933746e-22,2.0955325041446003e-14,3.690263607989542e-15,1.0651514561648755e-12
4.6098082097153493e-07,0.1122453718456921,0.0,0.0,0.0,0.0,0.3299997205607347,0.6699997187685752,2.758971989611931e-07,2.7734376963295303e-07,2.1463824994843904e-09,5.081006028675128e-10,6.794493815443858e-18,7.446802193837934e-10,1.3904684620138848e-09,1.0331865949248749e-09,1.935834318964643e-12,1.4524454686506314e-10,8.364135816569947e-11,4.515638435618532e-14,1.5526254050779442e-13,8.80583202664856e-22,2.515149545873813e-14,3.908492797440465e-15,1.1144384887321594e-12
4.81190017536994e-07,0.11224537183946805,0.0,0.0,0.0,0.0,0.3299997082095499,0.6699997063548159,2.8802848013605574e-07,2.8950681484992497e-07,2.2408353011550163e-09,5.207620902269927e-10,7.093489441261816e-18,7.928068393664298e-10,1.5153062577383944e-09,1.1546261466045082e-09,2.2020667427489964e-12,1.5385840530804602e-10,8.832976739802816e-11,5.0101687786017265e-14,1.7656706555663368e-13,1.0014134236576668e-21,2.9937855146008344e-14,4.131034226406993e-15,1.1637565733080585e-12
5.013992141024532e-07,0.11224537183338706,0.0,0.0,0.0,0.0,0.32999969584851857,0.6699996939347264,3.001641441129642e-07,3.01669426668472e-07,2.33532221478045e-09,5.334231757281247e-10,7.392593050380302e-18,8.413136026171731e-10,1.6455240827919539e-09,1.2836993329023943e-09,2.4917014165708773e-12,1.6251089516540251e-10,9.30276834554047e-11,5.535512688740312e-14,1.9964838128120394e-13,1.1323208471041698e-21,3.536486650134645e-14,4.3578908957574825e-15,1.2131059847338727e-12
5.216084106679123e-07,0.11224537182744918,0.0,0.0,0.0,0.0,0.3299996834775791,0.669999681508304,3.1230424792699006e-07,3.138316054807546e-07,2.429843685570496e-09,5.460838601470124e-10,7.691806052135863e-18,8.901547919390941e-10,1.7811240298512563e-09,1.4204625198928422e-09,2.8057331871377872e-12,1.7119689880363687e-10,9.77334288551891e-11,6.092267961457645e-14,2.245634567550052e-13,1.273628577409189e-21,4.148465788334988e-14,4.589065727049911e-15,1.2624869632216966e-12
5.418176072333714e-07,0.11224537182165442,0.0,0.0,0.0,0.0,0.3299996710966772,0.6699996690755456,3.244488411498118e-07,3.259933516829572e-07,2.5244001004856122e-09,5.587441442189653e-10,7.991129671473485e-18,9.39290191992162e-10,1.9221082153559454e-09,1.5649652941343605e-09,3.1451580872473997e-12,1.7991201855418999e-10,1.0244561771108282e-10,6.681017618034712e-14,2.513678351839495e-13,1.4256516320617874e-21,4.835098187651817e-14,4.824561570524991e-15,1.3118997185654326e-12
5.620268037988305e-07,0.11224537181600272,0.0,0.0,0.0,0.0,0.32999965870576536,0.6699996566364479,3.3659796680606193e-07,3.3815466567475595e-07,2.6189917953877377e-09,5.714040286409028e-10,8.290564971582925e-18,9.886844687192293e-10,2.0684787763972548e-09,1.7172512824160537e-09,3.5109733380085107e-12,1.886524755381376e-10,1.0716310516099818e-10,7.302330283490872e-14,2.8011567122476187e-13,1.588697153289395e-21,5.6019174660005753e-14,5.064381212395129e-15,1.361344433868798e-12
5.822360003642897e-07,0.11224537181049402,0.0,0.0,0.0,0.0,0.3299996463048016,0.6699996441910081,3.4875166218254374e-07,3.5031554785884993e-07,2.7136190613553002e-09,5.840635140760623e-10,8.590112873889238e-18,1.0383066106556605e-09,2.2202378679909503e-09,1.877358878113679e-09,3.904177350201097e-12,1.9741502275156874e-10,1.1188494561033547e-10,7.956760568478463e-14,3.1085976713378023e-13,1.7630646130784607e-21,6.45461164445805e-14,5.308527381469483e-15,1.4108212688384768e-12
6.024451969297488e-07,0.11224537180512825,0.0,0.0,0.0,0.0,0.3299996338937493,0.6699996317392231,3.6090995954189783e-07,3.6247599864054976e-07,2.808282150252704e-09,5.967226011591512e-10,8.889774175683289e-18,1.088129428253456e-09,2.377387660687546e-09,2.0453218836169984e-09,4.3257697249695126e-12,2.0619687023724596e-10,1.1661035805812217e-10,8.644849434331236e-14,3.43651608002443e-13,1.9490460130151813e-21,7.399019293828985e-14,5.557002755157066e-15,1.4603303626892358e-12
6.226543934952079e-07,0.1122453717999054,0.0,0.0,0.0,0.0,0.3299996214725761,0.6699996192810898,3.7307288675140614e-07,3.7463601842741773e-07,2.9029812796376644e-09,6.09381290499462e-10,9.189549565656198e-18,1.1381291059912446e-09,2.5399303384796373e-09,2.221170077923692e-09,4.776751253995321e-12,2.1499562070416478e-10,1.2133869737181746e-10,9.367124538656378e-14,3.7854139614106963e-13,2.146926079295713e-21,8.441125781195693e-14,5.809809964890558e-15,1.5098718367042655e-12
