Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17)
1.301149498818773e-05,0.11224539030560905,0.0,0.0,0.0,0.0,0.3299899684811845,0.6699906814271664,8.656184600120686e-06,7.763142576582827e-06,6.739353417601916e-08,8.310485422188326e-09,2.133380013428732e-16,3.51631377232894e-08,1.2000577165157157e-06,1.7171785364006401e-06,5.1202479196005933e-08,6.057058561325753e-09,3.009164147317394e-09,1.0992264462407577e-10,7.906336841095382e-10,4.484138652799591e-18,4.538337538688761e-09,1.056728760166974e-12,3.8055736322504734e-11
1.3512596519860385e-05,0.11224539170897171,0.0,0.0,0.0,0.0,0.32998948834722874,0.6699902609277226,9.02190499449671e-06,8.059826569983105e-06,7.024091676463512e-08,8.620113950483834e-09,2.2235155016867327e-16,3.6645587976383647e-08,1.2979877306004283e-06,1.857820123281779e-06,5.768531556451284e-08,6.308073996789992e-09,3.1254028133540415e-09,1.1935141397528605e-10,8.594011035723595e-10,4.8741582661354794e-18,5.128818929272378e-09,1.139955824478222e-12,3.9787002305394365e-11
1.4013698051533041e-05,0.11224539314012925,0.0,0.0,0.0,0.0,0.3299890009404966,0.6699898355195277,9.389635828127827e-06,8.356385972474821e-06,7.310394835413189e-08,8.929641478246387e-09,2.314146367824115e-16,3.813541195208517e-08,1.4000128128589124e-06,2.004283335919438e-06,6.471702536231915e-08,6.560057800450416e-09,3.2416158663531297e-09,1.2919876123909082e-10,9.312614469379055e-10,5.2817196309930295e-18,5.76963964386881e-09,1.2265565786678707e-12,4.153710504552746e-11
1.4514799583205697e-05,0.11224539459623901,0.0,0.0,0.0,0.0,0.32998850623070464,0.6699894051698774,9.759330084396464e-06,8.652825057546886e-06,7.59822627878e-08,9.239072227494225e-09,2.405261020945702e-16,3.9632495727854554e-08,1.5061574899055133e-06,2.1565968557199297e-06,7.232305390570963e-08,6.812987852318145e-09,3.357805179696106e-09,1.3946779579503752e-10,1.0062378564760013e-09,5.706954000503554e-18,6.4630223415637704e-09,1.3165490879136973e-12,4.330591405923436e-11
1.5015901114878353e-05,0.11224539607442859,0.0,0.0,0.0,0.0,0.3299880041881071,0.669988969846634,1.0130940138272722e-05,8.949148001770894e-06,7.887548917190699e-08,9.548410312475092e-09,2.4968477202032127e-16,4.113672315653848e-08,1.6164457788528207e-06,2.314788914796853e-06,8.05291312761898e-08,7.066841706155148e-09,3.4739725912245945e-09,1.5016158329307437e-10,1.0843531526792428e-09,6.149990802814511e-18,7.2112061358982485e-09,1.4099505853616188e-12,4.509329376843259e-11
1.551700264655101e-05,0.11224539757179651,0.0,0.0,0.0,0.0,0.32998749478350403,0.6699885295182352,1.0504417775957934e-05,9.245358884094962e-06,8.178325202869143e-08,9.857659739005469e-09,2.5888945796383646e-16,4.2647975912977924e-08,1.7309011797510082e-06,2.478887287368786e-06,8.93612615277158e-08,7.321596598831493e-09,3.5901199028905764e-09,1.6128314474224797e-10,1.1656298276112344e-09,6.610957603363528e-18,8.016446361725229e-09,1.5067774612305279e-12,4.689910354450576e-11
1.6018104178223666e-05,0.11224539908541369,0.0,0.0,0.0,0.0,0.32998697798825194,0.6699880841537024,1.0879714215151016e-05,9.541461685178714e-06,8.470517145420646e-08,1.016682440385846e-08,2.6813895731795037e-16,4.416613354480532e-08,1.8495466682356002e-06,2.6489192813462198e-06,9.884571159367091e-08,7.577229460158977e-09,3.706248880428199e-09,1.728354555969837e-10,1.2500900381991705e-09,7.089980066836774e-18,8.881014337087835e-09,1.6070452524149649e-12,4.8723197756267425e-11
1.6519205709896324e-05,0.11224540061232482,0.0,0.0,0.0,0.0,0.3299864537742723,0.6699876337226495,1.1256780125922888e-05,9.83746028677025e-06,8.764086328089736e-08,1.0475908094201243e-08,2.774320539788087e-16,4.569107352517361e-08,1.9724046883910616e-06,2.8249117301184968e-06,1.0900899990324903e-07,7.833716923018491e-09,3.822361253026816e-09,1.8482144479238968e-10,1.3377555990040154e-09,7.58718191616449e-18,9.807197120715572e-09,1.7107686326053536e-12,5.05654258220138e-11
1.702030724156898e-05,0.1122454021495493,0.0,0.0,0.0,0.0,0.3299859221140604,0.6699871781952904,1.1635565652180968e-05,1.0133358471126075e-05,9.058993924477447e-08,1.0784914487082893e-08,2.867675188750636e-16,4.7222671306125e-08,2.099497145837478e-06,3.0068909845492126e-06,1.19877884717397e-07,8.091035333705237e-09,3.938458713019014e-09,1.9724399378224326e-10,1.42864797497944e-09,8.102684891452746e-18,1.0797297264656984e-08,1.8179614029388546e-12,5.2425632265635824e-11
1.752140877324164e-05,0.11224540369408278,0.0,0.0,0.0,0.0,0.3299853829806946,0.6699867175424474,1.2016020433701656e-05,1.0429159920474613e-05,9.355200715700792e-08,1.1093847148973363e-08,2.9614411051106607e-16,4.87608003740374e-08,2.2308454010473887e-06,3.1948829051854653e-06,1.3147935219500664e-07,8.349160762589335e-09,4.054542915592548e-09,2.101059356270992e-10,1.5227882746726531e-09,8.63660871142145e-18,1.1853632561638634e-08,1.928636483196829e-12,5.430365677675186e-11
1.852361183658695e-05,0.11224540679294769,0.0,0.0,0.0,0.0,0.32998428218977477,0.6699857807466832,1.2781733938390872e-05,1.1020486840135948e-05,9.951353151719516e-08,1.171150499049668e-08,3.1501564928590224e-16,5.185613684259755e-08,2.5063919831181345e-06,3.5890056910928618e-06,1.5698904520270177e-07,8.867735643742924e-09,4.286677981932924e-09,2.371590829730462e-10,1.7208952589047474e-09,9.760187435196259e-18,1.4174354425995056e-08,2.160480797314116e-12,5.811249498400028e-11
1.942559459359773e-05,0.11224540957634169,0.0,0.0,0.0,0.0,0.32998326566189534,0.6699849198213418,1.3476070220230902e-05,1.1552385109847775e-05,1.0491932741737133e-07,1.2267178389396252e-08,3.321279985425014e-16,5.466296932309159e-08,2.769141639706595e-06,3.9645286485299195e-06,1.8272815620933745e-07,9.33696772192231e-09,4.49557003629047e-09,2.6303703876748305e-10,1.9105036784017314e-09,1.0835565907209714e-17,1.6513083253524065e-08,2.3811614665739356e-12,6.159968230139313e-11
2.032757735060851e-05,0.11224541233574341,0.0,0.0,0.0,0.0,0.32998222452978493,0.6699840418642234,1.4175011087901953e-05,1.2084022605235876e-05,1.1036095754565644e-07,1.282266327401788e-08,3.4935378305471777e-16,5.7488912098812896e-08,3.0459867081251616e-06,4.359911642453291e-06,2.112696250534187e-07,9.808430963380302e-09,4.704443153201499e-09,2.9038038357414607e-10,2.1109466780789902e-09,1.1972393519050715e-17,1.9103129138359262e-08,2.6132846560485306e-12,6.514189325515443e-11
2.122956010761929e-05,0.11224541505295153,0.0,0.0,0.0,0.0,0.3299811586585324,0.6699831467280827,1.4878247704641841e-05,1.2615417130094634e-05,1.1583601682668171e-07,1.3377976404196767e-08,3.6668538942212447e-16,6.033316428980158e-08,3.337031260045833e-06,4.775286820201572e-06,2.42777414081823e-07,1.0281977340452482e-08,4.913305610446757e-09,3.1920377706582377e-10,2.322333634088371e-09,1.317129060582627e-17,2.1958525505421584e-08,2.856892901427466e-12,6.873802748752676e-11
2.213154286463007e-05,0.11224541770962085,0.0,0.0,0.0,0.0,0.32998006791993045,0.6699822342725807,1.5585467871698823e-05,1.31465854113407e-05,1.213420740159901e-07,1.3933133360689084e-08,3.841151214045786e-16,6.319490943735767e-08,3.6423731986036398e-06,5.21078064287045e-06,2.7741684556371413e-07,1.075745687129912e-08,5.122165278625583e-09,3.4952130494269465e-10,2.544769688524899e-09,1.4432853488870325e-17,2.5093444009881964e-08,3.1120189892992613e-12,7.238694003632642e-11
2.3033525621640852e-05,0.11224542028729995,0.0,0.0,0.0,0.0,0.32997895219258744,0.6699813043643841,1.6296356520753408e-05,1.3677543096814617e-05,1.2687667553494002e-07,1.4488148545621093e-08,4.016352120618277e-16,6.607331683273964e-08,3.962104176417161e-06,5.666513780181534e-06,3.1535434118745935e-07,1.123471786186024e-08,5.331029618635496e-09,3.8134646523182057e-10,2.7783556467586714e-09,1.5757653893453878e-17,2.8522189016933935e-08,3.3786858966467545e-12,7.608744311410877e-11
2.3935508378651632e-05,0.11224542276745358,0.0,0.0,0.0,0.0,0.32997781136202864,0.6699803568772497,1.7010596217067878e-05,1.420830475478049e-05,1.3243734938911678e-07,1.5043035184877387e-08,4.1923783615746783e-16,6.89675428884346e-08,4.296309523588916e-06,6.142601014987529e-06,3.567571569300116e-07,1.1713607153601043e-08,5.539905679804881e-09,4.14692155433127e-10,3.0231878810095597e-09,1.7146238401901667e-17,3.2259191951400895e-08,3.656906756048435e-12,7.983830801229591e-11
2.4837491135662412e-05,0.1122454251314952,0.0,0.0,0.0,0.0,0.3299766453207856,0.6699793916920986,1.7727867671122093e-05,1.4738883875092859e-05,1.380216091527967e-07,1.559780533233807e-08,4.369151227719738e-16,7.187673254357795e-08,4.645068185696321e-06,6.6391511574733445e-06,4.0179311443499585e-07,1.2193970375879672e-08,5.7488000986729375e-09,4.495706605420838e-10,3.279358240269505e-09,1.8599127942709584e-17,3.631900552826254e-08,3.94668483663996e-12,8.363826708981179e-11
2.5739473892673193e-05,0.11224542736081473,0.0,0.0,0.0,0.0,0.3299754539684735,0.6699784086970767,1.8447850257381634e-05,1.526929287207414e-05,1.4362695800891288e-07,1.6152469876053863e-08,4.546591680914401e-16,7.480002070454288e-08,5.008452672173933e-06,7.156266969477862e-06,4.506303296172075e-07,1.2675652202480955e-08,5.9577190984243674e-09,4.85993642025324e-10,3.5469539672078578e-09,2.0116817319267046e-17,4.071629786897556e-08,4.248013552415183e-12,8.748601587750577e-11
2.6641456649683973e-05,0.11224542943680901,0.0,0.0,0.0,0.0,0.32997423721185726,0.6699774077876072,1.9170222537972155e-05,1.5799543089078448e-05,1.492508928271908e-07,1.6707038546329667e-08,4.7246204831716e-16,7.773653371435707e-08,5.386529015136682e-06,7.694045099035566e-06,5.034369396258574e-07,1.3158496611160725e-08,6.16666848898065e-09,5.239721277746907e-10,3.826057622375956e-09,2.169977477997762e-17,4.546584651512174e-08,4.560876499996697e-12,9.138021529620304e-11
2.7543439406694753e-05,0.11224543134091101,0.0,0.0,0.0,0.0,0.32997299496490445,0.6699763888664261,1.9894662789317038e-05,1.632964480473616e-05,1.548909082653247e-07,1.7261519925627452e-08,4.903158326481114e-16,8.068539084162179e-08,5.779356738784419e-06,8.252576025326011e-06,5.603808291656957e-07,1.3642347145094193e-08,6.375653667756018e-09,5.63516503078592e-10,4.116747015873497e-09,2.334844163069959e-17,5.0582532349302425e-08,4.88524750985187e-12,9.531949392997183e-11
2.8445422163705533e-05,0.11224543305461979,0.0,0.0,0.0,0.0,0.3299717271488266,0.6699753518436083,2.0620849529724554e-05,1.6859607240860452e-05,1.6054450087750522e-07,1.781592146031726e-08,5.082125962867307e-16,8.36457057856423e-08,6.186988839454688e-06,8.831944014139798e-06,6.216293572005649e-07,1.4127047175355538e-08,6.584679621064236e-09,6.046365026326277e-10,4.419095146609936e-09,2.506323189026241e-17,5.608133343351578e-08,5.221090724570584e-12,9.930245038933152e-11
2.9347404920716313e-05,0.11224543455952975,0.0,0.0,0.0,0.0,0.329970433692108,0.6699742966365827,2.134846204605181e-05,1.7389438572000598e-05,1.6620917321571716e-07,1.8370249474275414e-08,5.261444334218213e-16,8.661658819461457e-08,6.6094717764004425e-06,9.43222708397664e-06,6.873490849937877e-07,1.4612440163560699e-08,6.793750926174357e-09,6.47341203605536e-10,4.733170149429606e-09,2.6844531990582864e-17,6.197731877439339e-08,5.568360710125361e-12,1.0332765577581596e-10
3.0249387677727094e-05,0.11224543583735992,0.0,0.0,0.0,0.0,0.3299691145305211,0.6699732231701295,2.20771809175328e-05,1.7919145936617197e-05,1.7188243790891948e-07,1.8924509184191478e-08,5.441034701414052e-16,8.959714518821309e-08,7.046845473311182e-06,1.0053496982840022e-05,7.577055064578941e-07,1.5098369923579483e-08,7.002871754019155e-09,6.91639019802343e-10,5.059035250324694e-09,2.869270052265213e-17,6.828564202527103e-08,5.927002577125329e-12,1.0739365616790939e-10
3.115137043473788e-05,0.11224543686998306,0.0,0.0,0.0,0.0,0.3299677696071315,0.6699721313763739,2.280668853485211e-05,1.844873544984745e-05,1.7756182170515532e-07,1.9478704716601074e-08,5.620818772282415e-16,9.258648287883817e-08,7.4991433305541545e-06,1.069581917574907e-05,8.328627817842881e-07,1.558468088138223e-08,7.212045872541242e-09,7.375376969514756e-10,5.396748729877174e-09,3.0608068029193714e-17,7.502153513559877e-08,6.296952126430089e-12,1.1149897516520947e-10
3.205335319174866e-05,0.11224543763945363,0.0,0.0,0.0,0.0,0.32996639887228857,0.669971021194758,2.3536669612545018e-05,1.8978212217820957e-05,1.832448694616508e-07,2.0032839126648545e-08,5.800718827907386e-16,9.558370788879006e-08,7.966392248064722e-06,1.135925284293833e-05,9.129834753185223e-07,1.6071218332173207e-08,7.421276650660975e-09,7.850443091075566e-10,5.746363895040082e-09,3.259093684461906e-17,8.22003019586014e-08,6.678136031834199e-12,1.156421165236282e-10
3.2955335948759444e-05,0.1122454381280361,0.0,0.0,0.0,0.0,0.3299650022836046,0.6699698925720093,2.4266811692866347e-05,1.9507580353482168e-05,1.8892914806844822e-07,2.058691441838532e-08,5.980657846834123e-16,9.858792885647601e-08,8.448612658780781e-06,1.2043850888685616e-05,9.9822829861498e-07,1.655782869379919e-08,7.630567062860939e-09,8.341652561895635e-10,6.107929059325388e-09,3.4641580982661627e-17,8.983731182808818e-08,7.070472028078491e-12,1.198215667749141e-10
3.385731870577023e-05,0.11224543831823186,0.0,0.0,0.0,0.0,0.3299635798059218,0.6699687454620912,2.4996805639338047e-05,2.0036842993870512e-05,1.9461225029161635e-07,2.1140931566597956e-08,6.160559626727639e-16,1.0159825792446746e-07,8.945818572480923e-06,1.27496599606725e-05,1.088755859568126e-06,1.7044359755477003e-08,7.8399196943701e-09,8.849062626758033e-10,6.48148753144596e-09,3.676024607195849e-17,9.794799311524775e-08,7.473869117821854e-12,1.240357978646293e-10
3.475930146278101e-05,0.11224543819280565,0.0,0.0,0.0,0.0,0.32996213141126784,0.669967579826145,2.5726346118251482e-05,2.056600231880417e-05,2.0029179852261937e-07,2.1694890540201302e-08,6.340348903061649e-16,1.0461381220632524e-07,9.458017629850665e-06,1.3476720479742077e-05,1.1847224184788342e-06,1.7530660921069944e-08,8.049336746924187e-09,9.372723774359629e-10,6.867077612474011e-09,3.894714933993476e-17,1.0654782677627924e-07,7.888227820618315e-12,1.2828326987471743e-10
3.5661284219791795e-05,0.11224543773481126,0.0,0.0,0.0,0.0,0.32996065707879807,0.6699663956324204,2.645513206647199e-05,2.1095059570909095e-05,2.059654484209924e-07,2.2248790326947712e-08,6.519951464429231e-16,1.0763371522752592e-07,9.985211166564098e-06,1.4225066679882641e-05,1.286281651876378e-06,1.8016583446072214e-08,8.258820045087506e-09,9.912679747042447e-10,7.264732601507046e-09,4.1202479644938273e-17,1.1565233990179091e-07,8.313440421879322e-12,1.325624336936439e-10
3.656326697680258e-05,0.11224543692761609,0.0,0.0,0.0,0.0,0.32995915679472837,0.6699651928561929,2.718286714397474e-05,2.1624015076929717e-05,2.11630892438069e-07,2.2802628959413417e-08,6.699294264088093e-16,1.1065709833342855e-07,1.0527394287132618e-05,1.4994726658232419e-05,1.3935844248739035e-06,1.8501980667418872e-08,8.468371043116546e-09,1.0468967562077163e-09,7.674480809764282e-09,4.352639755618825e-17,1.2527709927892181e-07,8.74939123194892e-12,1.36871733656813e-10
3.746524973381336e-05,0.11224543575492459,0.0,0.0,0.0,0.0,0.3299576305522551,0.6699639714796736,2.7909260169629743e-05,2.2152868270253372e-05,2.1728586321022448e-07,2.3356403542348807e-08,6.878305527376178e-16,1.1368310206031363e-07,1.1084555948239053e-05,1.5785722434863067e-05,1.5067785727861195e-06,1.8986708225414968e-08,8.677990832337758e-09,1.1041617544126518e-09,8.096345583061968e-09,4.591903548124603e-17,1.3543770497706043e-07,9.195956893464566e-12,1.412096102715272e-10
3.8367232490824146e-05,0.11224543420080116,0.0,0.0,0.0,0.0,0.3299560783514651,0.6699627314919058,2.863402553885615e-05,2.2681617714577506e-05,2.2292813681091243e-07,2.3910110281089487e-08,7.056914854656494e-16,1.1671087746650509e-07,1.1656679051245292e-05,1.659807002206737e-05,1.6260086926833055e-06,1.9470624277125052e-08,8.887680149015549e-09,1.163065336874262e-09,8.53034533257885e-09,4.8380497840503884e-17,1.4614978396789256e-07,9.65300668356285e-12,1.4557450285675586e-10
3.926921524783493e-05,0.11224543224969129,0.0,0.0,0.0,0.0,0.3299545001992355,0.6699614728886523,2.9356883621879e-05,2.3210261128645328e-05,2.285555358516051e-07,2.4463744510939916e-08,7.2350533194785865e-16,1.197395874179145e-07,1.2243740543532559e-05,1.7431779502849248e-05,1.751415945498127e-06,1.995358970050269e-08,9.097439382686033e-09,1.223609211702091e-09,8.9764935737486e-09,5.0910861287765893e-17,1.574289837903478e-07,1.0120402813002292e-11,1.4996485209473545e-10
4.017119800484571e-05,0.11224542988644165,0.0,0.0,0.0,0.0,0.3299528961091221,0.6699601956722757,3.0077561141433812e-05,2.3738795411972025e-05,2.3416593242264977e-07,2.5017300727695595e-08,7.412653561673754e-16,1.227684078235639e-07,1.2845711528306138e-05,1.8286855118284658e-05,1.883137869242135e-06,2.043546828865736e-08,9.307268584928824e-09,1.2857944340903707e-09,9.434798973132085e-09,5.351017497608775e-17,1.692909662708289e-07,1.0598000781557894e-11,1.5437910267526587e-10
4.10731807618565e-05,0.11224542709631921,0.0,0.0,0.0,0.0,0.32995126610124026,0.6699588998516052,3.079579152888007e-05,2.4267216671482212e-05,2.3975725086597933e-07,2.557077261895495e-08,7.589649875126644e-16,1.2579652881905477e-07,1.3462557382471721e-05,1.916329536339328e-05,2.021308203827304e-06,2.0916126933780093e-08,9.517167478546714e-09,1.3496214138758997e-09,9.90526540309125e-09,5.617846086786436e-17,1.8175140130888522e-07,1.1085649724658524e-11,1.588157058312888e-10
4.197516351886728e-05,0.1122454238650286,0.0,0.0,0.0,0.0,0.3299496102021343,0.6699575854417987,3.1511315257809235e-05,2.4795520248976812e-05,2.453274703725331e-07,2.61241530960565e-08,7.765978289997238e-16,1.2882315589429407e-07,1.4094237882167605e-05,2.0061093091138442e-05,2.1660567279244566e-06,2.1395435800218208e-08,9.727135467121778e-09,1.4150899241348114e-09,1.0387892004010337e-08,5.891571408772119e-17,1.9482596073822904e-07,1.1583192738284074e-11,1.6327312171520084e-10
4.2877146275878064e-05,0.11224542017872835,0.0,0.0,0.0,0.0,0.3299479284446409,0.6699562524641944,3.2223880154358785e-05,2.532370074934528e-05,2.5087462739824236e-07,2.6677434326917264e-08,7.941576649201147e-16,1.318475109613164e-07,1.4740707335516408e-05,2.098023562415144e-05,2.317509108225324e-06,2.187326848624111e-08,9.937171644921913e-09,1.4821991107591802e-09,1.0882673253837272e-08,6.172190331692404e-17,2.0853031227269286e-07,1.2090467269999132e-11,1.6774982188501166e-10
4.377912903288885e-05,0.1122454160240457,0.0,0.0,0.0,0.0,0.32994622086774134,0.6699549009461563,3.2933241683569884e-05,2.585175206943913e-05,2.5639681789346135e-07,2.7230607769394097e-08,8.11638467898361e-16,1.3486883336060415e-07,1.54019147221429e-05,2.192070487375462e-05,2.4757867614089435e-06,2.2349502174186454e-08,1.0147274807126331e-08,1.5509475029513686e-09,1.1389599044699607e-08,6.459697122791264e-17,2.2288011354638877e-07,1.260730550111139e-11,1.7224429167410866e-10
4.468111178989963e-05,0.11224541138809029,0.0,0.0,0.0,0.0,0.3299444875164092,0.6699535309209116,3.363916321125536e-05,2.6379667427521683e-05,2.618921993416685e-07,2.7783664204889e-08,8.290344053454467e-16,1.3788638080413626e-07,1.6077803838989274e-05,2.2882477465841203e-05,2.6410067290468256e-06,2.2824017768702926e-08,1.0357443460329874e-08,1.6213330246481876e-09,1.1908654766258532e-08,6.754083495704818e-17,2.378910062569702e-07,1.3133534681619568e-11,1.767550323146849e-10
4.5583094546910415e-05,0.11224540625846564,0.0,0.0,0.0,0.0,0.32994272844144845,0.6699521424273819,3.434141624097454e-05,2.6907439393207757e-05,2.673589926042773e-07,2.8336593772616097e-08,8.463398452987772e-16,1.4089943025205236e-07,1.6768313451945863e-05,2.3865524873156422e-05,2.813281565615587e-06,2.3296700022814707e-08,1.0567675833302075e-08,1.6933530068140598e-09,1.243982139550208e-08,7.055338661388262e-17,2.5357861042050745e-07,1.3668977542766062e-11,1.812805631961427e-10
4.64850773039212e-05,0.11224540062327998,0.0,0.0,0.0,0.0,0.32994094369932636,0.6699507355100095,3.5039780625837355e-05,2.7435059917808068e-05,2.727954835694487e-07,2.888938600415294e-08,8.635493616416334e-16,1.439072787216336e-07,1.7473377452805858e-05,2.4869813553511158e-05,2.9927192397206296e-06,2.3767437651656537e-08,1.0777969887974077e-08,1.7670042005138772e-09,1.2983075592683649e-08,7.363449382528228e-17,2.699585187460704e-07,1.421345270678588e-11,1.8581942402387087e-10
4.738706006093198e-05,0.11224539447115538,0.0,0.0,0.0,0.0,0.3299391333520009,0.6699493102185766,3.573404475498457e-05,2.7962520364994463e-05,2.7820002460369057e-07,2.9442029857828924e-08,8.806577386981104e-16,1.4690924402831556e-07,1.819292502104529e-05,2.5895305093448876e-05,3.1794230485705294e-06,2.4236123433805868e-08,1.0988323330604e-08,1.842282790778788e-09,1.3538389803003713e-08,7.678400031212172e-17,2.8704629113767643e-07,1.476677501562955e-11,1.9037017662471532e-10
4.8289042817942766e-05,0.11224538779123498,0.0,0.0,0.0,0.0,0.3299372974667413,0.6699478666080205,3.642400571471563e-05,2.8489811541700548e-05,2.835710358059866e-07,2.999451375353938e-08,8.976599752032548e-16,1.4990466545711234e-07,1.8926880789923193e-05,2.6941956356880985e-05,3.3734915456794654e-06,2.470265430013812e-08,1.11987336230969e-08,1.9191844112118374e-09,1.4105732363676891e-08,8.000172649652318e-17,3.0485744933080025e-07,1.532875594935103e-11,1.9493140691679073e-10
4.919102557495355e-05,0.11224538057318971,0.0,0.0,0.0,0.0,0.3299354361159448,0.6699464047382456,3.7109469424353196e-05,2.9016923729175356e-05,2.8890700606521937e-07,3.054682560765885e-08,9.145512876504963e-16,1.5289290436361993e-07,1.9675165016395527e-05,2.8009719638200578e-05,3.575018481714758e-06,2.5166931410209507e-08,1.1409197994463207e-08,1.9977041592154342e-09,1.468506761606682e-08,8.328747013783943e-17,3.234074716701643e-07,1.5899204057600335e-11,1.99501726831805e-10
5.009300833196433e-05,0.1122453728072227,0.0,0.0,0.0,0.0,0.32993354937694896,0.6699449246739305,3.779025074704797e-05,2.954384671411062e-05,2.942064939224533e-07,3.1098952867367115e-08,9.313271130210052e-16,1.5587334470531614e-07,2.0437693754336555e-05,2.9098542819381476e-05,3.7840927583487126e-06,2.5628860216273378e-08,1.1619713452357762e-08,2.077836611852679e-09,1.527635602243971e-08,8.664100699482851e-17,3.427117880350405e-07,1.64779252663387e-11,2.0407977575316164e-10
5.0994991088975117e-05,0.11224536448407263,0.0,0.0,0.0,0.0,0.32993163733184094,0.6699434264843309,3.846617357583655e-05,3.007056981976062e-05,2.9946812824045503e-07,3.1650882545167616e-08,9.479831109032172e-16,1.588453935030485e-07,2.121437903056188e-05,3.0208369530569707e-05,4.0007983949188476e-06,2.6088350515049707e-08,1.1830276794672389e-08,2.1595758423084284e-09,1.587955428692843e-08,9.00620915117106e-17,3.6278577491778445e-07,1.706472328470388e-11,2.086642221443209e-10
5.18969738459859e-05,0.11224535559501599,0.0,0.0,0.0,0.0,0.32992970006726213,0.669941910243084,3.913707089536971e-05,3.059708193697821e-05,3.0469060868378873e-07,3.2202601253400854e-08,9.645151650127879e-16,1.6180848123262917e-07,2.2005129023153263e-05,3.1339139313677896e-05,4.225214507648581e-06,2.654531648740375e-08,1.2040884621182813e-08,2.242915436803779e-09,1.649461548039168e-08,9.35504575263187e-17,3.8364475066081163e-07,1.765940005550024e-11,2.1325376523092505e-10
5.2798956602996684e-05,0.11224534613186742,0.0,0.0,0.0,0.0,0.3299277376742122,0.6699403760280062,3.980278481982476e-05,3.1123371555094675e-05,3.098727060134828e-07,3.2754095237737125e-08,9.80919384125044e-16,1.6476206214791023e-07,2.28098482415922e-05,3.249078778849625e-05,4.457415301131727e-06,2.6999676726183034e-08,1.2251533345185756e-08,2.3278485119694643e-09,1.7121489168699597e-08,9.710581899767756e-17,4.053039708567074e-07,1.826175602584402e-11,2.178471360406653e-10
5.370093936000747e-05,0.11224533608697931,0.0,0.0,0.0,0.0,0.3299257502478499,0.6699388239208931,4.046316660760669e-05,3.164942679257038e-05,3.1501326220087713e-07,3.330535041062169e-08,9.97192102435474e-16,1.6770561453645313e-07,2.3628437708216167e-05,3.366324682084024e-05,4.697470071738841e-06,2.745135425249841e-08,1.2462219205090403e-08,2.414367732675133e-09,1.776012154399242e-08,1.0072787075044709e-16,4.2777862391563607e-07,1.887159052300846e-11,2.2244309864273898e-10
5.460292211701825e-05,0.11224532545323981,0.0,0.0,0.0,0.0,0.32992373788729296,0.6699372540073164,4.111807665352677e-05,3.2175235427347006e-05,3.2011119036612645e-07,3.385635238471943e-08,1.0133298793653648e-15,1.70638640908634e-07,2.4460795140522828e-05,3.485644469226475e-05,4.945443222562056e-06,2.7900276520744137e-08,1.2672938275988455e-08,2.502465330143e-09,1.8410455558619202e-08,1.0441628923456865e-16,4.5108382680368466e-07,1.948870222508454e-11,2.2704045160828368e-10
5.5504904874029035e-05,0.1122453142240696,0.0,0.0,0.0,0.0,0.3299217006954166,0.6699356663764214,4.176738445922349e-05,3.270078492683983e-05,3.2516547454733314e-07,3.440708650490747e-08,1.029329498830554e-15,1.7356066812208563e-07,2.5306815133861174e-05,3.6070306270883585e-05,5.201394289477325e-06,2.834637541271699e-08,1.2883686481135584e-08,2.592133120335801e-09,1.907243106130102e-08,1.0817073329752252e-16,4.7523462095525806e-07,2.0112889384706467e-11,2.316380286426835e-10
5.640688763103982e-05,0.11224530239341768,0.0,0.0,0.0,0.0,0.32991963877865293,0.6699340611207238,4.2410968582659474e-05,3.3226062477505865e-05,3.3017516930665405e-07,3.495753787995323e-08,1.045187967994577e-15,1.7647124744338171e-07,2.6166389344059898e-05,3.730475318284538e-05,5.465377977869267e-06,2.8789587221245187e-08,1.3094459603292232e-08,2.6833625226591935e-09,1.974598493502578e-08,1.1199084496640756e-16,5.002459683621209e-07,2.074395015135043e-11,2.362346993897741e-10
5.73088703880506e-05,0.11224528995575614,0.0,0.0,0.0,0.0,0.3299175522467891,0.6699324383359093,4.304871656758848e-05,3.37510550139287e-05,3.3513939918047415e-07,3.5507691414332744e-08,1.060902515528649e-15,1.793699545486874e-07,2.7039406669559213e-05,3.855970398403067e-05,5.737444209534074e-06,2.9229852623738473e-08,1.330525329597757e-08,2.776144578788847e-09,2.0431051236415772e-08,1.1587625023837913e-16,5.261327478411589e-07,2.1381683067731375e-11,2.408293707101365e-10
5.911283590207216e-05,0.11224526323986367,0.0,0.0,0.0,0.0,0.3299133057924845,0.6699291405763153,4.430629862414718e-05,3.4800131692233425e-05,3.449283075995296e-07,3.660704373464133e-08,1.0918898530849515e-15,1.851301763167393e-07,2.882531355578973e-05,4.1130777152904e-05,6.3060004436916484e-06,3.010132859433766e-08,1.3726884426596044e-08,2.9663290440174114e-09,2.1835444059386045e-08,1.2384137020896093e-16,5.805916817332702e-07,2.2676362556854492e-11,2.5000852984124157e-10
