Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8)
1.174557411263202e-05,0.11224538690378104,0.0,0.0,0.0,0.0,0.32999114922009953,0.6699917220480488,7.741546416800574e-06,7.013087255032243e-06,6.027243684095148e-08,7.52785223235126e-09,1.9079578115563464e-16,3.14507458100722e-08,9.707302728730197e-07,1.3876221849343812e-06,3.7100743252010695e-08,5.428671861050103e-09,2.7154292261612348e-09,8.735054037614482e-11,6.245879053659133e-10,3.542397333319521e-18,3.2625908925679347e-09,8.613770759984928e-13,3.3766857560623106e-11,9.406303604612021e-15,8.554965202930209e-13,9.940956354667547e-23,3.269605594039573e-19,1.4299625483626722e-20,1.6536098363086606e-21,2.4018380852116967e-20,3.8284170182146925e-18,2.538856348720735e-24,6.808555161789119e-26,7.274007690671246e-31,1.5417834709528212e-29,1.6440943109335772e-28,1.75912605022438e-23,7.148438770544088e-30,1.6756502536650444e-30,1.6000909936181185e-22,1.9213414243566133e-25,1.8399654271659015e-11
1.2258945539352815e-05,0.11224538825736038,0.0,0.0,0.0,0.0,0.3299906759162206,0.6699913037376879,8.110837396721587e-06,7.317381981485248e-06,6.314762779042586e-08,7.845349474213735e-09,1.9989736079028863e-16,3.2949913982006796e-08,1.0606255170303382e-06,1.5168474763888503e-06,4.244162056317547e-08,5.6833719093170834e-09,2.8345936688100186e-09,9.588322075637741e-11,6.865507883455124e-10,3.893824489729894e-18,3.748518498068603e-09,9.380412412249232e-13,3.5491456047266954e-11,1.11279469239157e-14,1.052809902462531e-12,1.1955148994197604e-22,3.594090635853335e-19,1.8437663353210274e-20,2.1320579071547973e-21,3.090067852700911e-20,5.125616602203074e-18,3.399108778672202e-24,9.550560010699252e-26,1.0161275665064046e-30,2.1539613998975887e-29,2.296895608432649e-28,2.5575025368475766e-23,1.0392418924894774e-29,2.4585512144362788e-30,2.0469195020855005e-22,2.4578791898014495e-25,2.0486507502032533e-11
1.2772316966073611e-05,0.11224538964743712,0.0,0.0,0.0,0.0,0.3299901950604614,0.6699908803630673,8.482359337106351e-06,7.621534806532505e-06,6.60401847305192e-08,8.162729778475728e-09,2.0905391364430095e-16,3.445710562687917e-08,1.1547521637083113e-06,1.6521057845315731e-06,4.8293115597275695e-08,5.939151659163771e-09,2.953726501744099e-09,1.0484343222974686e-10,7.516635902313652e-10,4.2631166484013444e-18,4.281559458289696e-09,1.0181953332278298e-12,3.7236145894667736e-11,1.3082597166795401e-14,1.2854798043241236e-12,1.4268434297581894e-22,3.9350933504466966e-19,2.3544137602569414e-20,2.72238066941226e-21,3.937759519424973e-20,6.7861408507902266e-18,4.500304142218738e-24,1.3224058894177282e-25,1.401240296548646e-30,2.970582960875205e-29,3.167707163981144e-28,3.66463262159727e-23,1.4890823106521043e-29,3.5626892807398495e-30,2.591012095486718e-22,3.111208527400629e-25,2.2703539469593995e-11
1.3285688392794407e-05,0.11224539107104033,0.0,0.0,0.0,0.0,0.329989706618837,0.6699904518875119,8.85606342143434e-06,7.92555061029439e-06,6.894972748405868e-08,8.479998002416406e-09,2.1826423625771432e-16,3.5972204412427375e-08,1.2531379170528402e-06,1.7934291198786475e-06,5.4681774481209205e-08,6.195988304814484e-09,3.0728298465963904e-09,1.1423460201213237e-10,8.199517372341155e-10,4.65041801600217e-18,4.86405896736308e-09,1.101860970144202e-12,3.9000800768200493e-11,1.5291775797479677e-14,1.5581978387970666e-12,1.6910502698589904e-22,4.292750015648814e-19,2.9797101816117315e-20,3.445115205843022e-21,4.9739293449486663e-20,8.892388378581459e-18,5.897086053566443e-24,1.8092221134643096e-25,1.909395710533513e-30,4.0482168029795404e-29,4.3168514521125295e-28,5.1811123747188343e-23,2.1052329296758293e-29,5.102902535757465e-30,3.248097486491865e-22,3.90021594986819e-25,2.5052765656112224e-11
1.3799059819515202e-05,0.11224539252516318,0.0,0.0,0.0,0.0,0.32998921055792607,0.669990018274945,9.23190011247087e-06,8.229434168844221e-06,7.18758702623403e-08,8.797158887313128e-09,2.2752710740713115e-16,3.749509143271544e-08,1.355809941805136e-06,1.940849022820898e-06,6.163448467882105e-08,6.453858655643459e-09,3.1919057871557453e-09,1.2406011242756955e-10,8.914403267800718e-10,5.055870934475547e-18,5.498380951568317e-09,1.1890588867078642e-12,4.078528862494819e-11,1.77781547365305e-14,1.8760810538709028e-12,1.9912669595304518e-22,4.667195344590154e-19,3.7399220066776116e-20,4.323632208368661e-21,6.231561153598143e-20,1.154145260701278e-17,7.653843165707674e-24,2.4478860790819226e-25,2.5732332575461117e-30,5.456135269600076e-29,5.818197643063977e-28,7.234734810448519e-23,2.939609817822505e-29,7.22934807351957e-30,4.0356468354712437e-22,4.845880241049459e-25,2.7536147086428717e-11
1.4312431246235998e-05,0.11224539400676402,0.0,0.0,0.0,0.0,0.329988706844883,0.6699895794898979,9.609819172581182e-06,8.533190153318995e-06,7.481822182334883e-08,9.114217057583946e-09,2.3684128860656126e-16,3.9025645258000304e-08,1.4627948542280134e-06,2.094396553425569e-06,6.91784636733764e-08,6.712739146044034e-09,3.3109563689792915e-09,1.3432329977622133e-10,9.661541190887096e-10,5.4796158332707236e-18,6.1869078217829865e-09,1.2798089206773274e-12,4.2589471751714195e-11,2.0565574914910464e-14,2.244694266191422e-12,2.3307899386070444e-22,5.058562442973926e-19,4.6580138479224604e-20,5.384409106874647e-21,7.747984510256482e-20,1.4847093178704606e-17,9.846016538207667e-24,3.2779522465759525e-25,3.432433133457718e-30,7.278562855553736e-29,7.761559264736672e-28,9.986465735340479e-23,4.057604780775407e-29,1.0136679362897119e-29,4.972985705116446e-22,5.971406887050467e-25,3.015559128766252e-11
1.4825802672956794e-05,0.1122453955127674,0.0,0.0,0.0,0.0,0.3299881954474484,0.6699891354975199,9.989769684813723e-06,8.836823129075095e-06,7.777638563596711e-08,9.431177019983718e-09,2.4620552462722864e-16,4.056374198827979e-08,1.5741187132509042e-06,2.2541022814362273e-06,7.734124727759038e-08,6.972605845713059e-09,3.4299835989739843e-09,1.4502745308992881e-10,1.0441175276437796e-09,5.9217911752991706e-18,6.932040221124902e-09,1.3741299997935832e-12,4.441320680780911e-11,2.3679063730105126e-14,2.6700727416454614e-12,2.7130828672991005e-22,5.466982760533651e-19,5.7598991223644e-20,6.657318892086311e-21,9.565274160702381e-20,1.894189183900056e-17,1.2561529336732384e-23,4.347410605295493e-25,4.534915235397205e-30,9.617224425602408e-29,1.0255411517835848e-27,1.3637455571378173e-22,5.540933640019269e-29,1.407518845781338e-29,6.081408243765822e-22,7.302365183510814e-25,3.291295268041635e-11
1.533917409967759e-05,0.11224539704006574,0.0,0.0,0.0,0.0,0.32998767633396037,0.6699886862635901,1.0371700074738233e-05,9.140337554890144e-06,8.074996005006274e-08,9.748043162854963e-09,2.5561854403598325e-16,4.210925530505957e-08,1.6898070118429221e-06,2.4199962764839304e-06,8.615067758100867e-08,7.233434470002115e-09,3.548989444976104e-09,1.5617581300200747e-10,1.1253546107287491e-09,6.382533408927212e-18,7.736196765463506e-09,1.4720401292808036e-12,4.6256344872595536e-11,2.714485137330987e-14,3.1587452017332028e-12,3.1417788694907916e-22,5.892586048039257e-19,7.074704259752714e-20,8.175934891483238e-21,1.1730671021277721e-19,2.3979602962559865e-17,1.5902345613902612e-23,5.714118023822408e-25,5.938192068636641e-30,1.2594220993062963e-28,1.3429957887585055e-27,1.843722253627694e-22,7.490960312639187e-29,1.9364247885232864e-29,7.384293460369212e-22,8.866827854437457e-25,3.581003252559611e-11
1.5852545526398384e-05,0.11224539858552054,0.0,0.0,0.0,0.0,0.3299871494733655,0.6699882317545258,1.0755558133014021e-05,9.443737782212054e-06,8.373853847226044e-08,1.0064819755434548e-08,2.6507905975171104e-16,4.36620565253995e-08,1.8098846686230765e-06,2.5921080985146675e-06,9.563489054545407e-08,7.495200390675244e-09,3.6679758353769683e-09,1.677715707369772e-10,1.2098890640742554e-09,6.861976926275495e-18,8.60181377683595e-09,1.5735563799070068e-12,4.8118731497746694e-11,3.099038599967581e-14,3.717757133344863e-12,3.620682701543445e-22,6.335500320101117e-19,8.635046663559386e-20,9.977851742070106e-21,1.429702497539206e-19,3.013770899477743e-17,1.998616498200769e-23,7.447414321276985e-25,7.710889378226297e-30,1.635526240584917e-28,1.744057734680714e-27,2.469315480331101e-22,1.0032556654361895e-28,2.640843048679634e-29,8.907223438833594e-22,1.0695512999772513e-24,3.884857854321092e-11
1.6365916953119178e-05,0.11224540014596371,0.0,0.0,0.0,0.0,0.3299866148352289,0.669987771937392,1.1141291038666026e-05,9.747028054456365e-06,8.674170954722548e-08,1.0381510947217262e-08,2.7458576961918905e-16,4.522201466080027e-08,1.934376019716481e-06,2.770466788441062e-06,1.0582230325986364e-07,7.757878647209323e-09,3.786944658770522e-09,1.7981786709186768e-10,1.2977442133861284e-09,7.360254020841121e-18,9.531345011226914e-09,1.678694876633297e-12,5.00002067642201e-11,3.524434767717314e-14,4.3546943788476415e-12,4.153772836412406e-22,6.795851817324385e-19,1.047732653575176e-19,1.210502274799552e-20,1.7323259676402672e-19,3.7620191185106636e-17,2.4948260059270508e-23,9.629939728512377e-25,9.93444896700822e-30,2.107328775920591e-28,2.2471685014760304e-27,3.278149220123927e-22,1.3318563282706474e-28,3.5716732464885426e-29,1.0678103329525357e-21,1.2821928176901152e-24,4.203028428893987e-11
1.6879288379839972e-05,0.11224540171819884,0.0,0.0,0.0,0.0,0.3299860723897442,0.6699873067799113,1.1528845383050423e-05,1.0050212506352905e-05,8.975905734431636e-08,1.0698120767377287e-08,2.841373569999367e-16,4.678899647805768e-08,2.0633048108651985e-06,2.955100859031056e-06,1.1674160086636307e-07,8.021443958409113e-09,3.905897763602548e-09,1.9231779136521682e-10,1.3889430063321121e-09,7.877494842049716e-18,1.0527261381277623e-08,1.7874707878740027e-12,5.1900605343945276e-11,3.9936661057842304e-14,5.0777069825758795e-12,4.745203456338269e-22,7.273764965603673e-19,1.26420326389933e-19,1.4604113775424752e-20,2.087485950117276e-19,4.6660526089764336e-17,3.094346363794019e-23,1.2359671210749732e-24,1.27050288374601e-29,2.6952505798110064e-28,2.8741040675634473e-27,4.3159961611889745e-22,1.7534922119710363e-28,4.7925375824354014e-29,1.2727282955079048e-21,1.5282516420555186e-24,4.535678834197131e-11
1.7906031233281563e-05,0.11224540488512795,0.0,0.0,0.0,0.0,0.3299849639607068,0.669986360318138,1.2309201965249248e-05,1.0656279941160923e-05,9.583459767519603e-08,1.1331111805016696e-08,3.033698290328468e-16,4.994348737872745e-08,2.334566699611081e-06,3.343306500283677e-06,1.4089185013348882e-07,8.551133089076391e-09,4.14376400871918e-09,2.1869061713391194e-10,1.5814613768878105e-09,8.969377276769855e-18,1.272821724396388e-08,2.0159906851570882e-12,5.57574844965861e-11,5.076233079404139e-14,6.817524699090035e-12,6.120592752185544e-22,8.282764608046012e-19,1.8123055848934324e-19,2.093052471811079e-20,2.985197766578545e-19,7.05164122456452e-17,4.676377425318466e-23,1.99434684179841e-24,2.035860113370295e-29,4.319564525059067e-28,4.60620547294527e-27,7.311976274501724e-22,2.9706203728270906e-28,8.439771421454356e-29,1.7794903589178035e-21,2.1367549629939696e-24,5.245046466444896e-11
1.8830099801378995e-05,0.11224540774310295,0.0,0.0,0.0,0.0,0.32998393938763965,0.6699854899285138,1.3017205267365696e-05,1.1201417961081782e-05,1.0134680896515213e-07,1.190056338811156e-08,3.2081905173192635e-16,5.280516986217245e-08,2.5941043106267587e-06,3.7144282983210034e-06,1.6542289812292887e-07,9.030627274888183e-09,4.357807582281433e-09,2.4400746883743934e-10,1.7663853704761483e-09,1.0018187630701154e-17,1.4961244015815137e-08,2.2342307907456482e-12,5.929162659357963e-11,6.233065745145458e-14,8.771907180755144e-12,7.603305384275914e-22,9.252134836672746e-19,2.466015386733569e-19,2.8474338821294175e-20,4.0537849431364347e-19,1.0038070281478537e-16,6.65686305913552e-23,3.002304323135801e-24,3.0463180891749977e-29,6.464387386289337e-28,6.893356120835845e-27,1.1473664925240864e-21,4.661293585088995e-28,1.371852958509061e-28,2.366644607357664e-21,2.841790485416532e-24,5.934526030822094e-11
1.9754168369476426e-05,0.11224541058844348,0.0,0.0,0.0,0.0,0.3299828890849594,0.6699846017651365,1.3730255231877473e-05,1.1746272400682273e-05,1.0689829597357563e-07,1.2469808441106766e-08,3.3839260511835067e-16,5.568744121759978e-08,2.868360761058864e-06,4.106300711864133e-06,1.9278216842989533e-07,9.512588980962533e-09,4.571827107202874e-09,2.708396585050356e-10,1.962481571088511e-09,1.113036199802373e-17,1.7448539878323276e-08,2.4644472981394556e-12,6.288426932568677e-11,7.5842575242688e-14,1.1160276724058218e-11,9.3478696024346e-22,1.0280252870991602e-18,3.3093730998717246e-19,3.820525037617427e-20,5.430035059673092e-19,1.4064088579856463e-16,9.326764773184229e-23,4.436873569031277e-24,4.4756774831274616e-29,9.498816944734673e-28,1.0129146663755022e-26,1.7638606209707156e-21,7.165747061165493e-28,2.184634292181375e-28,3.103655136077733e-21,3.726768388983331e-24,6.673206291616022e-11
2.0678236937573857e-05,0.1122454134016916,0.0,0.0,0.0,0.0,0.32998181290279077,0.6699836956646291,1.4448022519716362e-05,1.2290863376489196e-05,1.1248649395375234e-07,1.303886605722314e-08,3.560823704237247e-16,5.858945193847792e-08,3.157452249193711e-06,4.51906982357607e-06,2.2314481317416116e-07,9.99686081579441e-09,4.785831873353262e-09,2.9920320962316054e-10,2.169869162540104e-09,1.2306576338720635e-17,2.0205096940002022e-08,2.7066929077086538e-12,6.653426274157425e-11,9.151877554244358e-14,1.4053779545371708e-11,1.1385094593420255e-21,1.1367773780999203e-18,4.385320719771532e-19,5.061865310591182e-20,7.183102086023143e-19,1.9421181338041521e-16,1.2879384546225877e-22,6.447277468724699e-24,6.467038187376524e-29,1.3726926998667395e-27,1.4637828860349668e-26,2.661333737877821e-21,1.081160824562614e-27,3.414041202104978e-28,4.018709084916215e-21,4.8255348222014034e-24,7.461829823666976e-11
2.160230550567129e-05,0.1122454161632111,0.0,0.0,0.0,0.0,0.32998071069855633,0.6699827714711382,1.5170173745952779e-05,1.2835209830082876e-05,1.1810880666533894e-07,1.3607754041503803e-08,3.7388012918547903e-16,6.15103344646602e-08,3.4614882439645592e-06,4.952875536773762e-06,2.5668765608834514e-07,1.04832830546678e-08,4.9998307283277024e-09,3.2911352873287053e-10,2.3886627912793396e-09,1.3547480878757423e-17,2.3246063367740577e-08,2.9610096510284165e-12,7.024040660885598e-11,1.0959354615304135e-13,1.7531446973642796e-11,1.3747760385568156e-21,1.2515330697830015e-18,5.744011478958243e-19,6.629344762235955e-20,9.393679535560706e-19,2.646475531622756e-16,1.7550414719757135e-22,9.224786387915185e-24,9.202776919023298e-29,1.9536309636347584e-27,2.083271492946343e-26,3.947260067968157e-21,1.6035450161170288e-27,5.242760575950931e-28,5.143566475014342e-21,6.1762261238963645e-24,8.301072458128864e-11
2.252637407376872e-05,0.11224541885323018,0.0,0.0,0.0,0.0,0.32997958233711094,0.6699818290364488,1.5896372026580557e-05,1.3379329524778463e-05,1.2376261063266258e-07,1.4176488910325477e-08,3.917775767265645e-16,6.44492046450428e-08,3.780571385622182e-06,5.407851450346385e-06,2.9358890185757137e-07,1.0971693907526378e-08,5.2138320743140715e-09,3.6058538947386276e-10,2.618972447125326e-09,1.4853699433675915e-17,2.658673725456526e-08,3.2274288071609262e-12,7.400145233685863e-11,1.3031476466877124e-13,2.1680666496481494e-11,1.6470638879733337e-21,1.3723534207727322e-18,7.443618907846029e-19,8.59015591272221e-20,1.215529313483488e-18,3.562452877710102e-16,2.362482823117803e-22,1.3012135987933841e-23,1.2913105713941852e-28,2.741628881267667e-27,2.9235599757161953e-26,5.763118018901137e-21,2.3411970869551827e-27,7.921310207206035e-28,6.513801464575394e-21,7.821558514238664e-24,9.191541188303015e-11
2.345044264186615e-05,0.11224542145186535,0.0,0.0,0.0,0.0,0.32997842769086383,0.6699808682200891,1.6626277538973364e-05,1.39232390442511e-05,1.2944525950945227e-07,1.4745085893132932e-08,4.097663359720567e-16,6.740516325637019e-08,4.114797397740284e-06,5.884124744583032e-06,3.340278394480746e-07,1.1461929794384328e-08,5.427843865678453e-09,3.9363291763921076e-10,2.8609033516123878e-09,1.6225828775331987e-17,3.0242560330503707e-08,3.5059708480484595e-12,7.781610504701623e-11,1.5394383101298e-13,2.6597651752579822e-11,1.9590510468863517e-21,1.4992971784457593e-18,9.55119850960074e-19,1.1021812277328988e-19,1.5575677697112488e-18,4.741606921047358e-16,3.144453000129647e-22,1.811453195336703e-23,1.7886030319498425e-28,3.797911619061223e-27,4.049936326791183e-26,8.29308869325599e-21,3.368932585296744e-27,1.1789268443069282e-27,8.169043282224377e-21,9.809117398782191e-24,1.013377221365613e-10
2.4374511209963583e-05,0.11224542393915878,0.0,0.0,0.0,0.0,0.3299772466398879,0.6699798888894207,1.7359548093385555e-05,1.4466953793072263e-05,1.3515408852954014e-07,1.5313558936298463e-08,4.278379715379121e-16,7.037729756927588e-08,4.464255010603645e-06,6.3818160780144204e-06,3.781845407619858e-07,1.1953825626992804e-08,5.641873607284968e-09,4.28269577234948e-10,3.1145558536154575e-09,1.7664438039926725e-17,3.422911152994516e-08,3.796645401896469e-12,8.168302574517071e-11,1.8075555840415776e-13,3.238790939454757e-11,2.3146177871002313e-21,1.6324207258926979e-18,1.2143575493635121e-18,1.4013202626965866e-19,1.9778198983712285e-18,6.245351961891622e-16,4.1416796531371786e-22,2.491189662015987e-23,2.447840558610675e-28,5.198350617989864e-27,5.543306721931423e-26,1.1774494400688499e-20,4.7831527967638684e-27,1.730075429784733e-27,1.0153213901849769e-20,1.2191642759792764e-23,1.112822915491301e-10
2.5298579778061014e-05,0.11224542629510915,0.0,0.0,0.0,0.0,0.3299760390720148,0.6699788909197161,1.8095839713955286e-05,1.5010487999209691e-05,1.4088641903151174e-07,1.5881920709211664e-08,4.459840040538004e-16,7.336468295293567e-08,4.829025896465215e-06,6.9010394957933085e-06,4.2623955544630945e-07,1.244721509566479e-08,5.855928353590391e-09,4.6450815756632556e-10,3.3800253324017777e-09,1.917006817815696e-17,3.8562100421655685e-08,4.099451248198489e-12,8.560083363286134e-11,2.110380058516728e-13,3.916670118689722e-11,2.7178476038981836e-21,1.7717780326253195e-18,1.5308273089406592e-18,1.7665699209390537e-19,2.4903343612016315e-18,8.146358488604996e-16,5.402355114013493e-22,3.387326802544234e-23,3.3128919092824547e-28,7.036227728403669e-27,7.50314307945972e-26,1.6510238410077732e-20,6.706897583414473e-27,2.505707551763569e-27,1.251476127093483e-20,1.5027309208061625e-23,1.2175301470639626e-10
2.6222648346158445e-05,0.11224542849970585,0.0,0.0,0.0,0.0,0.3299748048829164,0.6699778741942205,1.8834807226588354e-05,1.555385471846602e-05,1.4663956303689866e-07,1.645018261256611e-08,4.641959246554204e-16,7.636638451527766e-08,5.209184616764906e-06,7.441902349759716e-06,4.783736031926765e-07,1.2941930960138397e-08,6.0700147084769755e-09,5.023607613924423e-10,3.657402108592613e-09,2.074323145022827e-17,4.325736051474437e-08,4.4143763464757674e-12,8.956810855370829e-11,2.4509224371715936e-13,4.705949927323199e-11,3.1730277119153386e-21,1.9174206092596543e-18,1.9144491585539056e-18,2.2094333496115317e-19,3.1110291124888113e-18,1.0530082001932832e-15,6.983150255553605e-22,4.5573422816236625e-23,4.437304675494414e-28,9.42541947009521e-27,1.0050878623879517e-25,2.2883522618533402e-20,9.295823446804881e-27,3.584710266001939e-27,1.5306888475220855e-20,1.8380001155423032e-23,1.3275303113055545e-10
2.7146716914255877e-05,0.11224543053296217,0.0,0.0,0.0,0.0,0.3299735439761731,0.6699768386042028,1.957610485143581e-05,1.6097065840851907e-05,1.5241082786410702e-07,1.701835478874518e-08,4.824652095899582e-16,7.938145877412403e-08,5.604798581501816e-06,8.004505230431217e-06,5.347672647049084e-07,1.3437805343564207e-08,6.284138825830041e-09,5.418387942458278e-10,3.946771363632761e-09,2.23844109691198e-17,4.8330842451663776e-08,4.741397880481139e-12,9.358339350805419e-11,2.8323207921198796e-13,5.620243265823297e-11,3.684649275649479e-21,2.0693974665590222e-18,2.376410074604574e-18,2.7428995701523883e-19,3.857851429691484e-18,1.3496426980564198e-15,8.950317971339237e-22,6.071103825592339e-23,5.885937789417032e-28,1.2503873447602712e-26,1.3333614991789434e-25,3.1375148060781266e-20,1.27452306771305e-26,5.069493459654414e-27,1.85877757062193e-20,2.231957934516364e-23,1.442847144188205e-10
2.8070785482353308e-05,0.11224543237494862,0.0,0.0,0.0,0.0,0.32997225626332616,0.6699757840489893,2.0319386797598518e-05,1.6640132098873998e-05,1.5819752075963342e-07,1.7586446134342886e-08,5.007833348762573e-16,8.240895534834095e-08,6.0159280208641446e-06,8.58894191107878e-06,5.956006725476288e-07,1.3934670028176827e-08,6.498306410884805e-09,5.829529549461474e-10,4.248213068014755e-09,2.409406029350237e-17,5.3798607100107404e-08,5.080482334077686e-12,9.76451972773253e-11,3.2578372841907304e-13,6.674272299513347e-11,4.257407266032581e-21,2.2277550789099476e-18,2.9292659451411127e-18,3.3815675490064554e-19,4.7509427516396545e-18,1.7161550260444451e-15,1.138088910963084e-21,8.012952639295231e-23,7.736835991530222e-28,1.643760010892135e-26,1.752837887875464e-25,4.258372991395072e-20,1.7298274264541315e-26,7.091883684486276e-27,2.2420793375934174e-20,2.692213675189832e-23,1.5634966402778347e-10
2.899485405045074e-05,0.1122454340058267,0.0,0.0,0.0,0.0,0.329970941663918,0.6699747104359864,2.1064307857847664e-05,1.7183063077721307e-05,1.639969535293611e-07,1.815446431481689e-08,5.19141790965235e-16,8.544791866366197e-08,6.442625969227966e-06,9.19529930404708e-06,6.610532030078314e-07,1.4432356751513221e-08,6.712522722320015e-09,6.257132273022388e-10,4.56180191837073e-09,2.5872603070950938e-17,5.967681855498437e-08,5.431585605053918e-12,1.01751997169324e-10,3.7308541831115727e-13,7.883910788231527e-11,4.896199767878661e-21,2.3925373522466236e-18,3.587048268144587e-18,4.141776958834531e-19,5.812811217169606e-18,2.165980800346343e-15,1.4363963630396057e-21,1.0484078926633092e-22,1.0083366686751515e-27,2.1425223490548663e-26,2.284697476615251e-25,5.724918473290383e-20,2.325550386952715e-26,9.820283654056504e-27,2.6874707714875015e-20,3.22702454559899e-23,1.6894869973286615e-10
2.991892261854817e-05,0.1122454354058818,0.0,0.0,0.0,0.0,0.3299696001055164,0.6699736176806858,2.181052400108548e-05,1.7725867227322378e-05,1.6980644715222197e-07,1.8722415781116433e-08,5.375320973445002e-16,8.849738966995842e-08,6.884938261567812e-06,9.823657429408865e-06,7.313031701270063e-07,1.493069750230386e-08,6.926792575079073e-09,6.701288730546569e-10,4.887607283600684e-09,2.7720432732406283e-17,6.598173706227358e-08,5.794653130495099e-12,1.0590224179231151e-10,4.2548695186275833e-13,9.266224984491714e-11,5.60612705176698e-21,2.5637855966128258e-18,4.365370629435943e-18,5.041739805346396e-19,7.06850502095032e-18,2.714584983463751e-15,1.800209935903691e-21,1.3605079908228395e-22,1.3036522486621694e-27,2.7702885529352807e-26,2.954121467709922e-25,7.627987381584984e-20,3.098588879634193e-26,1.3468009444109335e-26,3.202387551708454e-20,3.845319048603075e-23,1.8208185882950143e-10
3.08429911866456e-05,0.112245436555556,0.0,0.0,0.0,0.0,0.32996823152372473,0.6699725057066593,2.2557692960267748e-05,1.8268551876237108e-05,1.7562333635846057e-07,1.9290305788308253e-08,5.559458170309136e-16,9.155640756079484e-08,7.342903542271927e-06,1.0474089396000612e-05,8.065275230620249e-07,1.5429524814796895e-08,7.141120343936282e-09,7.1620842609696e-10,5.225693160319889e-09,2.963791223949154e-17,7.272971187699655e-08,6.1696200410086664e-12,1.1009435390241658e-10,4.833492303920517e-13,1.0839512926081314e-10,6.392490329036982e-21,2.7415385034537857e-18,5.281535945580188e-18,6.101674168891486e-19,8.545787649683957e-18,3.379686302764841e-15,2.2412800246630754e-21,1.751882944985776e-22,1.6727511786208126e-27,3.5549763876287406e-26,3.790880214544291e-25,1.0078381254783417e-19,4.0939494391381464e-26,1.8303320265056686e-26,3.7948425769184843e-20,4.556718791150135e-23,1.957483961405968e-10
3.1767059754743026e-05,0.11224543743548038,0.0,0.0,0.0,0.0,0.32996683586217834,0.6699713744455353,2.3305474813505e-05,1.8811123247338225e-05,1.814449741547305e-07,1.9858138416200944e-08,5.743745708948251e-16,9.462401148721846e-08,7.816553286298436e-06,1.1146661394829576e-05,8.86901547930096e-07,1.592867206020351e-08,7.355509967791082e-09,7.639596879666836e-10,5.576118137853573e-09,3.162537388597785e-17,7.993717406805201e-08,6.556411357742307e-12,1.1432673335972446e-10,5.470437061494505e-13,1.2623341956473309e-10,7.26078990324264e-21,2.925832127680877e-18,6.354648070209808e-18,7.343944540033734e-19,1.0275320087625014e-17,4.181496892911583e-15,2.773010558924451e-21,2.2393717340864206e-22,2.131068803249359e-27,4.529431111713244e-26,4.829998546345875e-25,1.3210438230466956e-19,5.366198717670885e-26,2.4661406702190226e-26,4.4734430708235406e-20,5.371559024247025e-23,2.0994678685225559e-10
3.2691128322840454e-05,0.11224543802650663,0.0,0.0,0.0,0.0,0.3299654130725261,0.669970223836966,2.4053532556118635e-05,1.9353586475231608e-05,1.8726873627872247e-07,2.042591659174465e-08,5.928100517612762e-16,9.76992422622365e-08,8.305911832566266e-06,1.1841432704794825e-05,9.725985752571673e-07,1.6427973734332422e-08,7.569964954651816e-09,8.133897246433119e-10,5.938935372833065e-09,3.368311915370363e-17,8.762062928278567e-08,6.9549421955188604e-12,1.1859776006937079e-10,6.169518022039233e-13,1.4638584309136529e-10,8.216723125989232e-21,3.1166998746736034e-18,7.605721472880183e-18,8.793201330170025e-19,1.2290841720670347e-17,5.142977336693932e-15,3.410628136379248e-21,2.842709249134416e-22,2.6966670768445968e-27,5.732090329579984e-26,6.1124647392922735e-25,1.7186100817796223e-19,6.981115690226435e-26,3.295818161466125e-26,5.24740630403326e-20,6.300907521152696e-23,2.2467473216001341e-10
3.361519689093788e-05,0.11224543830973811,0.0,0.0,0.0,0.0,0.32996396311439796,0.669969053828576,2.4801532661507108e-05,1.9895945625358604e-05,1.9309202556659466e-07,2.0993642113202795e-08,6.112440382351739e-16,1.0078114404909662e-07,8.810996429431103e-06,1.2558455710623889e-05,1.0637896941072138e-06,1.6927265740384132e-08,7.784488387308932e-09,8.645048646741511e-10,6.314192573421962e-09,3.581141862311186e-17,9.579665048415897e-08,7.365117988847307e-12,1.2290579694993767e-10,6.934643052929219e-13,1.6907450605161847e-10,9.266182138356006e-21,3.3141724921877136e-18,9.057789119333789e-18,1.0476519751215222e-18,1.4629349342559895e-17,6.290107209034393e-15,4.1713614375192144e-21,3.5849048662935295e-22,3.390579371121089e-27,7.207718496935325e-26,7.686013762887815e-25,2.219952922600539e-19,9.017565437098433e-26,4.3706511029217257e-26,6.126573616283974e-20,7.356581414611996e-23,2.3992916768664703e-10
