Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8)
0.0026333404150364857,0.11166619051662997,0.0,0.0,0.0,0.0,0.26643665974435,0.6085150455953046,0.0002958732197070474,0.0011347900403577418,2.1030963168102946e-06,1.331775104695989e-06,6.736688196685749e-15,7.301061374863063e-06,0.006482381659649633,0.07336824911526656,0.010626040206435965,4.151396424400189e-07,1.0135221566984426e-06,1.955669653022144e-06,1.3190680542821184e-05,7.481196341692924e-14,0.0203908419134045,4.8699453853947e-09,1.7148692451617518e-08,3.51997823724654e-07,0.00680724688207993,1.4346559247248487e-13,1.4326035262640478e-13,4.3741974272932925e-09,3.0723210191852114e-09,2.58909598083043e-08,0.0007419199875051433,4.920138877424981e-10,5.071364268498424e-10,2.2928285533982884e-14,4.853711298745694e-13,5.175797566491954e-12,1.2506429500337856e-05,4.637954990647699e-12,1.393180769192918e-10,7.430088496280425e-11,8.450198999435341e-14,7.669880379586365e-07
0.0026413106706614812,0.11166537586857496,0.0,0.0,0.0,0.0,0.2660719010949315,0.6080991181849784,0.00029615399045589125,0.0011378154264344406,2.1036685444055226e-06,1.3363256258923186e-06,6.739907372348398e-15,7.329300913957744e-06,0.006492013642506504,0.07387364754122944,0.010650449892738431,4.162050952579225e-07,1.0173512931124504e-06,1.9640102323804516e-06,1.3237987022129937e-05,7.508026596983247e-14,0.020546036351809037,4.8875829553136344e-09,1.7207828703994155e-08,3.546859335272854e-07,0.006871123788251822,1.4511769296162735e-13,1.4479339562877092e-13,4.419465518579032e-09,3.113168129896629e-09,2.6252388245912554e-08,0.0007532257673439322,4.995114626873332e-10,5.153567860145341e-10,2.3339907892418102e-14,4.940727083543588e-13,5.2685876109574335e-12,1.2702678255820956e-05,4.707547485664105e-12,1.4188251924490318e-10,7.585191628021861e-11,8.627769628570661e-14,7.785424367401616e-07
0.0026492809262864767,0.11166458324076808,0.0,0.0,0.0,0.0,0.26570638841744787,0.6076817867300163,0.00029643232135093334,0.0011408247056038541,2.1042154542804294e-06,1.3408670183412363e-06,6.74306589967994e-15,7.357520891525331e-06,0.006501535188977582,0.07438079605014526,0.01067459692788137,4.172689870908958e-07,1.0211629365193507e-06,1.9723355712661214e-06,1.3285081343990394e-05,7.534736525797734e-14,0.02070183040604698,4.905134814658923e-09,1.7266671050276457e-08,3.5738009840810516e-07,0.006935272452187417,1.4678209624962778e-13,1.4633650233589273e-13,4.464949568251429e-09,3.154353471038799e-09,2.661725122365508e-08,0.0007646539488020152,5.07090209858329e-10,5.236713547159647e-10,2.37568624269003e-14,5.02886904685812e-13,5.3625785657506485e-12,1.290111028925338e-05,4.777838088778122e-12,1.444810407681964e-10,7.742937882035277e-11,8.80839891281074e-14,7.902345255193724e-07
0.0026572511819114722,0.1116638126975879,0.0,0.0,0.0,0.0,0.2653401277362416,0.6072630564496967,0.00029670821292221975,0.0011438176838226633,2.1047370907420945e-06,1.3453990538787009e-06,6.7461640398461114e-15,7.385720244383385e-06,0.006510946288670681,0.07488968804400319,0.010698480831303559,4.183312849478598e-07,1.024956757503478e-06,1.9806452343847695e-06,1.3331960495445857e-05,7.561324419315508e-14,0.02085822235545966,4.922599567845943e-09,1.7325214865884354e-08,3.600801841308527e-07,0.006999690638660881,1.4845881358641348e-13,1.4788965675118736e-13,4.510647540599013e-09,3.1958768843872465e-09,2.698555661405992e-08,0.0007762050918493883,5.147505006068781e-10,5.320805517019687e-10,2.417917776945405e-14,5.118143255941458e-13,5.4577769007391004e-12,1.3101735997398235e-05,4.848828491196263e-12,1.471138340400409e-10,7.90335807672357e-11,8.992123208654217e-14,8.020649893467221e-07
0.0026652214375364677,0.11166306430327701,0.0,0.0,0.0,0.0,0.2649731251117441,0.6068429326340771,0.000296981665909216,0.0011467941680814242,2.1052334971818428e-06,1.3499214997478252e-06,6.749202038579575e-15,7.41389789623407e-06,0.006520246935644571,0.07540031682951394,0.010722101147907415,4.193919537995572e-07,1.0287324242215617e-06,1.988938778176587e-06,1.3378621412395295e-05,7.587788539708539e-14,0.021015210453140996,4.939975896421444e-09,1.738345576908259e-08,3.627860420222892e-07,0.007064376086630876,1.5014784227313494e-13,1.4945283637969166e-13,4.556557389749137e-09,3.2377377670138373e-09,2.7357309779991537e-08,0.0007878797497308477,5.22492701824469e-10,5.405847884684421e-10,2.460688051992151e-14,5.208555351101479e-13,5.554188630514506e-12,1.3304565657206164e-05,4.920520303988795e-12,1.4978107906682793e-10,8.066482685751656e-11,9.178978500928807e-14,8.140345001828022e-07
0.0026731916931614632,0.11166233811433922,0.0,0.0,0.0,0.0,0.2646053866446031,0.6064214206521236,0.0002972526811134687,0.001149753966477856,2.1057047180581293e-06,1.354434125809862e-06,6.75218015047364e-15,7.442052776674626e-06,0.006529437128962145,0.07591267560713313,0.01074545745104213,4.2045095962716714e-07,1.0324896052930888e-06,1.997215761289967e-06,1.3425061041500984e-05,7.614127155253409e-14,0.02117279292283969,4.957262463759868e-09,1.7441389319736765e-08,3.6549752864598625e-07,0.0071293265062952905,1.518491859641542e-13,1.5102602016591257e-13,4.602677092916015e-09,3.2799357313651156e-09,2.7732517166761106e-08,0.0007996784681646541,5.303171754112703e-10,5.491844773201326e-10,2.5039997883966838e-14,5.300111099748052e-13,5.651819905204906e-12,1.3509609411552413e-05,4.992915078973047e-12,1.524829595291302e-10,8.232342601570729e-11,9.369001264997494e-14,8.26143714190584e-07
0.0026811619487864587,0.11166163419044482,0.0,0.0,0.0,0.0,0.2642369184787855,0.6059985259581548,0.00029752125937224165,0.0011526968883613909,2.1061507995944352e-06,1.3589367033065758e-06,6.755098634116828e-15,7.470183816310389e-06,0.006538516873132696,0.07642675746231073,0.010768549344894312,4.2150826877966057e-07,1.0362279717026075e-06,2.0054757445044494e-06,1.3471276360876277e-05,7.640338552064451e-14,0.02133096795649986,4.974457924803152e-09,1.7499011053495875e-08,3.682145022380182e-07,0.007194539576918165,1.535628495222168e-13,1.5260918706755075e-13,4.649004579578354e-09,3.3224704080323065e-09,2.811118519269245e-08,0.000811601784603352,5.382242777859337e-10,5.578800206730964e-10,2.5478556638640588e-14,5.392816180179499e-13,5.750676779913466e-12,1.3716877255955665e-05,5.0660142985081505e-12,1.5521965635738679e-10,8.400968781027583e-11,9.562228062839846e-14,8.38393272171097e-07
0.0026891322044114542,0.1116609525872165,0.0,0.0,0.0,0.0,0.26386772680105003,0.6055742540913557,0.00029778740159960593,0.0011556227443973127,2.1065717888317428e-06,1.3634290024054341e-06,6.7579577439848814e-15,7.498289941035782e-06,0.006547486178122564,0.0769425553661033,0.010791376464386174,4.225638469497846e-07,1.0399471954112023e-06,2.0137182872938974e-06,1.3517264360116628e-05,7.666421022768041e-14,0.021489733714411492,4.991560958308375e-09,1.755631658276737e-08,3.7093681620022493e-07,0.007260012947223717,1.5528883272594337e-13,1.5420231318574473e-13,4.6955377334535664e-09,3.365341247297243e-09,2.8493319142133973e-08,0.0008236502281254043,5.462143598137295e-10,5.666718098852461e-10,2.5922582356898057e-14,5.486676018298469e-13,5.85076504059901e-12,1.3926379036573074e-05,5.139819365666984e-12,1.579913429624645e-10,8.57239204898211e-11,9.758695323306175e-14,8.507837995364214e-07
0.0026971024600364497,0.1116602933565401,0.0,0.0,0.0,0.0,0.26349781783362264,0.605148610661703,0.0002980511087766208,0.0011585313463861261,2.1069677337229554e-06,1.3679107934732455e-06,6.760757735237456e-15,7.526370074360581e-06,0.006556345058490928,0.0774600621941141,0.010813938470141098,4.2361765974365645e-07,1.043646949118776e-06,2.0219429483882426e-06,1.3563022035571329e-05,7.692372863821052e-14,0.021649088330420282,5.00857024984304e-09,1.7613301542082846e-08,3.7366432284331885e-07,0.007325744240641993,1.5702713463483175e-13,1.5580537337539463e-13,4.742274419214918e-09,3.408547669768033e-09,2.887892400378583e-08,0.0008358243206932739,5.542877676408603e-10,5.755602299370991e-10,2.6372100079223827e-14,5.581695928586777e-13,5.952090354405778e-12,1.4138124472583845e-05,5.214331617796057e-12,1.607981893843614e-10,8.746643305243124e-11,9.958439576629534e-14,8.63315906965135e-07
0.0027050727156614452,0.11165965655476953,0.0,0.0,0.0,0.0,0.263127197848246,0.6047216013785183,0.0002983123819680417,0.0011614225077818648,2.1073386837160325e-06,1.3723818482738565e-06,6.7634988657647854e-15,7.554423141503115e-06,0.006565093535289134,0.07797927068792204,0.010836235058920493,4.246696729992879e-07,1.0473269075779789e-06,2.0301492878773906e-06,1.3608546403865154e-05,7.718192383179753e-14,0.02180902990119546,5.025484488149594e-09,1.766996157799291e-08,3.763968749659727e-07,0.007391731045335012,1.587777545222766e-13,1.5741834201570667e-13,4.789212469112209e-09,3.4520890901618574e-09,2.9268004600424843e-08,0.0008481245741197875,5.624448406826652e-10,5.84545656786736e-10,2.6827134337169882e-14,5.677881119087052e-13,6.054658274975657e-12,1.4352123102007526e-05,5.289552309573941e-12,1.6364036240915823e-10,8.923753489064239e-11,1.0161497411406219e-13,8.759901872532254e-07
0.0027130429712864407,0.11165904222608936,0.0,0.0,0.0,0.0,0.2627558731568198,0.6042932320322569,0.00029857122230573185,0.0011642960434575422,2.1076846894653214e-06,1.3768419388880166e-06,6.766181393200579e-15,7.5824480665410034e-06,0.006573731634920363,0.07850017347958356,0.010858265957077043,4.257198524537962e-07,1.0509867473068922e-06,2.038336866353903e-06,1.3653834501619814e-05,7.743877900141774e-14,0.021969556492980744,5.0423023717991524e-09,1.7726292369969833e-08,3.791343239258146e-07,0.007457970920911984,1.6054068985869608e-13,1.5904119206273614e-13,4.836349676806204e-09,3.4959648491338508e-09,2.9660565205467347e-08,0.0008605514917545819,5.706859127420096e-10,5.936284564126875e-10,2.7287708844049263e-14,5.775236626664651e-13,6.158474173414149e-12,1.4568384311734514e-05,5.365482621684848e-12,1.665180236589307e-10,9.103753496536004e-11,1.0367905381826842e-13,8.888072167992066e-07
0.0027210132269114362,0.11165845042106948,0.0,0.0,0.0,0.0,0.26238385011253623,0.6038635084974302,0.0002988276310116815,0.0011671517698313646,2.1080058026641683e-06,1.38129083731671e-06,6.768805574287883e-15,7.610443771770774e-06,0.006582259389388337,0.07902276308762274,0.010880030921705556,4.2676816358066423e-07,1.054626146030624e-06,2.046505244065909e-06,1.3698883380773989e-05,7.769427742691861e-14,0.02213066614044132,5.059022614659418e-09,1.7782289646929542e-08,3.8187651856879834e-07,0.00752446139764993,1.6231593570208627e-13,1.606738944022161e-13,4.883683807035515e-09,3.540174199323944e-09,3.005660943859775e-08,0.0008731055679983034,5.790113116871179e-10,6.028089856401056e-10,2.775384644502173e-14,5.873767306202229e-13,6.263543226767904e-12,1.478691732882325e-05,5.442123654166295e-12,1.6943132928384598e-10,9.286674205428014e-11,1.0577700038549771e-13,9.017675554920418e-07
0.002736953738161427,0.11165733455198938,0.0,0.0,0.0,0.0,0.2616377345630724,0.6030000227411467,0.00029933315876939,0.0011728090677682358,2.1085735640791284e-06,1.390154150796879e-06,6.773879931442703e-15,7.666343215250656e-06,0.006598984016654937,0.08007297231193591,0.010922762218749197,4.288590433894026e-07,1.0618423400610664e-06,2.0627826417528954e-06,1.3788251770920797e-05,7.820113761802661e-14,0.022454626597436477,5.092165058756697e-09,1.7893266659365293e-08,3.8737454000024004e-07,0.007658184144622333,1.6590333823807686e-13,1.639687360563868e-13,4.978933770393359e-09,3.6295906052326696e-09,3.085916219001585e-08,0.0008985971320401429,5.959163739375976e-10,6.214646209378289e-10,2.870289963368623e-14,6.074373041231354e-13,6.47746090982636e-12,1.523083494471376e-05,5.597541926288749e-12,1.753654811816988e-10,9.661401373921446e-11,1.1007595833773659e-13,9.281203160507219e-07
0.0027504666481803835,0.11165645955927794,0.0,0.0,0.0,0.0,0.26100311661468134,0.6022638509413304,0.0002997540940581928,0.0011775473793983852,2.1089773724858942e-06,1.3976305442738538e-06,6.778001079977077e-15,7.713628346658808e-06,0.0066128163446680915,0.08096845812878291,0.010958151156713286,4.3062533555910956e-07,1.067892643492307e-06,2.0765170046986084e-06,1.3863234297657567e-05,7.862640721138649e-14,0.02273105881313333,5.119942766427597e-09,1.7986259688445066e-08,3.920487478775234e-07,0.007772304207472322,1.68982919591926e-13,1.6679238526641065e-13,5.060274076589302e-09,3.706427361628679e-09,3.155043345568008e-08,0.0009206092261923255,6.105139804762161e-10,6.375884009026083e-10,2.9525043598520315e-14,6.248151380892227e-13,6.6627709647987414e-12,1.561434548547274e-05,5.7315264343736695e-12,1.8050892038285e-10,9.988490777457899e-11,1.1382963686728408e-13,9.509134885544294e-07
0.0027639795581993402,0.11165564985175308,0.0,0.0,0.0,0.0,0.26036657851475786,0.6015238689453661,0.0003001680591483338,0.0011822320821381716,2.109310372216615e-06,1.4050717203705157e-06,6.781958003639313e-15,7.760814953391775e-06,0.006626332131821024,0.08186868749788483,0.010992773529068899,4.3238579273410207e-07,1.0738799120004858e-06,2.0901902678616827e-06,1.3937490120169156e-05,7.904755525327948e-14,0.02300913931055571,5.147422770692761e-09,1.8078237473564313e-08,3.967345306285488e-07,0.007887110230070528,1.7209778551874419e-13,1.6964392034861225e-13,5.142149157489064e-09,3.784211361996811e-09,3.225175292654408e-08,0.0009429931642896052,6.253581801645498e-10,6.539975733281951e-10,3.036346055266099e-14,6.425367740718021e-13,6.8517471826946075e-12,1.6004504679861776e-05,5.8675658330958035e-12,1.8575675869964693e-10,1.0324391909619492e-10,1.176855975925184e-13,9.741254839314018e-07
0.002777492468218297,0.11165490559390734,0.0,0.0,0.0,0.0,0.25972815233644886,0.6007801077026405,0.00030057506225572545,0.0011868623294626676,2.1095728509208447e-06,1.4124765937566102e-06,6.7857519709439296e-15,7.807897798818772e-06,0.0066395316939198345,0.08277362082006676,0.011026629008804812,4.341402478592344e-07,1.0798026329926284e-06,2.103800312178612e-06,1.4011005436819733e-05,7.94645034666792e-14,0.023288857634102433,5.174599055052564e-09,1.8169180048421687e-08,4.0143113266738615e-07,0.00800258938970399,1.7524788525047571e-13,1.7252316817124488e-13,5.22454727247705e-09,3.862937757005484e-09,3.296312720752411e-08,0.0009657510925032655,6.404503962640371e-10,6.706936095888489e-10,3.12182414435927e-14,6.606041514469535e-13,7.044410244220755e-12,1.6401352785473578e-05,6.00566327103238e-12,1.9110962744473608e-10,1.066925456261344e-10,1.2164561789513566e-13,9.977585151679465e-07
0.0027910053782372536,0.11165422693113938,0.0,0.0,0.0,0.0,0.2590878704506153,0.600032598804159,0.0003009751123127058,0.0011914372900791387,2.109765102999653e-06,1.4198440799264385e-06,6.789384228012431e-15,7.854871653164679e-06,0.006652415392713368,0.08368321762670405,0.011059717508486359,4.3588853222896565e-07,1.085659309197764e-06,2.117345023777086e-06,1.408376663916564e-05,7.987717467026046e-14,0.023570203083457256,5.201465776110343e-09,1.8259068004778427e-08,4.0613777579316407e-07,0.008118728653813245,1.7843314300319765e-13,1.7542993704020898e-13,5.307456483418332e-09,3.9426008158530664e-09,3.368455661057223e-08,0.0009888850788503753,6.557920002071124e-10,6.876778995240575e-10,3.20894685253517e-14,6.790190274516748e-13,7.2407788878277e-12,1.6804928659459824e-05,6.145821201374563e-12,1.965681029957348e-10,1.1023227798351809e-10,1.2571146824105384e-13,1.0218146412313323e-06
0.0028045182882562103,0.1116536139906488,0.0,0.0,0.0,0.0,0.258445765519032,0.5992813744763981,0.0003013682189254493,0.0011959561484749586,2.1098874376353797e-06,1.4271731136781884e-06,6.792856055363191e-15,7.901731307464685e-06,0.006664983636201908,0.0845974365875424,0.011092039179087595,4.3763048035382777e-07,1.091448467963773e-06,2.130822305419174e-06,1.4155760299011707e-05,8.028549270499057e-14,0.02385316471512603,5.228017066462269e-09,1.834788188397435e-08,4.108536990236539e-07,0.008235514784994619,1.8165349622477617e-13,1.7836403778252546e-13,5.390864592450166e-09,4.023195112335151e-09,3.441604180147871e-08,0.0010123971118330163,6.713843106948439e-10,7.049517547377389e-10,3.297722091259804e-14,6.977830937502696e-13,7.440871152726141e-12,1.7215269733554703e-05,6.288041498862202e-12,2.021327410357621e-10,1.1386460434676648e-10,1.2988491686508678e-13,1.0462957658001709e-06
0.002816679907273271,0.11165311862737211,0.0,0.0,0.0,0.0,0.2578663396019357,0.5986021230319591,0.00030171608674238015,0.0011999744926321154,2.1099380191983136e-06,1.4337354860544048e-06,6.795844562885726e-15,7.943803058342244e-06,0.006676025715520117,0.08542415074637592,0.011120473359420725,4.391926776712748e-07,1.0965997797495316e-06,2.1428924778387333e-06,1.421988741959621e-05,8.064919501808515e-14,0.024109202780110705,5.251638857200916e-09,1.842688050893011e-08,4.151053129151372e-07,0.008341164271589211,1.8458174348267862e-13,1.810279231795071e-13,5.4663482193370724e-09,4.096520822387665e-09,3.5082970647418054e-08,0.0010338827504152756,6.85632791380138e-10,7.207468177092194e-10,3.3790384495843294e-14,7.149705397742714e-13,7.62415098919849e-12,1.7590390727484163e-05,6.417804062062168e-12,2.0723209238183067e-10,1.1721408700870338e-10,1.3373446961364965e-13,1.068693596035682e-06
0.002828841526290332,0.1116526766546474,0.0,0.0,0.0,0.0,0.2572854879126939,0.5979199130766809,0.00030205834672237603,0.001203946175180657,2.1099324597242047e-06,1.4402650813370768e-06,6.7987050485719816e-15,7.985774322688468e-06,0.006686813006590904,0.08625454335637887,0.011148287164419157,4.4074948584979084e-07,1.1016941778735749e-06,2.154904824657298e-06,1.4283372636922032e-05,8.100925673353612e-14,0.024366532576862245,5.274996482981053e-09,1.8504980365815887e-08,4.1936323270396653e-07,0.008447316906429567,1.875382731914978e-13,1.8371362000345482e-13,5.542216747712513e-09,4.170590740861682e-09,3.575803283556156e-08,0.0010556774887132735,7.000862555632747e-10,7.367782600111988e-10,3.461703633070534e-14,7.324430353391198e-13,7.810470476422931e-12,1.7971045941899124e-05,6.549238498924893e-12,2.1241817006276542e-10,1.2064083996140507e-10,1.3767387693645422e-13,1.0914382487224756e-06
0.002841003145307393,0.11165228812752619,0.0,0.0,0.0,0.0,0.2567032348366561,0.5972347693910385,0.0003023950073660609,0.001207870636507466,2.109871001908107e-06,1.4467611366291504e-06,6.8014384177404056e-15,8.027641342930673e-06,0.006697345903133092,0.08708858254007805,0.011175481191154867,4.423007838069168e-07,1.106730631778614e-06,2.1668578405518745e-06,1.4346206611466633e-05,8.136562488152412e-14,0.0246251456317679,5.298085965615358e-09,1.858216824835876e-08,4.236268768188895e-07,0.00855396263590475,1.905230036309221e-13,1.864209616037977e-13,5.618460874832545e-09,4.2453995740826316e-09,3.644121842474848e-08,0.0010777826074220354,7.147455525538349e-10,7.530468621880401e-10,3.545721750804442e-14,7.502014663209521e-13,7.999839061017174e-12,1.8357259633591157e-05,6.682344766604122e-12,2.1769127374466878e-10,1.241459283363554e-10,1.4170440771786818e-13,1.1145307757874817e-06
0.0028531647643244536,0.11165195308908847,0.0,0.0,0.0,0.0,0.2561196049282718,0.5965467171487678,0.0003027260776443327,0.0012117473288777113,2.109753898134762e-06,1.4532229027273135e-06,6.804045597338429e-15,8.069400380207111e-06,0.006707624829474396,0.08792623588525036,0.011202056187327808,4.438464523136668e-07,1.1117081283283254e-06,2.1787500336354506e-06,1.440838014452793e-05,8.171824729090375e-14,0.024885033318386086,5.320903319081275e-09,1.8658430943204968e-08,4.278956744885878e-07,0.00866109128811542,1.93535862233597e-13,1.8914978225052093e-13,5.6950711489473285e-09,4.320942251239428e-09,3.7132517600827026e-08,0.0011001993321733666,7.296114951455256e-10,7.695533517258662e-10,3.631096694616427e-14,7.682466731047945e-13,8.192265704500748e-12,1.874905507022181e-05,6.817122434045296e-12,2.2305168866090678e-10,1.2773041349764494e-10,1.4582732680644242e-13,1.1379721192478672e-06
0.0028653263833415144,0.111651671570572,0.0,0.0,0.0,0.0,0.2555346229069466,0.595855781912212,0.0003030515670483177,0.0012155757166706378,2.1095814019178075e-06,1.4596496287759652e-06,6.806527471071321e-15,8.111047716741605e-06,0.006717650240569811,0.08876747045102366,0.011228013050105637,4.453863708524842e-07,1.1166256692327935e-06,2.1905799185216876e-06,1.4469884210537508e-05,8.206707277246665e-14,0.02514618685877435,5.34344477273357e-09,1.8733755924791884e-08,4.321690298986789e-07,0.008768692575871515,1.9657674369215675e-13,1.9189989869741204e-13,5.7720380300474375e-09,4.397212613569506e-09,3.7831913813562447e-08,0.0011229288331153593,7.446848593372805e-10,7.862983939468239e-10,3.717831467494383e-14,7.865793099502929e-13,8.387757383628429e-12,1.9146454522423797e-05,6.953570555282376e-12,2.2849964403595874e-10,1.3139534403579813e-10,1.5004388560109912e-13,1.1617631102602577e-06
0.002876271840456869,0.11165146397982129,0.0,0.0,0.0,0.0,0.2550070035907273,0.595231496675024,0.00030333974408052594,0.001218979532568303,2.109379015463738e-06,1.4654031183936605e-06,6.808654793717206e-15,8.148431757485317e-06,0.006726456755733217,0.08952761585822316,0.011250846583324219,4.4676728402704615e-07,1.1209993834371704e-06,2.2011723280672982e-06,1.4524658129515414e-05,8.237772766860971e-14,0.025382299974427158,5.363492979562738e-09,1.880073604194076e-08,4.3601847529799703e-07,0.008865929245821226,1.9933743351807433e-13,1.9439306592162227e-13,5.841605101862678e-09,4.466473722372084e-09,3.846828225040647e-08,0.0011436537296372641,7.584288440348642e-10,8.015734046526615e-10,3.797057981070117e-14,8.033249936461392e-13,8.566326448811689e-12,1.9508923058745003e-05,7.077801057107984e-12,2.3347784464332305e-10,1.347634284393995e-10,1.539198839593696e-13,1.183474547180133e-06
0.0028861227518606884,0.11165131423211816,0.0,0.0,0.0,0.0,0.25453124210574046,0.5946676771512475,0.0003035952515472183,0.0012220088429088956,2.1091588502325348e-06,1.4705560425013105e-06,6.810483775598878e-15,8.181995260561302e-06,0.006734207693059623,0.09021418328206737,0.011270970108745655,4.480059704319539e-07,1.124892943848856e-06,2.210660447427034e-06,1.4573479614306706e-05,8.265462284045158e-14,0.025595666802396996,5.381340437146026e-09,1.8860352635527498e-08,4.39485374575534e-07,0.008953756046019454,2.0184133555372502e-13,1.9665142480704285e-13,5.904449831524013e-09,4.529304913835866e-09,3.904659894617894e-08,0.00116252416167032,7.709430164863001e-10,8.154868847762548e-10,3.869306954534835e-14,8.185959054195828e-13,8.729169154395281e-12,1.9839052785249636e-05,7.190763419913482e-12,2.38019113589017e-10,1.3785176403824457e-10,1.5747474150028603e-13,1.2032578573711411e-06
0.0028959736632645076,0.11165119961579409,0.0,0.0,0.0,0.0,0.2540546379656908,0.5941020127892421,0.0003038471158743831,0.0012250055495569873,2.108902820359221e-06,1.4756846799147313e-06,6.812232153190727e-15,8.215478939587696e-06,0.006741793208433676,0.09090304008133711,0.011290690154298944,4.4924067435399855e-07,1.1287454506572298e-06,2.22010509115908e-06,1.4621846335282004e-05,8.292893878830167e-14,0.02580984806184811,5.399000266349192e-09,1.8919332074807305e-08,4.4295422245067864e-07,0.009041874292579903,2.04363447069218e-13,1.9892342186590195e-13,5.9675111409188255e-09,4.5926027311404716e-09,3.963019551918869e-08,0.0011816017021715733,7.835945356129463e-10,8.295578807487721e-10,3.9424523882649005e-14,8.340563405576152e-13,8.894032858981315e-12,2.017289558590832e-05,7.304818751142238e-12,2.4261815608273345e-10,1.409947229236262e-10,1.6109323778081562e-13,1.2232716783524874e-06
0.002905824574668327,0.11165112012499914,0.0,0.0,0.0,0.0,0.2535772046003535,0.5935345178927841,0.0003040953430819492,0.0012279693924618239,2.1086110746418597e-06,1.4807886518172243e-06,6.813900401372085e-15,8.248880867044407e-06,0.006749213602496986,0.09159416777057927,0.011310007476807313,4.5047133392775233e-07,1.1325564087167123e-06,2.2295054966309655e-06,1.4669753814375934e-05,8.320065011446425e-14,0.026024838804968465,5.4164705789326385e-09,1.8977668099186254e-08,4.4642470542466486e-07,0.009130278314313765,2.0690370772232227e-13,2.0120895195804845e-13,6.030783731219531e-09,4.656363649556311e-09,4.021905974392025e-08,0.001200886864091907,7.963837415848653e-10,8.437866368366884e-10,4.0164950748089527e-14,8.497064784837038e-13,9.060919475867663e-12,2.0510461337365447e-05,7.419965732955549e-12,2.472750421152162e-10,1.441928466661573e-10,1.6477602075080516e-13,1.2435162330749583e-06
0.002915675486072146,0.11165107574879146,0.0,0.0,0.0,0.0,0.25309895549958317,0.5929652069201969,0.0003043399393821653,0.0012309001174207915,2.1082837642906744e-06,1.485867581658562e-06,6.8154889913956e-15,8.282199125568266e-06,0.006756469189068106,0.09228754765343437,0.011328922894162532,4.516978873353653e-07,1.1363253297956874e-06,2.238860906408223e-06,1.4717197651577224e-05,8.346973186393277e-14,0.026240634022504688,5.43374952666581e-09,1.9035354579178513e-08,4.4989650699643876e-07,0.009218962398272688,2.094620539800931e-13,2.0350790495177884e-13,6.0942622591302565e-09,4.720584018956196e-09,4.081317799811249e-08,0.0012203801355046816,8.093109580742651e-10,8.581733718352694e-10,4.09143558397265e-14,8.655464518676507e-13,9.229830419790368e-12,2.0851759468294352e-05,7.5362028574284e-12,2.5198982738078707e-10,1.4744667217458646e-10,1.6852373324465053e-13,1.2639916942456087e-06
0.0029255263974759652,0.11165106647128574,0.0,0.0,0.0,0.0,0.2526199042112767,0.5923940944819748,0.00030458091122181354,0.0012337974761415702,2.1079210434190005e-06,1.4909210983121213e-06,6.816998393115916e-15,8.315431812156249e-06,0.006763560295130768,0.09298316082581971,0.011347437284691494,4.529202733424334e-07,1.1400517351440374e-06,2.248170570229769e-06,1.4764173525025937e-05,8.373615952494145e-14,0.026457228644485877,5.450835298223494e-09,1.9092385510005354e-08,4.533693112440636e-07,0.009307920791168583,2.1203841956795005e-13,2.058201696137739e-13,6.157941336794903e-09,4.7852600807668874e-09,4.141253573575526e-08,0.001240081979457568,8.223764921572437e-10,8.727182788494538e-10,4.167274275012187e-14,8.815763493089165e-13,9.400766635537538e-12,2.1196798956749377e-05,7.653528429299482e-12,2.5676255402544843e-10,1.507567316523227e-10,1.7233701290385904e-13,1.2846981841659057e-06
0.0029353773088797845,0.1116510922716895,0.0,0.0,0.0,0.0,0.25214006433928243,0.5918211953382393,0.00030481826527455823,0.0012366612263209479,2.107523068733614e-06,1.4959488352039316e-06,6.8184290734558734e-15,8.348577039480252e-06,0.006770487260803468,0.09368098817931977,0.011365551586473212,4.5413843123409094e-07,1.1437351547045656e-06,2.2574337452209525e-06,1.4810677196432057e-05,8.399990905969709e-14,0.026674617541002286,5.4677261228641466e-09,1.9148755022155467e-08,4.568428020280525e-07,0.009397147700861906,2.146327356495628e-13,2.0814563235958823e-13,6.221815537910851e-09,4.850387970937795e-09,4.2017117359346785e-08,0.001259992833843787,8.355806342283967e-10,8.87421525928867e-10,4.244011286316545e-14,8.977962131502698e-13,9.573728574634986e-12,2.154558832763248e-05,7.77194056486486e-12,2.615932499963203e-10,1.541235522570869e-10,1.7621649179028493e-13,1.305635774325538e-06
