Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11)
4.2425254897529755e-09,0.11224537202094134,0.0,0.0,0.0,0.0,0.3299999974417808,0.6699999976282754,2.5400887919730733e-09,2.3535674840316122e-09,1.804790155624045e-11,2.0460650521183617e-10,5.713162166511225e-20,9.072113753055246e-14,8.251417869742994e-14,9.365948986429867e-16,1.5127291831626437e-18,8.505903024836592e-15,1.7570699260450192e-14
4.369350202260648e-09,0.11224537202102543,0.0,0.0,0.0,0.0,0.32999999736530555,0.6699999975525454,2.6159677097932064e-09,2.4286996771143832e-09,1.8638791521616905e-11,2.0594668518454665e-10,5.900211696160405e-20,9.666211768086569e-14,8.795646393049952e-14,1.0294659796269061e-15,1.652392872505646e-18,9.037412225367445e-15,1.8667128950651213e-14
4.496174914768321e-09,0.1122453720210993,0.0,0.0,0.0,0.0,0.3299999972888302,0.6699999974767225,2.6918464905606447e-09,2.5039241928275143e-09,1.9229684830647194e-11,2.071944903655448e-10,6.087262289752531e-20,1.0279257651174649e-13,9.357405835045623e-14,1.1283209514273939e-15,1.8003983974224085e-18,9.585382527050839e-15,1.9797379093338903e-14
4.622999627275994e-09,0.11224537202116344,0.0,0.0,0.0,0.0,0.32999999721235496,0.6699999974008143,2.76772513772497e-09,2.579234203198029e-09,1.9820578276139184e-11,2.0835674866558271e-10,6.274312892333064e-20,1.091124456338737e-13,9.936696441526669e-14,1.2333476064138652e-15,1.956987638312748e-18,1.014981861077322e-14,2.0961451099603194e-14
4.7498243397836666e-09,0.11224537202121881,0.0,0.0,0.0,0.0,0.3299999971358796,0.6699999973248263,2.843603652565506e-09,2.6546234598497304e-09,2.041147081943538e-11,2.0943970840391497e-10,6.461363238130823e-20,1.1562165314598502e-13,1.0533518271724415e-13,1.3447336964081272e-15,2.1224025641401624e-18,1.0730723428639563e-14,2.2159342804727778e-14
4.876649052291339e-09,0.11224537202126582,0.0,0.0,0.0,0.0,0.32999999705940414,0.6699999972487647,2.9194820352437494e-09,2.7300861666464602e-09,2.1002362537814586e-11,2.1044916566388511e-10,6.64841334470776e-20,1.223201249043288e-13,1.1147871288544139e-13,1.4626669010514488e-15,2.2968851347646777e-18,1.1328098588235802e-14,2.3391049267769253e-14
5.003473764799012e-09,0.11224537202130525,0.0,0.0,0.0,0.0,0.32999999698292865,0.6699999971726347,2.9953602858170264e-09,2.805616956991098e-09,2.1593253610098655e-11,2.113904869937169e-10,6.835463191862763e-20,1.2920778546352174e-13,1.177975544617041e-13,1.5873348260046676e-15,2.480677307202031e-18,1.1941944420776638e-14,2.4656562913153277e-14
5.257123189814358e-09,0.11224537202136335,0.0,0.0,0.0,0.0,0.32999999682997766,0.6699999970201896,3.147116391939703e-09,2.9568631324299466e-09,2.2775033457492003e-11,2.1308837757803624e-10,7.209562172748514e-20,1.435503670037664e-13,1.3096117093051489e-13,1.8576248547281872e-15,2.8771581975921863e-18,1.3219044062380652e-14,2.728897038500122e-14
5.474056839190702e-09,0.11224537202139358,0.0,0.0,0.0,0.0,0.3299999966991662,0.669999996889637,3.2769053725574107e-09,3.0863897897878284e-09,2.3785747789693905e-11,2.1436695318328014e-10,7.529509501200595e-20,1.564165190068448e-13,1.4277568467905669e-13,2.1118894953064904e-15,3.2480207667922347e-18,1.4363534514228974e-14,2.964750934619162e-14
5.690990488567047e-09,0.11224537202140805,0.0,0.0,0.0,0.0,0.3299999965683545,0.669999996758944,3.4066939708143515e-09,3.2160557993904296e-09,2.479645923996003e-11,2.1550602273818519e-10,7.849455840823537e-20,1.6983512461018631e-13,1.5510312291606845e-13,2.388441111782412e-15,3.649455826123269e-18,1.5556177747066404e-14,3.2104771050107987e-14
5.9079241379433914e-09,0.11224537202140886,0.0,0.0,0.0,0.0,0.32999999643754274,0.6699999966281283,3.536482187968e-09,3.345844162061408e-09,2.580716766865333e-11,2.1652258526428372e-10,8.169401320357935e-20,1.838057791220465e-13,1.6794348425366303e-13,2.688216217113905e-15,4.082674172719631e-18,1.679694623372026e-14,3.466065747715466e-14
6.124857787319736e-09,0.11224537202139762,0.0,0.0,0.0,0.0,0.3299999963067309,0.6699999964972044,3.6662700250996372e-09,3.4757398784743465e-09,2.681787309941558e-11,2.1743163995140914e-10,8.489345612214142e-20,1.9832807197566584e-13,1.8129676716729945e-13,3.012150630100898e-15,4.548886592522001e-18,1.808580656187144e-14,3.7315058530712086e-14
6.341791436696081e-09,0.11224537202137577,0.0,0.0,0.0,0.0,0.3299999961759188,0.6699999963661857,3.796057483241633e-09,3.605729785185494e-09,2.7828575592774417e-11,2.18246350123469e-10,8.809289416744075e-20,2.1340158729496984e-13,1.951629701045633e-13,3.3611794677980703e-15,5.04930385582174e-18,1.94227199268994e-14,4.0067853061201023e-14
6.558725086072425e-09,0.11224537202134466,0.0,0.0,0.0,0.0,0.32999999604510666,0.6699999962350839,3.9258445634724254e-09,3.735802382085989e-09,2.8839275152127238e-11,2.1897821578464072e-10,9.12923148312884e-20,2.2902590445573215e-13,2.0954209156656706e-13,3.73623713974412e-15,5.58513672116716e-18,2.0807642650394647e-14,4.291890994331513e-14
6.867116777935654e-09,0.11224537202128662,0.0,0.0,0.0,0.0,0.3299999958591446,0.669999996048586,4.110348519945084e-09,3.920835659631036e-09,3.027607506361717e-11,2.198955824406814e-10,9.584058420697966e-20,2.521845886362706e-13,2.3086623680871496e-13,4.3160523782967585e-15,6.4102102449999115e-18,2.2858983378792544e-14,4.71408167343702e-14
7.175508469798883e-09,0.1122453720212149,0.0,0.0,0.0,0.0,0.3299999956731822,0.6699999958619646,4.2948517179656015e-09,4.105991101137662e-09,3.1712868983076674e-11,2.2069047285293587e-10,1.0038887902655035e-19,2.764543139550408e-13,2.5322694778877354e-13,4.953036833659632e-15,7.312781486346635e-18,2.5007100962752415e-14,5.1560595993742083e-14
7.483900161662112e-09,0.11224537202113166,0.0,0.0,0.0,0.0,0.3299999954872196,0.6699999956752405,4.4793541604989315e-09,4.2912479841789125e-09,3.314965696938926e-11,2.213836092598561e-10,1.0493709131328678e-19,3.0183383589587044e-13,2.7662422020282314e-13,5.649867447913282e-15,8.296328796518923e-18,2.72518342055785e-14,5.6177798380637124e-14
7.79229185352534e-09,0.11224537202103904,0.0,0.0,0.0,0.0,0.3299999953012567,0.6699999954884306,4.663855850486228e-09,4.476589143897575e-09,3.45864390799258e-11,2.2199215636256697e-10,1.0948519913685187e-19,3.2832189935836325e-13,3.0105804976425955e-13,6.409218149583145e-15,9.36433047405545e-18,2.9593011729170474e-14,6.099195401405786e-14
8.100683545388569e-09,0.1122453720209384,0.0,0.0,0.0,0.0,0.3299999951152935,0.6699999953015496,4.848356790862531e-09,4.662000216112688e-09,3.602321535744627e-11,2.2253047821145485e-10,1.140334906418135e-19,3.5591724077967216e-13,3.2652843221590924e-13,7.233759828906196e-15,1.0520264784015404e-17,3.203045424790226e-14,6.60025771961825e-14
8.409075237251798e-09,0.11224537202083139,0.0,0.0,0.0,0.0,0.32999999492933,0.669999995114609,5.032856984590312e-09,4.847469404756412e-09,3.7459985797947866e-11,2.2301037076717642e-10,1.1858185067319287e-19,3.8461858881839985e-13,3.5303536335710586e-13,8.126160322822526e-15,1.1767609936857105e-17,3.4563975267164233e-14,7.120916786160675e-14
8.717466929115027e-09,0.11224537202071876,0.0,0.0,0.0,0.0,0.3299999947433663,0.669999994927619,5.2173564346079604e-09,5.0329868009984445e-09,3.8896750406358066e-11,2.234417427700378e-10,1.2312968836878408e-19,4.1442466620696567e-13,3.805788389974034e-13,9.08908439568388e-15,1.310984411850422e-17,3.7193383128454854e-14,7.661121582512288e-14
9.025858620978255e-09,0.11224537202060182,0.0,0.0,0.0,0.0,0.32999999455740225,0.6699999947405877,5.401855143822052e-09,5.218544295284067e-09,4.033350920481559e-11,2.2383270370115355e-10,1.2767760497417584e-19,4.453341899970314e-13,4.0915885494563507e-13,1.0125193726788334e-14,1.455044545708137e-17,3.991848127346319e-14,8.220820132806454e-14
9.334250312841484e-09,0.11224537202048092,0.0,0.0,0.0,0.0,0.32999999437143784,0.6699999945535215,5.586353115113048e-09,5.404134994578716e-09,4.1770262230503226e-11,2.241901465325465e-10,1.3222658491840504e-19,4.77345873191614e-13,4.3877540701493174e-13,1.1237146896721917e-14,1.6092892062686067e-17,4.273906999391823e-14,8.799959867241682e-14
9.642642004704713e-09,0.11224537202035714,0.0,0.0,0.0,0.0,0.3299999941854732,0.6699999943664265,5.7708503513585535e-09,5.589753310923112e-09,4.320700951183917e-11,2.2451965917284787e-10,1.3677469240628417e-19,5.104584245332472e-13,4.69428491043495e-13,1.2427599377609028e-14,1.774066197823684e-17,4.5654946165374786e-14,9.398487566520327e-14
9.951033696567942e-09,0.11224537202023047,0.0,0.0,0.0,0.0,0.3299999939995083,0.6699999941793072,5.955346855437406e-09,5.775394441442945e-09,4.46437510675462e-11,2.248260444528567e-10,1.4132083337812192e-19,5.446705499573782e-13,5.011181028951445e-13,1.3699203526050005e-14,1.949723323776048e-17,4.866590480794051e-14,1.0016349685926721e-13
9.999999999999999e-09,0.11224537202010203,0.0,0.0,0.0,0.0,0.32999999396998075,0.6699999941495947,5.984641065774247e-09,5.80487229295355e-09,4.487187576319149e-11,2.2487283266292007e-10,1.420426877688304e-19,5.502038066516018e-13,5.062451215494038e-13,1.3908749289049402e-14,1.9786380333538364e-17,4.91527170022305e-14,1.0116228682009978e-13
1.025942538843117e-08,0.11224537202010203,0.0,0.0,0.0,0.0,0.329999993813543,0.6699999939921679,6.139842630221801e-09,5.961054570968975e-09,4.608048691329683e-11,2.2511311750730208e-10,1.4587003052419014e-19,5.799809520281648e-13,5.338442384439844e-13,1.505460857301736e-14,2.136608379702871e-17,5.177173847763945e-14,1.0653492228635061e-13
1.05678170802944e-08,0.11224537201997138,0.0,0.0,0.0,0.0,0.3299999936275775,0.6699999938050114,6.324337678571548e-09,6.1467303486196875e-09,4.751721707065574e-11,2.2538422918739901e-10,1.504218213569938e-19,6.163883314095227e-13,5.676068935834264e-13,1.6496460622761902e-14,2.3350691618043803e-17,5.497223883682418e-14,1.1309861071750422e-13
1.0876208772157628e-08,0.1122453720198396,0.0,0.0,0.0,0.0,0.3299999934416117,0.6699999936178406,6.508832003334282e-09,6.332419102793056e-09,4.895394156555226e-11,2.2564205107106467e-10,1.549664790212711e-19,6.538913862831201e-13,6.024060642263317e-13,1.8027402640735632e-14,2.5454534589556222e-17,5.826719600849475e-14,1.198540183194198e-13
1.1184600464020857e-08,0.11224537201970641,0.0,0.0,0.0,0.0,0.32999999325564544,0.6699999934306576,6.693325607353584e-09,6.518118608386444e-09,5.0390660421577207e-11,2.2588880824088863e-10,1.5951077934885815e-19,6.924888129870602e-13,6.382417462872767e-13,1.9650074452270652e-14,2.7681090564260205e-17,6.165639927412895e-14,1.2680060010183398e-13
1.1492992155884085e-08,0.11224537201957226,0.0,0.0,0.0,0.0,0.3299999930696789,0.6699999932434645,6.87781849346881e-09,6.703827023995161e-09,5.1827373660527274e-11,2.2612634208500353e-10,1.6406436369757554e-19,7.321793062121943e-13,6.751139356955541e-13,2.1367112738701595e-14,3.0033837356736916e-17,6.513963726165516e-14,1.3393781030640787e-13
1.1801383847747314e-08,0.11224537201943731,0.0,0.0,0.0,0.0,0.3299999928837122,0.6699999930562628,7.062310664514564e-09,6.889542791390787e-09,5.3264081303551105e-11,2.2635621081784444e-10,1.686140512051728e-19,7.729615593203467e-13,7.130226284202442e-13,2.318115103357336e-14,3.251625275040286e-17,6.871669824609552e-14,1.4126510302835592e-13
1.2109775539610543e-08,0.11224537201930157,0.0,0.0,0.0,0.0,0.32999999269774505,0.6699999928690534,7.246802123319665e-09,7.0752646137536185e-09,5.470078337232008e-11,2.2657971124750668e-10,1.7315408011816955e-19,8.14834264384243e-13,7.519678204383958e-13,2.509481971855491e-14,3.5131814488968735e-17,7.238737021412516e-14,1.487819323485182e-13
1.2726558923337e-08,0.11224537201902852,0.0,0.0,0.0,0.0,0.3299999923258099,0.6699999924946168,7.61578291549689e-09,7.446722226281665e-09,5.757417087564381e-11,2.2701180425911128e-10,1.8225257057677933e-19,9.018457931645481e-13,8.329676862704973e-13,2.92315540053667e-14,4.07762877838562e-17,8.0008698549309e-14,1.643820189759727e-13
1.3270837237548193e-08,0.11224537201878627,0.0,0.0,0.0,0.0,0.3299999919975959,0.6699999921641809,7.941386370822348e-09,7.774525014102037e-09,6.010976320485793e-11,2.2738072991822135e-10,1.9028555239636068e-19,9.822389185603606e-13,9.078892710256607e-13,3.3238473930583013e-14,4.623334380107571e-17,8.704305849642472e-14,1.7877266977491485e-13
1.3815115551759385e-08,0.1122453720185431,0.0,0.0,0.0,0.0,0.32999999166938093,0.6699999918337336,8.26698764939951e-09,8.10233517676341e-09,6.26453384988566e-11,2.2774130464101318e-10,1.9832309090390363e-19,1.0660091782546717e-12,9.860393333746252e-13,3.7594630352860077e-14,5.215674500980264e-17,9.436585376412805e-14,1.9374561677366486e-13
1.4359393865970577e-08,0.11224537201829927,0.0,0.0,0.0,0.0,0.3299999913411648,0.6699999915032767,8.592586766625438e-09,8.430150409563854e-09,6.518089687716038e-11,2.2809583310946395e-10,2.0632554373472333e-19,1.1531493513404228e-12,1.0674178517429837e-12,4.231437664741862e-14,5.856560856867195e-17,1.0197592100719283e-13,2.0929788283611975e-13
1.490367218018177e-08,0.11224537201805508,0.0,0.0,0.0,0.0,0.3299999910129477,0.6699999911728125,8.918183737858252e-09,8.757968937980362e-09,6.771643845933083e-11,2.284460898314534e-10,2.1438319285785837e-19,1.2436522108062065e-12,1.1520248045789042e-12,4.7412035444680794e-14,6.54790512801553e-17,1.0987210002628746e-13,2.2542650285710837e-13
1.544795049439296e-08,0.11224537201781057,0.0,0.0,0.0,0.0,0.3299999906847295,0.6699999908423421,9.243778578417043e-09,9.08578949719032e-09,7.025196336518688e-11,2.2879333961907713e-10,2.2233444521516515e-19,1.3375105241351462e-12,1.2398601707342868e-12,5.290189861406718e-14,7.291618959096035e-17,1.1805323381370543e-13,2.4212852382516574e-13
1.618481140989278e-08,0.11224537201747924,0.0,0.0,0.0,0.0,0.3299999902403757,0.6699999903949324,9.684575635868096e-09,9.529604952031356e-09,7.368460950994424e-11,2.2926011929592794e-10,2.3321192426913605e-19,1.4699123302908678e-12,1.3639183601308705e-12,6.098456100044083e-14,8.385329739754895e-17,1.295810842648912e-13,2.656486292663937e-13
1.6921672325392603e-08,0.11224537201714765,0.0,0.0,0.0,0.0,0.32999998979601985,0.6699999899475142,1.0125368853910336e-08,9.973421228350417e-09,7.711722560293144e-11,2.2972428834429232e-10,2.4435843290419295e-19,1.608432968220063e-12,1.4938936836230597e-12,6.984751043741603e-14,9.583273557522422e-17,1.4162625181504818e-13,2.9020705326841536e-13
1.7658533240892424e-08,0.11224537201681603,0.0,0.0,0.0,0.0,0.3299999893516619,0.6699999895000884,1.0566158270233405e-08,1.0417237488135541e-08,8.054981193796709e-11,2.3018668477096677e-10,2.55116446653003e-19,1.753054450777467e-12,1.6297860903188375e-12,7.952594058988887e-14,1.0890193625782151e-16,1.5418589959424365e-13,3.1579658626566546e-13
1.8395394156392246e-08,0.11224537201648434,0.0,0.0,0.0,0.0,0.3299999889073018,0.6699999890526558,1.1006943922406611e-08,1.0861053123911665e-08,8.398236880804349e-11,2.3064791604791572e-10,2.654868999271286e-19,1.9037587779141254e-12,1.7715955291737909e-12,9.005494147228416e-14,1.231083304429011e-16,1.672572056109529e-13,3.424100673545551e-13
1.9132255071892068e-08,0.11224537201615267,0.0,0.0,0.0,0.0,0.32999998846293965,0.669999988605216,1.1447725847879172e-08,1.1304867726432782e-08,8.741489650533231e-11,2.3110839141986287e-10,2.766035233881319e-19,2.0605279371147935e-12,1.919321948514817e-12,1.0146949938171302e-13,1.384993480007191e-16,1.8083736276630675e-13,3.700403841554136e-13
1.986911598739189e-08,0.11224537201582098,0.0,0.0,0.0,0.0,0.3299999880185752,0.6699999881577703,1.1888504083980879e-08,1.1748681000306982e-08,9.084739532103813e-11,2.3156840627844673e-10,2.8818945411650365e-19,2.223343907092124e-12,2.0729652985822297e-12,1.138044968312768e-13,1.5512241769748248e-16,1.949235790142017e-13,3.986804729606172e-13
2.060597690289171e-08,0.11224537201548943,0.0,0.0,0.0,0.0,0.3299999875742085,0.6699999877103183,1.2329278667922135e-08,1.2192492767268259e-08,9.427986554537037e-11,2.320281388904721e-10,2.9831215159968525e-19,2.392188658621243e-12,2.232525531773445e-12,1.2709471250873228e-13,1.730249672024478e-16,2.0951307729026252e-13,4.2832331846412113e-13
2.1342837818391533e-08,0.1122453720151579,0.0,0.0,0.0,0.0,0.32999998712983963,0.66999998726286,1.2770049636794223e-08,1.2636302922789562e-08,9.771230746761514e-11,2.3248769378446226e-10,3.0785399646117733e-19,2.567044151415492e-12,2.398002598169889e-12,1.4137482119978357e-13,1.922544231112374e-16,2.24603095515679e-13,4.589619535186679e-13
2.2079698733891355e-08,0.11224537201482644,0.0,0.0,0.0,0.0,0.32999998668546837,0.669999986815396,1.321081702756941e-08,1.3080111410621467e-08,1.011447213761805e-10,2.3294712721174884e-10,3.2131473070676904e-19,2.7478923337613614e-12,2.569396444733847e-12,1.5667939376628257e-13,2.1285821095388437e-16,2.4019088663567266e-13,4.905894591408297e-13
2.2816559649391176e-08,0.1122453720144951,0.0,0.0,0.0,0.0,0.3299999862410947,0.6699999863679261,1.3651580877101319e-08,1.35239181854934e-08,1.0457710755854144e-10,2.334064844449133e-10,3.3496131935294134e-19,2.9347151559345858e-12,2.7467070271558064e-12,1.7304289707221068e-13,2.3488375522533244e-16,2.562737185783279e-13,5.231989641244519e-13
2.429028148039082e-08,0.11224537201383265,0.0,0.0,0.0,0.0,0.3299999853523404,0.6699999854729682,1.4533098099256303e-08,1.4411526527547293e-08,1.1144179788982155e-10,2.343250391479656e-10,3.514775902769821e-19,3.3262124852472573e-12,3.119078221215983e-12,2.0908404343091954e-13,2.8338980584051265e-16,2.8991365144945647e-13,5.913367261401833e-13
2.5764003311390463e-08,0.11224537201317054,0.0,0.0,0.0,0.0,0.32999998446357615,0.6699999845779864,1.541460159571711e-08,1.5299127756234322e-08,1.1830638074254174e-10,2.3524355062808724e-10,3.737693236365608e-19,3.741391590775882e-12,3.515115789509366e-12,2.4977191445933914e-13,3.3815195060149547e-16,3.255013352141069e-13,6.633212171208335e-13
2.7237725142390107e-08,0.11224537201250892,0.0,0.0,0.0,0.0,0.3299999835748018,0.6699999836829814,1.6296091656873983e-08,1.6186721841990664e-08,1.251708583818412e-10,2.361620484681335e-10,3.9757498123327176e-19,4.180107878613087e-12,3.934819370378733e-12,2.953783477188638e-13,3.9954954792517664e-16,3.630154679573673e-13,7.390992302041319e-13
2.871144697338975e-08,0.11224537201184762,0.0,0.0,0.0,0.0,0.32999998268601693,0.6699999827879528,1.7177568571743174e-08,1.7074308788512023e-08,1.3203523306213186e-10,2.3708052899173524e-10,4.1782317901525313e-19,4.642216732659548e-12,4.378188608627785e-12,3.4617397103393604e-13,4.679619451978157e-16,4.0243491682097795e-13,8.186180928917113e-13
3.165889063538904e-08,0.11224537201052624,0.0,0.0,0.0,0.0,0.3299999809084149,0.6699999809978247,1.894048410335108e-08,1.8849461275248684e-08,1.4576368244372922e-10,2.3891742676804034e-10,4.614230694948661e-19,5.636033628646453e-12,5.3359226650549316e-12,4.644017735481193e-13,6.273484095535389e-16,4.869070955298336e-13,9.886735453475553e-13
3.4606334297388324e-08,0.11224537200920644,0.0,0.0,0.0,0.0,0.3299999791307678,0.669999979207602,2.0703350463338082e-08,2.0624585191031242e-08,1.5949174661595404e-10,2.407542695241951e-10,5.04880023305778e-19,6.7216855888837606e-12,6.3883152364685426e-12,6.06585615818602e-13,8.193458241522211e-16,5.787535600815491e-13,1.1730811237746262e-12
3.755377795938761e-08,0.11224537200788838,0.0,0.0,0.0,0.0,0.3299999773530732,0.6699999774172855,2.2466169894882813e-08,2.2399680512852426e-08,1.7321944307670047e-10,2.4259108042155816e-10,5.4833581414889585e-19,7.898016741231426e-12,7.535363720213778e-12,7.748295799060596e-13,1.0469884589138621e-15,6.778135176842926e-13,1.3714453750848423e-12
4.3448665283386185e-08,0.11224537200525742,0.0,0.0,0.0,0.0,0.32999997379753276,0.669999973836369,2.599167673896253e-08,2.5949785365646635e-08,2.0067380124731564e-10,2.4626461622077235e-10,6.352441202648603e-19,1.0518105496242546e-11,1.0113418835482343e-11,1.1977308809079518e-12,1.6213451148893706e-15,8.969546066080829e-13,1.8085360404104835e-12
4.934355260738476e-08,0.11224537200263367,0.0,0.0,0.0,0.0,0.3299999702417762,0.6699999702550754,2.9517021987062388e-08,2.949977582455991e-08,2.281268923110387e-10,2.499380444704552e-10,7.2214841534806215e-19,1.3487096645219896e-11,1.3070069538358762e-11,1.749409971732679e-12,2.3746888662527614e-15,1.143111901379296e-12,2.2969914654898127e-12
5.523843993138333e-08,0.1122453720000174,0.0,0.0,0.0,0.0,0.3299999666857865,0.6699999666734042,3.304222252451688e-08,3.304965190212558e-08,2.555788479911111e-10,2.536113538700893e-10,8.090491162673539e-19,1.679583764687078e-11,1.640529916949871e-11,2.4457548557963144e-12,3.3312877357700984e-15,1.4151186107582302e-12,2.8340154386883906e-12
6.11333272553819e-08,0.11224537199740889,0.0,0.0,0.0,0.0,0.32999996312954727,0.6699999630913555,3.6567294756423543e-08,3.65994136024221e-08,2.830297962683556e-10,2.572845415731829e-10,8.959466281965645e-19,2.0435244500421217e-11,2.0119092908461977e-11,3.3022230293517622e-12,4.515407592141498e-15,1.7118595811207095e-12,3.4169678327734113e-12
6.702821457938048e-08,0.11224537199480837,0.0,0.0,0.0,0.0,0.3299999595730421,0.669999959508929,4.009225461625545e-08,4.014906092447289e-08,3.1047986144794605e-10,2.609576097875038e-10,9.828413446306762e-19,2.4396317513801856e-11,2.421143771037762e-11,4.333847509239881e-12,5.951312604090568e-15,2.032268707394663e-12,4.0433549697589386e-12
7.881798922737763e-08,0.11224537198963237,0.0,0.0,0.0,0.0,0.32999995245917213,0.6699999523429424,4.714189879355748e-08,4.724801243642927e-08,3.6537782289817885e-10,2.683033900794266e-10,1.156623911696075e-18,3.3247961091247806e-11,3.353173625596674e-11,6.980742228049632e-12,9.675530068592623e-15,2.7400407230831326e-12,5.4170845641577224e-12
8.942878641057506e-08,0.1122453719850038,0.0,0.0,0.0,0.0,0.32999994605562805,0.669999945892262,5.348634490796118e-08,5.363667762971314e-08,4.1478414350447823e-10,2.7491418990466623e-10,1.3130223825570923e-18,4.222640655910562e-11,4.3214552350689686e-11,1.0104482380147449e-11,1.4131830242994585e-14,3.448189787178659e-12,6.779615101671556e-12
9.999999999999998e-08,0.11224537198040468,0.0,0.0,0.0,0.0,0.3299999396748876,0.669999939464427,5.980698697191549e-08,6.000114139996119e-08,4.6400507152016776e-10,2.814999463361029e-10,1.4688339828044564e-18,5.2073687268145016e-11,5.408076977488342e-11,1.3994839860472044e-11,1.9757770205471858e-14,4.215447634887538e-12,8.244193354143795e-12
1.0003958359377249e-07,0.11224537198040468,0.0,0.0,0.0,0.0,0.32999993965099295,0.6699999394403559,5.983065426923291e-08,6.002497225340595e-08,4.641893765430492e-10,2.815246057783851e-10,1.4694174106613956e-18,5.211219239050998e-11,5.412374547451202e-11,1.4010959187082505e-11,1.978123743259648e-14,4.21843046656486e-12,8.249865360128237e-12
1.1065038077696992e-07,0.11224537197583608,0.0,0.0,0.0,0.0,0.32999993324518906,0.6699999329872239,6.617490391961695e-08,6.64128963161672e-08,5.135941231516888e-10,2.881346361982639e-10,1.625810898944312e-18,6.285732686006914e-11,6.625929637938307e-11,1.8773386276735965e-11,2.6765250878605176e-14,5.046035076536507e-12,9.817557937973305e-12
1.2126117796016735e-07,0.11224537197129897,0.0,0.0,0.0,0.0,0.32999992683814255,0.6699999265328658,7.251916668887261e-08,7.280044982315153e-08,5.62998951620308e-10,2.947442831609533e-10,1.7822046463593495e-18,7.441542485290121e-11,7.962120014725827e-11,2.4461100974379794e-11,3.522538165642769e-14,5.9266306076969084e-12,1.147338010940575e-11
1.3187197514336477e-07,0.11224537196679421,0.0,0.0,0.0,0.0,0.32999992042978404,0.6699999200772805,7.886351132948178e-08,7.918763278114923e-08,6.124043984426681e-10,3.0135354702179906e-10,1.9386003512075247e-18,8.674178211054376e-11,9.42094655034273e-11,3.1139676229214555e-11,4.5303158011569055e-14,6.856175069217804e-12,1.3208902222968802e-11
1.424827723265622e-07,0.11224537196232257,0.0,0.0,0.0,0.0,0.32999991402004786,0.6699999136204676,8.520800266860237e-08,8.55744451984221e-08,6.618109694990233e-10,3.0796242665920146e-10,2.094999614881085e-18,9.979342716274734e-11,1.1002411410111687e-10,3.887104953878642e-11,5.714013046748346e-14,7.830933982060381e-12,1.5016498668967526e-11
1.5309356950975965e-07,0.11224537195788482,0.0,0.0,0.0,0.0,0.329999907608872,0.669999907162427,9.155270174748045e-08,9.196088708192942e-08,7.112191411415514e-10,3.145709222489425e-10,2.2514039452995006e-18,1.1352914960224481e-10,1.2706517989976935e-10,4.7713643159200485e-11,7.08778759031389e-14,8.847460705265644e-12,1.6889283162860074e-11
1.637043666929571e-07,0.11224537195348148,0.0,0.0,0.0,0.0,0.3299999011961984,0.6699999007031577,9.78976660354988e-08,9.83469584380445e-08,7.606293618613544e-10,3.211790345478642e-10,2.407814762186446e-18,1.279095206799137e-10,1.4533270825124615e-10,5.772255094138391e-11,8.665800320113827e-14,9.902568459028958e-12,1.882101856091069e-11
1.7431516387615454e-07,0.11224537194911322,0.0,0.0,0.0,0.0,0.32999989478197217,0.6699998942426596,1.0424294958184726e-07,1.0473265927453098e-07,8.100420534700431e-10,3.2778676291755753e-10,2.5642334008101782e-18,1.428968891973773e-10,1.648267552856861e-10,6.894967258011528e-11,1.0462215682318292e-13,1.099331232861462e-11,2.0806060480206344e-11
1.8492596105935198e-07,0.11224537194478043,0.0,0.0,0.0,0.0,0.32999988836614186,0.6699998877809319,1.1058860318770859e-07,1.1111798959889253e-07,8.59457612441474e-10,3.343941069752243e-10,2.7206611162308685e-18,1.5845536090940474e-10,1.8554738724265872e-10,8.144386760763954e-11,1.249120205844959e-13,1.2116970391796711e-11,2.283929970239683e-11
1.9553675824254943e-07,0.11224537194048372,0.0,0.0,0.0,0.0,0.32999988194865887,0.6699998813179745,1.1693467454530445e-07,1.1750294941719395e-07,9.088764109954697e-10,3.4100106777243474e-10,2.877099086731188e-18,1.7455077125108852e-10,2.0749467994996184e-10,9.525108080729614e-11,1.4766932047712742e-13,1.3271029518217173e-11,2.4916119942933775e-11
2.0614755542574687e-07,0.11224537193622339,0.0,0.0,0.0,0.0,0.3299998755294778,0.6699998748537869,1.2328120840418026e-07,1.2388753873661892e-07,9.582987983938435e-10,3.4760764523752544e-10,3.03354841791896e-18,1.911506520344679e-10,2.306687182015231e-10,1.104144922631737e-10,1.730358280350861e-13,1.4453168453369373e-11,2.703234762475898e-11
2.1675835260894431e-07,0.11224537193199985,0.0,0.0,0.0,0.0,0.32999986910855605,0.6699998683883686,1.296282467203782e-07,1.3027175756545165e-07,1.0077251021032023e-09,3.542138381943619e-10,3.1900101464080424e-18,2.082241945101414e-10,2.5506959521190106e-10,1.2697465266976346e-10,2.011533631679288e-13,1.566124333239164e-11,2.918420966293289e-11
2.3797994697533918e-07,0.11224537192366436,0.0,0.0,0.0,0.0,0.3299998562613329,0.6699998554538384,1.4232399151285486e-07,1.4303908377716223e-07,1.1065906666073875e-09,3.674250731735308e-10,3.502974619764488e-18,2.436770310359186e-10,3.075522771803123e-10,1.6443512752432993e-10,2.6620905386258105e-13,1.8147428303259904e-11,3.358150950665923e-11
