Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247)
2.83140796926959e-07,0.11224537190660952,0.0,0.0,0.0,0.0,0.3299998288404796,0.6699998277366608,1.6931774488587492e-07,1.7029077074875268e-07,1.3165659351011461e-09,3.966626061525364e-10,4.167663224063878e-18,3.480858027540416e-10,5.235771135073347e-10,2.805578976385152e-10,4.4820292503831675e-13,7.240579124622553e-11,4.328402448187603e-11,1.3922013550754509e-14,3.4823092472464986e-14,1.9750178253557719e-22,3.3933118378004033e-15,2.1359319279005453e-15,6.817349897920894e-13,2.6250932326549784e-20,6.423082680373722e-20,5.265165599450812e-29,1.8222920296913725e-23,2.2910536851827395e-29,1.338732984249185e-30,9.324332878570513e-29,4.168694244744098e-28,2.7642121627070775e-34
2.915485591248274e-07,0.11224537190348287,0.0,0.0,0.0,0.0,0.32999982373720516,0.6699998225959654,1.74350106286934e-07,1.7535268718322167e-07,1.3557474470641652e-09,4.0193178574093754e-10,4.2916943881214904e-18,3.6524125639823905e-10,5.5520110055139e-10,3.039983246934864e-10,4.893364003799532e-13,7.566190974665233e-11,4.512725672776769e-11,1.493882354874681e-14,3.815715849899683e-14,2.1641118845011413e-22,3.83626116857303e-15,2.2121151319897575e-15,7.021426400568588e-13,2.890711850385004e-20,7.292149680837243e-20,6.275597426799262e-29,1.9967246646451064e-23,2.680358368360979e-29,1.5961033729051384e-30,1.0739386469746558e-28,4.9472317043849085e-28,3.2804561775718336e-34
2.999563213226958e-07,0.11224537190038043,0.0,0.0,0.0,0.0,0.3299998186324331,0.6699998174541798,1.7938302755364798e-07,1.8041452802588196e-07,1.3949333040128712e-09,4.0720089394840307e-10,4.415739362971691e-18,3.826096271044239e-10,5.877532504526784e-10,3.285733174852879e-10,5.329143855666425e-13,7.894449002962973e-11,4.69804599826223e-11,1.59978863486293e-14,4.169251716662841e-14,2.364622407619975e-22,4.3209192581355156e-15,2.289100451852093e-15,7.225548040241374e-13,3.1741101020392116e-20,8.247753384843802e-20,7.083999415073447e-29,2.1817094451377738e-23,3.1213217844429364e-29,1.892593141980345e-30,1.2318936560271563e-28,5.842038925123277e-28,3.873803185291637e-34
3.0836408352056425e-07,0.11224537189730223,0.0,0.0,0.0,0.0,0.32999981352614827,0.6699998123113039,1.8441652360776313e-07,1.8547629329875886e-07,1.4341236287083015e-09,4.1246993083744957e-10,4.539798429004774e-18,4.001805114994119e-10,6.212336771972251e-10,3.542965670184924e-10,5.790077281821768e-13,8.225192239263491e-11,4.884285468206306e-11,1.7099718738566035e-14,4.543443233214188e-14,2.576847937541421e-22,4.849759937414788e-15,2.3668033954797867e-15,7.429716649115241e-13,3.4759106404862044e-20,9.295593488485511e-20,8.148581548188853e-29,2.377485837100385e-23,3.618992004416284e-29,2.2326423964957703e-30,1.407668864034419e-28,6.86644025880579e-28,4.553083292900548e-34
3.1677184571843267e-07,0.11224537189424832,0.0,0.0,0.0,0.0,0.32999980841833615,0.6699998071673371,1.8945060860859537e-07,1.905379830243458e-07,1.473318486144721e-09,4.177388967167082e-10,4.663872193253775e-18,4.179438834115019e-10,6.556424980861858e-10,3.811810750450022e-10,6.276873057452763e-13,8.558272541658375e-11,5.071375452929437e-11,1.824482941024139e-14,4.938811209603811e-14,2.801083858477806e-22,5.42532202436782e-15,2.4455697960798785e-15,7.633927896765449e-13,3.796741466361522e-20,1.0441566360616204e-19,7.776241046707631e-29,2.5844597811454728e-23,4.178740372568614e-29,2.6210307588401835e-30,1.6027087096378386e-28,8.03483477081904e-28,5.327865074713994e-34
3.251796079163011e-07,0.11224537189121887,0.0,0.0,0.0,0.0,0.3299998033089828,0.6699998020222795,1.9448529576525752e-07,1.9559959722574947e-07,1.5125180999316921e-09,4.2300779121648215e-10,4.787960234765576e-18,4.358901899196503e-10,6.909798325063006e-10,4.09239154046993e-10,6.79024027178373e-13,8.893551778733598e-11,5.2592533114831123e-11,1.943376416841595e-14,5.3558662918687583e-14,3.0376197791054703e-22,6.050210083603715e-15,2.5245415837704994e-15,7.838194507876871e-13,4.137231590262663e-20,1.169177210880935e-19,1.0733906113742327e-28,2.8025232530010907e-23,4.806289796257515e-29,3.062898636926261e-30,1.8185344350348437e-28,9.36276483657189e-28,6.20839913451516e-34
3.335873701141695e-07,0.11224537188821376,0.0,0.0,0.0,0.0,0.32999979819807546,0.669999796876131,1.9952059792371066e-07,2.0066113592617914e-07,1.5517223644453677e-09,4.282766153091558e-10,4.9120648838770266e-18,4.540103933013443e-10,7.27245803401399e-10,4.384824907781016e-10,7.330888343194777e-13,9.23089826685938e-11,5.447858715285848e-11,2.0667087868162927e-14,5.795111130688858e-14,3.2867408005939685e-22,6.727090882015167e-15,2.6052728446231944e-15,8.042494928810976e-13,4.4980108884786736e-20,1.3052513167734584e-19,5.772691893282053e-29,3.03282508694091e-23,5.507703029253245e-29,3.563749159309503e-30,2.0567451366647974e-28,1.0866995438730603e-27,7.205934991350238e-34
3.4199513231203793e-07,0.11224537188523327,0.0,0.0,0.0,0.0,0.32999979308560157,0.6699997917288906,2.045565267159582e-07,2.0572259914971503e-07,1.5909317803696663e-09,4.335453673446151e-10,5.036181087064568e-18,4.722959033258791e-10,7.644405330645341e-10,4.689222244422967e-10,7.899527026412555e-13,9.570186215629305e-11,5.637133696076724e-11,2.194533460478704e-14,6.257045739108374e-14,3.5487304616479184e-22,7.458689628289574e-15,2.6846223458128567e-15,8.246874299886716e-13,4.8797138736780126e-20,1.4530288607970573e-19,2.092038801220131e-28,3.2734202077297723e-23,6.289408310655864e-29,4.1294663789483286e-30,2.319018281154123e-28,1.2565579082574115e-27,8.332115806188213e-34
3.5040289450990635e-07,0.11224537188227716,0.0,0.0,0.0,0.0,0.32999978797154955,0.6699997865805587,2.0959309409156557e-07,2.1078398692000687e-07,1.630145930572671e-09,4.3881404960929096e-10,5.1603167329847395e-18,4.907384382898154e-10,8.025641498845359e-10,5.005689818065436e-10,8.496866398641772e-13,9.911298350885586e-11,5.8270260283856e-11,2.326899495106779e-14,6.742168761901756e-14,3.8238716382454327e-22,8.247789988596023e-15,2.7665183114209268e-15,8.451277267375697e-13,5.282982394268089e-20,1.613179331216587e-19,1.729925097473519e-28,3.5276307630100654e-23,7.158195667818528e-29,4.766320191538566e-30,2.607111815725815e-28,1.4477914292723455e-27,9.600259547745612e-34
3.5881065670777477e-07,0.11224537187934558,0.0,0.0,0.0,0.0,0.3299997828559081,0.6699997814311348,2.1463031056447607e-07,2.158452992617753e-07,1.6693651047596608e-09,4.4408266129720515e-10,5.284468575967056e-18,5.093301303234692e-10,8.416167817656404e-10,5.334327602364672e-10,9.123616905186982e-13,1.0254127175769322e-10,6.017489749762122e-11,2.4638570805468862e-14,7.250970857574549e-14,4.1124425812937267e-22,9.097245614843348e-15,2.8493455206866688e-15,8.65572723867953e-13,5.708462078840487e-20,1.7863954099310444e-19,1.2484797329486735e-28,3.794329769202101e-23,8.121275234829077e-29,5.48102022702243e-30,2.92287703635193e-28,1.6624970005147524e-27,1.102406624850425e-33
3.672184189056432e-07,0.11224537187643863,0.0,0.0,0.0,0.0,0.3299997777386666,0.6699997762806188,2.1966818629072123e-07,2.209065361999066e-07,1.7085894775269752e-09,4.493512020943745e-10,5.4086355215259844e-18,5.280634408198451e-10,8.81598558654406e-10,5.675231346576033e-10,9.780489265651742e-13,1.0598570107513934e-10,6.208481141043142e-11,2.605457581530612e-14,7.783936732624318e-14,4.414718183957987e-22,1.0009959024196228e-14,2.9323770072336643e-15,8.860234970584717e-13,6.156800160340686e-20,1.9733866068663236e-19,1.3432337923593056e-28,4.0732233312867813e-23,9.186208749236009e-29,6.280655010972657e-30,3.268236226442174e-28,1.902892018525926e-27,1.2618159101074038e-33
