Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247)
0.002304837835884931,0.11172154299566132,0.0,0.0,0.0,0.0,0.2806840763606746,0.6243148213732637,0.0002815175217565364,0.0010184721642083644,2.0519942363909233e-06,1.1615693340419565e-06,6.4957415388443415e-15,6.1854831086931775e-06,0.0059982570562638155,0.05424006625440799,0.009382519761245421,3.7498311097228894e-07,8.639617345651211e-07,1.618561524104388e-06,1.1194498462611639e-05,6.349045632810247e-14,0.014523735211482933,4.1571261026431565e-09,1.4746956859386452e-08,2.4923546467279545e-07,0.004433765674948276,8.65293303816096e-14,9.052651609266773e-14,2.709467687329939e-09,1.6944938914699072e-09,1.4404343860809102e-08,0.00043220982431133823,2.8662556470536536e-10
0.002327811116609749,0.11171716584911241,0.0,0.0,0.0,0.0,0.2797280582418735,0.6232828787252493,0.0002825703740565647,0.0010298213387662843,2.05634458075399e-06,1.1766572234522356e-06,6.509513604085009e-15,6.2701785891733706e-06,0.006039227837436181,0.055491381090105533,0.009479576539664717,3.784690688122852e-07,8.77559261735128e-07,1.6444368245749762e-06,1.1355126085404814e-05,6.440146859811386e-14,0.014897869751792062,4.219285750698042e-09,1.4955938474740158e-08,2.5611297737512223e-07,0.004582139756253649,8.997720370875467e-14,9.392320875605184e-14,2.8107213729380278e-09,1.7752475306303162e-09,1.5129673831497376e-08,0.0004566055232329329,3.028038896898704e-10
0.0023507843973345675,0.11171295792123562,0.0,0.0,0.0,0.0,0.2787637691726239,0.622237732105602,0.00028360123162947284,0.0010411634284297681,2.060463246675447e-06,1.1918158205658228e-06,6.522552282077691e-15,6.355220137067605e-06,0.006079341180842,0.05675932723171656,0.009574696129851441,3.819681427705008e-07,8.911911048044088e-07,1.6703844092480362e-06,1.151541157161282e-05,6.53105404322764e-14,0.015277328908102484,4.2814281292925405e-09,1.5164782963796453e-08,2.6308691873261965e-07,0.004733279719623619,9.352393941657598e-14,9.741378059934028e-14,2.9141338394356303e-09,1.8587450161042187e-09,1.588356361205586e-08,0.0004820855309459419,3.1970128815222006e-10
0.0023737576780593858,0.11170892362657966,0.0,0.0,0.0,0.0,0.2777912917567529,0.6211794075036822,0.0002846100050431802,0.0010524953404444646,2.064349873852171e-06,1.2070427992480415e-06,6.534856431955398e-15,6.440594680523542e-06,0.006118592481352782,0.058043888381405416,0.009667834592352098,3.8548033642306467e-07,9.048521749026137e-07,1.6963977369305322e-06,1.167529526414402e-05,6.621733348115238e-14,0.015662100340077652,4.34352750002739e-09,1.5373404928874503e-08,2.7015591058873064e-07,0.004887163619203072,9.717094299947681e-14,1.0099955358270016e-13,3.019687151841633e-09,1.9450268200982514e-09,1.6666766902070615e-08,0.0005086829822177401,3.373397338444659e-10
0.002396730958784204,0.11170506730480112,0.0,0.0,0.0,0.0,0.2768107115332191,0.6201079359914429,0.0002855966051471625,0.0010638139188737263,2.0680041498513563e-06,1.2223357384600486e-06,6.546425064379387e-15,6.526288601479038e-06,0.00615697735533179,0.05934504197522491,0.009758949686319093,3.890056375154117e-07,9.18537246005726e-07,1.7224700790179162e-06,1.1834716569905636e-05,6.712150408669684e-14,0.01605216971215119,4.405557635872671e-09,1.558171735874943e-08,2.773184759726542e-07,0.005043766898854839,1.0091958468543215e-13,1.0468181744683755e-13,3.127360620681011e-09,2.0341315442951156e-09,1.748004093709182e-08,0.000536431343294154,3.5574142034291116e-10
0.0024197042395090224,0.11170139321671343,0.0,0.0,0.0,0.0,0.2758221169983524,0.6190233538116884,0.0002865609433258439,0.0010751159477246077,2.0714258127758002e-06,1.237692123670277e-06,6.5572573499763745e-15,6.6122877360119345e-06,0.0061944916420846735,0.06066275905975627,0.00984800091073948,3.9254401797275827e-07,9.322409582984191e-07,1.7485945200717984e-06,1.1993613995063863e-05,6.802270348223753e-14,0.016447520663037143,4.467491844591301e-09,1.5789631706496125e-08,2.8457303835055567e-07,0.0052030623819119045,1.0477119658388534e-13,1.0846182723927423e-13,3.23713077607407e-09,2.1260957903776137e-09,1.832414566317653e-08,0.0005653643841743009,3.7492874266181126e-10
0.0024426775202338407,0.11169790554036661,0.0,0.0,0.0,0.0,0.27482559962503383,0.6179257024621875,0.0002875029317545926,0.001086398154250419,2.074614653874135e-06,1.253109348452303e-06,6.567352627601514e-15,6.69857737606167e-06,0.006231131405869089,0.06199700417361715,0.009934949543654916,3.960954339297359e-07,9.45957821923381e-07,1.7747639587651912e-06,1.215192518476524e-05,6.892057801775709e-14,0.016848134776488347,4.529302994152911e-09,1.5997057973889286e-08,2.9191792109119026e-07,0.005365020264918392,1.0872706985749214e-13,1.1234080082421693e-13,3.3489713475060247e-09,2.220954032044033e-09,1.9199842881274273e-08,0.0005955161495270719,3.949242779662603e-10
0.002465650800958659,0.11169460836715515,0.0,0.0,0.0,0.0,0.2738212538786189,0.6168150287752816,0.00028842248366451386,0.001097657212422749,2.077570520191064e-06,1.2685847162619607e-06,6.5767104127280414e-15,6.7851422724882735e-06,0.0062668929384358885,0.06334773523430245,0.01001975867927556,3.9965982578831156e-07,9.59682221183958e-07,1.8009711095949984e-06,1.2309586967439736e-05,6.981476941116087e-14,0.017253991553449127,4.590963539514192e-09,1.620390480043121e-08,2.9935134709018196e-07,0.005529608115474098,1.1278845185073783e-13,1.163199163862204e-13,3.4628532480656573e-09,2.3187384870789758e-09,2.0107895354893213e-08,0.0006269209282691194,4.157507653974385e-10
0.0024886240816834773,0.11169150569798882,0.0,0.0,0.0,0.0,0.27280917722940956,0.6156913849926183,0.00028931951361238674,0.0011088897465713582,2.080293317154819e-06,1.2841154424011343e-06,6.585330405638182e-15,6.871966639692546e-06,0.006301772762075716,0.0647149034308279,0.010102393262882018,4.03237118300712e-07,9.734084191477876e-07,1.8272085051858592e-06,1.2466535403713886e-05,7.07049150256909e-14,0.017665068385752793,4.652445551670907e-09,1.6410079559835615e-08,3.068714385953686e-07,0.005696790874304241,1.1695654321009371e-13,1.2040030993050638e-13,3.578744565296583e-09,2.419478990577715e-09,2.104906588583813e-08,0.000659613221824314,4.3743108502345784e-10
0.0025115973624082956,0.11168860143950042,0.0,0.0,0.0,0.0,0.2717894701614944,0.6145548288346426,0.0002901939377618502,0.0011200923351916642,2.082783011221355e-06,1.299698656171675e-06,6.593212499793743e-15,6.959034161620334e-06,0.006335767633132546,0.06609845312264445,0.010182820123409876,4.068272206814969e-07,9.871305626985916e-07,1.8534684991315435e-06,1.2622705839885523e-05,7.159064817321141e-14,0.018081340531517037,4.713720747974896e-09,1.661548846082665e-08,3.144762172266142e-07,0.005866530861660574,1.2123249500153427e-13,1.2458307279175946e-13,3.6966105567427904e-09,2.5232028697465567e-09,2.2024116357924786e-08,0.0006936277110944654,4.5998823593556617e-10
0.0025575439238579322,0.11168340328766804,0.0,0.0,0.0,0.0,0.2697275817904988,0.6122432380305929,0.00029187464311933574,0.0011423937849167766,2.08706327735712e-06,1.331010648443141e-06,6.606763581387932e-15,7.133830803177086e-06,0.006401090738279024,0.06891443974183387,0.010336927581569481,4.140454152258887e-07,1.0145387268458372e-06,1.9060248242195104e-06,1.2932450883014834e-05,7.334739208563634e-14,0.018929360997941267,4.835535991947458e-09,1.702362835471504e-08,3.299314208908611e-07,0.006213518781513034,1.301123190148857e-13,1.3325983366982203e-13,3.938113469341196e-09,2.7396967926701327e-09,2.4078894135619053e-08,0.0007657626877446937,5.078254838133497e-10
0.0025988958291626053,0.11167944064648859,0.0,0.0,0.0,0.0,0.26784685607168535,0.6101193393307124,0.00029330916824168166,0.001162327556401257,2.090119309177708e-06,1.3593404762133548e-06,6.616439116281076e-15,7.291805125509165e-06,0.006456827394931875,0.07150415122748399,0.010467780685793043,4.2058437677590607e-07,1.0391313132515795e-06,1.953322567906775e-06,1.320789957035342e-05,7.490962154339138e-14,0.019710054734857135,4.944172604659419e-09,1.7387374163857556e-08,3.441088389952192e-07,0.006534122459703935,1.384834739364493e-13,1.414289679951928e-13,4.161813198888203e-09,2.944962960010617e-09,2.605165252181515e-08,0.0008355564306829008,5.541101121183528e-10
0.0026402477344672783,0.11167617691417074,0.0,0.0,0.0,0.0,0.26594310835915125,0.607954758700286,0.0002946692510641892,0.0011821094331483455,2.0924226258375126e-06,1.3877920549468033e-06,6.623731888325982e-15,7.450290233862784e-06,0.006509657514126237,0.0741457521236106,0.010591053899875804,4.271627379626765e-07,1.06361504764488e-06,2.000566873288101e-06,1.3479795982321689e-05,7.645170406868437e-14,0.020507096800284307,5.0516866989728325e-09,1.774713860300602e-08,3.585253225560414e-07,0.00686230742616055,1.4721942853970377e-13,1.4994445000588607e-13,4.391242071220076e-09,3.160192873155612e-09,2.814588159891383e-08,0.0009101778974508,6.035963082770742e-10
0.0026815996397719514,0.11167363099854646,0.0,0.0,0.0,0.0,0.26401703333919607,0.6057500378075086,0.00029595449958013114,0.0012017183601212237,2.0939755700584972e-06,1.4163458847053873e-06,6.6286493112651115e-15,7.6091731447952165e-06,0.00655957124272166,0.07683866035423796,0.010706625250984807,4.3377943233839285e-07,1.0879524130629655e-06,2.047707293498188e-06,1.3747745900000718e-05,7.797140382004011e-14,0.02132026325480712,5.157905164583581e-09,1.8102347918644147e-08,3.7316577672862804e-07,0.0071977616727444535,1.5632472817744475e-13,1.58810709189687e-13,4.626096858140712e-09,3.385439675228822e-09,3.036585524990743e-08,0.0009898310507738819,6.56419332824785e-10
0.0027229515450766244,0.11167182053089378,0.0,0.0,0.0,0.0,0.2620693565921829,0.6035057791661675,0.0002971645626573563,0.0012211331544882778,2.094781319678976e-06,1.444981798092303e-06,6.631201442400561e-15,7.768336311670408e-06,0.006606561583181702,0.07958221677394395,0.010814394235354656,4.404332489198016e-07,1.1121052183099308e-06,2.0946919568341755e-06,1.4011353363708103e-05,7.946647508297953e-14,0.022149306553669753,5.2626541525371634e-09,1.845242601411451e-08,3.880141275055426e-07,0.007540147778166246,1.658031755641767e-13,1.6803151756275072e-13,4.866046445218368e-09,3.620721242430657e-09,3.271575253579113e-08,0.0010747187071785597,7.127136861799928e-10
0.0027643034503812974,0.11167076183174447,0.0,0.0,0.0,0.0,0.26010083401344536,0.6012226462758513,0.00029829913581091544,0.0012403325986742161,2.094843926401998e-06,1.4736790307172382e-06,6.631401105262821e-15,7.927657995045517e-06,0.006650624503757052,0.08237568469402287,0.010914281970652319,4.4712283904895736e-07,1.1360347599606696e-06,2.1414677301684856e-06,1.4270222374959815e-05,8.093467192281704e-14,0.022993955492317687,5.3657598908145285e-09,1.8796797161626017e-08,4.0305336044273984e-07,0.00788910381064202,1.756577834009697e-13,1.7760995026425738e-13,5.110732835338236e-09,3.866018503882471e-09,3.5199636075784204e-08,0.0011650417397986873,7.72612579975216e-10
0.0028056553556859705,0.1116704698438268,0.0,0.0,0.0,0.0,0.2581122510637137,0.5989013634736304,0.0002993579668154811,0.0012592955359838392,2.0941683499366038e-06,1.5024162971024354e-06,6.6292639976963235e-15,8.087012684140133e-06,0.006691759048967563,0.08521824976777521,0.011006231242445054,4.538467238953543e-07,1.1597019971861493e-06,2.187980407620075e-06,1.4523958723519191e-05,8.237375854689953e-14,0.023853915257947566,5.467049532657453e-09,1.9134888823809534e-08,4.182655692808583e-07,0.008244244390614795,1.8589073096146694e-13,1.8754834925641746e-13,5.359772389038566e-09,4.121274006338182e-09,3.7821430046687526e-08,0.0012609982590978553,8.362473937423196e-10
0.0028470072609906435,0.11167095809482534,0.0,0.0,0.0,0.0,0.2561044218500795,0.596542715491095,0.00030034086135058083,0.0012780009677698615,2.0927604895619715e-06,1.5311718703825667e-06,6.624808791787602e-15,8.246271549493117e-06,0.006729967447159715,0.08810902024495273,0.011090206444573817,4.606033027837454e-07,1.183067732241117e-06,2.2341749094309865e-06,1.4772171856893035e-05,8.378151990758512e-14,0.024728867590952393,5.566352017779424e-09,1.9466134517991726e-08,4.3363200950260524e-07,0.008605161906276595,1.9650332315183935e-13,1.9784828969745173e-13,5.612757243060677e-09,4.386390668795868e-09,4.058489824684321e-08,0.0013627827780835662,9.037471213134287e-10
0.0028883591662953166,0.1116722386527326,0.0,0.0,0.0,0.0,0.2540781880336747,0.5941475467042084,0.00030124768839014413,0.0012964281512398892,2.0906272096031652e-06,1.559923666242156e-06,6.6180572145208986e-15,8.40530294364836e-06,0.006765255212884508,0.0910470276130125,0.011166193410875104,4.67390862615984e-07,1.2060927992446888e-06,2.279995497890488e-06,1.501447682759938e-05,8.515577274631337e-14,0.025618471061944946,5.663498954827103e-09,1.978997675049071e-08,4.4913316011172404e-07,0.008971427879788432,2.0749595429628624e-13,2.085105505678458e-13,5.869256968573693e-09,4.661230847880988e-09,4.34936223970703e-08,0.001470585366993486,9.752378102401208e-10
0.0029297110715999896,0.11167432209229819,0.0,0.0,0.0,0.0,0.25203441756765504,0.5917167600724195,0.00030207838517488917,0.0013145566972175991,2.0877763586078344e-06,1.5886493311046448e-06,6.6090341084945766e-15,8.563972951633781e-06,0.0067976312404689505,0.09403122763157852,0.011234199138963882,4.7420758777701984e-07,1.228738262820601e-06,2.3253860223114584e-06,1.525049633468059e-05,8.649437717219692e-14,0.026522361467183245,5.758325507999095e-09,2.010586996695493e-08,4.647487965267855e-07,0.00934259447470753,2.1886807958473675e-13,2.1953509045236768e-13,6.1288204416529424e-09,4.945615784298294e-09,4.65509808313922e-08,0.001584590804900538,1.0508419991693104e-09
0.0029710629769046626,0.11167721746599327,0.0,0.0,0.0,0.0,0.2499740032683899,0.5892513157649265,0.00030283296202361035,0.0013323666667078937,2.0842167844002097e-06,1.6173263316033097e-06,6.597767479587059e-15,8.722145952467323e-06,0.006827107886209601,0.09706050176543905,0.011294251407197229,4.810515703598248e-07,1.2509656157372383e-06,2.3702901650955112e-06,1.5479862726805714e-05,8.779524802276011e-14,0.027440152344517073,5.850671268849302e-09,2.0413283452125888e-08,4.804580658897079e-07,0.009718196135412594,2.3061818929612576e-13,2.3092102672741245e-13,6.390977857078031e-09,5.2393252561956896e-09,4.976012779544779e-08,0.0017049777350628048,1.1306781577025372e-09
0.0030124148822093357,0.11168093228207485,0.0,0.0,0.0,0.0,0.24789786122547264,0.5867522294768512,0.00030351150676062615,0.0013498386649395094,2.0799583415515e-06,1.6459320450145074e-06,6.584288520616568e-15,8.879685202943051e-06,0.006853701037180204,0.10013365901523448,0.011346398287710682,4.87920821360144e-07,1.2727369767939443e-06,2.4146516845788763e-06,1.5702219985445682e-05,8.905636611166361e-14,0.028371435609822852,5.940381125657242e-09,2.0711704218941714e-08,4.962395672500092e-07,0.010097751347031702,2.4274378728094996e-13,2.4266661932383316e-13,6.655242956918188e-09,5.5420975512401395e-09,5.312397343536505e-08,0.0018319178309377376,1.2148601333274414e-09
0.0030537667875140087,0.11168547248887271,0.0,0.0,0.0,0.0,0.24580692905892002,0.5842205704390966,0.0003041141884218783,0.0013669539327307756,2.075011891420431e-06,1.6744438530389832e-06,6.568631611481953e-15,9.036453473421819e-06,0.006877430163649594,0.10324943814228908,0.011390707557735757,4.948132823361511e-07,1.2940152955518974e-06,2.4584146959975135e-06,1.5917225776015766e-05,9.0275789861914e-14,0.02931578231340666,6.027306100246136e-09,2.100063979467545e-08,5.120714446573598e-07,0.010480764504069762,2.5524138275953724e-13,2.5476926203234883e-13,6.921115409510502e-09,5.85362998793846e-09,5.6645165234557536e-08,0.0019655749801277956,1.3034966102406964e-09
0.0030951186928186818,0.11169084246682598,0.0,0.0,0.0,0.0,0.24370216403280992,0.5816574591300459,0.00030464126063453064,0.0013836944343310496,2.0693892975003873e-06,1.7028392350645318e-06,6.550834304446099e-15,9.19231367905496e-06,0.0068983183529496865,0.10640651027980608,0.011427266013142657,5.017268366854347e-07,1.3147645497160795e-06,2.501523954739617e-06,1.612455338834794e-05,9.145166631139481e-14,0.030272743514363487,6.111304139912637e-09,2.1279620856198e-08,5.279314801943564e-07,0.010866727873921194,2.681064857893732e-13,2.672254782827406e-13,7.188083260813209e-09,6.173579651469098e-09,6.03260708080186e-08,0.002106104493511823,1.3966905848731852e-09
0.003136470598123355,0.11169704502706089,0.0,0.0,0.0,0.0,0.24158454103500424,0.5790640647031701,0.000305093064695609,0.0014000429396202447,2.063103412417814e-06,1.7310958569956405e-06,6.530937282990036e-15,9.347129481364584e-06,0.006916392324761456,0.10960348191635404,0.011456178691204418,5.086593215411704e-07,1.3349499311612544e-06,2.5439250880539584e-06,1.632389351119919e-05,9.258224117712351e-14,0.031241851268124708,6.1922408960436075e-09,2.1548203812776557e-08,5.437971839104226e-07,0.011255123639568402,2.8133360067787853e-13,2.800309192711969e-13,7.455625585241475e-09,6.501564276023046e-09,6.416876108739873e-08,0.0022536523458893034,1.4945388623133533e-09
0.003177822503428028,0.11170408141660451,0.0,0.0,0.0,0.0,0.2394550504375836,0.5764416021458242,0.0003054700316210267,0.001415983100627578,2.056168057261629e-06,1.759191661864362e-06,6.508984296391207e-15,9.500765943908817e-06,0.006931682425713945,0.11283889823320495,0.011477568008562753,5.156085405146233e-07,1.3545380357802551e-06,2.585564870347083e-06,1.6514956055266267e-05,9.366586919462276e-14,0.03222261972179483,6.269990426656926e-09,2.1805973145975787e-08,5.596458986715167e-07,0.011645426005016496,2.949162398132295e-13,2.9318037162280425e-13,7.723215192674818e-09,6.8371638646140145e-09,6.81749960720243e-08,0.0024083544552337766,1.5971315783347382e-09
0.003219174408732701,0.11171195133177571,0.0,0.0,0.0,0.0,0.23731469585450748,0.5737913291854456,0.00030577268346130675,0.0014314995232080872,2.0485979960893803e-06,1.7871049619095725e-06,6.485022079033343e-15,9.653090203721886e-06,0.006944222600324858,0.1161112467755782,0.011491572819539726,5.225722752809743e-07,1.3734970438272882e-06,2.6263915549455124e-06,1.6697471862582237e-05,9.470102381289195e-14,0.03321454631195756,6.344435810063975e-09,2.2052543457056516e-08,5.754549073529682e-07,0.012037103346511408,3.0884694916276857e-13,3.066677737751055e-13,7.990321264078113e-09,7.179922684223576e-09,7.23462138739549e-08,0.002570336008190988,1.704551752091278e-09
0.003260526314037374,0.11172065293852475,0.0,0.0,0.0,0.0,0.23516449180869953,0.5711145429679828,0.00030600163477027706,0.0014465778307592152,2.040408902052506e-06,1.814814518610057e-06,6.459100243183603e-15,9.80397202419642e-06,0.006954050340594467,0.11941896143154566,0.011498347405520125,5.295482965948692e-07,1.391796874023269e-06,2.6663550658259625e-06,1.687119404815793e-05,9.568630480362897e-14,0.034217113055765795,6.41546976687228e-09,2.2287561521556054e-08,5.912015225989015e-07,0.012429620391086686,3.2311731459144434e-13,3.204862288728908e-13,8.256412218228887e-09,7.529350923455567e-09,7.66835184576074e-08,0.0027397108366965035,1.8168748727131697e-09
0.003301878219342047,0.11173018289776512,0.0,0.0,0.0,0.0,0.23300546132473868,0.5684125765360135,0.0003061575931151978,0.0014612047183041913,2.031617317054375e-06,1.8422996168331933e-06,6.43127115129769e-15,9.953284356761029e-06,0.006961206615842232,0.12276042668613052,0.011498060406509213,5.365343770733113e-07,1.4094093344371946e-06,2.7054071594182185e-06,1.7035899313398736e-05,9.662044571038212e-14,0.035229787924323366,6.482995178665134e-09,2.2510708010899135e-08,6.068631867905133e-07,0.012822440403948468,3.3771798731597927e-13,3.346280229906108e-13,8.520958582876596e-09,7.884927045411106e-09,8.118766917706975e-08,0.0029165808500090005,1.934168522652356e-09
0.00334323012464672,0.1117405363986509,0.0,0.0,0.0,0.0,0.23083863347238798,0.5656867951262733,0.00030624135773256423,0.0014753680017792333,2.0222406074292715e-06,1.8695401515842068e-06,6.401589775730642e-15,1.0100904040161374e-05,0.006965735776878702,0.1261339821208931,0.011490893698405426,5.435283031403192e-07,1.426308271965973e-06,2.743501840444687e-06,1.719138931548887e-05,9.75023216151227e-14,0.03625202629126194,6.5469254202027e-09,2.2721698617257522e-08,6.224175911878143e-07,0.013215027367266133,3.5263875215854385e-13,3.490846653295007e-13,8.783435472258177e-09,8.246101245973826e-09,8.585907902898597e-08,0.0031010355301846785,2.0564920430998025e-09
0.003384582029951393,0.11175170720023701,0.0,0.0,0.0,0.0,0.22866504087619263,0.5629385923146314,0.0003062538188249933,0.0014890566606618365,2.0122969106292195e-06,1.8965167026079884e-06,6.370113529978185e-15,1.0246712318251792e-05,0.00696768543600708,0.1295379271279677,0.011477041225731788,5.505278836831159e-07,1.4424696855798544e-06,2.780595607779801e-06,1.7337491506537456e-05,9.833095389752991e-14,0.0372832724464135,6.607184757384401e-09,2.2920285361676045e-08,6.378427661422118e-07,0.013606848131999583,3.6786855655693566e-13,3.638469235977442e-13,9.043325345210062e-09,8.612297978631526e-09,9.06978106372769e-08,0.003293151495624825,2.1838962445463816e-09
0.003425933935256066,0.11176368767531918,0.0,0.0,0.0,0.0,0.2264857171979532,0.5601693860518774,0.00030619595762057224,0.0015022608648738232,2.0018050781816107e-06,1.9232105731874774e-06,6.336902088110404e-15,1.039059511235361e-05,0.006967106334638148,0.1329705257942778,0.011456707810955598,5.575309604039744e-07,1.4578718126874654e-06,2.81664725514315e-06,1.7474059602457853e-05,9.910551289428212e-14,0.03832296115642772,6.66370872237417e-09,2.310625780978742e-08,6.531171470862234e-07,0.013997374524035771,3.8339551169714205e-13,3.7890483655522014e-13,9.300121034256515e-09,8.982917957921453e-09,9.57035648709738e-08,0.003492992130069222,2.3164231607450326e-09
0.0034631506500302717,0.11177515499538715,0.0,0.0,0.0,0.0,0.22452027898530744,0.5576603308526411,0.0003060846382878476,0.0015137232919076105,1.9919098870078756e-06,1.94697854822274e-06,6.305579206420706e-15,1.0518353348153803e-05,0.006964467393876994,0.13608290423620803,0.011433043629412581,5.638349729443498e-07,1.4710684341715973e-06,2.848170864445374e-06,1.758872021610101e-05,9.97558217232303e-14,0.039265425798458604,6.7113423070085115e-09,2.326270403153334e-08,6.667177576270132e-07,0.014347310682932341,3.9761342811859164e-13,3.9270096464204163e-13,9.52818235105275e-09,9.319747250927598e-09,1.003510149092547e-07,0.00367949477083645,2.4401048129597883e-09
0.003496645693327057,0.11178602400460652,0.0,0.0,0.0,0.0,0.22274875021107024,0.5553895069418866,0.00030593717799420043,0.0015236934798862727,1.982650191449117e-06,1.968151247526353e-06,6.276267900894479e-15,1.0631864706977393e-05,0.006960412163463067,0.1389015875664884,0.011407539938039583,5.695082980368692e-07,1.4823957214459652e-06,2.8757724388728728e-06,1.76851728283376e-05,1.003028622822566e-13,0.0401187450727768,6.7515628662864545e-09,2.339456631484426e-08,6.788269729597907e-07,0.014660686738055815,4.1059866241937016e-13,4.0530813739190506e-13,9.73066176575459e-09,9.625148080157427e-09,1.0464835767014024e-07,0.0038527538885221434,2.555003850590123e-09
0.003530140736623842,0.1117974063993826,0.0,0.0,0.0,0.0,0.22097528979044023,0.5531074829378123,0.000305745603595171,0.001533332342753589,1.973066408374598e-06,1.9891079518987543e-06,6.245930648418183e-15,1.0743928238453302e-05,0.0069547974598314025,0.14173589409189588,0.011378177729594948,5.751802405289215e-07,1.4931939369669645e-06,2.9026265345255694e-06,1.7775199592378627e-05,1.008134581898477e-13,0.04097657550074882,6.789255122162443e-09,2.3517901933914927e-08,6.90800787857654e-07,0.014972301041525507,4.2375544273781144e-13,4.1808947675061507e-13,9.93025433248148e-09,9.932329278795263e-09,1.0905359905879693e-07,0.004031149095844545,2.6733089528884376e-09
0.0035602862755909487,0.11180808416015071,0.0,0.0,0.0,0.0,0.21937797055199257,0.5510447317899209,0.0003055360319323641,0.0015417216550384332,1.964173089913873e-06,2.0077774502447296e-06,6.217778999505713e-15,1.0843506597013858e-05,0.006948437486131888,0.1442993279253454,0.011348555445418705,5.802829471184225e-07,1.5024542185586495e-06,2.926142637288314e-06,1.7850708494847253e-05,1.0124171474364596e-13,0.04175222245510937,6.821006063002325e-09,2.3621581033972354e-08,7.014529666995125e-07,0.015251030594560754,4.3573695575936515e-13,4.2973625318164703e-13,1.0107220974996557e-08,1.0210027964176307e-08,1.131098848449213e-07,0.004196102247135707,2.7826997808891217e-09
0.0035904318145580554,0.11181916747011712,0.0,0.0,0.0,0.0,0.21777991539984992,0.5489741143262165,0.00030529179836720016,0.001549838538698921,1.955034481285523e-06,2.026259518238109e-06,6.188850845964497e-15,1.0941838106592952e-05,0.006940864601660347,0.14687392329235216,0.011316000743439227,5.853829558082622e-07,1.511276007942891e-06,2.949029291479178e-06,1.792098176354727e-05,1.0164027702886782e-13,0.042531043324333835,6.85069317845927e-09,2.371830422065057e-08,7.119799221550688e-07,0.015527933169061993,4.4784561728483347e-13,4.415140126173027e-13,1.0281485939019485e-08,1.0488633269886119e-08,1.1725219186538991e-07,0.0043652226797973575,2.894854195751948e-09
0.003620577353525162,0.11183065097503657,0.0,0.0,0.0,0.0,0.2161815119909791,0.5468962034579766,0.0003050134424618596,0.0015576816116515339,1.9456589035344113e-06,2.0445486709511437e-06,6.159172528235981e-15,1.1038890517840138e-05,0.0069321035887101035,0.14945896851722584,0.011280607172772085,5.904795448895739e-07,1.5196556837993044e-06,2.9712764950571165e-06,1.7986016794877928e-05,1.0200913027796122e-13,0.04331281004675315,6.878313905749054e-09,2.3808064682390403e-08,7.22374642208754e-07,0.015802825612343512,4.600755919072452e-13,4.5341776724303765e-13,1.0452886513336034e-08,1.076788845581808e-08,1.2147971874561757e-07,0.0045385075492860175,3.0097703110813844e-09
0.003650722892492269,0.11184252902607522,0.0,0.0,0.0,0.0,0.21458314421694952,0.5448115720686121,0.0003047015236948491,0.001565249830700234,1.9360547698725076e-06,2.062639690384629e-06,6.12877067856606e-15,1.1134633531818791e-05,0.0069221797855810695,0.15205375061142556,0.011242469312256765,5.955720224676292e-07,1.5275903290719203e-06,2.992875089012154e-06,1.804581846407895e-05,1.0234830214016001e-13,0.04409729461466499,6.903868752569189e-09,2.389086584427402e-08,7.326303619322355e-07,0.016075529230582364,4.724209437818013e-13,4.65442398164448e-13,1.062126635811107e-08,1.1047536753451837e-08,1.2579157116092601e-07,0.004715950085850774,3.1274436374295083e-09
0.003677853877562665,0.11185355172409354,0.0,0.0,0.0,0.0,0.21314495759828112,0.5429301305968831,0.00030439257629793495,0.0015718256357532883,1.927222640835422e-06,2.078748131487748e-06,6.100812573550099e-15,1.1219659434029011e-05,0.006912275527454197,0.154396789992063,0.011205877683264765,6.001511905276209e-07,1.5343491667513681e-06,3.011752716583956e-06,1.809517562343299e-05,1.0262823697570759e-13,0.044805466334829895,6.925104579643303e-09,2.3959447441313728e-08,7.417363005637958e-07,0.016318947165360868,4.836254548552634e-13,4.763636140771459e-13,1.0770101489649022e-08,1.1299345184696188e-08,1.2974353211144886e-07,0.004879194444610743,3.2357012574837606e-09
0.003704984862633061,0.11186488472311226,0.0,0.0,0.0,0.0,0.211707381058363,0.5410441247954025,0.0003040573423798014,0.001578177943221432,1.918218467878767e-06,2.094688695617498e-06,6.072309833005932e-15,1.1303582593352858e-05,0.006901469496699773,0.1567466189794287,0.01116721035159874,6.047260146600711e-07,1.540744578255821e-06,3.0300931745559285e-06,1.8140317757468513e-05,1.0288426599271202e-13,0.0455154896499258,6.944674450876502e-09,2.402241935929079e-08,7.507198300366062e-07,0.0165603278343191,4.949140754936967e-13,4.873746516731637e-13,1.0916264173957841e-08,1.1551078024636056e-08,1.3376222945485877e-07,0.005045787487892204,3.346179601250333e-09
