Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70)
0.001363711229173845,0.1119857828914861,0.0,0.0,0.0,0.0,0.3121097621517173,0.6555292298064882,0.00021989545617418023,0.000568946519169076,1.6789966477347297e-06,6.132838169043049e-07,5.314969647096647e-15,3.085285376905896e-06,0.003664862111077407,0.01673990942563915,0.004443641543176068,2.398541912826664e-07,3.735334906316428e-07,6.74769173673454e-07,4.8882239741021445e-06,2.7723932287676118e-14,0.0036880478839204037,1.810830538912818e-09,6.781372439059086e-09,5.5508770784504324e-08,0.0007113938555802286,1.0933961918532927e-14,1.3882749007487772e-14
0.001371309885115219,0.11198340429740627,0.0,0.0,0.0,0.0,0.3119210245585985,0.6553609856234627,0.00022051066336927817,0.0005720836975250892,1.6832976344699078e-06,6.168578222592456e-07,5.328584814271801e-15,3.1059481641359107e-06,0.0036874275417633005,0.016939603241011077,0.0044847070479879176,2.408442736632464e-07,3.765014742106067e-07,6.809478042498115e-07,4.931828796252417e-06,2.7971240361496735e-14,0.003741938632468896,1.8259362574055586e-09,6.833436033367055e-09,5.639361876974288e-08,0.0007261334934603193,1.1168265748893543e-14,1.4138254962148736e-14
0.001378908541056593,0.11198102148964162,0.0,0.0,0.0,0.0,0.311731273287437,0.6551915747286482,0.00022112343779486882,0.0005752230296868437,1.6875748844853807e-06,6.204374383841964e-07,5.3421248425131326e-15,3.126651726193727e-06,0.0037099428495169346,0.01714071746988447,0.004525845222636894,2.4183365626047514e-07,3.794791256937955e-07,6.871464432443421e-07,4.975548755187291e-06,2.8219201442924904e-14,0.0037963086049274306,1.8410850865427378e-09,6.885634057688143e-09,5.7287598315064626e-08,0.0007410939014958268,1.1406308977120908e-14,1.439735565161985e-14
0.0013865071969979671,0.11197863460323212,0.0,0.0,0.0,0.0,0.3115405088479918,0.6550209947374069,0.0002217337760553047,0.0005783644760353631,1.6918283520105578e-06,6.240226467442949e-07,5.355589586926816e-15,3.1473957352025845e-06,0.0037324072301871403,0.017343255258952403,0.004567053687245816,2.4282234166237873e-07,3.8246637018178716e-07,6.933649275813686e-07,5.019382311058908e-06,2.8467806798604254e-14,0.003851159056957962,1.8562766008769497e-09,6.937965087017639e-09,5.8190740263021694e-08,0.0007562769814714804,1.1648129226333417e-14,1.466008449087697e-14
0.0013941058529393412,0.11197624377277894,0.0,0.0,0.0,0.0,0.3113487317757038,0.6548492432935843,0.00022234167479804842,0.0005815079960388649,1.6960579919174715e-06,6.276134278319658e-07,5.368978904653081e-15,3.1681798601753826e-06,0.0037548198849283163,0.01754721972246032,0.004608330055177513,2.43810332387318e-07,3.854631314596211e-07,6.996030903081353e-07,5.063327889635032e-06,2.871704750016481e-14,0.003906491230278193,1.8715103656338922e-09,6.990427665515899e-09,5.910307455854678e-08,0.0007716846334082181,1.18937641850517e-14,1.492647501692514e-14
0.0014017045088807153,0.11197384913450888,0.0,0.0,0.0,0.0,0.31115594264254476,0.6546763180816155,0.000222947130511873,0.0005846535478946314,1.7002637578956153e-06,6.312097607133694e-07,5.3822926490894846e-15,3.1890037532315833e-06,0.0037771800223718476,0.017752613928265205,0.004649671930501459,2.4479763056983205e-07,3.8846933077062437e-07,7.058607682420484e-07,5.107383943794657e-06,2.8966914773000127e-14,0.00396230634671283,1.8867859433553498e-09,7.0430203273790046e-09,6.002463311768248e-08,0.0007873187546256832,1.2143252077308142e-14,1.519656047807708e-14
0.0014093031648220893,0.11197145082511588,0.0,0.0,0.0,0.0,0.3109621420633187,0.6545022168341025,0.000223550139762908,0.0005878010883021132,1.7044456048516238e-06,6.348116228316042e-07,5.395530677485361e-15,3.209867077027689e-06,0.0037994868598398286,0.017959440889141955,0.004691076906819246,2.4578423837464796e-07,3.914848885125003e-07,7.121377911258355e-07,5.151548873672629e-06,2.9217399543361114e-14,0.004018605604690771,1.902102877715122e-09,7.0957415457337645e-09,6.095544378067465e-08,0.000803181238842493,1.2396630518729541e-14,1.5470374514293176e-14
0.0014169018207634634,0.1119690489799437,0.0,0.0,0.0,0.0,0.31076733067157103,0.6543269373049081,0.00022415069897948573,0.0005909505733385425,1.7086034863515574e-06,6.384189912864159e-07,5.408692842847209e-15,3.230769480444356e-06,0.003821739618407151,0.018167703593412025,0.0047325425735436945,2.4677015778265566e-07,3.9450972263370394e-07,7.184339906262337e-07,5.1958210901627975e-06,2.9468492798519535e-14,0.004075390192345413,1.9174607257574563e-09,7.148589834747262e-09,6.189553749959398e-08,0.0008192739779266712,1.2653938226530465e-14,1.5747950871217626e-14
0.0014245004767048375,0.11196664373696576,0.0,0.0,0.0,0.0,0.3105715091379756,0.6541504772903791,0.00022474880458270654,0.0005941019577773145,1.7127373566215497e-06,6.420318412279094e-07,5.421779000270152e-15,3.251710613964016e-06,0.0038439375266127837,0.01837740498062467,0.004774066511883903,2.4775539054944147e-07,3.9754375089156755e-07,7.247491948235056e-07,5.240198983115929e-06,2.972018540639933e-14,0.004132661277316967,1.93285901490873e-09,7.201563614505765e-09,6.284494111656819e-08,0.0008355988599202165,1.2915212645368357e-14,1.602932295452961e-14
0.0014320991326462116,0.11196423523281047,0.0,0.0,0.0,0.0,0.31037467815777536,0.6539728346150383,0.0002253444528966477,0.0005972551955465364,1.716847168845938e-06,6.456501475813727e-07,5.434789001552084e-15,3.2726901205685338e-06,0.0038660798179127745,0.018588547957936248,0.004815646297775401,2.487399384480794e-07,4.005868876784893e-07,7.31083231455771e-07,5.2846809323460895e-06,2.997246817800099e-14,0.004190420013676256,1.9482972925226673e-09,7.254661365543138e-09,6.380368449020454e-08,0.0008521577702313972,1.3180492841176515e-14,1.6314524792283566e-14
0.0014396977885875856,0.11196182360580992,0.0,0.0,0.0,0.0,0.3101768384618607,0.6537940071446089,0.00022593764025495038,0.0006004102393091613,1.7209328772219161e-06,6.492738829812351e-07,5.447722701696116e-15,3.293707641888606e-06,0.003888165732869315,0.018801135385130025,0.004857279499722858,2.4972380283375366e-07,4.0363904860134e-07,7.374359248709989e-07,5.329265301054336e-06,3.022533183010256e-14,0.004248667535717006,1.9637750623883293e-09,7.307881431996039e-09,6.477179225149933e-08,0.0008689525902211234,1.3449815779781079e-14,1.6603589645766356e-14
0.0014472964445289597,0.11195940899470377,0.0,0.0,0.0,0.0,0.30997799082470345,0.653613992795414,0.00022652836290162283,0.0006035670402659681,1.7249944346096942e-06,6.529030196170826e-07,5.460579951474263e-15,3.3147628089125105e-06,0.003910194520581423,0.019015170063609435,0.00489896367761652,2.507069851733269e-07,4.067001431458222e-07,7.438071004843578e-07,5.373950448018136e-06,3.047876705439404e-14,0.004307404953536374,1.97929186919383e-09,7.36122228191295e-09,6.574929461986757e-08,0.0008859851959454088,1.3723221363558928e-14,1.6896551751802595e-14
0.0014548951004703338,0.11195699153725844,0.0,0.0,0.0,0.0,0.3097781360443749,0.6534327895116182,0.00022711661703428909,0.0006067255488096967,1.7290317944615578e-06,6.565375280118204e-07,5.473360603531494e-15,3.335855257076997e-06,0.003932165434759041,0.019230654762584114,0.004940696387143839,2.516894866322409e-07,4.0977008283043833e-07,7.501965792317823e-07,5.418734707997351e-06,3.073276440634723e-14,0.004366633364022056,1.994847214017318e-09,7.4146822474170055e-09,6.673621603537194e-08,0.0009032574602056606,1.4000747286885904e-14,1.7193444821883426e-14
0.0014624937564117078,0.11195457137239166,0.0,0.0,0.0,0.0,0.30957727494408877,0.6532503952671882,0.00022770239886900568,0.0006098857144409769,1.73304491049687e-06,6.601773778826546e-07,5.486064511358377e-15,3.3569846161251698e-06,0.003954077734044469,0.019447592216846225,0.004982475179564348,2.52671308253682e-07,4.128487773943886e-07,7.566041801188111e-07,5.463616397929763e-06,3.0987314340354814e-14,0.004426353849927556,2.010440598052398e-09,7.46825965998344e-09,6.773258123440645e-08,0.0009207712522608907,1.4282431689454953e-14,1.7494302727901254e-14
0.001470092412353082,0.11195214863976789,0.0,0.0,0.0,0.0,0.30937540838463085,0.6530668080807114,0.0002282857045281026,0.0006130474853430064,1.7370337357151545e-06,6.638225375288239e-07,5.4986915261670416e-15,3.378150506207936e-06,0.003975930684402095,0.01966598510957186,0.005024297599744302,2.5365245096149954e-07,4.159361334339338e-07,7.63029722597639e-07,5.5085938386223015e-06,3.1242407332753694e-14,0.004486567472852143,2.0260715250969996e-09,7.521952856451422e-09,6.87384159482695e-08,0.0009385284359378646,1.4568313210438443e-14,1.779915924366755e-14
0.001477691068294456,0.11194972347946161,0.0,0.0,0.0,0.0,0.30917253726810906,0.6528820260201584,0.00022886653014398206,0.0006162108082912534,1.7409982238361714e-06,6.674729736794759e-07,5.511241501449135e-15,3.399352546585949e-06,0.0039977235597196265,0.01988583606670672,0.0050661611858646835,2.5463291537485754e-07,4.190320568884595e-07,7.694730226889532e-07,5.553665324097184e-06,3.149803370796923e-14,0.004547275271115582,2.041739478691294e-09,7.575760109796144e-09,6.975374351260449e-08,0.0009565308687775123,1.4858430080270804e-14,1.8108048274362275e-14
0.00148528972423583,0.11194729603066823,0.0,0.0,0.0,0.0,0.30896866252806693,0.6526960471913166,0.00022944487176651478,0.0006193756290090637,1.7449383277518013e-06,6.711286521354449e-07,5.5237142880757545e-15,3.4205903514595333e-06,0.004019455639873135,0.020107147670263396,0.005108063471398537,2.556127021383829e-07,4.221364509654381e-07,7.759338955452655e-07,5.598829141283809e-06,3.175418375019941e-14,0.004608478265263221,2.0574439531834632e-09,7.62967972437028e-09,7.07785885142521e-08,0.0009747804032484021,1.5152821206673975e-14,1.8421003868376738e-14
0.0014928883801772041,0.11194486643367334,0.0,0.0,0.0,0.0,0.3087637851252671,0.6525088697332262,0.00023002072545942376,0.0006225418922665383,1.7488540014137322e-06,6.747895373084038e-07,5.5361097402722935e-15,3.4418635341578443e-06,0.00404112620992684,0.02032992246360101,0.005150001986178388,2.565918114616228e-07,4.252492195595033e-07,7.824121531144023e-07,5.644083554782902e-06,3.201084761700329e-14,0.004670177460306512,2.0731844082762276e-09,7.683709896712233e-09,7.18129717741329e-08,0.0009932788870321866,1.545152439999578e-14,1.873805993662339e-14
0.0015004870361185782,0.11194243482913338,0.0,0.0,0.0,0.0,0.30855790605276123,0.6523204918244391,0.000230594087168628,0.0006257095417375117,1.7527451970337855e-06,6.784555927759869e-07,5.548427706757178e-15,3.46317169610049e-06,0.004062734561048679,0.020554162944064265,0.005191974255930047,2.575702438770117e-07,4.2837026119795045e-07,7.889076078407001e-07,5.689426831761733e-06,3.2268015480496586e-14,0.004732373842806304,2.088960339732899e-09,7.737848931428838e-09,7.285691834064506e-08,0.0010120281619998546,1.5754579111549424e-14,1.905925044441861e-14
0.0015080856920599523,0.11194000135787635,0.0,0.0,0.0,0.0,0.3083510263396205,0.6521309116876101,0.00023116495279471467,0.0006288785198772384,1.7566118677897039e-06,6.821267803945996e-07,5.56066803930572e-15,3.4845144396472575e-06,0.004084279991167502,0.020779871557629268,0.005233977801800248,2.5854799930656763e-07,4.314994758224461e-07,7.954200690137215e-07,5.73485721780635e-06,3.2525677390395205e-14,0.004795068378774025,2.1047711955074244e-09,7.792094984784076e-09,7.391044817940094e-08,0.0010310300635259716,1.606202331350141e-14,1.938460927845485e-14
0.0015156843480013263,0.11193756616087276,0.0,0.0,0.0,0.0,0.30814314705017826,0.6519401275888616,0.00023173331832961985,0.0006320487679525694,1.7604539674831022e-06,6.858030608941731e-07,5.572830591668219e-15,3.505891361887746e-06,0.004105761804767921,0.02100705069959842,0.00527601014070645,2.5952507762884476e-07,4.3463676094936626e-07,8.019493433676007e-07,5.780372937075846e-06,3.2783823274890535e-14,0.004858262014039156,2.120616431710106e-09,7.84644623629977e-09,7.497358210603415e-08,0.0010502864203613856,1.6373895574204952e-14,1.9714170439507728e-14
0.0015232830039427004,0.11193512937931079,0.0,0.0,0.0,0.0,0.30793426928532935,0.6517481378399955,0.0002322991796558801,0.0006352202259474784,1.7642714495683668e-06,6.894843934495902e-07,5.5849152164955565e-15,3.5273020566189413e-06,0.004127179313156908,0.021235702711948835,0.005318068785894447,2.6050147841240403e-07,4.3778201301412156e-07,8.084952364927484e-07,5.8259722078522865e-06,3.3042443028841947e-14,0.004921955673298415,2.1364954879864606e-09,7.900900813972641e-09,7.604633897993979e-08,0.0010697990538634267,1.669023392505691e-14,2.0047967819433993e-14
0.0015308816598840745,0.11193269115462637,0.0,0.0,0.0,0.0,0.30772439417070657,0.6515549407837891,0.0002328625326274021,0.000638392833038107,1.768064266904402e-06,6.931707366373186e-07,5.596921764553941e-15,3.548746108893001e-06,0.004148531832169821,0.021465829900398338,0.005360151248275989,2.6147720157962956e-07,4.4093512415111435e-07,8.15057552840272e-07,5.871653237278448e-06,3.3301526483931674e-14,0.0049861502669730174,2.1524078245707315e-09,7.955456905153002e-09,7.71287404823691e-08,0.0010895697802460517,1.7011077774064494e-14,2.0386035479660938e-14
0.0015384803158254485,0.11193025162857391,0.0,0.0,0.0,0.0,0.30751352286894557,0.6513605348096555,0.00023342337309973724,0.0006415665271305432,1.7718323737054083e-06,6.968620470607634e-07,5.6088500908989855e-15,3.5702231049717756e-06,0.004169818684447121,0.02169743451610336,0.005402255035483117,2.62452246000227e-07,4.440959896512737e-07,8.21636093373377e-07,5.917414211641342e-06,3.356106335355657e-14,0.005050846684024454,2.1683528494022726e-09,8.010112538272872e-09,7.822080208302542e-08,0.0011096004078456332,1.7336464208014954e-14,2.0728407123953115e-14
0.0015460789717668226,0.11192781094324784,0.0,0.0,0.0,0.0,0.3073016565889019,0.6511649183653576,0.00023398169684889542,0.0006447412446476147,1.7755757226285175e-06,7.005582802599352e-07,5.620700045658259e-15,3.591732614934929e-06,0.004191039200955501,0.02193051874175819,0.005444377651404252,2.6342661145672584e-07,4.4726449620394505e-07,8.28230660147794e-07,5.9632533193339655e-06,3.3821043363058114e-14,0.005116045786630448,2.1843300177070046e-09,8.06486587938517e-09,7.932254573867478e-08,0.001129892734893476,1.766643328983848e-14,2.107511670461986e-14
0.0015536776277081967,0.11192536924025535,0.0,0.0,0.0,0.0,0.3070887965647921,0.6509680899311285,0.0002345374996049921,0.0006479169211644596,1.7792942672558517e-06,7.04259390503226e-07,5.632471481886402e-15,3.6132742171105244e-06,0.004212192717236256,0.022165084721919994,0.005486516598322873,2.644002967776089e-07,4.504405344354865e-07,8.348410508995581e-07,6.00916872196252e-06,3.408145608585422e-14,0.005181748422160894,2.200338735661577e-09,8.119714947053748e-09,8.043398676032285e-08,0.0011504485537067143,1.800102275776409e-14,2.1426198168886436e-14
0.0015612762836495707,0.11192292666175173,0.0,0.0,0.0,0.0,0.30687494405751303,0.6507700480215396,0.00023509077717005525,0.0006510934913378291,1.7829879618531362e-06,7.07965330996274e-07,5.644164254802031e-15,3.634847483284665e-06,0.004233278573646595,0.02240113456085867,0.005528669376902155,2.653733006777611e-07,4.5362399264808204e-07,8.414670605073462e-07,6.055158558440969e-06,3.4342290966662056e-14,0.005247955422342325,2.2163784102390853e-09,8.174657759500392e-09,8.1555140642774e-08,0.0011712696502726141,1.8340270646110806e-14,2.178168537359754e-14
0.0015688749395909448,0.11192048335022153,0.0,0.0,0.0,0.0,0.3066601003677223,0.6505707912023742,0.00023564152520996154,0.0006542708884862965,1.786656759556793e-06,7.116760534890446e-07,5.6557782160493216e-15,3.6564519725095584e-06,0.004254296117680487,0.022638670302639972,0.00557083348565464,2.6634562209884435e-07,4.568147554692396e-07,8.481084852360235e-07,6.101220979814245e-06,3.460353751900059e-14,0.005314667595552849,2.2324484540602417e-09,8.229692349851113e-09,8.268602447519767e-08,0.0011923578010147832,1.8684215650835213e-14,2.2141611989018417e-14
0.0015764735955323189,0.11191803944822735,0.0,0.0,0.0,0.0,0.3064442668397432,0.6503703180959964,0.0002361897394563724,0.0006574490445088353,1.7903006149284291e-06,7.153915079462306e-07,5.6673132217832e-15,3.678087244774223e-06,0.0042752447045326025,0.02287769392472119,0.005613006421042441,2.6731725923881554e-07,4.600127071517634e-07,8.547651165328147e-07,6.147354101074345e-06,3.4865185051911714e-14,0.005381885724518839,2.2485482532352207e-09,8.284816666846307e-09,8.38266519583106e-08,0.0012137147715403104,1.903289562231153e-14,2.2506011677023024e-14
0.001584072251473693,0.111915595098016,0.0,0.0,0.0,0.0,0.30622744485112807,0.6501686273680094,0.0002367354155675717,0.0006606278902565109,1.7939194815961305e-06,7.191116435500695e-07,5.678769125204027e-15,3.6997528520891246e-06,0.004296123695196409,0.023118207353523358,0.005655185678335026,2.682882108001585e-07,4.6321772891708554e-07,8.614367462861137e-07,6.193556039586891e-06,3.512722288789969e-14,0.005449610572398419,2.264677210695824e-09,8.340028710957863e-09,8.497703892853681e-08,0.0012353423189525026,1.9386349450173463e-14,2.2874918289504603e-14
0.001591670907415067,0.11191315044216153,0.0,0.0,0.0,0.0,0.30600963580761015,0.6499657177213084,0.0002372785492143694,0.0006638073556307114,1.7975133143655205e-06,7.228364079384714e-07,5.690145783238776e-15,3.7214483487899274e-06,0.004316932455613745,0.02336021247146075,0.005697368752310754,2.692584745017942e-07,4.664297025434418e-07,8.681231620493015e-07,6.239824883823499e-06,3.538964018559403e-14,0.00551784288557935,2.2808346946717663e-09,8.395326372898764e-09,8.613719688034021e-08,0.0012572421926808559,1.9744614576750734e-14,2.32483654278981e-14
0.001599269563356441,0.11191070562348221,0.0,0.0,0.0,0.0,0.30579084114942334,0.6497615879041952,0.0002378191359659105,0.0006669873694439584,1.801082066688146e-06,7.26565747841687e-07,5.70144304852906e-15,3.7431732713935994e-06,0.004337670357690276,0.023603711107260464,0.0057395531370901835,2.7022804893164595e-07,4.6964850519853325e-07,8.748241528441069e-07,6.2861587321410164e-06,3.5652426159689287e-14,0.005586583389992303,2.2970200974504586e-09,8.450707616608182e-09,8.730714108893797e-08,0.0012794161328505194,2.0107730004887754e-14,2.3626386625144304e-14
0.0016068682192978152,0.11190826078469064,0.0,0.0,0.0,0.0,0.3055710623561698,0.6495562367172577,0.00023835717145135032,0.0006701678591927605,1.8046256939530346e-06,7.302996080125639e-07,5.712660779848064e-15,3.764927167530113e-06,0.004358336780181013,0.023848705027922086,0.005781736326283792,2.711969311242609e-07,4.728740158700826e-07,8.815395010575628e-07,6.3325556380962445e-06,3.5915569770792875e-14,0.005655832788099458,2.3132327644144406e-09,8.50617025871401e-09,8.848688006786773e-08,0.0013018658687241561,2.047573248744469e-14,2.4009015331171233e-14
0.0016144668752391892,0.11190581606850583,0.0,0.0,0.0,0.0,0.30535030094377985,0.6493496630094868,0.0002388926513319794,0.000673348751216928,1.8081441511549755e-06,7.340379323567996e-07,5.723798834722198e-15,3.786709566280979e-06,0.004378931108048834,0.024095195943146578,0.0058239158133546725,2.7216511913420084e-07,4.761061088628639e-07,8.882689903730843e-07,6.379013659338011e-06,3.6179060002720695e-14,0.005725591760668263,2.3294720686240187e-09,8.561712200556221e-09,8.967642685003116e-08,0.0013245931192678404,2.0848660729170384e-14,2.439628504304808e-14
0.0016220655311805633,0.11190337161773269,0.0,0.0,0.0,0.0,0.30512855846627684,0.6491418656808216,0.00023942557104962242,0.0006765299706918793,1.8116373921527906e-06,7.377806632370664e-07,5.734857067081611e-15,3.8085199929523193e-06,0.0043994527327110575,0.024343185502150887,0.005866089092083049,2.7313261062353214e-07,4.793446569805206e-07,8.950124046124403e-07,6.425530861212978e-06,3.644288588294746e-14,0.005795860965690885,2.3457373666555387e-09,8.617331289902472e-09,9.087579283476255e-08,0.0013475995923524743,2.122655291423584e-14,2.4788229027081634e-14
0.0016296641871219374,0.1119009275751481,0.0,0.0,0.0,0.0,0.30490583650374764,0.6489328436665652,0.00023995592620384135,0.0006797114419393744,1.8151053728387377e-06,7.415277418940343e-07,5.745835337292353e-15,3.830357980848077e-06,0.004419901050010114,0.024592675312265173,0.005908253656690953,2.7409940242604614e-07,4.825895335887536e-07,9.017695197051753e-07,6.472105250028402e-06,3.670703610410123e-14,0.005866641045466208,2.3620279941936335e-09,8.673025308841605e-09,9.208498511985727e-08,0.001370886987967469,2.160944602913187e-14,2.5184880671635624e-14
0.0016372628430633114,0.11189848408355212,0.0,0.0,0.0,0.0,0.3046821366755916,0.6487225959549813,0.00024048371217160882,0.000682893088108945,1.8185480468634472e-06,7.452791083606039e-07,5.756733498626161e-15,3.852223032665348e-06,0.004440275462320435,0.024843666917814308,0.005950407002229307,2.750654922751548e-07,4.858406070913493e-07,9.085401183427926e-07,6.518734882373128e-06,3.6971499643986165e-14,0.005937932618684484,2.3783433042987382e-09,8.728792091307486e-09,9.330401658884819e-08,0.0013944569942333622,2.199737899182915e-14,2.5586272868633326e-14
0.0016448614990046855,0.11189604128560972,0.0,0.0,0.0,0.0,0.3044574606498704,0.6485111216009105,0.00024100892461822765,0.0006860748307631259,1.8219653718769336e-06,7.490347004408688e-07,5.767551417012267e-15,3.874114680131571e-06,0.004460575380214467,0.025096161784147725,0.005992546625177825,2.7603087604263246e-07,4.890977484226352e-07,9.153239692441963e-07,6.565417715701256e-06,3.723626491815579e-14,0.006009736274570816,2.3946826019033867e-09,8.784629320514666e-09,9.453288935919695e-08,0.0014183112840657982,2.2390387404187582e-14,2.599243880899123e-14
0.0016517002893519223,0.11189384347849701,0.0,0.0,0.0,0.0,0.30425441897716515,0.6483197451501492,0.00024147941184935522,0.000688938416187821,1.8250192550690357e-06,7.524182944826729e-07,5.777218822140965e-15,3.893839490261687e-06,0.004478781129838354,0.025324693629086754,0.00603045848476393,2.768991154701254e-07,4.920342527851999e-07,9.214405795000157e-07,6.607476095322002e-06,3.747480224870566e-14,0.006074797869956382,2.409407929247876e-09,8.834941219850676e-09,9.564729700804308e-08,0.0014400245833487203,2.274846620300375e-14,2.6362097013725156e-14
0.001658539079699159,0.11189164645290109,0.0,0.0,0.0,0.0,0.30405058921186,0.6481273737470992,0.00024194780752071567,0.0006918019572057196,1.8280525366261813e-06,7.558052140390313e-07,5.7868210122500556e-15,3.913585074553368e-06,0.004496925641830265,0.02555444527184309,0.0060683553789533115,2.777667784143979e-07,4.949754644219637e-07,9.275675782099002e-07,6.649574496760975e-06,3.771356656675169e-14,0.006140275122468339,2.4241516599150917e-09,8.885306746556201e-09,9.676969002486354e-08,0.0014619707074353236,2.3110714904949982e-14,2.6735672588395154e-14
0.0016653778700463958,0.11188945031262089,0.0,0.0,0.0,0.0,0.30384597263748075,0.6479340067957033,0.00024241410847482907,0.0006946653945800808,1.831065186508459e-06,7.591954113050419e-07,5.796357892239978e-15,3.933351068983224e-06,0.004515008497593525,0.025785417669887185,0.006106235485937482,2.786338620174434e-07,4.97921285113615e-07,9.337047953737513e-07,6.691711418656788e-06,3.795254935721443e-14,0.006206168420613595,2.4389132675824142e-09,8.935724146903142e-09,9.790007038203992e-08,0.0014841508538446057,2.347715991913912e-14,2.7113189401506e-14
0.0016722166603936326,0.11188725516162908,0.0,0.0,0.0,0.0,0.3036405705641564,0.6477396437366978,0.00024287831118935296,0.0006975286682822196,1.8340571703514986e-06,7.625888379431759e-07,5.805829353322803e-15,3.9531371047662804e-06,0.0045330292829071795,0.026017611736737715,0.006144096985611928,2.7950036364774523e-07,5.008716127816654e-07,9.398520632322e-07,6.733885386539997e-06,3.819174225753434e-14,0.006272478136654634,2.453692281197219e-09,8.986191839758092e-09,9.903844390570136e-08,0.0015065662111905455,2.3847828975070298e-14,2.749467110679105e-14
0.0016790554507408694,0.1118850611035373,0.0,0.0,0.0,0.0,0.30343438432921876,0.6475442840488752,0.00024334041249739788,0.0007003917174698729,1.8370284593223955e-06,7.65985444105577e-07,5.8152353042194405e-15,3.972942808688983e-06,0.00455098758788247,0.026251028340506244,0.00618193805963786,2.8036628006023195e-07,5.038263478606331e-07,9.460092100027886e-07,6.776094884196946e-06,3.8431136668396074e-14,0.006339204626208216,2.468488136932688e-09,9.036707951465399e-09,1.0018481029545275e-07,0.0015292179587254446,2.4222747946001787e-14,2.7880141472396877e-14
0.0016858942410881061,0.11188286824229707,0.0,0.0,0.0,0.0,0.3032274152863156,0.6473479272339773,0.0002438004090864119,0.0007032544807930045,1.8399790210007903e-06,7.693851800360943e-07,5.824575642295719e-15,3.992767807691485e-06,0.004568883005315897,0.026485668321868733,0.006219756891053735,2.8123160866749536e-07,5.067853860320599e-07,9.521760643096986e-07,6.8183384093696895e-06,3.867072406963554e-14,0.006406348234811622,2.4833003608920037e-09,9.087270890953992e-09,1.0133917460389383e-07,0.0015521072699252265,2.4601944689455316e-14,2.8269624195494784e-14
0.001692733031435343,0.11188067668138549,0.0,0.0,0.0,0.0,0.303019664814318,0.6471505728292302,0.00024425829764167863,0.0007061168961453626,1.84290882592998e-06,7.727879942481335e-07,5.833850274297887e-15,4.012611720653106e-06,0.004586715132036534,0.026721532479069564,0.0062575516649697295,2.8209634579433394e-07,5.097486259242222e-07,9.583524541675587e-07,6.86061444927361e-06,3.891049588138537e-14,0.0064739092924878325,2.4981283775490384e-09,9.137878746515084e-09,1.0250153577039533e-07,0.0015752353093349677,2.4985444778940174e-14,2.866314271790501e-14
0.0016995718217825797,0.11187848652432682,0.0,0.0,0.0,0.0,0.30281113431897083,0.6469522204098771,0.0002447140748000941,0.0007089789006382188,1.8458178406187467e-06,7.761938352297091e-07,5.843059094202086e-15,4.032474166186558e-06,0.004604483569207349,0.026958621564851272,0.00629532056892581,2.8296048916682977e-07,5.127159580963579e-07,9.645382033292758e-07,6.902921472109668e-06,3.915044341593711e-14,0.006541888112651166,2.512971746326628e-09,9.188530028924237e-09,1.0367189953853285e-07,0.0015986032318012764,2.5373276555608563e-14,2.9060720332863463e-14
0.0017064106121298165,0.11187629787450515,0.0,0.0,0.0,0.0,0.302601825231278,0.64675286958691,0.0002451677372032899,0.0007118404306493828,1.8487060378918829e-06,7.79602649404468e-07,5.852202015976022e-15,4.052354755326149e-06,0.004622187921941459,0.027196936289099777,0.006333061792836517,2.8382403371609963e-07,5.156872835023561e-07,9.707331392140885e-07,6.945257957980621e-06,3.939055805308318e-14,0.006610284993123794,2.527829807407877e-09,9.239222561379452e-09,1.0485026033499463e-07,0.0016222121829858752,2.5765464084543737e-14,2.946238055887513e-14
0.0017125655234423295,0.11187432946361014,0.0,0.0,0.0,0.0,0.30241278256020415,0.6465725999204676,0.0002455742225051251,0.0007144153487947567,1.851287588066055e-06,7.826730803055867e-07,5.8603742125077835e-15,4.070262478000284e-06,0.004638066724240083,0.0274124680115627,0.006367003734160937,2.8460071066442575e-07,5.183647948808711e-07,9.763162873629148e-07,6.9833847012966566e-06,3.960679681204198e-14,0.00667219985987527,2.541214305811864e-09,9.284880019171567e-09,1.0591762857122803e-07,0.0016436672574119142,2.612218116263052e-14,2.982738420958591e-14
0.0017187204347548426,0.11187236243261063,0.0,0.0,0.0,0.0,0.30222311148519326,0.646391521024969,0.00024597898971646123,0.0007169897831749555,1.8538522290288902e-06,7.857458364144506e-07,5.868492882431588e-15,4.088184296676376e-06,0.004653893018854156,0.027628993501876115,0.006400920474678144,2.8537689737908684e-07,5.210453742009675e-07,9.8190660294525e-07,7.021532926744089e-06,3.982315740916035e-14,0.006734453780569988,2.5546098957160615e-09,9.33056818345042e-09,1.0699147526330143e-07,0.0016653193081600536,2.6482467439133867e-14,3.019573052708e-14
