Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70)
1.8204299300924167e-06,0.11224537174138839,0.0,0.0,0.0,0.0,0.3299988668292229,0.669998869458361,1.1024408453803774e-06,1.0945917101218957e-06,8.581748008252152e-09,1.3589544333156832e-09,2.71660032215608e-17,4.1850430608769755e-09,2.18872981868136e-08,2.707569070844116e-08,1.2117082799811193e-10,7.452912551607585e-10,4.0213552557604914e-10,1.265525949921689e-12,7.451594537081171e-12,4.226227927080414e-20,5.292848509206316e-12,2.8616519013808364e-14,4.505124087276507e-12,1.1425584499113497e-17,1.8117577117872476e-16,3.360955797003671e-26,3.899348063483075e-21
1.8897073288884997e-06,0.1122453717528315,0.0,0.0,0.0,0.0,0.3299988220619462,0.6699988253947602,1.1451362546100762e-06,1.1361883375680321e-06,8.914168717030963e-09,1.4022678612084033e-09,2.8218299565335346e-17,4.363296133039474e-09,2.3595907664078058e-08,2.9390364274380194e-08,1.3566653107814595e-10,7.762367264774602e-10,4.183663205496988e-10,1.383910543498653e-12,8.216908819046263e-12,4.660281683422703e-20,6.076432537922925e-12,3.041150854950298e-14,4.68192806155658e-12,1.2945369933024872e-17,2.1280282734907137e-16,3.906267610832652e-26,4.299832650762859e-21
1.9589847276845826e-06,0.11224537176586413,0.0,0.0,0.0,0.0,0.32999877717147746,0.6699987812544171,1.1878869975036895e-06,1.1777802125888814e-06,9.24702020813438e-09,1.4455769534837205e-09,2.9271959574650394e-17,4.5417265276123864e-09,2.536957051824767e-08,3.1801618823111466e-08,1.5128516757072498e-10,8.072085448414634e-10,4.345956250316819e-10,1.5082722670207178e-12,9.025292582539306e-12,5.118762620507335e-20,6.9387497329597574e-12,3.2259115293539883e-14,4.85912183256298e-12,1.460530269648088e-17,2.4855851030782567e-16,4.5199106985812546e-26,4.72285578606775e-21
2.0282621264806655e-06,0.11224537178048123,0.0,0.0,0.0,0.0,0.3299987321577122,0.6699987370372176,1.2306929979751855e-06,1.2193673518103752e-06,9.580301888959851e-09,1.488881727308402e-09,3.032698137358948e-17,4.72033410940068e-09,2.7208376551104866e-08,3.4309550327835205e-08,1.6807016005590579e-10,8.382066737988653e-10,4.5082344586461777e-10,1.6386563640149418e-12,9.877158467762113e-12,5.601904770332893e-20,7.884130780697569e-12,3.4159428169743074e-14,5.0367053799163124e-12,1.6413228690039973e-17,2.888170608585404e-16,5.207997663268321e-26,5.168633481346973e-21
2.1668169240728314e-06,0.1122453718144487,0.0,0.0,0.0,0.0,0.32999864175987276,0.6699986483717952,1.3164704657669565e-06,1.3025274892320967e-06,1.0248153437366408e-08,1.5754783881245347e-09,3.2441102798686055e-17,5.07808039399346e-09,3.1081776834455224e-08,3.9615827764806016e-08,2.053137042848944e-10,9.00281724538874e-10,4.83274663780398e-10,1.9176575760893366e-12,1.1712842321849777e-11,6.64302668776871e-20,1.0041604056862459e-11,3.8118527146857103e-14,5.393041713200929e-12,2.0505451801450352e-17,3.844434847749805e-16,6.833550725704353e-26,6.1292408259340645e-21
2.3053717216649973e-06,0.11224537185469345,0.0,0.0,0.0,0.0,0.32999855086759167,0.6699985593975848,1.402468043265532e-06,1.3856688823316156e-06,1.0917718574455277e-08,1.6620579803977465e-09,3.456064868459145e-17,5.436534152026713e-09,3.521682481930602e-08,4.530996315293064e-08,2.4774774683465365e-10,9.62461605384648e-10,5.1572002860711e-10,2.2212196028961595e-12,1.372671847704728e-11,7.785211710502473e-20,1.2584245166811741e-11,4.228951339458843e-14,5.7509368631006385e-12,2.528885571195846e-17,5.030983922628929e-16,8.838258375842497e-26,7.183098703653364e-21
2.443926519257163e-06,0.1122453719011747,0.0,0.0,0.0,0.0,0.3299984594800336,0.6699984701136796,1.4886851111002873e-06,1.4687916631970893e-06,1.1588992476215392e-08,1.7486206403942782e-09,3.668560376062917e-17,5.795694519181237e-09,3.961423510731496e-08,5.139272222664551e-08,2.957254292151064e-10,1.0247460428807313e-09,5.481595942626638e-10,2.549610511583363e-12,1.5921186204770003e-11,9.029820603388968e-20,1.5547961116852732e-11,4.667309202475611e-14,6.110390603729915e-12,3.0833539234747813e-17,6.4855375497034e-16,1.1282693959186104e-25,8.331463431543243e-21
2.582481316849329e-06,0.1122453719538515,0.0,0.0,0.0,0.0,0.3299983675963644,0.6699983805191749,1.5751210451700785e-06,1.5518959635037608e-06,1.2261970281798719e-08,1.8351665039038697e-09,3.8815952639513246e-17,6.155560615573754e-09,4.427472058164562e-08,5.786486978930859e-08,3.496024478813941e-10,1.0871347649519342e-09,5.805934150011668e-10,2.9030671415638204e-12,1.829834486385993e-11,1.0378044033607792e-19,1.8969107903996192e-11,5.126996532155491e-14,6.471402681226477e-12,3.721292431693526e-17,8.249543886497404e-16,1.423275914964541e-25,9.575434452749931e-21
2.721036114441495e-06,0.1122453720126827,0.0,0.0,0.0,0.0,0.3299982752157516,0.6699982906131681,1.6617752165876524e-06,1.63498191451139e-06,1.2936647093087343e-08,1.921695706237903e-09,4.0951679815977854e-17,6.516131551917738e-09,4.919899239173573e-08,6.472716963730636e-08,4.097370505744231e-10,1.1496275007252543e-09,6.130215452511967e-10,3.2818001995858985e-12,2.0860042880217632e-11,1.1830930349830586e-19,2.2884436263769852e-11,5.608083271164349e-14,6.83397281343206e-12,4.4503797074157096e-17,1.036835335413394e-15,1.7759754533988042e-25,1.0915979967217379e-20
2.9981457096258263e-06,0.11224537214864204,0.0,0.0,0.0,0.0,0.32999808896037075,0.6699981098630444,1.8357357321293174e-06,1.8010992915761445e-06,1.4291077955078493e-08,2.094704666223799e-09,4.52392064542282e-17,7.2393840296604265e-09,5.984173085430466e-08,7.962527633344103e-08,5.502247319957844e-10,1.2749239096571155e-09,6.778609500118036e-10,4.115831271142657e-12,2.6543422014281636e-11,1.5054301614734435e-19,3.234636374993115e-11,6.634733306295577e-14,7.563785972035633e-12,6.214421564509708e-17,1.5872357516397664e-15,2.6857172648493463e-25,1.3890129320016746e-20
3.2475443452917246e-06,0.1122453722916349,0.0,0.0,0.0,0.0,0.3299979196226554,0.669997946113575,1.9930401608415287e-06,1.9505434845349195e-06,1.551582642929617e-08,2.2503570965805685e-09,4.911621624170227e-17,7.892711607561406e-09,7.03294429415912e-08,9.437553412100874e-08,7.017106215982422e-10,1.3880436141669313e-09,7.361974925053913e-10,4.954621557890934e-12,3.230432191829656e-11,1.832163936857705e-19,4.292749191302109e-11,7.632600047342548e-14,8.225942949216388e-12,8.197852345021206e-17,2.258050693710953e-15,3.7846196194148705e-25,1.6904869492981438e-20
3.496942980957623e-06,0.11224537245391555,0.0,0.0,0.0,0.0,0.32999774866195714,0.6699977813408808,2.1510416784328004e-06,2.0999302478665597e-06,1.6746001795915108e-08,2.4059576270393756e-09,5.3010405160588154e-17,8.548306327059276e-09,8.168280166142117e-08,1.1040171450669845e-07,8.791587398750321e-10,1.5014959509855247e-09,7.94516432238389e-10,5.877778879219117e-12,3.86841457550901e-11,2.1940004491257095e-19,5.569521065731294e-11,8.700875299104756e-14,8.8931423302542e-12,1.0611831641775082e-16,3.134068938017589e-15,5.206703542173345e-25,2.0243526384004098e-20
3.746341616623521e-06,0.11224537263523456,0.0,0.0,0.0,0.0,0.3299975760734733,0.6699976155397652,2.309736442016977e-06,2.2492603317364037e-06,1.7981574124734947e-08,2.5615070291903333e-09,5.692167846516465e-17,9.206161214543688e-09,9.390588968550013e-08,1.2770823042138077e-07,1.0847500978166347e-09,1.615279226288823e-09,8.528180797783463e-10,6.886016985162151e-12,4.568873236675979e-11,2.5912708526043147e-19,7.087353714354597e-11,9.839956296969482e-14,9.565381427097035e-12,1.351384489139102e-16,4.2582166004848124e-15,7.013900116236852e-25,2.3909163331629396e-20
3.99574025228942e-06,0.11224537283533974,0.0,0.0,0.0,0.0,0.32999740185241916,0.6699974487050515,2.4691205569714556e-06,2.3985344817614263e-06,1.9222513082688292e-08,2.7170060694408135e-09,6.084994013441267e-17,9.866269048629872e-09,1.070027702282211e-07,1.4629948094038347e-07,1.3206921410560705e-09,1.729391722587267e-09,9.111027442074834e-10,7.97997714756025e-12,5.33232269908931e-11,3.02426696331813e-19,8.868847490451822e-11,1.1050237062210504e-13,1.024265724182989e-11,1.696523613712404e-16,5.678976492120738e-15,9.274258381337188e-25,2.790448143969055e-20
4.245138887955318e-06,0.11224537305397606,0.0,0.0,0.0,0.0,0.3299972259940273,0.6699972808315847,2.62919007690135e-06,2.5477534389687743e-06,2.0468787933563657e-08,2.87245550897533e-09,6.479509287113801e-17,1.052862232042735e-08,1.2097748674401116e-07,1.6617985079277883e-07,1.5892186532026163e-09,1.8438316932538083e-09,9.693707326790962e-10,9.160248429444446e-12,6.159227617355543e-11,3.493252313626437e-19,1.0936779489723257e-10,1.233210835550533e-13,1.0924966465043374e-11,2.103128505973556e-16,7.45075250188083e-15,1.2062047453791922e-24,3.223192157817134e-20
4.494537523621216e-06,0.11224537329088582,0.0,0.0,0.0,0.0,0.3299970484935497,0.6699971119142311,2.789941003624587e-06,2.6969179397550315e-06,2.172036753789043e-08,3.0278561037148217e-09,6.875703810160683e-17,1.1193213233328693e-08,1.3583406262414648e-07,1.8735370988297152e-07,1.892589653437796e-09,1.958597360993634e-09,1.027622350713954e-09,1.0427382483136133e-11,7.050017008836765e-11,3.998470223956863e-19,1.3314087453458573e-10,1.3685957628553156e-13,1.161230547422499e-11,2.5781284104447765e-16,9.634241312510369e-15,1.545784925092149e-24,3.68937388613518e-20
4.7439361592871145e-06,0.11224537354580862,0.0,0.0,0.0,0.0,0.32999686934625677,0.6699969419478794,2.951369287136678e-06,2.8460287158461093e-06,2.2977220352663933e-08,3.183208604274967e-09,7.273567597467606e-17,1.1860033771516827e-08,1.5157650089339217e-07,2.098254127848276e-07,2.233091288476499e-09,2.0736869214597195e-09,1.0858579024594282e-09,1.1781903940009312e-11,8.005094247297948e-11,4.540149470777791e-19,1.6023858342413174e-10,1.5112168965085077e-13,1.2304670331741794e-11,3.128861621409475e-16,1.2296811283055372e-14,1.9548630037612872e-24,4.189205494490445e-20
4.993334794953013e-06,0.11224537381848136,0.0,0.0,0.0,0.0,0.3299966885474388,0.6699967709274404,3.1134708256561412e-06,2.995086494257678e-06,2.4239314431699176e-08,3.3385137559251392e-09,7.673090536291279e-17,1.2529075740760804e-08,1.682087839063892e-07,2.3359929830285678e-07,2.6130357187494256e-09,2.1890985449877787e-09,1.1440776904777312e-09,1.3224317307135161e-11,9.024843699614286e-11,5.118508050656889e-19,1.9089320608289306e-10,1.6611123035052816e-13,1.300205678354588e-11,3.763083166996134e-16,1.5512888664761346e-14,2.4427835487183952e-24,4.7228892760248406e-20
5.242733430618911e-06,0.11224537410863801,0.0,0.0,0.0,0.0,0.3299965060924062,0.6699965988478471,3.276241465763737e-06,3.144091997255985e-06,2.550661742671628e-08,3.493772298547916e-09,8.074262386602978e-17,1.3200330754192253e-08,1.8573487304407973e-07,2.5867968911271575e-07,3.034760998891749e-09,2.3048303749046405e-09,1.2022820155564646e-09,1.4755111869007874e-11,1.0109635445230547e-10,5.733755856938026e-19,2.2533838573324612e-10,1.8183197049966016e-13,1.3704460258300542e-11,4.488972439130045e-16,1.9364351016127168e-14,3.019548509776158e-24,5.2906201216207363e-20
5.492132066284809e-06,0.11224537441601004,0.0,0.0,0.0,0.0,0.3299963219764894,0.6699964257040565,3.439677002560623e-06,3.293045942319064e-06,2.6779096588573236e-08,3.6489849665981858e-09,8.477072781478898e-17,1.387379022092006e-08,2.041587084106067e-07,2.8507089141009333e-07,3.500630952512586e-09,2.4208805265038443e-09,1.260471176813062e-09,1.6374765432453858e-11,1.1259828882545038e-10,6.386096725129125e-19,2.638090803005736e-10,1.9828764701227713e-13,1.441187586606754e-11,5.315140907364713e-16,2.394092778496188e-14,3.695823589607043e-24,5.892587407163837e-20
5.990929337616606e-06,0.11224537508131201,0.0,0.0,0.0,0.0,0.3299959487434312,0.669996076203826,3.7685256901474424e-06,3.5908020043812953e-06,2.933945041908321e-08,3.959275589421822e-09,9.287567105017344e-17,1.5227287259008127e-08,2.4371527005065374e-07,3.418028706204354e-07,4.574388213591715e-09,2.6539281234606818e-09,1.3768051962675198e-09,1.9882518060230458e-11,1.3757819152495045e-10,7.802850715087089e-19,3.5377323745479107e-10,2.334185780683499e-13,1.584172232278659e-11,7.304967550037098e-16,3.5670073284687784e-14,5.3929433253735996e-24,7.199968625103848e-20
6.489726608948402e-06,0.11224537581218424,0.0,0.0,0.0,0.0,0.3299955688113333,0.6699957223868743,4.099982225872351e-06,3.888360323053694e-06,3.1920105961452e-08,4.269391389960057e-09,1.0104488048998092e-16,1.6589494564013626e-08,2.869095526498755e-07,4.038293421333227e-07,5.8537283421180905e-09,2.8882257250367607e-09,1.4930821088093288e-09,2.3751257761027648e-11,1.6521562544340122e-10,9.370328589203466e-19,4.62690515786272e-10,2.7153319708306054e-13,1.729155063011981e-11,9.810385911131761e-16,5.159088066512568e-14,7.633089442881493e-24,8.64648290407532e-20
6.988523880280199e-06,0.11224537660638105,0.0,0.0,0.0,0.0,0.329995182143617,0.6699953642137194,4.434011135355384e-06,4.1857264619115554e-06,3.4520786932333976e-08,4.579338044388363e-09,1.0927748154384813e-16,1.7960337188564058e-08,3.3377228032121725e-07,4.711841259728848e-07,7.358475516666326e-09,3.123757303005605e-09,1.6093042467337228e-09,2.7984598380893994e-11,1.9553747123319863e-10,1.1090054903920107e-18,5.924852819982263e-10,3.1266008337465834e-13,1.876131011491172e-11,1.2916617510196974e-15,7.274635305194335e-14,1.0526381203568723e-23,1.0233550053422297e-19
7.487321151611995e-06,0.11224537746161453,0.0,0.0,0.0,0.0,0.32999478870406757,0.6699950016452804,4.770576140200678e-06,4.4829059043182855e-06,3.714121078773772e-08,4.889121138256297e-09,1.1757257980298772e-16,1.933973748326864e-08,3.843338079077914e-07,5.439007455992538e-07,9.10885223014774e-09,3.3605064092119396e-09,1.7254739141950734e-09,3.2586101354702316e-11,2.2857016894804797e-10,1.2963529226792315e-18,7.45101106433096e-10,3.568272063430682e-13,2.0250944935629474e-11,1.6716522156749599e-15,1.0034601510564718e-13,1.4194381335080206e-23,1.1962568056705523e-19
7.986118422943792e-06,0.11224537837555508,0.0,0.0,0.0,0.0,0.32999438845684553,0.6699946346428913,5.109640166586178e-06,4.779904052270915e-06,3.9781088789943084e-08,5.198746165278023e-09,1.2592926125201807e-16,2.072761509942608e-08,4.386241114967403e-07,6.220124175982837e-07,1.1125473890772591e-08,3.598456177966737e-09,1.8415933870408383e-09,3.755928473631881e-11,2.643398071664326e-10,1.49922311911935e-18,9.225005098721958e-10,4.040619099143724e-13,2.1760394067110813e-11,2.131083423912995e-15,1.3578044080932295e-13,1.8770351569810724e-23,1.3834917747795954e-19
8.484915694275588e-06,0.11224537934583209,0.0,0.0,0.0,0.0,0.3299939813664993,0.6699942631683093,5.451165354485076e-06,5.076726225268963e-06,4.244012607933585e-08,5.508218526150913e-09,1.3434659249635975e-16,2.2123887084924278e-08,4.966727790139132e-07,7.055520413525542e-07,1.3429343064877239e-08,3.837589334400786e-09,1.957664912185772e-09,4.2907630726758455e-11,3.028721976358449e-10,1.7177624729818984e-18,1.1266647209553314e-09,4.5439089712209114e-13,2.328959128822562e-11,2.6808396165174517e-15,1.8063620885369677e-13,2.4399520794224626e-23,1.5851966730634892e-19
8.983712965607385e-06,0.1122453803700345,0.0,0.0,0.0,0.0,0.32999356739797575,0.6699938871837282,5.79511306770592e-06,5.373377659207964e-06,4.511802175261885e-08,5.8175435274049756e-09,1.4282362100981745e-16,2.352846792492753e-08,5.585090009061931e-07,7.945521888794724e-07,1.6041843362192253e-08,4.0778881995846595e-09,2.0736907069478795e-09,4.8634589609259057e-11,3.441929154028119e-10,1.952116035069062e-18,1.3595934663401838e-09,5.078402149552069e-13,2.483846517368568e-11,3.332638756364814e-15,2.367112798051751e-13,3.123933751694903e-23,1.8015071491758235e-19
9.482510236939181e-06,0.11224538144571161,0.0,0.0,0.0,0.0,0.32999314651663225,0.6699935066517874,6.141443904774264e-06,5.669863505299298e-06,4.781446894757751e-08,6.126726380284528e-09,1.513593754029099e-16,2.494126952742302e-08,6.24161560920609e-07,8.890450948509604e-07,1.898473295529909e-08,4.319334693173307e-09,2.1896729586677966e-09,5.474357941527168e-11,3.8832729789815113e-10,2.2024275085276388e-18,1.6233048006584178e-09,5.644352394107774e-13,2.64069390898835e-11,4.09905501910123e-15,3.06030799887454e-13,3.9459726882442935e-23,2.0325577365662229e-19
9.981307508270978e-06,0.11224538257037371,0.0,0.0,0.0,0.0,0.329992718688248,0.6699931215355832,6.490117710532511e-06,5.966188829017694e-06,5.0529154933437645e-08,6.435772199663492e-09,1.599528657089025e-16,2.6362201242755298e-08,6.936588269901551e-07,9.890626466799648e-07,2.2280137731180223e-08,4.561910338771701e-09,2.305613824312867e-09,6.123798423794681e-11,4.3530043099716224e-10,2.4688391697883697e-18,1.9198349452929993e-09,6.242006607706593e-13,2.7994931194318886e-11,4.993540841604999e-15,3.90863328176534e-13,4.924334100109413e-23,2.2784817818097035e-19
9.999999999999997e-06,0.11224538374149307,0.0,0.0,0.0,0.0,0.32999270251982815,0.6699931070137047,6.503229315260569e-06,5.977290604030806e-06,5.0631238509713486e-08,6.447351134046623e-09,1.6027601697859397e-16,2.641560766640639e-08,6.963383563926493e-07,9.92918632474495e-07,2.2410782006384052e-08,4.5710225947971686e-09,2.309957946759547e-09,6.148889959949096e-11,4.3711626845317046e-10,2.479137828645577e-18,1.9316125044542742e-09,6.265023283335182e-13,2.8054819698234796e-11,5.029738041136058e-15,3.943765332816241e-13,4.9642912994011027e-23,2.2879887018278155e-19
1.0480104779602774e-05,0.11224538374149307,0.0,0.0,0.0,0.0,0.3299922838790346,0.66999273179868,6.841093588430585e-06,6.262358609077213e-06,5.3261761206601934e-08,6.744686002995884e-09,1.6860308368686638e-16,2.7791169911239836e-08,7.670287422349374e-07,1.0946363746646232e-06,2.595054408079906e-08,4.80559627098427e-09,2.4215154299469565e-09,6.81211535789996e-11,4.851371450117159e-10,2.7514918458347664e-18,2.2512381107147467e-09,6.871604691567553e-13,2.9602354438683116e-11,6.030448437339687e-15,4.937374738333976e-13,6.078580560997918e-23,2.539411424904341e-19
1.0978902050934571e-05,0.11224538495650431,0.0,0.0,0.0,0.0,0.32999184205564763,0.669992337405119,7.194329913551107e-06,6.558377736436757e-06,5.601196359210704e-08,7.0534727093028666e-09,1.77309003142847e-16,2.9228079891719915e-08,8.442988160862995e-07,1.205797442251797e-06,3.001879133368465e-08,5.05037324133585e-09,2.5373798702508494e-09,7.53964023415601e-11,5.378620168891534e-10,3.0505249266743348e-18,2.6195863065635596e-09,7.533379403916063e-13,3.122911657586194e-11,7.225050717262055e-15,6.174589285227065e-13,7.429596287436768e-23,2.8154776120471124e-19
1.1477699322266367e-05,0.11224538621280568,0.0,0.0,0.0,0.0,0.32999139318519727,0.6699919383194298,7.549784346365562e-06,6.854251013336376e-06,5.877943235077281e-08,7.362137138197253e-09,1.8606958026905041e-16,3.0672833080151554e-08,9.254961155418316e-07,1.3225766364314604e-06,3.450806384134334e-08,5.29622162399008e-09,2.6532092081230165e-09,8.30670102020368e-11,5.934993664196542e-10,3.3660763438283797e-18,3.0269691529631848e-09,8.227556221490159e-13,3.287512017079409e-11,8.593561616623327e-15,7.651278829627607e-13,8.999611019200362e-23,3.106810077042952e-19
1.1976496593598164e-05,0.1122453875077597,0.0,0.0,0.0,0.0,0.3299909372352591,0.6699915345066402,7.907413847191417e-06,7.149983152365545e-06,6.156383229180995e-08,7.67068400894662e-09,1.948837540003094e-16,3.212532894308289e-08,1.010647256559644e-06,1.4450043582451763e-06,3.94418827119837e-08,5.543121422735278e-09,2.7690054742561772e-09,9.113622028357345e-11,6.520732457099531e-10,3.698282510631392e-18,3.4754936939044956e-09,8.954353204241863e-13,3.4540262615157336e-11,1.0153155779840018e-14,9.401568181772847e-13,1.081222338825474e-22,3.413537287456454e-19
1.247529386492996e-05,0.11224538883869428,0.0,0.0,0.0,0.0,0.3299904741738847,0.6699911259322854,8.267174691344709e-06,7.445578775564583e-06,6.436482289084276e-08,7.979117939576575e-09,2.0375044638769114e-16,3.358546455789216e-08,1.099778395600292e-06,1.5731106134179255e-06,4.484409720074523e-08,5.79105227852685e-09,2.884770666694682e-09,9.960723790080109e-11,7.136074293319977e-10,4.047278266358427e-18,3.967284204552266e-09,9.713980863644823e-13,3.622443614599247e-11,1.1921987520338336e-14,1.1462886596880068e-12,1.2892423715739317e-22,3.7357863942801955e-19
1.2974091136261757e-05,0.11224539020290342,0.0,0.0,0.0,0.0,0.3299900039696119,0.6699907125624188,8.62902248498744e-06,7.741042413560168e-06,6.718205841334294e-08,8.287443446015264e-09,2.1266856298923354e-16,3.505313464733632e-08,1.1929152213244453e-06,1.706925003131227e-06,5.073887576163401e-08,6.0399934768394344e-09,3.0005067504290716e-09,1.0848322970818125e-10,7.781254083334448e-10,4.413196842255176e-18,4.504481989004534e-09,1.0506642034711214e-12,3.7927527868296315e-11,1.3919209022200603e-14,1.3876152800910925e-12,1.5266616306985218e-22,4.073683201801608e-19
1.3472888407593553e-05,0.11224539159764854,0.0,0.0,0.0,0.0,0.3299895265914753,0.6699902943636206,8.99291218165396e-06,8.03637850473605e-06,7.001518804335012e-08,8.595664941280204e-09,2.2163699327741743e-16,3.65282316148667e-08,1.290082946454184e-06,1.8464767149422139e-06,5.715069676789993e-08,6.289923955319867e-09,3.1162156570149735e-09,1.1776732293190149e-10,8.45650385024302e-10,4.796169831970011e-18,5.0892451719672855e-09,1.1332531751804298e-12,3.964941978154689e-11,1.6164987766003675e-14,1.6685963347358739e-12,1.7962641253734144e-22,4.427352141517645e-19
1.397168567892535e-05,0.11224539302015919,0.0,0.0,0.0,0.0,0.32998904200901596,0.6699898713030077,9.358798099441216e-06,8.331591394440008e-06,7.286385601736223e-08,8.903786734708356e-09,2.3065461106300404e-16,3.801064558671464e-08,1.3913062998057234e-06,1.9917945138535564e-06,6.410433890740379e-08,6.540822312093588e-09,3.2318992841891277e-09,1.2746260439489698e-10,9.162052657511904e-10,5.19632715057268e-18,5.723748487481659e-09,1.219183712852564e-12,4.1389988810189474e-11,1.8680523120459656e-14,1.9940784154647165e-12,2.1009795624811018e-22,4.796916235499236e-19
1.4470482950257146e-05,0.1122453944676343,0.0,0.0,0.0,0.0,0.32998855019229134,0.6699894433482417,9.726633938855074e-06,8.62668533422806e-06,7.57277017633338e-08,9.211813031230695e-09,2.397202749350418e-16,3.95002644560374e-08,1.4966095185013685e-06,2.1429067335463147e-06,7.162487125981547e-08,6.792666814390628e-09,3.347559495495435e-09,1.375721194302648e-10,9.898126525771417e-10,5.613796987365642e-18,6.410183063745485e-09,1.308473724191932e-12,4.3149106838129694e-11,2.1488062040653767e-14,2.3693145068167796e-12,2.443885398385427e-22,5.182497054008469e-19
1.4969280221588943e-05,0.11224539593724334,0.0,0.0,0.0,0.0,0.32998805111188523,0.6699890104675398,1.0096372801299853e-05,8.921664481146853e-06,7.860636004468353e-08,9.519747930692165e-09,2.488328287167305e-16,4.0996973926323954e-08,1.6060163403684048e-06,2.2998412677845383e-06,7.973764306328777e-08,7.045435407322798e-09,3.463198119934005e-09,1.4809887088778407e-10,1.0664948358284022e-09,6.048705763612707e-18,7.150756201921829e-09,1.4011403021115691e-12,4.492664074722183e-11,2.461091384623246e-14,2.799983727889677e-12,2.8282088282726943e-22,5.584214677635535e-19
1.546807749292074e-05,0.1122453974261272,0.0,0.0,0.0,0.0,0.3299875447389168,0.6699885726296807,1.0467967208192055e-05,9.21653289705515e-06,8.149946110916174e-08,9.827595427217975e-09,2.5799110193666913e-16,4.250065755723267e-08,1.719549996532454e-06,2.4626255619959416e-06,8.846827317900458e-08,7.299105723012972e-09,3.5788169516243876e-09,1.590458182490547e-10,1.1462737876533268e-09,6.5011780960078185e-18,7.947691148844296e-09,1.4971997140579446e-12,4.672245245972813e-11,2.8073464048801888e-14,3.2922113420927193e-12,3.2573287134798405e-22,6.002187664714693e-19
1.5966874764252536e-05,0.11224539893139972,0.0,0.0,0.0,0.0,0.32998703104504984,0.6699881298040165,1.0841369120682005e-05,9.511294547985375e-06,8.440663084245144e-08,1.0135359408627174e-08,2.6719391031508914e-16,4.4011196814033846e-08,1.837233204212632e-06,2.6312866050363476e-06,9.784263926250504e-08,7.553655090135364e-09,3.6944177494784017e-09,1.704158767392427e-10,1.2291711555180908e-09,6.971336759785494e-18,8.80322686488348e-09,1.596667391818739e-12,4.853639898475601e-11,3.190118717683562e-14,3.852589016390924e-12,3.7347774389908244e-22,6.436533018389461e-19
1.6465672035584333e-05,0.11224540045014844,0.0,0.0,0.0,0.0,0.3299865100025015,0.6699876819604772,1.1216529959969018e-05,9.805953303545968e-06,8.732749092639088e-08,1.044304365589433e-08,2.764400562647164e-16,4.5528471118538096e-08,1.95908815972569e-06,2.8058509211481446e-06,1.0788686665109895e-07,7.809060543731367e-09,3.8100022368888305e-09,1.822119163906867e-10,1.3152082552079173e-09,7.459302649026756e-18,9.719617787528251e-09,1.6995579218309593e-12,5.0368332468671284e-11,3.6120658555858874e-14,4.4881953109910145e-12,4.264242696611951e-22,6.887366151068047e-19
1.696446930691613e-05,0.11224540197943642,0.0,0.0,0.0,0.0,0.32998598158405196,0.6699872290695814,1.1593400628192026e-05,1.0100512936365438e-05,9.026165900167648e-08,1.0750651842660103e-08,2.857283294058167e-16,4.705235790098975e-08,2.0851365317061813e-06,2.9863445621201937e-06,1.1862731697715534e-07,8.065298835270042e-09,3.925572101435899e-09,1.9443676111001824e-10,1.4044060638259595e-09,7.965194736951777e-18,1.0699133590218351e-08,1.805885036002815e-12,5.221810024945746e-11,4.075956501792646e-14,5.2066163797353746e-12,4.849569195096967e-22,7.354800848844482e-19
1.7962063849579722e-05,0.11224540505776479,0.0,0.0,0.0,0.0,0.329984902513429,0.6699863080307752,1.2352072595335735e-05,1.0689349436471492e-05,9.616837050078857e-08,1.1365654190120457e-08,3.044263550019164e-16,5.011946899464217e-08,2.3498975226892153e-06,3.3652216185135894e-06,1.4230344361299747e-07,8.580179583476858e-09,4.1566745315834905e-09,2.2018392556998206e-10,1.5923659844478056e-09,9.031223579634442e-18,1.2856693213861106e-08,2.0288996207921833e-12,5.597050437195857e-11,5.141204410160847e-14,6.9249114073062434e-12,6.203979566516213e-22,8.339921757729238e-19
1.8859898937976957e-05,0.11224540783437602,0.0,0.0,0.0,0.0,0.32998390586301857,0.6699854615504242,1.3040222573814673e-05,1.1218999131028651e-05,1.0152601161104601e-07,1.1918930817883496e-08,3.2138626757641603e-16,5.290121521702332e-08,2.602730248104269e-06,3.7267406736871537e-06,1.662619203091079e-07,9.046181900655505e-09,4.364632895583758e-09,2.4485024122184867e-10,1.7725428173838239e-09,1.0053110054478003e-17,1.5037456459483247e-08,2.241485832903731e-12,5.940703356784821e-11,6.273457162570308e-14,8.841842797467717e-12,7.655835572909553e-22,9.284414974945444e-19
