Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15)
2.7813155661896136e-13,0.11224537200000413,0.0,0.0,0.0,0.0,0.3299999999998323,0.6699999999998691,1.6770989336618664e-13,1.309908289642421e-13,6.512011546933031e-19,3.6719715380902745e-14,2.0464506293130713e-27,4.349401624154783e-23,2.4023577303986804e-25,5.405200480408755e-29,7.410617460358386e-31,4.325346236165725e-23,8.959245935504456e-23,3.7674926321965976e-35,2.26095504248047e-40,1.2478013761339306e-48,4.441959373503615e-47,3.9824204851798314e-28
5.565047566407194e-13,0.11224537200000828,0.0,0.0,0.0,0.0,0.32999999999966445,0.669999999999738,3.3556419248653905e-13,2.6210359867718333e-13,2.605378941946568e-18,7.346319829987764e-14,8.217475520441002e-27,1.7506424974469032e-22,1.930733644077978e-24,4.350072745078199e-28,5.934461252151644e-30,1.7313097150380255e-22,3.586123242242398e-22,6.057899685337827e-34,7.27226676568908e-39,4.068286084478053e-47,2.8973275148109017e-45,3.1870768196758523e-27
1e-12,0.11224537200001652,0.0,0.0,0.0,0.0,0.329999999999397,0.6699999999995292,6.029811638212153e-13,4.710076939891398e-13,8.827142722538527e-18,1.3198229396836992e-13,2.7888900824189e-26,5.998130090421766e-22,1.2717586079676344e-23,2.8905146081943217e-27,3.904414956162976e-29,5.870787112292534e-22,1.2160362488077972e-21,7.858828040066927e-33,1.8722334347028258e-37,1.0545082972237568e-45,1.4963261791379672e-43,2.0949894791885678e-26
1.1132511566842355e-12,0.11224537200001652,0.0,0.0,0.0,0.0,0.3299999999993287,0.6699999999994758,6.71268889054184e-13,5.243535433176449e-13,1.0415935286424719e-17,1.4692575812454193e-13,3.291220536383256e-26,7.082770546230787e-22,1.547212185791924e-23,3.5175541310541786e-27,4.749905534618904e-29,6.927846033052008e-22,1.4349884307800385e-21,9.710967298323835e-33,2.331757361701497e-37,1.3133992437785192e-45,1.8710301159425376e-43,2.5485816453833743e-26
2.2267439567712675e-12,0.112245372000033,0.0,0.0,0.0,0.0,0.3299999999986573,0.6699999999989512,1.3426627224166035e-12,1.0489509883258294e-12,4.159889156796131e-17,2.9375331885118875e-13,1.3156373186682237e-25,2.8957663601711105e-21,1.2373320902465661e-22,2.872332758590114e-26,3.8007770279823418e-28,2.771871044123408e-21,5.7414640520102225e-21,1.553386791559387e-31,7.460351307052377e-36,4.2166303902086187e-44,1.201484372665633e-41,2.0359819192026218e-25
3.3402367568582995e-12,0.1122453720000495,0.0,0.0,0.0,0.0,0.3299999999979859,0.6699999999984265,2.014041042784365e-12,1.5736459239736738e-12,8.829687323281041e-17,4.404833857421617e-13,2.7932911898285317e-25,6.244971276608271e-21,3.535873919004402e-22,8.308176388734438e-26,1.1284183981951606e-27,5.890921254760919e-21,1.2202040730383533e-20,5.71487171440819e-31,3.404891061901363e-35,1.9257475695795905e-43,6.603248536899496e-41,5.816639939229105e-25
4.4537295569453315e-12,0.11224537200006593,0.0,0.0,0.0,0.0,0.3299999999973145,0.6699999999979017,2.6854038967949495e-12,2.0984382852169984e-12,1.5046320292471364e-16,5.871160238410456e-13,4.760606063884724e-25,1.0796421657874438e-20,7.453278664786409e-22,1.7705763230880674e-25,2.4588183818928334e-27,1.005011969736569e-20,2.081709584383396e-20,1.448676405299236e-30,1.0144878611657817e-34,5.740146066397666e-43,2.270448413430648e-40,1.2259219822499289e-24
6.6807151571193956e-12,0.11224537200009879,0.0,0.0,0.0,0.0,0.3299999999959716,0.6699999999968518,4.0280934503446815e-12,3.148251458011724e-12,3.109548829304763e-16,8.801528422266512e-13,9.839874028729393e-25,2.2846167636689268e-20,2.0332624702308245e-21,4.91828531288657e-25,7.13722609916368e-27,2.0810252498807667e-20,4.3104804694638845e-20,5.0611997710068695e-30,4.43708229865261e-34,2.511771649153708e-42,1.2208426406279942e-39,3.3438972457246415e-24
8.907700757293459e-12,0.11224537200013164,0.0,0.0,0.0,0.0,0.32999999999462876,0.6699999999958014,5.370726513974323e-12,4.1984223597692255e-12,5.279434746019796e-16,1.1728319198894803e-12,1.6707589885901406e-24,3.965192315002159e-20,4.249475756813395e-21,1.0443088481982637e-24,1.5608188263027352e-26,3.539691178064866e-20,7.331843027578342e-20,1.2635893760731632e-29,1.2919071343424646e-33,7.315278998713975e-42,4.067737437160536e-39,6.988179449348281e-24
1e-11,0.1122453720001644,0.0,0.0,0.0,0.0,0.3299999999939701,0.669999999995286,6.029243596806529e-12,4.713653589175616e-12,6.563861806953734e-16,1.3162461730648863e-12,2.077293967610724e-24,4.985552988934443e-20,5.7974973726789506e-21,1.4368259547433752e-24,2.166506675756591e-26,4.405048644326855e-20,9.124271715166935e-20,1.8754170348465864e-29,2.0714186709380658e-33,1.1730588188088468e-41,7.005888351761629e-39,9.533612922323935e-24
1.1134686357467522e-11,0.1122453720001644,0.0,0.0,0.0,0.0,0.3299999999932859,0.6699999999947506,6.713299361289094e-12,5.248976108764373e-12,8.051556082929942e-16,1.465128137710703e-12,2.5481722635921146e-24,6.182159393033056e-20,7.726892778151361e-21,1.92927954836548e-24,2.9282609538199985e-26,5.408465091790532e-20,1.1202662589775757e-19,2.6784671999934873e-29,3.1345129276049696e-33,1.7752460869835905e-41,1.113262403931979e-38,1.2706099541308825e-23
1.5588657557815652e-11,0.11224537200022981,0.0,0.0,0.0,0.0,0.3299999999906002,0.6699999999926476,9.398262695628738e-12,7.351253263225879e-12,1.5419605306060525e-15,2.048550878251556e-12,4.8803370933282386e-24,1.2438954575753282e-19,2.0333913362476812e-20,5.2957113610342865e-24,8.011786692570355e-26,1.0402929179226781e-19,2.1547732077035088e-19,9.783548483409859e-29,1.6169451329152933e-32,9.1614311169205e-41,8.29645916862454e-38,3.343469618780732e-23
