Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413),CHO2(133)
2.7828620255471017e-05,0.11224543191071182,0.0,0.0,0.0,0.0,0.3299725963367378,0.669976062264271,2.0124405275663542e-05,1.6497826857775047e-05,1.566795279088541e-07,1.74375764252326e-08,4.959659170390166e-16,8.161413553520078e-08,5.906679873500308e-06,8.433652912263377e-06,5.792184361262836e-07,1.3804360372053471e-08,6.442176072810043e-09,5.718580095084181e-10,4.166875431024405e-09,2.3632747760744752e-17,5.231601610958293e-08,4.990450872733095e-12,9.65762274004585e-11,3.141862341926739e-13,6.383543692582111e-11,4.100276099795707e-21,2.184849335051247e-18,2.4825736929819245e-18,2.20244334253973e-19,4.501032330907187e-18,1.6124964880182697e-15,1.0693464881598437e-21,7.524662092686056e-23,7.207345264097293e-28,2.536950450089727e-25,2.7052992174329973e-24,5.812782873653094e-16,2.103467135038618e-22,5.576997205644121e-19,1.497915817580306e-19,1.6108994784655165e-22,1.5313809423943844e-10,7.972998389582017e-26,6.3596917291944775e-25,8.365977214296183e-16,1.2751332004149615e-22,2.867334817139402e-19,2.335223720968096e-19,1.314556519691309e-25,8.956611411109603e-16,2.3045462844937895e-20,2.352648306810707e-13,1.1739980281218612e-11,7.398738745382194e-23,8.895358486829857e-17,1.7105568796436912e-17,5.1932424136438673e-20
2.8765121225557936e-05,0.11224543361987266,0.0,0.0,0.0,0.0,0.32997127101767476,0.6699749791493175,2.0878953900482562e-05,1.7048096485553203e-05,1.6255391966928982e-07,1.8013254859831816e-08,5.145612054367095e-16,8.469107419912823e-08,6.335084769517354e-06,9.042485725631904e-06,6.443390912608022e-07,1.4308544367040002e-08,6.659261326645042e-09,6.147476635698803e-10,4.481394536280541e-09,2.5416566548901663e-17,5.816388401230145e-08,5.3431714876679276e-12,1.0072676665466954e-10,3.6086205236262025e-13,7.567578463779612e-11,4.7299265754479445e-21,2.3500961989587444e-18,3.0534210387233403e-18,2.709403690850231e-19,5.531079059495103e-18,2.045379101905348e-15,1.3564178738310013e-21,9.902576073553544e-23,9.447128848526163e-28,3.101243012423876e-25,3.3070375087732517e-24,7.072736456532578e-16,2.5594014522116714e-22,6.598478406616212e-19,1.7766164039971706e-19,1.9111654724961804e-22,1.6576875701648197e-10,9.45644581387401e-26,8.104589600695505e-25,1.0624562172929595e-15,1.6193856211255335e-22,3.526769567548232e-19,2.841640060959883e-19,1.599631090733127e-25,9.292426936191623e-16,2.6476057606509892e-20,2.7937123436757537e-13,1.3522663943431346e-11,8.841750363346963e-23,1.0523866357882277e-16,2.0238367546776818e-17,5.870434532082382e-20
2.9701622195644855e-05,0.1122454350969598,0.0,0.0,0.0,0.0,0.32996991802734854,0.6699738763946378,2.16349200415971e-05,1.7598233783526415e-05,1.6843932503445884e-07,1.858886322216489e-08,5.331913592981391e-16,8.777904724696681e-08,6.779515883492772e-06,9.673895196929777e-06,7.143416971653524e-07,1.4813442768817412e-08,6.876400379147491e-09,6.593337342722529e-10,4.808432864773813e-09,2.7271389054340442e-17,6.444566284117641e-08,5.708195209504564e-12,1.0492232428822724e-10,4.12685431154779e-13,8.924487088262446e-11,5.4312904741755374e-21,2.521967573780983e-18,3.73132591748904e-18,3.3117284993263994e-19,6.7535200406596866e-18,2.5755505965753285e-15,1.7080075808830627e-21,1.2920874949521426e-22,1.2279758110494435e-27,3.768566154923989e-25,4.018643357327065e-24,8.55320810874798e-16,3.0951326673281086e-22,7.7665694870799795e-19,2.096025658772641e-19,2.2553773259346e-22,1.7894813177506446e-10,1.1156574414143418e-25,1.0250426561940633e-24,1.339356533718418e-15,2.0414360332025262e-22,4.309900054857536e-19,3.436731189623312e-19,1.934622943898326e-25,9.628872786957866e-16,3.0282156195492424e-20,3.299043893672446e-13,1.5505446832879924e-11,1.0505260616745734e-22,1.238599005817828e-16,2.382074977051999e-17,6.614848241207252e-20
3.063812316573178e-05,0.11224543632157169,0.0,0.0,0.0,0.0,0.3299685372967294,0.6699727539186692,2.239194690917933e-05,1.8148246659742534e-05,1.7433296564058207e-07,1.9164407280004362e-08,5.518475838531461e-16,9.087705469660664e-08,7.240015241778873e-06,1.0327959143807151e-05,7.894108086702266e-07,1.5318881083893566e-08,7.093597894019555e-09,7.056252278466693e-10,5.1480579398412066e-09,2.919759824075245e-17,7.117833374564024e-08,6.085457076991938e-12,1.0916126462946193e-10,4.700292811673262e-13,1.0473000987502534e-10,6.209832220515359e-21,2.7005041547938467e-18,4.53201129617844e-18,4.0235296317422473e-19,8.196546115528992e-18,3.220862060500861e-15,2.135953781266232e-21,1.6723652064302508e-22,1.583643644916115e-27,4.553952688185331e-25,4.8561471317526165e-24,1.0284055994525914e-15,3.721465042850251e-22,9.096726094509335e-19,2.4605222722315066e-19,2.648272480298803e-22,1.926756461676972e-10,1.3096690769913766e-25,1.2872358150608199e-24,1.676711920313927e-15,2.555632175006471e-22,5.234897406538007e-19,4.132509238454965e-19,2.3262940119221297e-25,9.96579022809496e-16,3.449105702546703e-20,3.875471221758262e-13,1.7703226807686187e-11,1.2413994139899693e-22,1.450634208846073e-16,2.790009965174128e-17,7.43110295174464e-20
3.15746241358187e-05,0.11224543727349792,0.0,0.0,0.0,0.0,0.3299671287652636,0.6699716116483566,2.3149680043493277e-05,1.8698141851725444e-05,1.8023208128379542e-07,1.973989155597439e-08,5.705211418148637e-16,9.398409609554134e-08,7.716617300732898e-06,1.1004748085593157e-05,8.697292993182683e-07,1.582468562946641e-08,7.3108580739905525e-09,7.536303794935847e-10,5.500331592259018e-09,3.1195544786042256e-17,7.837896537186371e-08,6.474881415431654e-12,1.1344192712119671e-10,5.332777787821309e-13,1.2233181228918e-10,7.071226473738629e-21,2.8857438619738164e-18,5.472875342277428e-18,4.860451798034404e-19,9.891358833374356e-18,4.001733363277911e-15,2.653798166526716e-21,2.1481332729464593e-22,2.0272038479777186e-27,5.474121938506457e-25,5.837377631443628e-24,1.2298024079774787e-15,4.450247030923853e-22,1.0605434561880339e-18,2.874784582808964e-19,3.0949134825550865e-22,2.069499049300574e-10,1.5301696406426095e-25,1.6056548719495664e-24,2.085295422021566e-15,3.178394402154452e-22,6.321869443006063e-19,4.942147879987653e-19,2.7820600883765183e-25,1.030302157095622e-15,3.9131093787996254e-20,4.530286943490155e-13,2.013144012677737e-11,1.459442790634842e-22,1.691117453877361e-16,3.2526959458206954e-17,8.323990601574916e-20
3.2511125105905617e-05,0.11224543793275372,0.0,0.0,0.0,0.0,0.32996569238085804,0.6699704495191189,2.39077679289392e-05,1.9247924944679e-05,1.8613393470175178e-07,2.0315319351050994e-08,5.892033685155816e-16,9.709917234711294e-08,8.20934897942852e-06,1.1704325246404989e-05,9.554780471089897e-07,1.6330683842038885e-08,7.528184665979528e-09,8.033566497531399e-10,5.8653099315538346e-09,3.3265546919616034e-17,8.606470614214698e-08,6.876382047497999e-12,1.1776262945464248e-10,6.028257567400263e-13,1.422645703111891e-10,8.021356011501523e-21,3.0777218253286552e-18,6.573096197940051e-18,5.839774704904091e-19,1.1872363331875049e-17,4.9414219381253275e-15,3.276964194352602e-21,2.7394311163033562e-22,2.576837411903132e-27,6.547614963546842e-25,6.98210627492718e-24,1.4630902707862715e-15,5.294429368572264e-22,1.231023231497275e-18,3.343796993770416e-19,3.6006950028031636e-22,2.2176869525424508e-10,1.7798121949128042e-25,1.990132630314506e-24,2.577382166143831e-15,3.9284325641603947e-22,7.592982029055637e-19,5.8800470012377215e-19,3.3100272339899665e-25,1.0640410447380438e-15,4.423163725623836e-20,5.271260814180549e-13,2.2806052505109752e-11,1.7074829867056818e-22,1.9628411460966576e-16,3.7755091820913187e-17,9.298475940100989e-20
3.3447626075992536e-05,0.11224543827961292,0.0,0.0,0.0,0.0,0.32996422809984866,0.6699692674747995,2.4665862596487452e-05,1.979760039152766e-05,1.9203581626474386e-07,2.0890692770002857e-08,6.078856867561968e-16,1.002212875191843e-07,8.718229705502664e-06,1.2426746571524236e-05,1.0468356272259238e-06,1.6836704580961372e-08,7.745580967012514e-09,8.548107223155687e-10,6.243043327798673e-09,3.540789031913708e-17,9.425277650261925e-08,7.289862529460221e-12,1.2212167073688533e-10,6.79078064044046e-13,1.6475662041933985e-10,9.066309376340839e-21,3.2764703755716663e-18,7.8537351561593e-18,6.980514857240206e-19,1.4177359400697317e-17,6.066308330444779e-15,4.022946453751442e-21,3.46969586444695e-22,3.253780277559619e-27,7.794937097027265e-25,8.312199103650401e-24,1.7321688921692816e-15,6.268123080167835e-22,1.4229725555154462e-18,3.8728555774958196e-19,4.1713499680986457e-22,2.371289951692025e-10,2.0614156953791494e-25,2.4518397777596414e-24,3.1669003805340614e-15,4.826976189394428e-22,9.072578602354208e-19,6.96189727756621e-19,3.919028126907618e-25,1.0977802078337872e-15,4.982309637753776e-20,6.10665196601945e-13,2.574354904160143e-11,1.9885291447890457e-22,2.268767674758357e-16,4.364153363263974e-17,1.0359696693502248e-19
3.4384127046079455e-05,0.11224543829464048,0.0,0.0,0.0,0.0,0.3299627358869534,0.6699680654676027,2.5423620212216336e-05,2.0347171534726602e-05,1.9793504855857063e-07,2.1466012748805798e-08,6.26559621312994e-16,1.0334945062851952e-07,9.243271473935999e-06,1.3172060756894189e-05,1.143978012891701e-06,1.734257842567802e-08,7.963049830863048e-09,9.079985032329129e-10,6.633576403929178e-09,3.762282806694607e-17,1.0296046115337451e-07,7.71521643992852e-12,1.265173347689713e-10,7.624488546373323e-13,1.9005068237766047e-10,1.021237783480917e-20,3.482019040031467e-18,9.337843936561347e-18,8.303532386908886e-19,1.6847739355762772e-17,7.406198561099986e-15,4.911511181125386e-21,4.366211778282672e-22,4.082729986893882e-27,9.23870973001254e-25,9.851778635277735e-24,2.0412745885652136e-15,7.386657152634623e-22,1.6383604071288292e-18,4.467572884369175e-19,4.812954837849936e-22,2.530269848747996e-10,2.3779675502962905e-25,3.0034145347292836e-24,3.869591134555617e-15,5.8980179654876125e-22,1.0787304080540312e-18,8.204744386072943e-19,4.618658210035445e-25,1.1315043536384937e-15,5.593691801069693e-20,7.045220560921697e-13,2.8960923056061664e-11,2.3057755105419694e-22,2.6120317436491807e-16,5.024664111234905e-17,1.151296350259573e-19
3.5320628016166374e-05,0.11224543795872369,0.0,0.0,0.0,0.0,0.3299612157152118,0.6699668434580152,2.6180701649753303e-05,2.0896640629767026e-05,2.0382899084201934e-07,2.2041279083722667e-08,6.452168130475397e-16,1.0648267739548964e-07,9.78447891851506e-06,1.394030929153914e-05,1.2470782854476603e-06,1.784813796563264e-08,8.180593675393564e-09,9.629251215448095e-10,7.036948038536655e-09,3.9910580665902344e-17,1.122051012752646e-07,8.152327668429494e-12,1.3094789326202162e-10,8.533608445504588e-13,2.1840417296984396e-10,1.1466052136956658e-20,3.694394543944927e-18,1.1050568534735035e-17,9.831636035374224e-19,1.9928682501658147e-17,8.994643294166557e-15,5.964907920450824e-21,5.460583592797491e-22,5.092275675311989e-27,1.090382640690827e-24,1.1627390318021347e-23,2.3949960751380664e-15,8.666635646866445e-22,1.8792653180325575e-18,5.133881922165332e-19,5.531933979864159e-22,2.69458060970888e-10,2.7326257387196698e-25,3.6590981665791595e-24,4.703176752317117e-15,7.168570438319317e-22,1.276622523811895e-18,9.627052594750003e-19,5.419311486983558e-25,1.1651984000947394e-15,6.260558617433794e-20,8.096238828687378e-13,3.247566387626978e-11,2.6626038049802604e-22,2.995942261334613e-16,5.763412607024802e-17,1.2763759779252962e-19
3.6257128986253294e-05,0.1122454372531026,0.0,0.0,0.0,0.0,0.3299596675659081,0.6699656014147148,2.6936773044521372e-05,2.144600887029627e-05,2.097150433625945e-07,2.2616490462006474e-08,6.638490325678527e-16,1.096199919616113e-07,1.0341849395675079e-05,1.4731526512659582e-05,1.3563063546999893e-06,1.835321808179338e-08,8.398214490577643e-09,1.0195949313445685e-09,7.453191379091397e-09,4.2271336114381166e-17,1.2200408676754786e-07,8.60107071874475e-12,1.3541160902639197e-10,9.522445596560761e-13,2.5008949314898096e-10,1.283401919728611e-20,3.9136208170936885e-18,1.301924834357416e-17,1.158968511375007e-18,2.3469342789852343e-17,1.0869273713241046e-14,7.208092263958792e-21,6.789248163606954e-22,6.3153659611683694e-27,1.2817616054809214e-24,1.3668176591683536e-23,2.798290031388576e-15,1.0125994008718799e-21,2.1478762714983887e-18,5.878039231899861e-19,6.335063060819545e-22,2.8641685350025665e-10,3.1287204477007998e-25,4.4348755311431905e-24,5.687537800508358e-15,8.668935780727903e-22,1.504094572263682e-18,1.1248767464161907e-18,6.332215818428332e-25,1.1988475005493903e-15,6.986262073276926e-20,9.26950146204235e-13,3.6305743621559293e-11,3.062584897014308e-22,3.4239837423253236e-16,6.587108309435263e-17,1.4117741468304665e-19
3.719362995634021e-05,0.1122454361593989,0.0,0.0,0.0,0.0,0.32995809142848165,0.669964339314464,2.7691506327810984e-05,2.199527641476576e-05,2.1559065151509883e-07,2.3191644494319844e-08,6.82448193392148e-16,1.1276042856300417e-07,1.0915373080376778e-05,1.5545739673109737e-05,1.4718286905106452e-06,1.885765621871204e-08,8.615913847168712e-09,1.0780115152300217e-09,7.882333865588131e-09,4.4705250040380066e-17,1.323748485105068e-07,9.061311072711563e-12,1.3990673927014977e-10,1.0595375211773727e-12,2.853942874949408e-10,1.4323158034654004e-20,4.139719005587929e-18,1.5273519299270158e-17,1.3604696630558212e-18,2.752304223373648e-17,1.3072153917505723e-14,8.668959548104382e-21,8.39404412563476e-22,7.789832505326245e-27,1.5010016854582357e-24,1.6006062296606206e-23,3.2564963804363476e-15,1.178405434207535e-21,2.446493287738546e-18,6.706627091649173e-19,7.229471495153056e-22,3.0389724569597026e-10,3.5697552453251636e-25,5.348623629342779e-24,6.844898507723047e-15,1.0432988412688357e-21,1.7645725079728714e-18,1.3091377397675468e-18,7.369467570294054e-25,1.2324370675717391e-15,7.77425745296144e-20,1.057533534232058e-12,4.0469603033273554e-11,3.5094799027811725e-22,3.899817204126035e-16,7.502800708881871e-17,1.558073655025556e-19
3.813013092642713e-05,0.11224543465964372,0.0,0.0,0.0,0.0,0.3299564873004232,0.6699630571419903,2.8444579738830168e-05,2.2544442414516087e-05,2.214533098287021e-07,2.376673774849109e-08,7.010063645696788e-16,1.1590303315504974e-07,1.1505033073628284e-05,1.6382969020918194e-05,1.5938080665396696e-06,1.9361292646191348e-08,8.833692905979677e-09,1.1381776891291444e-09,8.32439726448648e-09,4.7212445894014996e-17,1.4333485066701938e-07,9.532905546853366e-12,1.4443153879125232e-10,1.1756834029318092e-12,3.246216749367973e-10,1.5940535535880817e-20,4.372707488940381e-18,1.7845412369701062e-17,1.590594961902715e-18,3.214745950655894e-17,1.5650149595726728e-14,1.0378589344461079e-20,1.0322805783292565e-21,9.558939030293241e-27,1.751375406806012e-24,1.8675944301253206e-23,3.775353217099979e-15,1.3661579410365334e-21,2.7775276994092466e-18,7.6265548335277e-19,8.222643933416878e-22,3.2189239630713973e-10,4.059407781707728e-25,6.420265486194249e-24,8.200020432444537e-15,1.2498470194404824e-21,2.0617593013909753e-18,1.5177973779428892e-18,8.544065466937228e-25,1.2659527957902202e-15,8.628103004045237e-20,1.20246085719023e-12,4.4986136405839705e-11,4.0072409368714215e-22,4.427280597165177e-16,8.517880132479334e-17,1.7158744464452184e-19
3.906663189651405e-05,0.11224543273630387,0.0,0.0,0.0,0.0,0.32995485518715767,0.6699617548898567,2.919567831303121e-05,2.3093505043203548e-05,2.273005657692051e-07,2.434176578450662e-08,7.195157827165756e-16,1.190468649825134e-07,1.2110805521223133e-05,1.7243227890471682e-05,1.722403316969271e-06,1.9863970709738994e-08,9.051552427745198e-09,1.2000955085234295e-09,8.77939771272483e-09,4.979301519714884e-17,1.5490158303687824e-07,1.0015702647642705e-11,1.4898426306928633e-10,1.3011312035424947e-12,3.6809044984625117e-10,1.7693402363498337e-20,4.612601902345539e-18,2.0769443505802823e-17,1.85250830748992e-18,3.740480597415713e-17,1.8655312657063166e-14,1.2371500532586229e-20,1.2629992971322623e-21,1.1671968710034766e-26,2.0364524297075153e-24,2.1715887988443329e-23,4.361011321795604e-15,1.57808251386871e-21,3.1435021277219247e-18,8.645059216795214e-19,9.322420718001272e-22,3.4039476436563026e-10,4.601529987592131e-25,7.671927454860824e-24,9.780404151438862e-15,1.4907297844460508e-21,2.3996454079853535e-18,1.753330944637034e-18,9.869943506536422e-25,1.2993806836714994e-15,9.55145957169634e-20,1.362873879194631e-12,4.987467567632365e-11,4.560011113165845e-22,5.010388737016031e-16,9.640077629383109e-17,1.885793547902505e-19
4.000313286660097e-05,0.1122454303723064,0.0,0.0,0.0,0.0,0.32995319510191373,0.669960432558316,2.994449434516353e-05,2.364246152746788e-05,2.3313002334444812e-07,2.4916723190929027e-08,7.379688634285676e-16,1.22190998088902e-07,1.2732659743227427e-05,1.8126522804943528e-05,1.8577691069607463e-06,2.036553706895827e-08,9.269492783533728e-09,1.2637662759888644e-09,9.247345771650033e-09,5.2447017849256914e-17,1.670925534773941e-07,1.0509542997345893e-11,1.5356317147588793e-10,1.436334370393027e-12,4.1613525287438026e-10,1.9589188067244202e-20,4.859415163801664e-18,2.4082707813108243e-17,2.149619938650491e-18,4.336200630075019e-17,2.214528139845905e-14,1.468591667617202e-20,1.5377388612920021e-21,1.418487879008246e-26,2.36011920536014e-24,2.5167336869639367e-23,5.020048198844093e-15,1.8165591392874496e-21,3.547050140166257e-18,9.769703911441144e-19,1.0536997377943305e-21,3.593961362411194e-10,5.200147799481372e-25,9.128104064880974e-24,1.1616498695876406e-14,1.7705882167229386e-21,2.782519616676398e-18,2.018385524606744e-18,1.1362002798914206e-24,1.3327070541727636e-15,1.0548090056444247e-19,1.5399700766435404e-12,5.5154973733361807e-11,5.172123902254863e-22,5.653332715781376e-16,1.0877463875014007e-16,2.0684649767627994e-19
4.093963383668789e-05,0.11224542755106226,0.0,0.0,0.0,0.0,0.3299515070655825,0.6699590901551576,3.0690727825657544e-05,2.4191308178738807e-05,2.3893934650203373e-07,2.5491603622298143e-08,7.563582120363019e-16,1.2533452276096362e-07,1.3370558373715128e-05,1.9032853589510093e-05,2.0000557175130973e-06,2.086584192312508e-08,9.487513965665717e-09,1.3291905500137496e-09,9.728246490639861e-09,5.51744824882666e-17,1.7992528040351946e-07,1.1014259747303888e-11,1.5816653034534435e-10,1.581749895831572e-12,4.691067109837567e-10,2.1635496003999675e-20,5.113157506203914e-18,2.7824968611946686e-17,2.485596464876211e-18,5.0090874064412366e-17,2.618369574330384e-14,1.736404139390598e-20,1.863481982561108e-21,1.7160982497270695e-26,2.7265989910048512e-24,2.9075326016965275e-23,5.759481579286502e-15,2.084127082010963e-21,3.990915589660796e-18,1.1008378089040398e-18,1.187492315909726e-21,3.788876548204692e-10,5.8594604095933395e-25,1.0815827545619997e-23,1.3741918427295277e-14,2.0945458620378445e-21,3.2149793890821502e-18,2.3157854439549504e-18,1.3036142190273422e-24,1.3659185742052557e-15,1.162185882079565e-19,1.7350033216110052e-12,6.084718700847982e-11,5.848102230968955e-22,6.360478844010006e-16,1.2238447100799058e-16,2.264539640299986e-19
4.187613480677481e-05,0.1122454242564873,0.0,0.0,0.0,0.0,0.3299497911065636,0.6699577276955395,3.1434086849107764e-05,2.4740040426075838e-05,2.4472626230971976e-07,2.6066399837325908e-08,7.746766336726992e-16,1.284765469043851e-07,1.402445751021857e-05,1.996221349486436e-05,2.149408845306941e-06,2.136473922335703e-08,9.705615599098635e-09,1.3963681551231092e-09,1.022209948008549e-08,5.797540690448407e-17,1.9341728538039164e-07,1.1529678966831054e-11,1.6279261585550377e-10,1.7378374535303656e-12,5.273715462465048e-10,2.3840098697970525e-20,5.373836514341299e-18,3.2038733414852363e-17,2.864369844907405e-18,5.766826845612588e-17,3.084062702026314e-14,2.0452343372841075e-20,2.2480907954779574e-21,2.0671666276189832e-26,3.140472369150254e-24,3.3488700871747087e-23,6.586782331357985e-15,2.383489554581661e-21,4.477951667765208e-18,1.2369294077739187e-18,1.33450985267367e-21,3.9885985063795205e-10,6.583839017677965e-25,1.2764838535320379e-23,1.619366700456647e-14,2.4682428690861506e-21,3.701939755406344e-18,2.6485374720301747e-18,1.4909287546005115e-24,1.3990022728537458e-15,1.2776731103590274e-19,1.949284488847716e-12,6.697185741602071e-11,6.592656823856164e-22,7.136367117109942e-16,1.3731770146671838e-16,2.4746852358731667e-19
4.281263577686173e-05,0.11224542047302256,0.0,0.0,0.0,0.0,0.3299480472606,0.6699563452018136,3.217428799379324e-05,2.5288652849932554e-05,2.5048856391023007e-07,2.6641103738209823e-08,7.929171426262565e-16,1.316161973458232e-07,1.469430687233278e-05,2.0914589330507212e-05,2.3059694180296206e-06,2.1862086870799797e-08,9.923796953249156e-09,1.465298193215482e-09,1.07288989934702e-08,6.084975850610855e-17,2.0758608582080164e-07,1.2055620115333684e-11,1.67439717048897e-10,1.9050585059903967e-12,5.913126532808386e-10,2.6210932353947763e-20,5.641457166266876e-18,3.676933458101345e-17,3.2901469630797567e-18,6.617625409065656e-17,3.619302164984292e-14,2.4001850604859067e-20,2.7003896225522288e-21,2.4797186934540203e-26,3.6066991959454754e-24,3.8460351292907294e-23,7.509886724855367e-15,2.717518153020943e-21,5.011119657718663e-18,1.3860984171917647e-18,1.4956771754175505e-21,4.193026747696217e-10,7.377825132892277e-25,1.500776355900764e-23,1.9012368052595943e-14,2.897871148584027e-21,4.248642577527175e-18,3.019835763157639e-18,1.699941956894327e-24,1.4319455583044452e-15,1.4016772235128535e-19,2.1841819852743943e-12,7.354989370990299e-11,7.410683829557057e-22,7.985709175926564e-16,1.53665065869165e-16,2.699586118267178e-19
4.374913674694865e-05,0.1122454161856523,0.0,0.0,0.0,0.0,0.3299462755706039,0.6699549427033391,3.291105667134459e-05,2.5837139216736697e-05,2.562241132436032e-07,2.7215706410578468e-08,8.110729709585328e-16,1.3475262105795176e-07,1.538004996888846e-05,2.1889961607268696e-05,2.4698734255883257e-06,2.235774690030794e-08,1.0142056954207805e-08,1.5359790560325554e-09,1.12486340182251e-08,6.379747483452739e-17,2.2244918779965297e-07,1.2591896500488812e-11,1.7210613869969897e-10,2.0838753810225857e-12,6.61329145296287e-10,2.8756091093954463e-20,5.9160218791428385e-18,4.2065005671463634e-17,3.767418970057698e-18,7.570225745724446e-17,4.2325158074460476e-14,2.8068453405738913e-20,3.2302499937347964e-21,2.9627498140799464e-26,4.13064088395077e-24,4.404744917123896e-23,8.537207998219737e-15,3.089257040083882e-21,5.593487374230893e-18,1.5492296597593604e-18,1.6719534603193636e-21,4.402055332966197e-10,8.246128426299332e-25,1.75802966033609e-23,2.2242502117145336e-14,3.390210490514454e-21,4.860665411414392e-18,3.4330665176469364e-18,1.9325600037356198e-24,1.464736233442044e-15,1.534614679011879e-19,2.4411222011233085e-12,8.060255232578513e-11,8.30726233578064e-22,8.913385819225484e-16,1.7152055898759408e-16,2.9399431572261016e-19
4.468563771703557e-05,0.11224541137992011,0.0,0.0,0.0,0.0,0.32994447608647137,0.669953520236288,3.364412744583988e-05,2.6385492514176316e-05,2.619308435314241e-07,2.779019816374452e-08,8.291375763678551e-16,1.3788498630520053e-07,1.6081624273087238e-05,2.28883046884873e-05,2.641251767528514e-06,2.2851585649255444e-08,1.03603941972939e-08,1.6084084387983391e-09,1.1781288374904444e-08,6.681846412679786e-17,2.3802407899698396e-07,1.3138315680430482e-11,1.7679020388181844e-10,2.2747504115729866e-12,7.378363687844623e-10,3.148382201251904e-20,6.197530559544692e-18,4.7976939364547705e-17,4.3009690709240544e-18,8.633919777829217e-17,4.932911622581681e-14,3.271321574850853e-20,3.848677257324095e-21,3.526310439610026e-26,4.7180829584020515e-24,5.0311688960106715e-23,9.677647181143666e-15,3.5019268591468216e-21,6.228227344900726e-18,1.727239059036172e-18,1.8643317025725966e-21,4.6155732314045066e-10,9.19362411099345e-25,2.052137904452511e-23,2.5932649457660657e-14,3.952665571244548e-21,5.54392837756181e-18,3.891812343102185e-18,2.1907996355864833e-24,1.4973625100834367e-15,1.676911780306936e-19,2.7215898821530608e-12,8.81514177792688e-11,9.28765117052145e-22,9.924444090395617e-16,1.9098137840276487e-16,3.19647360431475e-19
4.562213868712249e-05,0.11224540604194386,0.0,0.0,0.0,0.0,0.32994264886488883,0.669952077843443,3.437324432178534e-05,2.693370498708011e-05,2.676067615187062e-07,2.836456857176826e-08,8.471046492859008e-16,1.4101248370705869e-07,1.6798961404974356e-05,2.3909586949256004e-05,2.820230116885864e-06,2.334347391118589e-08,1.0578806959924285e-08,1.682583354931015e-09,1.2326840824327333e-08,6.991260592330796e-17,2.5432822178059807e-07,1.369467996412615e-11,1.8149025671022346e-10,2.4781450718918098e-12,8.212658872114093e-10,3.4402519353396866e-20,6.485980657508282e-18,5.455935061076364e-17,4.8958809606833284e-18,9.818561890649697e-17,5.730525872234057e-14,3.800269437574566e-20,4.567905962346252e-21,4.18160086279409e-26,5.375259274314464e-24,5.731954591664981e-23,1.0940603129864156e-14,3.958928362938667e-21,6.918614732910693e-18,1.921073073000429e-18,2.073838106007002e-21,4.833464690678939e-10,1.0225349926572452e-24,2.387338525608035e-23,3.01357381953246e-14,4.5933037768957815e-21,6.304701373616036e-18,4.399856298609486e-18,2.476790432119713e-24,1.5298130218235758e-15,1.8290045762458557e-19,3.027128422629685e-12,9.621838269193616e-11,1.0357284899203515e-21,1.1024093904106469e-15,2.1214786026925504e-16,3.4699109235511455e-19
4.6558639657209406e-05,0.11224540015842811,0.0,0.0,0.0,0.0,0.3299407939691317,0.6699506155739854,3.509816100060851e-05,2.748176817378253e-05,2.732499494706125e-07,2.893880651483621e-08,8.649681191982696e-16,1.441343272166814e-07,1.753198732061116e-05,2.4953770943127208e-05,3.0069288006119345e-06,2.3833287074038453e-08,1.0797293214757818e-08,1.7585001517058595e-09,1.288526518231975e-08,7.307975171854398e-17,2.7137904643879437e-07,1.4260786903826028e-11,1.8620466494376044e-10,2.6945190752623612e-12,9.12065434187678e-10,3.752071821500948e-20,6.7813672243971066e-18,6.186953814894559e-17,5.5575472613821554e-18,1.1134582184787323e-16,6.636272297175665e-14,4.400926514375382e-20,5.4014974947105225e-21,4.9410692448950036e-26,6.108876584070027e-24,6.514253808040352e-23,1.2335981735729374e-14,4.4638457430133305e-21,7.668024965380785e-18,2.1317080534579103e-18,2.3015313937140197e-21,5.055609616578283e-10,1.1346502729449641e-24,2.768231208048256e-23,3.4909297318554264e-14,5.320893767101739e-21,7.149611192574185e-18,4.961185605988182e-18,2.7927769013760397e-24,1.5620768354774503e-15,1.9913387517751599e-19,3.359340079035561e-12,1.0482562751557266e-10,1.1521769909300537e-21,1.2217704267543914e-15,2.351234060935045e-16,3.761004608858422e-19
