Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125),C2H4O(223),C2H4O(64),S(1075),C2H3O(404),S(413),CHO2(133)
0.002905772827937069,0.11160730472551658,0.0,0.0,0.0,0.0,0.2517097294497213,0.5904219738857612,0.0003089070429525474,0.0013385564774970951,2.1315791235916646e-06,1.6239981088822396e-06,6.851429948796512e-15,8.965752566877371e-06,0.006942711569857251,0.09465905710810835,0.011229691300132691,4.826461163062609e-07,1.2769370604475732e-06,2.4475134847044193e-06,1.6025787481568344e-05,9.089150221119056e-14,0.027221400324948235,5.99951522283959e-09,2.0927165792191775e-08,4.685488324017527e-07,0.008457304950000298,2.3531676402625446e-13,2.3048060111335677e-13,5.1903369438769795e-09,3.229789264494677e-09,4.095662746617503e-08,0.0011869657355994732,7.871517641628369e-10,8.859090356241527e-10,4.32915314065523e-14,9.117317130994656e-13,9.722331001293288e-12,1.2454359811776278e-05,3.9944140799390155e-12,3.5534170472492117e-10,1.4438334082781145e-10,1.6138572323592606e-13,8.528872354449497e-07,7.685364513046093e-17,3.785578930250522e-13,0.00043724902215590077,6.66467730724664e-11,2.258037239955352e-09,4.446646962383472e-09,2.503130090410923e-15,3.302322961468271e-11,9.784694540309168e-13,0.00010678348080403572,0.00024823953130935386,2.4151385490124818e-14,3.3521415236297955e-08,5.943108002720619e-09,1.904032761810081e-12
0.0029113915212523496,0.11160690423752148,0.0,0.0,0.0,0.0,0.25141866400021284,0.5900631782429523,0.0003090630865510175,0.0013409105241000742,2.1313675250193148e-06,1.6279179850971359e-06,6.851675031181393e-15,8.990430990959142e-06,0.006947921053192741,0.09508827330390072,0.011239013702608457,4.835778678053868e-07,1.2801165314807253e-06,2.454772949671181e-06,1.6063618104951874e-05,9.11060617673076e-14,0.0273590065038813,6.013110784240502e-09,2.0972591203655487e-08,4.7069138263836233e-07,0.008500858267295382,2.3715814704839007e-13,2.3216269166726204e-13,5.220560509533494e-09,3.2553930747928905e-09,4.130969351325786e-08,0.0011979547250010342,7.944392554205302e-10,8.947230637377933e-10,4.376932299856805e-14,9.217920900427078e-13,9.829610712238586e-12,1.2582930166793908e-05,4.033211752702722e-12,3.5913831295102865e-10,1.4601564699292366e-10,1.6321771070163337e-13,8.588821639594199e-07,7.772250579097672e-17,3.8286037562896096e-13,0.00044195670153712903,6.736433134316523e-11,2.2834328072766515e-09,4.489837543848893e-09,2.5274431616560282e-15,3.334386672897309e-11,9.851487038783245e-13,0.00010767727992131095,0.00025030927195447363,2.4365141065070207e-14,3.3857000810898214e-08,5.9995707758560244e-09,1.9182834400203767e-12
0.00291701021456763,0.11160651301518724,0.0,0.0,0.0,0.0,0.25112723610268534,0.5897035477137799,0.0003092176761683802,0.0013432531943211143,2.131141401241681e-06,1.6318312739901682e-06,6.851878581532643e-15,9.015093684033056e-06,0.006953073039712306,0.09551845741383708,0.011248187482440468,4.845087379174147e-07,1.2832823453378159e-06,2.4620233101318758e-06,1.6101307591895467e-05,9.131982085915767e-14,0.027496996095757096,6.026637208097898e-09,2.1017782497495385e-08,4.7283356859284874e-07,0.008544437306740465,2.3900898762340216e-13,2.338523549021118e-13,5.250817141819292e-09,3.28109289642177e-09,4.166456341086664e-08,0.00120900988384234,8.017706278031121e-10,9.035943244072827e-10,4.4250571165580994e-14,9.319253110550758e-13,9.937667202296999e-12,1.2712386709455112e-05,4.072237361637857e-12,3.6296198241533294e-10,1.476611976806162e-10,1.6506468943242138e-13,8.648998057056852e-07,7.85984164045525e-17,3.8719919420820555e-13,0.0004467043851187374,6.808798717157181e-11,2.3090639283354957e-09,4.533281874267343e-09,2.5518990746090485e-15,3.366638754053981e-11,9.918507468308745e-13,0.00010857534901050569,0.0002523896402768103,2.458001902149859e-14,3.419490508150429e-08,6.0563726995859674e-09,1.9325996700896752e-12
0.0029226289078829104,0.11160613104708758,0.0,0.0,0.0,0.0,0.2508354487261892,0.5893430848999932,0.00030937080897230386,0.0013455843829003385,2.130900756086316e-06,1.6357378408738406e-06,6.852040580972516e-15,9.039739883426833e-06,0.006958167482123068,0.09594960579545446,0.011257212766261631,4.854387019530892e-07,1.2864343140428461e-06,2.4692642992174215e-06,1.6138854177172892e-05,9.153276947512636e-14,0.02763536847111075,6.040093739015016e-09,2.106273715802775e-08,4.749752925184863e-07,0.008588040512969106,2.408692806713152e-13,2.355495743652732e-13,5.2811056042182894e-09,3.3068878415742283e-09,4.202123158900361e-08,0.001220131240236331,8.091458999540475e-10,9.125228342662298e-10,4.473527575078554e-14,9.42131375457206e-13,1.0046500464224073e-11,1.284273029859087e-05,4.1114904974324905e-12,3.668127085965845e-10,1.4932002300817366e-10,1.6692669574635632e-13,8.709400111563914e-07,7.948139300265794e-17,3.915744656269102e-13,0.0004514922693369964,6.881777049908522e-11,2.334931938586071e-09,4.576979498033312e-09,2.5764975727981314e-15,3.399078866704178e-11,9.985754265976272e-13,0.00010947767119151988,0.0002544806147273022,2.4796015688017664e-14,3.45351299170145e-08,6.113513164718325e-09,1.946981318886198e-12
0.0029282476011981908,0.11160575832127853,0.0,0.0,0.0,0.0,0.25054330485929655,0.5889817924409068,0.0003095224821615414,0.0013479039849827637,2.130645593901703e-06,1.6396375513399561e-06,6.852161011458968e-15,9.064368823469326e-06,0.006963204334772491,0.0963817147593526,0.011266089689364045,4.863677351217241e-07,1.2895722501817873e-06,2.4764956509613045e-06,1.617625609458686e-05,9.174489759809175e-14,0.027774122985932237,6.053479624196512e-09,2.1107452678479714e-08,4.771164566415321e-07,0.008631666325857691,2.427390204047203e-13,2.372543334380256e-13,5.311424654602042e-09,3.3327770072508593e-09,4.2379692326535715e-08,0.0012313188183641517,8.165650879093796e-10,9.215086055431552e-10,4.5223436220653125e-14,9.52410274678887e-13,1.0156110406630608e-11,1.2973961731131415e-05,4.1509707288134186e-12,3.7069048390022024e-10,1.5099215200435634e-10,1.688037647580299e-13,8.770026280552555e-07,8.037145103735258e-17,3.959863042057278e-13,0.0004563205494645933,6.955371108974788e-11,2.361038172881428e-09,4.6209299350920965e-09,2.601238385988354e-15,3.4317066544634324e-11,1.0053225842259358e-12,0.0001103842290906498,0.0002565821727652053,2.501312725764664e-14,3.487767701928522e-08,6.170991523337083e-09,1.961428251858894e-12
0.002939484987828751,0.11160504054567706,0.0,0.0,0.0,0.0,0.2499579597055982,0.588256729332258,0.0003098214386433555,0.001352508012395489,2.130091738411983e-06,1.647415864363577e-06,6.852277097583587e-15,9.113571848409153e-06,0.006973105096572563,0.09724879944160558,0.011283399037820975,4.88222909274494e-07,1.2958052765878326e-06,2.4909283723466835e-06,1.625061887283988e-05,9.216665236347483e-14,0.028052775784694197,6.080036460055045e-09,2.1196156317531046e-08,4.813967119183331e-07,0.008718979508564777,2.4650681321198335e-13,2.406863998838738e-13,5.372149520542583e-09,3.3848343123085885e-09,4.3101967499026024e-08,0.001253892716695209,8.315352622131886e-10,9.396519590462748e-10,4.621012078035476e-14,9.731865035106163e-13,1.0377659543027071e-11,1.3239091000665047e-05,4.230610642654555e-12,3.785271357191845e-10,1.5437643166103953e-10,1.7260322531260744e-13,8.891944738379086e-07,8.217287032025826e-17,4.0492012746790843e-13,0.0004660990724196851,7.104418218403577e-11,2.4139705978766024e-09,4.709587205761821e-09,2.6511458071322146e-15,3.4975237383799243e-11,1.0188836840171541e-12,0.0001122099800678152,0.0002608169444406072,2.545067919645661e-14,3.556974374698167e-08,6.286959126440843e-09,1.9905173973252683e-12
0.0029507223744593115,0.11160435958116055,0.0,0.0,0.0,0.0,0.24937122493799435,0.5875283802558988,0.0003101145238246425,0.0013570644464561492,2.1294798799260705e-06,1.655165135333513e-06,6.852226712460494e-15,9.162696574658443e-06,0.006982774993636435,0.09811968100541205,0.011300116783203525,4.900740603861546e-07,1.301979931818977e-06,2.5053193269096494e-06,1.6324381839509303e-05,9.258500525899136e-14,0.02833294904637622,6.10630175004917e-09,2.1283873547734355e-08,4.856735436859789e-07,0.008806364284457514,2.503123052657317e-13,2.441484070192839e-13,5.432981684683653e-09,3.437257282272996e-09,4.383133894404957e-08,0.0012767316926794023,8.466812262116179e-10,9.580243935170637e-10,4.7210612937229825e-14,9.942537689975975e-13,1.0602312174295007e-11,1.3507779635873573e-05,4.31115321064361e-12,3.8647181351620283e-10,1.5781424675807231e-10,1.76463327592244e-13,9.014740716835565e-07,8.400278609408206e-17,4.1400152731595716e-13,0.0004760414914539678,7.255963480017054e-11,2.4678716881571797e-09,4.799249353420665e-09,2.7016188989665722e-15,3.564086789171148e-11,1.0325327216052663e-12,0.00011405245301415989,0.000265093754931604,2.5892641649786244e-14,3.627111458224835e-08,6.404269506035268e-09,2.01986590755089e-12
0.002961959761089872,0.11160371531146802,0.0,0.0,0.0,0.0,0.24878312516036938,0.586796767683681,0.0003104017164372495,0.0013615724645702938,2.1288100720431017e-06,1.6628842860725036e-06,6.852009742604549e-15,9.211736773099382e-06,0.0069922137222311635,0.0989943282438657,0.011316244318986987,4.919209872220581e-07,1.3080947297211296e-06,2.51966635621735e-06,1.639753094617078e-05,9.299987660793186e-14,0.028614637088564918,6.132269577995189e-09,2.1370584666336897e-08,4.899461555718983e-07,0.008893808016626101,2.5415542401877243e-13,2.4764019739154875e-13,5.4939110033719406e-09,3.4900381447912754e-09,4.456775340906348e-08,0.001299835795759653,8.620030126934052e-10,9.766258451637085e-10,4.8224894580180555e-14,1.015611712647906e-12,1.0830064477624347e-11,1.3780031733633432e-05,4.392594184596183e-12,3.9452434112478675e-10,1.613057891737786e-10,1.8038430795033154e-13,9.138401076605103e-07,8.58613004964887e-17,4.23231324676007e-13,0.0004861493230659295,7.4100300087356e-11,2.52275178151777e-09,4.889911649272375e-09,2.7526549995324983e-15,3.6313922962705513e-11,1.046268330177715e-12,0.00011591149101098835,0.00026941238767764277,2.6338979227256847e-14,3.698179539062436e-08,6.52291599337279e-09,2.0494724957046433e-12
0.002984434534350993,0.11160253634739625,0.0,0.0,0.0,0.0,0.24760293049605403,0.5853238449512188,0.0003109583417294961,0.0013704400043381515,2.127296866198158e-06,1.678227916380212e-06,6.851075669387812e-15,9.309538471773633e-06,0.007010396603575084,0.10075479117950359,0.011346735019742723,4.9560135782064e-07,1.3201388494543191e-06,2.5482199581146313e-06,1.654193164554924e-05,9.381885743257991e-14,0.02918253359068001,6.183289461251539e-09,2.1540910681976992e-08,4.984755089335156e-07,0.009068821514607953,2.619541920439886e-13,2.547124464327003e-13,5.616020122680277e-09,3.5966412638227407e-09,4.6061482031199015e-08,0.0013468392544346754,8.931739677092178e-10,1.01451517706643e-09,5.029472239536184e-14,1.0591975409317158e-12,1.1294845776174158e-11,1.4335237505645638e-05,4.558152566704504e-12,4.109519776109673e-10,1.6845072972190027e-10,1.88409744621108e-13,9.388260259111909e-07,8.9664483834177e-17,4.4213917518633844e-13,0.0005068671752320473,7.725817577586558e-11,2.6354895158564045e-09,5.074215776619134e-09,2.8564044566908796e-15,3.7682151570282574e-11,1.0739935842601658e-12,0.00011967859441360513,0.00027817417185136594,2.724462710080752e-14,3.843109273404525e-08,6.764187249070391e-09,2.109454314925061e-12
0.003006909307612114,0.11160150254528,0.0,0.0,0.0,0.0,0.24641757853617202,0.5838381529432844,0.00031149115583300595,0.0013791042211725,2.1255527246543804e-06,1.6934381418640692e-06,6.8494742696680935e-15,9.406926332299883e-06,0.007027651892614719,0.10252992367115057,0.011374885017130834,4.992623901433472e-07,1.3319259172795795e-06,2.576571730420935e-06,1.668370970117688e-05,9.462296376223336e-14,0.029756415050981658,6.233049926236087e-09,2.170698054925665e-08,5.069783038635227e-07,0.0092439177927972,2.6990229691508797e-13,2.6190167997500295e-13,5.738394140751092e-09,3.704576718435004e-09,4.758266161852901e-08,0.0013949021797369772,9.25047521804046e-10,1.053317965998751e-09,5.2419332425071684e-14,1.1039384617533622e-12,1.177194450520049e-11,1.4904720220892613e-05,4.727244656770052e-12,4.278075732058559e-10,1.758124081561465e-10,1.9668100546314099e-13,9.641408756306185e-07,9.358303507098486e-17,4.616493528855176e-13,0.000528264294352885,8.051958732983462e-11,2.752263132031069e-09,5.262453801395589e-09,2.9623684042816798e-15,3.907958329801734e-11,1.1020476779576336e-12,0.0001235098746955953,0.00028710023675141387,2.8167295277325625e-14,3.991761129832361e-08,7.010706002312868e-09,2.1704507772401113e-12
0.003029384080873235,0.11160061265789022,0.0,0.0,0.0,0.0,0.24522727675827738,0.5823398930380908,0.00031200000995252935,0.0013875588568224753,2.1235783950240637e-06,1.7085063764947654e-06,6.847205189024064e-15,9.503849215746836e-06,0.007043978227602235,0.10431944932370216,0.011400710340355495,5.02902439459359e-07,1.3434443835459215e-06,2.6047041191548355e-06,1.682275503244093e-05,9.541157126622747e-14,0.030336227376264194,6.281505833986548e-09,2.1868643925571802e-08,5.154480083794956e-07,0.00941899392804,2.779987222700909e-13,2.692062639734791e-13,5.8609492070827835e-09,3.813773821244657e-09,4.913074769324965e-08,0.0014440225979018588,9.576223660503239e-10,1.0930310173034655e-09,5.459834914750379e-14,1.1498267752743577e-12,1.2261278556800951e-11,1.548847474296161e-05,4.899823597529988e-12,4.4508778460707584e-10,1.833916621463243e-10,2.0519920911959213e-13,9.897726430684403e-07,9.761740011238763e-17,4.817667799858923e-13,0.0005503519347099562,8.388625016035568e-11,2.8731489078907958e-09,5.454573563847417e-09,3.0705174802604603e-15,4.050583092363261e-11,1.1304181862438353e-12,0.00012740378813395195,0.00029618825755325457,2.9106620486207696e-14,4.14412675249946e-08,7.262394351437193e-09,2.2324483678084838e-12
0.0030518588541343563,0.11159986530444008,0.0,0.0,0.0,0.0,0.24403223713434466,0.5808292761038139,0.0003124847659555781,0.001395797822077398,2.1213747726266063e-06,1.7234240810706882e-06,6.8442683420429145e-15,9.600255566583846e-06,0.0070593747540523425,0.10612308007621764,0.011424229133905617,5.065198507931037e-07,1.3546829009120825e-06,2.6325995051912658e-06,1.6958959054442158e-05,9.618406409691419e-14,0.03092191259710219,6.3286132214575654e-09,2.2025754379455817e-08,5.238780416157281e-07,0.009593946475170296,2.862422531275116e-13,2.7662439733145e-13,5.983600528260352e-09,3.9241582621772195e-09,5.070514326536683e-08,0.0014941974618751346,9.908964797546003e-10,1.133649910567376e-09,5.6831291656557847e-14,1.1968525731772863e-12,1.2762742272764564e-11,1.6086478586703343e-05,5.075836810853091e-12,4.627883801592744e-10,1.9118900038853845e-10,2.139651091512969e-13,1.0157086666551295e-06,1.0176784975444375e-16,5.024955920115838e-13,0.0005731408994203477,8.735981091073496e-11,2.998219711675879e-09,5.650516535496284e-09,3.1808187374668806e-15,4.19604599454392e-11,1.1590920418196252e-12,0.00013135866333053044,0.000305435642882812,3.006220364365828e-14,4.300191707006228e-08,7.519163254202264e-09,2.295432132985073e-12
0.0030743336273954774,0.11159925896826331,0.0,0.0,0.0,0.0,0.24283267595823033,0.5793065223943304,0.00031294529714232574,0.0014038152128932092,2.1189429042593174e-06,1.738182781937918e-06,6.8406639278669464e-15,9.696093519510058e-06,0.0070738411442774285,0.10794051638448303,0.011445461616205443,5.101129623504154e-07,1.365630356683266e-06,2.6602402441945976e-06,1.7092214974501865e-05,9.693983657132337e-14,0.03151340885454258,6.374329427841489e-09,2.2178169812555718e-08,5.322617884507472e-07,0.009768671659489674,2.9463147317327387e-13,2.84154111829682e-13,6.106262537591234e-09,4.035652222792992e-09,5.230519909761414e-08,0.0015454226419265675,1.0248671242327144e-09,1.175168982895371e-09,5.911757223897789e-14,1.2450037084443021e-12,1.327620612230219e-11,1.669869167258828e-05,5.255226023289255e-12,4.809042254674771e-10,1.9920459181574891e-10,2.2297908156538833e-13,1.0419356521486624e-06,1.0603447394061713e-16,5.238391048276463e-13,0.0005966415012087983,9.094184147725622e-11,3.127544647713186e-09,5.850217847578218e-09,3.293235659633372e-15,4.3442988793484286e-11,1.1880555498110629e-12,0.00013537270218610974,0.000314839533765789,3.103360988899829e-14,4.459935323685198e-08,7.780912430674251e-09,2.3593856783843134e-12
0.0030968084006565985,0.11159879200547079,0.0,0.0,0.0,0.0,0.24162881366236194,0.5777718614211335,0.0003133814889285792,0.001411605325651056,2.1162839909507412e-06,1.7527740895920003e-06,6.8363924438295105e-15,9.791311010444036e-06,0.007087377615048494,0.10977144743263652,0.011464430034206618,5.136801089673523e-07,1.3762759049778315e-06,2.687608708367039e-06,1.722241809050092e-05,9.767829486321488e-14,0.03211065039713581,6.4186132173571355e-09,2.232575286995715e-08,5.405926150000036e-07,0.009943065567499713,3.031647630982771e-13,2.9179327297576336e-13,6.228849070235963e-09,4.148174517911394e-09,5.39302142796977e-08,0.0015976929196193936,1.0595308388106075e-09,1.2175813167210982e-09,6.145649549187045e-14,1.2942657764286862e-12,1.3801516500201397e-11,1.7325056140605454e-05,5.437927316398846e-12,4.994292732447997e-10,2.0743825586875897e-10,2.322411134745657e-13,1.0684396916566063e-06,1.1041717658305883e-16,5.457997849729523e-13,0.0006208635246041147,9.46338332470473e-11,3.2611887020767163e-09,6.053606347053964e-09,3.4077281929147793e-15,4.495288924538338e-11,1.217294406595781e-12,0.00013944398137974806,0.0003243968035179377,3.202036878242097e-14,4.623330563162571e-08,8.047530316758917e-09,2.4242911748242542e-12
0.0031192831739177197,0.11159846265048666,0.0,0.0,0.0,0.0,0.24042087463941814,0.5762255318151542,0.0003137932393869196,0.0014191626707348065,2.113399389644895e-06,1.7671897157686772e-06,6.83145469646497e-15,9.885855881609049e-06,0.007099984942266037,0.11161555135283613,0.011481158617796337,5.172196252156481e-07,1.3866089968966983e-06,2.7146873273090267e-06,1.7349466074067675e-05,9.839885860919995e-14,0.032713567586664515,6.461424890376069e-09,2.2468371311796026e-08,5.4886388388074e-07,0.010117024322257253,3.1184029950449123e-13,2.99539581248528e-13,6.351273528545765e-09,4.261640745406215e-09,5.557943693622742e-08,0.0016510019849644718,1.0948834389370606e-09,1.2608787310636035e-09,6.384725782228017e-14,1.3446221039163017e-12,1.4338495610182343e-11,1.7965496220384744e-05,5.62387119691634e-12,5.183565564931182e-10,2.1588945404282836e-10,2.4175079317577617e-13,1.0952062829042575e-06,1.1491567106288586e-16,5.683792244696938e-13,0.0006458161921023073,9.843719194056448e-11,3.399212402753315e-09,6.2606046747004935e-09,3.5242527898480487e-15,4.6489587006072766e-11,1.2467937199250023e-12,0.0001435704541720181,0.0003341040584116721,3.302197460975142e-14,4.7903438986544015e-08,8.318894056790473e-09,2.4901293677251473e-12
0.003141757947178841,0.11159826900486865,0.0,0.0,0.0,0.0,0.2392090869998409,0.5746677811266302,0.00031418046011319863,0.001426481989459105,2.11029061695099e-06,1.7814214938905534e-06,6.8258518197403866e-15,9.97967600184273e-06,0.007111664478728446,0.11347249553652299,0.011495673516985395,5.207298494508047e-07,1.3966194133983675e-06,2.741458630122172e-06,1.7473259276130348e-05,9.910096264170405e-14,0.033322086914141964,6.502726411639879e-09,2.2605898441473537e-08,5.570689697299172e-07,0.01029044431133041,3.2065605304563233e-13,3.07390572976463e-13,6.473449077237644e-09,4.375963434726631e-09,5.725206494125378e-08,0.0017053424353511855,1.130920015474705e-09,1.3050517747651021e-09,6.628894698006126e-14,1.3960537388679782e-12,1.4886941355514774e-11,1.8619918102459386e-05,5.812982668733865e-12,5.376781825882538e-10,2.2455728131979087e-10,2.515073000609601e-13,1.122220356893222e-06,1.1952947566951363e-16,5.9157811025227e-13,0.0006715081211137237,1.0235323104934756e-10,3.5416714571294084e-09,6.471129345287435e-09,3.6427624544855605e-15,4.805246230305646e-11,1.2765380288170276e-12,0.00014774995306242642,0.00034395763937390944,3.4037886829809225e-14,4.9609352135941486e-08,8.594869518565998e-09,2.5568795832701256e-12
0.003164232720439962,0.1115982090728167,0.0,0.0,0.0,0.0,0.2379936823534459,0.5730988656287931,0.0003145430767222242,0.0014335582675709395,2.1069593494021858e-06,1.7954613988549035e-06,6.819585284336973e-15,1.0072719400895537e-05,0.007122418167098763,0.11534193693109357,0.011508002744068293,5.242091277745263e-07,1.4062972977455794e-06,2.7679052952566625e-06,1.759370103626299e-05,9.978405874344663e-14,0.03393613102455144,6.542481525200682e-09,2.273821349047008e-08,5.652012777281537e-07,0.010463222379135582,3.2960979095629586e-13,3.153436247200951e-13,6.595288838425118e-09,4.49105229093815e-09,5.8947247673941666e-08,0.0017607057782022017,1.1676349364605652e-09,1.3500897280900766e-09,6.878054310584991e-14,1.4485394718315126e-12,1.5446627567346768e-11,1.928820992423056e-05,6.0051813472947955e-12,5.573853383645766e-10,2.334404615654694e-10,2.6150939891865983e-13,1.149466294617886e-06,1.2425791115067573e-16,6.153962082282491e-13,0.0006979472889065858,1.0638316649260943e-10,3.688616403531305e-09,6.68509087482483e-09,3.763206814026118e-15,4.964085083107515e-11,1.3065113369896207e-12,0.0001519801926978988,0.0003539536244099933,3.5067530758606214e-14,5.1350577477622386e-08,8.87531142499206e-09,2.624519764587573e-12
0.003186707493701083,0.1115982807339408,0.0,0.0,0.0,0.0,0.23677489558243983,0.5715190500995854,0.00031488102937108264,0.0014403867477871264,2.103407424889824e-06,1.809301563798264e-06,6.8126569104099595e-15,1.016493437707326e-05,0.0071322485507016005,0.11722352236266684,0.01151817611243464,5.276558172471704e-07,1.415633183273808e-06,2.794010192776991e-06,1.7710697951963306e-05,1.0044761717467022e-13,0.03455561875190307,6.580655851865219e-09,2.286520194499684e-08,5.732542588464987e-07,0.010635256015167915,3.38699077700274e-13,3.2339595553014673e-13,6.716706057321273e-09,4.606814372495598e-09,6.066408713339667e-08,0.0018170824369539435,1.2050218510720788e-09,1.3959806021710746e-09,7.132091905857644e-14,1.5020558423563192e-12,1.601730407310796e-11,1.9970241801230917e-05,6.200381584286607e-12,5.774682918590659e-10,2.425373412638102e-10,2.7175543235081193e-13,1.176927963293409e-06,1.291000973771135e-16,6.39832341518417e-13,0.0007251409994708765,1.1052811156653077e-10,3.840092299271336e-09,6.90239391939225e-09,3.885532196965347e-15,5.1254044782764897e-11,1.3366971349946041e-12,0.00015625877323004902,0.00036408783200919795,3.6110298196789545e-14,5.312658030963944e-08,9.160063450881338e-09,2.6930264899024927e-12
0.003209182266962204,0.1115984817718565,0.0,0.0,0.0,0.0,0.23555296460232938,0.5699286075806738,0.00031519427328684013,0.0014469629417787158,2.0996368430496972e-06,1.8229342955196227e-06,6.805068877222643e-15,1.0256269594764845e-05,0.007141158782767053,0.11911688888743573,0.011526225171053646,5.31068288871613e-07,1.424618019761271e-06,2.8197564177781025e-06,1.7824160127414116e-05,1.0109112808400971e-13,0.035180465163418065,6.617216988364306e-09,2.2986755876426057e-08,5.812214237422086e-07,0.010806443543376091,3.4792127277736107e-13,3.3154462825452345e-13,6.8376142852337376e-09,4.723154242728544e-09,6.240163889671195e-08,0.0018744617597526317,1.2430736953939937e-09,1.4427111472752847e-09,7.390884134176271e-14,1.556577157828774e-12,1.6598696897361856e-11,2.066586589640946e-05,6.3984926100387326e-12,5.979163984346238e-10,2.5184588630661774e-10,2.822433167110924e-13,1.2045887357125235e-06,1.3405495163367315e-16,6.648843762773804e-13,0.0007530958513444856,1.1478907204022611e-10,3.996138386424662e-09,7.122937433729324e-09,4.009681722370336e-15,5.2891294026018244e-11,1.3670784262126865e-12,0.00016058318411441892,0.0003743558253832357,3.7165548343449604e-14,5.4936758439265086e-08,9.448958376674844e-09,2.7623749826260205e-12
0.0032316570402233253,0.1115988098667791,0.0,0.0,0.0,0.0,0.23432813010200756,0.5683278191066691,0.0003154827792313945,0.0014532826423562907,2.0956497647520013e-06,1.8363520948756986e-06,6.7968237340391556e-15,1.0346674230031305e-05,0.007149152634827045,0.12102166418241392,0.011532183132489594,5.344449319808131e-07,1.4332432040361972e-06,2.845127342579362e-06,1.7934001467672028e-05,1.0171410317700667e-13,0.03581058161317758,6.6521346104084075e-09,2.310277428727674e-08,5.890963624464361e-07,0.010976684321214921,3.5727353673671447e-13,3.397865563750974e-13,6.957927581863768e-09,4.839974278836483e-09,6.41589146958685e-08,0.0019328320308145488,1.2817826999520805e-09,1.490266865363503e-09,7.654297253249977e-14,1.6120755437982115e-12,1.7190508798461467e-11,2.137491653363721e-05,6.599418690525123e-12,6.187181174859263e-10,2.613636791898255e-10,2.929705381750703e-13,1.2324315375212052e-06,1.3912118712688355e-16,6.905492102622604e-13,0.0007818177045823403,1.1916694112107975e-10,4.156787779596745e-09,7.346614845899387e-09,4.135595398202205e-15,5.455180740065886e-11,1.397637767649664e-12,0.00016495080845782184,0.00038475291760529793,3.8232608886635187e-14,5.678044243145743e-08,9.741818359079387e-09,2.832539168646629e-12
0.0032541318134844464,0.11159926260668984,0.0,0.0,0.0,0.0,0.23310063527170014,0.566716973410159,0.00031574653382823763,0.0014593419351946653,2.091448511677672e-06,1.8495476752072536e-06,6.787924407852369e-15,1.0436098099544294e-05,0.0071562345031783445,0.12293746696612352,0.011536084796479393,5.377841581330767e-07,1.4415006066368629e-06,2.8701066682065273e-06,1.8040139953210086e-05,1.0231607727319935e-13,0.036445875805691495,6.685380556559859e-09,2.321316339355287e-08,5.968727612673646e-07,0.011145878938788883,3.6675283643455265e-13,3.4811850939781293e-13,7.077560686860614e-09,4.9571749279782945e-09,6.593488450807717e-08,0.001992180484853727,1.321140399281026e-09,1.5386320211186803e-09,7.922187301288254e-14,1.6685209798314341e-12,1.7792419650887112e-11,2.2097210382724197e-05,6.803059301364731e-12,6.398610268100577e-10,2.71087920116064e-10,3.0393415357941344e-13,1.2604388544945863e-06,1.4429731357175667e-16,7.168227668148215e-13,0.0008113116490081801,1.2366249461558662e-10,4.322067203463113e-09,7.57331425100137e-09,4.263210230361438e-15,5.623475415652724e-11,1.4283572997587878e-12,0.00016935892792857747,0.00039527417764950316,3.931077700374662e-14,5.8656895783672305e-08,1.003845518354857e-08,2.9034917213073546e-12
0.0032766065867455675,0.1115998374912016,0.0,0.0,0.0,0.0,0.23187072552290722,0.5650963666068882,0.0003159855402837122,0.0014651372090638656,2.087035567440088e-06,1.8625139752072952e-06,6.7783742203362975e-15,1.0524491744546719e-05,0.007162409413490675,0.12486390744308992,0.011537966471109518,5.410844037508924e-07,1.4493825937448339e-06,2.894678448205945e-06,1.814249784604358e-05,1.0289660947517992e-13,0.037086251869312276,6.716928916592417e-09,2.3317836918127776e-08,6.045444144438322e-07,0.011313929412812927,3.7635594067793815e-13,3.5653711338491636e-13,7.196429208080799e-09,5.074654837194358e-09,6.772847750599826e-08,0.002052493324473943,1.3611376434581708e-09,1.587789660578255e-09,8.19440030841491e-14,1.7258813430792921e-12,1.8404086909822385e-11,2.283254670425715e-05,7.009309325271243e-12,6.613318392690269e-10,2.810154229432912e-10,3.1513078499516745e-13,1.288592809904845e-06,1.4958163503521804e-16,7.436999790252942e-13,0.0008415819745415211,1.2827638640649921e-10,4.491996663498892e-09,7.80291863106386e-09,4.3924603464717955e-15,5.793926558595899e-11,1.459218776990865e-12,0.00017380472800065935,0.00040591443737176945,4.039932070577566e-14,6.056531497491445e-08,1.033867052839799e-08,2.9752040650448187e-12
