Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25)
3.7142960711438126e-10,0.11224537200486574,0.0,0.0,0.0,0.0,0.3299999997760315,0.6699999998193806,2.2332823071342688e-10,1.7997925517775879e-10,6.399045887739842e-13,4.398907970607798e-11,2.025641099832927e-21,1.9957961027131279e-16,1.9957961027131279e-16
4.135292959862924e-10,0.11224537200534507,0.0,0.0,0.0,0.0,0.3299999997506458,0.6699999997982653,2.4858542651237656e-10,2.0096614471263905e-10,7.683304817237078e-13,4.838788110682719e-11,2.432179659730935e-21,2.6882293376833e-16,2.6882293376833e-16
4.5562898485820355e-10,0.11224537200581139,0.0,0.0,0.0,0.0,0.3299999997252601,0.6699999997770337,2.738353289443107e-10,2.2206200808704585e-10,9.040367042715556e-13,5.267770866508053e-11,2.861764594629467e-21,3.5110068239479056e-16,3.5110068239479056e-16
4.977286737301147e-10,0.11224537200626497,0.0,0.0,0.0,0.0,0.3299999996998744,0.6699999997556892,2.9907871519931814e-10,2.4326413360856207e-10,1.046245394842862e-12,5.686127407322883e-11,3.3119335311832955e-21,4.470843179941494e-16,4.470843179941494e-16
5.398283626020259e-10,0.11224537200670631,0.0,0.0,0.0,0.0,0.32999999967448873,0.6699999997342353,3.243162807706631e-10,2.645698741092687e-10,1.1942604592730096e-12,6.094122449916587e-11,3.780482936305623e-21,5.573747180764812e-16,5.573747180764812e-16
5.819280514739371e-10,0.11224537200713572,0.0,0.0,0.0,0.0,0.32999999964910304,0.6699999997126753,3.4954864067345286e-10,2.859766539927138e-10,1.3474663510862808e-12,6.492013553931941e-11,4.265464256058422e-21,6.825032286686081e-16,6.825032286686081e-16
6.661274292177594e-10,0.11224537200796016,0.0,0.0,0.0,0.0,0.32999999959833165,0.6699999996692486,3.999999324958243e-10,3.2908331530472403e-10,1.6672597031065207e-12,7.25848560652785e-11,5.2777871540048486e-21,9.791657938371157e-16,9.791657938371157e-16
7.419068691871994e-10,0.1122453720086647,0.0,0.0,0.0,0.0,0.3299999995526374,0.6699999996298307,4.4539330099109267e-10,3.6820024967426326e-10,1.9678127800364162e-12,7.916216533927171e-11,6.229204117241534e-21,1.3012361766816962e-15,1.3012361766816962e-15
8.176863091566395e-10,0.11224537200933558,0.0,0.0,0.0,0.0,0.3299999995069432,0.669999999590113,4.907768404869936e-10,4.076072424476053e-10,2.2781406907062407e-12,8.544941619925811e-11,7.211563976802599e-21,1.67746195190437e-15,1.67746195190437e-15
8.934657491260797e-10,0.11224537200997443,0.0,0.0,0.0,0.0,0.32999999946124897,0.6699999995501102,5.361523630918487e-10,4.472914085501608e-10,2.596429761149772e-12,9.14594937197157e-11,8.21912542526678e-21,2.109408658788636e-15,2.109408658788636e-15
