Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125)
1.5222160514785458e-06,0.11224537171039797,0.0,0.0,0.0,0.0,0.3299990581320402,0.669999058262603,9.192861686538775e-07,9.154787727906923e-07,7.155729920955522e-09,1.1724560430430037e-09,2.2651309701340272e-17,3.419747279426756e-09,1.527292978751585e-08,1.821226419833809e-08,7.055808400790717e-11,6.123841640408921e-10,3.32251114696304e-10,8.22924319928777e-13,4.637531303586342e-12,2.630210780476077e-20,2.7167919935699395e-12,2.1488346198415945e-14,3.748497948810262e-12,6.3040730559477775e-18,8.405812502878775e-17,1.6607818051271817e-26,2.42676924601348e-21,1.4874000871508264e-25,1.7598272992672888e-26,3.54638613254403e-25,8.279283191069749e-24,5.490393163687021e-30,1.7653785387927622e-32,2.053491744537494e-37,4.337837473043483e-36,4.6256909798274587e-35,7.381956508133016e-31,2.6799395542372085e-37,1.7888085203919784e-37,4.883800759129797e-28,5.864561508317729e-31,6.746443410824936e-14,2.5995141792626526e-34,1.7106570804905233e-33,3.1228120589461055e-24,4.757877034158937e-31,1.6984471822779974e-26,2.828222961445539e-34,1.8377617225819336e-39,4.090316114812686e-17,6.640922089865175e-26
1.5702294950428285e-06,0.11224537171337555,0.0,0.0,0.0,0.0,0.3299990274853506,0.6699990279600068,9.487050678606706e-07,9.443225851235946e-07,7.38478162609091e-09,1.20248841907545e-09,2.337636796604889e-17,3.542736087744981e-09,1.6256859696454973e-08,1.951887492549442e-08,7.749750739776657e-11,6.337494376823021e-10,3.435047271256188e-10,8.869506608135979e-13,5.038970465666575e-12,2.857890023123358e-20,3.052220686377308e-12,2.2570560932110074e-14,3.86982928692769e-12,6.986807412044977e-18,9.601568194018081e-17,1.8734009530311636e-26,2.6368390050895646e-21,1.753579645160834e-25,2.0827516177317317e-26,4.151846697912349e-25,9.984570863183037e-24,6.621256177850879e-30,2.1971583753879068e-32,2.5544755300265527e-37,5.3964774486167274e-36,5.754580989746254e-35,9.45897161870255e-31,3.433930369604163e-37,2.2736959988620687e-37,6.020530986883397e-28,7.229558004775804e-31,7.402642911186282e-14,3.204564731264386e-34,2.0842712814310026e-33,3.796464446261727e-24,5.784318698483112e-31,2.0031132537257793e-26,3.626511220675224e-34,2.1504001168408395e-39,4.221253782280319e-17,7.695911141589489e-26
1.6182429386071112e-06,0.11224537171712767,0.0,0.0,0.0,0.0,0.32999899677972133,0.6699989976208013,9.78150711074627e-07,9.731640777116011e-07,7.614041538591128e-09,1.232518674335873e-09,2.4102085306778263e-17,3.665810947770169e-09,1.7271837324765778e-08,2.0871663276844253e-08,8.488112142557957e-11,6.551274890943872e-10,3.547576111534587e-10,9.537245956081323e-13,5.459960369743853e-12,3.096657616299293e-20,3.416166641898328e-12,2.3677851382941582e-14,3.991347886429577e-12,7.72070997580816e-18,1.0924822442133277e-16,2.1072266049676526e-26,2.8571396625640538e-21,2.0574236756037315e-25,2.4524346705986316e-26,4.838958930315592e-25,1.1976370619776115e-23,7.942120617999296e-30,2.7172981663582406e-32,3.1576448608771368e-37,6.67112008341563e-36,7.113807327256202e-35,1.2032465711567806e-30,4.3681284364134626e-37,2.868765325459755e-37,7.371619747489439e-28,8.85195624583825e-31,8.098167344309273e-14,3.923712494255946e-34,2.524764091535712e-33,4.5887811658440704e-24,6.991581169899574e-31,2.350987082785237e-26,4.616525538284313e-34,2.5059361821726977e-39,4.352310472518289e-17,8.876645397110888e-26
1.7142698257356764e-06,0.11224537172694894,0.0,0.0,0.0,0.0,0.3299989351915027,0.6699989368324105,1.0371221307538828e-06,1.0308401259429e-06,8.073185216421461e-09,1.2925728455825132e-09,2.555549478122444e-17,3.91221782391971e-09,1.939505594874125e-08,2.371590173472413e-08,1.0103776155601867e-10,6.979218210482835e-10,3.772612007577729e-10,1.0955996905293805e-12,6.36137437803879e-12,3.6079013567660565e-20,4.235075089482287e-12,2.5967778902544324e-14,4.234946856059834e-12,9.351258204452291e-18,1.3991921133405294e-16,2.644751668917674e-26,3.3288429551298766e-21,2.794506232866593e-25,3.352868993008545e-26,6.4919744167320905e-25,1.6975586047674636e-23,1.1257358877947726e-29,4.08385399189544e-32,4.740981232825085e-37,1.0017366401789815e-35,1.0682106397132163e-34,1.908195253531164e-30,6.927041410444846e-37,4.474305386703653e-37,1.0846012193986701e-27,1.3024027230041005e-30,9.610867393325594e-14,5.773037000928566e-34,3.645535283318188e-33,6.5973302899166836e-24,1.0052076128589592e-30,3.1952139495084254e-26,7.332227381356399e-34,3.365420871023383e-39,4.614780481563683e-17,1.1656716077454163e-25
1.8102967128642417e-06,0.11224537173984855,0.0,0.0,0.0,0.0,0.3299988733671039,0.6699988758971269,1.0962002288888499e-06,1.0885069620072725e-06,8.533159406073086e-09,1.3526186027951252e-09,2.7011533223368245e-17,4.158966477440651e-09,2.16428258417944e-08,2.67452366671255e-08,1.1914205534755024e-10,7.407669903139885e-10,3.997618991139028e-10,1.2487079172153048e-12,7.34323566291293e-12,4.16477137586994e-20,5.184576132027695e-12,2.8358367287569817e-14,4.47929482427546e-12,1.1214645966699397e-17,1.7687525050576532e-16,3.2865604406643797e-26,3.842644524532501e-21,3.734556413062822e-25,4.506720881304145e-26,8.579207830546103e-25,2.3628866764906027e-23,1.5669497215099337e-29,6.008348152352187e-32,6.968289896374684e-37,1.472505445768049e-35,1.5702190788647573e-34,2.953021021935363e-30,1.0719470057013942e-36,6.80705739977658e-37,1.5600151964966424e-27,1.8732814519659342e-30,1.1291742013189293e-13,8.30353616649872e-34,5.1620965233561016e-33,9.30249417698139e-24,1.4174097670407023e-30,4.272417987243625e-26,1.1364249285285106e-33,4.4606950443995503e-39,4.877725256836328e-17,1.5068439646872874e-25
1.949249721832436e-06,0.11224537176393751,0.0,0.0,0.0,0.0,0.3299987834871304,0.6699987874617526,1.1818759914419417e-06,1.1719359175859256e-06,9.200219332846603e-09,1.4394913254189938e-09,2.912309713008415e-17,4.516620537543028e-09,2.5116397279187587e-08,3.1456975671984685e-08,1.490209318182661e-10,8.028546258365318e-10,4.3231581741858784e-10,1.4904347452988222e-12,8.909087668057619e-12,5.05285612844942e-20,6.812649546817986e-12,3.199629957025719e-14,4.8341976616045645e-12,1.436338924131924e-17,2.4327362926718697e-16,4.429310775036754e-26,4.662046308350861e-21,5.53931148113735e-25,6.733378749786969e-26,1.2542068300490399e-24,3.7065576461511305e-23,2.4580090634980391e-29,1.0161755275824692e-31,1.1768534189802804e-36,2.487208529815136e-35,2.6522566001393302e-34,5.3502410719246806e-30,1.942001769278912e-36,1.201637682419187e-36,2.5481037113299143e-27,3.0597787331159338e-30,1.4035857556663412e-13,1.3562862317554434e-33,8.283808716399385e-33,1.4839465507011716e-23,2.2611275806984953e-30,6.341568264719393e-26,2.0634748361600136e-33,6.575667560731035e-39,5.2590508379129435e-17,2.1317863982718757e-25
2.074307429903811e-06,0.11224537179107125,0.0,0.0,0.0,0.0,0.32999870217112987,0.6699987076056356,1.2591742946833577e-06,1.247005675937928e-06,9.802053360146337e-09,1.517661909230858e-09,3.102818985017617e-17,4.839118496334705e-09,2.8466619452745642e-08,3.60300110840878e-08,1.798929177544017e-10,8.588240213476808e-10,4.6160924245528025e-10,1.728670599531527e-12,1.0467614508777026e-11,5.936786359102716e-20,8.560555039244222e-12,3.5451667432444776e-14,5.154950912787342e-12,1.7700810833475882e-17,3.1826431689591855e-16,5.709635344761695e-26,5.4776168953248555e-21,7.722281059564981e-25,9.439927281174722e-26,1.7283236294478864e-24,5.419075425209307e-23,3.5936713061511295e-29,1.582829219113101e-31,1.8307740289530236e-36,3.8696549976619673e-35,4.126440499900101e-34,8.826053814845429e-30,3.203415843188289e-36,1.935780114105263e-36,3.840626145641176e-27,4.611837164191008e-30,1.6835811829643934e-13,2.0442607337998354e-33,1.2339224961166547e-32,2.1989250815719502e-23,3.3506241312523375e-30,8.845577380883157e-26,3.4104435748590894e-33,9.168917215049458e-39,5.603089963634668e-17,2.850322902752845e-25
2.199365137975186e-06,0.11224537182334096,0.0,0.0,0.0,0.0,0.3299986204527841,0.6699986274984546,1.3366522419415971e-06,1.3220600918282646e-06,1.0405285945513578e-08,1.5958185134326816e-09,3.293770967663537e-17,5.162193076417844e-09,3.202960664036357e-08,4.0918603262327057e-08,2.148024485765163e-10,9.148789679658144e-10,4.908978762602117e-10,1.986754084759922e-12,1.2169855641661655e-11,6.902225232670426e-20,1.0602926016996633e-11,3.907926689307282e-14,5.476974159489265e-12,2.156463482774353e-17,4.1012376527223936e-16,7.268199230367923e-26,6.368394817198113e-21,1.0565000760630267e-24,1.297876686369107e-25,2.3400287235144913e-24,7.757397050535351e-23,5.144338809380988e-29,2.404821457450678e-31,2.7780079309149796e-36,5.872381737181857e-35,6.262065700583775e-34,1.4155658612576391e-29,5.137422119893179e-36,3.0292891956061975e-36,5.640262245085549e-27,6.772832781117425e-30,1.9963278987011383e-13,3.0021580333147904e-33,1.7969772723145635e-32,3.186141046643128e-23,4.8549838433583925e-30,1.210772821274599e-25,5.4796913684732966e-33,1.2616950549766499e-38,5.947928582181502e-17,3.7428309328184525e-25
2.324422846046561e-06,0.11224537186071673,0.0,0.0,0.0,0.0,0.329998538331478,0.6699985471395422,1.4143093799963009e-06,1.39709926258809e-06,1.1009913559006436e-08,1.6739612384593523e-09,3.4851645435590215e-17,5.4858436708355655e-09,3.580588517475203e-08,4.612331569771907e-08,2.5400784271872557e-10,9.710192653869885e-10,5.201817586515564e-10,2.264900385321338e-12,1.4017748858071018e-11,7.950271782117847e-20,1.2965911198212543e-11,4.2879617873706444e-14,5.800267249077117e-12,2.6004676311458988e-17,5.214351331860203e-16,9.146784767663678e-26,7.335394655592175e-21,1.421490609753703e-24,1.7538653860823584e-25,3.118869530704627e-24,1.0896744468643583e-22,7.22621127698104e-29,3.5741210650057187e-31,4.1235325768582886e-36,8.717460764846541e-35,9.295940642221603e-34,2.2128720689727825e-29,8.030445507880929e-36,4.621611793012217e-36,8.095570228243015e-27,9.721151670918356e-30,2.343176830729902e-13,4.309051625465064e-33,2.5647340781506716e-32,4.5249195746531677e-23,6.895096477834522e-30,1.6297729380798778e-25,8.580450527091488e-33,1.7165685407332464e-38,6.293564675687874e-17,4.836748051545683e-25
2.449480554117936e-06,0.11224537190316862,0.0,0.0,0.0,0.0,0.3299984558065979,0.6699984665282318,1.4921452525966798e-06,1.4721232852753703e-06,1.1615932647086296e-08,1.7520901844306191e-09,3.676998587847718e-17,5.810069593527385e-09,3.979598025326703e-08,5.164471136475488e-08,2.9776911564901975e-10,1.0272447097053975e-09,5.49460929306058e-10,2.5633019041099483e-12,1.6013013136905147e-11,9.08190093927562e-20,1.5675979177153246e-11,4.6853238432419275e-14,6.124830010833404e-12,3.107293405053125e-17,6.550221208477815e-16,1.139067267313915e-25,8.379516534306532e-21,1.8842266692864594e-24,2.333789968478383e-25,4.0987861038114416e-24,1.504961968581811e-22,9.980211019305365e-29,5.208326707700445e-31,6.0013396246165326e-36,1.2688361785389023e-34,1.3530345727533177e-33,3.3812169016221796e-29,1.2269435715661868e-35,6.89383211516288e-36,1.13851714662555e-26,1.3671279395883546e-29,2.7254241672183594e-13,6.0600168030365804e-33,3.5951688511762285e-32,6.312139011715503e-23,9.61860383910232e-30,2.1611560794779202e-25,1.3131201132594976e-32,2.312859656981973e-38,6.639996212799843e-17,6.161730699711198e-25
2.574538262189311e-06,0.11224537195066644,0.0,0.0,0.0,0.0,0.32999837287753064,0.6699983856638584,1.5701594003551424e-06,1.5471322566739063e-06,1.222333963178785e-08,1.8302054511498913e-09,3.869271967941334e-17,6.13487015461227e-09,4.4000415932208106e-08,5.7483352611928774e-08,3.4634797838424267e-10,1.0835550983423539e-09,5.787354280380465e-10,2.8821303953368757e-12,1.815716914685663e-11,1.0297975162846405e-19,1.8759895719565623e-11,5.10006447500579e-14,6.450662255481793e-12,3.6823610454873465e-17,8.139558764946992e-16,1.4048644484602845e-25,9.501556847694525e-21,2.4641559226310607e-24,3.0626159497100847e-25,5.318415873791108e-24,2.046980143306063e-22,1.3574633383213418e-28,7.4548629603460095e-31,8.579076373703181e-36,1.813978038134331e-34,1.934351369802398e-33,5.060902112217973e-29,1.8363172749050479e-35,1.0073933445194299e-35,1.57196694254977e-26,1.8876104343114795e-29,3.144313279624899e-13,8.367152057378019e-33,4.958284087486972e-32,8.664199464452448e-23,1.3202900094687807e-29,2.8273191851124197e-25,1.9682919903740517e-32,3.0899803921085805e-38,6.987221148200356e-17,7.74964727581218e-25
2.699595970260686e-06,0.11224537200317997,0.0,0.0,0.0,0.0,0.32999828954366406,0.669998304545758,1.6483513606886773e-06,1.6221262732912565e-06,1.2832130910262354e-08,1.908307138102702e-09,4.061983543375055e-17,6.460244675561005e-09,4.841971511461048e-08,6.363980108826591e-08,4.0000783465012294e-10,1.1399502304448449e-09,6.080052947348621e-10,3.2215412115513227e-12,2.045158007350394e-11,1.1599267593798395e-19,2.2244678545467335e-11,5.532235111034367e-14,6.77776377488589e-12,4.331314302444418e-17,1.0015688787108988e-15,1.7173076623630755e-25,1.0702229625629007e-20,3.1834586737936057e-24,3.968849088605295e-25,6.821647950917778e-24,2.7459506452883392e-22,1.8209895833638826e-28,1.0498022240243714e-30,1.2065918258016662e-35,2.551430390468519e-34,2.720740145349892e-33,7.435743174817337e-29,2.697815549584803e-35,1.4447990303123375e-35,2.1346909379382483e-26,2.563323353440109e-29,3.601038632900728e-13,1.1362378679795965e-32,6.738394722197627e-32,1.1720516401104292e-22,1.7860456404615267e-29,3.653813587544801e-25,2.895834382892585e-32,4.097633568744616e-38,7.335237422348048e-17,9.634618128613476e-25
2.824653678332061e-06,0.11224537206067872,0.0,0.0,0.0,0.0,0.3299982058043868,0.6699982231732681,1.7267206678331003e-06,1.6971054313578978e-06,1.3442302854889213e-08,1.986395344456143e-09,4.2551321658428116e-17,6.78619246697927e-09,5.305439954489804e-08,7.011461774896273e-08,4.5901377948354243e-10,1.1964299050787412e-09,6.372705692018935e-10,3.5816745309682703e-12,2.289746341860394e-11,1.2986468747422945e-19,2.6157584240894803e-11,5.98188698766299e-14,7.106134342035903e-12,5.060023433127529e-17,1.2214610327841295e-15,2.082004075796092e-25,1.1982172708746889e-20,4.067458793746671e-24,5.0850721680820075e-25,8.658249663310487e-24,3.637347281348048e-22,2.41212458350991e-28,1.4569140230242358e-30,1.672398400103967e-35,3.536657778974319e-34,3.7713460011259855e-33,1.074027748262303e-28,3.8964784346283075e-35,2.0382653942155801e-35,2.8558943018460573e-26,3.429335794117661e-29,4.0967472444900836e-13,1.5201147833889385e-32,9.035900360927127e-32,1.564555307948973e-22,2.3841918267954055e-29,4.66978276360484e-25,4.188019942508358e-32,5.397420593330963e-38,7.684042961541013e-17,1.1853059353640622e-24
2.949711386403436e-06,0.11224537212313206,0.0,0.0,0.0,0.0,0.3299981216590886,0.6699981415457268,1.8052668528502234e-06,1.772069826825073e-06,1.4053851813332491e-08,2.064470169057497e-09,4.4487166792151826e-17,7.112712795810019e-09,5.790498979521351e-08,7.690836284263148e-08,5.236325957817158e-10,1.2529939186717118e-09,6.665312910555516e-10,3.962658544843378e-12,2.549592164179032e-11,1.4460203892004685e-19,3.0526074269712597e-11,6.449071149348759e-14,7.435773711084083e-12,5.874586515192207e-17,1.4775152261813633e-15,2.5049230159312702e-25,1.334196378187439e-20,5.14454617909548e-24,6.447839835579016e-25,1.0883960045449722e-23,4.762888121319014e-22,3.1585340290637946e-28,1.9947543489141844e-30,2.286914644556201e-35,4.8365030083519884e-34,5.1574473474623666e-33,1.527670118369663e-28,5.541863625309458e-35,2.83237176047792e-35,3.7690164524641255e-26,4.525801086868374e-29,4.632542409572348e-13,2.0061448438612586e-32,1.1969728339512861e-31,2.063368783907851e-22,3.144352447131312e-29,5.907931852532947e-25,5.963908498216091e-32,7.066648172364134e-38,8.033635677949326e-17,1.4443636762435101e-24
3.199826802546186e-06,0.11224537226277922,0.0,0.0,0.0,0.0,0.32999795214799255,0.6699979775228515,1.9628879647893892e-06,1.9219547123642204e-06,1.528106603804354e-08,2.22058006678875e-09,4.837188714816507e-17,7.76746794216347e-09,6.825596414571698e-08,9.145487565181037e-08,6.707844035377161e-10,1.3663741372573608e-09,7.250392349232224e-10,4.787637984951479e-12,3.1154459826691573e-11,1.7669486426077207e-19,4.07406081518691e-11,7.436239534882916e-14,8.09885777654793e-12,7.786821559428421e-17,2.115099475638808e-15,3.551132643950208e-25,1.6303132551861823e-20,8.00866990732729e-24,1.0081432048839346e-24,1.6758880450829957e-23,7.917665097858645e-22,5.250645348964943e-28,3.605016017606356e-30,4.1226570885535344e-35,8.719885156426939e-34,9.298525917994138e-33,2.9659089672472002e-28,1.0757803127999968e-34,5.246559566038676e-35,6.328551623452729e-26,7.599252888921018e-29,5.828596070794636e-13,3.368515730501341e-32,2.0326563053704315e-31,3.4742086893239845e-22,5.294409034368966e-29,9.201520081919845e-25,1.1603236987483156e-31,1.1915995686285686e-37,8.73517422004944e-17,2.090713933516808e-24
3.449942218688936e-06,0.11224537242187305,0.0,0.0,0.0,0.0,0.3299977810055126,0.6699978124718661,2.1212108809090614e-06,2.0717816918869176e-06,1.6513743866640095e-08,2.376637615636389e-09,5.227390243169049e-17,8.424503472341813e-09,7.94767789853511e-08,1.0728380634803943e-07,8.4363119426543e-10,1.4800892083393568e-09,7.835294410723147e-10,5.697321052113933e-12,3.743424923011667e-11,2.1231116266619718e-19,5.311147425287916e-11,8.494144702313223e-14,8.767013622607147e-12,1.012146236441541e-16,2.9514054605483826e-15,4.911195451960274e-25,1.9589434676376437e-20,1.2078578369238154e-23,1.5260136475752373e-24,2.503476061877578e-23,1.2694950661365955e-21,8.41873614297731e-28,6.245429066052787e-30,7.124519307203855e-35,1.5070797688464822e-33,1.607087712836693e-32,5.488626972456559e-28,1.990544754961512e-34,9.274773414958679e-35,1.0188458772071267e-25,1.22341675579293e-28,7.197228301182151e-13,5.42303921743977e-32,3.322644956616156e-31,5.632812853413743e-22,8.584066873531786e-29,1.3883043658015906e-24,2.151273880206366e-31,1.9697327182680685e-37,9.439836060724562e-17,2.9380449590497804e-24
3.700057634831686e-06,0.11224537260016237,0.0,0.0,0.0,0.0,0.3299976082268021,0.669997646387524,2.280231733622208e-06,2.2215515228160893e-06,1.7751855176525262e-08,2.5326435947435823e-09,5.619311729115307e-17,9.083812413323701e-09,9.157155578468213e-08,1.2439960846734554e-07,1.0443677469446455e-09,1.5941374285602936e-09,8.420022230596681e-10,6.692449246659312e-12,4.434138606404332e-11,2.5148550926166717e-19,6.786416354158445e-11,9.623187913964121e-14,9.44023859095022e-12,1.29357617003312e-16,4.028733052837607e-15,6.6462407470098e-25,2.3204068084389916e-20,1.772449491925781e-23,2.2461981664977273e-24,3.6432522510973703e-23,1.973162405535444e-21,1.3085158703978588e-27,1.0436499882408353e-29,1.18757017919173e-34,2.5123706777980244e-33,2.679088479766937e-32,9.748157944940412e-28,3.5348876294244255e-34,1.5752321534617657e-34,1.58159761526967e-25,1.899158340495305e-28,8.745906497415192e-13,8.418413506677017e-32,5.255687929520904e-31,8.84123450412221e-22,1.3473674241932108e-28,2.0380446427195482e-24,3.827056556356583e-31,3.1967403661230077e-37,1.0147603980629855e-16,4.0254655914593365e-24
3.950173050974436e-06,0.11224537279739341,0.0,0.0,0.0,0.0,0.3299974338070322,0.6699974792646008,2.439946603139872e-06,2.3712649579827644e-06,1.8995369438613166e-08,2.6885987780177997e-09,6.012943508824435e-17,9.745387582127828e-09,1.0454439639806404e-07,1.4280672165872033e-07,1.2752156003846275e-09,1.7085170740645614e-09,9.0045789306723e-10,7.773681119038948e-12,5.1881172303432813e-11,2.942479745974726e-19,8.522627937911868e-11,1.0823767145442399e-13,1.0118529709519434e-11,1.6290863615579183e-16,5.3949171182844676e-15,8.824215652242726e-25,2.7149815887535326e-20,2.540382880474343e-23,3.2278049788046745e-24,5.1823884107007925e-23,2.9847294541313234e-21,1.9793444598429216e-27,1.689223006896741e-29,1.9174933590710823e-34,4.056938077569271e-33,4.326151456528243e-32,1.6702672366890367e-27,6.056006045427304e-34,2.5823158081077575e-34,2.3814275031645192e-25,2.859580368657119e-28,1.0481584628230314e-12,1.267569024151289e-31,8.080159838912969e-31,1.349056868684432e-21,2.0559287999852823e-28,2.921731631201016e-24,6.566936264894599e-31,5.097855685992619e-37,1.0858460528049415e-16,5.3961512383761425e-24
4.200288467117186e-06,0.11224537301330954,0.0,0.0,0.0,0.0,0.3299972577413917,0.6699973110978936,2.6003515175639125e-06,2.5209227455859826e-06,2.0244255718042407e-08,2.8445039340974112e-09,6.408275790028287e-17,1.0409221420836877e-08,1.1839938277131315e-07,1.6250957133909037e-07,1.5384229591936374e-09,1.8232263870685724e-09,9.588967613339314e-10,8.941612421201772e-12,6.005830945366042e-11,3.406252236153858e-19,1.0542731996255728e-10,1.2096277207527634e-13,1.0801883695671349e-11,2.0251872206169463e-16,7.103680488766368e-15,1.1517788195001512e-24,3.142914754815478e-20,3.564537372882545e-23,4.5392059058355515e-24,7.224891504577754e-23,4.408061341266659e-21,2.9232385390787628e-27,2.658974731429589e-29,3.0107410855723225e-34,6.370539800189897e-33,6.793280920659864e-32,2.7725406962776374e-27,1.0051518186830646e-33,4.122658918876248e-34,3.485988559466334e-25,4.1859105348040065e-28,1.2410753314239888e-12,1.8554968021111334e-31,1.2110796414016553e-30,2.0079163270534195e-21,3.0600432664218524e-28,4.101256174836656e-24,1.0914868611519976e-30,7.991830814198047e-37,1.157238801932347e-16,7.096179306102896e-24
4.450403883259936e-06,0.11224537324765126,0.0,0.0,0.0,0.0,0.3299970800250884,0.66999714188222,2.7614424527046384e-06,2.6705256291457127e-06,2.149848267278851e-08,3.000359826295927e-09,6.805298651557514e-17,1.1075306025857229e-08,1.3314057660075426e-07,1.8351256801110678e-07,1.8362645827743009e-09,1.93826357538326e-09,1.017319136399336e-09,1.0196803463755656e-11,6.887716160933135e-11,3.906420076066478e-19,1.2869838362189913e-10,1.3441109284580993e-13,1.1490296943531933e-11,2.488794366749815e-16,9.215048585113823e-15,1.4809558913815257e-24,3.604435707896773e-20,4.912448856090711e-23,6.267758717737294e-24,9.894479862279014e-23,6.373330119096959e-21,4.2265229753451526e-27,4.0817615632524657e-29,4.610787928434706e-34,9.756925313591743e-33,1.0404382776742197e-31,4.47480351059262e-27,1.6220973036297795e-33,6.357330742205848e-34,4.990299646589486e-25,5.9922660540161105e-28,1.4539498669812122e-12,2.6562006380141375e-31,1.7757575549844083e-30,2.9234625659661812e-21,4.455363553766407e-28,5.6522776037175525e-24,1.7636768379892286e-30,1.232412442374698e-36,1.228936853800949e-16,9.177318828979049e-24
4.700519299402686e-06,0.11224537350015643,0.0,0.0,0.0,0.0,0.32999690065334913,0.6699969716124209,2.9232153318395948e-06,2.8200743474581857e-06,2.275801855170877e-08,3.156167212577701e-09,7.204002042779152e-17,1.1743633354050125e-08,1.4877201899953659e-07,2.0582010652896375e-07,2.171041670580677e-09,2.0536268241039536e-09,1.0757253254514517e-09,1.1539794244280355e-11,7.834190093117998e-11,4.443219892949383e-19,1.552720039260295e-10,1.4858651812619993e-13,1.2183765544030421e-11,3.027234889960744e-16,1.1795762049439983e-14,1.878029252039003e-24,4.099763791886243e-20,6.653478109625992e-23,8.503244856665904e-24,1.3335870871533187e-22,9.041917762881933e-21,5.996219830654948e-27,6.131664320106112e-29,6.908847362179868e-34,1.4621044102490618e-32,1.5591278458538748e-31,7.044055351347023e-27,2.5532504923974447e-33,9.756062133312327e-34,6.975957617483132e-25,8.376572359681494e-28,1.6873551741516908e-12,3.713112315301643e-31,2.551089597998641e-30,4.173861515347059e-21,6.361022843910734e-28,7.660074431327628e-24,2.7792447257170774e-30,1.8705256718717403e-36,1.3009383933867723e-16,1.1690631840226002e-23
4.950634715545436e-06,0.11224537377056006,0.0,0.0,0.0,0.0,0.32999671962142063,0.669996800283359,3.0856660258935446e-06,2.9695696345602535e-06,2.4022831196112375e-08,3.3119268454721196e-09,7.604375783962285e-17,1.241419522974556e-08,1.6529773021446176e-07,2.2943656582657334e-07,2.5450817537115207e-09,2.169314295807545e-09,1.13411563409235e-09,1.2971100977475895e-11,8.845647439087264e-11,5.016875542275347e-19,1.853821826274014e-10,1.6349288291950878e-13,1.288228523310957e-11,3.6482574082126858e-16,1.4919638159232353e-14,2.353650505023472e-24,4.629106844539807e-20,8.89196017811849e-23,1.1380620180798144e-23,1.7719095460667294e-22,1.2611519982178448e-20,8.363433005978635e-27,9.024175481095e-29,1.0144966861692014e-33,2.147109508702597e-32,2.2895890328973125e-31,1.0842824425471422e-26,3.929636539397057e-33,1.4132322563440742e-33,9.610800850991997e-25,1.1540501144929895e-27,1.9418317369792395e-12,5.115567633191536e-31,3.6033145011215184e-30,5.855226573840371e-21,8.923506468795909e-28,1.0232343188951625e-23,4.28202766781388e-30,2.796349079606536e-36,1.3732415823517295e-16,1.4701390694252114e-23
5.200750131688186e-06,0.1122453740585945,0.0,0.0,0.0,0.0,0.32999653692456976,0.6699966278899204,3.2487903537869696e-06,3.119012219694934e-06,2.5292888042091947e-08,3.467639472137864e-09,8.006409567319749e-17,1.3086983196211064e-08,1.8272170935427861e-07,2.543663088078697e-07,2.9607385832204674e-09,2.2853241213416967e-09,1.192490366081183e-09,1.4491214037295016e-11,9.922458401516004e-11,5.627596987273411e-19,2.192644077442309e-10,1.79134021650819e-13,1.3585851506316504e-11,4.3600365616572423e-16,1.8667928265719792e-14,2.914689439847424e-24,5.19265949071571e-20,1.16964825857829e-22,1.498893027690031e-23,2.323838208173172e-22,1.7321807711153515e-20,1.1487102735715698e-26,1.305764750772179e-28,1.4640706484418243e-33,3.098839785529608e-32,3.304474951648867e-31,1.6355456254248474e-26,5.927549010857234e-33,2.1634410501426873e-33,1.2923936596314813e-24,1.55186618965819e-27,2.2178897649274453e-12,6.879059588840997e-31,5.000880439246225e-30,8.084564409234757e-21,1.2321148769705623e-27,1.3478182221881826e-23,6.464915565847205e-30,4.119629527357749e-36,1.445844559232717e-16,1.8254631521764777e-23
5.450865547830936e-06,0.11224537436398926,0.0,0.0,0.0,0.0,0.32999635255808357,0.6699964544270144,3.4125840824492347e-06,3.268402827270203e-06,2.6568156121515198e-08,3.623305834107561e-09,8.410092956618442e-17,1.376198854081823e-08,2.010479340721215e-07,2.806136818403772e-07,3.4203920011918505e-09,2.4016544005245206e-09,1.2508498234913893e-09,1.6100611239086583e-11,1.1064981469524964e-10,6.275587547761366e-19,2.5715550810046107e-10,1.9551365424690958e-13,1.429445935912781e-11,5.171185262665453e-16,2.3129736250682043e-14,3.578978555613239e-24,5.790611389614398e-20,1.5264781561178059e-22,1.95834612104747e-23,3.012211536765885e-22,2.3460915650765973e-20,1.5558308515542364e-26,1.8558703321745615e-28,2.0766531516452943e-33,4.3956892570459757e-32,4.6873817442603835e-31,2.4220525173491247e-26,8.775774386840938e-33,2.8175644970807437e-33,1.7331701637104527e-24,2.0811831888338473e-27,2.516012755222825e-12,9.225192915015584e-31,6.856212834790036e-30,1.1002884678826616e-20,1.6768857329199504e-27,1.7554812125746285e-23,9.580571638895756e-30,5.9857529012356524e-36,1.5187454393692445e-16,2.2454959656018893e-23
