Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492),S(435),CH2(T)(8),S(434),C3H6(211),C3H6(209),C3H6(813),C3H7(212),S(491),S(144),CH2O(26),CHO4(125)
0.0024751318974622454,0.11167927044733286,0.0,0.0,0.0,0.0,0.27319935427456055,0.6160599385313554,0.00028924102176325074,0.0010951537447894558,2.081201883374662e-06,1.2678162492130929e-06,6.60981377207289e-15,6.850349929474467e-06,0.006305553366416577,0.06417687762700774,0.010052047452765897,3.9949697778557937e-07,9.594066470015672e-07,1.8201825262845494e-06,1.2427404293146661e-05,7.048297981706812e-14,0.017575102985157874,4.594140115700551e-09,1.621864350122288e-08,3.0167727112801366e-07,0.005476896022005871,1.1600758092830461e-13,1.1837406300490675e-13,3.108651703659233e-09,2.3190246991422406e-09,1.934074118930788e-08,0.0005397518790349675,3.5794347724983364e-10,3.704462784080685e-10,1.6095978208781912e-14,3.390590868278757e-13,3.6155862780020644e-12,4.711815328665039e-06,1.5757947269833079e-12,5.064901258634624e-11,2.2064989734468772e-11,2.478087238298302e-14,2.1855386450022483e-07,1.1745320507740743e-17,1.0502887128291872e-13,0.0001555672740672871,2.3712017932730063e-11,8.195868079464155e-10,1.754188135529077e-09,9.874768865044968e-16,1.3034615186077533e-11,5.165271253376482e-13
0.002482843895773219,0.11167797324691488,0.0,0.0,0.0,0.0,0.27285763801761875,0.6156786949934244,0.00028954067920352027,0.0010985976440133884,2.0820929383755252e-06,1.272665069310783e-06,6.612939885483404e-15,6.8790384640793554e-06,0.006317365051947676,0.06463866698319326,0.010079723328904906,4.00614375366324e-07,9.636796265933457e-07,1.8288921414983029e-06,1.247929526708452e-05,7.077728363539448e-14,0.0177159568757042,4.613399363274613e-09,1.6283315182879276e-08,3.041400919705883e-07,0.005531075898513697,1.1742839744894437e-13,1.1973039535743403e-13,3.1429687172310183e-09,2.351800781852244e-09,1.9625818879316666e-08,0.0005484253637344379,3.636954114317343e-10,3.7682474241288706e-10,1.6406251377698662e-14,3.4559161579350606e-13,3.685246472956096e-12,4.797520392820193e-06,1.6034831981029937e-12,5.1733060506747995e-11,2.2511692460079614e-11,2.528060650133228e-14,2.209209825602014e-07,1.1983103513870405e-17,1.0683202925411593e-13,0.00015805107251676284,2.4090605757944113e-11,8.326954130210343e-10,1.7850114281518128e-09,1.0048280978507318e-15,1.3263445675950948e-11,5.223101738837826e-13
0.0024905558940841923,0.11167669403386278,0.0,0.0,0.0,0.0,0.2725150811640245,0.6152959870113506,0.00028983762819395685,0.0011020307369299658,2.0829565879265596e-06,1.277510765742334e-06,6.6159828451359114e-15,6.907727192842855e-06,0.0063290743212608795,0.06510227106601148,0.010107153603511524,4.017311005239649e-07,9.67943415317091e-07,1.8375973723575851e-06,1.2531052179425439e-05,7.107082711539634e-14,0.01785742951797667,4.632599469217283e-09,1.634778170252458e-08,3.066101625420813e-07,0.005585514912550951,1.1886113595442538e-13,1.2109721612927886e-13,3.177475596094003e-09,2.384880067798371e-09,1.9913881113718353e-08,0.0005572007483798008,3.695149218883088e-10,3.83283397451624e-10,1.6721049651051576e-14,3.5221939037508335e-13,3.75592232788047e-12,4.884391505854379e-06,1.6315221842462008e-12,5.283501405387223e-11,2.296582168449491e-11,2.578865332292222e-14,2.233113548064071e-07,1.2224839697049818e-17,1.086607250614242e-13,0.0001605661659958749,2.4473963663348394e-11,8.459744185473291e-10,1.8162249249817918e-09,1.0223989650194101e-15,1.3495172799573156e-11,5.281324265938543e-13
0.0024982678923951658,0.11167543289876558,0.0,0.0,0.0,0.0,0.27217168876360176,0.6149118178853188,0.0002901318624046815,0.0011054527956015103,2.0837928153670238e-06,1.2823530925383384e-06,6.61894261219323e-15,6.936414882773892e-06,0.0063406809921504066,0.06556768572954555,0.01013433717671055,4.028471163277381e-07,9.721976532115156e-07,1.8462977582065243e-06,1.2582671542895071e-05,7.1363590478739e-14,0.017999520006041967,4.651738819271541e-09,1.6412037696060108e-08,3.090873523445489e-07,0.005640211175927626,1.2030582135821806e-13,1.2247453453809637e-13,3.2121709232913137e-09,2.4182627467114983e-09,2.020493877801828e-08,0.000566078618148401,3.754023966875297e-10,3.8982271832530086e-10,1.7040408316653338e-14,3.5894315424078404e-13,3.827621772945936e-12,4.97243711009302e-06,1.659913574669845e-12,5.395504530138567e-11,2.342745704705882e-11,2.6305102672212698e-14,2.2572501350477484e-07,1.2470571449831677e-17,1.1051521947603154e-13,0.0001631128337402753,2.4862134210863056e-11,8.594254030163403e-10,1.8478307292568359e-09,1.040190671976344e-15,1.3729812170814645e-11,5.339937968537952e-13
0.0025059798907061392,0.11167418991639033,0.0,0.0,0.0,0.0,0.271827465911155,0.6145261909887367,0.00029042337552837103,0.0011088635917894836,2.084601605874138e-06,1.287191801323276e-06,6.621819152075385e-15,6.965100274216672e-06,0.006352184884909598,0.06603490673161468,0.01016127296942192,4.039623850166436e-07,9.764419780940161e-07,1.854992834298466e-06,1.2634149856176452e-05,7.165555386744368e-14,0.018142227407996456,4.670815787585322e-09,1.6476077762404945e-08,3.115715279619098e-07,0.005695162772672343,1.2176247603817103e-13,1.2386235748275201e-13,3.2470532112774224e-09,2.451948887747834e-09,2.0499001900549307e-08,0.0005750595536176727,3.8135822084687955e-10,3.964431673138552e-10,1.736436168279691e-14,3.6576363062197965e-13,3.9003525203935886e-12,5.061665583088019e-06,1.6886592279031097e-12,5.509332297690471e-11,2.389667655816824e-11,2.6830042530490565e-14,2.2816199730524136e-07,1.2720340297702598e-17,1.1239576993511159e-13,0.00016569135558150766,2.5255160053236074e-11,8.730499554994063e-10,1.8798309100390477e-09,1.0582043834489694e-15,1.3967379149843004e-11,5.398941850674142e-13
0.0025136918890171127,0.11167296517582653,0.0,0.0,0.0,0.0,0.27148241776772786,0.6141391098033995,0.0002907121613418907,0.0011122628966562138,2.08538294544287e-06,1.2920266417842168e-06,6.6246124331790445e-15,6.993782103808645e-06,0.006363585823617597,0.06650392968771827,0.010187959933573361,4.050768686625294e-07,9.806760255028614e-07,1.86368212795259e-06,1.2685483589013504e-05,7.194669725940076e-14,0.018285550753503976,4.689828751081713e-09,1.6539896506663595e-08,3.1406255236196506e-07,0.005750367745511858,1.2323112026855102e-13,1.2526069038101025e-13,3.2821209610263007e-09,2.485938514226086e-09,2.079608030106843e-08,0.0005841441285535386,3.873827748666981e-10,4.0314520416765467e-10,1.769294407448114e-14,3.7268154306037e-13,3.9741222857737336e-12,5.152085228141044e-06,1.7177609624185775e-12,5.6250015812830427e-11,2.4373559351994727e-11,2.7363562228509034e-14,2.306223356012442e-07,1.2974188364303509e-17,1.143026378874632e-13,0.0001683020122632086,2.5653083982239208e-11,8.868496598153832e-10,1.9122274918048456e-09,1.0764412390663111e-15,1.4207888765837891e-11,5.458334892091285e-13
0.002521403887328086,0.11167175875455845,0.0,0.0,0.0,0.0,0.2711365495549135,0.6137505779104947,0.00029099821362259926,0.0011156504808958428,2.0861368211948933e-06,1.2968573623410425e-06,6.627322426055121e-15,7.022459092255441e-06,0.0063748836358653565,0.06697475008278415,0.01021439704952693,4.0619052882069506e-07,9.84899429894864e-07,1.8723651654645256e-06,1.2736669206447508e-05,7.223700060582927e-14,0.018429489036886328,4.708776079502152e-09,1.660348851196697e-08,3.1656028808561683e-07,0.005805824099659952,1.247117740409855e-13,1.266695377555367e-13,3.3173726268058715e-09,2.520231609990193e-09,2.1096183442542294e-08,0.0005933329103104931,3.934764349955034e-10,4.0992927970734076e-10,1.8026189227961993e-14,3.7969760282574017e-13,4.048938653774041e-12,5.243704274077227e-06,1.747220561770806e-12,5.742529068198993e-11,2.4858183862854864e-11,2.7905750319442808e-14,2.3310604661383973e-07,1.3232157400756377e-17,1.1623608405761094e-13,0.00017094508533803195,2.6055948912957105e-11,9.008261063028169e-10,1.9450224601385372e-09,1.0949023565640417e-15,1.445135575925581e-11,5.518115995455735e-13
0.0025291158856390597,0.11167057073077351,0.0,0.0,0.0,0.0,0.27078986654645515,0.6133605989771604,0.00029128152615897485,0.0011190261148473967,2.0868632210660387e-06,1.3016837098116872e-06,6.629949102896684e-15,7.051129948820312e-06,0.006386078152318866,0.06744736328881422,0.010240583322249265,4.0730332665090876e-07,9.891118241150585e-07,1.8810414691371906e-06,1.2787703159356941e-05,7.252644377762249e-14,0.018574041221859922,4.727656139692834e-09,1.666684835134933e-08,3.190645952488876e-07,0.005861529808168112,1.2620445565917096e-13,1.2808890275248379e-13,3.3528066309031222e-09,2.5548280985032785e-09,2.139932039781945e-08,0.0006026264605739544,3.9963957372229184e-10,4.167958382871213e-10,1.8364130478869535e-14,3.8681251281604265e-13,4.1248091198084085e-12,5.336530881366678e-06,1.7770397745213649e-12,5.861931311303826e-11,2.5350627987940908e-11,2.8456694756956696e-14,2.3561314694528105e-07,1.3494288872279603e-17,1.181963685253366e-13,0.00017362085702004795,2.6463797861289595e-11,9.149808871422872e-10,1.9782177616925685e-09,1.1135888317621037e-15,1.469779458153661e-11,5.578283999909577e-13
0.002536827883950033,0.1116694011802841,0.0,0.0,0.0,0.0,0.2704423740834405,0.6129691767819536,0.0002915620928048156,0.0011223895684662265,2.0875621343429427e-06,1.3065054294319764e-06,6.632492439535724e-15,7.07979337153821e-06,0.006397169207669433,0.06792176453136141,0.010266517788625858,4.0841522294395234e-07,9.933128394410219e-07,1.8897105574714337e-06,1.2838581887572089e-05,7.281500658301282e-14,0.018719206232388534,4.746467295299142e-09,1.672997058708305e-08,3.215753319970658e-07,0.005917482802792716,1.277091821581962e-13,1.2951878716815e-13,3.388421359519311e-09,2.5897278532975886e-09,2.1705499883926587e-08,0.0006120253335283452,4.058725585616771e-10,4.2374531683910935e-10,1.870680076120987e-14,3.9402696752903624e-13,4.201741089714533e-12,5.430573118456801e-06,1.8072203059134979e-12,5.983224725789519e-11,2.585096895951163e-11,2.9016482742879997e-14,2.3814366025934574e-07,1.376062389015857e-17,1.2018375028378545e-13,0.00017632961027924183,2.6876673958355406e-11,9.293155952407177e-10,2.0118152948865443e-09,1.132501733328954e-15,1.494721932605689e-11,5.638837684718715e-13
0.0025445398822610066,0.11166825017572579,0.0,0.0,0.0,0.0,0.2700940775652809,0.6125763152001112,0.0002918399074063371,0.001125740611416023,2.088233551089265e-06,1.311322265008506e-06,6.634952414045182e-15,7.108448045559104e-06,0.006408156640133341,0.06839794890888723,0.010292199513232427,4.095261780169974e-07,9.975021060278168e-07,1.8983719456840762e-06,1.2889301820402216e-05,7.310266877056175e-14,0.01886498295789618,4.765207907812928e-09,1.679284977441247e-08,3.2409235499806136e-07,0.00597368097961967,1.29225969420163e-13,1.3095919149641846e-13,3.4242151613706746e-09,2.6249306933413427e-09,2.2014730201615757e-08,0.0006215300767512506,4.1217575264686283e-10,4.307781442480513e-10,1.9054232456733e-14,4.013416499287033e-13,4.279741846338677e-12,5.525838971695338e-06,1.8377638244311488e-12,6.106425521638869e-11,2.635928474047036e-11,2.9585202425660455e-14,2.4069758769329357e-07,1.4031203954568537e-17,1.2219849208403304e-13,0.00017907162877783662,2.7294620440786106e-11,9.438318256549047e-10,2.045816917194841e-09,1.1516421068839441e-15,1.5199643782228203e-11,5.699775760466624e-13
0.00255225188057198,0.1116671177904695,0.0,0.0,0.0,0.0,0.2697449824505375,0.6121820182055638,0.00029211496388728645,0.0011290790131246987,2.0888774627749405e-06,1.3161339589190387e-06,6.637329006702493e-15,7.137092645833023e-06,0.006419040291583556,0.06887591139009985,0.010317627588976327,4.1063615189330873e-07,1.001679252484582e-06,1.9070251452922102e-06,1.2939859373959204e-05,7.33894100139804e-14,0.01901137025246625,4.78387633542456e-09,1.6855480457505648e-08,3.266155183610032e-07,0.0060301221987736015,1.3075483161971198e-13,1.3241011492148554e-13,3.4601863526457305e-09,2.660436380475328e-09,2.232701929351883e-08,0.0006311412308944168,4.185495145180921e-10,4.378947424790015e-10,1.9406457584174106e-14,4.0875723538590143e-13,4.358818591557149e-12,5.622336343790568e-06,1.8686719557379446e-12,6.231549795635279e-11,2.6875651212766313e-11,3.01629394933481e-14,2.432749401696596e-07,1.4306069458044926e-17,1.242408511985424e-13,0.00018184719676024168,2.771768063395216e-11,9.585311743749112e-10,2.080224438484561e-09,1.1710109712470868e-15,1.5455081386044434e-11,5.761096875720666e-13
0.0025599638788829536,0.11166600409383105,0.0,0.0,0.0,0.0,0.2693950942562914,0.611786289870252,0.00029238725621546867,0.001132404542834654,2.089493861990691e-06,1.3209402521772978e-06,6.6396222019374156e-15,7.165725835890995e-06,0.006429820007578862,0.06935564681483138,0.010342801136930771,4.117451041895317e-07,1.0058439063242633e-06,1.9156696644979336e-06,1.2990250956015052e-05,7.367520993967955e-14,0.019158366935016054,4.802470935794106e-09,1.6917857178682024e-08,3.2914467471792126e-07,0.006086804284936142,1.3229578179228272e-13,1.3387155524972574e-13,3.4963332144373944e-09,2.696244624345222e-09,2.264237469639288e-08,0.0006408593295986671,4.249941980662237e-10,4.450955254843634e-10,1.976350761912678e-14,4.1627438792500277e-13,4.438978406252017e-12,5.720073051643281e-06,1.8999462871363165e-12,6.358613444786482e-11,2.7400145230798448e-11,3.074978086916159e-14,2.458757182920778e-07,1.458526131071967e-17,1.2631108905742043e-13,0.00018465659903389104,2.8145897949041782e-11,9.734152379418508e-10,2.115039625861093e-09,1.190609321166744e-15,1.5713545256050803e-11,5.822799613601303e-13
0.002567675877193927,0.11166490915367494,0.0,0.0,0.0,0.0,0.2690444185580733,0.6113891343643972,0.00029265677836147,0.0011357169696566657,2.0900827421637204e-06,1.3257408844823496e-06,6.641831985587451e-15,7.1943462678779625e-06,0.0064404956374271615,0.06983714989366832,0.010367719306427053,4.1285299412331016e-07,1.009995693993753e-06,1.9243050082261378e-06,1.3040472965326696e-05,7.396004812294012e-14,0.01930597178912815,4.820990064853617e-09,1.697997447439426e-08,3.316796748629746e-07,0.006143725027554518,1.3384883160196031e-13,1.3534350893425977e-13,3.5326539930499274e-09,2.7323550789984475e-09,2.2960803541596853e-08,0.0006506848993255581,4.3151015242109255e-10,4.5238089921128543e-10,2.012541352325281e-14,4.2389376082776874e-13,4.520228256750581e-12,5.8190568223519415e-06,1.9315883647496313e-12,6.487632179384406e-11,2.7932843074474108e-11,3.134581284956781e-14,2.4849991158230257e-07,1.4868820116926912e-17,1.2840946669327932e-13,0.00018750012095668906,2.8579315881147587e-11,9.884856134686978e-10,2.1502642005982837e-09,1.2104381255915448e-15,1.5975048170553094e-11,5.884882491488596e-13
0.0025766558956243544,0.11166365790482942,0.0,0.0,0.0,0.0,0.2686350992736732,0.6109248850940915,0.0002929671170588492,0.0011395572127863257,2.0907337623298635e-06,1.3313233636217976e-06,6.644299979461953e-15,7.227654636991988e-06,0.006452795213653443,0.07040004284037697,0.010396411658186978,4.1414165185407103e-07,1.014813414356304e-06,1.93434796506399e-06,1.3098734077387902e-05,7.429048073083584e-14,0.01947861081000907,4.842456846372833e-09,1.705197101230734e-08,3.3463864681069777e-07,0.006210302532928659,1.356724971823013e-13,1.3707072562706617e-13,3.575163477538559e-09,2.7747831677847678e-09,2.333547093157137e-08,0.0006622621254917898,4.391877405260013e-10,4.6097127181079595e-10,2.0552984240560243e-14,4.3289559174837174e-13,4.616220069442524e-12,5.935897305712112e-06,1.968898497861838e-12,6.640348741992324e-11,2.8563564500087454e-11,3.205153820986487e-14,2.5158508150656e-07,1.5204557564188803e-17,1.308886630760517e-13,0.00019085455549953725,2.909060861014645e-11,1.0062707900946223e-09,2.191798571376357e-09,1.233818873868878e-15,1.628339398704554e-11,5.95765011699089e-13
0.0025856359140547817,0.11166243227702419,0.0,0.0,0.0,0.0,0.2682247288681573,0.610458713458798,0.0002932736823600441,0.0011433790120253117,2.0913474572031798e-06,1.3368973973079397e-06,6.646654851344859e-15,7.260941701845558e-06,0.006464953237534557,0.0709653163749021,0.010424755385595686,4.154287478672587e-07,1.0196125884745537e-06,1.9443770129567297e-06,1.3156754660070888e-05,7.461954916116972e-14,0.019652070699725046,4.863816466511302e-09,1.7123599745344785e-08,3.376050952290656e-07,0.006277196974667696,1.3751259573781058e-13,1.3881218032255674e-13,3.617903463052933e-09,2.817619737009813e-09,2.371432455782135e-08,0.0006739865796196964,4.4696296476897337e-10,4.696774920603354e-10,2.0987227397145963e-14,4.420378882296579e-13,4.713709748947316e-12,6.054450893573744e-06,2.006711586028658e-12,6.795761393251581e-11,2.920562898015655e-11,3.276997342595465e-14,2.5470197399071195e-07,1.554633299845875e-17,1.3340677216135988e-13,0.00019425609171008456,2.960908071352446e-11,1.0243132694964381e-09,2.2338928487850025e-09,1.2575148077574478e-15,1.6595896213913897e-11,6.030928508872306e-13
0.002594615932485209,0.11166123236669069,0.0,0.0,0.0,0.0,0.2678133164460971,0.609990626554142,0.00029357646504340166,0.0011471820026342453,2.091923822964336e-06,1.3424625682127275e-06,6.648896594097802e-15,7.294205279719823e-06,0.006476969491155939,0.07153296147325473,0.010452749293039755,4.167142159813306e-07,1.0243926215524966e-06,1.954391354005767e-06,1.3214528986985237e-05,7.494722093628922e-14,0.019826349353201548,4.885066324545338e-09,1.7194852030942843e-08,3.405787748604384e-07,0.0063444046823186275,1.393691381935513e-13,1.405678603316154e-13,3.660871003811383e-09,2.8608639487165197e-09,2.4097373555363664e-08,0.000685859054289533,4.5483635075992295e-10,4.785001580625076e-10,2.142818915397294e-14,4.5132162477778323e-13,4.812707686996726e-12,6.174729295827618e-06,2.045029847855021e-12,6.953893929169799e-11,2.985915293912158e-11,3.3501250272461505e-14,2.5785055708582197e-07,1.5894208393362078e-17,1.3596420014206197e-13,0.00019770518233153825,3.013480119973597e-11,1.0426155712002653e-09,2.2765495028205724e-09,1.2815273176807413e-15,1.691257318781879e-11,6.104714989230537e-13
0.0026035959509156364,0.1116600582665955,0.0,0.0,0.0,0.0,0.26740087122004363,0.6095206316604951,0.00029387545598231075,0.001150965820018898,2.092462858013054e-06,1.348018456925205e-06,6.651025206446847e-15,7.327443168952183e-06,0.00648884376404504,0.0721029688683607,0.010480392238253759,4.1799798938040585e-07,1.029152917361712e-06,1.9643901847492457e-06,1.3272051320144885e-05,7.527346351277579e-14,0.02000144459841742,4.9062038202209874e-09,1.7265719227973624e-08,3.435594371831128e-07,0.006411921921575464,1.4124213280752725e-13,1.4233775035630284e-13,3.7040630916571054e-09,2.90451485924059e-09,2.4484626267854036e-08,0.0006978803275734584,4.628084144875319e-10,4.874398519157649e-10,2.1875914612756923e-14,4.607477537510483e-13,4.913224039146932e-12,6.296744036128017e-06,2.0838554196516943e-12,7.114769745014496e-11,3.0524252106431146e-11,3.424549982488848e-14,2.6103079126690253e-07,1.6248245352571632e-17,1.3856135339838924e-13,0.00020120228072709802,3.0667839171736527e-11,1.0611802125406747e-09,2.319770911839618e-09,1.3058577424758846e-15,1.7233442565117605e-11,6.179006757783728e-13
0.0026125759693460637,0.11165891006557593,0.0,0.0,0.0,0.0,0.2669874025101528,0.6090487362432424,0.000294170646162638,0.0011547300998427628,2.0929645631173268e-06,1.3535646420581733e-06,6.653040692900758e-15,7.360653149540771e-06,0.00650057585329634,0.07267532904967275,0.01050768313245374,4.192800006334652e-07,1.0338928784384075e-06,1.9743726963912383e-06,1.3329315911877108e-05,7.55982442922717e-14,0.020177354196153425,4.9272263543831095e-09,1.7336192698933904e-08,3.4654683041002703e-07,0.006479744894855946,1.4313158510197182e-13,1.4412183247270956e-13,3.7474766563059735e-09,2.9485714178936123e-09,2.4876090235015127e-08,0.0007100511627276985,4.708796621151034e-10,4.964971392963711e-10,2.2330447786891842e-14,4.703172047485839e-13,5.015268718259703e-12,6.420506446652608e-06,2.1231903537725322e-12,7.27841181962446e-11,3.120104095060632e-11,3.5002851785304096e-14,2.642426288950502e-07,1.6608504808573378e-17,1.411986368490016e-13,0.00020474784077580675,3.1208263811108196e-11,1.0800097078102726e-09,2.3635593607454573e-09,1.3305073683728137e-15,1.7558521308403962e-11,6.253800891529493e-13
0.002630536006206918,0.11165669169655695,0.0,0.0,0.0,0.0,0.2661574324544441,0.6080992746269502,0.0002947495888017877,0.0011621985916696496,2.0938559987546774e-06,1.3646262070630111e-06,6.6567323357830896e-15,7.4269804170194324e-06,0.006523612708205121,0.07382706850793883,0.010561204681311998,4.218384640741611e-07,1.0433094017302728e-06,1.9942855019646044e-06,1.3443048844167614e-05,7.624328986154326e-14,0.020531607154143962,4.968916153456806e-09,1.747592395208702e-08,3.525407863920221e-07,0.00661629254150069,1.469598709200078e-13,1.4773248803528894e-13,3.8349556279874956e-09,3.037896736491837e-09,2.567167799309457e-08,0.0007348444950339632,4.873216828998191e-10,5.149666726638244e-10,2.326010767360139e-14,4.8988967281067e-13,5.223981446226535e-12,6.673318607307497e-06,2.2033960861611337e-12,7.61408446487637e-11,3.259013893992495e-11,3.6557374550459185e-14,2.7076087773094595e-07,1.734793142576044e-17,1.4659520613690967e-13,0.00021198616305228562,3.23115500779379e-11,1.118473296384116e-09,2.45284603664323e-09,1.380769097519126e-15,1.822137117114419e-11,6.404883947703319e-13
0.002648496043067772,0.11165457789227946,0.0,0.0,0.0,0.0,0.26532348297767594,0.6071423051397528,0.0002953132232745433,0.0011695845729646403,2.094598184658828e-06,1.375643856693249e-06,6.659971676873941e-15,7.493168972216664e-06,0.006546078589220764,0.0749880988784052,0.01061330630465206,4.2438905520195274e-07,1.0526373941344273e-06,2.0141232006072254e-06,1.3555681671234514e-05,7.688209611289242e-14,0.020889088959239563,5.010114982800381e-09,1.7613976870178305e-08,3.585585646740626e-07,0.00675401599860455,1.5085398365560738e-13,1.513996302037813e-13,3.9232821321779375e-09,3.128829321277309e-09,2.6484180562564498e-08,0.0007602448488611693,5.041662579030384e-10,5.339129414824973e-10,2.4217497866463405e-14,5.100459835620532e-13,5.438920031862412e-12,6.9332523998024426e-06,2.2856617266987418e-12,7.961086709867342e-11,3.402733547295402e-11,3.8165826579723886e-14,2.7740474076647574e-07,1.8112961235752593e-17,1.5215711408727233e-13,0.00021942378635289795,3.3445214391746794e-11,1.158026357010927e-09,2.5444258758983512e-09,1.4323217063505384e-15,1.8901244120614858e-11,6.557938304967434e-13
0.0026664560799286264,0.11165256922212817,0.0,0.0,0.0,0.0,0.264485632474761,0.6061778941923344,0.0002958614819890575,0.0011768851499675784,2.0951912155991147e-06,1.3866141595927331e-06,6.662758967432898e-15,7.559200440859186e-06,0.006567972159340175,0.07615833527290768,0.0106639812318143,4.269312140927103e-07,1.0618720506726757e-06,2.0338791486006657e-06,1.3667168231391333e-05,7.75144012368282e-14,0.02124977925226802,5.050802175006062e-09,1.7750282770435586e-08,3.645980375826356e-07,0.006892882668130573,1.5481386521967222e-13,1.5512301865523246e-13,4.0124294194102375e-09,3.2213568179207174e-09,2.731362798094575e-08,0.0007862577651529127,5.214170616736551e-10,5.533398437821518e-10,2.5202927857369116e-14,5.307926824246215e-13,5.660154272847085e-12,7.200391042172914e-06,2.3700005190864306e-12,8.319585633668242e-11,3.551349499648594e-11,3.982918954595134e-14,2.8417351050857066e-07,1.8904054390847593e-17,1.578875341252634e-13,0.0002270643492166037,3.460981134937911e-11,1.1986888043036914e-09,2.6383136231201924e-09,1.4851734949811158e-15,1.9598249617791672e-11,6.712936125051582e-13
0.0026844161167894807,0.1116506661905927,0.0,0.0,0.0,0.0,0.2636439610199216,0.6052061111755412,0.00029639429966163465,0.0011840974442960419,2.09563522779044e-06,1.3975336635126925e-06,6.665094559812801e-15,7.625056203033471e-06,0.00658929221583911,0.07733768887859786,0.010713223559753326,4.294643726323562e-07,1.0710085653976661e-06,2.0535466356099097e-06,1.3777462373553765e-05,7.813994348398207e-14,0.02161365657561779,5.09095716446217e-09,1.7884773308237015e-08,3.7065702969607985e-07,0.00703285900026149,1.5883941044870282e-13,1.5890236896660203e-13,4.102369797599281e-09,3.315465079517391e-09,2.816003621163557e-08,0.0008128885178548344,5.390775916973971e-10,5.732509809518349e-10,2.6216686506745024e-14,5.521358831739532e-13,5.887749363962051e-12,7.474814171082601e-06,2.456424221108294e-12,8.689739988908628e-11,3.704945556666931e-11,4.1548416244429825e-14,2.9106633464612596e-07,1.972165699565486e-17,1.637896011225538e-13,0.00023491148762487472,3.580589515786253e-11,1.2404804169630093e-09,2.7345223687681463e-09,1.5393318323620515e-15,2.0312484843815035e-11,6.869847580944002e-13
0.002702376153650335,0.11164886923896018,0.0,0.0,0.0,0.0,0.2627985503471498,0.6042270284600197,0.00029691161353091327,0.0011912185968855045,2.09593040033798e-06,1.4083988991821073e-06,6.666978911300461e-15,7.690717411597088e-06,0.006610037694821879,0.0785260669576033,0.010761028255169449,4.319879551407807e-07,1.0800421380397352e-06,2.0731188916025866e-06,1.388651801643997e-05,7.875846150086705e-14,0.021980698367528532,5.130559517144193e-09,1.8017380576331657e-08,3.767333196132692e-07,0.007173910517442983,1.6293046610864533e-13,1.6273735200996597e-13,4.193074653210523e-09,3.4111381455721577e-09,2.9023406770998937e-08,0.0008401421041068399,5.571511618926695e-10,5.936496468392242e-10,2.7259040992253813e-14,5.740812458821648e-13,6.1217656618822035e-12,7.756597674399753e-06,2.5449430602153716e-12,9.071699654973949e-11,3.863602660198712e-11,4.332442807907012e-14,2.9808221433862727e-07,2.0566199911000516e-17,1.698664054658888e-13,0.0002429688310077316,3.7034019025636615e-11,1.283420806360943e-09,2.8330634997063865e-09,1.5948031284476898e-15,2.104403433292735e-11,7.028640854029905e-13
0.002720336190511189,0.11164717874302314,0.0,0.0,0.0,0.0,0.261949483828259,0.6032407213915589,0.0002974133635498009,0.0011982457718443629,2.0960769564526167e-06,1.4192063842002176e-06,6.668412587392244e-15,7.756165011355188e-06,0.006630207675644866,0.0797233728524687,0.010807391155459421,4.345013789915577e-07,1.0889679807986466e-06,2.0925890941897956e-06,1.399428920943751e-05,7.936969467508878e-14,0.022350880957928813,5.169588960445104e-09,1.8148037204189283e-08,3.828246419394711e-07,0.007316001839600836,1.670868300184726e-13,1.6662759347236566e-13,4.28451447467502e-09,3.5083582263329336e-09,2.9903726387614055e-08,0.0008680232350174407,5.756408964924383e-10,6.145388173811584e-10,2.8330235791286043e-14,5.966339555662626e-13,6.362258457490642e-12,8.04581353232082e-06,2.635565693699745e-12,9.46560510011028e-11,4.027398658507247e-11,4.515811248413481e-14,3.0522000450746987e-07,2.1438097530599863e-17,1.761209868709088e-13,0.0002512399981956046,3.829473454552376e-11,1.3275293841487885e-09,2.9339466548640966e-09,1.6515928092355478e-15,2.1792969643310833e-11,7.189282137497382e-13
