Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183),C#C(234),C2H2(247),C3H5(249),S(250),C2H2O(255),C2H2O(276),C2H2O(282),S(407),S(416),S(492)
1.3786098335653733e-08,0.11224537201856188,0.0,0.0,0.0,0.0,0.3299999916868708,0.6699999918510324,8.249449296370506e-09,8.084989378415795e-09,6.24980595194658e-11,2.2776155504827004e-10,1.9784108257179479e-19,1.0690857651335256e-12,1.1518762897943607e-12,3.7566327330097915e-14,5.18272262171479e-17,2.860118995795896e-13,1.9293448487379095e-13,4.730686694725844e-18,6.654015581569001e-19,3.7738706754532866e-27,2.6173815393905446e-21,8.064017181420339e-17,2.9792333016503975e-14,4.479337684837973e-25,4.707976683619886e-26,1.104923751092586e-33,3.4819168961364375e-28,5.180609187494346e-37,1.8397931282869307e-39,1.0431879630781391e-35,1.9526141588204867e-36,1.291344362807838e-42,2.636690824367508e-47,4.276951875284808e-52,8.805737165311758e-51,9.390071593100683e-50,1.156532445879974e-47,4.69363286245078e-54,7.252480662432715e-58,2.9570859126515304e-54
1.4492643472806505e-08,0.11224537201824576,0.0,0.0,0.0,0.0,0.3299999912608016,0.6699999914220172,8.672100108091517e-09,8.510554308215172e-09,6.578881495617249e-11,2.2822410043661444e-10,2.0825815293765105e-19,1.1837954358326033e-12,1.277801398362448e-12,4.3785198327209654e-14,6.02087555889369e-17,3.1630159758264765e-13,2.1319542882120375e-13,5.489100257213319e-18,8.131311415698545e-19,4.6117294369843254e-27,3.3699928633274584e-21,8.504729500778355e-17,3.149995155112906e-14,5.443713172356222e-25,6.019481420833188e-26,1.3502353602553587e-33,4.254959195531248e-28,7.102577190729244e-37,2.6602628592212298e-39,1.39244055950063e-35,2.743527200529938e-36,1.8146571768809114e-42,3.9528367191858706e-47,6.325667139066323e-52,1.3029577945421848e-50,1.3894199845168603e-49,1.8013675751802213e-47,7.31094579104283e-54,1.2017303263786539e-57,4.8483267570443546e-54
1.5199188609959278e-08,0.11224537201792893,0.0,0.0,0.0,0.0,0.3299999908347304,0.6699999909929875,9.094746335286494e-09,8.936125353183146e-09,6.907953456408049e-11,2.2867999466999343e-10,2.1867510988543993e-19,1.3042799756511825e-12,1.4102747034361475e-12,5.065358414706383e-14,6.944840108048087e-17,3.4806291333854824e-13,2.3442643874602996e-13,6.321011930591264e-18,9.83693147312494e-19,5.5790839347763586e-27,4.2848506421537734e-21,8.945955648546837e-17,3.3207570394264104e-14,6.55317842782007e-25,7.605442653293696e-26,1.6334615456231445e-33,5.147479767612453e-28,9.584928232324357e-37,3.776095373173989e-39,1.8323951645329673e-35,3.79135762793787e-36,2.508038532568573e-42,5.807383013148942e-47,9.178662324945044e-52,1.891381051303574e-50,2.016890098067621e-49,2.7459276265557e-47,1.1144956489466374e-53,1.9420029496958614e-57,7.761083079883576e-54
1.590573374711205e-08,0.11224537201761164,0.0,0.0,0.0,0.0,0.32999999040865724,0.6699999905639454,9.517388017264346e-09,9.361700317862421e-09,7.237021862318133e-11,2.2913143317723783e-10,2.2909195430149e-19,1.4305281368183839e-12,1.5492961406010858e-12,5.820334941288509e-14,7.958797434605164e-17,3.8128810146023157e-13,2.5662106697388326e-13,7.229172565165019e-18,1.1792029094701717e-18,6.68793144305796e-27,5.386324587981938e-21,9.387695640607473e-17,3.491518880388748e-14,7.820953447365803e-25,9.506034377445007e-26,1.9581150211763406e-33,6.170547833927115e-28,1.275069512382196e-36,5.270632589485318e-39,2.3804019890793466e-35,5.160827416987656e-36,3.4143504082039015e-42,8.376619269986496e-47,1.3088932393070735e-51,2.698146423943453e-50,2.8771911840727704e-49,4.1041546059540997e-47,1.66582519480061e-53,3.0674051597029e-57,1.2153759870195862e-53
1.661227888426482e-08,0.11224537201729423,0.0,0.0,0.0,0.0,0.3299999899825822,0.6699999901348934,9.940025193217097e-09,9.78727771580085e-09,7.566086742232887e-11,2.295799023882852e-10,2.3950868710018398e-19,1.562528605635401e-12,1.694865645767764e-12,6.646629643044728e-14,9.066928576980428e-17,4.1596945529265515e-13,2.797729044252758e-13,8.216259314181036e-18,1.401847217566675e-18,7.950674501035711e-27,6.700981849280521e-21,9.829949470646781e-17,3.662280631141582e-14,9.260723871694236e-25,1.1764998346293587e-25,2.327827177277646e-33,7.335606532697062e-28,1.6741967479641156e-36,7.245024549145661e-39,3.0560440805164217e-35,6.928730596781177e-36,4.584452893892229e-42,1.1882042167925667e-46,1.8371498704302067e-51,3.788396919604916e-50,4.039789045660233e-49,6.024979346158807e-47,2.445548416811002e-53,4.745605440526872e-57,1.865464968285957e-53
1.731882402141759e-08,0.11224537201697665,0.0,0.0,0.0,0.0,0.329999989556505,0.6699999897058314,1.0362657902208417e-08,1.0212856510653402e-08,7.89514812721509e-11,2.300264386300623e-10,2.499253092648317e-19,1.7002700043307126e-12,1.8469831553552045e-12,7.547416482464805e-14,1.0273414448120629e-16,4.5209930747132845e-13,3.038755819427248e-13,9.284878012227462e-18,1.6538818658835323e-18,9.380107013671567e-27,8.25765956324297e-21,1.0272717149188959e-16,3.8330422522665585e-14,1.0886628886843025e-24,1.442976728805947e-25,2.7463440140586673e-33,8.654460094740121e-28,2.172166355279557e-36,9.820847073531688e-39,3.8812921569396855e-35,9.18545390404918e-36,6.078212104140042e-42,1.6598736905092244e-46,2.5414248423897635e-51,5.242366522596553e-50,5.5902418794408e-49,8.700690253279992e-47,3.5317353768238625e-53,7.204508498681406e-57,2.811280404368244e-53
1.802536915857036e-08,0.11224537201665899,0.0,0.0,0.0,0.0,0.3299999891304257,0.6699999892767606,1.07852861831944e-08,1.0638436006958735e-08,8.224206048480473e-11,2.3047173734880365e-10,2.603418217835847e-19,1.8437408924811634e-12,2.0056486061761554e-12,8.525863119958883e-14,1.1582435836994028e-16,4.896700300447197e-13,3.289227706941574e-13,1.0437565392491948e-17,1.9376293693491807e-18,1.098940129717391e-26,1.0087532326495833e-20,1.0715998705836975e-16,4.003803725212401e-14,1.2713249866022906e-24,1.7551580672678666e-25,3.217522351668402e-33,1.0139261891029109e-27,2.787531800589195e-36,1.3142896569567703e-38,4.880655875926935e-35,1.2036565490529285e-35,7.965553232833929e-42,2.2864701021301313e-46,3.469051431118876e-51,7.15798399419977e-50,7.632976859704173e-49,1.2376643669647192e-46,5.02400416366823e-53,1.0749417687725073e-56,4.1660158970693827e-53
1.873191429572313e-08,0.11224537201634131,0.0,0.0,0.0,0.0,0.32999998870434427,0.6699999888476814,1.1207910075034696e-08,1.1064015763588228e-08,8.553260536323972e-11,2.309162396602068e-10,2.70758225615446e-19,1.992929768357301e-12,2.1708619354322886e-12,9.585130880362118e-14,1.2998173410085947e-16,5.286740345268346e-13,3.549081824351262e-13,1.1676791246906062e-17,2.2554767382693135e-18,1.2792095458210825e-26,1.2224177807030243e-20,1.1159794171889572e-16,4.174565053753284e-14,1.4755599241391563e-24,2.118559821289924e-25,3.745326138454436e-33,1.180250278815866e-27,3.5412957295611825e-36,1.738225515438839e-38,6.081336493728504e-35,1.560450740444726e-35,1.0327582422607884e-41,3.109142601215455e-46,4.6772891331820404e-51,9.653745238867272e-50,1.0294353111284024e-48,1.7362609930791187e-46,7.0481283605637185e-53,1.5784263247712442e-56,6.078736543795662e-53
2.0145004570028676e-08,0.11224537201570611,0.0,0.0,0.0,0.0,0.329999987852175,0.6699999879894991,1.205314484619594e-08,1.1915175078621021e-08,9.21135933241505e-11,2.3180383421525472e-10,2.9159071103836162e-19,2.3084151775649724e-12,2.5209319807342666e-12,1.1958743197678912e-13,1.6166519171274526e-16,6.109517328215944e-13,4.0966872624768587e-13,1.4424415095922487e-17,3.0033289649926627e-18,1.7033593184865063e-26,1.7564484185802227e-20,1.2048926947791124e-16,4.516087325891818e-14,1.9549624554962422e-24,3.023113568612601e-25,4.9871805503683315e-33,1.5715886761436458e-27,5.561453251494923e-36,2.944907296103473e-38,9.209820226388162e-35,2.547590456483339e-35,1.6863249507430094e-41,5.551436873439766e-46,8.223808717675083e-51,1.698230175442013e-49,1.8109221851255845e-48,3.290945970026745e-46,1.3359815955864052e-52,3.2600659822161177e-56,1.2413558171993847e-52
2.155809484433422e-08,0.11224537201507112,0.0,0.0,0.0,0.0,0.32999998699999666,0.669999987131285,1.2898362524511615e-08,1.2766333252196096e-08,9.869444753569863e-11,2.3269042576945246e-10,3.1242277307018256e-19,2.646633041148553e-12,2.897192799749727e-12,1.4693416067765585e-13,1.9811894671240085e-16,6.988724840402404e-13,4.681077258018465e-13,1.754624835140736e-17,3.9177428682064016e-18,2.2219757670796422e-26,2.4597662102722337e-20,1.29401156792614e-16,4.857609215069879e-14,2.539701342206215e-24,4.209026967473061e-25,6.505625929585316e-33,2.0500861503088482e-27,8.457266682283192e-36,4.804928968094133e-38,1.3544090097939687e-34,4.018794954238346e-35,2.6604938079568307e-41,9.511228209447675e-46,1.3899651558663106e-50,2.871613291087726e-49,3.062169296702434e-48,5.966393936415388e-46,2.4221990541306374e-52,6.397675136210094e-56,2.4127385233687464e-52
2.2971185118639766e-08,0.11224537201443642,0.0,0.0,0.0,0.0,0.3299999861478091,0.6699999862730399,1.3743563417096209e-08,1.3617489667200175e-08,1.0527517040753935e-10,2.335766313619467e-10,3.332544193388075e-19,3.0074892666395996e-12,3.299643910869931e-12,1.7814208674203942e-13,2.396774098643031e-16,7.923769982727431e-13,5.301763468301083e-13,2.1059848960694224e-17,5.019920571891792e-18,2.847083834483975e-26,3.368517942392328e-20,1.3833360607372505e-16,5.199130828354574e-14,3.2432291171416896e-24,5.735656449956713e-25,8.335872543291308e-33,2.6268374577858845e-27,1.250573099230982e-35,7.587204452120041e-38,1.941454465647049e-34,6.152527899595582e-35,4.07350246600172e-41,1.572013704909537e-45,2.269824992913071e-50,4.6912961588442785e-49,5.002603697153049e-48,1.0404860529729634e-45,4.224254691141298e-52,1.2007389235952682e-55,4.491014191234329e-52
2.438427539294531e-08,0.11224537201380201,0.0,0.0,0.0,0.0,0.3299999852956119,0.6699999854147647,1.4588747829402184e-08,1.4468643992386885e-08,1.1185576433363708e-10,2.3446278216928065e-10,3.5408565742246496e-19,3.3908888975469277e-12,3.7282848420900425e-12,2.1346075688723817e-13,2.8667497382149266e-16,8.91406607713444e-13,5.958264007512769e-13,2.4981898038170636e-17,6.331896086267117e-18,3.591180274219387e-26,4.5232809156620504e-20,1.4728661999577123e-16,5.5406522624165645e-14,4.079585932585812e-24,7.669674731917472e-25,1.0514512940445649e-32,3.313372669940285e-27,1.804371420716068e-35,1.164210837899344e-37,2.7210048562161726e-34,9.174838080184726e-35,6.07512529350681e-41,2.5179034823960615e-45,3.5964134975473984e-50,7.435903302733537e-49,7.929339051312765e-48,1.7542838219772564e-45,7.122424058556276e-52,2.1686996422352407e-55,8.053905865497582e-52
2.5797365667250856e-08,0.11224537201316796,0.0,0.0,0.0,0.0,0.3299999844434049,0.6699999845564586,1.5433916065236496e-08,1.5319796201314528e-08,1.1843623167359321e-10,2.3534890456735724e-10,3.749164947906047e-19,3.7967361385194985e-12,4.1831151305651925e-12,2.5313866561799487e-13,3.394460134879479e-16,9.95903261602197e-13,6.650103379839367e-13,2.932824117796363e-17,7.876492775973092e-18,4.4672095281988344e-26,5.969186066625769e-20,1.5626020096338177e-16,5.882173645958674e-14,5.063377235780178e-24,1.0085300058259693e-24,1.3079451501016556e-32,4.12163491671e-27,2.547395703514093e-35,1.7415062844209276e-37,3.738171624132026e-34,1.33656050852261e-34,8.850813986286758e-41,3.92142673429187e-45,5.547038896063957e-50,1.1472920769231254e-48,1.2234247275054008e-47,2.8690597630898826e-45,1.164877137284023e-51,3.781244910085023e-55,1.396038355045604e-51
2.8340928161000835e-08,0.11224537201202764,0.0,0.0,0.0,0.0,0.32999998290940624,0.6699999830114307,1.695517908607231e-08,1.6851864949389756e-08,1.302807613731222e-10,2.369437481140375e-10,4.1241101594334068e-19,4.583519290717868e-12,5.067805401266578e-12,3.363318221221463e-13,4.500502794493478e-16,1.1975920519035968e-12,7.982982933352483e-13,3.8267556709952894e-17,1.1319473242085456e-17,6.419921027654796e-26,9.474577847823303e-20,1.7246448337934352e-16,6.496912438933252e-14,7.255054817957878e-24,1.5925757426643023e-24,1.8796867357932558e-32,5.9232909703841686e-27,4.526848164136475e-35,3.411155624414961e-37,6.348394240105602e-34,2.510309322811311e-34,1.6625768977320075e-40,8.239615855278247e-45,1.1460952522028408e-49,2.371882174504309e-48,2.5292769106665426e-47,6.60059087557309e-45,2.6800603021434025e-51,9.70476549407748e-55,3.579921432287546e-51
3.0884490654750815e-08,0.11224537201088841,0.0,0.0,0.0,0.0,0.3299999813753728,0.6699999814663039,1.8476392419904393e-08,1.8383926845174005e-08,1.4212490217264156e-10,2.385384946614913e-10,4.499043060113248e-19,5.442149206333874e-12,6.037345165820508e-12,4.358831865218396e-13,5.823937402949187e-16,1.416478754762313e-12,9.426163366111577e-13,4.871165500367562e-17,1.5735958016875265e-17,8.924762696976838e-26,1.4423886331625924e-19,1.887354252922643e-16,7.111652220297997e-14,1.0066430391027183e-23,2.4152461250659836e-24,2.6130968320094636e-32,8.23436685298272e-27,7.631108411489435e-35,6.275463565483111e-37,1.0273263965921916e-33,4.452670068620436e-34,2.9493383784711007e-40,1.6146093328110902e-44,2.216702630327339e-49,4.589756919111534e-48,4.894326747673604e-47,1.4037208305025654e-44,5.699797745928155e-51,2.269740849695014e-54,8.380721980926111e-51
3.342805314850079e-08,0.11224537200975052,0.0,0.0,0.0,0.0,0.32999997984130275,0.6699999799210782,1.9997557798630476e-08,1.9915981808298738e-08,1.5396866757986697e-10,2.401332242332945e-10,4.873964077539865e-19,6.37204945756306e-12,7.0917319472618e-12,5.532162867308773e-13,7.384260796831634e-16,1.6522390998370827e-12,1.0977018493123267e-12,6.073642035868858e-17,2.127438045251365e-17,1.206591962428419e-25,2.1198890438870307e-19,2.0507304113631466e-16,7.726393684814884e-14,1.3594291458804228e-23,3.539738770939198e-24,3.532830361215188e-32,1.1132535568507978e-26,1.2306998229842372e-34,1.0958248171357966e-36,1.5957963545872065e-33,7.520561289267028e-34,4.981908927275565e-40,2.983264866868434e-44,4.05149968776024e-49,8.392407886756004e-48,8.949316408039184e-47,2.791092499363567e-44,1.1333568980311486e-50,4.912526847551073e-54,1.8139618228697072e-50
3.597161564225077e-08,0.11224537200861383,0.0,0.0,0.0,0.0,0.3299999783071944,0.6699999783757539,2.151867693591798e-08,2.1448029816730248e-08,1.6581207095717555e-10,2.417279585356566e-10,5.248873634706781e-19,7.372636326637989e-12,8.23096336855255e-12,6.897427103179606e-13,9.200968157497577e-16,1.904555168934586e-12,1.2632987017283367e-12,7.441129945112429e-17,2.8089031965207976e-17,1.5930899343504897e-25,3.023872752109754e-19,2.2147734531401559e-16,8.341137524000614e-14,1.7940098707803584e-23,5.038994313481251e-24,4.664517563583941e-32,1.4698535567773003e-26,1.9124949879078622e-34,1.832536690466299e-36,2.3943506860466762e-33,1.2188606252635916e-33,8.074856303409742e-40,5.252641753432026e-44,7.069303979704045e-49,1.464920158047023e-47,1.562130239077451e-46,5.253031600554359e-44,2.1331131701585488e-50,1.0009027905339987e-53,3.6847172077446913e-50
4.1058740629750726e-08,0.11224537200634428,0.0,0.0,0.0,0.0,0.32999997523885605,0.6699999752848084,2.456078321996276e-08,2.4512105000628695e-08,1.8949784412913022e-10,2.449174090182957e-10,5.99866003040276e-19,9.583492883879997e-12,1.0763951273062446e-11,1.0259413495125632e-12,1.3681505328131068e-15,2.457623565470835e-12,1.6250431993004931e-12,1.069539043946898e-16,4.6195426138550454e-17,2.6200074306932423e-25,5.727009278641324e-19,2.544860757270913e-16,9.570635063221478e-14,2.9518008065941263e-23,9.522547106236857e-24,7.67147784303617e-32,2.417332978346225e-26,4.2330249889386446e-34,4.6371211909843694e-36,4.970465820971779e-33,2.927120225215069e-33,1.9394602927646876e-39,1.4698161065652004e-43,1.943878482082622e-48,4.0311791675053575e-47,4.298682739908526e-46,1.6917443485847028e-43,6.87004952375257e-50,3.757704325942006e-53,1.3970407116937191e-49
4.6145865617250685e-08,0.11224537200408005,0.0,0.0,0.0,0.0,0.3299999721703443,0.6699999721934674,2.7602724633999046e-08,2.7576152402773646e-08,2.1318232588356378e-10,2.481068379015929e-10,6.748405545554033e-19,1.2069934715800993e-11,1.3636291719512607e-11,1.4555389035731842e-12,1.9421482483242825e-15,3.073256243526604e-12,2.025917561910604e-12,1.4680082373703134e-16,7.137187964946726e-17,4.0479086063191344e-25,1.0020213448960249e-18,2.8776173094238113e-16,1.0800150263099548e-13,4.5684046712492566e-23,1.6652227424597525e-23,1.1852774155387158e-31,3.734778000914789e-26,8.477043275756074e-34,1.0416620811799913e-35,9.407348183227125e-33,6.286232390439628e-33,4.165583614533475e-39,3.5873045110737222e-43,4.6859400825142727e-48,9.723459478970053e-47,1.0368695176807174e-45,4.6426099276320686e-43,1.8853953524776335e-49,1.1623617284677202e-52,4.369523668267184e-49
5.1232990604750644e-08,0.1122453720018213,0.0,0.0,0.0,0.0,0.3299999691016459,0.6699999691017308,3.064451426393361e-08,3.064017203108406e-08,2.3686561826687154e-10,2.5129623520908146e-10,7.498113410496338e-19,1.4827100144028858e-11,1.6847968997464293e-11,1.9894071209913148e-12,2.6576813524347592e-15,3.749114454449936e-12,2.4640785586530985e-12,1.9435178973962725e-16,1.049870073393794e-16,5.954415480490943e-25,1.6468628988262102e-18,3.2130442487032774e-16,1.2029688437822027e-13,6.737138778846228e-23,2.7384290840250703e-23,1.7435897187478297e-31,5.493806264243101e-26,1.5701512451976722e-33,2.1353670538344753e-35,1.655220672310652e-32,1.235838111987111e-32,8.189967251771821e-39,7.886118447667608e-43,1.0205691600822841e-47,2.118814477256664e-46,2.2594161799804518e-45,1.127353084155019e-42,4.578375902679508e-49,3.1319819272528118e-52,1.1830834784225305e-48
5.63201155922506e-08,0.11224537199956823,0.0,0.0,0.0,0.0,0.3299999660327478,0.6699999660095984,3.3686164908111064e-08,3.3704163883592495e-08,2.6054782108601706e-10,2.544856011025006e-10,8.247786784674938e-19,1.7850060228558027e-11,2.03989688800262e-11,2.6382188716803616e-12,3.5303394206003186e-15,4.482949145043831e-12,2.93777192758537e-12,2.4995420481645044e-16,1.484512775765459e-16,8.419523827306797e-25,2.5741477920583016e-18,3.5511427066019847e-16,1.3259254783956343e-13,9.555705528167236e-23,4.28604654895491e-23,2.465539903631972e-31,7.768225548936327e-26,2.734841317168226e-33,4.076055596485342e-35,2.747810144530825e-32,2.2659003775121665e-32,1.501722654204101e-38,1.6016920000890026e-42,2.05777435348924e-47,4.2741846453305274e-46,4.557813873389103e-45,2.4972702346227338e-42,1.0142051740604699e-48,7.655853348844499e-52,2.879625826127238e-48
6.140724057975056e-08,0.11224537199732104,0.0,0.0,0.0,0.0,0.3299999629636376,0.6699999629170703,3.672768907965213e-08,3.6768127956087175e-08,2.842290319265068e-10,2.5767493823300493e-10,8.99742875721363e-19,2.1133833572017028e-11,2.4289278583962662e-11,3.412446605793766e-12,4.57571048046705e-15,5.27259709267005e-12,3.445327656748982e-12,3.139146337446783e-16,2.0320529840743586e-16,1.1524938815831838e-24,3.8614366183538254e-18,3.8919138064819706e-16,1.4488854383135016e-13,1.3125435977723878e-22,6.441504861873899e-23,3.375097178341974e-31,1.0633420806697377e-25,4.529402086695834e-33,7.337115293798746e-35,4.3505244884339875e-32,3.9267656398885056e-32,2.6025995000911486e-38,3.049263975050429e-42,3.8928817491752415e-47,8.089470629609615e-46,8.626277237736581e-45,5.144138849295972e-42,2.089201069503787e-48,1.7298311802710853e-51,6.452752699358494e-48
7.158149055475048e-08,0.11224537199284482,0.0,0.0,0.0,0.0,0.32999995682473127,0.6699999567308264,4.281040673228536e-08,4.289597275426434e-08,3.315888576922702e-10,2.6405352784084135e-10,1.0496630527140766e-18,2.8463746199303726e-11,3.308778284334998e-11,5.3780876153934495e-12,7.246938367592059e-15,7.011057601744568e-12,4.555710793069026e-12,4.680055519156817e-16,3.5242383490351873e-16,1.998797921327562e-24,7.877481483540399e-18,4.5814783924457985e-16,1.6948173135807502e-13,2.293650578456636e-22,1.3204631822478395e-22,5.854308690493341e-31,1.8441803127235268e-25,1.1017066135249141e-32,2.0666502651917334e-34,9.745578939306324e-32,1.0332845721596924e-31,6.849031557845904e-38,9.504324240047918e-42,1.2008431368662848e-46,2.4974200994393773e-45,2.663145634792391e-44,1.8603714153273052e-41,7.555779266202534e-48,7.465173625897598e-51,2.7405123521879873e-47
8.17557405297504e-08,0.11224537198839389,0.0,0.0,0.0,0.0,0.32999995068483157,0.6699999505429982,4.889276175836271e-08,4.9023706414780674e-08,3.789458328716618e-10,2.704320070165023e-10,1.199574206015914e-18,3.6776420575711214e-11,4.324340680085316e-11,7.966095488392536e-12,1.0796047996511217e-14,8.948765142906988e-12,5.7833844120657416e-12,6.585487193010742e-16,5.644789690327073e-16,3.20148442977237e-24,1.4531469541219325e-17,5.281746828488482e-16,1.940768311149211e-13,3.703320125254679e-22,2.4497485914218706e-22,9.37855621008096e-31,2.9538332631041432e-25,2.364456950951106e-32,5.0228292696920025e-34,1.9457897878904992e-31,2.3721463994091695e-31,1.5724549446037247e-37,2.511729418710229e-41,3.147922137750312e-46,6.55153640034888e-45,6.986287856713752e-44,5.60119381566056e-41,2.274936339750867e-47,2.573907544906061e-50,9.448829426929788e-47
9.192999050475031e-08,0.11224537198396935,0.0,0.0,0.0,0.0,0.3299999445438472,0.6699999443535852,5.4974844305362303e-08,5.5151328935500404e-08,4.2630066057651155e-10,2.768103735843973e-10,1.3494785613667073e-18,4.6031335475201604e-11,5.475609632402982e-11,1.1252995576894616e-11,1.534771266696366e-14,1.107115485926304e-11,7.117604350406815e-12,8.872079812341258e-16,8.512912233251361e-16,4.828161547999832e-24,2.4835587991293352e-17,5.992727784672548e-16,2.1867420958221268e-13,5.630807239655097e-22,4.2126326338974778e-22,1.414704676107182e-30,4.4546793290634855e-25,4.6180497939356587e-32,1.0929892922240493e-33,3.5613098455465062e-31,4.91059647012291e-31,3.2553091228564685e-37,5.880108254204481e-41,7.326338011080818e-46,1.525762004258875e-44,1.6270096014495023e-43,1.4683799037906561e-40,5.963948914714508e-47,7.585729039734289e-50,2.7838619530541616e-46
9.999999999999998e-08,0.11224537197957227,0.0,0.0,0.0,0.0,0.3299999396721135,0.6699999394431404,5.97988925297722e-08,6.001155626292984e-08,4.6386047060466827e-10,2.818694852116883e-10,1.4683762404893628e-18,5.401552730761126e-11,6.485279214014061e-11,1.440577722150813e-11,1.975352358591358e-14,1.287695223022333e-11,8.245152288325763e-12,1.0966896824293606e-15,1.1398264963830766e-15,6.464610915157035e-24,3.6384307814634547e-17,6.564287443322193e-16,2.381862055756492e-13,7.588304569282103e-22,6.202704389447868e-22,1.8946196691833106e-30,5.964541867940641e-25,7.445334759853124e-32,1.9023934783342186e-33,5.47661364369322e-31,8.250565320961852e-31,5.469598456968018e-37,1.0795540316481624e-40,1.3398828745785445e-45,2.7917482794415337e-44,2.9770051037737246e-43,2.9244380620839518e-40,1.1877972893962478e-46,1.6496104936266536e-49,6.030385128467319e-46
1.0210424047975023e-07,0.11224537197957227,0.0,0.0,0.0,0.0,0.3299999384016914,0.6699999381625868,6.105674027031293e-08,6.127884031495155e-08,4.736540107973178e-10,2.831886280314191e-10,1.4993782396588614e-18,5.618817626605839e-11,6.76258168649918e-11,1.5312107458895546e-11,2.102660336289589e-14,1.3364723441278519e-11,8.548605133962438e-12,1.1554968176608974e-15,1.2247566049765133e-15,6.946298376665327e-24,3.9976713066377686e-17,6.714429781813865e-16,2.4327421610227265e-13,8.167446128747848e-22,6.824144881821503e-22,2.035918891265275e-30,6.408968627422462e-25,8.375683224327039e-32,2.1802007516528544e-33,6.089377785798074e-31,9.375289820686353e-31,6.215264756620068e-37,1.253363517380171e-40,1.5541982592918245e-45,3.238672071654036e-44,3.4535861871649826e-43,3.4613424596681173e-40,1.4058709726242946e-46,1.992977479812489e-49,7.276822849262968e-46
1.1227849045475015e-07,0.11224537197520351,0.0,0.0,0.0,0.0,0.32999993225828167,0.6699999319700023,6.713853140919084e-08,6.740624055383509e-08,5.210065212514203e-10,2.8956677183218634e-10,1.6492752596222918e-18,6.720707156408617e-11,8.185255248359847e-11,2.0213573754235585e-11,2.7957395195155527e-14,1.5816948495622524e-11,1.0067507070228609e-11,1.4648294237914875e-15,1.6966967019284716e-15,9.622941942105002e-24,6.131545504343871e-17,7.446861179454301e-16,2.6787718331164585e-13,1.1406182363280388e-21,1.0534400536099072e-21,2.8213949435974662e-30,8.878561854455601e-25,1.4312154388027526e-31,4.054912186841322e-33,9.85867648217501e-31,1.677353693166809e-30,1.1120220570683755e-36,2.4771377407976e-40,3.0595263594496885e-45,6.379073558181064e-44,6.802380707453815e-43,7.498398936645979e-40,3.045607134913856e-46,4.767301673912785e-49,1.7309904208164754e-45
1.2245274042975006e-07,0.11224537197086386,0.0,0.0,0.0,0.0,0.32999992611353934,0.6699999257758309,7.322029543699452e-08,7.353352965688522e-08,5.683587981594991e-10,2.959448054486947e-10,1.799171540282476e-18,7.904877482639998e-11,9.743630502177132e-11,2.6024394200025576e-11,3.626477313329855e-14,1.8416222443008787e-11,1.1666241051770913e-11,1.8165438359945897e-15,2.278836697378416e-15,1.292459250394832e-23,9.038521698839736e-17,8.190030172138932e-16,2.924834275352385e-13,1.5441331775407767e-21,1.5629215063844157e-21,3.790965103142171e-30,1.1924815238994364e-24,2.328672914084579e-31,7.119387479117113e-33,1.5262787737678044e-30,2.8452293069352494e-30,1.8863292968061493e-36,4.600653046779373e-40,5.663412832784924e-45,1.1814318958696882e-43,1.259830207297465e-42,1.5157746077281802e-39,6.156639101987553e-46,1.0554489217419892e-48,3.8132994011498346e-45
1.3262699040474996e-07,0.1122453719665541,0.0,0.0,0.0,0.0,0.32999991996738975,0.6699999195800721,7.930210613009033e-08,7.966070763202949e-08,6.157114170405297e-10,3.02322729042554e-10,1.9490689034769306e-18,9.167480309643713e-11,1.1437709335070108e-10,3.280847091187998e-11,4.607343689885516e-14,2.11517952538122e-11,1.3337484808619904e-11,2.2119182839295266e-15,2.9827903575244646e-15,1.6917118411965826e-23,1.2889102853523999e-16,8.943944782586784e-16,3.1709324918951766e-13,2.036841772896294e-21,2.2430580167409385e-21,4.964391817510866e-30,1.5608501985603258e-24,3.6367256238915747e-31,1.1910890212955826e-32,2.2764339718952448e-30,4.6155415737419906e-30,3.0600785636629297e-36,8.114196697288387e-40,9.961316434869206e-45,2.0790273803393653e-43,2.2169889877262337e-42,2.889397064752833e-39,1.1735981823217243e-45,2.1958759004451963e-48,7.864344725921872e-45
