Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35)
7.288158226115983e-09,0.11224537202118254,0.0,0.0,0.0,0.0,0.3299999956053086,0.6699999957937687,4.36219211469286e-09,4.17373192772986e-09,3.223731614837675e-11,2.2095447573455244e-10,1.020490071393697e-19,2.5697252112648253e-13,2.6165139469340246e-13,4.678873566920024e-15
7.54862741621384e-09,0.11224537202110961,0.0,0.0,0.0,0.0,0.32999999544824776,0.6699999956360383,4.518019468750049e-09,4.3302288174408376e-09,3.3450802515531433e-11,2.2151789650514276e-10,1.0589036609726011e-19,2.7644257451038673e-13,2.816643805362508e-13,5.221806025863941e-15
7.809096606311699e-09,0.1122453720210301,0.0,0.0,0.0,0.0,0.32999999529118684,0.6699999954782493,4.6738461289952455e-09,4.486783693089934e-09,3.46642834962255e-11,2.2202333120002126e-10,1.0973170800400836e-19,2.9661168875226723e-13,3.024167827249593e-13,5.8050939726921305e-15
8.069565796409557e-09,0.11224537202094508,0.0,0.0,0.0,0.0,0.32999999513412587,0.6699999953204098,4.829672096918892e-09,4.6433881708566935e-09,3.587775902509984e-11,2.2247916363956285e-10,1.1357303265271575e-19,3.174784386924067e-13,3.239085980268434e-13,6.430159334436656e-15
8.330034986507416e-09,0.11224537202085529,0.0,0.0,0.0,0.0,0.32999999497706495,0.6699999951625273,4.985497373920314e-09,4.800035079805523e-09,3.709122912506754e-11,2.228925647592729e-10,1.1741434011591498e-19,3.390414020003594e-13,3.4613982313972197e-13,7.098421139362524e-15
8.590504176605274e-09,0.11224537202076137,0.0,0.0,0.0,0.0,0.3299999948200039,0.6699999950046076,5.14132196135992e-09,4.9567182855561135e-09,3.830469385508794e-11,2.2326966893936423e-10,1.2125563058024576e-19,3.612991592142396e-13,3.691104547369873e-13,7.811295522747649e-15
8.850973366703132e-09,0.11224537202066404,0.0,0.0,0.0,0.0,0.32999999466294283,0.6699999948466561,5.297145860634965e-09,5.113432540151499e-09,3.951815323433285e-11,2.2361572413669466e-10,1.2509690410639756e-19,3.842502938004617e-13,3.9282048953305355e-13,8.570195732591796e-15
9.11144255680099e-09,0.11224537202056366,0.0,0.0,0.0,0.0,0.3299999945058817,0.6699999946886773,5.4529690731736114e-09,5.270173354299607e-09,4.073160724813819e-11,2.2393521964322411e-10,1.2893816064795015e-19,4.078933921426877e-13,4.1726992427820556e-13,9.376532135517757e-15
9.371911746898849e-09,0.11224537202046077,0.0,0.0,0.0,0.0,0.3299999943488205,0.669999994530675,5.608791600388719e-09,5.4269368879891184e-09,4.194505589427339e-11,2.242319954701493e-10,1.3277940019784237e-19,4.3222704349588236e-13,4.424587557186436e-13,1.0231712222761201e-14
9.632380936996707e-09,0.11224537202035569,0.0,0.0,0.0,0.0,0.32999999419175935,0.6699999943726529,5.764613443666422e-09,5.583719856530349e-09,4.315849919436156e-11,2.245093363070249e-10,1.3662062282452358e-19,4.572498399705504e-13,4.683869805866119e-13,1.113714061606155e-14
9.892850127094566e-09,0.11224537202024876,0.0,0.0,0.0,0.0,0.3299999940346981,0.6699999942146131,5.920434604389567e-09,5.740519450072566e-09,4.437193717044113e-11,2.247700520044505e-10,1.404618285977577e-19,4.829603765471639e-13,4.950545956206177e-13,1.2094219073453805e-14
9.999999999999999e-09,0.11224537202003035,0.0,0.0,0.0,0.0,0.3299999939700874,0.6699999941495954,5.984534953588436e-09,5.805026751554948e-09,4.487111069404555e-11,2.2487304917855954e-10,1.4204199030236312e-19,4.937363089851108e-13,5.062395643859876e-13,1.2503255400876613e-14
1.0413788507290282e-08,0.11224537202003035,0.0,0.0,0.0,0.0,0.3299999937205754,0.6699999938984909,6.232074883725738e-09,6.054159270545869e-09,4.679879720218265e-11,2.2525084959447223e-10,1.4814418974725345e-19,5.364390642763213e-13,5.506079832053446e-13,1.4168918929023111e-14
1.0882633049466427e-08,0.11224537201982969,0.0,0.0,0.0,0.0,0.32999999343786485,0.6699999936139421,6.512548814759309e-09,6.336471279383254e-09,4.898295309003838e-11,2.2564739653907274e-10,1.5505825735636167e-19,5.869079179199367e-13,6.031347139479168e-13,1.6226796027980016e-14
1.1341234223888145e-08,0.11224537201963063,0.0,0.0,0.0,0.0,0.3299999931613307,0.6699999933355832,6.786892801441099e-09,6.612640073912548e-09,5.111937271385945e-11,2.2601050935451985e-10,1.6182121315207818e-19,6.384089502892672e-13,6.568314724822634e-13,1.842252219299619e-14
1.1799835398309862e-08,0.11224537201942952,0.0,0.0,0.0,0.0,0.32999999288479637,0.6699999930572035,7.06123470037412e-09,6.888827423629689e-09,5.3255776033849384e-11,2.2635506654977928e-10,1.6858411733710496e-19,6.920136029152607e-13,7.128202533476287e-13,2.0806650432368025e-14
1.2258436572731579e-08,0.1122453720192268,0.0,0.0,0.0,0.0,0.3299999926082619,0.6699999927788073,7.335574519023257e-09,7.165028876652424e-09,5.5392163129556346e-11,2.266855200061925e-10,1.7534697016325643e-19,7.477143304556237e-13,7.711010390621985e-13,2.3386708606574737e-14
1.2717037747153296e-08,0.11224537201902292,0.0,0.0,0.0,0.0,0.3299999923317272,0.6699999925003982,7.609912264865762e-09,7.44124105262251e-09,5.752853404104209e-11,2.2700525008106865e-10,1.8210977175735007e-19,8.055036146658394e-13,8.316738122406752e-13,2.6170197574835747e-14
1.3175638921575013e-08,0.11224537201881808,0.0,0.0,0.0,0.0,0.3299999920551923,0.6699999922219787,7.884247945351884e-09,7.717461373867634e-09,5.966488880837963e-11,2.273168344457695e-10,1.8887252224623908e-19,8.653739642678894e-13,8.945385555599583e-13,2.916459129206888e-14
1.363424009599673e-08,0.11224537201861257,0.0,0.0,0.0,0.0,0.3299999917786572,0.6699999919435508,8.158581567881013e-09,7.993687877767332e-09,6.180122749565128e-11,2.2762223571980085e-10,1.9563522183277967e-19,9.27317914832757e-13,9.596952517382049e-13,3.237733690544816e-14
1.4092841270418448e-08,0.11224537201840654,0.0,0.0,0.0,0.0,0.32999999150212184,0.669999991665116,8.432913139820437e-09,8.269919076927608e-09,6.393755017224623e-11,2.2792294129617691e-10,2.0239787073662731e-19,9.913280287002473e-13,1.027143883550752e-12,3.5815854850505154e-14
1.4551442444840165e-08,0.1122453720182001,0.0,0.0,0.0,0.0,0.32999999122558626,0.6699999913866751,8.707242668524248e-09,8.546153845191109e-09,6.607385689406251e-11,2.2822007733126322e-10,2.0916046913473027e-19,1.057396894899231e-12,1.096884433846122e-12,3.948753894689092e-14
1.501004361926188e-08,0.11224537201799334,0.0,0.0,0.0,0.0,0.32999999094905047,0.6699999911082293,8.981570161326215e-09,8.822391326569577e-09,6.821014771072336e-11,2.285144998123281e-10,2.1592301718417378e-19,1.1255171290457085e-12,1.1689168855395717e-12,4.3399756493863444e-14
1.5468644793683596e-08,0.1122453720177864,0.0,0.0,0.0,0.0,0.32999999067251445,0.6699999908297792,9.255895625526943e-09,9.098630868520339e-09,7.034642267851865e-11,2.2880686128104666e-10,2.2268551506314643e-19,1.1956813732362563e-12,1.243241221601702e-12,4.7559848365445756e-14
1.5927245968105312e-08,0.11224537201757923,0.0,0.0,0.0,0.0,0.3299999903959781,0.6699999905513252,9.53021906839566e-09,9.374871974652607e-09,7.248268185874426e-11,2.2909765812719672e-10,2.294479629656838e-19,1.2678822959544672e-12,1.319857425059671e-12,5.1975129105203844e-14
1.6385847142527027e-08,0.11224537201737193,0.0,0.0,0.0,0.0,0.32999999011944153,0.6699999902728677,9.804540497178543e-09,9.651114268810058e-09,7.461892530942118e-11,2.2938726650609888e-10,2.362103610754547e-19,1.3421125919834574e-12,1.3987654790041252e-12,5.665288702066765e-14
1.7303049491370462e-08,0.11224537201695715,0.0,0.0,0.0,0.0,0.32999998956636756,0.6699999897159435,1.0353177341347474e-08,1.0203601363232246e-08,7.889136524738194e-11,2.2996397582637895e-10,2.497350086297478e-19,1.496632214030889e-12,1.5634570710229697e-12,6.682485699208092e-14
1.8220251840213896e-08,0.11224537201654206,0.0,0.0,0.0,0.0,0.3299999890132924,0.6699999891590082,1.0901806215516484e-08,1.0756090595108292e-08,8.316374292088944e-11,2.305385459123749e-10,2.632594590824298e-19,1.659182320032846e-12,1.737315863619169e-12,7.813354358632336e-14
1.913745418905733e-08,0.11224537201612689,0.0,0.0,0.0,0.0,0.3299999884602162,0.6699999886020623,1.1450427176732561e-08,1.1308581043776842e-08,8.743605877943427e-11,2.3111189741731204e-10,2.7678371385638837e-19,1.8297054053701148e-12,1.920341723692248e-12,9.063631832213351e-14
2.0054656537900765e-08,0.11224537201571164,0.0,0.0,0.0,0.0,0.32999998790713864,0.6699999880451066,1.1999040281623145e-08,1.1861072175721155e-08,9.170831328028608e-11,2.3168456384977792e-10,2.9030777439913637e-19,2.0081443771918962e-12,2.1125345190848862e-12,1.0439014189299004e-13
2.09718588867442e-08,0.11224537201529636,0.0,0.0,0.0,0.0,0.3299999873540598,0.6699999874881416,1.2547645586427049e-08,1.2413563700690328e-08,9.598050686047199e-11,2.32256835452516e-10,3.038316420941077e-19,2.1944425514921986e-12,2.313894118600307e-12,1.1945156710810804e-13
2.1889061235587634e-08,0.11224537201488101,0.0,0.0,0.0,0.0,0.32999998680097953,0.6699999869311672,1.3096243146987723e-08,1.2966055462393763e-08,1.0025263994646694e-10,2.328288685079566e-10,3.1735531829133225e-19,2.3885436501740944e-12,2.5244203919871584e-12,1.3587674181306422e-13
2.280626358443107e-08,0.11224537201446566,0.0,0.0,0.0,0.0,0.32999998624789795,0.6699999863741835,1.3644833018738407e-08,1.3518547365851728e-08,1.0452471297197818e-10,2.334007579876659e-10,3.308788043637349e-19,2.590391798127391e-12,2.7441132099174544e-12,1.5372141179006273e-13
2.3723465933274503e-08,0.11224537201405034,0.0,0.0,0.0,0.0,0.3299999856948148,0.6699999858171907,1.4193415256710504e-08,1.4071039348171889e-08,1.0879672637244037e-10,2.339725667758054e-10,3.444021016897082e-19,2.799931520347373e-12,2.972972443984666e-12,1.7304092363729347e-13
2.4640668282117937e-08,0.11224537201363499,0.0,0.0,0.0,0.0,0.3299999851417301,0.6699999852601886,1.4741989915548005e-08,1.4623531372042364e-08,1.1306868057369971e-10,2.345443321760769e-10,3.5792521161729245e-19,3.0171077388119502e-12,3.210997966706268e-12,1.9389022789431662e-13
2.6475072979804803e-08,0.11224537201280436,0.0,0.0,0.0,0.0,0.3299999840355561,0.6699999841461571,1.5839116712445756e-08,1.5728515472675224e-08,1.216124130666029e-10,2.3568780453937515e-10,3.849708746207296e-19,3.4741513172681296e-12,3.714547372728277e-12,2.4039605546014623e-13
2.830947767749167e-08,0.11224537201197374,0.0,0.0,0.0,0.0,0.3299999829293752,0.6699999830320893,1.6936213838805073e-08,1.683349961121602e-08,1.301559137974812e-10,2.3683123154645246e-10,4.120158039685081e-19,3.961089747897128e-12,4.254760426256567e-12,2.9367067835943955e-13
3.014388237517854e-08,0.11224537201114314,0.0,0.0,0.0,0.0,0.32999998182318724,0.669999981917985,1.8033281717855622e-08,1.793848377270143e-08,1.3869918607638807e-10,2.3797462809523596e-10,4.390600101387875e-19,4.4774964255922325e-12,4.831636139852698e-12,3.541397142604646e-13
3.1978287072865406e-08,0.11224537201031255,0.0,0.0,0.0,0.0,0.3299999807169916,0.6699999808038442,1.913032076678905e-08,1.9043467938226424e-08,1.4724223316364258e-10,2.3911801302535785e-10,4.661035034522904e-19,5.022950832981641e-12,5.445173540163887e-12,4.2222270718224516e-13
3.3812691770552275e-08,0.112245372009482,0.0,0.0,0.0,0.0,0.3299999796107879,0.669999979689667,2.0227331396848617e-08,2.0148452093008527e-08,1.557850582692909e-10,2.4026140105388873e-10,4.931462940705976e-19,5.597038451351504e-12,6.095371667717968e-12,4.983332163664646e-13
3.7481501165926006e-08,0.11224537200782099,0.0,0.0,0.0,0.0,0.329999977398355,0.6699999774612033,2.2421269016233174e-08,2.2358420368186474e-08,1.7287005515523348e-10,2.425481883021898e-10,5.472298071692448e-19,6.829484553020682e-12,7.505746334459149e-12,6.762617814384671e-13
4.115031056129974e-08,0.11224537200616001,0.0,0.0,0.0,0.0,0.32999997518588503,0.6699999752325939,2.4615097750084915e-08,2.4568388604307798e-08,1.899542015223245e-10,2.4483498324443105e-10,6.013106279028752e-19,8.171635343678301e-12,9.062752734407133e-12,8.911173907288357e-13
4.481911995667347e-08,0.11224537200449916,0.0,0.0,0.0,0.0,0.3299999729733752,0.6699999730038387,2.6808820682391667e-08,2.6778356815289594e-08,2.0703752145911975e-10,2.47121771440347e-10,6.553888325251593e-19,9.620382223761337e-12,1.0766383671915887e-11,1.1460014481545497e-12
5.215673874742094e-08,0.11224537200117779,0.0,0.0,0.0,0.0,0.3299999685482235,0.6699999685458911,3.1195961048971806e-08,3.119829314017131e-08,2.4120177503148296e-10,2.516953471638043e-10,7.63537687799662e-19,1.2825662568286208e-11,1.4613491378069882e-11,1.7878288097836744e-12
5.9494357538168406e-08,0.1122453719978567,0.0,0.0,0.0,0.0,0.3299999641228767,0.66999996408736,3.558271308489993e-08,3.561822933515501e-08,2.7536299526181106e-10,2.5626891896386863e-10,8.716769408602154e-19,1.6422173085444643e-11,1.904701585819031e-11,2.6248427727456646e-12
6.683197632891587e-08,0.11224537199453592,0.0,0.0,0.0,0.0,0.32999995969731305,0.6699999596282459,3.9969098472021614e-08,4.003816538698045e-08,3.095213514856095e-10,2.608424959155244e-10,9.798071277478378e-19,2.0388058408944663e-11,2.406690651826661e-11,3.678848109321941e-12
7.416959511966333e-08,0.11224537199121551,0.0,0.0,0.0,0.0,0.329999955271512,0.669999955168548,4.43551376805985e-08,4.445810129512772e-08,3.43677003577905e-10,2.6541607435346787e-10,1.0879287545558719e-18,2.470268421684935e-11,2.967311558894914e-11,4.970431372099776e-12
8.150721391041079e-08,0.11224537198789535,0.0,0.0,0.0,0.0,0.3299999508454541,0.6699999507082668,4.8740850038876143e-08,4.8878037059088513e-08,3.778301024941749e-10,2.6998965060082544e-10,1.1960422991423285e-18,2.93465671229736e-11,3.58655979633359e-11,6.519030840362302e-12
8.884483270115826e-08,0.11224537198457543,0.0,0.0,0.0,0.0,0.3299999464191209,0.6699999462474017,5.312625379628572e-08,5.329797267352126e-08,4.1198079076392147e-10,2.7456322581399083e-10,1.3041482126923226e-18,3.4301310981466845e-11,4.2644311049596e-11,8.343000068129147e-12
9.999999999999998e-08,0.1122453719779364,0.0,0.0,0.0,0.0,0.3299999396893301,0.6699999394645606,5.97927021402478e-08,6.001747125339997e-08,4.6389476562036397e-10,2.8151629841280153e-10,1.4684848033206844e-18,4.239064447613005e-11,5.4072770338936206e-11,1.1682125862806151e-11
1.0352007028265319e-07,0.1122453719779364,0.0,0.0,0.0,0.0,0.3299999375655606,0.6699999373239203,6.189620344631574e-08,6.21378434360058e-08,4.802754659640697e-10,2.837103741940538e-10,1.5203388263276267e-18,4.507489639972534e-11,5.7960270786547446e-11,1.2885374386822107e-11
1.1819530786414813e-07,0.11224537197129826,0.0,0.0,0.0,0.0,0.3299999287107039,0.6699999283981032,7.066511323145124e-08,7.097771354194479e-08,5.485620179412009e-10,2.9285752664905046e-10,1.736503725445919e-18,5.6895817464932955e-11,7.562069927940436e-11,1.8724881814471413e-11
1.3287054544564306e-07,0.11224537196466097,0.0,0.0,0.0,0.0,0.3299999198544371,0.6699999194699499,7.943309600994215e-08,7.981758296562487e-08,6.16841328128085e-10,3.020046754110766e-10,1.9526457002719545e-18,6.965030101307253e-11,9.562533304425918e-11,2.5975032031186663e-11
1.4754578302713798e-07,0.11224537195802439,0.0,0.0,0.0,0.0,0.32999991099665926,0.66999991053946,8.820025237954737e-08,8.865745167337062e-08,6.85114182201791e-10,3.1115182067405206e-10,2.1687672379104603e-18,8.323693012675965e-11,1.179739371778558e-10,3.473700705109615e-11
1.622210206086329e-07,0.11224537195138846,0.0,0.0,0.0,0.0,0.32999990213728014,0.6699999016066324,9.696667199895333e-08,9.749731962781608e-08,7.533812804043846e-10,3.202989663220863e-10,2.3848705550168783e-18,9.756531239560898e-11,1.4266630227624762e-10,4.510098988063872e-11
1.7689625819012783e-07,0.11224537194475309,0.0,0.0,0.0,0.0,0.3299998932762195,0.6699998926714674,1.057324347775042e-07,1.0633718679685066e-07,8.216432468347349e-10,3.294461109833669e-10,2.6009576272111016e-18,1.1255488089414574e-10,1.697022416605343e-10,5.7147360766388556e-11
1.9157149577162275e-07,0.11224537193811825,0.0,0.0,0.0,0.0,0.32999988441340566,0.6699998837339641,1.1449761194123012e-07,1.1517705314832666e-07,8.89900637774248e-10,3.385932533226951e-10,2.8170302154330496e-18,1.2813381982798498e-10,1.990815888910516e-10,7.094776906306665e-11
2.0624673335311768e-07,0.11224537193148384,0.0,0.0,0.0,0.0,0.32999987554877463,0.6699998747941228,1.2326226697893791e-07,1.2401691864776523e-07,9.581539490759612e-10,3.4774039433536677e-10,3.033089889333258e-18,1.4423811105367408e-10,2.3080419556123607e-10,8.656608450756201e-11
2.209219709346126e-07,0.11224537192484985,0.0,0.0,0.0,0.0,0.3299998666822697,0.6699998658519427,1.3202645648059578e-07,1.3285678326150548e-07,1.026403622712388e-09,3.568875341981849e-10,3.249138048000453e-18,1.6081068914633173e-10,2.6486992934264405e-10,1.0405924019631231e-10
2.3559720851610753e-07,0.11224537191821622,0.0,0.0,0.0,0.0,0.32999985781384017,0.669999856907424,1.4079023088452974e-07,1.4169664695663593e-07,1.0946500526111848e-09,3.660346723376333e-10,3.46517593843467e-18,1.7780068836747714e-10,3.012786722426066e-10,1.2347798387512948e-10
2.5027244609760245e-07,0.11224537191158292,0.0,0.0,0.0,0.0,0.32999984894344053,0.669999847960566,1.4955363514585358e-07,1.5053650969961198e-07,1.1628935898756493e-09,3.751818088129551e-10,3.681204672073048e-18,1.9516276901447167e-10,3.4003031904555614e-10,1.448675500310845e-10
2.649476836790974e-07,0.1122453719049499,0.0,0.0,0.0,0.0,0.329999840071031,0.6699998390113688,1.5831670933329341e-07,1.5937637145677258e-07,1.2311345474459745e-09,3.8432894379902155e-10,3.897225239545277e-18,2.128565159349734e-10,3.811247759213252e-10,1.682682599863518e-10
2.7962292126059235e-07,0.11224537189831715,0.0,0.0,0.0,0.0,0.3299998311965754,0.6699998300598322,1.6707948916033615e-07,1.6821623219478068e-07,1.2993732042475588e-09,3.93476077146079e-10,4.113238523805315e-18,2.308459032298418e-10,4.2456195918659125e-10,1.937160559567495e-10
2.942981588420873e-07,0.11224537189168463,0.0,0.0,0.0,0.0,0.3299998223200416,0.669999821105956,1.7584200645781243e-07,1.770560918802371e-07,1.3676098088819258e-09,4.0262320876592633e-10,4.329245311815196e-18,2.490988179794356e-10,4.703417942028878e-10,2.2124297622345229e-10
3.0897339642358225e-07,0.11224537188505233,0.0,0.0,0.0,0.0,0.3299998134414013,0.6699998121497404,1.8460428959522789e-07,1.8589595047961786e-07,1.435844582917353e-09,4.117703386944676e-10,4.545246304961701e-18,2.6758663562184927e-10,5.184642143941261e-10,2.508775787722768e-10
3.236486340050772e-07,0.1122453718784202,0.0,0.0,0.0,0.0,0.329999804560629,0.6699998031911848,1.9336636385681544e-07,1.947358079594695e-07,1.5040777238258745e-09,4.209174668965677e-10,4.761242128353603e-18,2.8628384096352243e-10,5.689291603697001e-10,2.826453194061776e-10
3.3832387158657216e-07,0.11224537187178824,0.0,0.0,0.0,0.0,0.329999795677702,0.6699997942302893,2.0212825177689997e-07,2.0357566428636886e-07,1.5723094076025094e-09,4.300645933062618e-10,4.9772333391129845e-18,3.051676901953562e-10,6.217365791424684e-10,3.165688889471121e-10
3.529991091680671e-07,0.11224537186515642,0.0,0.0,0.0,0.0,0.32999978679260017,0.6699997852670538,2.108899734386494e-07,2.1241551942684943e-07,1.6405397910985297e-09,4.3921171790025747e-10,5.193220433761325e-18,3.2421790980854273e-10,6.768864234321139e-10,3.526685136235712e-10
3.6767434674956206e-07,0.11224537185852472,0.0,0.0,0.0,0.0,0.3299997779053054,0.6699997763014786,2.1965154674021583e-07,2.2125537334744546e-07,1.708769014100051e-09,4.483588406541708e-10,5.409203854799394e-18,3.434164283745457e-10,7.343786510445444e-10,3.9096222266999873e-10
3.82349584331057e-07,0.11224537185189314,0.0,0.0,0.0,0.0,0.3299997690158018,0.669999767333563,2.2841298763200037e-07,2.3009522601470936e-07,1.7769972011810858e-09,4.5750596152485343e-10,5.625183996573197e-18,3.627471374276152e-10,7.942132243186282e-10,4.3146608689101294e-10
3.9702482191255196e-07,0.11224537184526169,0.0,0.0,0.0,0.0,0.3299997601240749,0.6699997583633077,2.3717431032824124e-07,2.389350773951861e-07,1.8452244633560684e-09,4.666530804762148e-10,5.841161210505143e-18,3.821956782239985e-10,8.563901096328035e-10,4.741944314088049e-10
4.117000594940469e-07,0.11224537183863029,0.0,0.0,0.0,0.0,0.3299997512301121,0.6699997493907119,2.459355274956424e-07,2.477749274554145e-07,1.913450899553058e-09,4.758001974781178e-10,6.057135809757535e-18,4.0174925164004837e-10,9.209092769652264e-10,5.191600253251781e-10
4.2637529707554186e-07,0.11224537183199902,0.0,0.0,0.0,0.0,0.32999974233390206,0.6699997404157761,2.5469665042147374e-07,2.566147761619377e-07,1.9816765979266175e-09,4.849473124951773e-10,6.27310807338858e-18,4.2139644875950135e-10,9.877706995017875e-10,5.663742507422863e-10
4.410505346570368e-07,0.11224537182536778,0.0,0.0,0.0,0.0,0.32999973343543465,0.6699997314385002,2.63457689163383e-07,2.654546234812998e-07,2.049901637027858e-09,4.940944254911744e-10,6.489078250056212e-18,4.411270998910343e-10,1.0569743532867743e-09,6.158472533957399e-10
4.5572577223853176e-07,0.11224537181873662,0.0,0.0,0.0,0.0,0.32999972453470083,0.6699997224588838,2.722186526829454e-07,2.742944693800417e-07,2.11812608684747e-09,5.032415364325398e-10,6.705046561319874e-18,4.609321399764087e-10,1.1285202169114539e-09,6.675880769350451e-10
4.704010098200267e-07,0.11224537181210555,0.0,0.0,0.0,0.0,0.3299997156316926,0.6699997134769275,2.809795489647238e-07,2.8313431382470457e-07,2.1863500097455967e-09,5.123886452851516e-10,6.9210132045840995e-18,4.808034885993301e-10,1.2024082712364428e-09,7.216047826371124e-10
4.850762474015216e-07,0.11224537180547446,0.0,0.0,0.0,0.0,0.3299997067264027,0.6699997044926309,2.897403851224018e-07,2.919741567818304e-07,2.2545734612807396e-09,5.215357520138947e-10,7.136978355722427e-18,5.007339430247791e-10,1.2786384991442227e-09,7.779045561194438e-10
5.144267225645115e-07,0.11224537179221254,0.0,0.0,0.0,0.0,0.32999968890895354,0.669999686517017,3.072619016967596e-07,3.096538380996343e-07,2.3910191426347574e-09,5.398299589620934e-10,7.568904790587886e-18,5.407472116331497e-10,1.4381254161092778e-09,8.973782044761281e-10
5.408421502112024e-07,0.1122453717802769,0.0,0.0,0.0,0.0,0.32999967286538934,0.669999670330961,3.230311176494378e-07,3.25565545862618e-07,2.513819086313087e-09,5.56294737605704e-10,7.957634879721596e-18,5.769038565151662e-10,1.5896737374141286e-09,1.0127698808989624e-09
5.658071429529296e-07,0.11224537176899672,0.0,0.0,0.0,0.0,0.32999965769588724,0.6699996550266899,3.379343615471023e-07,3.406035586693223e-07,2.6298754200392583e-09,5.718554510197808e-10,8.325017694424517e-18,6.111771448755687e-10,1.7398756292880022e-09,1.128698484412433e-09
5.907721356946568e-07,0.11224537175771661,0.0,0.0,0.0,0.0,0.3299996425196932,0.6699996397156465,3.5283752003700907e-07,3.5564156654164103e-07,2.7459310815478813e-09,5.874161576382709e-10,8.692398381185188e-18,6.455315720299598e-10,1.896855461940263e-09,1.251323889910303e-09
6.15737128436384e-07,0.11224537174643663,0.0,0.0,0.0,0.0,0.3299996273367932,0.669999624397831,3.677406072497934e-07,3.706795693148462e-07,2.8619861812005798e-09,6.029768572910323e-10,9.059777289359512e-18,6.799527320834228e-10,2.06061319946996e-09,1.3806604673865372e-09
6.407021211781112e-07,0.11224537173515664,0.0,0.0,0.0,0.0,0.3299996121471755,0.6699996090732433,3.8264363477749455e-07,3.857175668242084e-07,2.97804080953234e-09,6.185375498081188e-10,9.427154705541046e-18,7.144287775625193e-10,2.2311488118213003e-09,1.5167200342587808e-09
6.656671139198384e-07,0.1122453717238767,0.0,0.0,0.0,0.0,0.32999959695083037,0.6699995937418836,3.9754661213532135e-07,4.0075555890499793e-07,3.09409504085792e-09,6.340982350195575e-10,9.794530864977323e-18,7.489499540438057e-10,2.408462273706884e-09,1.6595123196630775e-09
6.906321066615656e-07,0.11224537171259683,0.0,0.0,0.0,0.0,0.32999958174775024,0.6699995784037519,4.1244954712322674e-07,4.157935453924842e-07,3.2101489360957927e-09,6.496589127553223e-10,1.0161905960509178e-17,7.835082357550825e-10,2.592553563764566e-09,1.8090453280094825e-09
7.155970994032928e-07,0.11224537170131693,0.0,0.0,0.0,0.0,0.32999956653792845,0.6699995630588484,4.2735244612195994e-07,4.308315261219357e-07,3.326202545080333e-09,6.652195828454224e-10,1.0529280149890108e-17,8.180970272116236e-10,2.7834226638671125e-09,1.9653256366554886e-09
7.4056209214502e-07,0.1122453716900371,0.0,0.0,0.0,0.0,0.32999955132135994,0.6699995477071733,4.422553143456373e-07,4.458695009286211e-07,3.442255908534413e-09,6.807802451198745e-10,1.0896653562030652e-17,8.527109086726933e-10,2.981069558533247e-09,2.128358649860553e-09
7.655270848867472e-07,0.11224537167875727,0.0,0.0,0.0,0.0,0.3299995360980404,0.6699995323487269,4.571581560537962e-07,4.6090746964780846e-07,3.5583090597255694e-09,6.96340899408681e-10,1.1264026302241056e-17,8.873454224313326e-10,3.185494234433166e-09,2.298148812001833e-09
7.904920776284744e-07,0.11224537166747749,0.0,0.0,0.0,0.0,0.3299995208679663,0.669999516983509,4.7206097472269417e-07,4.759454321147654e-07,3.674362025803855e-09,7.119015455418509e-10,1.1631398456466327e-17,9.219969001779826e-10,3.3966966799891045e-09,2.474699779811122e-09
8.154570703702016e-07,0.11224537165619769,0.0,0.0,0.0,0.0,0.32999950563113484,0.6699995016115199,4.869637731826153e-07,4.909833881647601e-07,3.7904148288742185e-09,7.27462183349397e-10,1.1998770094680929e-17,9.566623246212065e-10,3.6146768850551562e-09,2.6580145604339498e-09
8.404220631119288e-07,0.11224537164491796,0.0,0.0,0.0,0.0,0.3299994903875437,0.66999948623276,5.018665537309778e-07,5.060213376330597e-07,3.906467486879885e-09,7.430228126613298e-10,1.2366141273685141e-17,9.91339215497373e-10,3.839434840653523e-09,2.8480956251561493e-09
8.65387055853656e-07,0.1122453716336382,0.0,0.0,0.0,0.0,0.3299994751371909,0.669999470847229,5.167693182273099e-07,5.21059280354932e-07,4.022520014344124e-09,7.585834333076613e-10,1.273351203945318e-17,1.0260255338520901e-09,4.070970538753045e-09,3.044945004900955e-09
8.903520485953832e-07,0.11224537162235844,0.0,0.0,0.0,0.0,0.3299994598800752,0.6699994554549272,5.316720681720464e-07,5.360972161656448e-07,4.138572422985649e-09,7.741440451184056e-10,1.3100882429081298e-17,1.0607196026304611e-09,4.309283972085469e-09,3.2485643694550063e-09
9.153170413371104e-07,0.11224537161107871,0.0,0.0,0.0,0.0,0.3299994446161951,0.6699994400558551,5.465748047705597e-07,5.511351449004656e-07,4.254624722218718e-09,7.897046479235763e-10,1.3468252472370853e-17,1.0954200421427738e-09,4.554375133996122e-09,3.4589550918533466e-09
9.402820340788376e-07,0.11224537159979898,0.0,0.0,0.0,0.0,0.3299994293455498,0.6699994246500124,5.614775289851469e-07,5.661730663946625e-07,4.3706769195591524e-09,8.05265241553188e-10,1.3835622193113599e-17,1.1301257176741026e-09,4.8062440183227e-09,3.6761183006485954e-09
