Time (s),Volume (m^3),Ar,He,Ne,N2,methane(1),oxygen(2),CH3(5),HO2(7),CH3O2(12),H(6),CH3O2(19),OH(D)(9),CH2O(25),H2O(35),CC(14),O(T)(10),OO(11),CHO(34),CHO3(63),CHO3(75),CO2(114),COO(15),CH3O(17),C2H5(58),C2H4(166),CHO3(116),CHO2(70),C3H7(186),C2H5O(189),C2H3(183)
7.124825938639295e-09,0.11224537202122978,0.0,0.0,0.0,0.0,0.3299999957037426,0.6699999958925749,4.264485685195526e-09,4.0755765912830055e-09,3.1471160162693237e-11,2.205821756813625e-10,9.96236975211425e-20,2.7354587223957993e-13,2.865580266971966e-13,4.8609608292912225e-15,7.1588785352748e-18,7.425081953900758e-14,5.082079845832179e-14,6.313135536445464e-19,4.463974163230127e-20,2.53177067779701e-28,8.806534418154997e-23,3.934268657093268e-17,1.3698497976173087e-14,3.35193289455835e-26,1.8072544555981963e-27,7.412506735719524e-35,2.3358879201992424e-29,7.435319567922657e-39,1.2835274097796756e-41,2.4267653964165123e-37
7.442072388084489e-09,0.11224537202114597,0.0,0.0,0.0,0.0,0.3299999955124404,0.6699999957004965,4.454281397540261e-09,4.2661411195721995e-09,3.294890833372154e-11,2.2131094830337341e-10,1.0430159199766187e-19,2.9963620403829636e-13,3.1456944386466526e-13,5.571451930745433e-15,8.157931375231448e-18,8.125652114895125e-14,5.554016842395191e-14,7.2316592616669e-19,5.3520080155342777e-20,3.035424911148314e-28,1.1050968438551028e-22,4.129913111106982e-17,1.4463807943536222e-14,3.980677036334336e-26,2.2426205183713943e-27,8.887110405427433e-35,2.8005766617099376e-29,9.880809795584294e-39,1.791049132074389e-41,3.147297861304745e-37
7.759318837529685e-09,0.11224537202105189,0.0,0.0,0.0,0.0,0.32999999532113783,0.6699999955083249,4.6440761045902274e-09,4.4567973129248465e-09,3.442664897778768e-11,2.2194794827916896e-10,1.0897946264728047e-19,3.2691244448324635e-13,3.4390082091259333e-13,6.3481168842643865e-15,9.245855705533025e-18,8.857470122564586e-14,6.046803624311196e-14,8.233731883132451e-19,6.365594633782519e-20,3.6102872641036867e-28,1.3730684873989193e-22,4.325661186883783e-17,1.522948258487336e-14,4.6931316329561245e-26,2.757696922886097e-27,1.0570198945447142e-34,3.330964764540772e-29,1.2968621165123886e-38,2.46293192421883e-41,4.037498188825239e-37
8.07656528697488e-09,0.11224537202094935,0.0,0.0,0.0,0.0,0.32999999512983497,0.6699999953160761,4.833869810282074e-09,4.647529273553698e-09,3.59043819328945e-11,2.2250907334288375e-10,1.136573089565279e-19,3.5537368459590133e-13,3.745522440690517e-13,7.193895579170842e-15,1.042643780420161e-17,9.620466675697984e-14,6.56038748239166e-14,9.322667966185496e-19,7.515794012254226e-20,4.262630492721783e-28,1.6905734765910058e-22,4.521513133398852e-17,1.599542939299677e-14,5.496240593924114e-26,3.362852850628796e-27,1.2480138004679315e-34,3.9328397417151473e-29,1.6828384733528288e-38,3.34165614832031e-41,5.127798091158846e-37
8.393811736420076e-09,0.1122453720208397,0.0,0.0,0.0,0.0,0.32999999493853177,0.6699999951237627,5.023662518616536e-09,4.838323858391066e-09,3.738210695196888e-11,2.2300746651067793e-10,1.1833513014421524e-19,3.850190047251611e-13,4.0652377614851436e-13,8.111725636297767e-15,1.1703463890913325e-17,1.0414571822033937e-13,7.094714174138046e-14,1.05017401728328e-18,8.814082512258169e-20,4.998963498801837e-28,2.0641332901475924e-22,4.7174690354957274e-17,1.6761579390004705e-14,6.397197138792182e-26,4.0692984246533934e-27,1.4635984642260476e-34,4.6122069854962586e-29,2.1608587037759145e-38,4.478124701689647e-41,6.452519391159915e-37
8.711058185865271e-09,0.1122453720207243,0.0,0.0,0.0,0.0,0.32999999474722824,0.669999994931396,5.213454233303643e-09,5.0291702030675625e-09,3.8859824060901506e-11,2.2345399210359472e-10,1.2301292629218113e-19,4.158474755797673e-13,4.3981546218569756e-13,9.10454238402133e-15,1.3080720127285962e-17,1.1239715094685109e-13,7.649728220595337e-14,1.177417980211488e-18,1.0272346601628579e-19,5.826027779191213e-28,2.5008047165560426e-22,4.913528733069957e-17,1.7527881122131018e-14,7.403440883970153e-26,4.889114194436743e-27,1.7057476933461495e-34,5.375286491342878e-29,2.7478315268985906e-38,5.932862035103947e-41,8.050185971106195e-37
9.028304635310467e-09,0.1122453720206041,0.0,0.0,0.0,0.0,0.3299999945559245,0.6699999947389849,5.4032449578756734e-09,5.220059325580216e-09,4.033753344790658e-11,2.238576320803964e-10,1.2769069799519668e-19,4.478581594425867e-13,4.744273340884769e-13,1.0175278836054572e-14,1.4561992617248404e-17,1.2095825632809677e-13,8.225373153412619e-14,1.3143177336381975e-18,1.1902876678257203e-19,6.7507939227545015e-28,3.0081985052428363e-22,5.109692077950704e-17,1.8294296119135102e-14,8.522654964063427e-26,5.8352802774872094e-27,1.976502371495408e-34,6.228509625848493e-29,3.4629074681497536e-38,7.777320577569005e-41,9.963846767528541e-37
9.345551084755662e-09,0.11224537202047993,0.0,0.0,0.0,0.0,0.32999999436462035,0.6699999945465369,5.593034695941918e-09,5.410983798781097e-09,4.181523521046607e-11,2.2422581354930753e-10,1.3236844556300958e-19,4.810501113186528e-13,5.103594142089042e-13,1.1326865671396022e-14,1.615106740737393e-17,1.2982832284087456e-13,8.821591718903743e-14,1.4611882992707693e-18,1.3718360977357345e-19,7.780458154831765e-28,3.5944977366710595e-22,5.3059590804502784e-17,1.9060795584682374e-14,9.762763187469983e-26,6.921705160552724e-27,2.2779694468976445e-34,7.178515938505403e-29,4.327667766801394e-38,1.0095298934587625e-40,1.2241409754040856e-36
9.662797534200858e-09,0.1122453720203525,0.0,0.0,0.0,0.0,0.3299999941733159,0.669999994354058,5.782823451232293e-09,5.60193748101745e-09,4.329292931331173e-11,2.2456467812783843e-10,1.370461688840966e-19,5.154223797416235e-13,5.476117177986438e-13,1.256223121695012e-14,1.7851730487102405e-17,1.3900663686021284e-13,9.438326045774494e-14,1.6183407277783985e-18,1.5731879562388494e-19,8.922438929145666e-28,4.26847591492861e-22,5.50232980825561e-17,1.982735798551263e-14,1.1131927225862726e-25,8.16325416408234e-27,2.612320934717581e-34,8.232150017227566e-29,5.366320365236572e-38,1.2984475965475254e-40,1.4935986828241876e-36
9.980043983646053e-09,0.1122453720202223,0.0,0.0,0.0,0.0,0.3299999939820111,0.6699999941615532,5.972611227469487e-09,5.792915294263075e-09,4.477061571776325e-11,2.2487930381118366e-10,1.4172386783447057e-19,5.509740073003596e-13,5.861842546807212e-13,1.388430143235533e-14,1.9667767788946147e-17,1.4849248329962633e-13,1.0075517783177757e-13,1.7860821542703046e-18,1.7956898400011053e-19,1.0184373567366877e-27,5.039514786591831e-22,5.698804257533905e-17,2.0593967246539142e-14,1.263854383715053e-25,9.575777573940088e-27,2.9817929333826777e-34,9.396458387853183e-29,6.605902875207131e-38,1.6558064656008242e-40,1.810624950793214e-36
9.999999999999999e-09,0.11224537202008994,0.0,0.0,0.0,0.0,0.32999999396997726,0.6699999941494433,5.984549572614842e-09,5.804929236008119e-09,4.486356759324012e-11,2.2489838529436813e-10,1.420181121944338e-19,5.532497450889836e-13,5.886547509617962e-13,1.3970430498960296e-14,1.9785947519883334e-17,1.4909944382358724e-13,1.011628213359632e-13,1.796994718516056e-18,1.8104247396971433e-19,1.0267943559731728e-27,5.09148748169062e-22,5.711166718924693e-17,2.0642191177668153e-14,1.2738108002053136e-25,9.670728540537144e-27,3.006260745370669e-34,9.473563219273246e-29,6.691268868123087e-38,1.6808638583862993e-40,1.8323025346903378e-36
1.0297290433091249e-08,0.11224537202008994,0.0,0.0,0.0,0.0,0.32999999379070594,0.669999993969027,6.1623980282910885e-09,5.9839130403809594e-09,4.624829446079649e-11,2.2517388870926039e-10,1.4640154253255004e-19,5.877040311019188e-13,6.260770305449907e-13,1.5295999896133114e-14,2.1602965188788144e-17,1.582851461455432e-13,1.0733108214945383e-13,1.964715853424377e-18,2.0407263519094642e-19,1.1574114946350924e-27,5.917621889994025e-22,5.895382364401496e-17,2.136061137306251e-14,1.42912421214805e-25,1.1176138444735405e-26,3.3886846548279127e-34,1.0678686457647501e-28,8.076492414524423e-38,2.0946589629242926e-40,2.1816795330305515e-36
1.0614536882536444e-08,0.11224537201995573,0.0,0.0,0.0,0.0,0.32999999359940047,0.6699999937764827,6.352183857292155e-09,6.174927248607053e-09,4.7725965613350996e-11,2.2545190356260467e-10,1.510791932034385e-19,6.256114832518769e-13,6.672900480332333e-13,1.6800247792721434e-14,2.3661108506242414e-17,1.683839089190166e-13,1.1411038354314976e-13,2.154541294121427e-18,2.3097195253141973e-19,1.3099728232685013e-27,6.913447838862248e-22,6.092064087862076e-17,2.212728140812222e-14,1.6098880809881973e-25,1.2982240078835084e-26,3.8353574686888434e-34,1.2086275502430114e-28,9.811422220663115e-38,2.6299792137358025e-40,2.6138524856831298e-36
1.093178333198164e-08,0.11224537201981995,0.0,0.0,0.0,0.0,0.32999999340809466,0.6699999935839228,6.541968718089468e-09,6.365955049245431e-09,4.92036292167794e-11,2.2571621804684549e-10,1.5575681997583197e-19,6.646953912814535e-13,7.098233075798012e-13,1.8399963900450732e-14,2.5845983504970382e-17,1.7878805506247293e-13,1.2109249022281987e-13,2.3558541935748598e-18,2.6041282565102353e-19,1.476948766396283e-27,8.038303344101744e-22,6.2888494350516e-17,2.2893970657593194e-14,1.807054558517664e-25,1.5013053184855633e-26,4.324233960167232e-34,1.3626859696821212e-28,1.184750495572342e-37,3.2788666339459426e-40,3.1149029194434415e-36
1.1249029781426836e-08,0.11224537201968295,0.0,0.0,0.0,0.0,0.3299999932167885,0.6699999933913505,6.731752614324844e-09,6.556994069441103e-09,5.0681285280164114e-11,2.2596920499951467e-10,1.604344228799939e-19,7.049547784612954e-13,7.536768079866647e-13,2.0098064580520262e-14,2.8161375892925245e-17,1.8949686824944399e-13,1.2827680912160128e-13,2.56894657094112e-18,2.925447745358862e-19,1.659187337622753e-27,9.304175977384735e-22,6.485738420362879e-17,2.3660674118299237e-14,2.0215546434783122e-25,1.728864271931132e-26,4.857797001349465e-34,1.5308263187110985e-28,1.4225262616504047e-37,4.060763058542746e-40,3.693298794706455e-36
1.1883522680317225e-08,0.11224537201940597,0.0,0.0,0.0,0.0,0.329999992834175,0.6699999930061743,7.111317527584624e-09,6.939098297506225e-09,5.363657488241615e-11,2.26448667250504e-10,1.6978955738689204e-19,7.889960632791474e-13,8.45344520367391e-13,2.3801072957639633e-14,3.31988553913062e-17,2.1182563293487055e-13,1.4324970778923098e-13,3.031619661623644e-18,3.6549780333351516e-19,2.0729455077619538e-27,1.231040539180075e-21,6.879827285698798e-17,2.519410994700972e-14,2.5063902244936124e-25,2.2660040223096878e-26,6.069210210958847e-34,1.9125757335262155e-28,2.0187875716601977e-37,6.1144915168341746e-40,5.119791536089681e-36
1.2454566289318576e-08,0.11224537201915427,0.0,0.0,0.0,0.0,0.3299999924898217,0.6699999926594882,7.452922686979018e-09,7.2830141057812655e-09,5.629630997013202e-11,2.268578108587981e-10,1.782090975489425e-19,8.686434801989982e-13,9.323606519170313e-13,2.7499462830686842e-14,3.821693350200223e-17,2.329563089261481e-13,1.5741092348766616e-13,3.491166938099514e-18,4.419313906317403e-19,2.506443930902513e-27,1.563298622245166e-21,7.234861564482995e-17,2.6574222288770913e-14,3.0118130352004008e-25,2.8556060185095234e-26,7.3384205456356805e-34,2.312538437322715e-28,2.7213715538392984e-37,8.66921289382377e-40,6.769087028921638e-36
1.3035835054201286e-08,0.11224537201889641,0.0,0.0,0.0,0.0,0.32999999213930115,0.669999992306574,7.800641505771269e-09,7.633102832329243e-09,5.90036458540745e-11,2.2725918886830107e-10,1.867793206937291e-19,9.536127148714127e-13,1.0253279989423029e-12,3.1638025228282166e-14,4.381976682584676e-17,2.554677126788155e-13,1.7248907661898365e-13,4.002645728289166e-18,5.312468993656245e-19,3.013003094244825e-27,1.97099182154514e-21,7.596597794045903e-17,2.797905700840861e-14,3.599896469692205e-25,3.5747863950067243e-26,8.821541590433457e-34,2.7799100192719446e-28,3.6352820269111123e-37,1.2161199234215331e-39,8.87892283784046e-36
1.3617103819083997e-08,0.11224537201863732,0.0,0.0,0.0,0.0,0.32999999178877937,0.6699999919536439,8.148357166602787e-09,7.983201981407184e-09,6.171095705708689e-11,2.276497816459076e-10,1.9534946570951365e-19,1.0425060538480516e-12,1.122727393360388e-12,3.61715945799006e-14,4.994503977425216e-17,2.7898602536963213e-13,1.8823286102649468e-13,4.5598672499515244e-18,6.332228662351886e-19,3.591366957800849e-27,2.4589169254918924e-21,7.958681791381365e-17,2.938389701722633e-14,4.268754613594226e-25,4.43083909574792e-26,1.0514896240602189e-33,3.3135316387382255e-28,4.792034546396004e-37,1.6796322135606823e-39,1.1508287304026096e-35
1.4198372583966707e-08,0.11224537201837743,0.0,0.0,0.0,0.0,0.3299999914382563,0.6699999916007008,8.496069691495345e-09,8.333308457349107e-09,6.441824373647948e-11,2.2803268482667266e-10,2.0391953309440714e-19,1.1353173181644819e-12,1.2245588006451442e-12,4.1117987498892836e-14,5.66160352696346e-17,3.035068905328255e-13,2.0463864617628588e-13,5.1644561608990805e-18,7.489467392871899e-19,4.2477030636613254e-27,3.0381556636403497e-21,8.321113572310028e-17,3.078873982960313e-14,5.025167301065523e-25,5.442102318325893e-26,1.2436542445252387e-33,3.9190937444062764e-28,6.240561463050756e-37,2.286991740181869e-39,1.4754077157125702e-35
1.4779641348849418e-08,0.1122453720181171,0.0,0.0,0.0,0.0,0.329999991087732,0.6699999912477476,8.843779102415637e-09,8.683420039926037e-09,6.712550605190364e-11,2.2841011861575642e-10,2.1248952335379465e-19,1.2320402959436636e-12,1.3308221856478429e-12,4.6494992442243284e-14,6.385603563676973e-17,3.290259680132932e-13,2.217028160732415e-13,5.818000811304707e-18,8.795413257096598e-19,4.9883794959878776e-27,3.720718410175906e-21,8.683893120607264e-17,3.21935838601805e-14,5.876140515519133e-25,6.628417944989807e-26,1.4605125380153667e-33,4.602471814576146e-28,8.0367994112929e-37,3.073543281153872e-39,1.8726005112775079e-35
1.536091011373213e-08,0.11224537201785635,0.0,0.0,0.0,0.0,0.32999999073720626,0.6699999908947848,9.1914854212661e-09,9.03353511441737e-09,6.983274417619339e-11,2.287836977150134e-10,2.2105943703479204e-19,1.3326687435776478e-12,1.441517513014173e-12,5.2320369561665804e-14,7.168832260865348e-17,3.5553893469315405e-13,2.3942177083592546e-13,6.522054210979436e-18,1.0261637946103488e-18,5.81995922519485e-27,4.519573828131007e-21,9.047020423496155e-17,3.3598427994644527e-14,6.828901534052603e-25,8.011180916341853e-26,1.7039860897260234e-33,5.369721138838497e-28,1.024430129923444e-36,4.081240168536258e-39,2.354765553391043e-35
1.594217887861484e-08,0.11224537201759537,0.0,0.0,0.0,0.0,0.32999999038667926,0.6699999905418146,9.539188669895889e-09,9.383652526630221e-09,7.253995828517701e-11,2.2915457630237115e-10,2.296292746939936e-19,1.4371963865640184e-12,1.5566447472243434e-12,5.861185056566224e-14,8.013617733218172e-17,3.8304148484926186e-13,2.577919274950268e-13,7.278134938350865e-18,1.1900047403827236e-18,6.749194795758055e-27,5.448676665114175e-21,9.41049548784864e-17,3.500327155947722e-14,7.890894339920799e-25,9.613385908593303e-26,1.9760519981071904e-33,6.227071916796364e-28,1.2934852980574277e-36,5.359490993584106e-39,2.935754954940651e-35
1.6523447643497553e-08,0.1122453720173342,0.0,0.0,0.0,0.0,0.32999999003615094,0.6699999901888369,9.886888870108833e-09,9.73377147945956e-09,7.524714855030489e-11,2.2952355147080723e-10,2.3819903687413524e-19,1.5456169201864822e-12,1.676203852666634e-12,6.538713859582071e-14,8.922288037334876e-17,4.115293303923396e-13,2.768097205418359e-13,8.087727953061728e-18,1.3722873453761549e-18,7.783023577234811e-27,6.522992569037296e-21,9.774318329628275e-17,3.640811425564416e-14,9.069775502990792e-25,1.1459669270421901e-25,2.278741485477436e-33,7.180924876432255e-28,1.6189071767119015e-36,6.966016637016143e-39,3.631015019417271e-35
1.7104716408380265e-08,0.1122453720170729,0.0,0.0,0.0,0.0,0.3299999896856211,0.6699999898358528,1.0234586043664063e-08,1.0083891412508057e-08,7.795431513870259e-11,2.2989118360759943e-10,2.4676872410426206e-19,1.6579240103469932e-12,1.8001947938012959e-12,7.26639080689411e-14,9.897171172395263e-17,4.4099820113451487e-13,2.964716025542816e-13,8.952285626522136e-18,1.5742663179304316e-18,8.928561741245643e-27,7.758529525704184e-21,1.0138488961486072e-16,3.781295599408469e-14,1.0373408935647226e-24,1.3576362430333377e-25,2.614138135621156e-33,8.237845716987186e-28,2.009717849727116e-36,8.967995528065242e-39,4.4577194312713954e-35
1.8267253938145686e-08,0.11224537201655023,0.0,0.0,0.0,0.0,0.3299999889845573,0.6699999891298669,1.0929971397587223e-08,1.0784132812191613e-08,8.336857796127651e-11,2.3062382582434127e-10,2.639078758542895e-19,1.894172380247549e-12,2.06147204196362e-12,8.879244466804906e-14,1.2054887648123935e-16,5.028620275725743e-13,3.377135358117177e-13,1.0851946130230327e-17,2.0424850522640473e-18,1.1584097821859127e-26,1.0782651216835721e-20,1.0867873648404945e-16,4.062263664267161e-14,1.3387401160081779e-24,1.8735022033246062e-25,3.391641142136809e-33,1.0687953697930811e-27,3.028787878008549e-36,1.4480525091668635e-38,6.583460146755597e-35
1.9313537714934567e-08,0.11224537201607981,0.0,0.0,0.0,0.0,0.329999988353595,0.6699999884944601,1.1555808082228418e-08,1.1414350422934934e-08,8.824133521988801e-11,2.312816118954752e-10,2.79332861458639e-19,2.1200238125142635e-12,2.311778091547728e-12,1.0519991107755577e-13,1.4246633690846742e-16,5.61852109325189e-13,3.769988526390043e-13,1.2763552941592697e-17,2.5444450229434225e-18,1.443099985813718e-26,1.4238590323674036e-20,1.1525509425864025e-16,4.315134599454929e-14,1.6609627514501027e-24,2.460306410637599e-25,4.225175199969009e-33,1.3314624670419828e-27,4.2822576147443075e-36,2.1701536667419206e-38,9.15816871166709e-35
2.025519311404456e-08,0.11224537201565656,0.0,0.0,0.0,0.0,0.3299999877857248,0.6699999879225793,1.211905299780835e-08,1.1981545922426514e-08,9.262675337719344e-11,2.3187296438089661e-10,2.932151478840351e-19,2.3339723977118267e-12,2.5493301497428568e-12,1.2158680666726518e-13,1.643319414381359e-16,6.176054380416015e-13,4.140940227880324e-13,1.465416179218053e-17,3.0683755654098008e-18,1.7402509669211481e-26,1.8047664136602288e-20,1.2118345251652005e-16,4.542718209742188e-14,1.9966017286760557e-24,3.1047525802338034e-25,5.095194595776132e-33,1.605626466638601e-27,5.752651923090012e-36,3.0636093107668474e-38,1.214136899872436e-34
2.119684851315455e-08,0.11224537201523334,0.0,0.0,0.0,0.0,0.3299999872178506,0.6699999873506842,1.2682290333782462e-08,1.254874086157704e-08,9.701211223304873e-11,2.3246392493071124e-10,3.0709724658737124e-19,2.558012390541295e-12,2.798512533778243e-12,1.3958575198626857e-13,1.8832743679270023e-16,6.758625594671111e-13,4.528209426907942e-13,1.671158581886921e-17,3.666970830879622e-18,2.0797485931538036e-26,2.26194597719745e-20,1.2712094070265464e-16,4.770301645462796e-14,2.3794595200562816e-24,3.875943078222801e-25,6.089201672327941e-33,1.9188613292360334e-27,7.619516872560998e-36,4.2539650789111343e-38,1.588903175706699e-34
2.2138503912264544e-08,0.11224537201481033,0.0,0.0,0.0,0.0,0.3299999866499723,0.6699999867787757,1.3245520181079062e-08,1.3115935107841476e-08,1.0139741249561975e-10,2.330546260683536e-10,3.209791598103859e-19,2.792115969827348e-12,3.0593251008181483e-12,1.5927092839860964e-13,2.1455178044474692e-16,7.3660591240727e-13,4.931651443475119e-13,1.8941042878069585e-17,4.346483838167486e-18,2.465139310805574e-26,2.805975039341329e-20,1.330675595095341e-16,4.997884946005829e-14,2.8135019077333782e-24,4.791245643923046e-25,7.217580769105974e-33,2.2744391666473958e-27,9.963199898565747e-36,5.818589477777461e-38,2.0548773596744576e-34
2.3080159311374536e-08,0.11224537201438743,0.0,0.0,0.0,0.0,0.3299999860820898,0.6699999862068532,1.3808742630253367e-08,1.36831285598985e-08,1.0578265487066145e-10,2.336451690942483e-10,3.3486088978718605e-19,3.036255118385054e-12,3.3317677102157362e-12,1.807162837881004e-13,2.4310392576811764e-16,7.998180756581924e-13,5.351123052944976e-13,2.134755018350556e-17,5.11335830046278e-18,2.9000777199422173e-26,3.448411252717198e-20,1.3902330959942403e-16,5.2254681450231016e-14,3.302828578116933e-24,5.869644442492853e-25,8.491033053773141e-33,2.6757318784891706e-27,1.2876670488358623e-35,7.851489473557494e-38,2.629099078488162e-34
2.496347010959452e-08,0.11224537201354208,0.0,0.0,0.0,0.0,0.329999984946312,0.6699999850629677,1.4935165694536435e-08,1.4817512819776955e-08,1.1455296876830039e-10,2.348260423436376e-10,3.6262380889780937e-19,3.5545270980612285e-12,3.91154250432659e-12,2.2918211000364646e-13,3.0758741450538885e-16,9.335798572734458e-13,6.237589496296196e-13,2.671083741421935e-17,6.935859869727036e-18,3.933722726823836e-26,5.080018310964911e-20,1.5096220658725787e-16,5.680634376834141e-14,4.464376135101383e-24,8.600427037986216e-25,1.1517446425142816e-32,3.629417042229769e-27,2.085511314771171e-35,1.3795617626849475e-37,4.184055608953203e-34
2.6846780907814504e-08,0.11224537201269735,0.0,0.0,0.0,0.0,0.3299999838105163,0.6699999839190277,1.6061560245024656e-08,1.5951893329802385e-08,1.2332305952765433e-10,2.3600685593184227e-10,3.903860216517001e-19,4.112601209416123e-12,4.537835824980888e-12,2.8557098158496556e-13,3.825694663175393e-16,1.0770107627033278e-12,7.186486020119908e-13,3.2838649656350426e-17,9.188790599076014e-18,5.211488806483881e-26,7.266023583559842e-20,1.6293763749472548e-16,6.135800626097222e-14,5.898898419565981e-24,1.2248052496535285e-24,1.5258647282762977e-32,4.808339090496831e-27,3.254399121632903e-35,2.3196954051941372e-37,6.434439893276704e-34
2.873009170603449e-08,0.11224537201185326,0.0,0.0,0.0,0.0,0.3299999826747021,0.6699999827750337,1.7187926994958216e-08,1.708627002103264e-08,1.3209293271014445e-10,2.37187678650995e-10,4.1814754565384836e-19,4.710247892890569e-12,5.210646609959722e-12,3.5046735990726216e-13,4.688415919460644e-16,1.2299755276601048e-12,8.19670926934963e-13,3.9765843057161604e-17,1.1928662162170184e-17,6.765426977605066e-26,1.0130434497037004e-19,1.7494960819603405e-16,6.590967183071621e-14,7.642809509197337e-24,1.701688990917796e-24,1.9808492866973195e-32,6.242069751603546e-27,4.917667463038161e-35,3.755433240127014e-37,9.60301653499059e-34
3.061340250425447e-08,0.11224537201100983,0.0,0.0,0.0,0.0,0.3299999815388687,0.6699999816309855,1.8314266652170397e-08,1.822064290623615e-08,1.4086259383499182e-10,2.383684975884939e-10,4.4590839837565685e-19,5.347235154392757e-12,5.929973827211641e-12,4.244522262004741e-13,5.67195248845424e-16,1.3923408311327283e-12,9.267175890054612e-13,4.7524996641276414e-17,1.521410151964383e-17,8.628787960046289e-26,1.3813251327706294e-19,1.869981245582254e-16,7.046134336417145e-14,9.734118593024445e-24,2.313813144588146e-24,2.5264358172931797e-32,7.961287655224634e-27,7.227511703609029e-35,5.885674388960902e-37,1.3962193704315945e-33
3.2496713302474454e-08,0.11224537201016704,0.0,0.0,0.0,0.0,0.3299999804030153,0.6699999804868831,1.9440579919108427e-08,1.9355011998158366e-08,1.496320483795099e-10,2.395492998597971e-10,4.73668597155868e-19,6.023328714360012e-12,6.6958164744838615e-12,5.081030638325726e-13,6.784218434732577e-16,1.5639752575846388e-12,1.0396822067264622e-12,5.614661829468472e-17,1.9105640169904282e-17,1.0835902646824444e-25,1.8470951276880142e-19,1.990831924327634e-16,7.501302371413778e-14,1.2212312901825664e-23,3.0870775517368116e-24,3.172678681084222e-32,9.997668050206213e-27,1.0367981774277427e-34,8.967396776278735e-37,1.9840331255570747e-33
3.626333489891442e-08,0.11224537200848354,0.0,0.0,0.0,0.0,0.32999997813124604,0.6699999781985156,2.169313005615575e-08,2.1623738784737583e-08,1.6717035935826e-10,2.41910871301271e-10,5.291871013646946e-19,7.491883832432017e-12,8.367044245313787e-12,7.066890276548651e-13,9.42659150775626e-16,1.934538171347116e-12,1.282952373810012e-12,7.608735659140864e-17,2.895992536195569e-17,1.6424832944604518e-25,3.145143638929274e-19,2.233630059791577e-16,8.41164221064492e-14,1.849607280190883e-23,5.240150415917748e-24,4.809145570884028e-32,1.515426044341195e-26,2.009832770906524e-34,1.9435744139509765e-36,3.791191453629305e-33
4.002995649535439e-08,0.11224537200680286,0.0,0.0,0.0,0.0,0.3299999758593885,0.6699999759099315,2.39455829219088e-08,2.389245036242692e-08,1.847079086572452e-10,2.442724103004752e-10,5.847031944335812e-19,9.11400061461165e-12,1.0224322467347424e-11,9.507764789513803e-13,1.2678838654300543e-15,2.340648417876135e-12,1.5486664413339584e-12,9.979932623635115e-17,4.200516190805043e-17,2.3823535016145444e-25,5.066072448874818e-19,2.4778909546208907e-16,9.321988938253172e-14,2.683433945848109e-23,8.425798671739212e-24,6.975581952475256e-32,2.1980629460315753e-26,3.632775868263705e-34,3.8766599470358134e-36,6.782809825869569e-33
4.756319968823433e-08,0.11224537200345015,0.0,0.0,0.0,0.0,0.3299999713153873,0.6699999713321124,2.8450218342345455e-08,2.8429827836500094e-08,2.197808898958561e-10,2.4899544203951303e-10,6.957286779517495e-19,1.2811095234430657e-11,1.4497003418321495e-11,1.5932825395359984e-12,2.1266125458770512e-15,3.2556316152733674e-12,2.1443515813110346e-12,1.5924099350921803e-16,7.984475156219576e-17,4.528453810574195e-25,1.1604066200324064e-18,2.970802865888406e-16,1.1142711785696895e-13,5.1144997853032273e-23,1.9288829492019854e-23,1.3259999655133045e-31,4.178150406541121e-26,1.0189136615542814e-33,1.2926922604916464e-35,1.889767502257096e-32
5.425711950497999e-08,0.11224537200048122,0.0,0.0,0.0,0.0,0.32999996727731157,0.6699999672636076,3.245269151296106e-08,3.246161801171808e-08,2.509440342469431e-10,2.5319220906419253e-10,7.943773541501554e-19,1.659238306452016e-11,1.8918022577360616e-11,2.3604285711314227e-12,3.1565082008819887e-15,4.178572240674509e-12,2.741563963446902e-12,2.263772989535547e-16,1.295758538553906e-16,7.348990155769451e-25,2.1669431764718582e-18,3.4137105753424383e-16,1.2760621481003213e-13,8.331026152050373e-23,3.6067440133168097e-23,2.1520097747910213e-31,6.780503235297638e-26,2.2120776463818484e-33,3.186626323108714e-35,4.082712207192366e-32
6.095103932172565e-08,0.11224537199752233,0.0,0.0,0.0,0.0,0.3299999632388772,0.6699999631944173,3.645493688838326e-08,3.649336008627385e-08,2.8210539229793934e-10,2.573889276651076e-10,8.930203757155866e-19,2.0828770022627097e-11,2.3926557241942127e-11,3.3373552958468723e-12,4.474506533188319e-15,5.199675351658182e-12,3.3985840905019578e-12,3.077765021997794e-16,1.9783564769982142e-16,1.1220395083577233e-24,3.743569067596978e-18,3.861245101133908e-16,1.4378585174553076e-13,1.2776627639765898e-22,6.245869952625155e-23,3.285893755693026e-31,1.0352435081769862e-25,4.353921138730997e-33,6.996858564969184e-35,8.029588479027952e-32
6.764495913847131e-08,0.11224537199457378,0.0,0.0,0.0,0.0,0.32999995920005615,0.6699999591245417,4.045698253019966e-08,4.0525054060316665e-08,3.132651828956763e-10,2.615855945131822e-10,9.916584354199304e-19,2.5508851802403257e-11,2.952258050057055e-11,4.5476019764696585e-12,6.116120933060194e-15,6.31414106010889e-12,4.1117316518607335e-12,4.0408855698321726e-16,2.879376191309328e-16,1.6330595447614747e-24,6.084187030623682e-18,4.313408996937846e-16,1.59966142651201e-13,1.868677655360262e-22,1.018205943422449e-22,4.782816230426059e-31,1.5067335922276524e-25,7.96741623154963e-33,1.414101536771299e-34,1.4664418128785004e-31
